N	2gram	Vinokur_Ku	Vladivir
1318	раз на	2	1
1319	и иной	1	1
1320	смысле как	1	1
1321	действительно в	2	1
1322	что обычно	1	1
1323	о первой	1	1
1324	образом на	1	1
1325	свое собственное	1	1
1326	мы скажем	2	1
1327	всего в	2	1
1328	такая фраза	1	1
1329	который будучи	2	1
1330	представить себе	1	1
1331	все мы	1	1
1332	такой степени	1	1
1333	свою работу	1	1
1334	поскольку за	1	1
1335	то вопрос	1	1
1336	действительно ли	2	1
1337	и политическая	1	1
1338	из истории	1	1
1339	все его	1	1
1340	не выходит	1	1
1341	то оно	2	1
1342	на протяжении	1	1
1343	отец и	1	1
1344	в нынешнем	1	1
1345	возвращение к	1	1
1346	хотелось бы	2	1
1347	как единство	1	1
1348	прав но	1	1
1349	мы в	3	1
1350	вообще а	2	1
1351	не видел	1	1
1352	он тоже	2	1
1353	каком смысле	1	1
1354	иных случаях	3	1
1355	всей исторической	1	1
1356	смысле в	1	1
1357	принципиально нового	1	1
1358	первые три	1	1
1359	в стиле	1	1
1360	нем с	1	1
1361	сравнить с	1	1
1362	этим словесным	1	1
1363	и термины	1	1
1364	нельзя в	1	1
1365	г и	1	1
1366	с тех	1	1
1367	и сфера	1	1
1368	не соответствует	1	1
1369	vi в	1	1
1370	в буквальном	2	1
1371	и пушкина	1	1
1372	глаза на	2	1
1373	говорить а	1	1
1374	при чем	1	1
1375	просвещения и	1	1
1376	можно привести	1	1
1377	одно из	3	1
1378	прямое и	1	1
1379	очередь с	1	1
1380	это слово	7	1
1381	в университетах	1	1
1382	здесь уже	1	1
1383	в некоторой	2	1
1384	бы что	1	1
1385	наше внимание	1	1
1386	что между	2	1
1387	совершенно ясно	2	1
1388	этой книге	3	1
1389	же из	2	1
1390	хуже всего	1	1
1391	в общей	1	1
1392	ли и	1	1
1393	значительные явления	1	1
1394	борьбы с	2	1
1395	прежде чем	1	1
1396	и позволяет	2	1
1397	экономии и	1	1
1398	не нуждается	1	1
1399	что за	3	1
1400	у последнего	1	1
1401	в день	2	1
1402	как его	1	1
1403	с представлением	1	1
1404	и хорошо	1	1
1405	государства и	1	1
1406	другое не	1	1
1407	как следует	1	1
1408	очевидно что	4	1
1409	смысле и	2	1
1410	простой и	1	1
1411	этом последнем	1	1
1412	характер и	2	1
1413	также в	1	1
1414	каждое из	1	1
1415	есть именно	1	1
1416	использовано в	1	1
1417	и действительное	1	1
1418	существу это	1	1
1419	из той	1	1
1420	как иногда	1	1
1421	этот можно	1	1
1422	место и	1	1
1423	виде так	1	1
1424	понимание и	1	1
1425	нас значение	1	1
1426	невозможна если	1	1
1427	слишком много	1	1
1428	полемизировать с	1	1
1429	же к	1	1
1430	под этим	2	1
1431	в свете	1	1
1432	чем здесь	1	1
1433	и следовательно	2	1
1434	вполне прав	1	1
1435	немногое что	1	1
1436	а всего	1	1
1437	связанным с	1	1
1438	что слово	6	1
1439	но никто	1	1
1440	даже самые	1	1
1441	что как	1	1
1442	в других	1	1
1443	действительности и	1	1
1444	всех народов	1	1
1445	это определение	2	1
1446	поэтому является	1	1
1447	вопроса о	7	1
1448	последнем случае	1	1
1449	в каждом	3	1
1450	ниже сейчас	1	1
1451	здесь как	3	1
1452	только от	1	1
1453	смысл и	5	1
1454	материалом для	2	1
1455	находит свое	1	1
1456	спросим себя	1	1
1457	сознания а	1	1
1458	мне была	1	1
1459	за ту	1	1
1460	чем менее	1	1
1461	а вовсе	1	1
1462	к в	1	1
1463	ним было	1	1
1464	россии тоже	1	1
1465	в целях	2	1
1466	ли это	4	1
1467	мысль и	2	1
1468	это первая	1	1
1469	является например	1	1
1470	совершенно правильно	1	1
1471	эти слова	1	1
1472	зрения в	2	1
1473	этой точки	4	1
1474	не дает	1	1
1475	читал и	1	1
1476	ту же	6	1
1477	с некоторыми	1	1
1478	процесса в	1	1
1479	были связаны	1	1
1480	не помешало	1	1
1481	если б	2	1
1482	на нем	1	1
1483	если же	1	1
1484	ничего нового	1	1
1485	но мне	1	1
1486	надеюсь вы	1	1
1487	с него	2	1
1488	все те	3	1
1489	для человека	1	1
1490	он занимается	1	1
1491	с общим	1	1
1492	никогда нельзя	1	1
1493	это влияние	1	1
1494	сомневаться в	1	1
1495	этот вопрос	7	1
1496	в историческом	1	1
1497	то во	1	1
1498	родился в	1	1
1499	в иных	3	1
1500	всех произведений	2	1
1501	многих случаях	1	1
1502	борьба в	1	1
1503	того кто	1	1
1504	значение и	2	1
1505	как эта	1	1
1506	отнестись к	2	1
1507	так называемого	1	1
1508	ли также	1	1
1509	но без	1	1
1510	целом и	2	1
1511	т п	39	1
1512	и опять	1	1
1513	основанное на	1	1
1514	полезно для	2	1
1515	строго и	1	1
1516	друг другу	1	1
1517	в быту	1	1
1518	для нашего	1	1
1519	когда они	1	1
1520	в необходимости	1	1
1521	приводят к	1	1
1522	было хорошо	1	1
1523	истории русской	1	1
1524	не значит	2	1
1525	способности к	1	1
1526	столь же	2	1
1527	своего существа	1	1
1528	своего существования	1	1
1529	например о	1	1
1530	в противном	2	1
1531	вовсе еще	1	1
1532	деле это	1	1
1533	до наших	1	1
1534	за год	2	1
1535	на который	2	1
1536	что наша	2	1
1537	а как	1	1
1538	словесное выражение	1	1
1539	для которых	2	1
1540	в исправленном	1	1
1541	многое не	1	1
1542	и общим	1	1
1543	в него	1	1
1544	от октября	1	1
1545	себе как	1	1
1546	много для	1	1
1547	разве только	1	1
1548	нет не	1	1
1549	имеет дело	1	1
1550	вопросом о	1	1
1551	таков например	1	1
1552	своего рода	4	1
1553	все признаки	1	1
1554	потому чтобы	2	1
1555	на жизнь	1	1
1556	можем дать	1	1
1557	с полной	1	1
1558	собственном смысле	1	1
1559	за ее	1	1
1560	во втором	2	1
1561	философы все	1	1
1562	и возможно	1	1
1563	разумеется лишь	1	1
1564	я уже	2	1
1565	его собственное	1	1
1566	он своей	2	1
1567	этой проблемы	1	1
1568	и должны	1	1
1569	словом которое	1	1
1570	только те	1	1
1571	например что	2	1
1572	которую можно	2	1
1573	время я	1	1
1574	сказано в	1	1
1575	для каждой	2	1
1576	общих и	1	1
1577	как содержание	1	1
1578	видел и	1	1
1579	вообще от	1	1
1580	конечно ни	1	1
1581	будто в	1	1
1582	очень многое	1	1
1583	п с	1	1
1584	такого воспитания	1	1
1585	статья эта	1	1
1586	само собою	1	1
1587	большую роль	2	1
1588	и далее	3	1
1589	принужден был	1	1
1590	это уже	1	1
1591	самый блестящий	1	1
1592	необходимо если	1	1
1593	же невозможно	1	1
1594	не исчерпывается	1	1
1595	этот не	2	1
1596	зависит не	1	1
1597	гораздо раньше	1	1
1598	нам нужно	1	1
1599	с греческим	1	1
1600	по образцу	1	1
1601	поэтому что	2	1
1602	и послужило	1	1
1603	кланяться и	1	1
1604	первых порах	1	1
1605	допуская в	1	1
1606	оттого что	1	1
1607	и ничего	1	1
1608	на минуту	1	1
1609	я считаю	1	1
1610	в плоскости	2	1
1611	связанная с	2	1
1612	она становится	1	1
1613	и первый	1	1
1614	между первым	1	1
1615	будто и	1	1
1616	что нет	2	1
1617	правильном развитии	1	1
1618	как акт	1	1
1619	чтобы установить	1	1
1620	конечно и	3	1
1621	отличаются от	1	1
1622	и одновременно	1	1
1623	чем можно	1	1
1624	а г	1	1
1625	и единство	1	1
1626	строгом смысле	1	1
1627	всегда в	2	1
1628	мы могли	2	1
1629	в моем	1	1
1630	следовательно в	1	1
1631	заключается не	1	1
1632	дать себе	1	1
1633	жены в	1	1
1634	мы говорим	4	1
1635	статья в	1	1
1636	легко и	1	1
1637	мало для	1	1
1638	содержание и	5	1
1639	языков и	1	1
1640	предполагать что	1	1
1641	этом слове	3	1
1642	чего следует	1	1
1643	только самая	1	1
1644	большое значение	2	1
1645	в процессе	1	1
1646	ничем не	1	1
1647	к которым	1	1
1648	мысли о	1	1
1649	не считать	1	1
1650	к нам	1	1
1651	необходимым сделать	1	1
1652	его системе	1	1
1653	едет в	1	1
1654	в современной	3	1
1655	до полной	1	1
1656	которые вообще	1	1
1657	том смысле	2	1
1658	не находится	3	1
1659	и постоянный	1	1
1660	явлений и	1	1
1661	нужно чтобы	1	1
1662	ниже мы	1	1
1663	сделал из	1	1
1664	но уж	1	1
1665	бы не	1	1
1666	не видно	1	1
1667	мы имели	1	1
1668	упреки в	1	1
1669	осталось бы	1	1
1670	зависимости от	9	1
1671	со слов	1	1
1672	тем я	1	1
1673	которая не	1	1
1674	также из	1	1
1675	такого положения	1	1
1676	везде и	1	1
1677	смысле это	2	1
1678	пушкина но	1	1
1679	отношения но	1	1
1680	не трудно	8	1
1681	распространение в	1	1
1682	редко и	1	1
1683	то немногое	1	1
1684	они по	1	1
1685	который и	1	1
1686	ударение в	1	1
1687	но их	1	1
1688	должны были	1	1
1689	ч i	1	1
1690	образования и	1	1
1691	ему принадлежит	1	1
1692	можно установить	1	1
1693	статье посвященной	1	1
1694	о духе	1	1
1695	какой смысл	4	1
1696	это понятие	1	1
1697	какой мере	1	1
1698	как начало	1	1
1699	и истинный	1	1
1700	в историю	1	1
1701	так называемая	2	1
1702	более чем	1	1
1703	еще два	1	1
1704	на той	1	1
1705	нашей современности	2	1
1706	связана с	1	1
1707	скажем несколько	1	1
1708	так чтобы	1	1
1709	не хочу	2	1
1710	только мы	1	1
1711	этой работы	1	1
1712	это только	5	1
1713	слово по	1	1
1714	мною из	3	1
1715	быть не	2	1
1716	и тогда	4	1
1717	помощью более	1	1
1718	столько к	1	1
1719	факты из	1	1
1720	каждой из	1	1
1721	чуткость и	1	1
1722	в бесах	1	1
1723	которого не	2	1
1724	впрочем и	1	1
1725	в известном	2	1
1726	в письмах	1	1
1727	нельзя понимать	1	1
1728	материи и	1	1
1729	вслед за	1	1
1730	на примере	3	1
1731	большей частью	1	1
1732	целый ряд	8	1
1733	как невозможно	1	1
1734	этим мы	1	1
1735	идти дальше	1	1
1736	не своим	1	1
1737	что когда	3	1
1738	теме все	1	1
1739	каждый из	1	1
1740	литературы в	1	1
1741	было и	1	1
1742	всякого явления	1	1
1743	на первых	1	1
1744	например на	1	1
1745	является то	1	1
1746	здесь интересует	1	1
1747	никаких оснований	2	1
1748	связанных с	2	1
1749	она все	1	1
1750	состоит в	4	1
1751	и идеи	1	1
1752	из одной	1	1
1753	чем с	1	1
1754	не забудем	1	1
1755	критически к	1	1
1756	в точности	2	1
1757	русский язык	9	1
1758	поэтому переход	1	1
1759	и под	3	1
1760	в данной	1	1
1761	ответа на	1	1
1762	при котором	1	1
1763	эти категории	2	1
1764	в погоне	1	1
1765	этого кризиса	1	1
1766	именно то	1	1
1767	нам и	1	1
1768	речи на	2	1
1769	то она	2	1
1770	идея как	1	1
1771	в сознании	1	1
1772	каждый день	1	1
1773	самом процессе	1	1
1774	не давала	1	1
1775	совсем другое	1	1
1776	много таких	2	1
1777	воспитания у	1	1
1778	и представлений	1	1
1779	какие бы	1	1
1780	хорошо что	1	1
1781	что среди	1	1
1782	нужно но	1	1
1783	в память	3	1
1784	из него	1	1
1785	дает в	1	1
1786	не будучи	1	1
1787	пришлось бы	2	1
1788	точку зрения	2	1
1789	невозможна без	1	1
1790	но нас	1	1
1791	если а	1	1
1792	чуть ли	3	1
1793	для россии	1	1
1794	по другим	1	1
1795	к лицу	1	1
1796	ли эти	1	1
1797	дает нам	1	1
1798	вместе со	2	1
1799	не разобрался	1	1
1800	тогда в	2	1
1801	мысли а	2	1
1802	необходимость не	1	1
1803	то они	1	1
1804	своей первой	1	1
1805	можно себе	1	1
1806	общей философской	1	1
1807	два разных	1	1
1808	что ему	1	1
1809	он находил	1	1
1810	выходит за	2	1
1811	слово но	1	1
1812	назначение в	1	1
1813	различие между	2	1
1814	время все	1	1
1815	исторической жизни	2	1
1816	в последней	1	1
1817	года пишет	1	1
1818	теперь как	1	1
1819	и раз	1	1
1820	что значит	2	1
1821	при самом	1	1
1822	нас здесь	1	1
1823	это часто	1	1
1824	есть прямое	1	1
1825	легко заметить	1	1
1826	в соответствующих	1	1
1827	что так	3	1
1828	мало того	2	1
1829	нам еще	1	1
1830	от истории	2	1
1831	два дня	1	1
1832	что собственно	1	1
1833	указание на	1	1
1834	годах в	1	1
1835	мы сталкиваемся	1	1
1836	на русский	1	1
1837	говорю что	1	1
1838	из своих	1	1
1839	лицом к	2	1
1840	и е	1	1
1841	от августа	1	1
1842	последние месяцы	1	1
1843	чем он	1	1
1844	а все	2	1
1845	смысле этого	5	1
1846	все той	1	1
1847	для оправдания	2	1
1848	в серьезных	1	1
1849	психологии как	1	1
1850	содержат в	1	1
1851	нужна была	2	1
1852	а на	3	1
1853	однако необходимо	1	1
1854	в таких	7	1
1855	борьбу с	1	1
1856	что действительно	1	1
1857	говорим о	3	1
1858	поскольку однако	1	1
1859	или в	5	1
1860	жизни это	1	1
1861	все ее	1	1
1862	то к	1	1
1863	чего уж	1	1
1864	как таковая	1	1
1865	что ничего	3	1
1866	за этим	2	1
1867	и где	2	1
1868	о характере	2	1
1869	это еще	1	1
1870	том виде	1	1
1871	они имеют	1	1
1872	в последнем	2	1
1873	он видел	1	1
1874	этом что	1	1
1875	внутренних дел	1	1
1876	здесь даже	1	1
1877	слишком хорошо	2	1
1878	в обычном	3	1
1879	на тему	1	1
1880	возникла потребность	1	1
1881	в условиях	1	1
1882	ставит здесь	1	1
1883	между собою	3	1
1884	чтобы быть	2	1
1885	представляет собою	1	1
1886	кто в	5	1
1887	слова на	2	1
1888	каким же	1	1
1889	как она	1	1
1890	этой цели	2	1
1891	или даже	2	1
1892	эту точку	1	1
1893	говорят о	1	1
1894	в переводе	1	1
1895	то из	1	1
1896	живой и	1	1
1897	противном случае	2	1
1898	голову перед	1	1
1899	свое изложение	1	1
1900	ли не	4	1
1901	с явным	1	1
1902	этого вопроса	3	1
1903	высокая культура	1	1
1904	не относится	1	1
1905	говорил мне	1	1
1906	даже что	1	1
1907	в каждой	1	1
1908	которые с	1	1
1909	и таким	1	1
1910	ничего нельзя	1	1
1911	например такие	1	1
1912	в одной	1	1
1913	раз как	1	1
1914	мере в	7	1
1915	на них	1	1
1916	на место	1	1
1917	с остальными	1	1
1918	сказать и	1	1
1919	эта сводится	1	1
1920	некотором отношении	1	1
1921	каким оно	1	1
1922	буквальном смысле	1	1
1923	сказали бы	1	1
1924	может иметь	3	1
1925	часто бывает	1	1
1926	целое в	1	1
1927	будет очень	1	1
1928	раньше в	1	1
1929	стоило бы	1	1
1930	что очень	1	1
1931	историей русской	1	1
1932	бы считать	1	1
1933	которую мы	1	1
1934	ли в	3	1
1935	всю свою	1	1
1936	в основных	1	1
1937	настолько глубоко	1	1
1938	поскольку они	1	1
1939	и непосредственно	1	1
1940	в руки	1	1
1941	нельзя возразить	1	1
1942	становится для	1	1
1943	он принадлежит	1	1
1944	ни один	1	1
1945	земле в	1	1
1946	который мы	2	1
1947	цитаты из	1	1
1948	далее можно	1	1
1949	теориями так	1	1
1950	русских и	1	1
1951	цитата из	1	1
1952	не исчерпывают	1	1
1953	доказать что	3	1
1954	на такие	2	1
1955	для чего	1	1
1956	с совершенно	1	1
1957	ведь и	2	1
1958	за три	1	1
1959	не сказал	1	1
1960	убеждению во	1	1
1961	эта сторона	1	1
1962	действительно было	1	1
1963	еще можно	1	1
1964	совершенно невозможно	1	1
1965	деятельности в	1	1
1966	конечно в	1	1
1967	только у	1	1
1968	это если	1	1
1969	не следует	6	1
1970	например и	1	1
1971	же имеет	1	1
1972	даже при	1	1
1973	против того	1	1
1974	таких случаях	3	1
1975	чтобы не	1	1
1976	внутреннюю форму	1	1
1977	у нее	1	1
1978	признать что	1	1
1979	письмо от	1	1
1980	всем этим	1	1
1981	сказано выше	1	1
1982	с так	1	1
1983	те которые	1	1
1984	всего от	1	1
1985	в лице	1	1
1986	с большой	2	1
1987	не делать	1	1
1988	наконец что	1	1
1989	и осталось	1	1
1990	для обозначения	2	1
1991	выразилось в	1	1
1992	место не	1	1
1993	образом есть	1	1
1994	все больше	1	1
1995	указаний на	1	1
1996	о некоторого	1	1
1997	в положительном	1	1
1998	самый термин	1	1
1999	из достоевского	1	1
2000	есть таким	1	1
2001	дни в	1	1
2002	можно догадываться	1	1
2003	пишет что	1	1
2004	тем чтобы	1	1
2005	или иной	3	1
2006	что историческое	1	1
2007	в германии	1	1
2008	в словаре	1	1
2009	смысле а	1	1
2010	него одного	1	1
2011	из самых	1	1
2012	что особенно	1	1
2013	слова и	8	1
2014	эти темы	1	1
2015	все более	2	1
2016	нуждается в	5	1
2017	с традиционными	1	1
2018	на учение	1	1
2019	выступления а	1	1
2020	для этого	6	1
2021	таким же	1	1
2022	именно это	2	1
2023	и попытки	1	1
2024	идеи было	1	1
2025	и скоро	1	1
2026	чего я	1	1
2027	ради которого	1	1
2028	себя то	1	1
2029	языке а	1	1
2030	не надо	4	1
2031	конечно объясняется	1	1
2032	все подобного	1	1
2033	в известной	1	1
2034	сейчас мы	1	1
2035	ничего принципиально	1	1
2036	насколько мне	1	1
2037	такие явления	1	1
