N	2gram	Berdyaev_M	Analitik
1312	и уж	2	1
1313	не всякая	1	1
1314	только личность	2	1
1315	душу человека	1	1
1316	опыта к	1	1
1317	у тебя	1	1
1318	к соединению	2	1
1319	он становится	1	1
1320	одна и	3	1
1321	под собой	1	1
1322	внутрь себя	2	1
1323	которых он	5	1
1324	бы на	1	1
1325	своей не	1	1
1326	ума не	1	1
1327	или человек	2	1
1328	не значит	2	1
1329	не достигает	1	1
1330	это ни	1	1
1331	тут не	1	1
1332	и тут	1	1
1333	отцом и	1	1
1334	то мы	1	1
1335	несет в	1	1
1336	сознания и	1	1
1337	творчество есть	1	1
1338	этим именем	1	1
1339	чем он	1	1
1340	кто бы	1	1
1341	по ту	1	1
1342	и ценностей	1	1
1343	слова а	1	1
1344	не превращает	1	1
1345	сила не	1	1
1346	страсть к	1	1
1347	есть уже	8	1
1348	бы для	1	1
1349	начала в	3	1
1350	за этим	1	1
1351	признает не	1	1
1352	на нее	1	1
1353	было для	3	1
1354	было в	3	1
1355	путь в	1	1
1356	сознания но	1	1
1357	не могли	1	1
1358	духовной культуры	1	1
1359	участие в	1	1
1360	истины и	2	1
1361	если и	1	1
1362	но нельзя	1	1
1363	но по	1	1
1364	как можно	1	1
1365	к концу	5	1
1366	русский человек	2	1
1367	как ее	2	1
1368	xx веке	1	1
1369	остается лишь	2	1
1370	сразу же	1	1
1371	глубоким и	1	1
1372	этой борьбе	1	1
1373	к личности	1	1
1374	только и	7	1
1375	нисколько не	1	1
1376	мук и	1	1
1377	преступления в	2	1
1378	на помощь	2	1
1379	с женской	1	1
1380	три искушения	2	1
1381	идеи и	2	1
1382	своей свободы	4	1
1383	ибо и	1	1
1384	для которого	1	1
1385	что выше	1	1
1386	рассудка и	2	1
1387	говорит об	1	1
1388	ему как	3	1
1389	ничего нельзя	1	1
1390	за его	2	1
1391	как все	1	1
1392	любви он	2	1
1393	в динамике	3	1
1394	на них	1	1
1395	свобода и	7	1
1396	в иные	1	1
1397	величия его	1	1
1398	собой он	1	1
1399	как проявление	1	1
1400	свободы не	6	1
1401	том случае	1	1
1402	этом смысл	2	1
1403	культуры для	1	1
1404	также что	1	1
1405	сам не	4	1
1406	и других	2	1
1407	наука о	1	1
1408	миру но	1	1
1409	человеческого сознания	3	1
1410	xx века	1	1
1411	встречаемся с	1	1
1412	завершение в	1	1
1413	и религия	3	1
1414	у кого	2	1
1415	она должна	1	1
1416	быть художественно	1	1
1417	карамазова в	2	1
1418	случае если	1	1
1419	человека только	2	1
1420	и утверждение	1	1
1421	всех на	1	1
1422	в самых	2	1
1423	силе и	1	1
1424	с разложением	1	1
1425	человек всегда	1	1
1426	любить в	1	1
1427	что является	1	1
1428	на периферии	1	1
1429	что достоевский	4	1
1430	мировой литературы	1	1
1431	быть и	2	1
1432	есть всегда	2	1
1433	связана с	9	1
1434	в него	3	1
1435	области литературной	1	1
1436	характерно для	1	1
1437	но она	3	1
1438	есть и	6	1
1439	свобода не	6	1
1440	отношений между	2	1
1441	ним как	1	1
1442	оказывается что	2	1
1443	его совесть	1	1
1444	стороны его	1	1
1445	совершенно новый	1	1
1446	других по	1	1
1447	ним не	1	1
1448	к которой	4	1
1449	у нее	1	1
1450	как то	2	1
1451	уходит в	1	1
1452	признать что	1	1
1453	в россию	1	1
1454	это его	1	1
1455	и всех	1	1
1456	во всю	1	1
1457	и самой	1	1
1458	жизнь то	1	1
1459	знает и	1	1
1460	ему чужд	2	1
1461	светом и	1	1
1462	к ней	6	1
1463	что если	1	1
1464	самой своей	1	1
1465	писателя который	1	1
1466	сам бог	1	1
1467	своих и	2	1
1468	в понимании	1	1
1469	в плане	1	1
1470	рода это	1	1
1471	иных случаях	1	1
1472	не сама	1	1
1473	только бога	1	1
1474	антиномии и	1	1
1475	остается на	2	1
1476	выражения в	1	1
1477	предмет его	1	1
1478	эту мысль	1	1
1479	лишь его	2	1
1480	самом себе	1	1
1481	его до	2	1
1482	самом центре	2	1
1483	происходит в	1	1
1484	с предметом	2	1
1485	к женщине	1	1
1486	себя а	1	1
1487	рассказывает о	1	1
1488	право на	1	1
1489	духовную глубину	2	1
1490	и эта	3	1
1491	это в	1	1
1492	ли может	2	1
1493	не вне	1	1
1494	конце концов	3	1
1495	он видел	1	1
1496	как живой	1	1
1497	он с	1	1
1498	может наиболее	1	1
1499	к богу	5	1
1500	производить впечатление	1	1
1501	что легко	1	1
1502	мира с	2	1
1503	себе а	1	1
