N	2gram	Trubetskoy	Formalny
1301	не будучи	1	1
1302	мы возьмем	1	1
1303	своем пути	1	1
1304	представителей данного	1	1
1305	и следует	1	1
1306	для россии	1	1
1307	народа что	1	1
1308	из отдельных	1	1
1309	поэтому что	4	1
1310	иной чем	2	1
1311	но на	2	1
1312	только одно	3	1
1313	положение что	1	1
1314	то увидим	1	1
1315	людей эти	1	1
1316	может не	3	1
1317	благодаря этому	1	1
1318	не во	1	1
1319	воля к	1	1
1320	сделать и	1	1
1321	их сходства	1	1
1322	того как	1	1
1323	эта не	1	1
1324	нашли бы	1	1
1325	остались без	1	1
1326	историей как	1	1
1327	они совершенно	1	1
1328	произведения своей	1	1
1329	лишь то	1	1
1330	еще и	1	1
1331	они одинаково	1	1
1332	знаем и	2	1
1333	а это	2	1
1334	которую каждый	1	1
1335	многие из	5	1
1336	развитии и	1	1
1337	что так	1	1
1338	была несколько	1	1
1339	в общих	1	1
1340	что с	6	1
1341	тут не	1	1
1342	и тут	1	1
1343	современное состояние	1	1
1344	с особенностями	1	1
1345	в каком-нибудь	1	1
1346	на которой	1	1
1347	и неправильно	1	1
1348	ведь с	1	1
1349	и продолжает	1	1
1350	различия между	3	1
1351	где может	1	1
1352	быть вполне	2	1
1353	ясен и	1	1
1354	борьбу с	1	1
1355	дальнейшему развитию	1	1
1356	больше чем	1	1
1357	более точного	1	1
1358	у всех	1	1
1359	этого не	1	1
1360	самые разнообразные	1	1
1361	и где	2	1
1362	прямого отношения	1	1
1363	нужно только	1	1
1364	этого нельзя	1	1
1365	в ту	2	1
1366	их взаимоотношения	1	1
1367	а то	1	1
1368	предполагает как	1	1
1369	когда все	1	1
1370	между собою	5	1
1371	чтобы быть	2	1
1372	совершенно в	1	1
1373	можно считать	1	1
1374	случае не	1	1
1375	и единственным	1	1
1376	при том	2	1
1377	не подлежит	3	1
1378	чем другие	2	1
1379	эволюции мы	2	1
1380	может только	1	1
1381	есть в	2	1
1382	но по	3	1
1383	эти две	1	1
1384	и социальная	1	1
1385	становится понятным	1	1
1386	органический мир	1	1
1387	науки в	1	1
1388	на одном	2	1
1389	по своему	5	1
1390	и всякой	1	1
1391	медленно и	2	1
1392	к исконным	1	1
1393	вследствие этой	1	1
1394	идей итак	1	1
1395	никаких положительных	1	1
1396	зрения одной	1	1
1397	человечества мы	1	1
1398	а так	1	1
1399	и вообще	3	1
1400	очень многие	1	1
1401	совершенно ясно	2	1
1402	на них	1	1
1403	мы попытаемся	1	1
1404	это конечно	2	1
1405	что от	1	1
1406	за то	1	1
1407	указывали на	1	1
1408	всем вообще	1	1
1409	до тех	2	1
1410	и всеми	1	1
1411	каких бы	1	1
1412	как же	1	1
1413	на задний	1	1
1414	а его	1	1
1415	которую мы	1	1
1416	общее правило	1	1
1417	случае если	5	1
1418	культуре и	4	1
1419	и ко	1	1
1420	многих из	1	1
1421	другими словами	2	1
1422	всего назвать	1	1
1423	надо было	1	1
1424	должны занять	1	1
1425	также и	2	1
1426	а из	1	1
1427	в течение	4	1
1428	и согласно	1	1
1429	просто не	1	1
1430	и помимо	1	1
1431	подобных им	1	1
1432	есть всегда	1	1
1433	вопрос наш	2	1
1434	отличные от	2	1
1435	к тем	2	1
1436	взглядов на	1	1
1437	в начале	3	1
1438	говоря о	1	1
1439	в нашей	1	1
1440	факт что	4	1
1441	действительности от	1	1
1442	можно найти	1	1
1443	конечно нет	1	1
1444	с понятием	1	1
1445	и определить	1	1
1446	и часто	1	1
1447	если допустить	1	1
1448	и всех	1	1
1449	идет речь	8	1
1450	нечто абсолютно	1	1
1451	проповедь как	1	1
1452	допустить что	1	1
1453	промежуток времени	2	1
1454	вступают в	2	1
1455	ими из	1	1
1456	пути к	1	1
1457	их а	1	1
1458	развития это	1	1
1459	социальных связей	1	1
1460	мы бы	1	1
1461	вот к	1	1
1462	является именно	1	1
1463	ее совершенно	1	1
1464	может показаться	1	1
1465	в узком	1	1
1466	для своих	1	1
1467	все другие	1	1
1468	тут-то и	1	1
1469	подойдем к	1	1
1470	разрушают и	1	1
1471	они так	1	1
1472	прибавим еще	1	1
1473	каждый момент	1	1
1474	и оно	1	1
1475	этому вопросу	1	1
1476	культуры или	1	1
1477	основе их	1	1
1478	с соответствующими	1	1
1479	иное как	1	1
1480	представляют из	3	1
1481	как общее	1	1
1482	к каким	1	1
1483	меньше чем	2	1
