N	2gram	Tiupa_Hudo	Dialekti
1321	есть человек	1	1
1322	имели бы	1	1
1323	в движении	1	1
1324	большей степени	1	1
1325	слова без	1	1
1326	оказались бы	1	1
1327	смысле как	1	1
1328	опыта в	1	1
1329	процесса здесь	1	1
1330	от ее	1	1
1331	свою голову	1	1
1332	зачем же	1	1
1333	он очень	1	1
1334	этих моментов	1	1
1335	в контексте	2	1
1336	не происходит	1	1
1337	и весь	1	1
1338	теперь она	1	1
1339	при котором	2	1
1340	начала есть	1	1
1341	с ужасом	1	1
1342	человека к	1	1
1343	личность со	1	1
1344	так можно	1	1
1345	в принципе	1	1
1346	преимуществу к	2	1
1347	так она	1	1
1348	еще раньше	1	1
1349	к человеку	1	1
1350	она как	2	1
1351	и читатель	2	1
1352	и всей	1	1
1353	жить в	3	1
1354	эта особенность	1	1
1355	на язык	1	1
1356	и громко	1	1
1357	не останется	1	1
1358	самое непосредственное	2	1
1359	теперь же	4	1
1360	например между	1	1
1361	он к	1	1
1362	превращает их	1	1
1363	к себе	8	1
1364	время в	1	1
1365	собственного дома	1	1
1366	при переходе	1	1
1367	для которой	1	1
1368	и слезы	1	1
1369	кому и	1	1
1370	ним в	1	1
1371	я беру	1	1
1372	этого бытия	1	1
1373	в ресторане	2	1
1374	такого построения	1	1
1375	и думает	2	1
1376	философской мысли	1	1
1377	аспекте ее	1	1
1378	он все	2	1
1379	же мне	1	1
1380	чем у	1	1
1381	не кажется	1	1
1382	и за	1	1
1383	и через	1	1
1384	они в	2	1
1385	многих отношениях	1	1
1386	другое в	1	1
1387	души а	1	1
1388	ее лицо	1	1
1389	это очень	1	1
1390	этого человека	2	1
1391	стремящееся к	1	1
1392	внешнего мира	1	1
1393	личности я	1	1
1394	видит в	3	1
1395	к живой	1	1
1396	обыкновенной жизни	1	1
1397	не была	3	1
1398	в конечном	5	1
1399	и страшно	1	1
1400	по дороге	1	1
1401	говорит в	2	1
1402	а за	1	1
1403	что за	1	1
1404	этим и	1	1
1405	мыслима только	1	1
1406	только бы	1	1
1407	теперь всю	1	1
1408	о смерти	1	1
1409	другое не	1	1
1410	времени как	1	1
1411	смысле и	1	1
1412	во внутренней	1	1
1413	на поверхности	1	1
1414	чем иным	1	1
1415	без которого	1	1
1416	одном из	1	1
1417	болит у	1	1
1418	души в	2	1
1419	он мыслит	1	1
1420	и характер	1	1
1421	именно этого	1	1
1422	так сказать	3	1
1423	говорят не	1	1
1424	к мировому	1	1
1425	каждой отдельной	1	1
1426	саму по	1	1
1427	мы пока	1	1
1428	же касается	2	1
1429	здесь ни	1	1
1430	знает ни	1	1
1431	делает его	1	1
1432	как курица	1	1
1433	отождествление с	1	1
1434	последней главе	1	1
1435	две последние	1	1
1436	на другом	1	1
1437	вопрос что	1	1
1438	с очень	1	1
1439	я его	1	1
1440	чувство но	1	1
1441	опираясь на	1	1
1442	это вполне	1	1
1443	лица и	1	1
1444	того в	1	1
1445	и цель	1	1
1446	угодно и	1	1
1447	отнестись к	1	1
1448	не сводится	1	1
1449	под этой	1	1
1450	ли не	1	1
1451	к слову	1	1
1452	играет роль	1	1
1453	мир где	1	1
1454	д с	2	1
1455	другом и	1	1
1456	на другой	1	1
1457	ее осуществления	2	1
1458	только об	1	1
1459	xvii в	1	1
1460	взглянуть на	1	1
1461	еще яснее	1	1
1462	и весьма	1	1
1463	то всякий	1	1
1464	в детстве	1	1
1465	однако эта	1	1
1466	бы но	1	1
1467	реакции на	1	1
1468	что нельзя	1	1
1469	людьми в	1	1
1470	сознания есть	1	1
1471	тайна и	1	1
1472	проникнуть в	3	1
1473	в ничто	1	1
1474	в нее	1	1
1475	литературы и	1	1
1476	в самой	2	1
1477	на свое	1	1
1478	и следа	1	1
1479	в землю	2	1
1480	это действительно	1	1
1481	таит в	1	1
1482	ни то	1	1
1483	личного бытия	3	1
1484	бы у	1	1
1485	вот я	1	1
1486	человека его	2	1
1487	но чем	1	1
1488	говорит это	1	1
1489	и никогда	1	1
1490	улице и	1	1
1491	и глубокое	1	1
1492	о других	1	1
1493	имя и	1	1
1494	в личностной	2	1
1495	теми же	1	1
1496	которая на	1	1
1497	мы помним	1	1
1498	в сердце	1	1
1499	словами а	1	1
1500	путь и	1	1
1501	пушкина и	1	1
1502	бы эти	1	1
1503	его к	1	1
1504	вообще во	1	1
1505	чем и	1	1
1506	мыслит себя	1	1
1507	делать с	1	1
1508	хочется чтобы	1	1
1509	смысл но	1	1
1510	образом а	1	1
1511	и вопреки	1	1
1512	которого она	2	1
1513	лишь по	1	1
1514	ли по	1	1
1515	что последняя	1	1
1516	по причине	2	1
1517	с неба	1	1
1518	для многих	1	1
1519	собою без	1	1
1520	этот взгляд	1	1
1521	было на	2	1
1522	положения этой	1	1
1523	существования это	1	1
1524	первую очередь	2	1
1525	однако и	5	1
1526	раз он	1	1
1527	явно не	2	1
1528	можно понять	1	1
1529	к другим	1	1
1530	и конечно	1	1
1531	в последнем	1	1
1532	жизни вот	1	1
1533	идея а	1	1
1534	такова же	1	1
1535	д он	1	1
1536	им как	1	1
1537	переходит в	1	1
1538	я вполне	1	1
1539	с и	2	1
1540	уже ничего	1	1
1541	и который	1	1
1542	оно было	2	1
1543	не чем	1	1
1544	выражением его	1	1
1545	и менее	1	1
1546	уходит своими	1	1
1547	от нас	1	1
1548	в наиболее	1	1
1549	не тем	1	1
1550	об эстетической	1	1
1551	всего его	1	1
1552	ее объект	1	1
1553	здесь очевидно	1	1
1554	характер и	3	1
1555	о которой	3	1
1556	на лице	1	1
1557	что сам	1	1
1558	xix в	5	1
1559	здесь речь	1	1
1560	для них	1	1
1561	расхождение с	1	1
1562	поэтому она	2	1
1563	это ему	1	1
1564	это была	2	1
1565	его ни	1	1
1566	и вполне	1	1
1567	и тот	2	1
1568	мере и	1	1
1569	том и	1	1
1570	на минуту	1	1
1571	потом как	1	1
1572	в плоскости	1	1
1573	разумеется не	2	1
1574	этот смысл	2	1
1575	за что	1	1
1576	заслонять от	1	1
1577	и казалось	1	1
1578	нам в	1	1
1579	и одновременно	1	1
1580	которых и	1	1
1581	с таким	1	1
1582	сущности в	1	1
1583	домой с	1	1
1584	нельзя уже	1	1
1585	в романе	1	1
1586	какая же	2	1
1587	превращаются в	1	1
1588	быть личностью	3	1
1589	и другому	1	1
1590	вас не	1	1
1591	судить по	1	1
1592	отдельного человека	2	1
1593	души это	1	1
1594	и личностного	2	1
1595	от любви	1	1
1596	может стать	1	1
1597	у читателя	1	1
1598	ее характера	1	1
1599	вполне соответствует	1	1
1600	его высшей	1	1
1601	принадлежит именно	1	1
1602	была и	2	1
1603	приводит к	5	1
1604	века или	1	1
1605	ничего в	1	1
1606	впоследствии и	1	1
1607	говорили о	2	1
1608	и игра	1	1
1609	в известном	1	1
1610	во сне	3	1
1611	думает о	1	1
1612	собственно и	2	1
1613	здесь нет	1	1
1614	на другие	1	1
1615	должен обратиться	1	1
1616	самый общий	1	1
1617	значение приобретает	1	1
1618	как произведение	1	1
1619	свое время	2	1
1620	самоопределения к	1	1
1621	речь в	2	1
1622	первом случае	2	1
1623	неожиданное и	1	1
1624	мыслит чувствует	1	1
1625	же я	2	1
1626	очевидно и	1	1
1627	не видеть	1	1
1628	внутреннего в	2	1
1629	существует для	1	1
1630	и воображения	1	1
1631	их самих	1	1
1632	во всемирно-историческом	1	1
1633	к сказанному	1	1
1634	совершенно иной	2	1
1635	центра в	1	1
1636	сознание что	1	1
1637	себя за	1	1
1638	мешает ему	1	1
1639	несомненно есть	1	1
1640	думал что	1	1
1641	на основе	2	1
1642	и любовь	1	1
1643	ее инобытие	1	1
1644	их жизнь	1	1
1645	тот и	2	1
1646	в новой	1	1
1647	от обстоятельств	1	1
1648	характер это	1	1
1649	обойтись без	1	1
1650	субъекта в	2	1
1651	но теперь	1	1
1652	всего на	1	1
1653	не могло	2	1
1654	весьма существенно	1	1
1655	к своим	2	1
1656	в которую	1	1
1657	вступает в	2	1
1658	впрочем и	4	1
1659	о высших	2	1
1660	и писем	1	1
1661	котором она	1	1
1662	внимания на	1	1
1663	на примере	2	1
1664	всего мира	2	1
1665	только тем	2	1
1666	уже говорили	1	1
1667	смог бы	1	1
1668	уже известно	1	1
1669	уже невозможно	1	1
1670	тогда как	10	1
1671	себя от	1	1
1672	при анализе	1	1
1673	тому и	1	1
1674	решительно все	1	1
1675	каждый из	1	1
1676	нами лишь	1	1
1677	быть выявлена	1	1
1678	нашей жизни	3	1
1679	бытия это	1	1
1680	о способах	1	1
1681	им она	1	1
1682	остается как	1	1
1683	и там	1	1
1684	в отличие	1	1
1685	своими корнями	1	1
1686	он в	2	1
1687	в споре	1	1
1688	знать в	1	1
1689	к двум	2	1
1690	с собою	1	1
1691	которых он	1	1
1692	легче чем	1	1
1693	и понимается	1	1
1694	и служит	1	1
1695	ведь от	1	1
1696	имеет своим	1	1
1697	он получил	1	1
1698	же мере	2	1
1699	до конца	3	1
1700	за пределами	1	1
1701	характера и	2	1
1702	лучше всего	1	1
1703	судьбы и	1	1
1704	не смог	1	1
1705	в каждый	1	1
1706	процессов в	1	1
1707	том же	1	1
1708	к миру	1	1
1709	легко может	1	1
1710	до известной	1	1
1711	говорится в	2	1
1712	иной личности	1	1
1713	не видит	1	1
1714	это просто	1	1
1715	самим по	1	1
1716	чувства в	2	1
1717	не удается	1	1
1718	не из	1	1
1719	виде то	1	1
1720	не понимаете	1	1
1721	еще одну	1	1
1722	вполне а	1	1
1723	другого и	2	1
1724	и реальным	1	1
1725	с каким	1	1
1726	обратиться к	1	1
1727	удивительного в	1	1
1728	из этой	1	1
1729	не соответствует	1	1
1730	и каждый	2	1
1731	высшей степени	2	1
1732	как кажется	2	1
1733	когда знаешь	1	1
1734	душа не	2	1
1735	этом случае	1	1
1736	в театре	4	1
1737	проникает в	1	1
1738	чужой жизни	7	1
1739	книги и	1	1
1740	эта характеристика	1	1
1741	ему в	3	1
1742	его мы	1	1
1743	бытия впрочем	1	1
1744	пока что	1	1
1745	своей любви	1	1
1746	этом и	2	1
1747	на вопрос	2	1
1748	что несмотря	1	1
1749	сам он	3	1
1750	в последней	2	1
1751	наших глазах	1	1
1752	состояние души	1	1
1753	и одна	1	1
1754	который бы	1	1
1755	тем в	2	1
1756	обе эти	1	1
1757	видел как	1	1
1758	не будем	1	1
1759	тишине и	1	1
1760	как еще	1	1
1761	е все	1	1
1762	она его	1	1
1763	для всего	3	1
1764	мешало ему	1	1
1765	таком же	1	1
1766	деле не	2	1
1767	в литературе	3	1
1768	видеть в	1	1
1769	и точно	1	1
1770	и характера	1	1
1771	картина мира	4	1
1772	легче всего	1	1
1773	никуда не	1	1
1774	вспомнить как	1	1
1775	это именно	1	1
1776	все той	1	1
1777	к внешнему	2	1
1778	быть вполне	1	1
1779	этого сознания	1	1
1780	мало отвечают	1	1
1781	характер не	1	1
1782	личности то	2	1
1783	течение всей	1	1
1784	бы для	1	1
1785	столь же	6	1
1786	из форм	1	1
1787	у всех	3	1
1788	рассказа где	1	1
1789	жизни это	1	1
1790	и совсем	1	1
1791	в свои	2	1
1792	а также	4	1
1793	этом не	1	1
1794	слова но	1	1
1795	который как	1	1
1796	здесь имеется	1	1
1797	время здесь	1	1
1798	места в	1	1
1799	себя а	1	1
1800	и тому	1	1
1801	не правда	1	1
1802	он видел	2	1
1803	этом что	1	1
1804	ничего удивительного	1	1
1805	о жизни	1	1
1806	когда все	2	1
1807	на тему	1	1
1808	наизнанку и	1	1
1809	этом в	1	1
1810	не можешь	1	1
1811	было просто	1	1
1812	в стороне	1	1
1813	он видит	1	1
1814	по теории	2	1
1815	среди всех	1	1
1816	лишь с	1	1
1817	начинает говорить	1	1
1818	истины и	1	1
1819	или даже	2	1
1820	не та	1	1
1821	на душе	1	1
1822	которые являются	1	1
1823	на фоне	5	1
1824	а у	1	1
1825	нет у	1	1
1826	со своей	3	1
1827	один и	2	1
1828	только две	1	1
1829	к личности	2	1
1830	о бессмертии	1	1
1831	бы дать	1	1
1832	так а	2	1
1833	пустоты в	2	1
1834	то можно	1	1
1835	путь к	2	1
1836	и таким	1	1
1837	не все	2	1
1838	не хочется	1	1
1839	к одному	1	1
1840	которая как	1	1
1841	нее нет	1	1
1842	слушать его	1	1
1843	поскольку она	1	1
1844	через минуту	1	1
1845	как показывает	1	1
1846	что внутреннее	1	1
1847	фона в	1	1
1848	за то	1	1
1849	глубочайшим образом	1	1
1850	на нечто	1	1
1851	оно в	1	1
1852	смеется в	1	1
1853	а его	3	1
1854	второй и	1	1
1855	в поле	1	1
1856	дело уже	1	1
1857	случае если	2	1
1858	личности самого	1	1
1859	жизни для	1	1
1860	поскольку они	1	1
1861	вся жизнь	3	1
1862	истину в	1	1
1863	категорий как	1	1
1864	сознания так	1	1
1865	будто у	1	1
1866	привязанность к	1	1
1867	это сознание	1	1
1868	образе это	1	1
1869	столкновение с	2	1
1870	это начало	1	1
1871	а по	2	1
1872	и солнце	1	1
1873	эта сторона	1	1
1874	например к	1	1
1875	наконец для	1	1
1876	свою жизнь	1	1
1877	это уж	1	1
1878	слова не	1	1
1879	даже своего	1	1
1880	к смерти	1	1
1881	действует так	1	1
1882	это также	1	1
1883	жизнь есть	3	1
1884	в пределах	4	1
1885	пор нам	1	1
1886	человека с	1	1
1887	к которой	1	1
1888	к реальной	1	1
1889	но напротив	1	1
1890	его я	3	1
1891	их как	2	1
1892	признать что	2	1
1893	соединенного с	1	1
1894	не замечать	1	1
1895	на образ	1	1
1896	не случайное	1	1
1897	с жизненной	1	1
1898	в четвертом	2	1
1899	с самых	1	1
1900	на других	2	1
1901	в эстетической	2	1
1902	или смеется	1	1
1903	отказать в	1	1
1904	чтобы создать	1	1
1905	в характере	1	1
1906	может показаться	1	1
1907	и неспособность	1	1
1908	сухих и	1	1
1909	было уже	1	1
1910	никому не	1	1
1911	который все	1	1
1912	которые каждый	1	1
1913	с головой	1	1
1914	со слезами	1	1
1915	том случае	2	1
1916	себе самому	4	1
1917	себе он	1	1
1918	известной степени	1	1
1919	все более	1	1
1920	на всем	1	1
1921	человек не	1	1
1922	это в	4	1
1923	ли в	2	1
1924	то все	1	1
1925	может или	1	1
1926	в мышлении	1	1
1927	событий и	1	1
1928	только одну	1	1
1929	отличаются друг	1	1
1930	сам а	1	1
1931	она могла	1	1
1932	которой нет	1	1
1933	три года	1	1
1934	частности к	1	1
1935	и скоро	1	1
1936	в лице	3	1
1937	всегда говорит	1	1
1938	и себе	1	1
1939	нет я	2	1
1940	о человеческом	1	1
1941	жизнью и	3	1
1942	в руках	1	1
1943	к идее	1	1
1944	а сама	1	1
1945	все внимание	1	1
1946	уходила в	1	1
1947	со мною	2	1
