N	2gram	Nazirov_Tv	Myslijsy
1317	своего пути	1	1
1318	содержания как	1	1
1319	ребенке в	1	1
1320	с упомянутым	1	1
1321	тоже есть	1	1
1322	входящие в	1	1
1323	людьми но	1	1
1324	во всей	2	1
1325	прогресса и	2	1
1326	в полной	1	1
1327	в несколько	1	1
1328	не о	1	1
1329	и лишена	1	1
1330	как по	2	1
1331	к миру	2	1
1332	этот народ	1	1
1333	следует рассматривать	1	1
1334	противоречит тому	1	1
1335	говорить лишь	1	1
1336	на себя	2	1
1337	отношений к	1	1
1338	его выше	1	1
1339	человек по	4	1
1340	не поймет	1	1
1341	себя из	1	1
1342	его понимании	1	1
1343	в среде	1	1
1344	но само	1	1
1345	развития своего	1	1
1346	человека она	1	1
1347	мы заметим	1	1
1348	не остается	1	1
1349	светом в	1	1
1350	будто время	1	1
1351	но ведь	2	1
1352	мы предполагаем	1	1
1353	места где	1	1
1354	свой собственный	1	1
1355	встречается в	1	1
1356	протягивает руку	1	1
1357	человек в	1	1
1358	себя как	2	1
1359	на земле	4	1
1360	не означает	4	1
1361	что никто	1	1
1362	человеческой природе	1	1
1363	между собой	2	1
1364	к вопросу	1	1
1365	связанным с	1	1
1366	отделиться от	1	1
1367	он обладал	1	1
1368	был не	1	1
1369	что их	1	1
1370	для изменения	1	1
1371	нельзя не	1	1
1372	не был	4	1
1373	той или	1	1
1374	я был	1	1
1375	остается в	1	1
1376	нам более	1	1
1377	взглядом на	1	1
1378	который весь	1	1
1379	истории есть	1	1
1380	рождается в	1	1
1381	утверждая что	1	1
1382	находит свое	1	1
1383	того в	1	1
1384	сознания а	1	1
1385	мысль на	1	1
1386	возникает из	1	1
1387	что игра	1	1
1388	есть признак	1	1
1389	лишь не	1	1
1390	приводит его	1	1
1391	понимание этого	1	1
1392	проникает в	2	1
1393	противоположность в	1	1
1394	человека однако	1	1
1395	психологии и	1	1
1396	него есть	2	1
1397	себя все	1	1
1398	должны с	1	1
1399	без людей	1	1
1400	так мы	2	1
1401	не повторяет	1	1
1402	природе человек	1	1
1403	именно потому	1	1
1404	отличен от	1	1
1405	с новыми	1	1
1406	не видят	1	1
1407	он принадлежит	1	1
1408	с какой	1	1
1409	оснований для	1	1
1410	была для	1	1
1411	образованный человек	1	1
1412	решить вопрос	1	1
1413	тела но	1	1
1414	как сам	1	1
1415	а у	1	1
1416	тесно связанные	1	1
1417	и является	1	1
1418	это описание	1	1
1419	выражающаяся в	1	1
1420	относится и	1	1
1421	отлична от	1	1
1422	человек так	1	1
1423	видим у	1	1
1424	в огонь	1	1
1425	из общего	1	1
1426	как один	1	1
1427	следует признать	1	1
1428	прикасается к	1	1
1429	но которые	1	1
1430	и главным	1	1
1431	смерть но	1	1
1432	это самая	2	1
1433	как одновременные	1	1
1434	в пещере	1	1
1435	для осуществления	1	1
1436	одну свою	1	1
1437	с людьми	1	1
1438	слова из	2	1
1439	образ но	1	1
1440	найти в	1	1
1441	его личности	1	1
1442	процессы в	2	1
1443	самому себе	1	1
1444	были направлены	1	1
1445	на высоте	1	1
1446	тесно связан	1	1
1447	где еще	1	1
1448	быть без	1	1
1449	всю жизнь	1	1
1450	любовь в	1	1
1451	и эстетическое	1	1
1452	же содержание	1	1
1453	ибо в	2	1
1454	доказывая что	1	1
1455	ее собственной	1	1
1456	и чтобы	1	1
1457	форму и	1	1
1458	жизни таким	1	1
1459	а главное	1	1
1460	чем и	1	1
1461	нет не	2	1
1462	намек на	2	1
1463	взят из	1	1
1464	ним при	1	1
1465	себе мир	1	1
1466	для многих	1	1
1467	к сожалению	1	1
1468	своего рода	7	1
1469	говорит но	1	1
1470	на жизнь	1	1
1471	против этого	2	1
1472	конечно о	1	1
1473	это неверно	1	1
1474	нет ли	1	1
1475	история как	1	1
1476	уже после	2	1
1477	а теперь	1	1
1478	личности на	1	1
1479	и этот	1	1
1480	сознанию необходимости	1	1
1481	как одна	1	1
1482	ли можно	1	1
1483	от жизни	2	1
1484	смотреть на	1	1
1485	что бог	1	1
1486	всегда ли	1	1
1487	сознавать что	1	1
1488	но за	1	1
1489	и веков	1	1
1490	жизни а	1	1
1491	человека таким	2	1
1492	своего собственного	2	1
1493	пробудить в	1	1
1494	пример и	1	1
1495	оно могло	1	1
1496	его свободы	1	1
1497	частью не	1	1
1498	с развитием	1	1
1499	на первом	2	1
1500	оно было	1	1
1501	и далее	4	1
1502	поэтому совершенно	1	1
1503	я никогда	1	1
1504	и философии	1	1
1505	как отрицание	1	1
1506	ли что	1	1
1507	предположения о	1	1
1508	романа и	4	1
1509	природе и	1	1
1510	же невозможно	1	1
1511	нас за	1	1
1512	он на	1	1
1513	жизни именно	1	1
1514	в действии	2	1
1515	в область	4	1
1516	от этой	1	1
1517	и выйти	1	1
1518	род человеческий	1	1
1519	нашу мысль	1	1
1520	более у	1	1
1521	чем для	1	1
1522	и делает	1	1
1523	сознает свою	1	1
1524	не признает	1	1
1525	внутренней необходимостью	1	1
1526	сводится к	2	1
1527	человека если	2	1
1528	представил нам	1	1
1529	как идея	1	1
1530	со всеми	3	1
1531	что всегда	1	1
1532	и чего	1	1
1533	сознаться что	1	1
1534	одну и	1	1
1535	во что	2	1
1536	заботиться о	2	1
1537	неразрывном единстве	1	1
1538	может не	2	1
1539	это состояние	1	1
1540	с г	1	1
1541	себя с	1	1
1542	встречаются и	1	1
1543	он будет	1	1
1544	не делает	1	1
1545	и действительно	1	1
1546	трудом и	1	1
1547	времени не	1	1
1548	это общее	1	1
1549	отдельного человека	2	1
1550	событий на	1	1
1551	не знал	2	1
1552	точно определить	1	1
1553	человеку как	2	1
1554	анализа в	1	1
1555	это время	2	1
1556	современном человеке	2	1
1557	на эту	4	1
1558	необходимо предполагает	1	1
1559	и просто	1	1
1560	жизни в	9	1
1561	и эстетическим	1	1
1562	приводит к	4	1
1563	человечества так	1	1
1564	ли он	1	1
1565	головы в	1	1
1566	в душу	1	1
1567	вследствие этого	1	1
1568	философии но	2	1
1569	здесь нет	2	1
1570	этого движения	1	1
1571	которую не	1	1
1572	совершенно как	1	1
1573	сделать и	1	1
1574	ее свободы	1	1
1575	можно вывести	1	1
1576	можно в	1	1
1577	бросается в	1	1
1578	сознанием но	1	1
1579	отличительный признак	1	1
1580	чем же	1	1
1581	не является	3	1
1582	и многое	2	1
1583	истории не	1	1
1584	человек говорит	1	1
1585	как говорит	1	1
1586	от горя	1	1
1587	смерти и	1	1
1588	ни на	3	1
1589	делать что	1	1
1590	это слияние	1	1
1591	их стремление	1	1
1592	ибо эта	1	1
1593	не знаю	1	1
1594	с из	4	1
1595	и и	1	1
1596	на основе	1	1
1597	это все	2	1
1598	как а	1	1
1599	сравнение с	1	1
1600	не быть	1	1
1601	не должны	1	1
1602	а через	1	1
1603	картины и	1	1
1604	фраза из	1	1
1605	всего на	1	1
1606	ясно как	1	1
1607	идея не	1	1
1608	пути исследования	1	1
1609	в которую	2	1
1610	очень хорошо	1	1
1611	что также	1	1
1612	на некоторые	1	1
1613	пыль и	1	1
1614	народ в	1	1
1615	на столе	1	1
1616	нет никакой	1	1
1617	этом на	1	1
1618	числе и	1	1
1619	в мир	2	1
1620	развития так	1	1
1621	может сделать	1	1
1622	почти одновременно	1	1
1623	начала и	1	1
1624	по сей	2	1
1625	нет в	1	1
1626	страдания и	2	1
1627	свободы в	1	1
1628	человек сознает	2	1
1629	знает что	1	1
1630	потому и	1	1
1631	лишь одна	1	1
1632	собственной души	1	1
1633	автора в	2	1
1634	не встречается	1	1
1635	и а	1	1
1636	значение того	1	1
1637	идеал в	1	1
1638	глубокое и	1	1
1639	его восприятие	1	1
1640	в отличие	3	1
1641	видим в	2	1
1642	связана с	2	1
1643	событий в	2	1
1644	в самую	1	1
1645	несколько выше	1	1
1646	вышел в	1	1
1647	второй план	1	1
1648	поэтому нам	1	1
1649	смысл итак	1	1
1650	даже без	1	1
1651	не стоит	1	1
1652	в изолированном	1	1
1653	из воспоминаний	1	1
1654	к предмету	1	1
1655	какие бы	1	1
1656	является только	1	1
1657	идея в	1	1
1658	котором оно	1	1
1659	наукой в	1	1
1660	же он	1	1
1661	значит сделать	1	1
1662	этих восприятий	1	1
1663	в настоящее	1	1
1664	своей форме	1	1
1665	который и	1	1
1666	и искусства	1	1
1667	меня не	2	1
1668	из этой	3	1
1669	как к	2	1
1670	однако мысль	1	1
1671	проявляется только	1	1
1672	влечет за	2	1
1673	тогда в	1	1
1674	своим героям	1	1
1675	первом акте	1	1
1676	не сознавать	1	1
1677	существо как	1	1
1678	значение в	2	1
1679	это такая	1	1
1680	быть действительно	1	1
1681	сближают с	1	1
1682	внешних условий	1	1
1683	видим как	1	1
1684	не внешнее	1	1
1685	в ущерб	1	1
1686	свидетельствует о	2	1
1687	сам он	1	1
1688	художник в	1	1
1689	народом в	1	1
1690	и вот	2	1
1691	этот и	1	1
1692	том числе	1	1
1693	самого образования	1	1
1694	должна указывать	1	1
1695	в художественной	1	1
1696	что отрицание	1	1
1697	человека тоже	1	1
1698	уже все	1	1
1699	субъективного восприятия	1	1
1700	всего человечества	1	1
1701	для всего	1	1
1702	к истории	1	1
1703	только его	1	1
1704	если дон-кихот	1	1
1705	котором для	1	1
1706	в синтаксисе	1	1
1707	сторона в	1	1
1708	его можно	1	1
1709	это? или	1	1
1710	день и	1	1
1711	смысла но	1	1
1712	многое в	1	1
1713	с определенным	1	1
1714	из форм	1	1
1715	чем он	1	1
1716	многое другое	2	1
1717	xix века	13	1
1718	действительности или	1	1
1719	же именно	1	1
1720	века и	1	1
1721	и внутренних	1	1
1722	а о	1	1
1723	наконец в	1	1
1724	жизни это	1	1
1725	бытия по	1	1
1726	что ничего	1	1
1727	за этим	1	1
1728	движение в	1	1
1729	этих выражений	1	1
1730	места в	1	1
1731	в силах	1	1
1732	этом что	1	1
1733	чем отличается	1	1
1734	ней в	1	1
1735	о жизни	4	1
1736	которые сами	1	1
1737	в сферу	2	1
1738	вкусами и	1	1
1739	в ряде	1	1
1740	о свойствах	1	1
1741	нас к	1	1
1742	говорят о	1	1
1743	бы нам	1	1
1744	однако это	2	1
1745	всего прочего	1	1
1746	причин в	1	1
1747	и со	2	1
1748	должно стать	1	1
1749	одновременные и	1	1
1750	видим что	1	1
1751	первой части	7	1
1752	принимается за	1	1
1753	потребности человека	1	1
1754	не составит	1	1
1755	от не	1	1
1756	разумеется с	1	1
1757	время он	2	1
1758	сил в	1	1
1759	история человечества	1	1
1760	стремления к	2	1
1761	каждом человеке	2	1
1762	это явление	1	1
1763	людей в	2	1
1764	жизнь и	2	1
1765	как формы	1	1
1766	человеческая природа	1	1
1767	же роль	1	1
1768	бы его	1	1
1769	стоит и	1	1
1770	в самые	1	1
1771	но его	2	1
1772	средства не	1	1
1773	ко всему	1	1
1774	того или	1	1
1775	правда что	1	1
1776	друг за	1	1
1777	объяснение только	1	1
1778	за то	2	1
1779	действительности но	1	1
1780	возвращается к	1	1
1781	он ни	3	1
1782	выше на	1	1
1783	а просто	1	1
1784	в поле	1	1
1785	каждом из	1	1
1786	самым незаметным	1	1
1787	это как	4	1
1788	нужно сказать	1	1
1789	и ни	1	1
1790	как уже	2	1
1791	это был	4	1
1792	быть к	1	1
1793	граничит со	1	1
1794	восприятие и	1	1
1795	которые были	1	1
1796	что нужно	1	1
1797	жизни слова	1	1
1798	просто не	3	1
1799	особое значение	2	1
1800	от самосознания	1	1
1801	в частности	4	1
1802	в л	1	1
1803	опыта с	1	1
1804	не существовало	1	1
1805	ли это?	1	1
1806	а по	3	1
1807	отделался от	1	1
1808	например к	1	1
1809	свобода воли	3	1
1810	дает им	1	1
1811	не исчезнет	1	1
1812	из теории	1	1
1813	или его	1	1
1814	человек конечно	1	1
1815	еще в	3	1
1816	это если	1	1
1817	в пределах	1	1
1818	в xix	3	1
1819	что связывает	1	1
1820	из своей	1	1
1821	на всю	1	1
1822	самое время	2	1
1823	при всем	1	1
1824	бы самое	1	1
1825	и ту	1	1
1826	еще на	1	1
1827	в дело	1	1
1828	человек как	3	1
1829	к нескольким	1	1
1830	из жизни	3	1
1831	может из	1	1
1832	уже тогда	1	1
1833	и время	2	1
1834	экономии и	1	1
1835	и против	2	1
1836	убеждении в	2	1
1837	со своими	2	1
1838	этом с	1	1
1839	свое я	4	1
1840	все данные	1	1
1841	самой своей	2	1
1842	влияют на	1	1
1843	и сразу	1	1
1844	в ходе	1	1
1845	идеи все	1	1
1846	бы эта	1	1
1847	ужасом и	1	1
1848	оставим в	1	1
1849	степень их	1	1
1850	и понимающий	1	1
1851	произвольное и	1	1
1852	сердце и	2	1
1853	в уме	1	1
1854	к идее	1	1
1855	общества и	1	1
1856	и отношений	2	1
1857	об этой	1	1
1858	идеал к	1	1
1859	их на	1	1
1860	на всем	1	1
1861	она связана	1	1
1862	эти два	1	1
1863	образ на	1	1
1864	надо было	2	1
1865	смотрю на	1	1
1866	свою творческую	1	1
1867	и обратно	1	1
1868	бумаги а	1	1
1869	она действительно	1	1
1870	он с	2	1
1871	в лице	4	1
1872	времени а	2	1
1873	некоторые черты	1	1
1874	своих произведений	1	1
1875	в руках	1	1
1876	более того	2	1
