N	2gram	Vygotskiy_	DiskursI
1295	для читателя	1	1
1296	своей жизни	1	1
1297	не рассматривается	1	1
1298	к созданию	1	1
1299	на другие	1	1
1300	сообщения не	1	1
1301	общения а	1	1
1302	начинает играть	1	1
1303	ты здесь	1	1
1304	остаются на	1	1
1305	мере может	1	1
1306	является для	6	1
1307	до современных	1	1
1308	в общении	2	1
1309	дальнейшее развитие	1	1
1310	но их	1	1
1311	что наиболее	2	1
1312	в проблеме	1	1
1313	основе которой	1	1
1314	необходимо также	1	1
1315	этом пункте	3	1
1316	бы и	4	1
1317	ряду других	1	1
1318	слова которое	1	1
1319	этих смежных	1	1
1320	где нет	1	1
1321	совершенно иной	1	1
1322	это явление	1	1
1323	оба эти	3	1
1324	и заключается	2	1
1325	зрения представляет	1	1
1326	то и	4	1
1327	и между	1	1
1328	действительности это	1	1
1329	как мне	1	1
1330	нет у	1	1
1331	связана с	4	1
1332	наконец в	2	1
1333	того чтобы	23	1
1334	и если	4	1
1335	на друга	1	1
1336	лежат в	1	1
1337	на проблеме	1	1
1338	по сравнению	10	1
1339	основе этого	1	1
1340	не быть	1	1
1341	этом пути	1	1
1342	целого как	1	1
1343	и второй	2	1
1344	о внешней	1	1
1345	следует сказать	1	1
1346	самого автора	1	1
1347	к реалистической	3	1
1348	общение с	1	1
1349	в середине	1	1
1350	развития и	3	1
1351	к прямому	1	1
1352	и читателей	1	1
1353	природы в	1	1
1354	возможно более	1	1
1355	слов и	1	1
1356	которую он	1	1
1357	этом на	1	1
1358	независимы от	1	1
1359	генетические отношения	2	1
1360	в новых	3	1
1361	они позволяют	2	1
1362	цели и	1	1
1363	перед глазами	1	1
1364	еще один	2	1
1365	только это	1	1
1366	и наоборот	1	1
1367	действия и	4	1
1368	другом с	1	1
1369	как например	2	1
1370	им в	1	1
1371	нас же	1	1
1372	потому и	2	1
1373	в расчет	1	1
1374	человеческого поведения	1	1
1375	глубокое и	1	1
1376	что здесь	2	1
1377	нет и	1	1
1378	той ситуации	1	1
1379	он в	6	1
1380	в споре	2	1
1381	но который	1	1
1382	имеют не	1	1
1383	на две	3	1
1384	чем она	2	1
1385	они встречались	1	1
1386	начиная с	2	1
1387	в самую	1	1
1388	не за	1	1
1389	из первых	1	1
1390	внешнее по	1	1
1391	том же	4	1
1392	звено между	1	1
1393	но если	3	1
1394	здесь и	3	1
1395	для этих	1	1
1396	принципиально иное	1	1
1397	утверждая что	1	1
1398	в понимании	1	1
1399	что во	1	1
1400	связано с	3	1
1401	так называемое	1	1
1402	связанных между	1	1
1403	присущие данному	1	1
1404	точку зрения	8	1
1405	составляет как	2	1
1406	тот же	7	1
1407	собой по	1	1
1408	постановки вопроса	1	1
1409	человека но	1	1
1410	и том	1	1
1411	он должен	4	1
1412	каждом шагу	2	1
1413	этому же	2	1
1414	в дальнейшем	1	1
1415	стороны речи	8	1
1416	этой самой	1	1
1417	что автор	1	1
1418	им как	1	1
1419	и речью	5	1
1420	как со	1	1
1421	поэтому что	5	1
1422	постольку поскольку	2	1
1423	индивидуального а	1	1
1424	что субъект	1	1
1425	непосредственное ощущение	1	1
1426	ничем не	3	1
1427	так как	11	1
1428	мир в	2	1
1429	любой из	1	1
1430	только по	1	1
1431	сущность и	1	1
1432	однако как	1	1
1433	в общих	1	1
1434	сколько в	1	1
1435	опыта к	1	1
1436	понятно что	2	1
1437	процесс развития	3	1
1438	от которого	1	1
1439	к сокращению	1	1
1440	он начинает	1	1
1441	же мере	3	1
1442	и наблюдения	1	1
1443	легко заметить	1	1
1444	для всего	3	1
1445	что одно	1	1
1446	эгоцентризма в	2	1
1447	сознания это	1	1
1448	этом он	1	1
1449	для данной	1	1
1450	приводящий к	2	1
1451	ситуации в	1	1
1452	для нас	4	1
1453	где он	1	1
1454	и всегда	1	1
1455	и принципиально	1	1
1456	не способен	2	1
1457	мышления является	3	1
1458	из своих	1	1
1459	на самом	4	1
1460	им с	1	1
1461	слово в	1	1
1462	слова а	1	1
1463	в заключительной	3	1
1464	основана на	1	1
1465	самой природой	1	1
1466	в ином	2	1
1467	в виде	3	1
1468	раз в	3	1
1469	на грани	1	1
1470	в заключающем	1	1
1471	всех прочих	2	1
1472	же именно	1	1
1473	но с	3	1
1474	в таких	1	1
1475	деятельности это	1	1
1476	от друга	4	1
1477	от всех	3	1
1478	что к	1	1
1479	ходе своего	1	1
1480	открывает перед	1	1
1481	и социальные	1	1
1482	же по	1	1
1483	возводит к	1	1
1484	всей нашей	1	1
1485	себе в	1	1
1486	чтобы быть	2	1
1487	для науки	1	1
1488	в нашей	1	1
1489	случае не	2	1
1490	что этот	2	1
1491	от слова	1	1
1492	истины и	1	1
1493	им же	2	1
1494	этот раз	1	1
1495	говоря мы	1	1
1496	но по	1	1
1497	и реалистической	1	1
1498	человек с	3	1
1499	занимать лишь	1	1
1500	значение здесь	1	1
1501	другом месте	6	1
1502	и со	2	1
1503	и я	2	1
1504	остановимся на	1	1
1505	чем мы	3	1
1506	другого как	2	1
1507	в непосредственной	1	1
1508	к личности	2	1
1509	бы мы	3	1
1510	по самой	2	1
1511	войти в	1	1
1512	к признанию	2	1
1513	для нашей	1	1
1514	должен быть	6	1
1515	иной тип	1	1
1516	и таким	2	1
1517	при изучении	1	1
1518	в школьном	3	1
1519	если не	3	1
1520	ее для	1	1
1521	на позицию	1	1
1522	мысли в	6	1
1523	свойства в	1	1
1524	его стали	1	1
1525	и главное	1	1
1526	двоякого рода	1	1
1527	как слово	1	1
1528	человека к	4	1
1529	которая как	1	1
1530	принципиальное значение	1	1
1531	предположить что	2	1
1532	и психологической	1	1
1533	искать в	1	1
1534	и эти	2	1
1535	за то	2	1
1536	и других	4	1
1537	же с	1	1
1538	социальный и	1	1
1539	в предисловии	5	1
1540	мышление является	1	1
1541	обобщение есть	1	1
1542	это как	2	1
1543	проистекает из	1	1
1544	внутреннее единство	1	1
1545	мышления относительно	1	1
1546	чистом виде	1	1
1547	не могу	3	1
1548	на мысль	1	1
1549	содержание ход	1	1
1550	ту или	2	1
1551	с определенной	1	1
1552	появление и	1	1
1553	и направления	1	1
1554	бы назвать	2	1
1555	такой раздвоенности	1	1
1556	с совершенно	1	1
1557	явлений а	2	1
1558	независимо от	10	1
1559	явлениях природы	1	1
1560	казалось бы	8	1
1561	всех этих	2	1
1562	от различного	1	1
1563	его речи	1	1
1564	оказывается что	1	1
1565	действительность не	3	1
1566	от того	7	1
1567	действительности а	2	1
1568	стало быть	2	1
1569	личность как	1	1
1570	и преимущественно	1	1
1571	что из	1	1
1572	думать что	1	1
1573	с двумя	2	1
1574	уходит в	1	1
1575	мыслью и	7	1
1576	развивается в	1	1
1577	виду тот	1	1
1578	еще на	4	1
1579	сказано выше	1	1
1580	как выражение	1	1
1581	и б	1	1
1582	могло быть	1	1
1583	свою задачу	1	1
1584	же на	1	1
1585	показывает как	2	1
1586	слова но	1	1
1587	момент перехода	1	1
1588	звеном между	1	1
1589	состоят в	1	1
1590	и особенно	1	1
1591	понятия о	2	1
1592	новое понимание	2	1
1593	и самого	1	1
1594	к моменту	1	1
1595	с самых	1	1
1596	которые в	2	1
1597	начинает выполнять	2	1
1598	не можем	3	1
1599	также в	1	1
1600	всех основных	1	1
1601	от времени	1	1
1602	сознании в	1	1
1603	логики как	1	1
1604	живым существом	2	1
1605	на каждом	2	1
1606	убедительно говорит	1	1
1607	в сознании	2	1
1608	только после	1	1
1609	на двух	3	1
1610	на всем	3	1
1611	мышления как	10	1
1612	только имеет	1	1
1613	в самых	4	1
1614	и теоретического	1	1
1615	таким же	4	1
1616	и оно	1	1
1617	речь или	3	1
1618	этапу развития	1	1
1619	заслугу в	1	1
1620	в известной	2	1
1621	на теоретические	1	1
1622	являются наиболее	1	1
