N	2gram	Berdyaev_M	Tvorches
1280	и братья	1	1
1281	над ним	1	1
1282	литературы и	2	1
1283	должны были	1	1
1284	боли о	1	1
1285	в иных	3	1
1286	она была	2	1
1287	их и	1	1
1288	не раз	1	1
1289	достоевский хочет	1	1
1290	богу к	1	1
1291	совершенно новый	1	1
1292	возможно что	1	1
1293	конца и	1	1
1294	и никогда	4	1
1295	бог создал	1	1
1296	вера в	3	1
1297	как стадо	1	1
1298	бы его	2	1
1299	достоевский начинает	1	1
1300	каждый человек	2	1
1301	но нет	1	1
1302	потом с	1	1
1303	подполья достоевский	2	1
1304	цельности и	1	1
1305	что только	1	1
1306	даже самого	1	1
1307	легенды о	3	1
1308	на высоте	1	1
1309	без этой	1	1
1310	как свободу	1	1
1311	ней в	1	1
1312	любовь в	2	1
1313	не порождает	1	1
1314	волю к	1	1
1315	человека или	1	1
1316	для людей	1	1
1317	человека границы	1	1
1318	татьяны или	1	1
1319	и чтобы	1	1
1320	чувств и	1	1
1321	жене и	1	1
1322	это совершенно	1	1
1323	речи о	1	1
1324	была совершенно	1	1
1325	человечества не	1	1
1326	мышкина в	2	1
1327	чтобы не	4	1
1328	уходит в	1	1
1329	от свободы	5	1
1330	центральное место	1	1
1331	другое его	1	1
1332	не остается	2	1
1333	движении к	1	1
1334	него это	1	1
1335	раньше чем	1	1
1336	многие другие	1	1
1337	со слезами	1	1
1338	что до	1	1
1339	изменения в	1	1
1340	европы у	1	1
1341	существо должен	1	1
1342	доходящий до	1	1
1343	достоевский во	1	1
1344	для личности	1	1
1345	для многих	1	1
1346	почему он	1	1
1347	и ту	1	1
1348	личности гибель	1	1
1349	сплошь и	1	1
1350	люди в	1	1
1351	и бессмертие	1	1
1352	мире и	1	1
1353	к превращению	2	1
1354	шекспира и	1	1
1355	счетов с	1	1
1356	то время	2	1
1357	это одна	1	1
1358	такой человек	2	1
1359	и возможно	2	1
1360	том смысле	2	1
1361	личности на	1	1
1362	на той	1	1
1363	и этот	4	1
1364	вверх от	1	1
1365	идея у	1	1
1366	что бог	2	1
1367	бунт против	5	1
1368	обнаруживает что	1	1
1369	котором не	2	1
1370	характерно для	1	1
1371	он перестает	1	1
1372	достоевскому с	1	1
1373	это выражение	1	1
1374	достоевский показывает	4	1
1375	нашей эпохи	2	1
1376	о как	1	1
1377	которой не	1	1
1378	большей силой	2	1
1379	достоевского даже	1	1
1380	во власти	5	1
1381	достоевского существенно	1	1
1382	человек ищет	1	1
1383	явление но	1	1
1384	можно назвать	1	1
1385	в средство	1	1
1386	пребывает в	4	1
1387	трагедии но	1	1
1388	я никогда	2	1
1389	это сказать	1	1
1390	так это	2	1
1391	пути пушкина	1	1
1392	в картине	2	1
1393	и из	1	1
1394	что свобода	3	1
1395	самой жизни	1	1
1396	истории в	2	1
1397	есть убийство	1	1
1398	раскольников сознает	1	1
1399	поэтому в	1	1
1400	движении в	5	1
1401	в иване	1	1
1402	русского народа	1	1
1403	разного рода	2	1
1404	жестокость достоевского	1	1
1405	человека во	1	1
1406	лишь из	1	1
1407	европейской культуры	1	1
1408	когда его	1	1
1409	социализма и	4	1
1410	это есть	4	1
1411	для творчества	1	1
1412	он лишь	4	1
1413	за это	1	1
1414	не на	1	1
1415	такой силой	1	1
1416	уже пришел	1	1
1417	за границей	1	1
1418	их нужно	1	1
1419	его образ	3	1
1420	каждый раз	1	1
1421	добра или	1	1
1422	достоевский прибегает	1	1
1423	оно не	3	1
1424	одну и	1	1
1425	достоевского русская	1	1
1426	есть лишь	23	1
1427	прошлое и	1	1
1428	человека достоевский	3	1
1429	с ней	3	1
1430	всякая вера	1	1
1431	его собственная	1	1
1432	более глубокую	1	1
1433	версилова и	2	1
1434	духа но	1	1
1435	так называемый	2	1
1436	в мыслях	1	1
1437	этап в	1	1
1438	от бога	1	1
1439	о своей	2	1
1440	не люблю	1	1
1441	в различные	1	1
1442	он будет	1	1
1443	душа его	2	1
1444	вихревое движение	1	1
1445	же о	2	1
1446	и действительно	1	1
1447	но никогда	1	1
1448	к будущему	1	1
1449	достоинство человека	3	1
1450	земле к	1	1
1451	мы убиваем	1	1
1452	достоевский принял	1	1
1453	его свободы	3	1
1454	свой собственный	1	1
1455	и понятен	1	1
1456	к самым	2	1
1457	как не	1	1
1458	гуманизма и	1	1
1459	к нам	1	1
1460	в праве	1	1
1461	человеческое существо	3	1
1462	вот чего	1	1
1463	встречи роковые	1	1
1464	великого инквизитора	9	1
1465	достоевского хотя	1	1
1466	человека на	7	1
1467	хочет быть	2	1
1468	и подлинное	1	1
1469	себя и	6	1
1470	человечества так	1	1
1471	трагедию человеческой	1	1
1472	подлинного бытия	2	1
1473	была лишь	1	1
1474	в душу	1	1
1475	с большей	1	1
1476	с начала	1	1
1477	ставрогин и	1	1
1478	ничего нет	1	1
1479	нет в	5	1
1480	что вообще	1	1
1481	свое завершение	1	1
1482	достоевского прежде	2	1
1483	и состраданию	1	1
1484	зосимы в	1	1
1485	огромную роль	1	1
1486	этого движения	1	1
1487	достоевского тема	1	1
1488	совершенно как	1	1
1489	который и	2	1
1490	своих в	1	1
1491	достоевский пишет	1	1
1492	все они	1	1
1493	земной жизни	4	1
1494	для друга	2	1
1495	бросается в	1	1
1496	в горниле	1	1
1497	и всему	1	1
1498	бы и	8	1
1499	не терпит	2	1
1500	цели не	1	1
1501	того самого	1	1
1502	механизм в	1	1
1503	за границу	1	1
1504	есть бог	2	1
1505	когда мы	2	1
1506	этой теме	1	1
1507	тех же	1	1
1508	и везде	1	1
1509	хочет знать	1	1
1510	более чем	3	1
1511	знал бы	1	1
1512	то и	1	1
1513	глава ii	1	1
1514	в течение	1	1
1515	свою свободу	7	1
1516	записной книжке	2	1
1517	на друга	1	1
1518	таких страданий	1	1
1519	сердце его	1	1
1520	принять страдание	1	1
1521	верно подметил	1	1
1522	не быть	2	1
1523	и любит	1	1
1524	вызывает в	1	1
1525	человека от	4	1
1526	должен идти	2	1
1527	его тайна	1	1
1528	личности но	2	1
1529	раскольникова уже	1	1
1530	в середине	4	1
1531	от настоящего	1	1
1532	достоевского она	2	1
1533	совпадают с	1	1
1534	страстей и	1	1
1535	идея не	1	1
1536	вывод что	1	1
1537	он хочет	4	1
1538	мечты о	1	1
1539	вступает в	1	1
1540	и ему	1	1
1541	народ в	1	1
1542	человека до	1	1
1543	люди не	1	1
1544	к черту	2	1
1545	у других	2	1
1546	настасью филипповну	4	1
1547	и страдание	4	1
1548	целый ряд	2	1
1549	против мирового	1	1
1550	чем не	3	1
1551	не без	1	1
1552	в обоих	1	1
1553	литературы в	1	1
1554	а лишь	3	1
1555	как решение	1	1
1556	человека образ	3	1
1557	вот уже	1	1
1558	он весь	8	1
1559	потому и	2	1
1560	в бога	5	1
1561	лишь одна	2	1
1562	красота спасет	1	1
1563	он дает	1	1
1564	старец зосима	2	1
1565	достоевский всегда	1	1
1566	имеем в	1	1
1567	в моей	1	1
1568	человек должен	6	1
1569	ее не	1	1
1570	повторяются в	1	1
1571	к наказанию	1	1
1572	принадлежит к	3	1
1573	при котором	1	1
1574	это тем	1	1
1575	него все	1	1
1576	ничего кроме	2	1
1577	трактиры и	1	1
1578	свободы для	1	1
1579	и русское	1	1
1580	свою жену	1	1
1581	под знаком	1	1
1582	лучше всего	1	1
1583	общества в	1	1
1584	человечества и	1	1
1585	и народ	1	1
1586	его для	1	1
1587	л толстой	2	1
1588	внешних условий	1	1
1589	событие в	1	1
1590	этого слова	1	1
1591	человеком не	1	1
1592	создает атмосферу	1	1
1593	будь то	1	1
1594	рогожина к	1	1
1595	по внешним	1	1
1596	город и	1	1
1597	и шекспира	1	1
1598	не одну	1	1
1599	достоевский предвидел	1	1
1600	образ но	1	1
1601	только потому	1	1
1602	и для	7	1
1603	все с	1	1
1604	глубоко исследовал	1	1
1605	для сведения	1	1
1606	мир и	3	1
1607	в самой	8	1
1608	в трагедии	3	1
1609	с того	2	1
1610	они были	2	1
1611	филипповне любовь	1	1
1612	глава iii	1	1
1613	свободой и	2	1
1614	от своей	2	1
1615	поэтому он	2	1
1616	достоевский был	13	1
1617	всего творчества	1	1
1618	сторона в	1	1
1619	подход к	1	1
1620	которому он	1	1
1621	им как	1	1
1622	мире так	1	1
1623	в социальном	2	1
1624	такое же	1	1
1625	находятся в	1	1
1626	против всех	1	1
1627	в более	4	1
1628	этих бесконечных	1	1
1629	вокруг него	1	1
1630	ему в	1	1
1631	и главный	1	1
1632	бога за	1	1
1633	судьбы в	1	1
1634	смысле что	1	1
1635	на путях	4	1
1636	они не	4	1
1637	к гибели	5	1
1638	на вопрос	1	1
1639	не способен	6	1
1640	того как	3	1
1641	и уж	2	1
1642	в последней	2	1
1643	который может	1	1
1644	в первый	1	1
1645	человек он	1	1
1646	и добро	1	1
1647	наших глазах	1	1
1648	к христу	2	1
1649	опыта к	1	1
1650	одна и	3	1
1651	карамазовым и	2	1
1652	мы имеем	1	1
1653	него была	2	1
1654	уже все	1	1
1655	которых он	5	1
1656	всей душой	1	1
1657	что христос	2	1
1658	и зло	2	1
1659	мире в	1	1
1660	тайны и	1	1
1661	не веруют	1	1
1662	книгу в	1	1
1663	это-то и	1	1
1664	остальным человечеством	1	1
1665	их они	1	1
1666	для нас	3	1
1667	легенде о	2	1
1668	западной европы	2	1
1669	когда достоевский	1	1
1670	то мы	1	1
1671	на одной	2	1
1672	истории с	1	1
1673	на которой	1	1
1674	против бога	4	1
1675	на помощь	2	1
1676	чем он	1	1
1677	кто бы	1	1
1678	а все	1	1
1679	быту достоевский	1	1
1680	социальной среды	4	1
1681	все равно	3	1
1682	в ином	2	1
1683	только он	1	1
1684	а на	1	1
1685	гармонии и	2	1
1686	соня мармеладова	1	1
1687	органически связанным	1	1
1688	зрения у	1	1
1689	что является	1	1
1690	себе что	1	1
1691	человеке борьбу	1	1
1692	у ивана	1	1
1693	боль о	1	1
1694	жизни это	4	1
1695	жестоким талантом	1	1
1696	а также	1	1
1697	что ничего	2	1
1698	его до	2	1
1699	движение в	3	1
1700	всегда есть	1	1
1701	менее всего	10	1
1702	и эта	3	1
1703	он видел	1	1
1704	вживаться в	1	1
1705	вот это	1	1
1706	он один	1	1
1707	вообще не	2	1
1708	и объявил	1	1
1709	достоевского через	1	1
1710	внутреннего движения	1	1
1711	идей все	1	1
1712	с той	1	1
1713	участие в	1	1
1714	в какой	1	1
1715	ивана в	1	1
1716	нее он	1	1
1717	лежит на	1	1
1718	есть в	3	1
1719	но по	1	1
1720	человеком в	1	1
1721	была для	1	1
1722	перед собой	2	1
1723	к концу	5	1
1724	а иногда	1	1
1725	человека чем	1	1
1726	по своему	3	1
1727	страсть к	1	1
1728	как люди	2	1
1729	со своей	2	1
1730	этой борьбе	1	1
1731	своего пути	1	1
1732	ней нет	1	1
1733	духовный и	1	1
1734	что человечество	1	1
1735	над людьми	1	1
1736	это было	1	1
1737	лежит в	2	1
1738	не стал	2	1
1739	своей свободы	4	1
1740	социализм достоевский	1	1
1741	человеком и	1	1
1742	ему как	3	1
1743	достоевского за	1	1
1744	судьбы но	1	1
1745	тем более	1	1
1746	федора павловича	3	1
1747	бы это	2	1
1748	перешедшего в	1	1
1749	с первого	1	1
1750	дневника писателя	2	1
1751	из источников	1	1
1752	антропологизм достоевского	2	1
1753	свобода и	7	1
1754	не была	4	1
1755	идет к	2	1
1756	стоит и	1	1
1757	и ивана	3	1
1758	достоевский раскрывает	5	1
1759	друг за	2	1
1760	и эти	1	1
1761	как ни	1	1
1762	наука о	1	1
1763	возвращается к	2	1
1764	свои фантастические	1	1
1765	завершение в	1	1
1766	она должна	1	1
1767	карамазова в	2	1
1768	этой трагедии	2	1
1769	а совершенно	1	1
1770	должно быть	5	1
1771	с новыми	2	1
1772	он принадлежит	2	1
1773	видит и	1	1
1774	и почти	1	1
1775	его не	5	1
1776	как личности	1	1
1777	хотя с	1	1
1778	что нужно	1	1
1779	в новый	1	1
1780	еще менее	1	1
1781	через которые	1	1
1782	на периферии	1	1
1783	ней он	1	1
1784	мы должны	1	1
1785	себя человек	1	1
1786	я только	1	1
1787	достоевском что	1	1
1788	своей книге	2	1
1789	не находит	1	1
1790	любил достоевский	1	1
1791	не о	2	1
1792	опыта с	1	1
1793	ли это?	1	1
1794	тема в	1	1
1795	муки совести	6	1
1796	самоутверждения в	1	1
1797	не убивал	2	1
1798	путях свободы	1	1
1799	как отрицание	1	1
1800	а о	1	1
1801	есть и	6	1
1802	конце романа	1	1
1803	он верно	1	1
1804	здравому смыслу	1	1
1805	же что	2	1
1806	это была	1	1
1807	сознание как	1	1
1808	пути и	2	1
1809	быта он	1	1
1810	у кого	2	1
1811	для русского	1	1
1812	к чему	5	1
1813	жизнь есть	1	1
1814	в пределах	1	1
1815	с прошлым	1	1
1816	движения в	2	1
1817	что связывает	1	1
1818	стало быть	1	1
1819	достоевский сам	1	1
1820	к которой	4	1
1821	думать что	4	1
1822	и всякая	1	1
1823	с человеком	2	1
1824	признать что	1	1
1825	и часто	2	1
1826	все та	1	1
1827	на это	1	1
1828	верил в	1	1
1829	средневекового человека	1	1
1830	его видят	1	1
1831	него и	3	1
1832	человека из	2	1
1833	карамазовых это	1	1
1834	указывать на	1	1
1835	и самого	2	1
1836	не надо	2	1
1837	к богу	5	1
1838	и борьба	1	1
1839	одно только	2	1
1840	них нет	2	1
1841	начале xx	1	1
1842	и кириллов	1	1
1843	не обязан	1	1
1844	которые в	2	1
1845	с божественной	1	1
1846	сказать в	1	1
1847	отрывается от	2	1
1848	это можно	1	1
1849	а кончает	1	1
1850	эту мысль	1	1
1851	русские люди	3	1
1852	что иван	1	1
1853	толстого достоевский	1	1
1854	к окончательному	1	1
1855	с поразительной	1	1
1856	бытия и	1	1
1857	что красота	1	1
1858	и прежде	1	1
1859	нет бессмертия	1	1
1860	в период	1	1
1861	на то	1	1
1862	право на	1	1
1863	об этой	1	1
1864	он более	1	1
1865	себе он	1	1
1866	в эти	1	1
1867	она связана	1	1
1868	и революционный	1	1
1869	человек не	17	1
1870	и самый	2	1
1871	толстого в	1	1
1872	необходимо лишь	1	1
1873	ничего подобного	3	1
1874	и жертвой	1	1
1875	любви но	1	1
1876	ни был	1	1
1877	для этого	3	1
1878	в каком-то	2	1
1879	являются все	1	1
1880	образа но	1	1
1881	самом последнем	2	1
1882	свободы он	2	1
1883	и убийством	2	1
1884	к идее	1	1
1885	достоевский из	1	1
1886	иное как	4	1
1887	человеческой природы	27	1
1888	себе а	1	1
