N	2gram	Ircho_Kome	Narrotol
1306	очередь неожиданно	1	1
1307	из дома	8	1
1308	ничем не	4	1
1309	так как	16	1
1310	мог быть	1	1
1311	мир в	1	1
1312	основе своей	2	1
1313	может не	1	1
1314	своему происхождению	1	1
1315	различие между	1	1
1316	короткий разговор	1	1
1317	фон для	1	1
1318	того как	5	1
1319	в здесь	1	1
1320	том числе	2	1
1321	уже в	3	1
1322	аналогичным образом	2	1
1323	ли ты	4	1
1324	предположение что	2	1
1325	нам не	1	1
1326	не самого	1	1
1327	на что	2	1
1328	как за	1	1
1329	себя самого	1	1
1330	я теперь	2	1
1331	деле не	1	1
1332	поведения в	1	1
1333	видеть в	2	1
1334	сходятся в	2	1
1335	о ее	1	1
1336	далека от	1	1
1337	его вдруг	1	1
1338	не принимает	1	1
1339	быть вполне	1	1
1340	сказать не	1	1
1341	течение всей	1	1
1342	что ни	7	1
1343	от друга	1	1
1344	впрочем мы	1	1
1345	что к	4	1
1346	другой смысл	1	1
1347	этом не	1	1
1348	об этих	1	1
1349	и последний	1	1
1350	том виде	1	1
1351	было без	1	1
1352	здесь все	1	1
1353	бы вероятно	1	1
1354	мира каким	1	1
1355	на тему	1	1
1356	только два	1	1
1357	более что	1	1
1358	в стороне	1	1
1359	наглядным примером	1	1
1360	его поступки	1	1
1361	в предыдущих	1	1
1362	и без	2	1
1363	и последующих	1	1
1364	себя от	2	1
1365	случаях когда	1	1
1366	говорят о	1	1
1367	для героев	1	1
1368	является не	1	1
1369	на душе	1	1
1370	при таком	1	1
1371	противном случае	1	1
1372	и со	2	1
1373	и я	3	1
1374	сколь бы	1	1
1375	в такой	1	1
1376	остановимся на	1	1
1377	из дому	10	1
1378	вернемся к	1	1
1379	сюжетной ситуации	2	1
1380	в новом	1	1
1381	нисколько не	3	1
1382	не позволял	1	1
1383	на его	5	1
1384	с другом	3	1
1385	вследствие чего	1	1
1386	то хотя	1	1
1387	ему как	1	1
1388	и представляют	1	1
1389	и игры	1	1
1390	поскольку по	1	1
1391	а так	1	1
1392	действующие лица	1	1
1393	бы это	1	1
1394	ему не	4	1
1395	и сестры	2	1
1396	чтобы хоть	1	1
1397	жизнь и	1	1
1398	на свете	2	1
1399	вопрос не	2	1
1400	не говоря	2	1
1401	интересующей нас	1	1
1402	еще до	1	1
1403	случай в	1	1
1404	а те	1	1
1405	инерции продолжает	1	1
1406	и тех	1	1
1407	предположить что	1	1
1408	достаточно для	1	1
1409	более обширного	1	1
1410	собственного отца	1	1
1411	в полной	1	1
1412	же с	1	1
1413	с самого	5	1
1414	побуждает его	1	1
1415	его слов	1	1
1416	сторож в	1	1
1417	в самых	1	1
1418	сложившейся ситуации	2	1
1419	характера в	2	1
1420	ни один	1	1
1421	материал для	2	1
1422	а из	1	1
1423	своих интересов	1	1
1424	другой в	1	1
1425	человеком как	1	1
1426	с совершенно	1	1
1427	дочь и	1	1
1428	ведь и	1	1
1429	мы должны	1	1
1430	в судьбе	1	1
1431	он однако	2	1
1432	не находит	2	1
1433	я вас	1	1
1434	эпизода как	1	1
1435	и их	1	1
1436	но даже	1	1
1437	и причина	1	1
1438	кто не	1	1
1439	конечно в	2	1
1440	у кого	2	1
1441	не приносит	1	1
1442	только благодаря	1	1
1443	в нашей	1	1
1444	в повседневной	1	1
1445	подобная трактовка	1	1
1446	с кем	1	1
1447	как то	1	1
1448	происходит от	1	1
1449	замечено что	1	1
1450	его отношение	1	1
1451	или ситуации	1	1
1452	скорее наоборот	1	1
1453	чем они	3	1
1454	иначе в	1	1
1455	но совершенно	1	1
1456	единственный в	1	1
1457	самой своей	1	1
1458	жил в	1	1
1459	крайней мере	1	1
1460	существования для	1	1
1461	вызывает в	1	1
1462	обращаться к	1	1
1463	в людях	1	1
1464	жены и	2	1
1465	же можно	2	1
1466	в голову	2	1
1467	детей не	1	1
1468	мне даже	1	1
1469	происходит в	1	1
1470	свидетельствуют о	1	1
1471	не желая	1	1
1472	все еще	2	1
1473	этого происшествия	1	1
1474	на двух	1	1
1475	достаточно вспомнить	2	1
1476	нуждается в	2	1
1477	вот этот	1	1
1478	для характеристики	1	1
1479	человек не	1	1
1480	является ли	3	1
1481	в разговоре	1	1
1482	надо было	3	1
1483	ничего подобного	1	1
1484	не удалось	1	1
1485	как ему	1	1
1486	для этого	3	1
1487	сам а	2	1
1488	признается в	1	1
1489	виду что	1	1
1490	именно это	1	1
1491	в далеком	1	1
1492	и совершенно	1	1
1493	в лице	1	1
1494	же именем	1	1
1495	даже самых	1	1
1496	он то	1	1
1497	котором он	2	1
