N	2gram	Vygotskiy_	slovoVRo
1304	развития уже	1	1
1305	мышлении и	2	1
1306	в еще	1	1
1307	вернемся к	1	1
1308	один и	5	1
1309	иначе чем	2	1
1310	и глубже	1	1
1311	помощью одного	1	1
1312	материала на	1	1
1313	предмете а	1	1
1314	с внутренними	1	1
1315	в другие	1	1
1316	в ином	3	1
1317	развития они	2	1
1318	себе и	1	1
1319	знает ни	1	1
1320	его значение	1	1
1321	отчетливо выступает	1	1
1322	других не	1	1
1323	о предмете	1	1
1324	свет на	1	1
1325	и развития	21	1
1326	влияния в	1	1
1327	и дети	1	1
1328	раз в	4	1
1329	от второй	1	1
1330	его актуального	2	1
1331	работы над	2	1
1332	и таким	1	1
1333	перейти к	4	1
1334	целого и	1	1
1335	под влиянием	4	1
1336	это так	1	1
1337	научных и	10	1
1338	осознания для	1	1
1339	в меру	4	1
1340	связаны с	1	1
1341	бы в	6	1
1342	для правильного	1	1
1343	за этой	1	1
1344	чтобы увидеть	1	1
1345	последнем случае	1	1
1346	и сливаются	1	1
1347	но этим	1	1
1348	вещам как	1	1
1349	всегда существует	2	1
1350	это значение	1	1
1351	конечно это	1	1
1352	реагирует на	1	1
1353	специфические формы	1	1
1354	что такое	6	1
1355	их не	1	1
1356	зрения является	1	1
1357	и зависимостей	1	1
1358	на всем	5	1
1359	актуального и	1	1
1360	в разной	1	1
1361	оба эти	5	1
1362	только начинается	3	1
1363	тем более	5	1
1364	по которому	1	1
1365	оно в	1	1
1366	почти с	1	1
1367	такие же	1	1
1368	случае и	2	1
1369	письмо и	1	1
1370	они становятся	1	1
1371	ко всем	1	1
1372	на чисто	1	1
1373	слов на	1	1
1374	в отдельных	1	1
1375	в каких-то	1	1
1376	самый процесс	3	1
1377	для ее	1	1
1378	все остальные	1	1
1379	может идти	3	1
1380	именно потому	3	1
1381	речи вне	1	1
1382	сложившихся и	1	1
1383	не дает	2	1
1384	есть чисто	1	1
1385	непосредственно связан	1	1
1386	совсем не	1	1
1387	тому как	6	1
1388	но всегда	1	1
1389	мы всегда	1	1
1390	что всякий	2	1
1391	иным способом	1	1
1392	для правильной	1	1
1393	не извне	2	1
1394	стоит и	1	1
1395	на весь	1	1
1396	близкий к	1	1
1397	и благодаря	1	1
1398	объединяет в	1	1
1399	иное чем	1	1
1400	на самый	1	1
1401	явления в	1	1
1402	мы должны	13	1
1403	и самостоятельность	1	1
1404	а такое	1	1
1405	лежащую в	1	1
1406	когда он	3	1
1407	процесса языкового	2	1
1408	в изменении	1	1
1409	но зато	1	1
1410	в известных	1	1
1411	если же	1	1
1412	от которых	1	1
1413	должны быть	2	1
1414	в изучении	1	1
1415	и сведений	1	1
1416	тех же	1	1
1417	и является	6	1
1418	совершенно невозможно	1	1
1419	в применении	1	1
1420	и определяет	2	1
1421	к данному	2	1
1422	и тот	5	1
1423	уже указывали	1	1
1424	отношений между	4	1
1425	и признается	1	1
1426	этого факта	4	1
1427	которые оно	1	1
1428	как всякая	2	1
1429	когда оно	2	1
1430	на новом	1	1
1431	который мы	2	1
1432	зрения так	1	1
1433	еще в	3	1
1434	поэтому даже	1	1
1435	даже не	1	1
1436	большое значение	1	1
1437	тем самым	13	1
1438	сколько-нибудь значительной	1	1
1439	глубине и	1	1
1440	всякое внутреннее	1	1
1441	миру и	1	1
1442	вопроса оно	1	1
1443	как чисто	2	1
1444	не касается	1	1
1445	поэтому для	1	1
1446	чтобы прийти	1	1
1447	предмете и	1	1
1448	слово которое	1	1
1449	говорили что	2	1
1450	из общего	1	1
1451	должны были	3	1
1452	слились в	1	1
1453	то ни	1	1
1454	этих высоких	1	1
1455	какой мере	1	1
1456	тем или	2	1
1457	идти не	1	1
1458	принадлежащее к	1	1
1459	как из	2	1
1460	этого основного	1	1
1461	всем ее	1	1
1462	с большой	1	1
1463	иным путем	1	1
1464	как их	1	1
1465	развиваются в	1	1
1466	заставляет нас	1	1
1467	эти понятия	2	1
1468	с новым	1	1
1469	сознание всегда	1	1
1470	на вопросы	1	1
1471	оно должно	2	1
1472	намеренный и	1	1
1473	на их	3	1
1474	слова из	2	1
1475	и никогда	1	1
1476	речью является	1	1
1477	и ложь	1	1
1478	и сразу	1	1
1479	этот путь	2	1
1480	и конкретные	1	1
1481	рассматривается как	1	1
1482	и нельзя	1	1
1483	существует в	2	1
1484	бы он	1	1
1485	на определенных	1	1
1486	из какого	1	1
1487	дальше и	2	1
1488	этом и	2	1
1489	главное и	2	1
1490	того существует	1	1
1491	по аналогии	2	1
1492	мы начинаем	1	1
1493	одни и	1	1
1494	в первой	2	1
1495	и своем	1	1
1496	письменная речь	23	1
1497	в общем	1	1
1498	что проблема	1	1
1499	не разрешают	1	1
1500	к высшему	1	1
1501	оно способно	2	1
1502	происходит в	3	1
1503	способности и	1	1
1504	отношении не	1	1
1505	пределы его	1	1
1506	более сложных	3	1
1507	же мы	2	1
1508	же слова	1	1
1509	мысли на	1	1
1510	себе без	1	1
1511	влияние их	1	1
1512	в соответствующем	1	1
1513	на место	2	1
1514	его к	2	1
1515	их на	1	1
1516	на который	2	1
1517	все более	4	1
1518	и новые	1	1
1519	об особенностях	2	1
1520	отнюдь не	2	1
1521	развитие и	3	1
1522	эти два	1	1
1523	к совершенно	2	1
1524	а главное	1	1
1525	гуманитарных наук	1	1
1526	самым он	1	1
1527	таким же	3	1
1528	именно это	2	1
1529	речь или	1	1
1530	себе а	1	1
1531	и совершенно	1	1
1532	дальше в	1	1
1533	само по	2	1
1534	снизу вверх	1	1
1535	эта зона	1	1
1536	является конечно	1	1
1537	образов и	1	1
1538	на эту	1	1
1539	достигла такого	1	1
1540	мы до	1	1
1541	в каком	2	1
1542	же о	1	1
1543	сказать так	1	1
1544	и ничего	1	1
1545	можно только	2	1
