N	2gram	Propp_Isto	Dialekti
1327	в обрядах	5	1
1328	том чтобы	3	1
1329	места для	1	1
1330	следующим образом	1	1
1331	неба и	3	1
1332	количество их	1	1
1333	однако одно	1	1
1334	что авторы	1	1
1335	существовали в	1	1
1336	моя мать	1	1
1337	правой руке	1	1
1338	а исключительно	1	1
1339	не ясна	1	1
1340	всех людей	3	1
1341	однажды в	1	1
1342	в европе	3	1
1343	его понятием	1	1
1344	есть человек	1	1
1345	имели бы	1	1
1346	это впрочем	1	1
1347	когда будет	1	1
1348	по которым	2	1
1349	я попробую	1	1
1350	действует не	1	1
1351	тело его	1	1
1352	христианская религия	1	1
1353	таковой в	1	1
1354	представлениями о	2	1
1355	мы скажем	1	1
1356	а кругом	1	1
1357	всего этот	1	1
1358	входит не	1	1
1359	последнем случае	1	1
1360	ней а	1	1
1361	об основании	1	1
1362	к их	1	1
1363	что вовсе	1	1
1364	смерти с	2	1
1365	вода будет	1	1
1366	еще раньше	1	1
1367	остается в	1	1
1368	после того	4	1
1369	вопрос не	1	1
1370	то будет	1	1
1371	акулы и	1	1
1372	христианстве в	1	1
1373	собой в	1	1
1374	и процесс	2	1
1375	имеет форму	4	1
1376	к себе	3	1
1377	который часто	1	1
1378	время в	2	1
1379	никакого другого	1	1
1380	для которой	1	1
1381	прийти к	2	1
1382	становится ясной	1	1
1383	за эту	1	1
1384	но такой	1	1
1385	случаях имеет	1	1
1386	близка к	2	1
1387	существует целая	1	1
1388	нечистой силы	1	1
1389	солнце о	1	1
1390	о существовании	1	1
1391	положение что	2	1
1392	же все	1	1
1393	и через	1	1
1394	меньше и	1	1
1395	это верно	1	1
1396	имеет только	1	1
1397	но во-первых	1	1
1398	и мертвых	1	1
1399	они в	1	1
1400	очень плохое	1	1
1401	многих отношениях	1	1
1402	это слово	1	1
1403	солнцем по	1	1
1404	не обитает	1	1
1405	сколько бы	1	1
1406	у этого	1	1
1407	животному и	1	1
1408	видно как	2	1
1409	чего он	1	1
1410	на коня	1	1
1411	также меняются	1	1
1412	случилось с	1	1
1413	является и	4	1
1414	другое то	1	1
1415	по дороге	1	1
1416	а за	1	1
1417	борьбы с	3	1
1418	что или	1	1
1419	что за	2	1
1420	этим и	1	1
1421	однако сказать	1	1
1422	о смерти	7	1
1423	именно такую	1	1
1424	нужно думать	1	1
1425	другое не	1	1
1426	формы для	1	1
1427	вопрос почему	1	1
1428	смысле и	1	1
1429	чтобы на	1	1
1430	как говорит	3	1
1431	должен представлять	1	1
1432	с коня	1	1
1433	чего оно	1	1
1434	обстоятельство что	1	1
1435	ее сердце	1	1
1436	души в	1	1
1437	во главе	1	1
1438	и характер	1	1
1439	с женщиной	1	1
1440	именно этого	1	1
1441	кругом и	1	1
1442	два мира	1	1
1443	вообще есть	1	1
1444	тошнит и	1	1
1445	выше мы	2	1
1446	месяц и	1	1
1447	того он	1	1
1448	на какие	1	1
1449	и вызывает	1	1
1450	мы пока	2	1
1451	превращался в	1	1
1452	вне связи	1	1
1453	его значение	1	1
1454	его развития	2	1
1455	истории религии	1	1
1456	чтобы его	1	1
1457	воды и	2	1
1458	вверх и	1	1
1459	они к	1	1
1460	связь с	20	1
1461	частности от	1	1
1462	о происхождении	1	1
1463	из тела	1	1
1464	него есть	1	1
1465	мир он	2	1
1466	дает свой	1	1
1467	как иначе	1	1
1468	они же	2	1
1469	предполагает что	1	1
1470	играет роль	2	1
1471	или эта	1	1
1472	очень часто	4	1
1473	д с	1	1
1474	в наше	2	1
1475	или во	1	1
1476	нельзя просто	1	1
1477	все остальные	1	1
1478	говорит если	1	1
1479	чтобы он	3	1
1480	ему на	1	1
1481	на другой	1	1
1482	ту же	2	1
1483	мало если	1	1
1484	как человек	3	1
1485	которых шла	2	1
1486	этого представления	2	1
1487	быть выяснена	1	1
1488	костей не	1	1
1489	остается на	1	1
1490	земли на	1	1
1491	он стал	2	1
1492	в развитии	2	1
1493	бы они	1	1
1494	его почти	1	1
1495	смерть как	1	1
1496	и входит	1	1
1497	можно сделать	1	1
1498	и картина	1	1
1499	вспомним что	2	1
1500	с вечера	1	1
1501	люди ходят	1	1
1502	того же	3	1
1503	проникнуть в	1	1
1504	может считаться	1	1
1505	в нее	7	1
1506	над ним	4	1
1507	с нашими	1	1
1508	я увидел	1	1
1509	и извне	1	1
1510	в землю	2	1
1511	самых ранних	2	1
1512	его так	2	1
1513	или наконец	1	1
1514	но знаем	1	1
1515	не само	1	1
1516	толкуется как	1	1
1517	превратилась в	1	1
1518	и целые	1	1
1519	два года	2	1
1520	вера в	2	1
1521	он встречается	1	1
1522	зато она	1	1
1523	это приводит	3	1
1524	их к	1	1
1525	он сказал	1	1
1526	она живет	1	1
1527	сам в	2	1
1528	с вами	1	1
1529	них не	2	1
1530	ты мне	1	1
1531	каждый год	3	1
1532	вещи все	1	1
1533	от предмета	1	1
1534	в сердце	1	1
1535	этих и	1	1
1536	есть условие	4	1
1537	те кто	1	1
1538	ее нужно	1	1
1539	человека который	1	1
1540	на место	2	1
1541	его к	3	1
1542	нам придется	1	1
1543	для которых	1	1
1544	речи о	1	1
1545	сердце тогда	1	1
1546	и мертвая	4	1
1547	меня не	2	1
1548	имеет свою	1	1
1549	и никому	1	1
1550	же могут	1	1
1551	смысл но	1	1
1552	мы до	2	1
1553	пришел к	1	1
1554	мы видели	9	1
1555	и обрядом	1	1
1556	с неба	2	1
1557	другой более	1	1
1558	чем выше	1	1
1559	трудно сказать	1	1
1560	есть однако	1	1
1561	представляет себе	1	1
1562	в сказках	5	1
1563	в состав	1	1
1564	то обстоятельство	1	1
1565	как одна	1	1
1566	к другим	1	1
1567	приближается к	2	1
1568	и конечно	1	1
1569	мере того	3	1
1570	птиц зверей	1	1
1571	в последнем	2	1
1572	и должны	1	1
1573	только те	1	1
1574	и сопоставить	1	1
1575	весь комплекс	2	1
1576	можно видеть	1	1
1577	это явствует	1	1
1578	к тем	1	1
1579	такова же	2	1
1580	к одной	1	1
1581	переходит в	1	1
1582	к определенной	1	1
1583	же еще	1	1
1584	в языке	1	1
1585	китайского императора	1	1
1586	уже содержит	1	1
1587	составные части	1	1
1588	ним и	2	1
1589	во власти	2	1
1590	неизвестно куда	1	1
1591	на первом	2	1
1592	оно было	1	1
1593	эти отдельные	1	1
1594	видах и	1	1
1595	верили в	1	1
1596	не говорится	2	1
1597	мороз и	2	1
1598	поэтому миф	1	1
1599	и движения	1	1
1600	это существо	1	1
1601	говорит и	1	1
1602	представления это	1	1
1603	пребывает в	1	1
1604	очень интересно	2	1
1605	не бог	1	1
1606	от нас	1	1
1607	до некоторой	1	1
1608	но раньше	1	1
1609	должны иметь	1	1
1610	в наиболее	1	1
1611	это она	1	1
1612	здесь он	2	1
1613	здесь очевидно	1	1
1614	душу в	3	1
1615	что сам	1	1
1616	достаточно и	1	1
1617	лечения и	1	1
1618	видели что	2	1
1619	здесь речь	1	1
1620	все рассмотренные	1	1
1621	это дерево	1	1
1622	поэтому она	1	1
1623	да это	1	1
1624	они слились	1	1
1625	лет тому	2	1
1626	и тот	1	1
1627	нас от	1	1
1628	там в	1	1
1629	за что	2	1
1630	существо хотя	1	1
1631	знать что	1	1
1632	с этого	2	1
1633	сходны с	1	1
1634	здесь мы	7	1
1635	пространство не	1	1
1636	до этого	3	1
1637	коня и	2	1
1638	однако мы	1	1
1639	одновременно с	2	1
1640	во-первых мы	1	1
1641	исследователи вроде	1	1
1642	какая же	1	1
1643	превращаются в	2	1
1644	и действительно	6	1
1645	теснейшим образом	1	1
1646	характер этого	1	1
1647	всегда при	1	1
1648	представляли себе	2	1
1649	словами если	1	1
1650	не знал	2	1
1651	к самым	1	1
1652	уже совсем	1	1
1653	при более	1	1
1654	связь есть	1	1
1655	на эту	1	1
1656	с огромной	1	1
1657	этим в	1	1
1658	становится тем	1	1
1659	от приведения	1	1
1660	совершенно естественно	1	1
1661	приводит к	2	1
1662	нас интересует	1	1
1663	или для	1	1
1664	образом получает	1	1
1665	есть частный	1	1
1666	говорили о	1	1
1667	и святых	1	1
1668	них он	1	1
1669	попытки объяснения	1	1
1670	из которого	1	1
1671	на берегу	7	1
1672	вода в	1	1
1673	во сне	5	1
1674	них же	1	1
1675	здесь нет	3	1
1676	о движении	1	1
1677	на другие	1	1
1678	нам из	1	1
1679	самый общий	1	1
1680	есть вопрос	1	1
1681	бросается в	2	1
1682	есть ее	1	1
1683	те которые	1	1
1684	можно установить	1	1
1685	же я	1	1
1686	уже из	1	1
1687	поскольку это	1	1
1688	у одного	1	1
1689	на некоторых	1	1
1690	себя за	1	1
1691	задний план	3	1
1692	мешает ему	1	1
1693	взят как	1	1
1694	он еще	1	1
1695	мы его	1	1
1696	христианство и	1	1
1697	на друга	1	1
1698	ветер или	1	1
1699	на основе	1	1
1700	новый дух	1	1
1701	в иное	9	1
1702	много что	2	1
1703	же нельзя	1	1
1704	убить его	1	1
1705	перейдем к	3	1
1706	народов и	1	1
1707	рассматривается здесь	1	1
1708	не могло	2	1
1709	в которую	2	1
1710	он хочет	1	1
1711	одна сторона	2	1
1712	при существовании	1	1
1713	иной мир	11	1
1714	переходит к	1	1
1715	он пришел	1	1
1716	всего мира	2	1
1717	только тем	2	1
1718	которая конечно	1	1
1719	уже говорили	1	1
1720	ставит на	1	1
1721	и находит	1	1
1722	пр чтобы	1	1
1723	которые и	1	1
1724	тогда как	1	1
1725	ногами и	1	1
1726	при анализе	2	1
1727	через него	3	1
1728	стороны эта	1	1
1729	мужчины в	1	1
1730	четыре типа	1	1
1731	котором нет	1	1
1732	и видит	2	1
1733	море и	2	1
1734	формами и	1	1
1735	особенно ярко	2	1
1736	это показывает	2	1
1737	никто другой	1	1
1738	и там	3	1
1739	в отличие	1	1
1740	переход от	2	1
1741	никаких признаков	1	1
1742	попытки свести	1	1
1743	он в	3	1
1744	ней то	1	1
1745	которых он	1	1
1746	примеров можно	3	1
1747	и служит	1	1
1748	лишь некоторые	1	1
1749	слава тебе	2	1
1750	отсюда становится	1	1
1751	это ясно	1	1
1752	действия не	1	1
1753	за пределами	1	1
1754	и раньше	2	1
1755	есть царство	2	1
1756	ней самой	1	1
1757	сына и	1	1
1758	лучше всего	1	1
1759	нам и	1	1
1760	это указывает	1	1
1761	в чужую	2	1
1762	легко может	1	1
1763	в свой	3	1
1764	никакого единства	1	1
1765	имеет и	1	1
1766	нож которым	1	1
1767	свою силу	1	1
1768	обычай у	1	1
1769	более простых	1	1
1770	видят в	1	1
1771	говорится в	2	1
1772	по отдельным	1	1
1773	или другое	3	1
1774	не удается	1	1
1775	материал и	1	1
1776	носят одежду	1	1
1777	или о	1	1
1778	и образуется	1	1
1779	через реку	4	1
1780	а часто	1	1
1781	еще одну	1	1
1782	исключительно в	1	1
1783	и случилось	1	1
1784	в аид	2	1
1785	в животном	2	1
1786	есть сказка	1	1
1787	в своего	1	1
1788	с каким	1	1
1789	того на	1	1
1790	отражается в	1	1
1791	прямо в	1	1
1792	обратиться к	1	1
1793	не соответствует	1	1
1794	близок к	1	1
1795	этом случае	13	1
1796	проникает в	1	1
1797	попадает в	5	1
1798	форме мы	1	1
1799	то они	1	1
1800	в старых	1	1
1801	короче говоря	1	1
1802	вокруг него	3	1
1803	ему в	3	1
1804	его мы	1	1
1805	этого они	2	1
1806	основе своей	1	1
1807	который уже	1	1
1808	и строить	1	1
1809	стихий в	1	1
1810	на вопрос	3	1
1811	знаем это	1	1
1812	это положение	1	1
1813	в последней	1	1
1814	не всякая	1	1
1815	наших глазах	1	1
1816	от мира	1	1
1817	обе эти	1	1
1818	у тебя	1	1
1819	греческой мифологии	1	1
1820	в указанном	1	1
1821	не будем	6	1
1822	сказать я	1	1
1823	ли возможно	1	1
1824	что может	1	1
1825	быть отнесены	1	1
1826	е мы	1	1
1827	которых ничего	1	1
1828	она его	1	1
1829	естественно что	1	1
1830	на одно	1	1
1831	переход к	1	1
1832	что три	1	1
1833	и почему	1	1
1834	что так	1	1
1835	в литературе	1	1
1836	которых каждый	1	1
1837	нам еще	1	1
1838	видит что	3	1
1839	где он	1	1
1840	интересно и	1	1
1841	д мы	3	1
1842	показать их	1	1
1843	но одно	1	1
1844	конечно есть	1	1
1845	превратиться в	1	1
1846	слова а	1	1
1847	а другое	1	1
1848	представление которое	1	1
1849	я предполагаю	1	1
1850	себя это	1	1
1851	между мифом	1	1
1852	не развивается	1	1
1853	тоже очень	1	1
1854	в ином	3	1
1855	материалы которые	1	1
1856	а на	2	1
1857	дают нам	1	1
1858	часто также	1	1
1859	иногда и	4	1
1860	пределах одной	1	1
1861	шла речь	1	1
1862	из форм	1	1
1863	и совсем	1	1
1864	в мертвую	1	1
1865	а также	5	1
1866	этом не	1	1
1867	д или	3	1
1868	здесь имеется	1	1
1869	тут он	2	1
1870	некоторых случаях	4	1
1871	места в	1	1
1872	если вся	1	1
1873	в ту	1	1
1874	его имени	1	1
1875	жизнь или	1	1
1876	власть в	1	1
1877	особенности повезло	1	1
1878	он видит	4	1
1879	не содержащий	1	1
1880	совершенно точно	1	1
1881	сейчас видно	1	1
1882	им и	2	1
1883	или даже	1	1
1884	такие формы	1	1
1885	в греческой	1	1
1886	которая при	1	1
1887	это происходит	3	1
1888	он состоит	2	1
1889	нет у	1	1
1890	и могут	1	1
1891	это несомненно	1	1
1892	относятся к	1	1
1893	перешли в	1	1
1894	с началом	1	1
1895	ли такие	1	1
1896	на солнце	1	1
1897	то можно	1	1
1898	путь к	1	1
1899	ему как	1	1
1900	что тот	1	1
1901	и таким	2	1
1902	гибель всего	1	1
1903	целого и	1	1
1904	и тело	1	1
1905	вода и	2	1
1906	не все	1	1
1907	голове и	1	1
1908	человеческим голосом	1	1
1909	как категория	1	1
1910	к одному	1	1
1911	без всякой	1	1
1912	в юности	1	1
1913	и первые	1	1
1914	не обязательна	1	1
1915	с чего	1	1
1916	и хочет	1	1
1917	и живой	1	1
1918	развитой форме	1	1
1919	он это	2	1
1920	такую же	2	1
1921	же ее	1	1
1922	становится все	1	1
1923	он ни	1	1
1924	такие же	1	1
1925	какие же?	1	1
1926	на задний	3	1
1927	египетской религии	1	1
1928	вот эту	1	1
1929	например у	2	1
1930	случае если	1	1
1931	по большей	1	1
1932	могут служить	1	1
1933	что такого	1	1
1934	основной вывод	1	1
1935	из ряда	1	1
1936	изучены в	1	1
1937	но кто	1	1
1938	одну из	5	1
1939	здесь только	1	1
1940	не изучены	1	1
1941	как самостоятельное	1	1
1942	объяснению его	1	1
1943	язык и	2	1
1944	и решил	1	1
1945	уже после	2	1
1946	а по	3	1
1947	и солнце	1	1
1948	эта сторона	2	1
1949	по земле	1	1
1950	в xvii	1	1
1951	не через	1	1
1952	на границе	1	1
1953	что образ	2	1
1954	каждый раз	1	1
1955	на островах	1	1
1956	действует так	1	1
1957	этот факт	1	1
1958	имеет свое	1	1
1959	это также	1	1
1960	болезнь и	1	1
1961	крови и	1	1
1962	даже при	1	1
1963	в пределах	5	1
1964	есть например	1	1
1965	всякие попытки	1	1
1966	иначе мы	2	1
1967	уже видели	2	1
1968	этого образа	1	1
1969	человека с	2	1
1970	к которой	1	1
1971	отца он	1	1
1972	с кем	2	1
1973	не касается	1	1
1974	происходит от	1	1
1975	существом и	1	1
1976	его а	1	1
1977	как совершенно	1	1
1978	другой форме	1	1
1979	людей которые	1	1
1980	знает и	2	1
1981	неба в	1	1
1982	не хотел	1	1
1983	люди не	1	1
1984	допустить что	1	1
1985	не без	1	1
1986	переходит на	2	1
1987	два различных	1	1
1988	частный случай	3	1
1989	явление в	2	1
1990	по всей	1	1
1991	ступени его	1	1
1992	где эта	1	1
1993	видим ее	1	1
1994	она-то и	1	1
1995	у первого	1	1
1996	в друга	1	1
1997	крылья и	1	1
1998	получает свою	1	1
1999	как несколько	1	1
2000	и способ	1	1
2001	огонь а	1	1
2002	исторически и	1	1
2003	никому не	1	1
2004	авторы этих	1	1
2005	с головой	1	1
2006	в другую	2	1
2007	тех которые	2	1
2008	уже много	1	1
2009	право на	2	1
2010	должны признать	1	1
2011	принципы и	1	1
2012	в эти	1	1
2013	само собой	1	1
2014	если на	1	1
2015	то все	1	1
2016	смысле мы	1	1
2017	в мышлении	2	1
2018	и постепенно	1	1
2019	где из	1	1
2020	она могла	1	1
2021	иногда даже	4	1
2022	как живой	1	1
2023	проста и	1	1
2024	животных и	2	1
2025	в лице	2	1
2026	всякий предмет	1	1
2027	и живых	1	1
2028	жизнью и	1	1
2029	в руках	1	1
2030	вопроса не	1	1
2031	как символ	1	1
2032	и восстановление	1	1
2033	уходила в	1	1
