N	2gram	Nazirov_Tv	Formalny
1305	мы обнаруживаем	1	1
1306	однако эта	1	1
1307	так отчасти	1	1
1308	за ними	1	1
1309	хотя в	1	1
1310	кто же	2	1
1311	и роман	1	1
1312	других людей	2	1
1313	таково же	1	1
1314	дело обстояло	1	1
1315	является одним	3	1
1316	которые сами	1	1
1317	второй этап	1	1
1318	доказывать что	1	1
1319	положение нуждается	1	1
1320	достоевский и	4	1
1321	человека по	1	1
1322	литературу достоевский	1	1
1323	в историческом	1	1
1324	идеи достоевского	1	1
1325	говорили что	2	1
1326	и всяческих	1	1
1327	сравнительно с	1	1
1328	с ней	1	1
1329	родился в	2	1
1330	это действительно	1	1
1331	этот период	1	1
1332	всего на	1	1
1333	а тем	1	1
1334	и несколько	1	1
1335	нечто вроде	1	1
1336	останавливается и	1	1
1337	определенный художественный	1	1
1338	истории не	1	1
1339	и событий	1	1
1340	возможно что	1	1
1341	оснований для	1	1
1342	бы его	1	1
1343	условия для	1	1
1344	иногда в	1	1
1345	то у	3	1
1346	о его	1	1
1347	в доме	1	1
1348	конструктивный момент	1	1
1349	образом в	1	1
1350	он пытается	1	1
1351	ней в	1	1
1352	в жанре	1	1
1353	деле это	1	1
1354	значило бы	1	1
1355	внутренний мир	1	1
1356	его к	2	1
1357	он создает	1	1
1358	является общим	1	1
1359	развития в	2	1
1360	была совершенно	1	1
1361	жизни таким	1	1
1362	основе всех	1	1
1363	в последующем	1	1
1364	от ее	2	1
1365	человека но	3	1
1366	гораздо более	2	1
1367	нет не	2	1
1368	одного и	1	1
1369	становится объектом	1	1
1370	для многих	1	1
1371	не выдерживает	1	1
1372	своего рода	7	1
1373	мире и	1	1
1374	не мешает	1	1
1375	это неверно	1	1
1376	всего произведения	1	1
1377	на деле	3	1
1378	него за	1	1
1379	и будет	2	1
1380	а потому	1	1
1381	а теперь	1	1
1382	характерная для	1	1
1383	эти его	1	1
1384	фабулы и	2	1
1385	движется не	1	1
1386	же выразится	1	1
1387	же самая	2	1
1388	романа его	1	1
1389	известно что	4	1
1390	первый этап	1	1
1391	протекать в	1	1
1392	им как	1	1
1393	своего собственного	2	1
1394	и стиль	1	1
1395	резко отличен	1	1
1396	вот его	1	1
1397	рассказа и	1	1
1398	сюжете и	1	1
1399	и философии	1	1
1400	понимал и	1	1
1401	связанное с	1	1
1402	она дана	1	1
1403	здесь он	1	1
1404	истории в	1	1
1405	переходит от	1	1
1406	в область	4	1
1407	этот принцип	2	1
1408	человека во	1	1
1409	и делает	1	1
1410	критики и	2	1
1411	жизненное событие	1	1
1412	обратное воздействие	1	1
1413	нежели у	1	1
1414	позиции в	1	1
1415	он лишь	1	1
1416	только еще	1	1
1417	и метода	1	1
1418	полном согласии	1	1
1419	психологии и	1	1
1420	текста и	1	1
1421	к уже	1	1
1422	и делают	1	1
1423	самим собой	4	1
1424	что у	5	1
1425	он будет	1	1
1426	его сознания	1	1
1427	путем изменения	1	1
1428	на наш	1	1
1429	действия то	1	1
1430	нет почти	1	1
1431	представляются нам	1	1
1432	не знал	2	1
1433	ли не	3	1
1434	ни внешним	1	1
1435	человека на	1	1
1436	связанные с	1	1
1437	отнесены к	1	1
1438	русского романа	1	1
1439	этой области	1	1
1440	о котором	2	1
1441	всякая схема	1	1
1442	если можно	1	1
1443	по самому	2	1
1444	для настоящего	1	1
1445	которая сама	1	1
1446	счете и	1	1
1447	литературе о	1	1
1448	знает что	1	1
1449	философии но	2	1
1450	первой главе	1	1
1451	к которой	1	1
1452	по крайней	4	1
1453	этого движения	1	1
1454	наконец очень	1	1
1455	образом чтобы	1	1
1456	с традицией	2	1
1457	частей и	1	1
1458	жизни так	1	1
1459	это историческое	1	1
1460	нет ничего	1	1
1461	и завершается	1	1
1462	в прозе	1	1
1463	моей жизни	1	1
1464	бы с	1	1
1465	что социальное	1	1
1466	фабулу в	1	1
1467	видим что	1	1
1468	не имеют	4	1
1469	такую же	1	1
1470	его содержания	1	1
1471	на той	1	1
1472	его участие	1	1
1473	на друга	1	1
1474	иметь характер	1	1
1475	это все	2	1
1476	и поэтому	2	1
1477	менее важна	1	1
1478	с а	1	1
1479	но лишь	1	1
1480	а через	1	1
1481	спасти от	1	1
1482	для меня	1	1
1483	уже говорили	2	1
1484	очень хорошо	1	1
1485	он хочет	1	1
1486	что также	1	1
1487	нет никакой	1	1
1488	эти связи	1	1
1489	построение и	1	1
1490	вслед за	2	1
1491	критика в	1	1
1492	чем не	1	1
1493	в новых	2	1
1494	тогда как	3	1
1495	в обоих	1	1
1496	следовать в	1	1
1497	еще один	1	1
1498	бытия проблема	1	1
1499	он весь	1	1
1500	в творчестве	10	1
1501	лишь одна	1	1
1502	автора в	2	1
1503	вячеслав иванов	1	1
1504	и а	1	1
1505	сюжета на	1	1
1506	нравов и	1	1
1507	неотделима от	2	1
1508	типичное для	1	1
1509	событий в	2	1
1510	мог бы	1	1
1511	опровергают его	1	1
1512	х оно	1	1
1513	значение имеет	1	1
1514	современном искусстве	1	1
1515	образом сюжет	1	1
1516	в образе	4	1
1517	за пределами	1	1
1518	их место	1	1
1519	ли можно	1	1
1520	даже без	1	1
1521	не имел	1	1
1522	к компромиссу	1	1
1523	сюжета если	1	1
1524	из воспоминаний	1	1
1525	эта диалектика	1	1
1526	идей и	2	1
1527	если взять	1	1
1528	их действовать	1	1
1529	движения и	1	1
1530	который и	1	1
1531	в другое	1	1
1532	чуть ли	1	1
1533	меня не	2	1
1534	была новой	1	1
1535	упрекали в	1	1
1536	которого он	2	1
1537	рассматривать в	3	1
1538	в социальном	1	1
1539	дает нам	1	1
1540	проникает в	2	1
1541	но на	1	1
1542	важным этапом	1	1
1543	нее как	1	1
1544	с психологическим	1	1
1545	быть действительно	1	1
1546	конечно этот	1	1
1547	может не	2	1
1548	не во	2	1
1549	среда и	1	1
1550	сделать и	1	1
1551	в ущерб	1	1
1552	о значении	1	1
1553	часть работы	1	1
1554	сколько в	1	1
1555	для друга	1	1
1556	предположение что	1	1
1557	романа но	1	1
1558	в возможность	1	1
1559	его экономическим	1	1
1560	чего не	1	1
1561	и сознание	1	1
1562	а это	1	1
1563	только его	1	1
1564	социально-исторической действительности	1	1
1565	неопределенно и	1	1
1566	что так	1	1
1567	в жизнь	2	1
1568	что с	2	1
1569	н толстого	1	1
1570	и тут	2	1
1571	не заметить	1	1
1572	совсем еще	1	1
1573	в полном	1	1
1574	многое в	1	1
1575	его перед	1	1
1576	живописи не	1	1
1577	быту когда	1	1
1578	бытие и	1	1
1579	в какую	1	1
1580	сами являются	1	1
1581	в движение	1	1
1582	л п	7	1
1583	вовсе нет	1	1
1584	большая часть	1	1
1585	не замечаем	1	1
1586	за которой	1	1
1587	же именно	1	1
1588	борьбу с	1	1
1589	больше чем	2	1
1590	себе что	1	1
1591	жизни это	1	1
1592	из хаоса	1	1
1593	за этим	1	1
1594	и где	1	1
1595	о характере	1	1
1596	в другую	1	1
1597	иного рода	1	1
1598	это еще	2	1
1599	сцен и	1	1
1600	без этой	1	1
1601	и диалога	1	1
1602	в ту	4	1
1603	их взаимоотношения	1	1
1604	что сами	1	1
1605	ей как	1	1
1606	по-разному в	1	1
1607	идеологических конфликтов	2	1
1608	этого развития	1	1
1609	можно считать	1	1
1610	в стороне	2	1
1611	не похож	2	1
1612	положение в	1	1
1613	с той	1	1
1614	нас к	1	1
1615	один момент	1	1
1616	не хватает	1	1
1617	сам является	1	1
1618	но по	1	1
1619	для контраста	1	1
1620	науки в	1	1
1621	по своему	1	1
1622	без этого	1	1
1623	этого вопроса	2	1
1624	критики в	1	1
1625	в действительной	1	1
1626	своего пути	1	1
1627	впечатления от	1	1
1628	творчество с	1	1
1629	уже чисто	1	1
1630	для которого	1	1
1631	сталкивается с	1	1
1632	об этом	4	1
1633	путь к	1	1
1634	очень важную	1	1
1635	акакий акакиевич	1	1
1636	говорит об	2	1
1637	ему как	1	1
1638	а так	1	1
1639	как результат	1	1
1640	не все	2	1
1641	руки и	1	1
1642	ряда в	1	1
1643	тоже не	2	1
1644	произведений это	1	1
1645	его жизненной	1	1
1646	в г	1	1
1647	из контекста	1	1
1648	за то	2	1
1649	предела к	1	1
1650	ориентировался на	2	1
1651	возвращается к	1	1
1652	произведении является	1	1
1653	завершение в	1	1
1654	каких бы	2	1
1655	это связано	1	1
1656	а просто	1	1
1657	он чувствует	3	1
1658	с первым	1	1
1659	это слияние	1	1
1660	их противоположности	1	1
1661	анализа и	1	1
1662	так называемой	1	1
1663	ли и	1	1
1664	романов из	1	1
1665	однако уже	1	1
1666	надо было	2	1
1667	материала то	1	1
1668	также и	1	1
1669	в течение	1	1
1670	восприятие и	1	1
1671	что нужно	1	1
1672	мы узнаем	3	1
1673	анализ самого	1	1
1674	характерный для	1	1
1675	просто не	3	1
1676	связана с	2	1
1677	идет уже	1	1
1678	не существовало	1	1
1679	было это	1	1
1680	как отрицание	1	1
1681	всего его	1	1
1682	частности в	1	1
1683	но такое	1	1
1684	в начале	2	1
1685	для русского	1	1
1686	в нашей	2	1
1687	резко отличается	1	1
1688	и времени	1	1
1689	реальное время	1	1
1690	человека с	2	1
1691	говорили уже	1	1
1692	у нее	4	1
1693	быть определен	1	1
1694	и часто	1	1
1695	своеобразия каждой	1	1
1696	это сам	1	1
1697	пространства и	2	1
1698	еще на	1	1
1699	определяющие ее	1	1
1700	с так	1	1
1701	уже тогда	1	1
1702	всех его	1	1
1703	в книге	3	1
1704	этот роман	2	1
1705	а скорее	1	1
1706	лишь условно	1	1
1707	содержанием и	1	1
1708	так можно	1	1
1709	социальных связей	1	1
1710	путем введения	1	1
1711	отрывается от	1	1
1712	связи между	1	1
1713	дня и	2	1
1714	страх перед	2	1
1715	понята как	1	1
1716	его до	1	1
1717	для своих	1	1
1718	и драматической	1	1
1719	о своих	2	1
1720	все другие	1	1
1721	тут-то и	1	1
1722	он пытался	1	1
1723	эти два	1	1
1724	быть названы	1	1
1725	что иное	1	1
1726	очень важен	1	1
1727	здесь они	1	1
1728	определяет выбор	1	1
1729	три года	1	1
1730	идею и	1	1
1731	им не	1	1
1732	выводов из	1	1
1733	внедряется в	1	1
1734	он ищет	1	1
1735	вообще как	1	1
1736	к идее	1	1
1737	иное как	1	1
1738	раз за	1	1
1739	мира дело	1	1
