N	2gram	Bakhtin_fo	Tvorches
1304	и обратно	1	1
1305	это самое	1	1
1306	огромную роль	1	1
1307	в больших	1	1
1308	не оказалось	1	1
1309	бы нас	2	1
1310	все они	4	1
1311	здесь лишь	1	1
1312	сюжетное движение	1	1
1313	и выбора	1	1
1314	бросается в	1	1
1315	еще и	3	1
1316	со временем	1	1
1317	этот день	1	1
1318	и всему	2	1
1319	бы и	1	1
1320	человек требует	1	1
1321	действия но	1	1
1322	цели не	1	1
1323	в главе	3	1
1324	весь человек	1	1
1325	когда мы	2	1
1326	тех же	2	1
1327	как пример	1	1
1328	со всех	2	1
1329	такую же	1	1
1330	ибо не	1	1
1331	мне больше	1	1
1332	то и	1	1
1333	жизни например	1	1
1334	в течение	2	1
1335	с нами	1	1
1336	важно подчеркнуть	1	1
1337	это то	2	1
1338	на друга	4	1
1339	на основе	5	1
1340	том как	2	1
1341	не быть	3	1
1342	характер не	3	1
1343	дорогу и	1	1
1344	весьма часто	2	1
1345	и шута	1	1
1346	слова и	4	1
1347	всего на	1	1
1348	ряд с	1	1
1349	тождество и	1	1
1350	в фольклоре	2	1
1351	и читателей	1	1
1352	он хочет	1	1
1353	вступает в	2	1
1354	его герои	1	1
1355	его характер	1	1
1356	кроме этой	1	1
1357	и степени	1	1
1358	люди не	1	1
1359	нет никакой	1	1
1360	целый ряд	2	1
1361	развития так	1	1
1362	и целый	1	1
1363	них более	1	1
1364	времени отсюда	1	1
1365	чем не	5	1
1366	как одновременное	1	1
1367	не без	2	1
1368	и полно	1	1
1369	еще один	1	1
1370	литературы в	3	1
1371	было и	4	1
1372	мы пользуясь	1	1
1373	вне его	2	1
1374	мотивы и	2	1
1375	он весь	3	1
1376	он дает	1	1
1377	для читателя	1	1
1378	жизни по	2	1
1379	имеем в	3	1
1380	на которые	2	1
1381	процесс и	1	1
1382	ней по	2	1
1383	нравов и	1	1
1384	стремился восстановить	1	1
1385	не совсем	1	1
1386	важно было	1	1
1387	дана в	1	1
1388	пародия на	1	1
1389	если мы	2	1
1390	же романе	1	1
1391	принадлежит к	4	1
1392	разрезе одного	2	1
1393	значение имеет	2	1
1394	оно стало	1	1
1395	и честный	1	1
1396	на первый	2	1
1397	под знаком	3	1
1398	лучше всего	2	1
1399	развитии все	1	1
1400	событие в	2	1
1401	героев это	1	1
1402	читателей на	1	1
1403	реального мира	1	1
1404	этого слова	2	1
1405	этот быт	1	1
1406	является только	1	1
1407	в мировой	2	1
1408	это произведение	1	1
1409	и для	12	1
1410	мир и	2	1
1411	смеха и	1	1
1412	контакта с	2	1
1413	в самой	3	1
1414	в настоящее	1	1
1415	в трагедии	3	1
1416	и искусства	1	1
1417	случая в	2	1
1418	естественном состоянии	2	1
1419	проблемы времени	1	1
1420	сочетается в	1	1
1421	они были	4	1
1422	с исключительной	3	1
1423	глава xi	1	1
1424	это новое	2	1
1425	сторона в	1	1
1426	на время	1	1
1427	на поверхность	1	1
1428	широко использует	1	1
1429	романе от	1	1
1430	и узнают	1	1
1431	в социальном	1	1
1432	такое же	1	1
1433	достоинства и	1	1
1434	в положение	1	1
1435	этом случае	1	1
1436	литературе нового	1	1
1437	находятся в	1	1
1438	пределами романа	2	1
1439	форм и	1	1
1440	расчленяется на	1	1
1441	в более	2	1
1442	вокруг него	1	1
1443	ему в	3	1
1444	судьбы в	1	1
1445	полемически заострен	1	1
1446	ничем не	1	1
1447	они не	4	1
1448	и события	3	1
1449	ряд других	1	1
1450	и было	4	1
1451	в поэзии	2	1
1452	в первый	1	1
1453	сочетается с	3	1
1454	точно не	1	1
1455	или великий	1	1
1456	быть самим	1	1
1457	или скажем	1	1
1458	романа но	5	1
1459	всего мира	1	1
1460	одна и	2	1
1461	мы имеем	2	1
1462	или два	1	1
1463	романа то	3	1
1464	мире в	1	1
1465	романа эта	1	1
1466	преимуществу в	1	1
1467	а это	1	1
1468	в замке	1	1
1469	себя самого	1	1
1470	этого нового	3	1
1471	совершенно не	3	1
1472	день и	2	1
1473	для нас	2	1
1474	видеть в	1	1
1475	в полном	2	1
1476	и гордо	1	1
1477	на одной	2	1
1478	бытие и	1	1
1479	на помощь	1	1
1480	кто бы	1	1
1481	а все	1	1
1482	вещие сны	2	1
1483	и художественное	1	1
1484	в движение	3	1
1485	все равно	1	1
1486	в ином	1	1
1487	к самой	1	1
1488	однако не	2	1
1489	а на	1	1
1490	человека этот	1	1
1491	борьбу с	1	1
1492	фоном и	1	1
1493	века и	3	1
1494	сюжетных мотивов	1	1
1495	со всем	1	1
1496	не обладает	1	1
1497	жизни это	2	1
1498	и юмора	1	1
1499	из хаоса	1	1
1500	и философские	1	1
1501	а также	5	1
1502	даже на	1	1
1503	в другую	3	1
1504	тесно связан	1	1
1505	всем существом	1	1
1506	всегда есть	1	1
1507	места в	2	1
1508	менее всего	2	1
1509	и эта	2	1
1510	виду что	2	1
1511	он видел	1	1
1512	перед смертью	1	1
1513	главный герой	2	1
1514	здесь даже	1	1
1515	он один	1	1
1516	вообще не	4	1
1517	только два	2	1
1518	идей все	1	1
1519	не имеющего	1	1
1520	участие в	1	1
1521	когда герой	1	1
1522	не подлежит	1	1
1523	лежит на	1	1
1524	есть в	3	1
1525	но по	2	1
1526	человеком в	1	1
1527	является не	2	1
1528	бы нам	1	1
1529	идеологии и	1	1
1530	на фоне	3	1
1531	к концу	3	1
1532	по своему	3	1
1533	и несравненно	1	1
1534	как люди	1	1
1535	со своей	3	1
1536	в действительной	2	1
1537	эпизод в	1	1
1538	это было	2	1
1539	лежит в	2	1
1540	фольклор и	1	1
1541	мире без	1	1
1542	очень важную	1	1
1543	единство и	1	1
1544	его же	1	1
1545	романа еще	1	1
1546	ему как	1	1
1547	играют в	1	1
1548	такого человека	1	1
1549	а так	1	1
1550	обликом ни	1	1
1551	тем более	4	1
1552	руки и	1	1
1553	смерти и	2	1
1554	но конечно	3	1
1555	известное значение	1	1
1556	общественной жизни	1	1
1557	строй и	1	1
1558	друг за	2	1
1559	рыдает в	1	1
1560	и сила	1	1
1561	что от	1	1
1562	только к	3	1
1563	одного момента	2	1
1564	как ни	1	1
1565	эпизоде с	4	1
1566	вырождается в	1	1
1567	возвращается к	1	1
1568	часу в	1	1
1569	ему нужно	1	1
1570	изображении болезни	1	1
1571	каждом из	2	1
1572	в знаменитой	1	1
1573	должно быть	6	1
1574	так называемой	1	1
1575	дома на	1	1
1576	и почти	2	1
1577	и ни	1	1
1578	один день	1	1
1579	одну из	2	1
1580	говорим о	1	1
1581	плачут и	1	1
1582	это для	1	1
1583	еще одну	1	1
1584	из древнейших	1	1
1585	мы должны	2	1
1586	ее у	1	1
1587	другом месте	2	1
1588	их так	1	1
1589	вставные новеллы	1	1
1590	когда-то в	1	1
1591	не о	2	1
1592	и внутренних	1	1
1593	всеми этими	1	1
1594	свою жизнь	1	1
1595	есть и	4	1
1596	конце романа	5	1
1597	же что	3	1
1598	частности в	1	1
1599	народ это	1	1
1600	конечно в	1	1
1601	быта он	2	1
1602	когда оно	1	1
1603	резко отличается	1	1
1604	но дело	2	1
1605	жизнь есть	1	1
1606	в пределах	8	1
1607	стороны и	2	1
1608	с прошлым	1	1
1609	и времени	9	1
1610	реальное время	2	1
1611	стало быть	1	1
1612	по вертикали	6	1
1613	на всю	1	1
1614	при всем	1	1
1615	в большинстве	3	1
1616	с человеком	2	1
1617	художественного мира	1	1
1618	в спальню	1	1
1619	власть в	1	1
1620	этой схемы	1	1
1621	быту и	1	1
1622	них свои	1	1
1623	заострен против	1	1
1624	времени ибо	1	1
1625	что будет	1	1
1626	времени с	3	1
1627	же самое	2	1
1628	него и	1	1
1629	типичен для	1	1
1630	человека из	1	1
1631	содержанием и	1	1
1632	к моменту	1	1
1633	них нет	1	1
1634	начале xx	1	1
1635	которые в	2	1
1636	отличного от	1	1
1637	сказать в	2	1
1638	связи между	2	1
1639	в браке	2	1
1640	пор еще	1	1
1641	авантюрным романом	1	1
1642	или иной	4	1
1643	относительности мы	1	1
1644	образов и	1	1
1645	бытия и	2	1
1646	частности с	2	1
1647	и прежде	4	1
1648	общества и	1	1
1649	романе мы	2	1
1650	как самого	1	1
1651	и дальше	1	1
1652	на то	1	1
1653	показанное в	1	1
1654	были хорошо	1	1
1655	мы видели	2	1
1656	людей как	1	1
1657	письма монтескье	1	1
1658	в эти	1	1
1659	человек не	1	1
1660	само собой	2	1
1661	и самый	3	1
1662	быть названы	1	1
1663	в буржуазном	1	1
1664	все такие	1	1
1665	ни был	2	1
1666	идеологическим содержанием	2	1
1667	здесь они	3	1
1668	противоречии с	1	1
1669	для некоторых	1	1
1670	ряда в	3	1
1671	эпохи и	1	1
1672	дальше в	1	1
1673	характер времени	1	1
1674	не можем	1	1
1675	своих произведений	1	1
1676	русском переводе	1	1
1677	разнообразен но	1	1
1678	раз за	1	1
1679	человеческой природы	2	1
1680	смыкается с	1	1
1681	у великих	1	1
