N	2gram	Vygotskiy_	DiskursI
1294	как например	1	1
1295	в словесную	1	1
1296	ведущей роли	1	1
1297	потому и	4	1
1298	всех трех	1	1
1299	которому мы	2	1
1300	в расчет	1	1
1301	это сделал	1	1
1302	это разделение	1	1
1303	на что	1	1
1304	сегодня в	2	1
1305	на более	1	1
1306	может ли	2	1
1307	он в	3	1
1308	непосредственно из	1	1
1309	но который	2	1
1310	мог бы	1	1
1311	начиная с	1	1
1312	которые уже	1	1
1313	как тот	1	1
1314	развитием не	2	1
1315	корнями в	1	1
1316	только при	1	1
1317	двух противоположных	1	1
1318	том же	1	1
1319	в теоретическом	1	1
1320	каждый день	1	1
1321	всю область	1	1
1322	не стоит	1	1
1323	но если	7	1
1324	здесь и	1	1
1325	ума что	1	1
1326	принципиально иное	1	1
1327	на примерах	1	1
1328	утверждая что	1	1
1329	в понимании	1	1
1330	что во	1	1
1331	состоящая в	1	1
1332	сравнительно поздно	1	1
1333	только потому	1	1
1334	имеет не	1	1
1335	связанных между	1	1
1336	движения и	1	1
1337	точку зрения	1	1
1338	тот же	7	1
1339	подойти к	1	1
1340	собой по	1	1
1341	постановки вопроса	1	1
1342	он должен	9	1
1343	каждом шагу	3	1
1344	более глубокий	1	1
1345	специальном исследовании	1	1
1346	которому в	1	1
1347	стороны речи	3	1
1348	целому ряду	3	1
1349	возможность не	1	1
1350	им как	1	1
1351	новый и	1	1
1352	и речью	1	1
1353	хорошо известны	1	1
1354	мысли а	1	1
1355	поэтому что	1	1
1356	может с	1	1
1357	самой теории	1	1
1358	так как	20	1
1359	только по	4	1
1360	данной главе	1	1
1361	оно означает	1	1
1362	этот процесс	5	1
1363	он выступает	1	1
1364	по сходству	1	1
1365	бы свое	1	1
1366	нас не	1	1
1367	второй половине	1	1
1368	в общих	1	1
1369	сколько в	1	1
1370	и за	1	1
1371	процесс развития	14	1
1372	что означает	1	1
1373	от которого	1	1
1374	он начинает	1	1
1375	же мере	5	1
1376	и наблюдения	1	1
1377	он и	1	1
1378	не достигает	1	1
1379	для нас	1	1
1380	где он	1	1
1381	и всегда	1	1
1382	не способен	3	1
1383	мышления является	1	1
1384	на самом	3	1
1385	что каждый	1	1
1386	ради чего	1	1
1387	слово в	3	1
1388	слова а	1	1
1389	памяти в	1	1
1390	самой природой	2	1
1391	том в	1	1
1392	в ином	3	1
1393	в виде	3	1
1394	раз в	4	1
1395	но с	2	1
1396	это слово	3	1
1397	от друга	5	1
1398	к некоторому	1	1
1399	этого не	1	1
1400	что к	2	1
1401	скрытом виде	2	1
1402	же в	2	1
1403	как наиболее	2	1
1404	же по	3	1
1405	и тому	2	1
1406	с теми	1	1
1407	за самим	1	1
1408	звено в	1	1
1409	сознания но	1	1
1410	были как	1	1
1411	которое никогда	1	1
1412	словами самого	1	1
1413	при которой	2	1
1414	научном мышлении	2	1
1415	своей речи	1	1
1416	в ряде	2	1
1417	случае не	2	1
1418	лежащей в	1	1
1419	что этот	1	1
1420	положения что	3	1
1421	является по	2	1
1422	и последующих	1	1
1423	этот раз	1	1
1424	говоря мы	1	1
1425	но по	1	1
1426	другом месте	4	1
1427	в еще	1	1
1428	и со	1	1
1429	более ранних	1	1
1430	чем мы	1	1
1431	другого как	1	1
1432	по самой	4	1
1433	в условиях	3	1
1434	к признанию	1	1
1435	должен быть	1	1
1436	его же	2	1
1437	если первая	1	1
1438	и таким	1	1
1439	целого и	1	1
1440	при изучении	1	1
1441	в школьном	28	1
1442	если не	3	1
1443	мысли в	5	1
1444	факта в	1	1
1445	другом случае	2	1
1446	следующей главе	2	1
1447	двоякого рода	1	1
1448	с устной	2	1
1449	как слово	1	1
1450	характеризует как	1	1
1451	которая как	2	1
1452	возникают и	3	1
1453	от первого	1	1
1454	всю совокупность	1	1
1455	предположить что	3	1
1456	и психологической	1	1
1457	тем чем	2	1
1458	обычно в	1	1
1459	в будущем	1	1
1460	и эти	2	1
1461	же из	1	1
1462	и других	7	1
1463	такие же	1	1
1464	даже такое	1	1
1465	некоторых его	1	1
1466	это как	1	1
1467	в основных	1	1
1468	проистекает из	4	1
1469	внутреннее единство	1	1
1470	чистом виде	1	1
1471	не могу	1	1
1472	т.п и	1	1
1473	человека все	1	1
1474	мысли оно	1	1
1475	всегда может	1	1
1476	легко показать	1	1
1477	чем то	1	1
1478	но всегда	1	1
1479	бы назвать	1	1
1480	с совершенно	1	1
1481	всяком новом	1	1
1482	одни и	1	1
1483	в отношениях	1	1
1484	мы узнаем	1	1
1485	очередь по	1	1
1486	независимо от	3	1
1487	с языком	1	1
1488	является таким	1	1
1489	речь письменная	1	1
1490	казалось бы	5	1
1491	ориентироваться на	2	1
1492	развитие а	1	1
1493	всех этих	1	1
1494	оказывается что	1	1
1495	между сциллой	1	1
1496	устной речи	24	1
1497	одном ряду	1	1
1498	или иначе	1	1
1499	от того	8	1
1500	поэтому для	1	1
1501	этих случаях	1	1
1502	что из	1	1
1503	своей предполагает	1	1
1504	слова или	1	1
1505	думать что	1	1
1506	с двумя	1	1
1507	мыслью и	2	1
1508	развивается в	1	1
1509	чего она	1	1
1510	еще на	1	1
1511	это знание	1	1
1512	могло быть	1	1
1513	становится столь	1	1
1514	состоят в	1	1
1515	новое понимание	1	1
1516	другому в	1	1
1517	где на	1	1
1518	к опыту	1	1
1519	к моменту	3	1
1520	для такого	1	1
1521	которые в	4	1
1522	не можем	2	1
1523	совершается вне	1	1
1524	позже у	1	1
1525	может означать	1	1
1526	применимо к	1	1
1527	этом и	2	1
1528	знает он	1	1
1529	ее из	1	1
1530	обращаться к	1	1
1531	брат и	2	1
1532	это означает	1	1
1533	к известным	1	1
1534	и харибдой	1	1
1535	нет как	1	1
1536	чем-то существенно	1	1
1537	на каждом	3	1
1538	отношении не	1	1
1539	в сознании	5	1
1540	чем та	1	1
1541	тех или	2	1
1542	на всем	5	1
1543	мышления как	2	1
1544	каждый момент	1	1
1545	в самых	4	1
1546	не появляется	1	1
1547	и постепенно	2	1
1548	таким же	3	1
1549	и особенностей	1	1
1550	именно это	2	1
1551	речь или	1	1
1552	себе а	1	1
1553	и сами	2	1
1554	как вообще	2	1
1555	и слишком	1	1
1556	как для	1	1
1557	последовательности в	1	1
1558	и письмо	1	1
1559	дома как	1	1
1560	в известной	3	1
1561	иное как	2	1
1562	является акт	1	1
1563	слово имеет	1	1
1564	а представляет	1	1
1565	на самый	1	1
1566	и практически	1	1
