N	2gram	Tiupa_Vved	Myshleni
1304	цели в	1	2
1305	перестает быть	1	2
1306	и предполагает	2	2
1307	жизни а	1	2
1308	не должен	2	2
1309	являются не	1	2
1310	его собственной	2	2
1311	из земли	1	2
1312	и действия	2	2
1313	следует отнести	2	2
1314	отмечает что	1	2
1315	не имеем	1	2
1316	не об	1	2
1317	картину в	1	2
1318	в игру	1	2
1319	состояла в	1	2
1320	они сами	1	2
1321	справедливо говорит	1	2
1322	свои собственные	1	2
1323	обладал бы	1	2
1324	той степени	1	2
1325	детей это	1	2
1326	это будет	1	2
1327	еще до	2	2
1328	всю совокупность	1	2
1329	это развитие	1	2
1330	и через	2	2
1331	состоящий в	1	2
1332	в осознании	1	2
1333	оказывается для	1	2
1334	знаков в	1	2
1335	столько же	1	2
1336	слова во	1	2
1337	всех его	2	2
1338	следует рассматривать	1	2
1339	которое в	4	2
1340	самое последнее	1	2
1341	происходит и	1	2
1342	и она	1	2
1343	в мире	9	2
1344	при изложении	1	2
1345	понятие которое	1	2
1346	как сказано	1	2
1347	на которую	1	2
1348	к ситуации	1	2
1349	он приобрел	1	2
1350	что происходит	1	2
1351	от самого	1	2
1352	ему на	1	2
1353	личности и	1	2
1354	все то	1	2
1355	и судьба	1	2
1356	но зато	1	2
1357	даже не	1	2
1358	на стороне	1	2
1359	период в	1	2
1360	детьми и	4	2
1361	что обычно	1	2
1362	такого мышления	1	2
1363	в состав	5	2
1364	приближается к	1	2
1365	которое возникает	1	2
1366	значении этого	1	2
1367	первых двух	3	2
1368	на глазах	1	2
1369	составляют не	1	2
1370	гораздо раньше	1	2
1371	приобретает в	2	2
1372	себя с	1	2
1373	но вот	1	2
1374	же о	1	2
1375	взрослыми но	1	2
1376	оно всегда	1	2
1377	непосредственно а	1	2
1378	его сознании	2	2
1379	анализа в	1	2
1380	мы ни	1	2
1381	и функций	1	2
1382	существует не	1	2
1383	относятся как	1	2
1384	своей жизни	3	2
1385	более обширной	1	2
1386	имеет свои	1	2
1387	без наличия	1	2
1388	ни к	3	2
1389	функцию в	1	2
1390	является также	1	2
1391	и главное	1	2
1392	но здесь	1	2
1393	автора и	1	2
1394	не должны	1	2
1395	о своем	1	2
1396	а во	2	2
1397	к детской	1	2
1398	становится для	1	2
1399	с нею	1	2
1400	столько в	2	2
1401	быть следует	2	2
1402	стороны не	1	2
1403	нее и	1	2
1404	его можно	1	2
1405	наших представлений	1	2
1406	о человеке	1	2
1407	который всегда	1	2
1408	сколько в	1	2
1409	не давая	1	2
1410	это часто	1	2
1411	от времени	1	2
1412	не умею	1	2
1413	памяти в	1	2
1414	и иными	1	2
1415	этого не	2	2
1416	отношении она	1	2
1417	и бесконечно	1	2
1418	а то	2	2
1419	при которой	3	2
1420	заключительной главе	2	2
1421	и последующих	2	2
1422	он совершается	1	2
1423	не хватает	1	2
1424	не предполагает	2	2
1425	полагать что	1	2
1426	то можно	1	2
1427	мы тем	1	2
1428	другом случае	1	2
1429	на свете	1	2
1430	или другой	1	2
1431	этом он	1	2
1432	между детьми	4	2
1433	зрения как	1	2
1434	среднее звено	1	2
1435	обстоит дело	1	2
1436	с языком	2	2
1437	частности в	2	2
1438	по сути	5	2
1439	которой можно	1	2
1440	личного опыта	1	2
1441	в категориях	2	2
1442	нет как	1	2
1443	как внутренняя	1	2
1444	же самым	1	2
1445	котором он	2	2
1446	на обобщение	1	1
1447	более не	2	1
1448	меняется на	1	1
1449	пределах одного	1	1
1450	и мира	5	1
1451	его место	1	1
1452	практически не	3	1
1453	и оказываются	1	1
1454	из служебного	1	1
1455	хотя их	1	1
1456	принимает на	1	1
1457	как носитель	1	1
1458	и связывать	1	1
1459	ли его	1	1
1460	для детей	4	1
1461	вот вдруг	1	1
1462	менее не	1	1
1463	принадлежности к	1	1
1464	общие черты	1	1
1465	впрочем и	1	1
1466	объектов и	1	1
1467	исторического процесса	1	1
1468	основывается на	2	1
1469	ними по	1	1
1470	на смену	2	1
1471	этим объясняется	1	1
1472	предполагает в	1	1
1473	чтобы в	1	1
1474	значение это	1	1
1475	имеет смысл	2	1
1476	в духе	1	1
1477	еще раз	1	1
1478	людей а	1	1
1479	как об	1	1
1480	этого необходимо	1	1
1481	именно они	1	1
1482	может изменить	2	1
1483	и поведения	1	1
1484	может функционировать	1	1
1485	общим а	1	1
1486	богатая и	1	1
1487	присоединяя к	1	1
1488	имеющего в	1	1
1489	или ином	1	1
1490	большей или	1	1
1491	мир и	1	1
1492	с что	1	1
1493	освобождается от	1	1
1494	разных языках	1	1
1495	говорится о	1	1
1496	мышление к	1	1
1497	является их	1	1
1498	только благодаря	1	1
1499	года до	1	1
1500	при условии	1	1
1501	не непосредственно	1	1
1502	него слишком	1	1
1503	ее своим	1	1
1504	настолько чтобы	1	1
1505	уже до	1	1
1506	следовало бы	1	1
1507	знака это	2	1
1508	обнаруживает свое	1	1
1509	на следующем	1	1
1510	когда у	1	1
1511	собственной активности	1	1
1512	решается на	1	1
1513	внутри себя	1	1
1514	принадлежащую к	1	1
1515	основной формы	1	1
1516	от первых	1	1
1517	к своей	2	1
1518	т.п в	1	1
1519	двух или	4	1
1520	слова при	2	1
1521	и вторая	1	1
1522	в строгом	2	1
1523	людей и	1	1
1524	не обязательно	2	1
1525	есть знак	1	1
1526	принадлежит не	1	1
1527	от своей	1	1
1528	точке зрения	1	1
1529	но все-таки	1	1
1530	то чтобы	1	1
1531	который известен	1	1
1532	эти моменты	1	1
1533	гораздо существеннее	1	1
1534	их принадлежность	1	1
1535	сей час	1	1
1536	так не	1	1
1537	это сделать	1	1
1538	к точке	2	1
1539	спорить но	1	1
1540	действие или	1	1
1541	крайней мере	1	1
1542	образования нового	1	1
1543	составляет центральный	1	1
1544	и представляет	4	1
1545	в проблему	1	1
1546	и временных	1	1
1547	а поскольку	1	1
1548	опыта здесь	1	1
1549	она неизбежно	1	1
1550	приблизиться к	1	1
1551	несет на	1	1
1552	что дети	1	1
1553	и тотчас	1	1
1554	глубокий и	1	1
1555	я себе	1	1
1556	преимущественно с	1	1
1557	он обладает	1	1
1558	к истине	1	1
1559	исследовательской работы	2	1
1560	главы в	1	1
1561	о себе	1	1
1562	близким к	1	1
1563	объединены в	1	1
1564	требования к	1	1
1565	совершаемые с	1	1
1566	есть с	1	1
1567	совершается переход	1	1
1568	например так	1	1
1569	непрерывно и	1	1
1570	но такова	1	1
1571	можно признать	1	1
1572	которая состоит	2	1
1573	независима от	1	1
1574	неизбежно будет	1	1
1575	рода не	1	1
1576	к миру	1	1
1577	в детскую	2	1
1578	их названий	1	1
1579	человек и	1	1
1580	которые их	1	1
1581	следующей главы	1	1
1582	бросающийся в	1	1
1583	вследствие того	1	1
1584	также необходимо	1	1
1585	которая представляется	1	1
1586	образом для	1	1
1587	данного типа	1	1
1588	это путь	1	1
1589	воздействия на	1	1
1590	начало нового	1	1
1591	исторической эволюции	1	1
1592	есть своя	1	1
1593	такова например	1	1
1594	у каждой	1	1
1595	смысл и	1	1
1596	человек как	1	1
1597	другое но	1	1
1598	образом она	1	1
1599	как субъект	2	1
1600	в наше	1	1
1601	правило протекает	1	1
1602	не тот	1	1
1603	знанию и	1	1
1604	в работе	1	1
1605	с какой	1	1
1606	художественной литературе	1	1
1607	и фиксирует	1	1
1608	и человечества	1	1
1609	быть общим	1	1
1610	сделал бы	1	1
1611	человека по	1	1
1612	аналогии со	1	1
1613	собственно и	2	1
1614	отношения с	1	1
1615	и исключает	1	1
1616	во взаимной	1	1
1617	в иных	1	1
1618	она была	2	1
1619	которого в	1	1
1620	вторая часть	1	1
1621	детей которые	1	1
1622	понимания то	1	1
1623	существует ни	1	1
1624	к человеческому	1	1
1625	можно проиллюстрировать	1	1
1626	них не	1	1
1627	единстве с	1	1
1628	и внутренним	1	1
1629	и прочно	1	1
1630	которое по	3	1
1631	конечного результата	1	1
1632	это проблема	1	1
1633	повседневной жизни	1	1
1634	мире не	1	1
1635	на самый	1	1
1636	определяется с	2	1
1637	всей полнотой	1	1
1638	ни казались	1	1
1639	она оказывается	1	1
1640	приходится признать	1	1
1641	этой системе	1	1
1642	путь преодоления	1	1
1643	не случайно	1	1
1644	он его	1	1
1645	ту самую	1	1
1646	пространственных и	1	1
1647	жизни уже	1	1
1648	к истокам	2	1
1649	опыта который	1	1
1650	в особенности	3	1
1651	мире и	1	1
1652	знаков и	1	1
1653	ним это	1	1
1654	от сознания	2	1
1655	возникла в	1	1
1656	полноту и	2	1
1657	сказано в	1	1
1658	с готовым	1	1
1659	как содержание	1	1
1660	непосредственно но	1	1
1661	чтобы стать	3	1
1662	мне и	1	1
1663	его внутреннего	1	1
1664	но достаточно	2	1
1665	зависит не	1	1
1666	выше чем	1	1
1667	это их	1	1
1668	является полным	1	1
1669	оттого что	2	1
1670	только внешне	2	1
1671	способ в	1	1
1672	развернуть в	1	1
1673	и создает	1	1
1674	только еще	1	1
1675	с он	1	1
1676	факторов и	1	1
1677	от своего	2	1
1678	целого но	1	1
1679	и тип	1	1
1680	на другом	1	1
1681	эти свойства	1	1
1682	пространство и	2	1
1683	содержание и	1	1
1684	для самостоятельного	1	1
1685	владеет всей	1	1
1686	значения как	1	1
1687	в составе	3	1
1688	оказываются в	2	1
1689	лишь к	1	1
1690	соотнесения с	1	1
1691	этом прямо	1	1
1692	значений но	1	1
1693	не тождественны	1	1
1694	и соответственно	4	1
1695	жизни в	5	1
1696	свидетельствует об	1	1
1697	приводя их	1	1
1698	понятия значения	1	1
1699	индивидуальных особенностей	1	1
1700	характерна для	1	1
1701	или образом	1	1
1702	известно по	1	1
1703	ни с	2	1
1704	говорить и	2	1
1705	для читателя	1	1
1706	и было	1	1
1707	ее судьба	1	1
1708	от счастья	1	1
1709	но оно	1	1
1710	но их	1	1
1711	не выбирает	1	1
1712	появляется и	1	1
1713	стала бы	1	1
1714	впечатление что	1	1
1715	смыслом и	1	1
1716	о первичности	1	1
1717	и смысловая	1	1
1718	в прозе	1	1
1719	опыту в	1	1
1720	сказано что	1	1
1721	где у	1	1
1722	их самих	1	1
1723	на некоторых	1	1
1724	поэтому понятие	1	1
1725	требует чтобы	1	1
1726	поле зрения	1	1
1727	вызывает в	1	1
1728	между линиями	1	1
1729	них как	2	1
1730	явлений к	1	1
1731	это ее	1	1
1732	самая сущность	1	1
1733	взаимно исключающих	1	1
1734	народов и	1	1
1735	сохраняется но	2	1
1736	в свет	1	1
1737	этого как	1	1
1738	специфически человеческий	1	1
1739	в мир	1	1
1740	случае с	1	1
1741	непосредственно к	1	1
1742	а лишь	3	1
1743	стороны эта	1	1
1744	явлением культуры	1	1
1745	к первому	1	1
1746	без его	2	1
1747	из живой	1	1
1748	за пределами	3	1
1749	в каждый	1	1
1750	автором в	1	1
1751	интереса для	1	1
1752	этот второй	1	1
1753	понятие введенное	2	1
1754	жизни не	2	1
1755	ее моментов	1	1
1756	воззрения на	1	1
1757	об их	1	1
1758	обращена к	1	1
1759	убедился что	1	1
1760	то они	1	1
1761	своего высказывания	2	1
1762	и всякий	1	1
1763	со времен	2	1
1764	не поддается	1	1
1765	тоже не	2	1
1766	нас нет	2	1
1767	один с	1	1
1768	и матери	1	1
1769	является следствием	1	1
1770	одновременно в	1	1
1771	единства и	1	1
1772	выше не	1	1
1773	в литературе	2	1
1774	своему происхождению	1	1
1775	о родственности	1	1
1776	нашего внимания	1	1
1777	сознания это	1	1
1778	а предмет	1	1
1779	смысл этой	1	1
1780	семантических единиц	2	1
1781	оно связано	1	1
1782	конец а	1	1
1783	в третьей	1	1
1784	в учебниках	1	1
1785	и субъективных	1	1
1786	настоящая книга	2	1
1787	материал для	1	1
1788	и спонтанную	1	1
1789	скорей мы	1	1
1790	в брачном	1	1
1791	этом не	2	1
1792	я ни	1	1
1793	оставляя за	1	1
1794	было в	2	1
1795	этого нельзя	1	1
1796	поэтому как	1	1
1797	далее мы	1	1
1798	понимание не	1	1
1799	один в	1	1
1800	со своей	4	1
1801	сразу же	1	1
1802	фразы но	2	1
1803	на целый	1	1
1804	жизненного опыта	1	1
1805	именно эта	2	1
1806	внутренняя близость	1	1
1807	текст как	1	1
1808	не все	2	1
1809	у данного	1	1
1810	как формы	1	1
1811	мнения и	3	1
1812	это исходное	1	1
1813	реагирует на	1	1
1814	полной мере	1	1
1815	но сами	1	1
1816	в особые	1	1
1817	в полной	1	1
1818	первый способ	1	1
1819	второй и	1	1
1820	лишь затем	1	1
1821	разрешением этой	1	1
1822	зависеть от	1	1
1823	один день	1	1
1824	сознания которая	1	1
1825	это собственно	1	1
1826	другой в	2	1
1827	здесь совершенно	1	1
1828	качестве своего	1	1
1829	говорить не	1	1
1830	моменты не	1	1
1831	разрывать и	1	1
1832	а некоторый	1	1
1833	у кого	1	1
1834	связываются в	1	1
1835	выражение как	1	1
1836	и последующее	1	1
1837	является один	1	1
1838	ее было	1	1
1839	достигается не	1	1
1840	и особенности	1	1
1841	этим термином	1	1
1842	же на	1	1
1843	и время	1	1
1844	знания не	1	1
1845	не определяется	1	1
1846	в тексте	11	1
1847	где на	1	1
1848	перелом в	1	1
1849	мы бы	1	1
1850	слишком большой	2	1
1851	дня и	1	1
1852	и кричит	1	1
1853	в словесной	1	1
1854	не разрешают	1	1
1855	непосредственно как	1	1
1856	из другой	1	1
1857	не гарантирует	1	1
1858	имея в	1	1
1859	уровне развития	1	1
1860	в каком-то	1	1
1861	роль этого	1	1
1862	здесь следует	1	1
1863	дело здесь	1	1
1864	жизнью и	1	1
1865	схемы в	1	1
1866	всегда можем	1	1
1867	более высокой	1	1
1868	своего рода	20	1
1869	которая была	1	1
1870	что несколько	1	1
1871	также указывает	1	1
1872	язык а	1	1
1873	место слияние	1	1
1874	друга на	1	1
1875	в неразрывном	1	1
1876	все люди	1	1
1877	и функция	1	1
1878	однако оно	1	1
1879	не хотел	1	1
1880	ситуации с	1	1
1881	а вот	1	1
1882	глаза и	1	1
1883	всего одно	1	1
1884	наконец исследование	1	1
1885	ситуации если	1	1
1886	язык как	2	1
1887	которое может	2	1
1888	с появлением	2	1
1889	одновременно все	1	1
1890	целом как	1	1
1891	быть названа	1	1
1892	затем оно	1	1
1893	а во-вторых	1	1
1894	поведения а	1	1
1895	знаки и	1	1
1896	не возникнет	1	1
1897	и полагает	1	1
1898	по мысли	5	1
1899	третий и	1	1
1900	определяется как	1	1
1901	но пока	1	1
1902	вчерашний день	1	1
1903	два способа	1	1
1904	с еще	1	1
1905	ситуации оказывается	1	1
1906	она появляется	1	1
1907	рассказывания по	1	1
1908	с общей	1	1
1909	различны по	1	1
1910	не обладают	1	1
1911	конфликт между	1	1
1912	введение в	1	1
1913	ни для	1	1
1914	отношении только	1	1
1915	не оказывается	1	1
1916	фразы как	1	1
1917	культуры в	1	1
1918	сознания категории	1	1
1919	анализ с	1	1
1920	каждый конкретный	1	1
1921	на материале	1	1
1922	здесь имеет	1	1
1923	в кино	2	1
1924	при всей	3	1
1925	своем учении	1	1
1926	было не	2	1
1927	в противовес	4	1
1928	когда на	1	1
1929	положенного им	1	1
1930	указания на	1	1
1931	природе к	1	1
1932	идентичен с	1	1
1933	главный интерес	1	1
1934	от действительного	1	1
1935	оно так	1	1
1936	обращаясь к	1	1
1937	в iv	1	1
1938	здесь прежде	1	1
1939	ее по	1	1
1940	не вполне	4	1
1941	принадлежащих к	1	1
1942	и занимает	1	1
1943	как первые	1	1
1944	это означало	1	1
1945	дистанция между	2	1
1946	на наших	1	1
1947	катастрофы в	1	1
1948	жизни как	2	1
1949	например когда	1	1
1950	или нет?	1	1
1951	языка как	1	1
1952	который служит	1	1
1953	еще одна	1	1
1954	по контрасту	1	1
1955	их нам	1	1
1956	все без	1	1
1957	хотя при	1	1
1958	они служат	1	1
1959	может отсутствовать	1	1
1960	человеческого мышления	1	1
1961	но такой	1	1
1962	первые две	2	1
1963	не единой	1	1
1964	начало и	2	1
1965	о ней	4	1
1966	не дано	1	1
1967	наполнения и	1	1
1968	и вместо	1	1
1969	к искажению	1	1
1970	как полагает	1	1
1971	еще раньше	1	1
1972	к человеку	1	1
1973	не рассматривается	1	1
1974	не принадлежит	2	1
1975	для индивидуального	1	1
1976	а тот	1	1
1977	получает в	1	1
1978	начала и	2	1
1979	или трех	1	1
1980	только со	2	1
1981	к появлению	1	1
1982	человека во	1	1
1983	они в	1	1
1984	прежде в	1	1
1985	не от	1	1
1986	корнями своими	1	1
1987	в европейской	2	1
1988	в третьем	2	1
1989	признаков а	1	1
1990	о возможности	1	1
1991	на разных	2	1
1992	в несколько	1	1
1993	не о	2	1
1994	их по	1	1
1995	действительно так	1	1
1996	пределы в	1	1
1997	это что	1	1
1998	опыта что	1	1
1999	хотя ни	1	1
2000	данной ситуации	2	1
2001	которой было	1	1
2002	в последние	1	1
2003	и вновь	3	1
2004	рода может	1	1
2005	явление природы	1	1
2006	времени что	1	1
2007	между прочим	1	1
2008	житейского опыта	1	1
2009	служит для	1	1
2010	значениями но	1	1
2011	себя мы	1	1
2012	друга дети	1	1
2013	на себе	1	1
2014	и строго	1	1
2015	типа в	1	1
2016	и понимание	1	1
2017	коммуникации и	1	1
2018	действия которые	1	1
2019	всех видов	1	1
2020	вошел в	1	1
2021	от себя	2	1
2022	реальным и	1	1
2023	образцом для	1	1
2024	сознания а	1	1
2025	речь о	1	1
2026	это были	2	1
2027	не сводится	7	1
2028	как следует	1	1
2029	этом их	1	1
2030	ли это	2	1
2031	которой и	1	1
2032	действие в	1	1
2033	о прошлом	1	1
2034	имена собственные	1	1
2035	чтобы раскрыть	1	1
2036	определенным образом	1	1
2037	состояния и	3	1
2038	природе своей	2	1
2039	и описания	1	1
2040	промежуточной между	1	1
2041	ряда других	1	1
2042	только внешняя	1	1
2043	кажется что	1	1
2044	нашем сознании	2	1
2045	и смысла	1	1
2046	за ними	1	1
2047	рассуждать исходя	1	1
2048	говорящего и	1	1
2049	сюда относятся	1	1
2050	но отнюдь	1	1
2051	какой-то определенной	1	1
2052	несколько иначе	1	1
2053	в нее	1	1
2054	первого и	3	1
2055	наряду со	1	1
2056	из заключительных	1	1
2057	у которого	2	1
2058	с торжеством	1	1
2059	дальнейшего хода	1	1
2060	или меньшей	1	1
2061	общей для	1	1
2062	одна только	1	1
2063	предполагаем что	1	1
2064	содержание сознания	4	1
2065	бы его	1	1
2066	их к	1	1
2067	свойства и	1	1
2068	в доме	1	1
2069	я но	1	1
2070	от высшего	1	1
2071	которая на	1	1
2072	части на	1	1
2073	принадлежность к	1	1
2074	и направляет	1	1
2075	к личному	1	1
2076	что без	1	1
2077	служебного и	1	1
2078	готовность к	1	1
2079	сам называет	1	1
2080	вся эта	1	1
2081	сознания так	1	1
2082	этого необходимы	1	1
2083	такого типа	1	1
2084	чем и	2	1
2085	который для	1	1
2086	сливаются в	2	1
2087	участвующие в	1	1
2088	что до	2	1
2089	он говорил	1	1
2090	ищет слов	1	1
2091	а более	1	1
2092	времени для	1	1
2093	слова это	1	1
2094	положения и	1	1
2095	но одновременно	2	1
2096	к иному	1	1
2097	мира две	1	1
2098	яркого примера	1	1
2099	сравнительный анализ	1	1
2100	и вследствие	4	1
2101	следует ли	1	1
2102	самым они	1	1
2103	понятий если	1	1
2104	своего понимания	1	1
2105	предполагает не	1	1
2106	частности речь	1	1
2107	и вполне	1	1
2108	смысла в	1	1
2109	с отвлеченной	1	1
2110	разумеется не	1	1
2111	отсылает к	2	1
2112	зрения или	1	1
2113	такова что	3	1
2114	его тоже	1	1
2115	открытым вопрос	1	1
2116	мы понимаем	1	1
2117	для героини	1	1
2118	ни о	2	1
2119	первый шаг	1	1
2120	с предложения	1	1
2121	могло не	1	1
2122	так называемый	1	1
2123	вместо этого	1	1
2124	двух и	1	1
2125	легко и	1	1
2126	объектов которые	1	1
2127	за ответом	1	1
2128	поведения то	1	1
2129	с женой	1	1
2130	по прихоти	1	1
2131	его очень	1	1
2132	существо это	1	1
2133	предпосылки для	1	1
2134	знака при	1	1
2135	здесь может	2	1
2136	понимания в	1	1
2137	композицией и	1	1
2138	в итоге	4	1
2139	внутренними законами	1	1
2140	как индивидуальная	1	1
2141	для обоих	2	1
2142	здесь оказываются	1	1
2143	скажем в	1	1
2144	по крайней	1	1
2145	свое внимание	1	1
2146	основе которой	2	1
2147	от первой	1	1
2148	сознание ребенка	1	1
2149	слова все	1	1
2150	восприятия а	2	1
2151	первая и	1	1
2152	не видел	1	1
2153	в становлении	1	1
2154	задний план	1	1
2155	как мне	1	1
2156	вопрос следует	1	1
2157	от понимания	1	1
2158	что очевидно	1	1
2159	фактов не	1	1
2160	сложившийся в	1	1
2161	этой двойственности	1	1
2162	в непосредственном	1	1
2163	могу и	1	1
2164	являются два	1	1
2165	но о	2	1
2166	первом и	1	1
2167	эта последняя	1	1
2168	внимания на	1	1
2169	смысл в	1	1
2170	части из	1	1
2171	подтверждает нашу	1	1
2172	времени и	7	1
2173	менее очевидна	1	1
2174	он есть	1	1
2175	смысла который	1	1
2176	нуждаются в	1	1
2177	стихотворение но	1	1
2178	в речевой	2	1
2179	только часть	1	1
2180	чем с	1	1
2181	на брата	1	1
2182	не последняя	1	1
2183	психический процесс	1	1
2184	непосредственно из	1	1
2185	ее не	2	1
2186	в рассматриваемом	1	1
2187	в поле	1	1
2188	не владеет	1	1
2189	своем собственном	1	1
2190	только одна	1	1
2191	лет у	1	1
2192	то она	1	1
2193	к истинному	1	1
2194	для взрослых	2	1
2195	данном контексте	1	1
2196	в и	1	1
2197	определить его	1	1
2198	не само	1	1
2199	же он	1	1
2200	и собственные	1	1
2201	в едином	3	1
2202	в классической	1	1
2203	не будучи	1	1
2204	толстой в	1	1
2205	их исторического	1	1
2206	семейной жизни	1	1
2207	более глубокий	1	1
2208	что автор	1	1
2209	рода к	1	1
2210	можем вернуться	1	1
2211	жизни от	1	1
2212	взрослых в	1	1
2213	она так	1	1
2214	ряд других	1	1
2215	свидетельствует о	5	1
2216	бы свое	1	1
2217	сознании не	2	1
2218	мире в	1	1
2219	поднимается на	1	1
2220	участия в	6	1
2221	и соответствующие	1	1
2222	день и	2	1
2223	со своим	1	1
2224	иначе обстоит	1	1
2225	фразу в	1	1
2226	два параллельных	1	1
2227	видим не	1	1
2228	а на	4	1
2229	функции а	1	1
2230	с детьми	3	1
2231	а о	1	1
2232	не предназначена	1	1
2233	другой смысл	1	1
2234	указывает и	1	1
2235	и где	1	1
2236	открывает перед	1	1
2237	необходимо отличать	2	1
2238	в эпоху	1	1
2239	основной фактор	2	1
2240	интерпретации в	1	1
2241	и психологически	1	1
2242	вытекает непосредственно	1	1
2243	его слово	1	1
2244	штаны но	1	1
2245	и остановились	1	1
2246	других в	1	1
2247	говорят о	2	1
2248	исходили из	1	1
2249	так в	5	1
2250	и утверждается	1	1
2251	очередь распадается	1	1
2252	стороны на	1	1
2253	в еще	1	1
2254	не относится	1	1
2255	по условиям	1	1
2256	и смысловой	1	1
2257	непосредственное наблюдение	1	1
2258	и коммуникативной	1	1
2259	остается вне	1	1
2260	жизнь и	1	1
2261	сказать и	1	1
2262	случай в	1	1
2263	евгений онегин	1	1
2264	искать в	1	1
2265	человека в	2	1
2266	такой мысли	1	1
2267	освобождения от	1	1
2268	закрепляется в	1	1
2269	которая может	3	1
2270	самом первом	3	1
2271	т.п и	2	1
2272	происходит на	1	1
2273	так называемой	2	1
2274	и остаются	1	1
2275	знакомства с	1	1
2276	ночи а	1	1
2277	отделен от	1	1
2278	а понятие	1	1
2279	событий и	2	1
2280	бы одно	1	1
2281	мог оказаться	1	1
2282	не видим	1	1
2283	единство слова	1	1
2284	переходом к	1	1
2285	это то	1	1
2286	в течении	2	1
2287	истории но	1	1
2288	слова вполне	1	1
2289	рассказывая о	1	1
2290	время они	1	1
2291	оказывается здесь	1	1
2292	принять его	1	1
2293	первые два	2	1
2294	и б	1	1
2295	она ничего	1	1
2296	на уровне	1	1
2297	и гибель	1	1
2298	рассматриваемом нами	1	1
2299	движущие силы	1	1
2300	и много	1	1
2301	о каких	1	1
2302	все содержание	1	1
2303	мир это	2	1
2304	обращаться к	1	1
2305	и сгущаются	1	1
2306	означало бы	2	1
2307	поскольку все	1	1
2308	детей не	1	1
2309	и прежде	1	1
2310	свидетельствуют о	1	1
2311	читателя который	1	1
2312	интереса к	1	1
2313	взрослому человеку	1	1
2314	все для	1	1
2315	как целого	1	1
2316	о методе	1	1
2317	расчленяет его	1	1
2318	как ему	1	1
2319	гуманитарных наук	1	1
2320	дело обстоит	2	1
2321	в диалогической	1	1
2322	возможно это	1	1
2323	все было	2	1
2324	словами в	1	1
2325	мы переживаем	2	1
