N	2gram	Berdyaev_M	Formalny
1308	этот случай	2	1
1309	с которой	2	1
1310	в середине	4	1
1311	пишет он	2	1
1312	приводит в	1	1
1313	он хочет	4	1
1314	в первых	2	1
1315	иванов и	1	1
1316	которую он	2	1
1317	у человека	6	1
1318	друга и	1	1
1319	чем не	3	1
1320	он есть	1	1
1321	в новых	2	1
1322	в обоих	1	1
1323	его поэтому	1	1
1324	только это	2	1
1325	и наоборот	1	1
1326	для европейского	1	1
1327	он весь	8	1
1328	в творчестве	13	1
1329	как будет	1	1
1330	возражение против	1	1
1331	связанной с	1	1
1332	лишь одна	2	1
1333	и там	10	1
1334	его художественного	2	1
1335	духом и	1	1
1336	важное для	1	1
1337	впервые в	1	1
1338	она может	2	1
1339	еще вернемся	2	1
1340	мог бы	5	1
1341	бы свою	1	1
1342	из первых	1	1
1343	в образе	4	1
1344	через то	1	1
1345	слова он	2	1
1346	он что-либо	1	1
1347	бремя и	1	1
1348	мысли не	1	1
1349	его для	1	1
1350	к прошлому	1	1
1351	не давала	1	1
1352	с познанием	1	1
1353	других он	1	1
1354	наук и	2	1
1355	культуры как	1	1
1356	идей и	3	1
1357	мира не	3	1
1358	к полному	1	1
1359	который и	2	1
1360	моментов в	1	1
1361	во внутреннем	1	1
1362	в наш	1	1
1363	в другое	1	1
1364	обратиться к	1	1
1365	было глубоко	1	1
1366	людей не	2	1
1367	уже с	1	1
1368	для россии	1	1
1369	почве этого	1	1
1370	экономического и	1	1
1371	в социальном	2	1
1372	душе и	1	1
1373	проникает в	3	1
1374	творчества не	1	1
1375	но на	2	1
1376	только одно	3	1
1377	мир в	3	1
1378	состояние сознания	1	1
1379	может не	3	1
1380	не во	1	1
1381	воля к	1	1
1382	того как	3	1
1383	или другую	1	1
1384	же этот	2	1
1385	тем он	2	1
1386	ведь может	1	1
1387	противоречия и	1	1
1388	этого отношения	1	1
1389	для друга	2	1
1390	и чистых	1	1
1391	и борьбы	1	1
1392	на что	1	1
1393	которых он	5	1
1394	этот был	1	1
1395	они одинаково	1	1
1396	мире в	1	1
1397	кроме литературы	1	1
1398	многие из	1	1
1399	философии он	2	1
1400	в жизнь	1	1
1401	тут не	1	1
1402	и тут	1	1
1403	и всегда	3	1
1404	на которой	1	1
1405	его сознание	1	1
1406	нужно знать	1	1
1407	им с	1	1
1408	и продолжает	1	1
1409	быть лишь	1	1
1410	и ценностей	1	1
1411	есть акт	1	1
1412	слова а	1	1
1413	отношение которое	1	1
1414	не принимает	2	1
1415	она никогда	3	1
1416	бы заменить	1	1
1417	себе что	1	1
1418	этим завершается	1	1
1419	у всех	4	1
1420	жизни это	4	1
1421	в свои	2	1
1422	без остатка	1	1
1423	закрывают себе	1	1
1424	а также	1	1
1425	за этим	1	1
1426	самой последней	1	1
1427	ибо все	1	1
1428	быть ее	1	1
1429	определенный предмет	1	1
1430	не больше	1	1
1431	это еще	1	1
1432	всегда есть	1	1
1433	без этой	1	1
1434	и новых	1	1
1435	он один	1	1
1436	бы признать	1	1
1437	душе не	1	1
1438	в стороне	1	1
1439	какой они	1	1
1440	с той	1	1
1441	завершения в	1	1
1442	если и	1	1
1443	есть в	3	1
1444	но по	1	1
1445	перестать быть	1	1
1446	же идея	1	1
1447	на одном	1	1
1448	по своему	3	1
1449	остается лишь	2	1
1450	этого вопроса	3	1
1451	и всякой	1	1
1452	он глубоко	1	1
1453	своего пути	1	1
1454	есть уже	8	1
1455	не стал	2	1
1456	он совсем	1	1
1457	для которого	1	1
1458	вообразить себе	1	1
1459	об этом	2	1
1460	дело и	1	1
1461	путь к	2	1
1462	говорит об	1	1
1463	ему как	3	1
1464	это так	1	1
1465	на истину	1	1
1466	не все	3	1
1467	быть от	1	1
1468	на них	1	1
1469	в иные	1	1
1470	действительность для	1	1
1471	историки литературы	1	1
1472	и хочет	1	1
1473	равно что	2	1
1474	и человека	5	1
1475	стремиться к	1	1
1476	указывали на	1	1
1477	как ни	1	1
1478	у ницше	1	1
1479	возвращается к	2	1
1480	существенное в	1	1
1481	завершение в	1	1
1482	творчество пушкина	1	1
1483	это связано	1	1
1484	случае если	1	1
1485	печальную и	1	1
1486	у художника	1	1
1487	его внутреннюю	1	1
1488	в самых	2	1
1489	с какой-то	1	1
1490	одной этой	1	1
1491	также и	6	1
1492	в течение	1	1
1493	речи о	1	1
1494	что нужно	1	1
1495	степени не	1	1
1496	для кого	1	1
1497	и историческим	1	1
1498	для одних	1	1
1499	иное чем	1	1
1500	есть всегда	2	1
1501	связана с	9	1
1502	не находит	1	1
1503	к тем	2	1
1504	как отрицание	1	1
1505	есть и	6	1
1506	есть одна	1	1
1507	толстой не	1	1
1508	вперед по	1	1
1509	нужно их	1	1
1510	человеком человек	1	1
1511	в начале	2	1
1512	для русского	1	1
1513	явлений в	1	1
1514	в нашей	1	1
1515	как явление	1	1
1516	начала что	1	1
1517	можно найти	1	1
1518	в пустыне	2	1
1519	человека с	2	1
1520	не исчезает	1	1
1521	у нее	1	1
1522	идеей и	2	1
1523	и часто	2	1
1524	и всех	1	1
1525	это сам	1	1
1526	его отношение	2	1
1527	ищут в	1	1
1528	всех его	1	1
1529	почему не	2	1
1530	пути к	1	1
1531	истин не	1	1
1532	которые в	2	1
1533	сторон в	2	1
1534	бы еще	1	1
1535	отрывается от	2	1
1536	может показаться	1	1
1537	искать и	1	1
1538	его до	2	1
1539	бытия и	1	1
1540	как часто	1	1
1541	все еще	2	1
1542	стихии а	1	1
1543	право на	1	1
1544	людей на	2	1
1545	жизни их	1	1
1546	о своих	2	1
1547	формы все	1	1
1548	берется не	1	1
1549	марксизма и	1	1
1550	разрушают и	1	1
1551	что иное	4	1
1552	ни был	1	1
1553	в каком-то	2	1
1554	и оно	1	1
1555	элементарной и	1	1
1556	к формальному	1	1
1557	к идее	1	1
1558	иное как	4	1
1559	меньше чем	1	1
