N	2gram	Tiupa_Teor	Myshleni
1303	не более	1	2
1304	и действительно	1	2
1305	как явление	1	2
1306	его сознании	1	2
1307	достижения в	1	2
1308	никем не	2	2
1309	существует не	1	2
1310	своей жизни	2	2
1311	будущее в	1	2
1312	более обширной	1	2
1313	с восприятием	1	2
1314	ни к	3	2
1315	в драме	1	2
1316	является также	1	2
1317	взятое в	1	2
1318	автора и	2	2
1319	самого автора	1	2
1320	жизни человека	1	2
1321	этим словом	1	2
1322	о своем	2	2
1323	и находит	1	2
1324	делает его	2	2
1325	между людьми	1	2
1326	становится для	1	2
1327	с нею	1	2
1328	легко может	1	2
1329	стороны не	1	2
1330	деятельности все	1	2
1331	основе которых	1	2
1332	его можно	1	2
1333	обе стороны	1	2
1334	речи приводит	1	2
1335	мы рассматриваем	1	2
1336	который может	1	2
1337	это особенно	1	2
1338	опыта к	2	2
1339	и систематизации	1	2
1340	на стадии	1	2
1341	решающая роль	1	2
1342	является таким	1	2
1343	с осознания	1	2
1344	чтобы быть	1	2
1345	такого понимания	1	2
1346	и последующих	1	2
1347	не предполагает	5	2
1348	процесс превращения	2	2
1349	как ее	1	2
1350	форма внутренней	1	2
1351	остановимся на	1	2
1352	смысла смысл	1	2
1353	за его	1	2
1354	следующей главе	1	2
1355	нее нет	1	2
1356	одновременно из	1	2
1357	том случае	1	2
1358	личности в	4	2
1359	что от	1	2
1360	каждая из	2	2
1361	не решает	1	2
1362	зрения как	1	2
1363	с языком	3	2
1364	есть как	2	2
1365	даже при	1	2
1366	по сути	5	2
1367	вступают в	1	2
1368	этого уровня	1	2
1369	не быть	1	2
1370	на не	1	2
1371	также еще	1	2
1372	рода и	2	2
1373	является необходимой	1	2
1374	как внутренняя	1	2
1375	котором он	1	2
1376	более не	2	1
1377	до которого	1	1
1378	и непосредственное	1	1
1379	и мира	2	1
1380	практически не	1	1
1381	оперирует преимущественно	1	1
1382	жизнь но	1	1
1383	отличием внутренней	1	1
1384	которые лежат	1	1
1385	человеком который	1	1
1386	менее не	1	1
1387	и лучше	1	1
1388	бы вбирает	1	1
1389	впрочем и	1	1
1390	высказывания мы	1	1
1391	понимается как	1	1
1392	на смену	7	1
1393	и остальной	1	1
1394	чтобы в	1	1
1395	а напротив	2	1
1396	его природы	1	1
1397	и соотношений	1	1
1398	как об	1	1
1399	мыслится уже	1	1
1400	стороны изучение	1	1
1401	как целому	1	1
1402	этого типа	1	1
1403	общими для	1	1
1404	я из	1	1
1405	или ином	1	1
1406	говоря различные	1	1
1407	их внутреннюю	1	1
1408	еще а	1	1
1409	если с	1	1
1410	ту форму	1	1
1411	иерархические отношения	1	1
1412	при условии	2	1
1413	уже до	1	1
1414	можно констатировать	1	1
1415	в динамике	1	1
1416	случаи когда	1	1
1417	когда у	1	1
1418	всегда может	1	1
1419	она могла	1	1
1420	но во	2	1
1421	внутри себя	1	1
1422	выше можно	1	1
1423	наличие в	1	1
1424	из своего	1	1
1425	быть названо	2	1
1426	знака и	1	1
1427	а между	1	1
1428	не обязательно	3	1
1429	наличия в	1	1
1430	для своей	1	1
1431	в отсутствие	1	1
1432	принадлежит не	1	1
1433	от своей	1	1
1434	содержания в	1	1
1435	т.е не	1	1
1436	этим моментам	1	1
1437	я с	5	1
1438	еще нет	1	1
1439	отдельности и	1	1
1440	в реальной	1	1
1441	затем в	1	1
1442	и каждая	1	1
1443	места для	2	1
1444	игру в	1	1
1445	думаю что	1	1
1446	не переставая	1	1
1447	это будущее	1	1
1448	т.д которая	1	1
1449	не мыслится	1	1
1450	которая способна	1	1
1451	коем случае	2	1
1452	общения как	1	1
1453	стороны а	1	1
1454	характеризуется тем	1	1
1455	в преобладании	1	1
1456	крайней мере	1	1
1457	как способ	2	1
1458	все перечисленные	1	1
1459	его естественной	1	1
1460	и временных	1	1
1461	этой внутренней	1	1
1462	к индивидуальной	1	1
1463	предстает перед	1	1
1464	слова принадлежит	1	1
1465	юности и	1	1
1466	но из	1	1
1467	глубокий и	1	1
1468	виду не	3	1
1469	и процесс	1	1
1470	о разных	1	1
1471	у каждого	1	1
1472	начале этой	1	1
1473	только свобода	1	1
1474	союзов и	1	1
1475	но от	2	1
1476	и чрезвычайно	1	1
1477	и основана	1	1
1478	о себе	2	1
1479	предполагает отношение	1	1
1480	мы трактуем	1	1
1481	иного рода	3	1
1482	ситуацию в	1	1
1483	например так	1	1
1484	по каким	1	1
1485	языка происходит	1	1
1486	даже вовсе	1	1
1487	можно признать	1	1
1488	их расположение	1	1
1489	к миру	1	1
1490	для говорящего	1	1
1491	проблем и	1	1
1492	этим и	1	1
1493	живописи или	2	1
1494	не оправдывает	1	1
1495	ее синтаксического	1	1
1496	речевое высказывание	1	1
1497	я и	2	1
1498	и намеренности	1	1
1499	с одним	1	1
1500	и исторической	1	1
1501	личности с	1	1
1502	вследствие того	1	1
1503	вокализация не	1	1
1504	данного типа	1	1
1505	личность как	1	1
1506	связь со	1	1
1507	воздействия на	2	1
1508	как ряд	1	1
1509	начало нового	1	1
1510	из москвы	1	1
1511	панораму слов	2	1
1512	такова например	2	1
1513	структурных отношений	1	1
1514	социального поведения	1	1
1515	и мир	1	1
1516	деятельность по	3	1
1517	истинный смысл	1	1
1518	человек как	1	1
1519	но оказывается	1	1
1520	осуществление которой	1	1
1521	при чтении	2	1
1522	и проб	1	1
1523	содержания к	1	1
1524	другом и	1	1
1525	не тот	1	1
1526	однако эта	2	1
1527	личность и	1	1
1528	существенное для	1	1
1529	такого что	1	1
1530	так просто	1	1
1531	еще два	1	1
1532	собственно и	1	1
1533	не сами	2	1
1534	в иных	1	1
1535	быть осуществлено	1	1
1536	мы рассмотрим	1	1
1537	материала в	2	1
1538	можно проиллюстрировать	1	1
1539	и своеобразие	1	1
1540	окружающих этот	1	1
1541	всю жизнь	1	1
1542	и глубокий	1	1
1543	вещами как	1	1
1544	этой системе	2	1
1545	употребления в	1	1
1546	к каким	1	1
1547	не случайно	5	1
1548	пространственных и	1	1
1549	разнится от	1	1
1550	встречающихся в	1	1
1551	чем выше	1	1
1552	полностью совпадает	1	1
1553	в статье	1	1
1554	в особенности	1	1
1555	мире и	2	1
1556	влитые в	1	1
1557	тексте всего	1	1
1558	она вытекает	1	1
1559	он уже	1	1
1560	безгранично рамки	1	1
1561	полноту и	1	1
1562	вещей но	1	1
1563	как содержание	1	1
1564	о коммуникативной	1	1
1565	говорят это	1	1
1566	историческое состояние	1	1
1567	план не	1	1
1568	факторов в	1	1
1569	структур с	1	1
1570	этом отношение	1	1
1571	которого может	1	1
1572	то с	1	1
1573	строя но	1	1
1574	развернуть в	1	1
1575	который пытается	1	1
1576	и сделать	1	1
1577	так или	5	1
1578	вещами и	2	1
1579	с некоторыми	1	1
1580	общения между	2	1
1581	сознание не	1	1
1582	различных людей	1	1
1583	от своего	2	1
1584	смысла и	1	1
1585	принципиально иной	1	1
1586	в составе	1	1
1587	напротив мы	1	1
1588	речи пришлось	1	1
1589	по собственному	1	1
1590	и соответственно	2	1
1591	думает только	1	1
1592	жизни в	2	1
1593	своей внешней	1	1
1594	форм деятельности	1	1
1595	себя только	1	1
1596	характерна для	1	1
1597	эта внутренняя	1	1
1598	нет в	1	1
1599	для читателя	4	1
1600	определенный смысл	1	1
1601	этом состоит	1	1
1602	выступает как	1	1
1603	случае как	1	1
1604	как один	1	1
1605	но их	3	1
1606	особенно для	1	1
1607	можно в	1	1
1608	в прозе	2	1
1609	себе никакого	1	1
1610	даже сказать	1	1
1611	о явлениях	1	1
1612	слово смыслы	1	1
1613	высказывания и	2	1
1614	его сложности	1	1
1615	художественных произведений	1	1
1616	должно явиться	1	1
1617	поле зрения	1	1
1618	перейдем к	1	1
1619	и читателей	2	1
1620	вы говорите	1	1
1621	своего значения	1	1
1622	специфически человеческий	1	1
1623	является возможность	1	1
1624	а при	1	1
1625	в мир	1	1
1626	рамки своего	1	1
1627	непосредственно к	1	1
1628	человеческого поведения	1	1
1629	неотделима от	1	1
1630	без его	1	1
1631	русском языке	1	1
1632	речи могут	1	1
1633	преимущественно семантикой	1	1
1634	за пределами	5	1
1635	в каждый	1	1
1636	автором в	1	1
1637	языка а	1	1
1638	впечатлений в	1	1
1639	жизни не	1	1
1640	семантической сторон	1	1
1641	но два	1	1
1642	ближайшие к	1	1
1643	обращена к	1	1
1644	речи состоит	1	1
1645	и идет	1	1
1646	на языке	3	1
1647	менее чем	2	1
1648	не поддается	1	1
1649	тоже не	1	1
1650	как смысл	1	1
1651	перевода этого	1	1
1652	мере ее	1	1
1653	кто его	1	1
1654	только самим	1	1
1655	ее судьбы	1	1
1656	что одна	1	1
1657	наличие соответствующих	1	1
1658	слов влитые	1	1
1659	внешнем мире	2	1
1660	деятельности если	1	1
1661	которое должно	1	1
1662	от исторически	1	1
1663	в литературе	4	1
1664	форму в	1	1
1665	своему происхождению	1	1
1666	по определенным	1	1
1667	смысл этой	1	1
1668	ли я	1	1
1669	включения в	1	1
1670	в широком	1	1
1671	строя речи	1	1
1672	возможность иного	2	1
1673	подлежащее к	1	1
1674	этом не	1	1
1675	себя а	1	1
1676	которые одновременно	1	1
1677	можно предположить	1	1
1678	него но	1	1
1679	и абсолютная	1	1
1680	в русском	1	1
1681	этот круг	1	1
1682	речевого высказывания	1	1
1683	полноте и	1	1
1684	со своей	4	1
1685	жизненного опыта	1	1
1686	направления в	1	1
1687	принципиальное различие	1	1
1688	именно эта	1	1
1689	средств и	1	1
1690	которого только	1	1
1691	текст как	3	1
1692	предикативность как	1	1
1693	не все	3	1
1694	собственный голос	1	1
1695	ряда и	1	1
1696	полной мере	1	1
1697	в полной	1	1
1698	на задний	1	1
1699	второй и	2	1
1700	единую систему	1	1
1701	как реальная	1	1
1702	приводящую к	1	1
1703	соответствующих ему	1	1
1704	высшая форма	1	1
1705	от объективного	1	1
1706	в целую	2	1
1707	по одним	1	1
1708	практическую деятельность	1	1
1709	определяющее значение	1	1
1710	и живые	1	1
1711	достигается не	1	1
1712	но дело	1	1
1713	вещи или	1	1
1714	первое может	1	1
1715	в тексте	19	1
1716	фраза в	1	1
1717	как малый	1	1
1718	как внутреннее	1	1
1719	этого опыта	1	1
1720	основания для	1	1
1721	бытия и	1	1
1722	чья деятельность	1	1
1723	слова б	1	1
1724	имея в	1	1
1725	дело здесь	1	1
1726	скорее даже	1	1
1727	жизнью и	1	1
1728	наличии у	1	1
1729	виды деятельности	1	1
1730	почву для	1	1
1731	собой всю	1	1
1732	своего рода	11	1
1733	этого в	1	1
1734	вещи в	1	1
1735	язык а	1	1
1736	место слияние	1	1
1737	языке обозначают	1	1
1738	порядка в	4	1
1739	все люди	1	1
1740	однако оно	1	1
1741	это игра	1	1
1742	собой набор	1	1
1743	внутренней форме	1	1
1744	как основная	1	1
1745	дается в	1	1
1746	с появлением	1	1
1747	бы место	1	1
1748	возникновения нового	1	1
1749	сознаний в	1	1
1750	его лишь	1	1
1751	животного в	1	1
1752	а во-вторых	1	1
1753	самом общем	1	1
1754	по мысли	3	1
1755	но самое	1	1
1756	знаком в	1	1
1757	необходимо для	1	1
1758	монолог в	1	1
1759	что явление	1	1
1760	ни для	2	1
1761	не оказывается	1	1
1762	культуры в	3	1
1763	внешней среды	1	1
1764	также что	1	1
1765	при всей	2	1
1766	двумя важнейшими	1	1
1767	существенный момент	1	1
1768	для автора	2	1
1769	когда на	1	1
1770	этим законам	1	1
1771	чем за	1	1
1772	тихо как	1	1
1773	доступной человеческому	1	1
1774	но кто	1	1
1775	обнаруживается при	1	1
1776	некий общий	1	1
1777	дерева с	1	1
1778	одной общей	1	1
1779	а после	1	1
1780	котором по	1	1
1781	не сама	2	1
1782	относится не	1	1
1783	и родного	1	1
1784	знаков с	1	1
1785	обращаясь к	1	1
1786	такое совпадение	1	1
1787	ибо и	1	1
1788	этого переживания	1	1
1789	не вполне	2	1
1790	принадлежащих к	1	1
1791	и означает	1	1
1792	о законе	2	1
1793	в окружающей	1	1
1794	всего что	1	1
1795	я думаю	1	1
1796	различной для	1	1
1797	новых форм	1	1
1798	двух других	1	1
1799	это существенно	1	1
1800	уходит своими	1	1
1801	жизни как	5	1
1802	для сообщения	1	1
1803	только во	1	1
1804	никакого определенного	1	1
1805	еще одна	1	1
1806	все без	1	1
1807	может отсутствовать	1	1
1808	свою культурную	1	1
1809	группирующихся вокруг	1	1
1810	и открывает	1	1
1811	говорит следующее	1	1
1812	преобладании смысла	1	1
1813	слова ни	1	1
1814	к языку	1	1
1815	начало и	1	1
1816	о ней	3	1
1817	к внутреннему	2	1
1818	оторванности от	1	1
1819	внутренней жизни	1	1
1820	в целостной	1	1
1821	этого знания	1	1
1822	в строгой	1	1
1823	самой жизни	1	1
1824	по преимуществу	5	1
1825	и системы	1	1
1826	и одну	1	1
1827	не принадлежит	2	1
1828	а внутри	1	1
1829	оно состоит	1	1
1830	несколько иной	1	1
1831	сознание в	1	1
1832	для индивидуального	1	1
1833	а тот	1	1
1834	начала и	1	1
1835	фонетической и	1	1
1836	этот несколько	1	1
1837	что несмотря	1	1
1838	не от	2	1
1839	в европейской	2	1
1840	наше внимание	1	1
1841	в третьем	1	1
1842	речи вокализация	1	1
1843	по произволу	1	1
1844	как видно	1	1
1845	перестают быть	1	1
1846	в совокупности	1	1
1847	стадии и	1	1
1848	всех и	2	1
1849	сейчас только	1	1
1850	и средствах	1	1
1851	в последние	1	1
1852	воздействие на	1	1
1853	времени что	1	1
1854	такой текст	1	1
1855	между прочим	1	1
1856	война где	1	1
1857	служит для	1	1
1858	целую панораму	2	1
1859	лишь для	1	1
1860	границ между	2	1
1861	звука и	1	1
1862	на себе	1	1
1863	и строго	1	1
1864	менее важным	1	1
1865	текст и	3	1
1866	автора на	1	1
1867	первобытных людей	1	1
1868	проявляет себя	1	1
1869	вошел в	1	1
1870	от себя	3	1
1871	сознания а	1	1
1872	речь о	1	1
1873	не сводится	9	1
1874	говорил о	1	1
1875	целое или	1	1
1876	определенным образом	2	1
1877	с собственной	1	1
1878	для окружающих	1	1
1879	как любая	1	1
1880	с наукой	1	1
1881	так называемые	1	1
1882	логическое отношение	1	1
1883	это по	1	1
1884	кажется что	1	1
1885	от уровня	1	1
1886	исчезает и	1	1
1887	другим в	1	1
1888	говорящего и	1	1
1889	ни одно	1	1
1890	мы по	2	1
1891	является ни	1	1
1892	читать хотя	1	1
1893	жизнь личности	2	1
1894	комплексов в	1	1
1895	единицы и	1	1
1896	так называемого	1	1
1897	но без	1	1
1898	знаков они	1	1
1899	которую в	1	1
1900	ибо всякое	1	1
1901	и учеными	1	1
1902	целом здесь	1	1
1903	я но	1	1
1904	части на	1	1
1905	здесь также	1	1
1906	слова над	1	1
1907	в данный	2	1
1908	основе всех	1	1
1909	чем и	2	1
1910	сделать для	1	1
1911	дает ему	1	1
1912	собой так	1	1
1913	это первый	1	1
1914	не ту	1	1
1915	определить и	1	1
1916	фразы в	1	1
1917	произведение и	1	1
1918	не позволяет	1	1
1919	онегин и	1	1
1920	на первой	1	1
1921	подвести итог	1	1
1922	примером такого	1	1
1923	мое внимание	1	1
1924	минимума максимально	1	1
1925	не принадлежат	2	1
1926	а проза	1	1
1927	звуковыми сигналами	1	1
1928	предполагает не	1	1
1929	ударения на	1	1
1930	нам с	1	1
1931	способность создавать	1	1
1932	остающейся в	1	1
1933	первых же	1	1
1934	переходя к	1	1
1935	но чтобы	2	1
1936	предыдущих и	1	1
1937	для перевода	1	1
1938	и вполне	1	1
1939	он тем	2	1
1940	деятельность это	1	1
1941	смысла в	1	1
1942	и осмысленного	1	1
1943	этом как	1	1
1944	зрения или	1	1
1945	такова что	1	1
1946	мы понимаем	1	1
1947	и делают	1	1
1948	однако что	1	1
1949	охарактеризовать как	1	1
1950	ситуаций или	1	1
1951	так называемый	1	1
1952	в различные	1	1
1953	знаком некоторого	1	1
1954	отношение человека	1	1
1955	поведения то	1	1
1956	только переходом	1	1
1957	ясно говорит	2	1
1958	переживания как	1	1
1959	и позволило	1	1
1960	можно даже	1	1
1961	последующих слов	1	1
1962	смысл предыдущих	1	1
1963	вещами или	1	1
1964	своему смыслу	1	1
1965	знака при	1	1
1966	состоит как	1	1
1967	означает для	1	1
1968	к категории	1	1
1969	в итоге	3	1
1970	предметов которое	1	1
1971	зрения логики	1	1
1972	по крайней	1	1
1973	ты здесь	1	1
1974	из предыдущих	1	1
1975	ситуации но	1	1
1976	себя смысл	1	1
1977	моего сознания	1	1
1978	отношения как	1	1
1979	принципиальная разница	1	1
1980	что хотят	1	1
1981	чего нет	1	1
1982	задний план	1	1
1983	отношение как	1	1
1984	единства в	1	1
1985	завершение и	1	1
1986	не должно	1	1
1987	возможность чисто	1	1
1988	целого это	1	1
1989	понимания внутренней	1	1
1990	времени и	2	1
1991	речи исторически	1	1
1992	звуков в	1	1
1993	еще большей	1	1
1994	был начат	1	1
1995	выступает по	1	1
1996	в функции	1	1
1997	расширяя почти	1	1
1998	на третьей	1	1
1999	это разделение	1	1
2000	чем с	1	1
2001	к третьему	1	1
2002	известного рода	2	1
2003	из наиболее	1	1
2004	своими корнями	1	1
2005	и писать	1	1
2006	ее не	1	1
2007	что способно	1	1
2008	в поле	1	1
2009	а слова	1	1
2010	функции которую	1	1
2011	корнями в	2	1
2012	то она	1	1
2013	в существовании	1	1
2014	если ее	1	1
2015	данном контексте	2	1
2016	общем виде	1	1
2017	включая в	1	1
2018	значении в	1	1
2019	ребенка подобно	1	1
2020	что две	1	1
2021	для такого	2	1
2022	не будучи	1	1
2023	пришлось бы	1	1
2024	с толпой	1	1
2025	к окружающему	1	1
2026	другими людьми	1	1
2027	что автор	1	1
2028	во внешних	1	1
2029	с материалом	1	1
2030	в коем	2	1
2031	лишь одну	1	1
2032	свидетельствует о	1	1
2033	всегда стоит	1	1
2034	два полюса	1	1
2035	стола и	1	1
2036	в природу	1	1
2037	материала и	1	1
2038	принципиально иного	1	1
2039	иной ситуации	1	1
2040	значению он	1	1
2041	в письменном	1	1
2042	мире в	1	1
2043	же самых	1	1
2044	нее как	1	1
2045	оказывается одновременно	1	1
2046	чтобы сделаться	1	1
2047	распространяет и	1	1
2048	с системой	1	1
2049	в диалоге	2	1
2050	разница в	1	1
2051	из своих	1	1
2052	вытекающее из	1	1
2053	основного средства	1	1
2054	из дальнейшего	1	1
2055	иметь место	1	1
2056	а на	3	1
2057	ко второму	1	1
2058	к упрощению	1	1
2059	а о	1	1
2060	без остатка	3	1
2061	как утверждает	1	1
2062	родственное тому	1	1
2063	и где	1	1
2064	чем состоит	1	1
2065	сознания но	1	1
2066	структура его	1	1
2067	других в	1	1
2068	говорят о	1	1
2069	общественных отношений	1	1
2070	жизнью в	1	1
2071	так в	4	1
2072	в еще	1	1
2073	целого и	1	1
2074	том в	1	1
2075	должен согласиться	1	1
2076	жизнь и	1	1
2077	на прежнем	1	1
2078	рождается не	1	1
2079	только лишь	2	1
2080	обычно в	1	1
2081	своеобразная особенность	1	1
2082	он это	1	1
2083	освобождения от	1	1
2084	мнению и	1	1
2085	очередь по	1	1
2086	сознание как	1	1
2087	не уничтожается	1	1
2088	является единственной	1	1
2089	природу каждой	1	1
2090	появление и	1	1
2091	я к	1	1
2092	отклонения от	1	1
2093	единство и	1	1
2094	отделен от	1	1
2095	с я	1	1
2096	эта сторона	1	1
2097	это переживание	2	1
2098	перевод с	1	1
2099	или его	1	1
2100	и своя	1	1
2101	чем существенно	1	1
2102	таких случаях	2	1
2103	только перед	1	1
2104	время они	1	1
2105	первые два	1	1
2106	и б	1	1
2107	иного типа	1	1
2108	почти безгранично	1	1
2109	слов расширяя	1	1
2110	на уровне	2	1
2111	над его	1	1
2112	деятельностью а	1	1
2113	особое отношение	1	1
2114	означало бы	1	1
2115	в узком	3	1
2116	способно привести	1	1
2117	и прежде	2	1
2118	свою речь	1	1
2119	я внутри	1	1
2120	читателя который	1	1
2121	как целого	1	1
2122	и меньше	1	1
2123	интонации и	1	1
2124	дело обстоит	1	1
2125	момент его	1	1
2126	являются наиболее	1	1
