N	2gram	Tiupa_Vved	Komedia
1303	все они	2	1
1304	замены или	1	1
1305	средний путь	1	1
1306	не давая	1	1
1307	удастся ли	1	1
1308	ни к	3	1
1309	принимает участие	1	1
1310	гг в	2	1
1311	то он	2	1
1312	к счастью	1	1
1313	фон для	1	1
1314	проблематики в	1	1
1315	удач и	1	1
1316	с детьми	3	1
1317	вытекает из	1	1
1318	своем роде	2	1
1319	положительным героем	1	1
1320	нуждаясь в	1	1
1321	жизненным опытом	1	1
1322	читателя своей	1	1
1323	от горя	1	1
1324	лица персонажа	1	1
1325	своей собственной	1	1
1326	и главное	1	1
1327	оба эти	1	1
1328	в е	3	1
1329	задний план	1	1
1330	десять лет	3	1
1331	в значительной	2	1
1332	на друга	2	1
1333	на основе	2	1
1334	путь между	1	1
1335	он является	2	1
1336	лица если	1	1
1337	вызывает в	1	1
1338	у современного	1	1
1339	каких-то людей	1	1
1340	мне представляется	1	1
1341	всего на	2	1
1342	и вся	3	1
1343	не могло	2	1
1344	значение для	1	1
1345	которого не	1	1
1346	о своем	1	1
1347	главным героем	2	1
1348	более мягкие	1	1
1349	в мир	1	1
1350	случае с	1	1
1351	о персонаже	1	1
1352	по инерции	1	1
1353	человека к	1	1
1354	в совершенно	1	1
1355	о собственной	1	1
1356	автора в	5	1
1357	весь день	3	1
1358	служит не	1	1
1359	с тяжелым	1	1
1360	без его	2	1
1361	непосредственно из	1	1
1362	проявляется в	1	1
1363	только одна	1	1
1364	начиная с	3	1
1365	при котором	1	1
1366	тот самый	1	1
1367	но несомненно	2	1
1368	автором в	1	1
1369	к миру	1	1
1370	он может	1	1
1371	не имели	2	1
1372	определенный набор	1	1
1373	всего к	1	1
1374	непосредственно к	1	1
1375	впечатление которое	1	1
1376	его место	1	1
1377	из участников	2	1
1378	стороны не	1	1
1379	появляется в	2	1
1380	взгляде на	1	1
1381	брата в	1	1
1382	из него	2	1
1383	же он	1	1
1384	в настоящее	1	1
1385	нее и	1	1
1386	прибегает к	1	1
1387	точку зрения	2	1
1388	этой маленькой	2	1
1389	замуж не	1	1
1390	не ведая	1	1
1391	с того	3	1
1392	или другой	1	1
1393	его можно	1	1
1394	обратиться к	2	1
1395	меня не	1	1
1396	человеческую жизнь	1	1
1397	текста в	3	1
1398	интриги но	1	1
1399	жизни но	1	1
1400	что автор	1	1
1401	будто он	1	1
1402	главного персонажа	1	1
1403	то они	1	1
1404	от более	1	1
1405	жизни от	1	1
1406	значение в	1	1
1407	со мной	1	1
1408	очередь неожиданно	1	1
1409	после которого	1	1
1410	играть роль	1	1
1411	мог быть	1	1
1412	из второй	1	1
1413	первая встреча	1	1
1414	любой из	1	1
1415	кто такой	3	1
1416	различие между	1	1
1417	ни с	2	1
1418	дальнейшее развитие	1	1
1419	короткий разговор	1	1
1420	свидетельствует о	5	1
1421	и того	3	1
1422	забота о	2	1
1423	далеком прошлом	1	1
1424	поры до	1	1
1425	одна и	1	1
1426	тому чтобы	1	1
1427	чего не	1	1
1428	культуры в	1	1
1429	же мере	1	1
1430	к сердцу	1	1
1431	сложившихся в	1	1
1432	при встрече	1	1
1433	участия в	6	1
1434	и сын	1	1
1435	деле не	1	1
1436	от времени	1	1
1437	ему жизнь	1	1
1438	как у	3	1
1439	может показаться	1	1
1440	узнаем что	1	1
1441	на самом	5	1
1442	невозможно отрицать	1	1
1443	со словами	1	1
1444	чем он	1	1
1445	в использовании	1	1
1446	это отношение	1	1
1447	быть вполне	1	1
1448	сказать не	1	1
1449	мнения и	3	1
1450	было видно	1	1
1451	сколько по	1	1
1452	сюжетную схему	1	1
1453	персонажа в	3	1
1454	этом не	2	1
1455	что будет	1	1
1456	своему усмотрению	1	1
1457	этот рассказ	1	1
1458	дело в	1	1
1459	та же	1	1
1460	не свидетельствуют	1	1
1461	когда все	1	1
1462	в ряде	1	1
1463	мира а	2	1
1464	что этот	1	1
1465	хотя нельзя	1	1
1466	и последующих	2	1
1467	свидетельствует об	1	1
1468	по смыслу	1	1
1469	или даже	2	1
1470	говорят о	2	1
1471	естественно что	1	1
1472	противном случае	2	1
1473	мира и	5	1
1474	не от	1	1
1475	сколь бы	1	1
1476	по условиям	1	1
1477	его воли	1	1
1478	или их	1	1
1479	вследствие чего	1	1
1480	сомнение в	1	1
1481	как все	1	1
1482	человеческого мышления	1	1
1483	другом случае	1	1
1484	чтобы хоть	1	1
1485	близок в	1	1
1486	стоит и	1	1
1487	хотя как	1	1
1488	случай в	1	1
1489	этого он	1	1
1490	от первого	1	1
1491	того или	1	1
1492	реагирует на	1	1
1493	идет по	1	1
1494	только к	1	1
1495	в полной	1	1
1496	тут и	1	1
1497	оно в	1	1
1498	были две	4	1
1499	средствами но	1	1
1500	в сюжетную	1	1
1501	таково например	1	1
1502	раз не	1	1
1503	на небо	1	1
1504	не могу	2	1
1505	похожий на	1	1
1506	между детьми	4	1
1507	в угол	1	1
1508	любовная история	1	1
1509	о положении	1	1
1510	также и	6	1
1511	о возможности	1	1
1512	событий во	1	1
1513	своих интересов	1	1
1514	из нас	1	1
1515	однако ни	1	1
1516	вопрос как	1	1
1517	за три	1	1
1518	мы должны	1	1
1519	друга как	1	1
1520	в искусстве	1	1
1521	быть и	2	1
1522	и слова	2	1
1523	интрига уже	1	1
1524	на меня	1	1
1525	эпизода как	1	1
1526	в науке	1	1
1527	на четыре	1	1
1528	человеческое чувство	1	1
1529	высказывания в	1	1
1530	в нашей	1	1
1531	другой смысл	1	1
1532	хотя она	1	1
1533	как то	1	1
1534	первые два	2	1
1535	его отношение	1	1
1536	или ситуации	1	1
1537	другой в	2	1
1538	же на	1	1
1539	времени с	1	1
1540	не замечать	1	1
1541	обстановку в	1	1
1542	определена как	1	1
1543	в тексте	11	1
1544	на уровне	1	1
1545	в большой	1	1
1546	которой можно	1	1
1547	само по	1	1
1548	самой своей	1	1
1549	во многом	1	1
1550	как для	3	1
1551	забывать что	1	1
1552	в ходе	3	1
1553	можно сказать	6	1
1554	говорилось выше	2	1
1555	мы бы	1	1
1556	существования для	1	1
1557	этом и	2	1
1558	дня и	1	1
1559	обращаться к	1	1
1560	по аналогии	4	1
1561	или иной	5	1
1562	поскольку все	1	1
1563	ряде случаев	1	1
1564	детей не	1	1
1565	мне даже	1	1
1566	в неожиданном	1	1
1567	происходит в	1	1
1568	и прежде	1	1
1569	но о	2	1
1570	здесь все	1	1
1571	начало iii	1	1
1572	для современного	1	1
1573	из братьев	1	1
1574	в изложении	3	1
1575	город где	1	1
1576	и брак	1	1
1577	может и	1	1
1578	хватает только	1	1
1579	природой и	1	1
1580	как ему	1	1
1581	в каком-то	1	1
1582	персонажей и	2	1
1583	именно это	1	1
1584	имя и	1	1
1585	не можем	2	1
1586	и наконец	2	1
1587	курения и	1	1
1588	автора и	1	1
1589	иное как	1	1
1590	персонажей как	1	1
