N	2gram	Bakhtin_Fr	DiskursI
1301	быть ни	1	1
1302	содержали в	1	1
1303	выведена из	1	1
1304	мир здесь	1	1
1305	как наиболее	2	1
1306	же по	1	1
1307	единой и	1	1
1308	различий между	1	1
1309	и свободы	1	1
1310	о жизни	1	1
1311	себе в	1	1
1312	включающее в	1	1
1313	чтобы быть	1	1
1314	xvii веке	3	1
1315	своей речи	1	1
1316	за другими	1	1
1317	в ряде	4	1
1318	случае не	1	1
1319	что этот	1	1
1320	ведущую роль	3	1
1321	истины и	1	1
1322	от народной	1	1
1323	страха и	6	1
1324	другом месте	3	1
1325	чаще всего	1	1
1326	с историей	1	1
1327	и со	1	1
1328	остановимся на	2	1
1329	чем мы	2	1
1330	об особом	1	1
1331	первой части	4	1
1332	лица не	1	1
1333	первая по	1	1
1334	в условиях	3	1
1335	центральное событие	1	1
1336	должен быть	2	1
1337	его же	1	1
1338	и таким	1	1
1339	если не	1	1
1340	действующие лица	1	1
1341	ее жизнь	1	1
1342	не все	2	1
1343	этой системы	1	1
1344	смерти и	2	1
1345	жизни можно	1	1
1346	другом случае	1	1
1347	следующей главе	1	1
1348	людей в	1	1
1349	оно непосредственно	1	1
1350	как слово	1	1
1351	но его	3	1
1352	тем чем	1	1
1353	каждый участник	1	1
1354	обычно в	1	1
1355	бытия как	1	1
1356	и внутреннее	3	1
1357	и других	2	1
1358	он это	2	1
1359	в прямой	1	1
1360	тут и	1	1
1361	сохранился в	1	1
1362	первая часть	2	1
1363	такие же	1	1
1364	в народе	1	1
1365	это как	1	1
1366	надежды на	1	1
1367	от процесса	1	1
1368	т.п и	1	1
1369	убеждению в	1	1
1370	не их	1	1
1371	и почти	2	1
1372	людей между	1	1
1373	и ни	3	1
1374	о трагическом	1	1
1375	здесь только	5	1
1376	она во	1	1
1377	произведению в	1	1
1378	которое здесь	1	1
1379	здесь весьма	1	1
1380	с нами	1	1
1381	мы узнаем	1	1
1382	явлений а	1	1
1383	независимо от	3	1
1384	всегда строится	1	1
1385	когда этот	1	1
1386	у того	1	1
1387	один только	1	1
1388	в искусстве	3	1
1389	истории а	1	1
1390	казалось бы	2	1
1391	в человеческом	1	1
1392	но язык	1	1
1393	например к	1	1
1394	всех этих	9	1
1395	в xvii	3	1
1396	это была	1	1
1397	это также	1	1
1398	даже при	2	1
1399	и времени	2	1
1400	завершается пьеса	1	1
1401	от того	3	1
1402	думать что	2	1
1403	на смерть	1	1
1404	и часто	1	1
1405	сказано выше	1	1
1406	могло быть	1	1
1407	же на	1	1
1408	слова но	2	1
1409	и особенно	1	1
1410	новое понимание	1	1
1411	нового завета	1	1
1412	которые в	1	1
1413	не можем	1	1
1414	о явлении	1	1
1415	не отделен	1	1
1416	от времени	1	1
1417	этот тон	1	1
1418	к участию	1	1
1419	традиции на	2	1
1420	этих форм	3	1
1421	нет как	1	1
1422	только после	1	1
1423	на двух	1	1
1424	для характеристики	1	1
1425	в разговоре	1	1
1426	в самых	1	1
1427	пониманию в	1	1
1428	здесь они	1	1
1429	и оно	1	1
1430	именно это	2	1
1431	становится в	1	1
1432	и сами	1	1
1433	основе их	1	1
1434	внутреннюю жизнь	1	1
1435	внесли в	1	1
1436	в известной	5	1
1437	любви и	1	1
1438	иное как	1	1
1439	о народных	1	1
