N	2gram	Vinokur_St	Narrotol
1316	и без	4	1
1317	где у	1	1
1318	языка может	1	1
1319	и последующих	1	1
1320	нас к	2	1
1321	в исторический	1	1
1322	случаях когда	1	1
1323	виде в	2	1
1324	говорят о	1	1
1325	является не	4	1
1326	своей неуместностью	1	1
1327	при таком	2	1
1328	есть только	2	1
1329	были слабые	1	1
1330	вести о	1	1
1331	и я	5	1
1332	сколь бы	1	1
1333	в такой	2	1
1334	на всем	1	1
1335	не относится	1	1
1336	сюжетной ситуации	1	1
1337	нам до	1	1
1338	не создает	1	1
1339	в новом	4	1
1340	нисколько не	3	1
1341	какой он	1	1
1342	определенного характера	1	1
1343	и смысл	1	1
1344	на его	2	1
1345	роли самого	1	1
1346	и представляют	1	1
1347	как результат	1	1
1348	бы это	2	1
1349	ему не	3	1
1350	на свете	1	1
1351	превратное представление	1	1
1352	не говоря	2	1
1353	еще до	4	1
1354	случай в	1	1
1355	и тех	1	1
1356	достаточно для	3	1
1357	том случае	1	1
1358	города в	1	1
1359	его словам	1	1
1360	в полной	1	1
1361	здесь следует	1	1
1362	тут и	1	1
1363	с самого	4	1
1364	узнает о	1	1
1365	xx века	1	1
1366	в соборе	1	1
1367	такой вывод	1	1
1368	или целиком	1	1
1369	образцом для	2	1
1370	раз того	1	1
1371	так называемой	2	1
1372	характера в	1	1
1373	ни один	2	1
1374	материал для	6	1
1375	знакомства с	2	1
1376	однако ни	2	1
1377	ведь и	3	1
1378	просто не	1	1
1379	не находит	1	1
1380	не существовало	1	1
1381	нужно было	2	1
1382	все не	1	1
1383	и их	3	1
1384	но даже	1	1
1385	всего его	1	1
1386	люди с	1	1
1387	из монастыря	1	1
1388	отношений между	3	1
1389	оказывается что	1	1
1390	конечно в	1	1
1391	только у	2	1
1392	русского языка	2	1
1393	одного слова	1	1
1394	только то	1	1
1395	данного текста	1	1
1396	с кем	1	1
1397	здесь например	1	1
1398	разумеется в	2	1
1399	в истолковании	1	1
1400	еще на	1	1
1401	скорее наоборот	1	1
1402	и б	1	1
1403	знает и	2	1
1404	не хотел	2	1
1405	иначе в	2	1
1406	но совершенно	1	1
1407	эту тему	4	1
1408	в книге	1	1
1409	ему должно	1	1
1410	данного произведения	1	1
1411	жил в	3	1
1412	в плане	1	1
1413	крайней мере	2	1
1414	для такого	1	1
1415	не верит	2	1
1416	мировой литературы	1	1
1417	все содержание	1	1
1418	роман а	1	1
1419	ему самому	1	1
1420	произведения не	1	1
1421	в могилу	1	1
1422	настаивать на	1	1
1423	же можно	1	1
1424	в голову	2	1
1425	хотя тоже	1	1
1426	не разрешают	1	1
1427	в словаре	3	1
1428	свидетельствуют о	2	1
1429	в период	2	1
1430	из другой	2	1
1431	этот текст	2	1
1432	нуждается в	2	1
1433	интересен в	1	1
1434	б м	1	1
1435	место из	2	1
1436	событий и	1	1
1437	для этого	2	1
1438	сам а	1	1
1439	первое впечатление	1	1
1440	виду что	1	1
1441	читаем что	2	1
1442	а я	1	1
1443	и совершенно	1	1
1444	слава богу	1	1
1445	текста с	2	1
1446	в лице	1	1
1447	голоса в	1	1
1448	к литературным	1	1
1449	более того	1	1
1450	котором он	2	1
