N	2gram	Bakhtin_fo	KulturaY
1304	действительности и	1	1
1305	и своей	2	1
1306	здесь с	1	1
1307	я был	3	1
1308	понятий и	1	1
1309	и конкретную	1	1
1310	истинный смысл	1	1
1311	и назвать	1	1
1312	же все	1	1
1313	которая является	1	1
1314	например описание	1	1
1315	в уста	2	1
1316	есть здесь	1	1
1317	его развития	1	1
1318	мне все	1	1
1319	как условного	1	1
1320	не совсем	1	1
1321	отчасти уже	1	1
1322	изолированными и	1	1
1323	ведь в	1	1
1324	дана в	1	1
1325	до нас	6	1
1326	значение но	2	1
1327	мы говорили	3	1
1328	когда я	2	1
1329	на другой	2	1
1330	бы она	2	1
1331	и речи	6	1
1332	совсем не	4	1
1333	за обедом	2	1
1334	объясняется и	1	1
1335	на весь	1	1
1336	еще яснее	1	1
1337	мы сделаем	1	1
1338	действующих лиц	1	1
1339	они получают	1	1
1340	оно ничего	1	1
1341	были связаны	1	1
1342	и смысла	1	1
1343	и чужой	1	1
1344	основу его	2	1
1345	одно и	4	1
1346	было для	1	1
1347	и та	2	1
1348	хотя в	1	1
1349	для человека	1	1
1350	время когда	1	1
1351	и роман	1	1
1352	различных типов	1	1
1353	элементы в	2	1
1354	составная часть	1	1
1355	это заменяется	1	1
1356	категории в	1	1
1357	проникнуть в	1	1
1358	аналогии со	1	1
1359	не способна	1	1
1360	не место	2	1
1361	по своей	1	1
1362	для наших	1	1
1363	их удельный	1	1
1364	совершенно независимо	1	1
1365	должны были	1	1
1366	родился в	1	1
1367	удивительные вещи	1	1
1368	у которого	1	1
1369	бы было	1	1
1370	при построении	1	1
1371	которых оно	1	1
1372	уст в	1	1
1373	и несколько	2	1
1374	играет здесь	1	1
1375	своего значения	2	1
1376	разной степени	1	1
1377	но без	1	1
1378	что ты	1	1
1379	специфическая роль	1	1
1380	условиях совершенно	1	1
1381	п ведь	1	1
1382	культуры и	1	1
1383	что во	1	1
1384	время на	1	1
1385	просто бытовая	1	1
1386	оба они	1	1
1387	в беседе	1	1
1388	не входят	3	1
1389	и каждый	2	1
1390	по другим	1	1
1391	при первой	1	1
1392	но нет	1	1
1393	в отрывках	1	1
1394	них не	2	1
1395	эта черта	3	1
1396	процессы в	1	1
1397	нашей точки	3	1
1398	и заниматься	1	1
1399	это для	1	1
1400	роль играет	1	1
1401	и вступают	1	1
1402	зато в	1	1
1403	здесь также	2	1
1404	подлинную природу	1	1
1405	до наших	2	1
1406	свои силы	1	1
1407	союз с	1	1
1408	иной не	1	1
1409	если они	2	1
1410	есть все	1	1
1411	дальше по	1	1
1412	бы ни	1	1
1413	которые были	1	1
1414	совладать с	1	1
1415	которая ведется	1	1
1416	явления в	2	1
1417	то место	1	1
1418	речи о	1	1
1419	остановиться на	1	1
1420	не имеющих	1	1
1421	дом отца	1	1
1422	в один	2	1
1423	понятия и	1	1
1424	чем обычно	1	1
1425	до его	1	1
1426	вообще нет	1	1
1427	общественная жизнь	1	1
1428	время совершенно	1	1
1429	есть как	1	1
1430	границе между	1	1
1431	роль во	1	1
1432	почти ничего	1	1
1433	любви и	1	1
1434	домашнего обихода	1	1
1435	таков например	1	1
1436	теперь они	1	1
1437	греческого и	2	1
1438	значит конечно	1	1
1439	и смыслом	1	1
1440	и стало	1	1
1441	образом и	2	1
1442	частный и	2	1
1443	мы вовсе	1	1
1444	и конечно	1	1
1445	мы встречаем	3	1
1446	бы дело	1	1
1447	форм которые	1	1
1448	они и	1	1
1449	этой проблемы	2	1
1450	но попытка	1	1
1451	значение всего	1	1
1452	то есть	42	1
1453	но за	1	1
1454	многообразие и	1	1
1455	на анализе	2	1
1456	в случаях	1	1
1457	те моменты	2	1
1458	он только	2	1
1459	его с	2	1
1460	живет в	1	1
1461	образа в	1	1
1462	для себя	8	1
1463	таковы специфические	1	1
1464	она имеет	1	1
1465	эти особенности	3	1
1466	особенно важное	2	1
1467	контуры этого	1	1
1468	объявляют что	1	1
1469	переносится в	1	1
1470	в нужном	1	1
1471	нем как	1	1
1472	ни единого	1	1
1473	из одних	1	1
1474	иное значение	1	1
1475	котором в	1	1
1476	в большом	1	1
1477	одном и	1	1
1478	п наконец	2	1
1479	его во	1	1
1480	разного рода	2	1
1481	его но	4	1
1482	утверждает что	2	1
1483	к выводу	1	1
1484	оторванной от	2	1
1485	не обходится	1	1
1486	науки и	1	1
1487	сложность и	2	1
1488	два типа	1	1
1489	этими формами	1	1
1490	к данному	1	1
1491	имеет отношение	1	1
1492	к еде	1	1
1493	и вызывает	1	1
1494	она становится	3	1
1495	в прошлое	1	1
1496	и приобретает	1	1
1497	тон в	1	1
1498	сюжета и	2	1
1499	все то	2	1
1500	функции и	1	1
1501	он так	2	1
1502	которых и	1	1
1503	быть как	1	1
1504	то на	1	1
1505	принципиально отличается	1	1
1506	отлична от	1	1
1507	его основных	1	1
1508	и единство	1	1
1509	свои термины	1	1
1510	могло не	1	1
1511	возможны различные	1	1
1512	так называемый	2	1
1513	и раскрыть	2	1
1514	месте и	1	1
1515	одновременно с	2	1
1516	мы остановимся	1	1
1517	подходе к	2	1
1518	тем менее	1	1
1519	и играет	2	1
1520	на различные	2	1
1521	какая же	1	1
1522	и культур	2	1
1523	даже просто	1	1
1524	уже внутри	1	1
1525	в отмеченных	1	1
1526	самый характер	1	1
1527	i гл	12	1
1528	не знал	1	1
1529	рода и	1	1
1530	которые могут	1	1
1531	этим в	2	1
1532	жизни в	11	1
1533	дело идет	2	1
1534	явлений и	3	1
1535	это само	1	1
1536	пор точно	1	1
1537	себя и	6	1
1538	не будь	1	1
1539	говорили и	1	1
1540	в историческом	2	1
1541	собою в	1	1
1542	важное значение	3	1
1543	в те	1	1
1544	отчасти и	4	1
1545	в народной	1	1
1546	своей жизни	6	1
1547	не оказалось	1	1
1548	не входит	2	1
1549	перенести и	1	1
1550	широко и	1	1
1551	также была	1	1
1552	бы нас	2	1
1553	упоминает о	1	1
1554	того на	1	1
1555	такое положение	1	1
1556	нет ничего	4	1
1557	становится ясным	1	1
1558	мира здесь	1	1
1559	всему этому	1	1
1560	ч i	2	1
1561	имеют в	1	1
1562	в основе	9	1
1563	сами же	2	1
1564	говорить особо	1	1
1565	время оно	2	1
1566	эпоху когда	1	1
1567	далее и	1	1
1568	в очень	1	1
1569	определенным кругом	1	1
1570	погоне за	1	1
1571	этой традиции	1	1
1572	тотчас же	1	1
1573	сопоставлении с	1	1
1574	в значительной	3	1
1575	наконец в	2	1
1576	мы уже	17	1
1577	не лежит	1	1
1578	явления и	2	1
1579	это когда	3	1
1580	времени на	1	1
1581	прямой и	2	1
1582	и больше	1	1
1583	всего на	1	1
1584	и лишь	1	1
1585	находящихся в	1	1
1586	найти не	1	1
1587	как если	2	1
1588	и степени	1	1
1589	нет никакой	1	1
1590	и бытовой	2	1
1591	беседы с	2	1
1592	с более	1	1
1593	более и	2	1
1594	принимают в	1	1
1595	чем не	5	1
1596	типы и	2	1
1597	при помощи	1	1
1598	в форму	1	1
1599	это имеет	1	1
1600	процесс не	1	1
1601	жизни это	2	1
1602	характерно здесь	1	1
1603	литературы в	3	1
1604	было и	4	1
1605	им в	1	1
1606	биографический материал	1	1
1607	он дает	1	1
1608	к третьему	1	1
1609	нравов и	1	1
1610	к созданию	1	1
1611	и во	13	1
1612	практике и	1	1
1613	принадлежит к	4	1
1614	значение имеет	2	1
1615	в погоне	1	1
1616	без всякой	1	1
1617	и наши	1	1
1618	за пределами	2	1
1619	целом в	1	1
1620	какие мы	1	1
1621	и историческое	1	1
1622	забывать что	1	1
1623	том самом	1	1
1624	слово и	1	1
1625	быта в	1	1
1626	их вообще	1	1
1627	нельзя забывать	1	1
1628	как во	1	1
1629	содержанием и	1	1
1630	здесь и	3	1
1631	в соответствующих	1	1
1632	для этих	1	1
1633	еще в	1	1
1634	значении в	1	1
1635	идей и	1	1
1636	из него	1	1
1637	дает в	1	1
1638	дороги в	1	1
1639	во времени	6	1
1640	моментов в	1	1
1641	необходимо указать	2	1
1642	человека но	1	1
1643	и том	2	1
1644	формы к	1	1
1645	уже с	1	1
1646	на время	1	1
1647	или должно	1	1
1648	всего того	3	1
1649	истории литературы	1	1
1650	соображение что	1	1
1651	попадает в	2	1
1652	находятся в	1	1
1653	то они	2	1
1654	что ему	1	1
1655	я так	1	1
1656	формы которые	1	1
1657	нам еще	1	1
1658	ему в	3	1
1659	на точно	1	1
1660	конкретный характер	1	1
1661	основного сюжета	1	1
1662	на дорогу	1	1
1663	то увидим	1	1
1664	может не	1	1
1665	но прежде	1	1
1666	ряд других	1	1
1667	лишь одну	1	1
1668	сам он	1	1
1669	не нужен	1	1
1670	нас не	1	1
1671	и кончая	2	1
1672	и биографические	1	1
1673	ряд в	3	1
1674	стиле в	1	1
1675	остается тем	1	1
1676	который был	1	1
1677	не без	2	1
1678	в предыдущем	1	1
1679	всецело определяется	1	1
1680	нас здесь	1	1
1681	сущности все	1	1
1682	литературной формы	1	1
1683	мы нашли	1	1
1684	сфера которой	1	1
1685	день и	2	1
1686	смыслом и	1	1
1687	и целый	1	1
1688	фигурирующих в	1	1
1689	в честь	2	1
1690	на одной	2	1
1691	бытие и	1	1
1692	на помощь	1	1
1693	всегда является	1	1
1694	разных типов	1	1
1695	и смысл	2	1
1696	не существует	1	1
1697	этим мы	2	1
1698	раз в	4	1
1699	с которым	1	1
1700	под тем	1	1
1701	здесь нет	3	1
1702	было создано	1	1
1703	прямое и	1	1
1704	и гораздо	1	1
1705	ко второму	1	1
1706	к изменению	1	1
1707	в главе	3	1
1708	теми же	1	1
1709	у всех	1	1
1710	в свои	1	1
1711	все ее	3	1
1712	для других	7	1
1713	в организации	1	1
1714	уже первые	1	1
1715	и художественной	1	1
1716	как своего	1	1
1717	в правом	1	1
1718	под прикрытием	1	1
1719	всегда есть	1	1
1720	они могли	1	1
1721	и эта	2	1
1722	в эпоху	5	1
1723	виду что	2	1
1724	он видел	1	1
1725	здесь даже	1	1
1726	такое же	1	1
1727	словом и	2	1
1728	в движение	3	1
1729	в остальном	1	1
1730	как она	3	1
1731	не подлежит	1	1
1732	в исторический	2	1
1733	не предполагает	1	1
1734	лежит на	1	1
1735	но по	2	1
1736	бы нам	1	1
1737	есть только	2	1
1738	но нам	1	1
1739	с рядом	11	1
1740	и несравненно	1	1
1741	или что	1	1
1742	что им	1	1
1743	вероятно не	1	1
1744	в действительной	2	1
1745	об особом	1	1
1746	в новом	1	1
1747	жанр в	1	1
1748	и оно	1	1
1749	действии и	1	1
1750	это мне	1	1
1751	форма в	3	1
1752	в каждой	1	1
1753	его же	1	1
1754	их значение	1	1
1755	в уже	1	1
1756	ему как	1	1
1757	что тот	1	1
1758	но конечно	3	1
1759	значит в	1	1
1760	жизнь и	4	1
1761	ко мне	1	1
1762	ряда и	1	1
1763	такие слова	2	1
1764	сказать только	1	1
1765	в самое	1	1
1766	тем чем	1	1
1767	обычно в	2	1
1768	которого и	1	1
1769	он был	2	1
1770	и других	5	1
1771	вне этой	1	1
1772	с самого	3	1
1773	это сочетание	1	1
1774	борьбу с	1	1
1775	значит что	2	1
1776	которую мы	1	1
1777	например у	4	1
1778	идеал и	1	1
1779	не дошел	1	1
1780	назвать его	1	1
1781	здесь однако	1	1
1782	и ни	1	1
1783	как уже	3	1
1784	тем лучше	1	1
1785	бы назвать	1	1
1786	больших и	2	1
1787	обстоит дело	1	1
1788	повсюду в	1	1
1789	обходится почти	1	1
1790	работу и	1	1
1791	мы наблюдали	1	1
1792	тому времени	2	1
1793	входит в	3	1
1794	здесь это	3	1
1795	природу вещей	1	1
1796	не оставляет	6	1
1797	по земле	1	1
1798	и некоторые	1	1
1799	свою жизнь	1	1
1800	с ее	7	1
1801	в нескольких	1	1
1802	увы они	1	1
1803	одном ряду	1	1
1804	говорили о	1	1
1805	поэтому для	1	1
1806	человека с	1	1
1807	что из	1	1
1808	при всем	1	1
1809	выражения на	1	1
1810	иной степени	1	1
1811	одни из	1	1
1812	как совершенно	1	1
1813	роль играют	1	1
1814	есть между	1	1
1815	же самое	2	1
1816	вступают в	3	1
1817	ведь это	2	1
1818	этого нет	1	1
1819	и вне	3	1
1820	с которой	2	1
1821	относятся только	1	1
1822	политические и	1	1
1823	оно должно	1	1
1824	же люди	1	1
1825	форма как	1	1
1826	та или	1	1
1827	также строится	1	1
1828	все больше	1	1
1829	о которой	1	1
1830	в положительном	1	1
1831	и много	1	1
1832	и ее	4	1
1833	бы он	2	1
1834	в чужом	1	1
1835	есть кризис	1	1
1836	этом и	1	1
1837	имеет еще	1	1
1838	связи между	2	1
1839	их то	1	1
1840	теперь когда	1	1
1841	место в	4	1
1842	относится в	1	1
1843	его зрелости	1	1
1844	новые отношения	1	1
1845	все другие	2	1
1846	могут не	1	1
1847	явлениями и	1	1
1848	исторических условиях	1	1
1849	само собой	2	1
1850	от отношения	1	1
1851	все для	1	1
1852	сообщения и	1	1
1853	эти новые	1	1
1854	важную роль	1	1
1855	со своими	1	1
1856	после смерти	1	1
1857	и обратно	1	1
1858	тут же	1	1
1859	этому вопросу	2	1
1860	когда пушкин	1	1
1861	и совершенно	3	1
1862	как для	1	1
1863	пассивным и	1	1
1864	они приобретают	2	1
1865	исключительно важное	1	1
1866	и иные	2	1
1867	могло быть	5	1
1868	и дурной	1	1
1869	котором он	1	1
