N	2gram	Propp_Morf	RusskieA
1301	на горе	1	1
1302	мифологической школы	1	1
1303	фольклора их	1	1
1304	два случая	1	1
1305	без всякой	2	1
1306	они все	1	1
1307	они часто	1	1
1308	того или	1	1
1309	все другие	1	1
1310	и эти	1	1
1311	нет дома	1	1
1312	же с	1	1
1313	возвращается к	1	1
1314	в самых	2	1
1315	имен и	1	1
1316	непосредственно после	1	1
1317	водой а	1	1
1318	не простое	1	1
1319	и ни	1	1
1320	может считаться	6	1
1321	также и	6	1
1322	одну из	1	1
1323	при сравнении	1	1
1324	не существуют	1	1
1325	не по	2	1
1326	девушка или	1	1
1327	хлеба в	1	1
1328	новую одежду	1	1
1329	иное чем	3	1
1330	на другое	1	1
1331	веселовский с	1	1
1332	такой способ	1	1
1333	эти формы	2	1
1334	во второй	2	1
1335	бою и	1	1
1336	и может	1	1
1337	следует поставить	1	1
1338	а по	3	1
1339	включены большие	1	1
1340	исходит от	2	1
1341	наша наука	1	1
1342	но такое	2	1
1343	однако заметить	1	1
1344	в нашей	1	1
1345	такое которое	1	1
1346	как явление	1	1
1347	хочет жениться	1	1
1348	том кто	1	1
1349	пр и	3	1
1350	таких случаях	2	1
1351	от того	4	1
1352	д в	2	1
1353	к которой	1	1
1354	говорит ну	1	1
1355	повод для	1	1
1356	или как	1	1
1357	их как	2	1
1358	рассматривать как	1	1
1359	подменивает ее	1	1
1360	и отогнать	1	1
1361	очень велико	1	1
1362	расположенных по	1	1
1363	воды это	1	1
1364	также с	1	1
1365	же самое	1	1
1366	что подобные	1	1
1367	раза в	1	1
1368	и много	1	1
1369	что изучение	3	1
1370	это видно	1	1
1371	купаться и	1	1
1372	как за	2	1
1373	добывают себе	1	1
1374	жены и	1	1
1375	это означает	1	1
1376	в голову	1	1
1377	его до	1	1
1378	установление закономерностей	1	1
1379	он во	1	1
1380	дороге на	1	1
1381	все еще	3	1
1382	жениться на	1	1
1383	ли в	1	1
1384	надо было	1	1
1385	однако все	2	1
1386	настоящая работа	1	1
1387	после смерти	1	1
1388	хотя они	2	1
1389	и совершенно	1	1
1390	здесь следует	1	1
1391	силы как	1	1
1392	в который	1	1
1393	есть не	1	1
1394	можно указать	3	1
1395	в полночь	1	1
1396	быть поставлен	1	1
