N	2gram	Potebnia_M	Marksizm
1306	противоположные понятия	1	1
1307	было только	2	1
1308	на нем	1	1
1309	психология народов	1	1
1310	предшествующим и	1	1
1311	и понимающий	1	1
1312	это или	1	1
1313	для человека	3	1
1314	и известный	1	1
1315	внутренняя форма	2	1
1316	тем и	1	1
1317	внутреннему в	1	1
1318	и хотя	1	1
1319	и каждому	1	1
1320	и затем	1	1
1321	в мимике	1	1
1322	проникнуть в	1	1
1323	времен и	2	1
1324	несколько иначе	1	1
1325	и другая	2	1
1326	та которая	1	1
1327	не сами	1	1
1328	мы по	1	1
1329	сил так	1	1
1330	должны были	2	1
1331	прав то	1	1
1332	к каждому	1	1
1333	принадлежит ей	1	1
1334	особенно на	1	1
1335	и объясняется	1	1
1336	истории и	1	1
1337	но без	2	1
1338	между словом	1	1
1339	он в	1	1
1340	на который	1	1
1341	слова из	1	1
1342	но столь	1	1
1343	ее внутренних	1	1
1344	однако в	4	1
1345	что для	5	1
1346	мысли как	1	1
1347	это существительное	1	1
1348	но есть	1	1
1349	что есть	3	1
1350	это приводит	1	1
1351	все вообще	1	1
1352	о его	2	1
1353	мысль в	2	1
1354	процессы в	1	1
1355	в синтаксисе	1	1
1356	лучше сказать	2	1
1357	форм в	1	1
1358	дает возможность	1	1
1359	и внутренним	1	1
1360	мы будем	3	1
1361	теми же	1	1
1362	ней в	1	1
1363	бы быть	7	1
1364	этих и	1	1
1365	если они	1	1
1366	и языка	4	1
1367	имеет существенное	1	1
1368	бы ни	8	1
1369	слово так	1	1
1370	значит что	1	1
1371	грамматика есть	1	1
1372	форм а	1	1
1373	начала ни	1	1
1374	явления в	2	1
1375	для чего	1	1
1376	иначе как	2	1
1377	же необходимо	1	1
1378	слово лишь	1	1
1379	есть система	1	1
1380	и чем	1	1
1381	чтобы не	3	1
1382	на дальнейшую	1	1
1383	внешним и	2	1
1384	в один	2	1
1385	нам кажется	2	1
1386	него то	2	1
1387	еще одно	1	1
1388	кажется что	1	1
1389	наше время	1	1
1390	человечества но	1	1
1391	пришел к	1	1
1392	лишь по	2	1
1393	не отличается	1	1
1394	для самого	5	1
1395	иметь много	1	1
1396	его состав	1	1
1397	как теперь	1	1
1398	где искать	1	1
1399	связи и	1	1
1400	его со	1	1
1401	образом и	2	1
1402	каждому из	4	1
1403	понимания не	1	1
1404	него только	1	1
1405	существования и	1	1
1406	только внутренняя	1	1
1407	от сознания	1	1
1408	за ним	2	1
1409	приближается к	2	1
1410	одном случае	1	1
1411	его мнению	4	1
1412	показать ее	1	1
1413	в вопросах	1	1
1414	и образуют	1	1
1415	если в	3	1
1416	также что	2	1
1417	остается постоянною	1	1
1418	переходит в	2	1
1419	с и	3	1
1420	убедиться что	1	1
1421	его с	3	1
1422	группы к	1	1
1423	и слушающий	1	1
1424	которых мы	3	1
1425	с развитием	1	1
1426	так оно	1	1
1427	отличное от	1	1
1428	и кто	2	1
1429	и должно	2	1
1430	признаков как	1	1
1431	мысль не	1	1
1432	об чем	1	1
1433	слове радуга	1	1
1434	еще мало	1	1
1435	речь так	2	1
1436	связанное с	3	1
1437	и души	1	1
1438	сам по	5	1
1439	и предмет	2	1
1440	проникает в	1	1
1441	он на	1	1
1442	нашего времени	1	1
1443	самой жизни	1	1
1444	эти законы	1	1
1445	его во	1	1
1446	о которой	2	1
1447	от этой	1	1
1448	мы в	2	1
1449	ощущения и	2	1
1450	человека не	2	1
1451	из того	3	1
1452	его но	1	1
1453	первых порах	1	1
1454	и делает	1	1
1455	но этого	1	1
1456	то с	1	1
1457	будет иметь	1	1
1458	нет никакого	1	1
1459	на известный	1	1
1460	подобно тому	7	1
1461	себе не	3	1
1462	него нет	1	1
1463	нельзя ни	1	1
1464	отраженное в	1	1
1465	ощущения в	2	1
1466	только внешнее	1	1
1467	новый смысл	1	1
1468	если не	5	1
1469	этой точки	2	1
1470	которое как	1	1
1471	в обратном	2	1
1472	с таким	3	1
1473	их и	2	1
1474	его собственная	1	1
1475	и последующим	1	1
1476	что у	2	1
1477	и степень	1	1
1478	показать что	1	1
1479	вряд ли	2	1
1480	это содержание	1	1
1481	мы говорим	3	1
1482	одною из	3	1
1483	всегда строго	1	1
1484	а значение	1	1
1485	стороне и	1	1
1486	круг его	1	1
1487	становится уже	1	1
1488	был связан	1	1
1489	всем остальным	1	1
1490	наоборот как	1	1
1491	представляют для	1	1
1492	то время	3	1
1493	процесс производства	1	1
1494	они связаны	1	1
1495	для сознания	2	1
1496	и выражением	1	1
1497	мог быть	1	1
1498	существует и	1	1
1499	в душевной	1	1
1500	корней и	1	1
1501	только то	3	1
1502	состоит из	1	1
1503	и вопрос	3	1
1504	мы принуждены	3	1
1505	связанные с	3	1
1506	что иное	2	1
1507	влияния на	1	1
1508	о единстве	1	1
1509	тем которые	1	1
1510	языка эта	1	1
1511	изменяется и	1	1
1512	мыслей и	1	1
1513	еще дать	1	1
1514	он есть	3	1
1515	сравнению с	1	1
1516	бы сказать	1	1
1517	вследствие этого	1	1
1518	в известном	2	1
1519	которая не	1	1
1520	на каждом	1	1
1521	который до	1	1
1522	мы однако	1	1
1523	же есть	2	1
1524	из следующих	1	1
1525	он мог	1	1
1526	миром но	1	1
1527	что конечно	1	1
1528	но оно	3	1
1529	слова например	2	1
1530	все они	3	1
1531	только одно	1	1
1532	язык имеет	2	1
1533	не замечаются	2	1
1534	не словом	1	1
1535	как часть	2	1
1536	ни на	1	1
1537	всем этом	2	1
1538	мире ничего	1	1
1539	слово или	1	1
1540	человек говорит	1	1
1541	языка конечно	1	1
1542	сливается с	1	1
1543	к сказанному	1	1
1544	ясно и	2	1
1545	в круг	1	1
1546	этого еще	1	1
1547	в течение	2	1
1548	один только	1	1
1549	о котором	4	1
1550	бы по	1	1
1551	сознание и	1	1
1552	таком виде	2	1
1553	на друга	2	1
1554	истории но	1	1
1555	живым и	1	1
1556	по сравнению	1	1
1557	которое не	1	1
1558	и независимо	2	1
1559	тот и	1	1
1560	в современном	1	1
1561	остается только	6	1
1562	обойтись без	1	1
1563	только тогда	7	1
1564	но теперь	1	1
1565	народа и	2	1
1566	не понимает	2	1
1567	то все	6	1
1568	что уже	1	1
1569	развития прежде	1	1
1570	значение для	1	1
1571	снова и	1	1
1572	приводит в	5	1
1573	мир и	1	1
1574	этим явлениям	1	1
1575	следует отличать	1	1
1576	другое если	1	1
1577	на основании	3	1
1578	тем язык	1	1
1579	переносном смысле	1	1
1580	весь процесс	1	1
1581	эти противоречия	2	1
1582	литературы или	1	1
1583	времени и	3	1
1584	идеи в	1	1
1585	не видим	1	1
1586	эти условия	2	1
1587	и полно	1	1
1588	при помощи	2	1
1589	цели и	1	1
1590	м ы	1	1
1591	только это	1	1
1592	воспринять и	1	1
1593	действия и	1	1
1594	на первых	1	1
1595	в обществе	3	1
1596	нее это	1	1
1597	например во	1	1
1598	и ожидание	1	1
1599	уловить и	1	1
1600	без участия	2	1
1601	всего можно	1	1
1602	одна только	1	1
1603	и там	1	1
1604	на внешние	2	1
1605	бы прийти	1	1
1606	его если	1	1
1607	смысле и	1	1
1608	о причинах	2	1
1609	замечается и	2	1
1610	ее не	1	1
1611	словами и	1	1
1612	направлении и	1	1
1613	же всего	1	1
1614	которым мы	1	1
1615	смотрят на	1	1
1616	что я	2	1
1617	речи говорит	1	1
1618	в образе	1	1
1619	основная ошибка	1	1
1620	и появляется	1	1
1621	то она	3	1
1622	встречаем во	1	1
1623	том же	3	1
1624	чувством и	2	1
1625	природы и	1	1
1626	звукового образа	1	1
1627	на ряд	1	1
1628	одна в	1	1
1629	в телесном	1	1
1630	отражения в	1	1
1631	и проч	11	1
1632	языка но	3	1
1633	в свой	1	1
1634	со словом	4	1
1635	имеет и	1	1
1636	живой организм	1	1
1637	с действительно	2	1
1638	нет то	1	1
1639	по отдельным	1	1
1640	не из	3	1
1641	нет значения	1	1
1642	решения и	1	1
1643	слов об	1	1
1644	и встретились	1	1
1645	нам слово	1	1
1646	и целых	1	1
1647	не будучи	1	1
1648	стороны он	1	1
1649	говорящего его	1	1
1650	нет дела	1	1
1651	слова от	1	1
1652	сомнения в	1	1
1653	они были	1	1
1654	данной системы	1	1
1655	независимой от	1	1
1656	изменения в	1	1
1657	индивидуальности и	1	1
1658	в грамматических	2	1
1659	которые в	1	1
1660	именно к	1	1
1661	дает нам	2	1
1662	во внешних	1	1
1663	нам известно	1	1
1664	языка находятся	1	1
1665	но на	3	1
1666	что ему	2	1
1667	для нашего	1	1
1668	мы могли	1	1
1669	тоже не	1	1
1670	новые формы	1	1
1671	ничем не	2	1
1672	смысле что	2	1
1673	многих других	2	1
1674	слово но	1	1
1675	аналогии с	1	1
1676	кто такой	1	1
1677	ее на	1	1
1678	внутренняя и	1	1
1679	нашего наблюдения	1	1
1680	мысли то	7	1
1681	общего и	1	1
1682	за собою	3	1
1683	о значении	1	1
1684	единство как	1	1
1685	и говорящий	1	1
1686	и форма	1	1
1687	выражения а	1	1
1688	в xviii	1	1
1689	для всякого	3	1
1690	это часто	1	1
1691	какую мы	1	1
1692	части его	1	1
1693	слово мы	1	1
1694	отсюда понятно	1	1
1695	только его	1	1
1696	это дает	1	1
1697	имеет значения	1	1
1698	употребляет для	2	1
1699	можем допустить	1	1
1700	этих слов	1	1
1701	которые с	1	1
1702	научный характер	1	1
1703	необходимым и	1	1
1704	на которой	1	1
1705	индивидуальной психологии	1	1
1706	ни начала	1	1
1707	слова а	3	1
1708	в движение	2	1
1709	чувства на	1	1
1710	без этого	1	1
1711	следовательно только	1	1
1712	когда же	2	1
1713	мы находим	3	1
1714	действительности или	1	1
1715	знания и	1	1
1716	новых языках	1	1
1717	а на	2	1
1718	общества для	2	1
1719	как эти	2	1
1720	мысль но	1	1
1721	каждой форме	1	1
1722	языка это	1	1
1723	отказаться от	1	1
1724	речи становится	1	1
1725	и слова	2	1
1726	и представления	1	1
1727	новой и	1	1
1728	слово чужого	1	1
1729	этого не	2	1
1730	когда оно	1	1
1731	все ее	2	1
1732	творчества не	1	1
1733	течение веков	1	1
1734	в другую	2	1
1735	же такое	1	1
1736	и начинается	1	1
1737	с теми	2	1
1738	этих условиях	1	1
1739	субъективность и	1	1
1740	язык может	2	1
1741	себе в	2	1
1742	быть признано	1	1
1743	чтобы остаться	1	1
1744	нее только	1	1
1745	сторон языка	1	1
1746	и необходимо	1	1
1747	своих внутренних	1	1
1748	которые более	1	1
1749	и без	4	1
1750	не подлежит	1	1
1751	этой цели	3	1
1752	если и	3	1
1753	может только	1	1
1754	все особенности	1	1
1755	при таком	5	1
1756	и бытия	1	1
1757	своих мыслей	1	1
1758	и понимания	10	1
1759	те особенности	1	1
1760	за другим	1	1
1761	смысле а	1	1
1762	чем мы	1	1
1763	все равно	1	1
1764	и следующее	2	1
1765	не создает	2	1
1766	утверждения что	2	1
1767	нисколько не	2	1
1768	одного предмета	1	1
1769	так а	2	1
1770	и другим	1	1
1771	в каждой	1	1
1772	и противоречие	1	1
1773	акте понимания	1	1
1774	принять и	1	1
1775	необходимы и	1	1
1776	людей в	1	1
1777	таким в	1	1
1778	особенности его	1	1
1779	между явлениями	2	1
1780	как формы	1	1
1781	чтобы сделать	1	1
1782	восприятия или	2	1
1783	не говоря	1	1
1784	с областью	1	1
1785	чисто психологическим	1	1
1786	может иметь	1	1
1787	друг за	1	1
1788	его словам	2	1
1789	и эти	1	1
1790	только к	1	1
1791	первобытный человек	2	1
1792	эта сила	1	1
1793	и найти	1	1
1794	наука о	1	1
1795	он говорит	1	1
1796	видим все	1	1
1797	души мы	1	1
1798	которую мы	1	1
1799	мы воспринимаем	1	1
1800	заключать в	1	1
1801	каждом из	1	1
1802	всю свою	1	1
1803	в основных	1	1
1804	наоборот выражение	1	1
1805	и оценка	1	1
1806	каждого слова	2	1
1807	содержания есть	1	1
1808	а из	1	1
1809	тому как	8	1
1810	но всегда	3	1
1811	языку и	2	1
1812	само собою	4	1
1813	с каким-либо	1	1
1814	первое и	1	1
1815	и самостоятельность	1	1
1816	и может	5	1
1817	невозможно но	1	1
1818	с этою	2	1
1819	в изменении	1	1
1820	на меня	1	1
1821	но она	3	1
1822	выйти за	1	1
1823	другим и	3	1
1824	в человеческом	3	1
1825	и грамматических	2	1
1826	свою историю	1	1
1827	к области	1	1
1828	или другого	1	1
1829	этого значения	1	1
1830	подчиняющая себе	1	1
1831	смысл слова	1	1
1832	направлении так	1	1
1833	в языке?	1	1
1834	можно как	1	1
1835	но дело	2	1
1836	организме а	1	1
1837	человека и	2	1
1838	так когда	1	1
1839	с человеком	1	1
1840	оно лишено	1	1
1841	языке с	1	1
1842	еще на	1	1
1843	скажем что	1	1
1844	значение слова	2	1
1845	нужно говорить	1	1
1846	что можно	3	1
1847	времени с	1	1
1848	существуют для	1	1
1849	отношение к	1	1
1850	к ней	3	1
1851	из могущественнейших	1	1
1852	в образ	2	1
1853	были и	2	1
1854	содержанием и	1	1
1855	для обозначения	2	1
1856	другому в	1	1
1857	эта перестановка	1	1
1858	в звуке	11	1
1859	сказать в	1	1
1860	внутреннее и	1	1
1861	того времени	2	1
1862	произведения не	1	1
1863	дело в	3	1
1864	даже для	1	1
1865	из внутреннего	1	1
1866	своего слова	1	1
1867	становится объектом	2	1
1868	грамматических формах	2	1
1869	на следующее	3	1
1870	бытия и	3	1
1871	как увидим	4	1
1872	к новому	2	1
1873	как будто	2	1
1874	языке именно	2	1
1875	только после	2	1
1876	письменности и	1	1
1877	если на	1	1
1878	душевной жизни	15	1
1879	ли может	1	1
1880	ни был	2	1
1881	язык для	1	1
1882	для этого	2	1
1883	соответствует тому	1	1
1884	других языках	1	1
1885	и совершенно	2	1
1886	в лице	1	1
1887	как для	2	1
1888	и сказать	1	1
1889	не можем	5	1
1890	развиться из	1	1
1891	в чисто	1	1
1892	жизнью и	1	1
1893	себе а	1	1
1894	быть одною	1	1
