N	2gram	Vinokur_St	VeschiIm
1318	вопроса в	2	1
1319	ее из	1	1
1320	ее предварительно	1	1
1321	более глубокого	1	1
1322	было действительно	1	1
1323	нового к	1	1
1324	дает возможность	1	1
1325	все одинаково	1	1
1326	никого не	1	1
1327	или иной	1	1
1328	же в	1	1
1329	никому не	1	1
1330	нет как	1	1
1331	вовсе еще	1	1
1332	бы оно	1	1
1333	иной раз	1	1
1334	их трудов	1	1
1335	чем та	1	1
1336	а как	5	1
1337	который был	2	1
1338	та и	1	1
1339	это в	4	1
1340	i и	1	1
1341	речи о	1	1
1342	в так	1	1
1343	всех этих	2	1
1344	доказывает что	1	1
1345	в один	1	1
1346	от них	1	1
1347	он с	1	1
1348	не надо	2	1
1349	вопреки всему	1	1
1350	вообще нет	2	1
1351	позволю себе	1	1
1352	эту тему	4	1
1353	сейчас мы	1	1
1354	кажется что	5	1
1355	а н	1	1
1356	нет никаких	2	1
1357	будто есть	1	1
1358	и самый	2	1
1359	момент его	1	1
1360	как общее	1	1
