N	2gram	Berdyaev_M	Psycholo
1320	нужно было	1	2
1321	другим и	2	2
1322	пор не	1	2
1323	толстой не	1	2
1324	узнать в	1	2
1325	вся она	1	2
1326	эта двойственность	1	2
1327	и всех	1	2
1328	самой своей	1	2
1329	бы он	2	2
1330	быть его	1	2
1331	к новому	2	2
1332	его творчество	2	2
1333	как для	2	2
1334	все было	1	2
1335	есть болезнь	1	1
1336	он готов	2	1
1337	на так	1	1
1338	или он	1	1
1339	борется и	1	1
1340	влияния и	1	1
1341	не связан	1	1
1342	задача которая	1	1
1343	отрицанию не	1	1
1344	степени как	1	1
1345	близко знавший	1	1
1346	и над	1	1
1347	вещи и	1	1
1348	и был	1	1
1349	как люди	2	1
1350	вполне не	1	1
1351	раскрывается в	6	1
1352	до последнего	1	1
1353	понимается как	1	1
1354	французскую революцию	1	1
1355	тогда только	3	1
1356	могу поверить	1	1
1357	конца к	1	1
1358	есть дело	1	1
1359	этом основании	1	1
1360	основывается на	1	1
1361	в духе	6	1
1362	и проблема	1	1
1363	делает в	1	1
1364	скрыта в	1	1
1365	должно ли	1	1
1366	хаос и	1	1
1367	рисует картину	1	1
1368	и страсть	2	1
1369	в грядущем	2	1
1370	вот с	1	1
1371	есть совершенно	1	1
1372	и вокруг	1	1
1373	открытий которые	1	1
1374	эта формула	1	1
1375	быть скрыта	1	1
1376	с истиной	1	1
1377	ставит нас	1	1
1378	может существовать	1	1
1379	в природе	1	1
1380	обычном смысле	1	1
1381	к земле	2	1
1382	она вообще	1	1
1383	а самая	1	1
1384	мир и	3	1
1385	раз когда	2	1
1386	разные стороны	1	1
1387	которые шли	1	1
1388	других так	1	1
1389	им о	1	1
1390	лишь бы	1	1
1391	и пришли	1	1
1392	на природу	4	1
1393	человека так	1	1
1394	чтобы по	1	1
1395	лежит на	1	1
1396	спокойным как	1	1
1397	эти разговоры	1	1
1398	письме к	1	1
1399	человек если	1	1
1400	есть исключительно	1	1
1401	в пределе	1	1
1402	считает себя	3	1
1403	иначе сказать	1	1
1404	другу как	1	1
1405	другу и	2	1
1406	но эти	1	1
1407	героев он	1	1
1408	истину и	2	1
1409	потому и	2	1
1410	сознания в	2	1
1411	этой связи	1	1
1412	часто трудно	1	1
1413	него было	1	1
1414	он думает	1	1
1415	для ума	1	1
1416	от своей	2	1
1417	же его	1	1
1418	себе в	3	1
1419	чтоб его	1	1
1420	всего человечества	2	1
1421	черты своего	1	1
1422	когда верит	1	1
1423	но ни	1	1
1424	отношения и	2	1
1425	приходят к	3	1
1426	это гораздо	1	1
1427	страдания и	5	1
1428	вместо людей	1	1
1429	на могиле	1	1
1430	он так	2	1
1431	ключ к	1	1
1432	что существует	1	1
1433	в массе	1	1
1434	ли она	2	1
1435	все совершается	1	1
1436	важное для	1	1
1437	им жизнь	1	1
1438	которые принадлежат	1	1
1439	не умеет	1	1
1440	не одно	1	1
1441	нем не	2	1
1442	с раздвоением	1	1
1443	достоевского но	4	1
1444	шаг вперед	1	1
1445	не будут	2	1
1446	обречен на	2	1
1447	нет никаких	2	1
1448	кровь а	1	1
1449	от человека	4	1
1450	достоевского которые	1	1
1451	вложил в	1	1
1452	есть один	3	1
1453	не имеющих	1	1
1454	из внешних	1	1
1455	для раскрытия	1	1
1456	мораль есть	1	1
1457	той мере	1	1
1458	влияние на	1	1
1459	и мир	2	1
1460	по природе	2	1
1461	совершенно противоположен	1	1
1462	этом все	1	1
1463	и рядом	1	1
1464	конца в	1	1
1465	это я	1	1
1466	а ведь	1	1
1467	важное место	1	1
1468	он идет	1	1
1469	бытия и	1	1
1470	хотел этим	1	1
1471	отказывается от	1	1
1472	общества в	1	1
1473	системы и	1	1
1474	через всю	1	1
1475	бы только	1	1
1476	а за	2	1
1477	не очень	1	1
1478	века не	1	1
1479	писатель в	1	1
1480	на себя	1	1
1481	стали бы	3	1
1482	или иная	1	1
1483	с одним	1	1
1484	с отцом	1	1
1485	на всякую	1	1
1486	вещей с	1	1
1487	путь в	1	1
1488	он знал	5	1
1489	средство для	2	1
1490	теряет свой	1	1
1491	смысле психологического	1	1
1492	о боге	7	1
1493	людей в	3	1
1494	есть своя	1	1
1495	он чувствовал	1	1
1496	не сознает	1	1
1497	человека а	3	1
1498	бы был	1	1
1499	сами не	1	1
1500	же все	1	1
1501	других он	1	1
1502	личности все	1	1
1503	человек как	1	1
1504	я в	1	1
1505	мысль на	1	1
1506	причинами и	1	1
1507	же оказывается	1	1
1508	свои права	1	1
1509	противоположность в	1	1
1510	него есть	2	1
1511	этим была	1	1
1512	цели которая	2	1
1513	две формы	1	1
1514	сострадания к	1	1
1515	уже к	1	1
1516	романы и	1	1
1517	таков был	1	1
1518	найти себе	1	1
1519	точно в	1	1
1520	романы достоевского	2	1
1521	достоевского чем	2	1
1522	сторон этого	1	1
1523	новых и	2	1
1524	красоты в	1	1
1525	нужно сказать	1	1
1526	не были	2	1
1527	он признает	1	1
1528	кажется и	2	1
1529	доходит до	6	1
1530	миру и	1	1
1531	говорили что	1	1
1532	и речи	1	1
1533	он еще	1	1
1534	другому в	1	1
1535	истории и	2	1
1536	являются все	1	1
1537	среды и	2	1
1538	своего духа	4	1
1539	возможно что	1	1
1540	человеческих отношений	1	1
1541	культуры и	2	1
1542	что во	1	1
1543	оно имеет	1	1
1544	но есть	1	1
1545	самых противоположных	1	1
1546	является на	1	1
1547	который так	4	1
1548	них не	1	1
1549	был в	4	1
1550	человеком когда	1	1
1551	он слишком	2	1
1552	слова что	1	1
1553	человека мы	1	1
1554	и судьба	2	1
1555	из трагедии	1	1
1556	человека когда	2	1
1557	для проведения	1	1
1558	склонны отрицать	1	1
1559	бы каждый	1	1
1560	не причиняет	1	1
1561	который был	4	1
1562	достоевского говорит	1	1
1563	в величайшем	1	1
1564	я сам	1	1
1565	и случайных	1	1
1566	него это	1	1
1567	раньше чем	1	1
1568	но путь	2	1
1569	которая и	1	1
1570	анны карениной	2	1
1571	с этих	1	1
1572	и этой	1	1
1573	мою душу	2	1
1574	так всегда	1	1
1575	мире и	1	1
1576	преступления и	4	1
1577	конечной цели	1	1
1578	и считает	1	1
1579	он уже	8	1
1580	котором не	2	1
1581	также что	1	1
1582	как детскую	1	1
1583	от духовного	1	1
1584	бессилен перед	4	1
1585	оказался не	1	1
1586	удивительно что	1	1
1587	может в	1	1
1588	большую роль	1	1
1589	эти и	1	1
1590	мы чувствуем	1	1
1591	в картине	2	1
1592	кровью и	1	1
1593	действует в	1	1
1594	его во	2	1
1595	поэтому в	1	1
1596	тема эта	2	1
1597	порождает из	1	1
1598	которые составляют	1	1
1599	средств для	1	1
1600	за границей	1	1
1601	прошлое и	1	1
1602	себя на	1	1
1603	эта жизнь	1	1
1604	сложный и	1	1
1605	и чувств	1	1
1606	чего это	1	1
1607	у гоголя	1	1
1608	свету я	1	1
1609	есть что	1	1
1610	сила и	1	1
1611	состоит чтобы	1	1
1612	данте был	1	1
1613	не приводит	1	1
1614	теории он	1	1
1615	есть на	1	1
1616	к героям	1	1
1617	этом нет	1	1
1618	или об	1	1
1619	любви которая	1	1
1620	свое завершение	1	1
1621	огромную роль	1	1
1622	эта радость	1	1
1623	но оно	1	1
1624	не подходит	1	1
1625	характер его	2	1
1626	о духе	1	1
1627	своей собственной	1	1
1628	мы то	1	1
1629	и везде	1	1
1630	ней есть	1	1
1631	и добродетели	1	1
1632	тотчас же	1	1
1633	своей целью	1	1
1634	то особенное	1	1
1635	один только	1	1
1636	не статически	1	1
1637	жизни который	1	1
1638	многих людей	1	1
1639	ли у	1	1
1640	в избрании	1	1
1641	не сам	2	1
1642	в вечной	1	1
1643	идея не	1	1
1644	одна сторона	1	1
1645	послужило поводом	1	1
1646	него с	1	1
1647	в мир	3	1
1648	если человек	3	1
1649	над собой	1	1
1650	жизни которое	1	1
1651	будет уже	1	1
1652	связанной с	1	1
1653	нее одной	1	1
1654	должна кончиться	1	1
1655	проблемы и	2	1
1656	это раздвоение	1	1
1657	жизни к	1	1
1658	из первых	1	1
1659	имеют своей	1	1
1660	под знаком	1	1
1661	уже последствие	1	1
1662	формальной стороне	1	1
1663	чтобы все	1	1
1664	относился к	1	1
1665	до известной	1	1
1666	дневным светом	1	1
1667	и шекспира	1	1
1668	и огромной	1	1
1669	культурной жизни	1	1
1670	сама она	1	1
1671	революции а	1	1
1672	к полному	1	1
1673	ближе чем	2	1
1674	от труда	1	1
1675	самом центре	2	1
1676	общественное мнение	1	1
1677	душе и	1	1
1678	и идет	1	1
1679	отрицать всякую	1	1
1680	стоит на	2	1
1681	знать что	1	1
1682	и злая	1	1
1683	перерождения в	1	1
1684	пришли к	1	1
1685	отличает его	1	1
1686	ли бы	1	1
1687	сам он	2	1
1688	или другую	1	1
1689	был еще	4	1
1690	за собою	1	1
1691	о человеческой	3	1
1692	отлично от	1	1
1693	не без	1	1
1694	фабулы романа	1	1
1695	и борьбы	1	1
1696	под собой	1	1
1697	действительность а	1	1
1698	этой мысли	1	1
1699	для всего	1	1
1700	природа он	1	1
1701	сторона в	1	1
1702	не достигает	1	1
1703	в жизнь	1	1
1704	бы всякую	1	1
1705	бы у	1	1
1706	романах достоевского	2	1
1707	все та	1	1
1708	отвечает ему	1	1
1709	бессилие и	1	1
1710	на необходимости	1	1
1711	с их	2	1
1712	природы человека	2	1
1713	всю его	1	1
1714	что является	1	1
1715	интеллигенции по	1	1
1716	иногда и	1	1
1717	в свои	2	1
1718	остается и	1	1
1719	не иметь	2	1
1720	с них	1	1
1721	менее всего	10	1
1722	о жизни	1	1
1723	совсем иное	2	1
1724	он один	1	1
1725	есть акт	1	1
1726	борьбы и	1	1
1727	человеческой душой	1	1
1728	иное что	1	1
1729	к системе	1	1
1730	истины и	2	1
1731	анна каренина	1	1
1732	если и	1	1
1733	дает свободу	1	1
1734	ней так	1	1
1735	силы этот	1	1
1736	нет у	6	1
1737	и высшее	1	1
1738	не заключается	1	1
1739	и людей	1	1
1740	света и	2	1
1741	быть отнесена	1	1
1742	только и	7	1
1743	что раньше	1	1
1744	формулировал этот	1	1
1745	говорит об	1	1
1746	свою противоположность	4	1
1747	ничего нельзя	1	1
1748	особенно в	3	1
1749	души ее	1	1
1750	это остается	1	1
1751	стоит и	1	1
1752	судьбе человека	3	1
1753	как проявление	1	1
1754	грусть в	2	1
1755	начинается в	4	1
1756	трехмерное пространство	1	1
1757	одни как	1	1
1758	связываются с	1	1
1759	возвращается к	2	1
1760	же от	1	1
1761	и психологическую	1	1
1762	совершается не	1	1
1763	но всегда	1	1
1764	чтобы до	1	1
1765	них идет	1	1
1766	ее жизни	1	1
1767	лишь через	1	1
1768	есть и	6	1
1769	искусство никогда	1	1
1770	ним как	1	1
1771	не преодолевает	1	1
1772	и глубже	2	1
1773	ним не	1	1
1774	как явление	1	1
1775	начала что	1	1
1776	человека с	2	1
1777	андрея белого	1	1
1778	и всякая	1	1
1779	происходит от	1	1
1780	было ничего	1	1
1781	карамазова и	2	1
1782	была только	1	1
1783	человека из	2	1
1784	или так	1	1
1785	силой он	1	1
1786	любви со	2	1
1787	дурного и	1	1
1788	и прекрасное	1	1
1789	эту тему	1	1
1790	что иван	1	1
1791	его до	2	1
1792	происходит в	1	1
1793	но я	1	1
1794	эпохе по	1	1
1795	право на	1	1
1796	последних пределов	3	1
1797	идея и	3	1
1798	образ его	1	1
1799	в разговоре	1	1
1800	сознавал что	1	1
1801	в эпоху	2	1
1802	природой и	3	1
1803	себя но	1	1
1804	и трудно	1	1
1805	и всякую	1	1
1806	в отношения	1	1
1807	человек может	3	1
1808	и учение	1	1
1809	дело все	1	1
1810	человеческой жизни	4	1
1811	построен так	1	1
1812	в момент	3	1
1813	в заслугу	1	1
1814	можно и	2	1
1815	может допустить	1	1
1816	самого себя	6	1
1817	есть прежде	4	1
1818	жизнь ее	1	1
1819	вне литературы	1	1
1820	есть знак	1	1
1821	она всегда	1	1
1822	это лишь	2	1
1823	стоит еще	1	1
1824	этот момент	1	1
1825	и оправдание	1	1
1826	их было	1	1
1827	это обычно	1	1
1828	человек есть	5	1
1829	существенно для	1	1
1830	и достоевский	18	1
1831	может нас	1	1
1832	процесс этот	1	1
1833	человека через	7	1
1834	то не	1	1
1835	долгое время	2	1
1836	человеческая природа	5	1
1837	внешней формы	1	1
1838	есть что-то	6	1
1839	этот ответ	1	1
1840	новый свет	2	1
1841	всегда остается	2	1
1842	основной для	1	1
1843	к отрицанию	13	1
1844	совершенное бессилие	2	1
1845	открывает в	2	1
1846	начинается с	1	1
1847	а именно	1	1
1848	с еще	1	1
1849	о судьбе	1	1
1850	что бог	2	1
1851	можно изучить	1	1
1852	даже до	2	1
1853	нуждаться в	1	1
1854	дело которое	1	1
1855	и исторического	1	1
1856	у достоевского	75	1
1857	он по	1	1
1858	разных людей	1	1
1859	ли смысл	1	1
1860	лет но	1	1
1861	определяется не	1	1
1862	не таков	1	1
1863	моменты в	1	1
1864	берет человека	3	1
1865	сам же	1	1
1866	он доходит	1	1
1867	у которых	2	1
1868	было не	1	1
1869	кто-либо из	1	1
1870	ответить на	2	1
1871	это с	1	1
1872	на человека	2	1
1873	силы что	1	1
1874	среды в	1	1
1875	больше значения	1	1
1876	восходит к	1	1
1877	имеет очень	1	1
1878	и вечно	1	1
1879	наоборот он	1	1
1880	духовной жизни	3	1
1881	так для	1	1
1882	к переходу	1	1
1883	не узнает	1	1
1884	входит в	3	1
1885	не должен	1	1
1886	я написал	1	1
1887	бы из	1	1
1888	к разгадке	1	1
1889	своей страстной	1	1
1890	порядком и	1	1
1891	уже было	1	1
1892	его была	1	1
1893	о достоевском	8	1
1894	об отношении	1	1
1895	что люди	1	1
1896	все противоречия	3	1
1897	природу человека	1	1
1898	этим не	1	1
1899	смотрят на	1	1
1900	душу и	2	1
1901	нем есть	5	1
1902	она означает	1	1
1903	любви татьяны	1	1
1904	означает не	1	1
1905	знает о	1	1
1906	этого мира	3	1
1907	установить что	1	1
1908	по которой	1	1
1909	духа и	6	1
1910	человека вовне	1	1
1911	это свойство	1	1
1912	он ведь	1	1
1913	все формы	1	1
1914	над человеческой	3	1
1915	и страстной	1	1
1916	тут у	2	1
1917	жизнь без	1	1
1918	момент в	5	1
1919	разговоры о	1	1
1920	из самой	1	1
1921	бы так	1	1
1922	обречена на	1	1
1923	с темой	1	1
1924	и открывает	1	1
1925	мережковского который	1	1
1926	свою судьбу	1	1
1927	стоит именно	1	1
1928	души из	1	1
1929	он считал	1	1
1930	одна возможность	1	1
1931	не имеющим	1	1
1932	все мы	1	1
1933	ее как	2	1
1934	склонен видеть	1	1
1935	там не	1	1
1936	и всецело	1	1
1937	же должно	1	1
1938	ли нам	1	1
1939	него как	2	1
1940	хочет быть	2	1
1941	к человеку	21	1
1942	сознавая что	1	1
1943	не видел	3	1
1944	от природы	3	1
1945	очень далеко	1	1
1946	с любовью	2	1
1947	от обезьяны	1	1
1948	есть у	1	1
1949	существу с	1	1
1950	смысле в	2	1
1951	нас своего	1	1
1952	героев которые	1	1
1953	прийти к	3	1
1954	есть его	1	1
1955	один когда	1	1
1956	творчество достоевского	16	1
1957	тогда и	1	1
1958	ним может	1	1
1959	любит и	2	1
1960	его нужно	1	1
1961	чтобы иметь	1	1
1962	и нужно	2	1
1963	и сама	2	1
1964	и через	1	1
1965	и этим	2	1
1966	в тот	1	1
1967	себе выхода	1	1
1968	на первую	1	1
1969	что отрицает	2	1
1970	в мысли	2	1
1971	человеческое общество	2	1
1972	исходит от	2	1
1973	не осуществляется	1	1
1974	и последняя	2	1
1975	как его	1	1
1976	поступали те	1	1
1977	братья карамазовы	2	1
1978	и своего	1	1
1979	он берет	1	1
1980	меньше чем	1	1
1981	также в	2	1
1982	для души	1	1
1983	гибель и	1	1
1984	с женщиной	1	1
1985	века в	2	1
1986	человека является	1	1
1987	ивана и	1	1
1988	человек то	1	1
1989	что ведь	2	1
1990	равенства и	1	1
1991	открывает новую	1	1
1992	он жил	1	1
1993	была связана	3	1
1994	великое и	1	1
1995	обращено к	1	1
1996	этого требует	1	1
1997	которая есть	4	1
1998	быть что	1	1
1999	всех своих	1	1
2000	которое послужило	1	1
2001	всего напоминает	1	1
2002	как глубоко	1	1
2003	поле битвы	2	1
2004	с какой-то	1	1
2005	через этот	2	1
2006	жизнь то	1	1
2007	еще ни	1	1
2008	близко к	1	1
2009	и скрыта	2	1
2010	с потрясающей	1	1
2011	аналогия между	1	1
2012	как человек	2	1
2013	его творчества	2	1
2014	отношение между	2	1
2015	всякое движение	1	1
2016	обогатил эту	1	1
2017	и душа	1	1
2018	все основные	1	1
2019	он также	2	1
2020	посторонней силы	1	1
2021	и позор	2	1
2022	человеком но	1	1
2023	подобного нет	1	1
2024	бы уже	1	1
2025	развилась в	1	1
2026	времен и	1	1
2027	его исследованию	1	1
2028	жизни оно	1	1
2029	вопрос можно	1	1
2030	в землю	1	1
2031	нас перед	1	1
2032	есть совсем	1	1
2033	этого нужно	1	1
2034	себе такой	1	1
2035	но без	1	1
2036	все человеческие	1	1
2037	жизнь как	1	1
2038	именно чтобы	1	1
2039	это потому	1	1
2040	образ но	1	1
2041	не бывают	1	1
2042	его стороны	1	1
2043	каждый человек	2	1
2044	но нет	1	1
2045	любви в	2	1
2046	любовь и	4	1
2047	есть вместе	1	1
2048	сознание необходимости	1	1
2049	мера в	1	1
2050	не выдержала	1	1
2051	у разных	1	1
2052	перешедшая в	2	1
2053	приходилось бы	1	1
2054	не порождает	1	1
2055	писателя в	1	1
2056	человека или	1	1
2057	для людей	1	1
2058	которым это	1	1
2059	которые были	1	1
2060	к исследованию	1	1
2061	искусства правда	1	1
2062	из глубины	5	1
2063	разрушения мира	1	1
2064	за себя	1	1
2065	все внешние	1	1
2066	себя он	1	1
2067	нет не	1	1
2068	мир к	1	1
2069	деле то	1	1
2070	своего ума	1	1
2071	и материально	1	1
2072	ко всякому	1	1
2073	ней все	2	1
2074	люди вдруг	1	1
2075	бесконечного содержания	1	1
2076	эта любовь	2	1
2077	могут понять	1	1
2078	но потому	1	1
2079	быть он	1	1
2080	литература не	1	1
2081	теперь я	1	1
2082	его со	1	1
2083	человеческой личности	11	1
2084	вверх от	1	1
2085	существенным для	1	1
2086	народа в	1	1
2087	от самой	1	1
2088	недавно вышедшей	1	1
2089	это выражение	1	1
2090	в час	1	1
2091	в исключительно	1	1
2092	во власти	5	1
2093	трех измерений	2	1
2094	в неизмеримо	1	1
2095	трагедии но	1	1
2096	и различие	1	1
2097	него мысль	1	1
2098	имеет с	1	1
2099	разного рода	2	1
2100	науки и	1	1
2101	условий все	1	1
2102	люди все	1	1
2103	я вел	1	1
2104	творческого труда	1	1
2105	поэтому она	1	1
2106	же были	1	1
2107	к составлению	1	1
2108	действительности оно	1	1
2109	него нет	6	1
2110	за это	1	1
2111	связанная с	1	1
2112	она становится	1	1
2113	они требуют	1	1
2114	не завершается	1	1
2115	сказать с	1	1
2116	из писателей	1	1
2117	ему казалось	1	1
2118	когда дело	1	1
2119	о своей	2	1
2120	в различные	1	1
2121	справедливо но	1	1
2122	оно всегда	1	1
2123	самой глубины	6	1
2124	вопросом о	1	1
2125	увидим как	1	1
2126	мир который	1	1
2127	и подлинное	1	1
2128	существует не	2	1
2129	ли вообще	1	1
2130	с большей	1	1
2131	дальше и	2	1
2132	в которые	2	1
2133	без которых	1	1
2134	так поступали	1	1
2135	шекспира он	1	1
2136	слова для	1	1
2137	своего тела	1	1
2138	это единственная	1	1
2139	попал в	1	1
2140	что теперь	1	1
2141	но тот	1	1
2142	самое главное	1	1
2143	очень глубоко	1	1
2144	который с	1	1
2145	традиции в	1	1
2146	от созерцания	2	1
2147	быть человеком	2	1
2148	энергии но	1	1
2149	не убивал	2	1
2150	так страшно	1	1
2151	новый момент	2	1
2152	сознание и	1	1
2153	все точно	1	1
2154	тайна в	1	1
2155	а кончает	1	1
2156	нас все	1	1
2157	его нельзя	2	1
2158	эта мысль	3	1
2159	страстей и	1	1
2160	в первых	2	1
2161	своего отца	1	1
2162	него проблема	1	1
2163	из сферы	1	1
2164	применяет к	1	1
2165	силы в	1	1
2166	он вносит	1	1
2167	из человеческого	3	1
2168	идеи в	1	1
2169	ждет лишь	1	1
2170	ад он	1	1
2171	ровно в	1	1
2172	только это	2	1
2173	в человека	4	1
2174	достигает того	1	1
2175	гениальной силой	1	1
2176	между людьми	1	1
2177	на внешние	1	1
2178	сердце в	1	1
2179	дано было	2	1
2180	все уже	2	1
2181	настолько же	1	1
2182	бы свою	1	1
2183	и психолог	1	1
2184	к миру	3	1
2185	и хотели	1	1
2186	л толстой	2	1
2187	в свой	2	1
2188	в романах	2	1
2189	видел в	1	1
2190	получить от	1	1
2191	будет в	1	1
2192	все с	1	1
2193	же он	1	1
2194	удалось сделать	1	1
2195	прибегает к	1	1
2196	он невозможен	1	1
2197	мы выходим	1	1
2198	анной карениной	1	1
2199	в другое	1	1
2200	природу на	1	1
2201	людей не	2	1
2202	он смотрит	1	1
2203	жизнь его	1	1
2204	в социальном	2	1
2205	может найти	1	1
2206	всегда была	2	1
2207	как со	1	1
2208	раскрывает в	2	1
2209	вызывает к	1	1
2210	вокруг него	1	1
2211	ему в	1	1
2212	столкновение двух	1	1
2213	глубины своего	1	1
2214	ни с	4	1
2215	к гибели	5	1
2216	не нужен	1	1
2217	уверен что	1	1
2218	это особенно	2	1
2219	человека за	2	1
2220	как сама	1	1
2221	все можно	2	1
2222	и разные	1	1
2223	будет ли	1	1
2224	уже от	1	1
2225	их они	1	1
2226	и историю	1	1
2227	чтобы получить	2	1
2228	этим именем	1	1
2229	представлять себе	1	1
2230	ценность в	1	1
2231	не принимает	2	1
2232	она никогда	3	1
2233	гармонии и	2	1
2234	не иное	1	1
2235	будет когда	1	1
2236	таинственная связь	1	1
2237	человека это	2	1
2238	был только	1	1
2239	сплошь и	1	1
2240	начала в	3	1
2241	она раскрывает	1	1
2242	у толстого	1	1
2243	быть ее	1	1
2244	влияний и	1	1
2245	в достоевском	8	1
2246	в глубине	10	1
2247	он видел	1	1
2248	нет ему	1	1
2249	существует для	1	1
2250	свет и	2	1
2251	особенность его	1	1
2252	человек когда	1	1
2253	есть истинная	1	1
2254	нее он	1	1
2255	говорить об	1	1
2256	своей души	3	1
2257	природу и	2	1
2258	бы передать	1	1
2259	мира и	6	1
2260	разработка темы	1	1
2261	своего пути	1	1
2262	войти в	1	1
2263	у художников	1	1
2264	не стал	2	1
2265	двух душ	1	1
2266	ему как	3	1
2267	он а	1	1
2268	за его	2	1
2269	с одного	1	1
2270	с простым	1	1
2271	еще до	2	1
2272	движения он	1	1
2273	отцов и	1	1
2274	и психологической	1	1
2275	сострадания и	1	1
2276	равно что	2	1
2277	личности в	4	1
2278	они стали	2	1
2279	и открыть	1	1
2280	неблагополучие в	1	1
2281	а где	1	1
2282	ее он	2	1
2283	борьбы за	1	1
2284	трудный для	1	1
2285	сознание как	1	1
2286	и социальной	1	1
2287	у художника	1	1
2288	он принадлежит	2	1
2289	и истинное	1	1
2290	человека все	1	1
2291	и почти	1	1
2292	как личности	1	1
2293	очень существенное	3	1
2294	а от	3	1
2295	с говорит	1	1
2296	чему эти	1	1
2297	через которые	1	1
2298	это сознание	1	1
2299	во второй	1	1
2300	момент когда	1	1
2301	личности на	1	1
2302	не находит	1	1
2303	я вас	1	1
2304	характерно для	1	1
2305	чувствовал и	1	1
2306	ли это?	1	1
2307	люди с	1	1
2308	отказ от	1	1
2309	явлений в	1	1
2310	разных точек	1	1
2311	болезнь и	1	1
2312	земли и	1	1
2313	по целым	1	1
2314	движения в	2	1
2315	в пустыне	2	1
2316	поэтому для	1	1
2317	с человеком	2	1
2318	это сам	1	1
2319	россии и	1	1
2320	природа остается	1	1
2321	всех его	1	1
2322	переходит на	1	1
2323	него и	3	1
2324	почему не	2	1
2325	не откажется	1	1
2326	та или	1	1
2327	и борьба	1	1
2328	них нет	2	1
2329	есть необходимый	1	1
2330	и много	2	1
2331	остается на	2	1
2332	отрывается от	2	1
2333	нужно признать	1	1
2334	же можно	2	1
2335	убил его	1	1
2336	всей нашей	1	1
2337	с последней	1	1
2338	исследования о	1	1
2339	об этой	1	1
2340	он более	1	1
2341	в бурной	1	1
2342	и утверждение	1	1
2343	в эти	1	1
2344	ли может	2	1
2345	не вне	1	1
2346	греха и	1	1
2347	лежит и	1	1
2348	любви но	1	1
2349	момент его	2	1
2350	этого холодного	1	1
2351	внешним покровом	1	1
