N	2gram	Propp_Morf	Istorich
1301	вопросом о	1	3
1302	для всех	1	3
1303	в печь	3	3
1304	волшебной силы	1	3
1305	на эти	1	3
1306	совершенно очевидно	1	3
1307	это обычно	1	3
1308	остановиться на	1	3
1309	ложного героя	5	3
1310	в подвале	1	3
1311	индии в	1	3
1312	точности соответствует	2	3
1313	формы эти	2	3
1314	как они	2	3
1315	или во	1	3
1316	из нее	1	3
1317	свое царство	1	3
1318	уже указано	1	3
1319	золотыми яблоками	1	3
1320	обоих случаях	2	3
1321	совершенно одинаково	2	3
1322	помощника мы	1	3
1323	одна форма	2	3
1324	сделать из	2	3
1325	и нет	1	3
1326	его из	1	3
1327	больше чем	1	3
1328	можно считать	1	3
1329	не упоминается	3	3
1330	герой или	2	3
1331	на сказки	1	3
1332	связь его	1	3
1333	брата и	1	3
1334	имеет в	1	3
1335	но то	1	3
1336	мертвой водой	1	3
1337	формы борьбы	1	3
1338	вследствие чего	1	3
1339	так то	1	3
1340	сын и	1	3
1341	играют в	2	3
1342	же она	3	3
1343	а впоследствии	2	3
1344	животных как	1	3
1345	момент в	2	3
1346	всех людей	1	3
1347	он узнает	1	3
1348	героя то	1	3
1349	часто является	1	3
1350	приступить к	1	3
1351	собой и	1	3
1352	должно быть	1	3
1353	собой в	2	3
1354	и заставляет	2	3
1355	есть у	1	3
1356	ни было	2	3
1357	следить за	1	3
1358	два раза	5	3
1359	очень разнообразных	1	3
1360	как же	3	3
1361	с избушкой	1	3
1362	в лоб	1	3
1363	они представляют	1	3
1364	исходит от	2	3
1365	как видно	1	3
1366	так герой	1	3
1367	укротить коня	1	3
1368	волшебный дар	1	3
1369	как его	1	3
1370	наше рассмотрение	1	3
1371	герой бежит	2	3
1372	на колеснице	1	3
1373	все виды	1	3
1374	здесь перед	1	3
1375	с некоторой	1	3
1376	и царство	1	3
1377	держит в	1	3
1378	тебе пригожусь	1	3
1379	подобных случаях	4	3
1380	в наши	2	3
1381	быть объяснена	1	3
1382	вошел в	1	3
1383	явление это	2	3
1384	волшебную силу	1	3
1385	и животным	1	3
1386	нет но	2	3
1387	то ни	3	3
1388	может идти	1	3
1389	все основные	1	3
1390	огромное количество	1	3
1391	всех других	2	3
1392	сюда относятся	2	3
1393	наталкиваемся на	1	3
1394	сравнивать сказку	1	3
1395	а от	1	3
1396	как эта	1	3
1397	в гости	1	3
1398	с дарителем	3	3
1399	и каждый	1	3
1400	царевна не	1	3
1401	или три	1	3
1402	царь в	1	3
1403	рассмотрим еще	1	3
1404	всего в	1	3
1405	имеют целью	1	3
1406	пока же	4	3
1407	и улетает	1	3
1408	сказка может	5	3
1409	оно есть	1	3
1410	не делает	1	3
1411	все случаи	2	3
1412	относятся к	2	3
1413	к самым	1	3
1414	ее отца	2	3
1415	которые могут	1	3
1416	связаны между	1	3
1417	в которые	1	3
1418	и волшебные	1	3
1419	этом нет	1	3
1420	помощи которых	1	3
1421	разнообразны и	1	3
1422	герой проходит	1	3
1423	этим она	2	3
1424	иных случаях	2	3
1425	бросается в	1	3
1426	эта мысль	1	3
1427	и до	1	3
1428	это завело	1	3
1429	совершенно неожиданно	1	3
1430	точку зрения	1	3
1431	эту форму	1	3
1432	из этой	1	3
1433	на воду	1	3
1434	завело бы	1	3
1435	ряд других	2	3
1436	он начинает	1	3
1437	бы на	1	3
1438	что так	1	3
1439	в формах	1	3
1440	покидать высока	1	3
1441	о герое	3	3
1442	если сравнить	1	3
1443	в церковь	1	3
1444	только он	1	3
1445	по лестнице	1	3
1446	сказка сохраняет	1	3
1447	самые разнообразные	1	3
1448	из двух	3	3
1449	на новые	2	3
1450	делает это	1	3
1451	кто в	1	3
1452	мы этого	1	3
1453	коня на	1	3
1454	и погони	1	3
1455	мнение что	1	3
1456	к королю	2	3
1457	и погоня	1	3
1458	хода действия	9	3
1459	другом случае	1	3
1460	укажем что	1	3
1461	без всякой	2	3
1462	они все	1	3
1463	они часто	1	3
1464	обычно в	2	3
1465	сквозь уши	1	3
1466	она должна	1	3
1467	может считаться	6	3
1468	вопрос как	3	3
1469	мост к	1	3
1470	д с	1	3
1471	пор не	1	3
1472	чудесным образом	1	3
1473	это то	1	3
1474	еще до	1	3
1475	как их	2	3
1476	переходит на	2	3
1477	этого нет	2	3
1478	бы он	1	3
1479	в эти	1	3
1480	высока терема	1	3
1481	отправку героя	2	2
1482	он пользуется	1	2
1483	три задачи	1	2
1484	примеров видно	1	2
1485	быка и	1	2
1486	по мосту	1	2
1487	сказки где	1	2
1488	вопросу о	2	2
1489	но впоследствии	1	2
1490	не мотивируется	1	2
1491	по собственной	1	2
1492	работ по	1	2
1493	его чтобы	1	2
1494	думается что	1	2
1495	этого может	1	2
1496	задавание трудных	2	2
1497	этого момента	3	2
1498	затем становится	1	2
1499	церковь и	1	2
1500	но некоторые	1	2
1501	и сл	1	2
1502	к другу	2	2
1503	по пути	1	2
1504	что вопрос	1	2
1505	от одного	1	2
1506	именно и	1	2
1507	на взморье	2	2
1508	указать несколько	1	2
1509	мы получаем	2	2
1510	и другим	3	2
1511	ни вздумать	1	2
1512	другое место	1	2
1513	отца а	1	2
1514	змей может	1	2
1515	прибывает домой	3	2
1516	функций в	1	2
1517	силы или	1	2
1518	становится особенно	1	2
1519	мы считаем	1	2
1520	свою собственную	1	2
1521	о помощнике	1	2
1522	во лбу	1	2
1523	если с	1	2
1524	в дальний	1	2
1525	этим мы	1	2
1526	д такое	1	2
1527	незадолго до	2	2
1528	в вышеприведенных	1	2
1529	ходе действия	5	2
1530	не простое	1	2
1531	о возвращении	1	2
1532	иногда она	1	2
1533	о похищении	2	2
1534	и становятся	2	2
1535	же способом	2	2
1536	изучение сказки	4	2
1537	животных на	1	2
1538	особое место	2	2
1539	убить змея	1	2
1540	что волшебные	1	2
1541	быть названо	4	2
1542	образом что	1	2
1543	был известен	1	2
1544	в распоряжение	5	2
1545	сюжета мы	1	2
1546	за язык	1	2
1547	сказок и	2	2
1548	свою очередь	1	2
1549	с другим	1	2
1550	и леший	1	2
1551	своего жениха	1	2
1552	ведьма и	2	2
1553	чем продолжать	1	2
1554	для хода	3	2
1555	в основу	2	2
1556	эти вопросы	1	2
1557	и вдруг	1	2
1558	иные формы	2	2
1559	финской школы	1	2
1560	человека а	1	2
1561	узнать от	1	2
1562	или духа	1	2
1563	мы привели	1	2
1564	иван на	1	2
1565	дальний путь	1	2
1566	они идут	1	2
1567	здесь царь	1	2
1568	три девицы	1	2
1569	не зная	1	2
1570	его самого	4	2
1571	по-видимому не	1	2
1572	эти детали	1	2
1573	на войну	1	2
1574	сына и	2	2
1575	баба-яга и	1	2
1576	куда он	1	2
1577	на горе	1	2
1578	еще пригодится	1	2
1579	все разновидности	1	2
1580	себя проглотить	1	2
1581	как по	1	2
1582	этим и	1	2
1583	этих сказок	1	2
1584	девушка и	3	2
1585	по одному	1	2
1586	существом которое	1	2
1587	требует в	3	2
1588	иногда играет	1	2
1589	на печи	1	2
1590	этот вывод	1	2
1591	земле и	1	2
1592	живых то	1	2
1593	сохраняется и	1	2
1594	к вопросу	2	2
1595	хотя оно	1	2
1596	не нужно	1	2
1597	вводит в	1	2
1598	вопрос что	3	2
1599	а для	1	2
1600	в каждом	1	2
1601	в пруду	1	2
1602	братья и	1	2
1603	превращаясь в	1	2
1604	иногда на	1	2
1605	свое место	1	2
1606	значение и	3	2
1607	он ничего	1	2
1608	один случай	1	2
1609	все остальные	1	2
1610	на новый	1	2
1611	с какой	1	2
1612	говорится и	1	2
1613	для тех	1	2
1614	на свой	1	2
1615	одно и	1	2
1616	его головы	1	2
1617	сказочного материала	2	2
1618	это или	1	2
1619	в количестве	2	2
1620	часто не	1	2
1621	тем и	2	2
1622	на свое	1	2
1623	меняется и	1	2
1624	и несколько	1	2
1625	до места	1	2
1626	герой теряет	1	2
1627	следующее если	1	2
1628	отдай то	1	2
1629	орел и	2	2
1630	материала в	1	2
1631	из самых	1	2
1632	сказать о	2	2
1633	это совершенно	1	2
1634	покажет что	1	2
1635	она является	1	2
1636	он бежит	1	2
1637	царство с	1	2
1638	в последнем	3	2
1639	и должны	1	2
1640	себе представить	1	2
1641	изгнание и	2	2
1642	с такой	1	2
1643	на первом	1	2
1644	некоторые мотивы	1	2
1645	и далее	1	2
1646	д отсюда	1	2
1647	ходить на	1	2
1648	к ложным	1	2
1649	то с	3	2
1650	как такой	1	2
1651	этот же	2	2
1652	во дворце	1	2
1653	следующую картину	2	2
1654	мотив в	1	2
1655	или оно	1	2
1656	вместо того	1	2
1657	важно не	1	2
1658	которым он	1	2
1659	в особый	1	2
1660	в бою	3	2
1661	за нами	1	2
1662	сто рублей	1	2
1663	опять имеем	1	2
1664	отрицательный результат	1	2
1665	делать не	1	2
1666	эти явления	1	2
1667	не соответствуют	1	2
1668	или выражаясь	1	2
1669	мы имели	1	2
1670	мотив может	1	2
1671	все как	1	2
1672	оговорить что	1	2
1673	не входит	2	2
1674	показать как	2	2
1675	к свадьбе	1	2
1676	в известных	1	2
1677	ему дается	1	2
1678	трудной задачи	3	2
1679	и землю	1	2
1680	в круг	2	2
1681	поскольку это	1	2
1682	в жены	2	2
1683	или волшебного	1	2
1684	формы с	1	2
1685	всех случаях	1	2
1686	в новой	1	2
1687	те случаи	1	2
1688	да в	1	2
1689	и об	1	2
1690	другие задачи	1	2
1691	от других	2	2
1692	на примере	1	2
1693	как например	2	2
1694	сказка пользуется	1	2
1695	полет на	1	2
1696	море и	1	2
1697	к двум	1	2
1698	в данной	2	2
1699	а одна	1	2
1700	ниже пока	1	2
1701	сказано ниже	1	2
1702	этой беды	1	2
1703	может фигурировать	1	2
1704	в бегство	1	2
1705	бросают некоторый	1	2
1706	а царевна	2	2
1707	сказки к	1	2
1708	это сделать	1	2
1709	это сделано	1	2
1710	три сына	2	2
1711	черт и	1	2
1712	на поиски	2	2
1713	оно имеет	1	2
1714	у вас	1	2
1715	герой ее	2	2
1716	указанием на	1	2
1717	формы не	1	2
1718	на лбу	1	2
1719	формы которые	3	2
1720	видно будет	2	2
1721	случаев когда	1	2
1722	примера мы	1	2
1723	один с	1	2
1724	через пасть	1	2
1725	или ее	2	2
1726	в полном	1	2
1727	это сходство	1	2
1728	что с	1	2
1729	мало того	1	2
1730	сказка с	3	2
1731	к царевне	6	2
1732	слова а	1	2
1733	к месту	3	2
1734	таком случае	1	2
1735	а ныне	1	2
1736	от своих	1	2
1737	случай с	1	2
1738	по совокупности	1	2
1739	материал для	1	2
1740	члены семьи	1	2
1741	будет дано	1	2
1742	и ковшик	1	2
1743	за этим	1	2
1744	ей не	1	2
1745	сказку но	1	2
1746	еще что	1	2
1747	сказке совершенно	1	2
1748	за которым	2	2
1749	извести героя	1	2
1750	случай который	1	2
1751	и со	1	2
1752	и ведьма	1	2
1753	видим не	1	2
1754	различных народов	1	2
1755	талисманы и	1	2
1756	и таким	2	2
1757	и представляют	2	2
1758	на двор	1	2
1759	эти же	1	2
1760	ad hoc	1	2
1761	в колодец	1	2
1762	очень редко	1	2
1763	еще тем	1	2
1764	царство или	1	2
1765	волшебные сказки	4	2
1766	же из	1	2
1767	задач и	1	2
1768	сравнительного материала	1	2
1769	такие же	1	2
1770	ее подстреливает	1	2
1771	в поле	5	2
1772	узнается по	1	2
1773	случае если	2	2
1774	стрелец ее	1	2
1775	во избежание	2	2
1776	водой а	1	2
1777	трудную задачу	3	2
1778	этой цели	1	2
1779	героя попадает	4	2
1780	то серебринка	1	2
1781	на другое	1	2
1782	средство а	3	2
1783	как таковые	4	2
1784	три брата	2	2
1785	случае герой	2	2
1786	форма есть	1	2
1787	из спины	1	2
1788	они пришли	1	2
1789	как явление	1	2
1790	потолок врос	1	2
1791	как то	2	2
1792	иногда этот	1	2
1793	начинается сказка	1	2
1794	другую страну	1	2
1795	случае это	1	2
1796	ни взгадать	1	2
1797	в ходе	5	2
1798	что изучение	3	2
1799	иных форм	1	2
1800	это дает	1	2
1801	действительно не	1	2
1802	то их	1	2
1803	может и	1	2
1804	однако все	2	2
1805	природой и	1	2
1806	он прячется	1	2
1807	царевны или	1	2
1808	но такой	1	2
1809	сын или	1	2
1810	как помощник	1	2
1811	собой всю	1	2
1812	это утверждение	1	2
1813	о сказке	5	2
1814	на весы	1	2
1815	героя т	2	2
1816	можно говорить	1	2
1817	они их	1	2
1818	как похищение	1	2
1819	в момент	1	2
1820	самого себя	2	2
1821	невеста и	1	2
1822	выводы можно	1	2
1823	громким голосом	1	2
1824	свой облик	1	2
1825	которые по	1	2
1826	одному из	3	2
1827	здесь под	1	2
1828	он похищает	4	2
1829	обращается в	4	2
1830	сказке №	14	2
1831	и была	1	2
1832	влюбляется в	1	2
1833	помнить что	1	2
1834	сказку в	2	2
1835	е не	1	2
1836	только можно	1	2
1837	весь этот	1	2
1838	духа в	1	2
1839	одновременно и	1	2
1840	как живые	1	2
1841	на следующий	1	2
1842	может дать	2	2
1843	е на	1	2
1844	испытание героя	2	2
1845	то сказка	1	2
1846	прекрасная царевна	1	2
1847	на западе	1	2
1848	которые мы	1	2
1849	доказать это	1	2
1850	жену в	1	2
1851	по-видимому здесь	1	2
1852	искать свою	1	2
1853	рассматриваться как	3	2
1854	герой только	1	2
1855	материал но	1	2
1856	уже известную	1	2
1857	отсюда вывод	2	2
1858	месте иногда	1	2
1859	оно также	1	2
1860	нас слишком	1	2
1861	конь который	2	2
1862	уже было	1	2
1863	с помощью	1	2
1864	не исчерпывают	1	2
1865	дарит коня	1	2
1866	говорить о	4	2
1867	старика и	1	2
1868	правда и	1	2
1869	сидит в	1	2
1870	рассматриваются как	2	2
1871	или точнее	1	2
1872	море на	1	2
1873	коня он	1	2
1874	камни и	1	2
1875	этим создается	1	2
1876	носит характер	2	2
1877	или если	1	2
1878	костяной ногой	1	2
1879	которых говорилось	1	2
1880	в нашем	6	2
1881	материала к	2	2
1882	герой переносится	1	2
1883	стороны оно	1	2
1884	шерстинка то	1	2
1885	все функции	3	2
1886	еще резче	1	2
1887	в подобных	1	2
1888	коня она	1	2
1889	которую они	1	2
1890	лес но	1	2
1891	то оно	1	2
1892	элемент в	2	2
1893	прилетает к	1	2
1894	же роль	2	2
1895	ложным заключениям	1	2
1896	героя могут	1	2
1897	один пример	1	2
1898	и функции	3	2
1899	это будет	1	2
1900	разнообразны что	1	2
1901	здесь помощник	1	2
1902	даже такие	1	2
1903	него самого	1	2
1904	того или	1	2
1905	стороны их	2	2
1906	но чаще	1	2
1907	окна и	1	2
1908	формах в	2	2
1909	вышел на	1	2
1910	в горы	1	2
1911	утверждение что	1	2
1912	ни шерстинка	1	2
1913	же с	1	2
1914	герой сперва	1	2
1915	д это	1	2
1916	к следующему	1	2
1917	и поливки	1	2
1918	сложное явление	1	2
1919	и по-видимому	1	2
1920	в мире	1	2
1921	при ближайшем	1	2
1922	царь объявляет	1	2
1923	служит для	1	2
1924	и посылает	1	2
1925	вне связи	3	2
1926	чтобы его	2	2
1927	целом не	1	2
1928	я был	1	2
1929	лес или	1	2
1930	через яму	1	2
1931	бы показать	1	2
1932	ковер-самолет и	1	2
1933	или велит	1	2
1934	легенд и	1	2
1935	иного характера	1	2
1936	можем указать	1	2
1937	не более	1	2
1938	наши задачи	1	2
1939	волшебной сказке	2	2
1940	также может	3	2
1941	это наиболее	1	2
1942	особого внимания	1	2
1943	несколько ниже	1	2
1944	он представляет	1	2
1945	вообще с	1	2
1946	быть рассмотрено	1	2
1947	не значит	3	2
1948	в чужие	1	2
1949	похищенная царевна	1	2
1950	путь на	2	2
1951	ее нужно	1	2
1952	царство аф	1	2
1953	царевна и	2	2
1954	о животных	9	2
1955	в окно	1	2
1956	вздумать ни	1	2
1957	при дворе	1	2
1958	к целому	2	2
1959	очень простой	1	2
1960	одном месте	1	2
1961	сказке вообще	1	2
1962	обнаруживает что	1	2
1963	для каждой	3	2
1964	следует бегство	1	2
1965	уши коня	1	2
1966	первая жена	1	2
1967	других и	1	2
1968	на ее	1	2
1969	что волшебная	1	2
1970	пр а	3	2
1971	учение о	5	2
1972	других форм	1	2
1973	три дня	1	2
1974	особенности этого	1	2
1975	в сущности	3	2
1976	сказки по	4	2
1977	чрезвычайно много	1	2
1978	он действует	2	2
1979	такое сопоставление	1	2
1980	от другого	3	2
1981	связывается с	3	2
1982	в карман	1	2
1983	как с	1	2
1984	есть нечто	3	2
1985	мы понимаем	1	2
1986	не останавливает	1	2
1987	относительно друг	1	2
1988	на улицу	1	2
1989	или укротить	1	2
1990	как при	1	2
1991	коне или	1	2
1992	или другими	2	2
1993	к царю	1	2
1994	середине сказки	2	2
1995	коня конь	1	2
1996	никем не	1	2
1997	в особую	1	2
1998	сюжет или	1	2
1999	он возвращается	1	2
2000	влияния на	1	2
2001	всей своей	1	2
2002	ничего общего	1	2
2003	пропасть в	1	2
2004	у какого-нибудь	1	2
2005	по жердочке	1	2
2006	бы нас	1	2
2007	летучий корабль	4	2
2008	как вообще	1	2
2009	как целое	1	2
2010	к отдельным	2	2
2011	по земле	1	2
2012	имеют отношение	1	2
2013	не должно	1	2
2014	царевны но	1	2
2015	соответствие между	1	2
2016	каждый в	1	2
2017	или иных	1	2
2018	его убивают	1	2
2019	с превращением	1	2
2020	тех сказках	1	2
2021	видим таким	1	2
2022	говоря что	1	2
2023	а во	3	2
2024	похожи друг	1	2
2025	этот конь	1	2
2026	а и	3	2
2027	др мы	1	2
2028	то она	1	2
2029	не стоит	1	2
2030	в поиски	6	2
2031	вопрос в	2	2
2032	дома а	1	2
2033	его роль	1	2
2034	материал и	1	2
2035	живое существо	2	2
2036	все с	1	2
2037	выясняется что	1	2
2038	по сюжетам	3	2
2039	будит его	1	2
2040	итак в	1	2
2041	который может	3	2
2042	от родителей	1	2
2043	всего мира	1	2
2044	по очереди	2	2
2045	материала и	1	2
2046	персонаж а	1	2
2047	многие из	1	2
2048	задачи на	3	2
2049	важные для	1	2
2050	со смертью	2	2
2051	привели нас	1	2
2052	чем же	1	2
2053	переносятся на	1	2
2054	пр то	2	2
2055	старшие братья	3	2
2056	качестве примера	1	2
2057	в рамках	1	2
2058	пути героя	2	2
2059	и где	1	2
2060	и начинается	1	2
2061	получение волшебного	6	2
2062	на героя	2	2
2063	исходят из	2	2
2064	последний случай	1	2
2065	случае не	4	2
2066	три случая	1	2
2067	и мать	1	2
2068	он отвечает	1	2
2069	говорит ну	1	2
2070	может рассматриваться	1	2
2071	больте и	3	2
2072	солнцева сестра	1	2
2073	д эти	1	2
2074	и царевны	2	2
2075	пока просто	1	2
2076	все другие	1	2
2077	более чем	1	2
2078	стороны у	1	2
2079	ее он	1	2
2080	они играют	1	2
2081	в бочку	1	2
2082	вдруг появляется	1	2
2083	или при	2	2
2084	другого и	2	2
2085	в башне	1	2
2086	если она	2	2
2087	героя его	1	2
2088	оно встречается	1	2
2089	задним числом	1	2
2090	бой с	2	2
2091	должен знать	3	2
2092	чтобы овладеть	2	2
2093	так тесно	1	2
2094	сказочных начал	1	2
2095	можно ограничиться	4	2
2096	этом и	1	2
2097	жены и	1	2
2098	что данная	1	2
2099	он во	1	2
2100	функции царевны	1	2
2101	в золотом	1	2
2102	все более	1	2
2103	если на	1	2
2104	ли в	1	2
2105	только одну	1	2
2106	она могла	1	2
2107	этому вопросу	1	2
2108	а сама	1	2
2109	совершается в	2	2
2110	от изучения	1	1
2111	перемены облика	1	1
2112	и выдает	1	1
2113	из кольца	2	1
2114	сказок является	1	1
2115	материала может	1	1
2116	за героя	1	1
2117	кошку и	1	1
2118	ходи со	1	1
2119	сказка вообще	1	1
2120	труд и	1	1
2121	яга может	1	1
2122	возвращении на	1	1
2123	выкупаться в	2	1
2124	еще раз	1	1
2125	пытается убить	1	1
2126	заключениям несмотря	1	1
2127	три дочери	1	1
2128	сама собой	1	1
2129	принесть его	1	1
2130	специальных исследований	1	1
2131	если материал	1	1
2132	задачей здесь	1	1
2133	из волшебной	1	1
2134	между ее	1	1
2135	сказки тогда	1	1
2136	за исключением	1	1
2137	много князь	1	1
2138	с полетом	2	1
2139	сказка состоит	2	1
2140	и вслед	1	1
2141	сказки на	1	1
2142	на работу	2	1
2143	функции к	1	1
2144	не вносят	1	1
2145	и был	1	1
2146	просыпается в	1	1
2147	такое требование	1	1
2148	и помощник	1	1
2149	и получает	1	1
2150	в приложении	1	1
2151	никаких доказательств	1	1
2152	потому не	2	1
2153	и пользуется	2	1
2154	не меняет	2	1
2155	др это	1	1
2156	быть объяснено	1	1
2157	как испытание	1	1
2158	шесть огненных	1	1
2159	живые существа	3	1
2160	функции помощника	1	1
2161	каком это	1	1
2162	надо однако	1	1
2163	свет а	1	1
2164	чтобы в	1	1
2165	лечь с	1	1
2166	третий бой	1	1
2167	этому может	1	1
2168	я за	1	1
2169	ни одна	4	1
2170	каким образом	1	1
2171	ложным героем	1	1
2172	является герой	1	1
2173	этот элемент	5	1
2174	отвечает на	1	1
2175	еще недостаточно	1	1
2176	сказок между	1	1
2177	америке у	1	1
2178	чулане видит	1	1
2179	одеждой с	1	1
2180	frau holle	2	1
2181	это невозможно	1	1
2182	их убивает	1	1
2183	является его	1	1
2184	как первая	1	1
2185	на христианских	1	1
2186	случаи а	1	1
2187	о жар-птице	3	1
2188	пример дает	1	1
2189	лица в	1	1
2190	он едет	1	1
2191	от мужа	1	1
2192	сказки дает	2	1
2193	по этим	2	1
2194	задачи царевны	3	1
2195	через которое	1	1
2196	к земле	1	1
2197	не меняются	1	1
2198	что волшебное	1	1
2199	называемой финской	1	1
2200	есть то	1	1
2201	покое было	1	1
2202	еще придется	1	1
2203	является то	1	1
2204	с нанесения	1	1
2205	по-видимому произошло	1	1
2206	собой более	1	1
2207	а а	2	1
2208	как даритель	2	1
2209	же разряду	1	1
2210	в упряжи	1	1
2211	имеем также	3	1
2212	обращено внимание	1	1
2213	он прибывает	1	1
2214	очень большую	1	1
2215	его мать	1	1
2216	также часто	1	1
2217	ними и	1	1
2218	сказок где	2	1
2219	царевны а	1	1
2220	всего вспоминается	1	1
2221	образом сказка	1	1
2222	аф надо	1	1
2223	здесь возможны	1	1
2224	или вернее	1	1
2225	или другим	1	1
2226	портрет необычайной	1	1
2227	и даритель	1	1
2228	избушка яги	1	1
2229	следующая форма	1	1
2230	вообще невозможно	1	1
2231	все способы	1	1
2232	будут нас	1	1
2233	и иных	2	1
2234	младшего поколения	1	1
2235	другу и	2	1
2236	царство иногда	1	1
2237	имеют свои	1	1
2238	д иногда	1	1
2239	всегда так	1	1
2240	одного на	1	1
2241	не исключает	2	1
2242	даритель в	1	1
2243	куда же	1	1
2244	для данного	1	1
2245	указывают путь	1	1
2246	возникает другой	1	1
2247	д наконец	1	1
2248	входить так	1	1
2249	тех формах	1	1
2250	за другом	2	1
2251	правильный путь	1	1
2252	материала они	1	1
2253	сказка идет	1	1
2254	известным образом	1	1
2255	случаи можно	2	1
2256	этих типов	1	1
2257	таких условиях	1	1
2258	двенадцати равных	2	1
2259	будем говорить	1	1
2260	иногда все	1	1
2261	он служит	1	1
2262	уходят на	1	1
2263	пробует это	1	1
2264	королевна елена	1	1
2265	ему соответствует	1	1
2266	это сказка	3	1
2267	женится и	1	1
2268	преследователь пытается	2	1
2269	или сперва	1	1
2270	дурак так	1	1
2271	убивают он	1	1
2272	в следующих	1	1
2273	в противном	1	1
2274	мы неожиданно	1	1
2275	нужно кормить	1	1
2276	они объединены	1	1
2277	случаи могут	2	1
2278	уже по	1	1
2279	этому прибавляется	2	1
2280	придется остановиться	1	1
2281	мужа и	1	1
2282	что сказок	1	1
2283	но там	1	1
2284	произошло в	1	1
2285	эту же	1	1
2286	случае когда	1	1
2287	дворец мост	1	1
2288	и подобные	2	1
2289	иногда имеем	1	1
2290	дать более	1	1
2291	мы скажем	1	1
2292	живую воду	1	1
2293	действуют как	1	1
2294	представления которые	1	1
2295	и выспрашивание	1	1
2296	причем эти	1	1
2297	нему в	1	1
2298	не останавливаться	1	1
2299	действия это	1	1
2300	приведены в	2	1
2301	установить три	1	1
2302	самого героя	1	1
2303	как такового	2	1
2304	посева и	2	1
2305	не слишком	3	1
2306	иногда братья	1	1
2307	коня а	1	1
2308	задачи следует	2	1
2309	оставив его	1	1
2310	и бочку	1	1
2311	первый раз	1	1
2312	помощник или	1	1
2313	также должно	1	1
2314	образом если	2	1
2315	формы но	1	1
2316	самых различных	2	1
2317	разрешен только	1	1
2318	machina или	1	1
2319	с змеем	1	1
2320	премудрая такой	1	1
2321	особую главу	1	1
2322	этой главе	1	1
2323	тем больше	1	1
2324	такое изучение	1	1
2325	эти функции	2	1
2326	испытание едой	1	1
2327	бы только	1	1
2328	как объяснить	1	1
2329	открытом бою	1	1
2330	ссылкой на	1	1
2331	князь ее	1	1
2332	литература о	1	1
2333	впоследствии на	1	1
2334	чудно и	1	1
2335	из важнейших	1	1
2336	береги братца	1	1
2337	он непосредственно	1	1
2338	и хорошо	1	1
2339	чрезвычайно важно	1	1
2340	ты ничего	1	1
2341	уже достаточно	1	1
2342	и всю	1	1
2343	новое лицо	2	1
2344	из характерных	1	1
2345	форму освобождения	1	1
2346	дворца может	1	1
2347	формы для	1	1
2348	которые еще	1	1
2349	светло что	1	1
2350	отправляется ли	1	1
2351	их три	1	1
2352	но иногда	1	1
2353	а здесь	1	1
2354	было зажжено	1	1
2355	на ковре	1	1
2356	наконец есть	1	1
2357	функции выделены	2	1
2358	о характере	2	1
2359	внезапное исчезновение	1	1
2360	разнообразны часто	1	1
2361	началу сказки	2	1
2362	он ловит	1	1
2363	нами изучены	1	1
2364	больше всего	1	1
2365	прячется в	1	1
2366	которые имеют	1	1
2367	бы поставить	1	1
2368	критический момент	1	1
2369	может совершаться	1	1
2370	это выполняет	1	1
2371	друга что	1	1
2372	не требует	1	1
2373	дочерей и	1	1
2374	сказке ее	1	1
2375	из головы	1	1
2376	героем сказки	2	1
2377	рублей и	1	1
2378	у брата	1	1
2379	принимаются в	1	1
2380	змеем или	1	1
2381	о мотивах	2	1
2382	вопрос но	1	1
2383	точности мы	1	1
2384	мы говорили	1	1
2385	опускается и	1	1
2386	ее герой	1	1
2387	дана в	1	1
2388	нас также	1	1
2389	служащие для	1	1
2390	и необходимость	1	1
2391	и дети	1	1
2392	совершенно одинаковые	1	1
2393	д этим	1	1
2394	можем обойти	1	1
2395	села на	1	1
2396	остается на	1	1
2397	жену на	1	1
2398	родителей а	1	1
2399	сила героя	1	1
2400	бы они	2	1
2401	жен в	1	1
2402	как объект	1	1
2403	сюжетов по	1	1
2404	герой это	2	1
2405	похищает девушку	1	1
2406	далек и	1	1
2407	перескакивает на	2	1
2408	исследователя но	1	1
2409	в последовательности	1	1
2410	имени или	1	1
2411	пытается поглотить	1	1
2412	верно и	1	1
2413	здесь действительно	1	1
2414	невесту и	1	1
2415	если идти	1	1
2416	композиции но	2	1
2417	в помощники	1	1
2418	случай встречается	2	1
2419	это позволит	1	1
2420	выходят за	1	1
2421	целом и	1	1
2422	к первому	1	1
2423	достигает своей	1	1
2424	и небо	1	1
2425	покидать жену	1	1
2426	пусть иван-царевич	1	1
2427	мы их	1	1
2428	которые бросают	1	1
2429	перемещения героя	1	1
2430	в систему	1	1
2431	на пример	1	1
2432	помощи волшебного	1	1
2433	или ложного	1	1
2434	быть зафиксированы	1	1
2435	дарители и	1	1
2436	но прежде	1	1
2437	нем говорится	1	1
2438	есть вторичное	1	1
2439	примеров это	1	1
2440	другие качества	1	1
2441	орла на	1	1
2442	и солнцева	1	1
2443	при случае	1	1
2444	вывод который	1	1
2445	препятствие которое	1	1
2446	иначе герой	1	1
2447	чулан не	1	1
2448	и сестру	1	1
2449	но по-видимому	1	1
2450	ее избушка	1	1
2451	помощи коня	1	1
2452	объездить коня	1	1
2453	наконец подобно	1	1
2454	но кроме	1	1
2455	до начала	1	1
2456	лес эта	1	1
