N	2gram	Voloshinov	DiskursI
1303	нас не	1	1
1304	второй половине	1	1
1305	и за	4	1
1306	понятно что	1	1
1307	сознания он	1	1
1308	он усматривает	1	1
1309	бы на	1	1
1310	для всего	2	1
1311	же их	1	1
1312	лишь часть	1	1
1313	знаем и	1	1
1314	он и	2	1
1315	сознания это	3	1
1316	для искусства	1	1
1317	основе этих	1	1
1318	они определили	1	1
1319	ситуации в	1	1
1320	для нас	2	1
1321	и принципиально	1	1
1322	не способен	1	1
1323	из своих	1	1
1324	на самом	6	1
1325	взаимодействия а	1	1
1326	понимания этого	1	1
1327	еще отсутствует	1	1
1328	от остальной	1	1
1329	это именно	1	1
1330	слово в	1	1
1331	таком случае	4	1
1332	основана на	1	1
1333	не связано	1	1
1334	в ином	1	1
1335	в виде	1	1
1336	в таких	4	1
1337	века и	1	1
1338	от всех	3	1
1339	к некоторому	1	1
1340	жизни это	1	1
1341	этого не	3	1
1342	что к	1	1
1343	без остатка	1	1
1344	остается и	1	1
1345	рода так	1	1
1346	выводит из	2	1
1347	религиозного учения	1	1
1348	и социальные	1	1
1349	же в	1	1
1350	с теми	1	1
1351	в глубине	2	1
1352	не метафорически	1	1
1353	сознания но	1	1
1354	при которой	2	1
1355	за другими	1	1
1356	в нашей	2	1
1357	случае не	3	1
1358	что этот	1	1
1359	не умирает	1	1
1360	является по	3	1
1361	страха и	1	1
1362	если и	2	1
1363	эти две	1	1
1364	говорят о	1	1
1365	восприниматься как	1	1
1366	другом месте	2	1
1367	чаще всего	3	1
1368	свои формы	1	1
1369	науки в	1	1
1370	и со	3	1
1371	остановимся на	1	1
1372	более ранних	1	1
1373	другого как	1	1
1374	отказавшись от	1	1
1375	к личности	2	1
1376	в условиях	3	1
1377	на возможность	1	1
1378	войти в	4	1
1379	все наши	1	1
1380	должен быть	2	1
1381	и таким	3	1
1382	ее жизнь	1	1
1383	не все	1	1
1384	он предполагает	1	1
1385	смерти и	1	1
1386	момент жизни	1	1
1387	следующей главе	3	1
1388	людей в	1	1
1389	все тот	2	1
1390	оно непосредственно	1	1
1391	человека к	4	1
1392	совершенно неизбежно	1	1
1393	но его	1	1
1394	еще до	1	1
1395	читателя в	3	1
1396	возникают и	1	1
1397	от первого	1	1
1398	предположить что	1	1
1399	взаимодействия говорящих	1	1
1400	самоотождествления с	1	1
1401	в будущем	1	1
1402	и эти	1	1
1403	за то	1	1
1404	этом утверждении	2	1
1405	же из	2	1
1406	и других	1	1
1407	же с	2	1
1408	наука о	2	1
1409	в прямой	1	1
1410	тут и	1	1
1411	первая часть	1	1
1412	такие же	3	1
1413	некоторых его	1	1
1414	это как	4	1
1415	в основных	4	1
1416	в объект	1	1
1417	своего исторического	1	1
1418	в практике	1	1
1419	человека все	2	1
1420	и почти	1	1
1421	и ни	3	1
1422	с определенной	1	1
1423	всегда может	2	1
1424	но всегда	1	1
1425	болтовня и	1	1
1426	одни и	1	1
1427	говорить не	1	1
1428	эпохи развития	1	1
1429	независимо от	3	1
1430	в искусстве	3	1
1431	иногда и	1	1
1432	пределах одной	1	1
1433	истории а	1	1
1434	ли это?	1	1
1435	от отца	1	1
1436	всех этих	6	1
1437	его речи	1	1
1438	к смерти	7	1
1439	оказывается что	1	1
1440	и времени	1	1
1441	отношения людей	1	1
1442	от того	5	1
1443	жеста и	1	1
1444	думать что	2	1
1445	как то	1	1
1446	и часто	2	1
1447	это его	1	1
1448	ведь мы	3	1
1449	еще на	1	1
1450	свою задачу	1	1
1451	же на	1	1
1452	и особенно	1	1
1453	себя именно	1	1
1454	истории ее	1	1
1455	и самого	1	1
1456	для такого	1	1
1457	настоящему то	1	1
1458	с самых	1	1
1459	которые в	1	1
1460	не можем	6	1
1461	также в	2	1
1462	своего прямого	1	1
1463	а часто	1	1
1464	всех основных	1	1
1465	это означает	1	1
1466	отождествляется с	1	1
1467	данное высказывание	1	1
1468	в сознании	3	1
1469	и первая	1	1
1470	позицию по	1	1
1471	на всем	3	1
1472	или при	1	1
1473	каждый момент	1	1
1474	в самых	3	1
1475	таким же	1	1
1476	и оно	4	1
1477	и особенностей	1	1
1478	три года	2	1
1479	речь или	1	1
1480	себе а	1	1
1481	и сами	1	1
1482	как вообще	1	1
1483	например приведенное	1	1
1484	как для	2	1
1485	основе их	1	1
1486	с соответствующими	1	1
1487	и предметом	1	1
1488	иное как	1	1
1489	являются наиболее	1	1
