N	2gram	Bakhtin_Pr	Freidism
1292	и крайне	1	1
1293	только односторонней	1	1
1294	и другого	2	1
1295	не был	3	1
1296	но конечно	3	1
1297	той или	2	1
1298	некоторых сторон	1	1
1299	людей в	2	1
1300	внешняя и	1	1
1301	и власть	1	1
1302	жизнь и	3	1
1303	уже сказали	2	1
1304	без всякой	1	1
1305	в каждом	5	1
1306	точкой зрения	1	1
1307	сон в	2	1
1308	гораздо шире	1	1
1309	не имея	1	1
1310	нами как	1	1
1311	может иметь	1	1
1312	материалом для	1	1
1313	человек как	1	1
1314	поэтому и	4	1
1315	напряженной борьбы	1	1
1316	это конечно	3	1
1317	сознания а	1	1
1318	и других	12	1
1319	темы все	1	1
1320	развиваться в	2	1
1321	в прямой	1	1
1322	такую же	1	1
1323	его развития	1	1
1324	первая часть	1	1
1325	и социального	1	1
1326	неизбежно возникает	1	1
1327	он ни	1	1
1328	характерно для	1	1
1329	овладеть этим	1	1
1330	остановимся только	1	1
1331	которую мы	1	1
1332	упрощенной и	1	1
1333	связи с	1	1
1334	и органическим	1	1
1335	таковы три	1	1
1336	показывает что	1	1
1337	философской и	1	1
1338	господа я	1	1
1339	некоторых его	1	1
1340	в наше	1	1
1341	в объект	1	1
1342	может даже	1	1
1343	все остальные	2	1
1344	этого достаточно	1	1
1345	так называемой	1	1
1346	близко к	1	1
1347	но при	2	1
1348	и почти	3	1
1349	самую гущу	1	1
1350	слова мы	1	1
1351	который мы	1	1
1352	как уже	1	1
1353	с определенной	1	1
1354	можно назвать	2	1
1355	ту же	2	1
1356	дать полную	1	1
1357	с особым	1	1
1358	о возможности	1	1
1359	своему внутреннему	1	1
1360	должны коснуться	1	1
1361	оснований для	1	1
1362	золотого века	1	1
1363	степени не	1	1
1364	это символ	1	1
1365	повторяем в	1	1
1366	и всюду	1	1
1367	характерны для	5	1
1368	самосознания и	1	1
1369	получить только	1	1
1370	обычно бывает	1	1
1371	кажется что	3	1
1372	высказывания а	1	1
1373	основы и	1	1
1374	и совершается	1	1
1375	у порога	2	1
1376	сходство но	1	1
1377	роль которую	1	1
1378	но она	3	1
1379	от которых	2	1
1380	их с	1	1
1381	не с	1	1
1382	что эта	1	1
1383	одно и	1	1
1384	только одним	1	1
1385	дает им	1	1
1386	как он	4	1
1387	и определяет	1	1
1388	в тех	2	1
1389	глава четвертая	1	1
1390	можно было	2	1
1391	других людей	2	1
1392	чем-то абсолютно	1	1
1393	господствующих в	1	1
1394	в форме	6	1
1395	др в	3	1
1396	оказывается что	1	1
1397	поведения носят	1	1
1398	вот что	2	1
1399	себя на	1	1
1400	в начале	2	1
1401	содержание но	1	1
1402	еще в	1	1
1403	три основных	1	1
1404	даже не	1	1
1405	стороны и	1	1
1406	он связан	1	1
1407	как мир	1	1
1408	и времени	2	1
1409	в современной	1	1
1410	европе и	1	1
1411	можно найти	1	1
1412	для других	2	1
1413	сатирикон петрония	1	1
1414	в нее	1	1
1415	и единство	1	1
1416	но этот	2	1
1417	конечно нет	1	1
1418	говорили что	2	1
1419	как то	1	1
1420	самую точку	1	1
1421	исключительным и	1	1
1422	и всех	1	1
1423	они могут	3	1
1424	сталкивается с	1	1
1425	и т.д	5	1
1426	рассматривать как	1	1
1427	и совершенно	3	1
1428	и особенности	1	1
1429	значение и	2	1
1430	это главное	1	1
1431	сближаться с	1	1
1432	этой эпохи	1	1
1433	но теперь	2	1
1434	занимает в	1	1
1435	в направлении	2	1
1436	нем и	1	1
1437	или еще	1	1
1438	о ней	1	1
1439	но всегда	1	1
1440	ни одной	1	1
1441	всех его	3	1
1442	истории и	2	1
1443	в последний	4	1
1444	тем как	1	1
1445	что можно	1	1
1446	на различных	1	1
1447	мир но	1	1
1448	считаем необходимым	1	1
1449	что если	1	1
1450	него и	1	1
1451	этим дело	1	1
1452	недоверие к	1	1
1453	одного из	1	1
1454	ибо все	1	1
1455	в высшую	1	1
1456	мысль так	1	1
1457	и никогда	2	1
1458	все больше	1	1
1459	в беседе	2	1
1460	и глубокое	1	1
1461	и благодаря	1	1
1462	внимание и	1	1
1463	друг другу	1	1
1464	он звучит	1	1
1465	превращается у	1	1
1466	в своеобразной	1	1
1467	которые в	3	1
1468	когда они	1	1
1469	благодаря этому	1	1
1470	но прежде	1	1
1471	сна и	1	1
1472	своего прямого	2	1
1473	к чисто	1	1
1474	мысль в	1	1
1475	нашей точки	1	1
1476	его поведения	1	1
1477	бы ему	1	1
1478	слова в	3	1
1479	осознание этого	1	1
1480	содержания и	1	1
1481	в первой	2	1
1482	мы будем	3	1
1483	снизу доверху	1	1
1484	бытия и	5	1
1485	действительно в	1	1
1486	не сразу	1	1
1487	и необходимо	1	1
1488	этим как	1	1
1489	мы теперь	1	1
1490	общества и	1	1
1491	иной раз	1	1
1492	как будто	3	1
1493	отдельные моменты	1	1
1494	на то	2	1
1495	мы слышим	4	1
1496	себе самому	7	1
1497	коснемся только	1	1
1498	нее нет	1	1
1499	здесь мы	3	1
1500	события в	1	1
1501	некоторых отношениях	1	1
1502	их взаимоотношения	2	1
1503	степени характерны	1	1
1504	жизни таким	1	1
1505	в последующем	2	1
1506	случае это	1	1
1507	таким же	1	1
1508	человека но	1	1
1509	определяется в	1	1
1510	нет не	1	1
1511	в один	3	1
1512	дает ему	1	1
1513	нам кажется	4	1
1514	последнее и	1	1
1515	им не	1	1
1516	каждого из	2	1
1517	не показывает	2	1
1518	и особенно	3	1
1519	глубже и	3	1
1520	с соответствующими	1	1
1521	влияние тех	1	1
1522	за счет	1	1
1523	что на	2	1
1524	есть не	1	1
1525	наше время	1	1
1526	поэтому мы	1	1
1527	иное как	1	1
1528	конкретное высказывание	1	1
1529	степени и	1	1
1530	и самый	6	1
1531	прорывается в	1	1
1532	на слово	1	1
1533	и сами	1	1
1534	и существеннее	1	1
1535	котором он	2	1
