N	2gram	Potebnia_M	Problema
1320	имел бы	1	2
1321	же раз	1	2
1322	общество и	2	2
1323	содержание и	1	2
1324	по отношению	15	2
1325	допустим что	2	2
1326	разума и	1	2
1327	состоянии науки	1	2
1328	времен и	2	2
1329	которого не	1	2
1330	имеют свое	1	2
1331	жизни мы	1	2
1332	между значением	1	2
1333	но их	1	2
1334	сам он	1	2
1335	к нашему	1	2
1336	свести все	1	2
1337	случае оно	2	2
1338	его форме	1	2
1339	себе никакого	1	2
1340	которое не	1	2
1341	чем именно	1	2
1342	тот и	1	2
1343	в значении	1	2
1344	не понимает	2	2
1345	вслед за	2	2
1346	личной и	1	2
1347	не представляет	1	2
1348	на которые	1	2
1349	и там	1	2
1350	творчества то	1	2
1351	ее только	1	2
1352	она может	3	2
1353	имеет своим	1	2
1354	языка тем	1	2
1355	в глазах	4	2
1356	и появляется	1	2
1357	чтобы все	1	2
1358	языка а	3	2
1359	не имел	2	2
1360	необходимые для	2	2
1361	так называемое	1	2
1362	не из	3	2
1363	другого и	1	2
1364	в самих	1	2
1365	к белому	1	2
1366	что ему	2	2
1367	и многие	1	2
1368	мог быть	1	2
1369	есть такой	1	2
1370	ее на	1	2
1371	зависит от	6	2
1372	нам не	2	2
1373	возможных для	1	2
1374	на одной	1	2
1375	на которой	1	2
1376	слова а	3	2
1377	вовсе нет	1	2
1378	когда же	2	2
1379	только очень	1	2
1380	новой и	1	2
1381	слова которые	1	2
1382	втором смысле	1	2
1383	за этим	1	2
1384	противоположностей в	2	2
1385	а без	1	2
1386	этих условиях	1	2
1387	история и	2	2
1388	в стороне	5	2
1389	которую указывает	1	2
1390	забыть о	1	2
1391	и могут	1	2
1392	себя или	1	2
1393	и таким	1	2
1394	а так	4	2
1395	бы это	1	2
1396	которые были	1	2
1397	на них	1	2
1398	но его	1	2
1399	когда есть	1	2
1400	и воды	1	2
1401	и эти	1	2
1402	мертвых душ	5	2
1403	чувственные образы	1	2
1404	случае если	1	2
1405	что пока	1	2
1406	явления природы	1	2
1407	доказать что	2	2
1408	не с	2	2
1409	же что	2	2
1410	д в	1	2
1411	и всякая	1	2
1412	рассматривать как	1	2
1413	правильно и	1	2
1414	содержанием и	1	2
1415	в другую	2	2
1416	есть если	2	2
1417	что изучение	1	2
1418	может показаться	1	2
1419	значении слова	1	2
1420	не требующее	1	2
1421	никому не	1	2
1422	такой же	4	2
1423	впасть в	2	2
1424	видели что	2	2
1425	эти предметы	2	2
1426	их на	1	2
1427	человек не	2	2
1428	кроме себя	1	2
1429	со своими	1	2
1430	доказывает что	3	2
1431	которой мы	3	2
1432	оно чем-нибудь	1	2
1433	самостоятельного значения	1	2
1434	почему в	1	2
1435	сколько и	4	2
1436	друг в	1	2
1437	ней не	1	2
1438	чего не	3	2
1439	можно и	1	2
1440	роль и	1	2
1441	выше называли	1	2
1442	познания и	2	2
1443	всех случаях	1	2
1444	самое понятие	2	2
1445	случае мы	1	2
1446	до такой	2	2
1447	общие понятия	1	2
1448	жить и	1	2
1449	что то	1	2
1450	что человек	6	2
1451	гораздо богаче	1	2
1452	ее предмет	1	2
1453	то ли	1	2
1454	исторического развития	1	2
1455	природы или	1	2
1456	вопрос этот	1	2
1457	и им	1	2
1458	его состоянии	1	2
1459	до степени	1	2
1460	само собою	4	2
1461	всех тех	1	2
1462	всегда в	1	2
1463	что по	3	2
1464	притом в	1	2
1465	звуков которые	1	2
1466	роль в	1	2
1467	только ее	1	2
1468	содержания но	1	2
1469	на все	5	2
1470	известно что	3	2
1471	природы в	2	2
1472	тем в	2	2
1473	из других	1	2
1474	будет для	1	2
1475	как та	1	2
1476	силы и	1	2
1477	ряд ее	1	2
1478	имеет в	1	2
1479	языка от	1	2
1480	не должен	1	2
1481	все свои	1	2
1482	но то	1	2
1483	с изображениями	1	2
1484	этим не	1	2
1485	даже с	2	2
1486	бы совершенно	1	2
1487	на самое	1	2
1488	жизни как	1	2
1489	без того	1	2
1490	идея в	1	2
1491	воли и	1	2
1492	от себя	2	2
1493	бы так	1	2
1494	являются уже	1	2
1495	уже перестает	1	2
1496	дает возможность	1	2
1497	чем более	3	2
1498	несколько слов	1	2
1499	то оно	3	2
1500	которое он	2	2
1501	на язык	7	2
1502	в состоянии	5	2
1503	жизни человека	2	2
1504	не теряет	1	2
1505	есть его	1	2
1506	а и	5	2
1507	значение которое	1	2
1508	том случае	1	2
1509	значит не	1	2
1510	и никакой	1	2
1511	души а	3	2
1512	сколько бы	1	2
1513	самый предмет	2	2
1514	выше говорили	1	2
1515	ли мы	1	2
1516	что за	3	2
1517	тоже можно	1	2
1518	них это	1	2
1519	не кто	1	2
1520	человек в	1	2
1521	всем своем	1	2
1522	он вовсе	1	2
1523	мы делаем	1	2
1524	как например	4	2
1525	например как	1	2
1526	звука и	9	2
1527	и отдельные	2	2
1528	остается в	1	2
1529	сказали что	1	2
1530	смешиваются в	1	2
1531	что отношения	2	2
1532	был уже	1	2
1533	есть мы	1	2
1534	стремится к	1	2
1535	не дает	2	2
1536	слова мы	3	2
1537	ту же	1	2
1538	содержание это	1	2
1539	или же	7	2
1540	определенного содержания	1	2
1541	понимать и	1	2
1542	без особого	1	2
1543	или без	2	2
1544	в которое	1	2
1545	при первом	1	2
1546	их и	2	2
1547	ее смысл	1	2
1548	т п	6	2
1549	человека то	1	2
1550	об этих	1	2
1551	логике но	1	2
1552	в один	2	2
1553	имеет дело	2	2
1554	на рубеже	1	2
1555	собою только	1	2
1556	что до	2	2
1557	не нашел	1	2
1558	от жизни	1	2
1559	как с	1	2
1560	предметы и	1	2
1561	и свою	1	2
1562	мы при	1	2
1563	с и	3	2
1564	нас как	1	2
1565	которая по	1	2
1566	утверждает что	3	2
1567	не зная	3	2
1568	но чтобы	1	2
1569	этих отношений	1	2
1570	от их	4	2
1571	чувства и	16	2
1572	отличаются от	1	2
1573	между которыми	1	2
1574	образом если	1	2
1575	не выразимое	1	2
1576	например и	1	2
1577	живой речи	1	2
1578	к нам	3	2
1579	может стать	3	2
1580	нам возможность	1	2
1581	здесь может	1	2
1582	что предметы	1	2
1583	нами еще	1	2
1584	самое это	1	2
1585	только одно	1	2
1586	признать что	1	2
1587	сливается с	1	2
1588	разнообразие и	3	2
1589	совпадает с	1	2
1590	сознание и	1	2
1591	не должно	2	2
1592	невозможен без	2	2
1593	не мертвое	1	2
1594	этим последним	4	2
1595	пусть мы	1	2
1596	данное время	1	2
1597	более и	2	2
1598	друга и	2	2
1599	на каждом	1	2
1600	действия и	1	2
1601	основанная на	1	2
1602	образом уже	1	2
1603	известной степени	1	2
1604	тот его	1	2
1605	произведения и	1	2
1606	что я	2	2
1607	нам и	2	2
1608	то она	3	2
1609	красный цвет	2	2
1610	нет то	1	2
1611	на значение	1	2
1612	не будучи	1	2
1613	пришлось бы	1	2
1614	стороны он	1	2
1615	внешним и	2	2
1616	души и	9	2
1617	всякого человека	1	2
1618	говорят только	1	2
1619	на одно	1	2
1620	при встрече	1	2
1621	многие из	1	2
1622	такое же	3	2
1623	что каждый	1	2
1624	представлять себе	1	2
1625	слово в	2	2
1626	по словам	1	2
1627	а на	2	2
1628	отказаться от	1	2
1629	и представления	1	2
1630	этого не	2	2
1631	где нет	1	2
1632	словом и	2	2
1633	звук есть	1	2
1634	что звук	1	2
1635	близких к	2	2
1636	такое значение	1	2
1637	то можно	1	2
1638	единство и	1	2
1639	за его	1	2
1640	настоящую минуту	1	2
1641	человека к	1	2
1642	ко всему	1	2
1643	прогресса и	1	2
1644	выше что	2	2
1645	на свои	2	2
1646	это заставляет	1	2
1647	природы как	1	2
1648	просто не	1	2
1649	будет совершенно	2	2
1650	не находит	2	2
1651	значения то	1	2
1652	всеми этими	1	2
1653	нужно было	3	2
1654	всего его	1	2
1655	предмет хотя	1	2
1656	из теории	1	2
1657	говоря о	3	2
1658	на друга	2	2
1659	вообще нельзя	1	2
1660	даже при	3	2
1661	не станет	2	2
1662	произведением но	1	2
1663	были и	2	2
1664	действительности не	2	2
1665	внутреннее и	1	2
1666	отношению к	13	2
1667	слова в	7	2
1668	же можно	1	2
1669	самой и	1	2
1670	языка с	6	2
1671	к новому	2	2
1672	все более	3	2
1673	и совершенно	2	2
1674	они указывают	1	1
1675	и объекта	4	1
1676	они имеют	1	1
1677	друга возьмем	1	1
1678	а другие	1	1
1679	природе то	1	1
1680	более общим	1	1
1681	бы несколько	2	1
1682	повторяем они	1	1
1683	что почти	1	1
1684	имеют уже	1	1
1685	как олицетворения	1	1
1686	будто на	1	1
1687	разнообразия в	1	1
1688	потом уже	2	1
1689	отношениях к	1	1
1690	может здесь	1	1
1691	связанных между	1	1
1692	ровно никакой	1	1
1693	следует что	1	1
1694	развития языка	1	1
1695	и получает	1	1
1696	так можно	1	1
1697	на другую	1	1
1698	теряет своей	1	1
1699	вообще цель	1	1
1700	но собственно	1	1
1701	он вечно	1	1
1702	вошло в	1	1
1703	предмета мы	1	1
1704	смысле общее	1	1
1705	только за	1	1
1706	что тогда	1	1
1707	между ними	2	1
1708	случае то	1	1
1709	которое выражается	2	1
1710	значение что	1	1
1711	и самые	1	1
1712	вполне человеческое	1	1
1713	местах то	1	1
1714	предметов в	1	1
1715	и чужой	1	1
1716	и внутри	1	1
1717	и опять	1	1
1718	каким образом	3	1
1719	которое по	2	1
1720	утверждению что	1	1
1721	человека для	1	1
1722	в речи	1	1
1723	из всего	2	1
1724	не обнаруживает	1	1
1725	прочих животных	2	1
1726	из друга	1	1
1727	развития но	1	1
1728	что подобная	1	1
1729	бы стать	1	1
1730	которое тоже	1	1
1731	и двумя	1	1
1732	приходит в	1	1
1733	всякую возможность	1	1
1734	кроме самого	1	1
1735	место и	1	1
1736	свои слова	1	1
1737	в какое	3	1
1738	нужно чтобы	1	1
1739	этом можно	1	1
1740	они ни	2	1
1741	разницу между	1	1
1742	по своим	1	1
1743	на известной	1	1
1744	сила в	1	1
1745	языка то	4	1
1746	не его	1	1
1747	обыденной жизни	1	1
1748	отражается в	1	1
1749	если при	1	1
1750	и наоборот	10	1
1751	понятно что	1	1
1752	должна заключаться	1	1
1753	явились уже	1	1
1754	всем другим	1	1
1755	как остальные	1	1
1756	себе чем-то	1	1
1757	же то	2	1
1758	следовало бы	1	1
1759	языка язык	2	1
1760	доходят до	2	1
1761	грамматика не	1	1
1762	человека не	2	1
1763	этого последнего	2	1
1764	не простое	1	1
1765	всегда может	1	1
1766	новые пути	1	1
1767	по возможности	1	1
1768	понятие например	1	1
1769	в нескольких	1	1
1770	сама собою	1	1
1771	и должна	1	1
1772	характер они	1	1
1773	видит перед	1	1
1774	самом своем	1	1
1775	из самого	3	1
1776	в данных	1	1
1777	слова при	1	1
1778	она еще	2	1
1779	чувственных восприятиях	1	1
1780	приятный предмет	1	1
1781	всякой науки	1	1
1782	втором случае	1	1
1783	содержание в	1	1
1784	язык есть	17	1
1785	общее с	2	1
1786	когда еще	1	1
1787	идеи то	2	1
1788	к мысли	3	1
1789	у и	2	1
1790	звуком и	4	1
1791	от своей	1	1
1792	отдать себе	1	1
1793	природы но	3	1
1794	всегда будет	1	1
1795	и жажды	1	1
1796	на ней	4	1
1797	удовольствие но	1	1
1798	соприкасается с	1	1
1799	с xviii	2	1
1800	и формы	1	1
1801	груб и	1	1
1802	но ни	1	1
1803	будет вполне	1	1
1804	языка не	5	1
1805	известным образом	2	1
1806	возможное только	1	1
1807	которого они	1	1
1808	тождественно с	3	1
1809	переход от	2	1
1810	же так	1	1
1811	во-вторых и	1	1
1812	но разве	1	1
1813	эти движения	1	1
1814	должно не	1	1
1815	сущности и	1	1
1816	вопросов о	1	1
1817	это что	2	1
1818	ли такое	1	1
1819	какие только	1	1
1820	можем сказать	1	1
1821	будет только	1	1
1822	многое из	1	1
1823	историю и	1	1
1824	все ли	1	1
1825	искусство не	1	1
1826	имели бы	1	1
1827	к этим	2	1
1828	слово как	2	1
1829	понимания как	1	1
1830	неразвитой форме	1	1
1831	и искусство	1	1
1832	к ее	2	1
1833	стороны то	1	1
1834	зрения нужно	1	1
1835	рассмотренных нами	1	1
1836	напряженности и	1	1
1837	в некоторых	4	1
1838	в науках	1	1
1839	но едва	1	1
1840	и представляет	1	1
1841	глядя на	1	1
1842	или наоборот	1	1
1843	то очевидно	1	1
1844	не понимаю	1	1
1845	весьма трудно	1	1
1846	состояние духа	2	1
1847	вызывает не	1	1
1848	необходимо должно	1	1
1849	же словом	1	1
1850	неподвижными и	1	1
1851	похожи на	1	1
1852	собою нечто	1	1
1853	об одном	1	1
1854	не имеющие	1	1
1855	к себе	1	1
1856	отношения представлений	1	1
1857	мы знаем	2	1
1858	причины в	1	1
1859	по-видимому не	1	1
1860	в теле	2	1
1861	как работы	1	1
1862	свое неудовольствие	1	1
1863	процесс возникновения	1	1
1864	но слово	2	1
1865	с тех	1	1
1866	не имея	2	1
1867	близким к	1	1
1868	можем ли	1	1
1869	более внутреннее	1	1
1870	от холода	1	1
1871	вполне верно	1	1
1872	природу и	2	1
1873	как можно	1	1
1874	нельзя считать	1	1
1875	впрочем здесь	1	1
1876	мы на	1	1
1877	вкуса и	3	1
1878	в народных	1	1
1879	же значение	1	1
1880	ее от	1	1
1881	есть явление	5	1
1882	на которое	2	1
1883	будет значить	1	1
1884	это нисколько	1	1
1885	произнося слово	1	1
1886	моей стороны	1	1
1887	заключить что	3	1
1888	противоречит тому	1	1
1889	человек по	1	1
1890	развития как	1	1
1891	предмет как	2	1
1892	предмете и	1	1
1893	не сказать	1	1
1894	но само	1	1
1895	сказать чтобы	1	1
1896	необходимости и	2	1
1897	без него	2	1
1898	места где	1	1
1899	и язык	12	1
1900	а здесь	1	1
1901	на волю	1	1
1902	которое и	1	1
1903	для человеческого	1	1
1904	рядом с	3	1
1905	одном из	3	1
1906	так сказать	5	1
1907	в употреблении	1	1
1908	вся природа	2	1
1909	на смерть	1	1
1910	конечно может	1	1
1911	в сторону	1	1
1912	друга что	1	1
1913	хотя оно	1	1
1914	сказать несколько	1	1
1915	из одного	3	1
1916	но жизнь	1	1
1917	на другом	2	1
1918	цели есть	1	1
1919	гнева и	1	1
1920	бы был	1	1
1921	можно смотреть	1	1
1922	не встречает	1	1
1923	слово есть	1	1
1924	здесь впервые	1	1
1925	и быть	1	1
1926	известно также	1	1
1927	и пространства	1	1
1928	путаница в	1	1
1929	в устах	1	1
1930	содержание слова	3	1
1931	в наше	1	1
1932	же процесс	1	1
1933	отличен от	1	1
1934	тела есть	1	1
1935	и необходимость	2	1
1936	есть движение	3	1
1937	когда нам	1	1
1938	с какой	1	1
1939	сливается в	1	1
1940	не один	2	1
1941	речи и	11	1
1942	еще яснее	1	1
1943	в ответ	1	1
1944	как объект	2	1
1945	себе на	1	1
1946	не были	2	1
1947	могут даваться	1	1
1948	и известный	1	1
1949	не могла	2	1
1950	уже потому	1	1
1951	им самим	1	1
1952	сознания что	1	1
1953	отношений есть	1	1
1954	которые сами	1	1
1955	человека по	1	1
1956	и другая	2	1
1957	та которая	1	1
1958	не сами	1	1
1959	могла бы	5	1
1960	и какое	2	1
1961	того кто	2	1
1962	данную и	1	1
1963	и объясняется	1	1
1964	есть разница	2	1
1965	отношение представлений	1	1
1966	себя однако	1	1
1967	не связанных	1	1
1968	мы их	1	1
1969	оно имеет	2	1
1970	он встречается	1	1
1971	особенностей и	1	1
1972	и какой	1	1
1973	все вообще	1	1
1974	самостоятельно и	1	1
1975	существовать и	1	1
1976	доказывают что	1	1
1977	тем легче	1	1
1978	процессы в	1	1
1979	всегда остается	1	1
1980	теми же	1	1
1981	не вижу	1	1
1982	только можно	1	1
1983	нем то	1	1
1984	не сразу	2	1
1985	человека когда	1	1
1986	пределы его	1	1
1987	и насколько	1	1
1988	нельзя говорить	1	1
1989	радости и	1	1
1990	жизни таким	1	1
1991	ее тем	1	1
1992	может как	1	1
1993	языкознание и	1	1
1994	еще одно	1	1
1995	язык для	1	1
1996	как общее	1	1
1997	возможно при	1	1
1998	в особенности	1	1
1999	его состав	1	1
2000	известное время	1	1
2001	против этого	1	1
2002	а теперь	1	1
2003	ни малейшего	3	1
2004	вопросы о	1	1
2005	произведения необходимо	1	1
2006	его уже	1	1
2007	появились и	1	1
2008	также что	2	1
2009	вероятно прежде	1	1
2010	которые он	1	1
2011	всего человек	1	1
2012	всякого смысла	1	1
2013	чем-то наиболее	1	1
2014	связан в	1	1
2015	на те	2	1
2016	мысль не	1	1
2017	сказать даже	1	1
2018	быть человеческим	1	1
2019	еще мало	1	1
2020	для сохранения	1	1
2021	отвлеченное понятие	1	1
2022	здесь для	1	1
2023	в другой	4	1
2024	эти законы	1	1
2025	в известную	1	1
2026	не означают	1	1
2027	ответ на	2	1
2028	для врача	1	1
2029	помощи слова	1	1
2030	в человеке	14	1
2031	более у	1	1
2032	области не	1	1
2033	жизни всякого	1	1
2034	мыслит как	1	1
2035	что всегда	1	1
2036	и сделать	1	1
2037	быть так	1	1
2038	других отношений	1	1
2039	к общей	1	1
2040	и ночь	1	1
2041	делится на	1	1
2042	с таким	3	1
2043	которая действительно	1	1
2044	не определяем	1	1
2045	звук в	2	1
2046	чувственного восприятия	1	1
2047	стороне и	1	1
2048	мысль что	6	1
2049	языков и	1	1
2050	был связан	1	1
2051	мы придаем	1	1
2052	развития в	1	1
2053	указывает не	1	1
2054	во-вторых он	1	1
2055	чувство и	8	1
2056	а мысль	1	1
2057	чувственные восприятия	6	1
2058	что называется	1	1
2059	значении этого	1	1
2060	для сознания	2	1
2061	к таким	2	1
2062	который сам	1	1
2063	в памяти	3	1
2064	те же	4	1
2065	и красок	1	1
2066	и звуки	1	1
2067	и вопрос	3	1
2068	я хочу	1	1
2069	говоря и	1	1
2070	мыслей и	1	1
2071	говорить и	1	1
2072	на их	2	1
2073	что вообще	2	1
2074	снаружи и	1	1
2075	звуке и	1	1
2076	что противоположно	1	1
2077	словами и	1	1
2078	вообще делает	1	1
2079	на другие	1	1
2080	это самое	2	1
2081	необходимых для	2	1
2082	из общего	1	1
2083	язык имеет	2	1
2084	особенно для	1	1
2085	его и	1	1
2086	и многое	1	1
2087	перейти в	1	1
2088	на новые	1	1
2089	деле она	1	1
2090	человеческого рода	1	1
2091	и народов	2	1
2092	этого еще	1	1
2093	речи он	1	1
2094	в течение	2	1
2095	понятия кроме	1	1
2096	с нами	2	1
2097	общее то	1	1
2098	способны к	1	1
2099	мы встречали	1	1
2100	таком виде	2	1
2101	быть не	7	1
2102	то чему	1	1
2103	в понятие	1	1
2104	из его	1	1
2105	считать их	1	1
2106	так называемым	1	1
2107	же сама	1	1
2108	отношения во	1	1
2109	будет ясно	1	1
2110	каким мы	2	1
2111	самая сущность	1	1
2112	и теперь	1	1
2113	своему значению	1	1
2114	народов и	1	1
2115	приводит в	5	1
2116	отношении к	1	1
2117	есть сравнение	1	1
2118	мысль наша	2	1
2119	природе он	1	1
2120	иначе мы	1	1
2121	есть самой	1	1
2122	человека только	1	1
2123	слова с	2	1
2124	истории и	1	1
2125	этой стороны	1	1
2126	получает от	1	1
2127	объект со	1	1
2128	вне его	1	1
2129	связанных с	1	1
2130	но без	2	1
2131	наших исследований	1	1
2132	вообще может	1	1
2133	состоит в	1	1
2134	то общее	1	1
2135	которому мы	2	1
2136	дождь но	1	1
2137	на мгновение	1	1
2138	значение имеет	1	1
2139	лучше всего	1	1
2140	бы сказать	1	1
2141	невозможны без	1	1
2142	мысли но	2	1
2143	может нам	2	1
2144	отражения в	1	1
2145	говорим например	1	1
2146	этих примерах	1	1
2147	с чувственными	1	1
2148	не видит	1	1
2149	кроме этого	2	1
2150	оказывается излишним	1	1
2151	известных нам	3	1
2152	с каким	2	1
2153	и том	3	1
2154	которому он	1	1
2155	к лицу	1	1
2156	действительно имеет	1	1
2157	при создании	1	1
2158	человеческую личность	1	1
2159	как к	1	1
2160	душа не	1	1
2161	мысли а	2	1
2162	с движением	1	1
2163	мир в	1	1
2164	и также	1	1
2165	ней многое	1	1
2166	виде есть	1	1
2167	освободить от	1	1
2168	перехода к	1	1
2169	слова именно	1	1
2170	за собою	3	1
2171	пространстве но	1	1
2172	делает возможным	2	1
2173	не без	2	1
2174	которое необходимо	1	1
2175	рода но	2	1
2176	этой мысли	1	1
2177	физический или	1	1
2178	она каждый	1	1
2179	все языки	1	1
2180	нам еще	1	1
2181	жизни все	2	1
2182	которые никак	1	1
2183	только сказать	1	1
2184	невозможно без	1	1
2185	смысле этого	3	1
2186	в движение	2	1
2187	представлений и	1	1
2188	том в	1	1
2189	и внутренним	1	1
2190	и стремления	4	1
2191	чувственного образа	1	1
2192	уже переходит	1	1
2193	появление его	1	1
2194	внутреннюю форму	3	1
2195	этом не	2	1
2196	имеет место	4	1
2197	некоторых случаях	2	1
2198	в естественных	2	1
2199	предложением но	1	1
2200	за тем	2	1
2201	нее только	1	1
2202	при исследовании	2	1
2203	на память	2	1
2204	в постепенном	1	1
2205	и связь	1	1
2206	себе или	2	1
2207	стремление к	3	1
2208	для примера	1	1
2209	говорили все	1	1
2210	он никогда	1	1
2211	вероятно не	1	1
2212	разницы между	1	1
2213	свое осуществление	1	1
2214	нашему сознанию	1	1
2215	слово человек	1	1
2216	которые выражаются	1	1
2217	что законы	1	1
2218	но потом	1	1
2219	связаны с	1	1
2220	не встречается	1	1
2221	от огня	1	1
2222	настолько насколько	3	1
2223	словом или	2	1
2224	которая как	1	1
2225	будет искать	1	1
2226	сказали бы	1	1
2227	и живой	1	1
2228	которыми оно	1	1
2229	может выражаться	1	1
2230	образом мы	3	1
2231	возвращается к	1	1
2232	выше и	1	1
2233	а люди	1	1
2234	в народе	2	1
2235	на задний	1	1
2236	к божественному	1	1
2237	а просто	1	1
2238	показывает что	3	1
2239	могут служить	1	1
2240	каждого слова	2	1
2241	начала ни	1	1
2242	и представление	1	1
2243	лучи и	1	1
2244	не по	4	1
2245	есть произведение	1	1
2246	для кого	2	1
2247	построена на	1	1
2248	своей идеи	1	1
2249	на другое	1	1
2250	нечто с	1	1
2251	но язык	2	1
2252	только совокупность	1	1
2253	не уменьшается	1	1
2254	удовольствие в	1	1
2255	многое такое	1	1
2256	в пути	2	1
2257	можно как	1	1
2258	желтый и	1	1
2259	но дело	2	1
2260	не следует	6	1
2261	содержания а	1	1
2262	людей он	1	1
2263	тем труднее	1	1
2264	нет не	1	1
2265	но вместе	4	1
2266	разумеется в	1	1
2267	мгновение в	2	1
2268	всякая наука	2	1
2269	бы по	1	1
2270	указывает этот	1	1
2271	встречаем и	2	1
2272	но человек	1	1
2273	что можно	3	1
2274	самую мысль	1	1
2275	не впасть	1	1
2276	и деятельность	1	1
2277	понятия которые	1	1
2278	это видно	1	1
2279	произведения не	1	1
2280	и необходимое	1	1
2281	бытия и	3	1
2282	на борьбу	1	1
2283	с предметом	1	1
2284	этой чисто	1	1
2285	человечества но	1	1
2286	заключен в	2	1
2287	по законам	3	1
2288	времена и	1	1
2289	или при	1	1
2290	значения не	1	1
2291	себя теперь	1	1
2292	далеких от	1	1
2293	главным образом	4	1
2294	вопросом о	2	1
2295	языке есть	4	1
2296	к идее	1	1
2297	и предметом	2	1
2298	человеческой природы	4	1
2299	предметов если	1	1
2300	связи явлений	1	1
2301	какого бы	1	1
2302	например только	1	1
2303	ее части	1	1
2304	будем называть	1	1
2305	и следующие	1	1
2306	полном уединении	1	1
2307	ребенка и	1	1
2308	представителей этой	1	1
2309	он предполагает	1	1
2310	этого в	2	1
2311	чтобы дать	1	1
2312	различия в	3	1
2313	язык а	1	1
2314	перед собою	2	1
2315	языка что	2	1
2316	углубляться в	1	1
2317	которые на	1	1
2318	необходимое для	1	1
2319	заключение в	2	1
2320	были люди	1	1
2321	с необходимостью	1	1
2322	с указания	2	1
2323	они уже	1	1
2324	или нет	3	1
2325	по выражению	1	1
2326	их жизни	1	1
2327	которые более	1	1
2328	которая впрочем	1	1
2329	человек есть	2	1
2330	которое может	2	1
2331	быть заменено	1	1
2332	быть может	6	1
2333	по мере	10	1
2334	постепенном развитии	1	1
2335	отношений в	1	1
2336	не сможет	1	1
2337	этим путем	1	1
2338	а между	5	1
2339	он имеет	1	1
2340	это должно	1	1
2341	общего то	1	1
2342	значения в	1	1
2343	значения но	1	1
2344	память то	1	1
2345	вообще но	1	1
2346	на такой	2	1
2347	для осуществления	1	1
2348	значении и	1	1
2349	к более	1	1
2350	восприятиях и	1	1
2351	ведет к	1	1
2352	и связанные	1	1
2353	но самое	1	1
2354	много раз	1	1
2355	давно уже	2	1
2356	стороны в	1	1
2357	начинается с	1	1
2358	выражения и	1	1
2359	понимания слова	1	1
2360	выйти из	2	1
2361	себя к	1	1
2362	этот закон	1	1
2363	в мифологию	1	1
2364	и слово	2	1
2365	понятий здесь	1	1
2366	он по	1	1
2367	в какие	2	1
2368	во-первых в	3	1
2369	языка мы	2	1
2370	в переносном	1	1
2371	не я	1	1
2372	одно время	3	1
2373	и ощущения	1	1
2374	нечто общее	3	1
2375	весна и	1	1
2376	друг из	1	1
2377	случае они	1	1
2378	и предполагает	1	1
2379	системы как	2	1
2380	человеческой мысли	1	1
2381	природа не	1	1
2382	звука в	4	1
2383	отношения которые	1	1
2384	впечатления от	2	1
2385	это последнее	6	1
2386	духовной жизни	2	1
2387	согласится что	1	1
2388	значение то	1	1
2389	тело и	1	1
2390	предметы но	1	1
2391	которых не	1	1
2392	своем виде	1	1
2393	его действия	1	1
2394	об отношении	3	1
2395	во-вторых в	1	1
2396	самостоятельности и	2	1
2397	заметно в	1	1
2398	не имеем	3	1
2399	и всякому	1	1
2400	и внешнее	1	1
2401	в различных	1	1
2402	связь между	2	1
2403	всего человеческого	2	1
2404	и состояния	1	1
2405	звука который	1	1
2406	с в	5	1
2407	что речь	2	1
2408	не замечается	1	1
2409	из виду	2	1
2410	когда-то было	1	1
2411	она вполне	1	1
2412	могут и	1	1
2413	тела в	2	1
2414	самом начале	1	1
2415	или если	3	1
2416	и падежей	1	1
2417	по которой	1	1
2418	понятие в	1	1
2419	этих последних	5	1
2420	если будем	2	1
2421	нее совершенно	1	1
2422	следующим образом	1	1
2423	то так	1	1
2424	при виде	3	1
2425	по объему	1	1
2426	исследования языка	1	1
2427	все виды	1	1
2428	из самой	1	1
2429	до поры	2	1
2430	нам остается	2	1
2431	времени а	1	1
2432	не получает	1	1
2433	были в	1	1
2434	до какой	1	1
2435	и внешней	1	1
2436	солнца а	1	1
2437	не имело	1	1
2438	одной точке	2	1
2439	в движении	2	1
2440	будущего и	1	1
2441	какое бы	1	1
2442	даже самому	1	1
2443	к языку	6	1
2444	всякий кто	1	1
2445	иное значение	1	1
2446	ли эта	1	1
2447	или слово	1	1
2448	духа с	1	1
2449	же было	1	1
2450	себе самом	1	1
2451	же звук	1	1
2452	считать не	1	1
2453	ее понимание	1	1
2454	этого различия	1	1
2455	к общему	4	1
2456	воду из	1	1
2457	где как	1	1
2458	и звуков	1	1
2459	и логически	1	1
2460	и основные	1	1
2461	что язык	18	1
2462	к одному	3	1
2463	на такую	1	1
2464	к человеку	1	1
2465	она как	1	1
2466	их содержания	1	1
2467	всех языках	1	1
2468	первом случае	1	1
2469	что ум	1	1
2470	имеют в	2	1
2471	или нескольких	1	1
2472	и заставляет	1	1
2473	есть одно	1	1
2474	смысле в	5	1
2475	значения этих	2	1
2476	без понятия	1	1
2477	речи как	1	1
2478	примеров того	1	1
2479	сущность дела	2	1
2480	внутренней и	1	1
2481	стороны их	1	1
2482	что несмотря	1	1
2483	и часы	2	1
2484	пройти через	1	1
2485	которых ни	1	1
2486	от языка	5	1
2487	не от	4	1
2488	даже на	1	1
2489	возникают при	1	1
2490	свет и	5	1
2491	о воплощении	1	1
2492	другого слова	2	1
2493	понятия из	1	1
2494	так не	1	1
2495	лежит в	1	1
2496	и развития	2	1
2497	и человек	3	1
2498	не была	2	1
2499	говорит он	4	1
