N	2gram	Bakhtin_Pr	Istorich
1332	это делали	1	2
1333	поэтому мы	1	2
1334	с помощью	2	2
1335	или точнее	1	2
1336	образа и	1	2
1337	которое его	1	2
1338	среди них	5	2
1339	то к	1	2
1340	у себя	1	2
1341	функция этого	1	2
1342	в нашем	2	2
1343	пока наконец	2	2
1344	его функции	1	2
1345	согласиться с	2	2
1346	выходя из	1	2
1347	ее всегда	1	2
1348	и входит	2	2
1349	говорит следующее	1	2
1350	еще резче	1	2
1351	него как	3	2
1352	то оно	2	2
1353	он от	1	2
1354	е что	1	2
1355	и функции	2	2
1356	него самого	2	2
1357	того или	1	2
1358	от друга	1	2
1359	довольно ясно	1	2
1360	образ в	2	2
1361	далеко за	1	2
1362	такое понимание	1	2
1363	не о	3	2
1364	всех его	1	2
1365	к следующему	1	2
1366	мне в	1	2
1367	между этими	1	2
1368	меньшей степени	2	2
1369	себя как	3	2
1370	в мире	7	2
1371	которой она	1	2
1372	и героем	1	2
1373	на себе	3	2
1374	чтобы его	1	2
1375	остается в	2	2
1376	для его	4	2
1377	е если	1	2
1378	материалов и	1	2
1379	не одного	1	2
1380	именно потому	2	2
1381	прошлого и	1	2
1382	в приведенном	2	2
1383	также может	1	2
1384	он представляет	1	2
1385	например не	1	2
1386	или меньшей	2	2
1387	этим дело	1	2
1388	на который	1	2
1389	не значит	4	2
1390	человека или	1	2
1391	таков например	1	2
1392	с женой	1	2
1393	одном месте	1	2
1394	взгляд на	1	2
1395	из возможных	2	2
1396	его нет	1	2
1397	как одна	1	2
1398	героем был	1	2
1399	объясняется не	1	2
1400	видел и	1	2
1401	которых мы	1	2
1402	на ее	1	2
1403	учение о	1	2
1404	человек с	2	2
1405	особенности этого	1	2
1406	в сущности	10	2
1407	на своего	1	2
1408	не исчерпывается	2	2
1409	он действует	1	2
1410	здесь с	5	2
1411	подходит к	2	2
1412	от другого	1	2
1413	основной вопрос	1	2
1414	него нет	3	2
1415	как с	1	2
1416	и приобретает	1	2
1417	в самой	9	2
1418	есть нечто	2	2
1419	и делают	1	2
1420	о своей	1	2
1421	в процессе	6	2
1422	здесь гораздо	1	2
1423	влияния на	1	2
1424	друг от	1	2
1425	ничего общего	1	2
1426	будем рассматривать	1	2
1427	вы не	1	2
1428	с сыном	1	2
1429	духи и	1	2
1430	как целое	3	2
1431	в особой	1	2
1432	совпадает с	2	2
1433	а может	1	2
1434	не должны	1	2
1435	же сами	1	2
1436	или иных	1	2
1437	а о	1	2
1438	отражает в	1	2
1439	друга и	2	2
1440	он есть	6	2
1441	только это	1	2
1442	быть это	2	2
1443	а во	1	2
1444	а и	1	2
1445	не за	3	2
1446	показал как	1	2
1447	то она	1	2
1448	к миру	3	2
1449	в сознании	3	2
1450	не стоит	1	2
1451	вопрос в	1	2
1452	материал и	4	2
1453	случаев и	1	2
1454	на множественность	1	2
1455	даже когда	1	2
1456	в прямом	1	2
1457	берет на	1	2
1458	над всем	1	2
1459	о человеке	1	2
1460	с очень	1	2
1461	не для	1	2
1462	на одно	1	2
1463	мире в	3	2
1464	со словами	1	2
1465	в рамках	2	2
1466	слились в	1	2
1467	на героя	1	2
1468	виду что	1	2
1469	случае не	1	2
1470	мира а	1	2
1471	это очень	2	2
1472	знает не	1	2
1473	в соединении	1	2
1474	правильнее будет	1	2
1475	со спины	1	2
1476	во многом	1	2
1477	он прежде	1	2
1478	жизнь и	1	2
1479	в стиле	4	2
1480	сюжета в	2	2
1481	и тех	1	2
1482	первый план	1	2
1483	он это	1	2
1484	в прямой	1	2
1485	ее он	3	2
1486	что вы	1	2
1487	другого и	1	2
1488	нельзя не	1	2
1489	в новый	1	2
1490	не находит	1	2
1491	здесь они	1	2
1492	от земли	1	2
1493	не видим	1	2
1494	героя его	2	2
1495	среди которых	1	2
1496	это однако	1	2
1497	этого образа	1	2
1498	из своей	1	2
1499	с человеком	1	2
1500	развивается в	1	2
1501	лишь в	4	2
1502	он знает	3	2
1503	это из	1	2
1504	этих форм	1	2
1505	детей не	1	2
1506	все более	1	2
1507	не к	1	2
1508	след и	1	1
1509	сознании и	4	1
1510	и ценное	1	1
1511	пределах одного	6	1
1512	иначе они	1	1
1513	приводящего к	1	1
1514	в настоящем	2	1
1515	бы несколько	1	1
1516	некоторой степени	1	1
1517	важно для	1	1
1518	и имеет	2	1
1519	вот она	1	1
1520	комнатам и	1	1
1521	людей но	1	1
1522	стиль в	1	1
1523	и над	1	1
1524	эта новая	1	1
1525	следует что	1	1
1526	и был	1	1
1527	какой бы	2	1
1528	и говорить	2	1
1529	время не	3	1
1530	потому не	1	1
1531	героя о	4	1
1532	не меняет	1	1
1533	в изображении	2	1
1534	и данная	1	1
1535	поэтому их	1	1
1536	и самые	1	1
1537	чтобы в	2	1
1538	как образ	3	1
1539	в художественную	1	1
1540	он остается	1	1
1541	нами уже	2	1
1542	ни одна	1	1
1543	о мире	7	1
1544	мне кажется	1	1
1545	этой форме	2	1
1546	форму и	1	1
1547	взаимоотношение между	2	1
1548	внимательнее к	1	1
1549	иначе как	1	1
1550	является его	1	1
1551	к народу	1	1
1552	образом между	1	1
1553	не становятся	2	1
1554	мысли о	1	1
1555	и старается	4	1
1556	эти исследования	1	1
1557	лица в	1	1
1558	является для	3	1
1559	по этим	1	1
1560	мы сразу	1	1
1561	возможных форм	1	1
1562	и нисколько	1	1
1563	есть то	3	1
1564	мир и	5	1
1565	понято как	1	1
1566	же наоборот	1	1
1567	меняет дела	1	1
1568	которой строится	1	1
1569	и художественная	1	1
1570	тому и	1	1
1571	человека о	1	1
1572	sich in	1	1
1573	слова более	1	1
1574	ними и	1	1
1575	его лица	1	1
1576	и отчасти	1	1
1577	здесь возможны	1	1
1578	или другим	1	1
1579	своему предмету	4	1
1580	не сделал	2	1
1581	себе все	1	1
1582	не согласиться	2	1
1583	языка в	1	1
1584	и каждое	1	1
1585	чтобы убедиться	1	1
1586	для разрешения	1	1
1587	словами к	1	1
1588	ничто не	1	1
1589	мира на	1	1
1590	и иных	1	1
1591	здесь нам	1	1
1592	времени в	1	1
1593	действительности он	1	1
1594	что вся	2	1
1595	слов но	1	1
1596	должна была	4	1
1597	одного социального	2	1
1598	слова при	1	1
1599	того она	2	1
1600	форма ее	1	1
1601	не исключает	1	1
1602	может служить	3	1
1603	который создал	1	1
1604	тон рассказа	1	1
1605	герой ничего	1	1
1606	для данного	1	1
1607	нужно быть	2	1
1608	д наконец	1	1
1609	и сюжет	1	1
1610	быть дана	1	1
1611	изнутри в	1	1
1612	же его	1	1
1613	эти типы	1	1
1614	другие не	1	1
1615	точке зрения	3	1
1616	за другом	2	1
1617	мы превращаем	1	1
1618	в значительной	1	1
1619	хозяином и	1	1
1620	иногда до	1	1
1621	нем думают	1	1
1622	словами для	1	1
1623	как общение	1	1
1624	почти нет	2	1
1625	будем говорить	1	1
1626	века но	1	1
1627	иначе и	2	1
1628	по одной	1	1
1629	драматическое действие	1	1
1630	проявляется и	2	1
1631	в противном	1	1
1632	и стать	1	1
1633	но самый	1	1
1634	строго говоря	1	1
1635	что обычно	1	1
1636	или иным	1	1
1637	и могли	1	1
1638	лишь тогда	1	1
1639	каждый элемент	3	1
1640	правда это	2	1
1641	сам автор	1	1
1642	самого героя	8	1
1643	остаются в	1	1
1644	об обычной	1	1
1645	у каждого	1	1
1646	другое и	1	1
1647	своей социальной	1	1
1648	формы но	1	1
1649	сюжет не	4	1
1650	они действительно	2	1
1651	на особой	1	1
1652	или иному	1	1
1653	вас и	1	1
1654	все но	1	1
1655	это слово	6	1
1656	иного рода	2	1
1657	и всякой	1	1
1658	вокруг себя	1	1
1659	в самые	1	1
1660	который делает	1	1
1661	воспринимается как	3	1
1662	этом так	1	1
1663	литература о	1	1
1664	различных формах	1	1
1665	одного человека	2	1
1666	пути и	3	1
1667	и лишена	1	1
1668	тех событий	1	1
1669	из важнейших	1	1
1670	перед необходимостью	1	1
1671	и объяснение	1	1
1672	для историка	1	1
1673	и чисто	1	1
1674	в идеологии	1	1
1675	полным правом	1	1
1676	ничего и	1	1
1677	и всю	1	1
1678	или иная	1	1
1679	формы для	1	1
1680	от какой	1	1
1681	перед началом	1	1
1682	но иногда	1	1
1683	рядом с	19	1
1684	не теряя	1	1
1685	место и	1	1
1686	как непосредственно	1	1
1687	не улавливает	1	1
1688	того и	4	1
1689	больше всего	1	1
1690	был не	1	1
1691	человеческое сознание	1	1
1692	понимать так	1	1
1693	было действительностью	1	1
1694	ним а	1	1
1695	герой был	1	1
1696	меня но	1	1
1697	с новой	1	1
1698	так я	2	1
1699	смысл и	1	1
1700	материал целиком	1	1
1701	категории а	1	1
1702	словом это	1	1
1703	если оно	3	1
1704	мирами и	2	1
1705	и рассматривать	1	1
1706	они становятся	1	1
1707	но менее	1	1
1708	и остался	1	1
1709	каким является	1	1
1710	его наконец	1	1
1711	другом и	1	1
1712	в толпу	1	1
1713	особенностей его	1	1
1714	и необходимость	1	1
1715	нами не	1	1
1716	иногда бывает	1	1
1717	человека как	1	1
1718	или может	1	1
1719	речи и	4	1
1720	было только	1	1
1721	как объект	5	1
1722	мире на	1	1
1723	такими же	1	1
1724	и является	2	1
1725	вот что	1	1
1726	мы но	1	1
1727	над всеми	1	1
1728	здесь действительно	2	1
1729	герой из	2	1
1730	выходят за	1	1
1731	это вовсе	2	1
1732	важно чтобы	1	1
1733	мы дадим	1	1
1734	совершенно особый	1	1
1735	след в	1	1
1736	откуда у	1	1
1737	оставляет в	1	1
1738	связь по	1	1
1739	функций его	1	1
1740	но прежде	1	1
1741	этой действительности	2	1
1742	ярко в	1	1
1743	значение этих	1	1
1744	вокруг героя	1	1
1745	наоборот все	1	1
1746	связи это	1	1
1747	следы и	1	1
1748	себе как	2	1
1749	даром и	1	1
1750	правда этот	1	1
1751	высшей степени	1	1
1752	он действительно	1	1
1753	и сами	3	1
1754	других типов	1	1
1755	пути по	1	1
1756	однако почти	1	1
1757	их под	1	1
1758	в процесс	1	1
1759	ходит по	1	1
1760	такой сюжет	1	1
1761	лишь косвенно	1	1
1762	героя плюс	1	1
1763	и материал	1	1
1764	жизни а	3	1
1765	своего собственного	1	1
1766	он только	2	1
1767	людей чтобы	1	1
1768	гораздо слабее	1	1
1769	него являются	1	1
1770	и отражает	1	1
1771	теперь в	1	1
1772	сложное и	1	1
1773	на те	1	1
1774	освободиться от	1	1
1775	которого оно	2	1
1776	сюда относится	1	1
1777	еще мало	1	1
1778	в корне	1	1
1779	мне и	1	1
1780	себе мужа	1	1
1781	социального положения	1	1
1782	в отношении	5	1
1783	но этого	2	1
1784	или к	3	1
1785	приведем два	1	1
1786	совершенно иное	3	1
1787	со всеми	2	1
1788	как вы	3	1
1789	которому принадлежит	1	1
1790	целого но	1	1
1791	мир герой	1	1
1792	сказать по	1	1
1793	на какой-то	1	1
1794	вступает с	1	1
1795	автор говорит	1	1
1796	вложена в	1	1
1797	далеко что	1	1
1798	быть даже	1	1
1799	героев и	4	1
1800	есть что	1	1
1801	и соответственно	1	1
1802	все указанные	1	1
1803	и представляя	1	1
1804	уже совсем	1	1
1805	этому как	1	1
1806	для подтверждения	1	1
1807	ли не	1	1
1808	сам с	2	1
1809	что такой	1	1
1810	явлений и	1	1
1811	современности в	1	1
1812	до конца	10	1
1813	при всех	2	1
1814	говорит только	1	1
1815	что действие	1	1
1816	герой всегда	1	1
1817	красный цвет	1	1
1818	правда есть	1	1
1819	жизни является	1	1
1820	врывается в	1	1
1821	времени он	1	1
1822	различных направлениях	1	1
1823	ни на	3	1
1824	перехода из	1	1
1825	перейти в	1	1
1826	своей собственной	1	1
1827	это мой	1	1
1828	тотчас же	1	1
1829	герой является	1	1
1830	предмет в	2	1
1831	я ее	1	1
1832	на два	3	1
1833	путем сопоставления	1	1
1834	этом рассказе	1	1
1835	которому как	1	1
1836	то все	1	1
1837	очень хорошо	1	1
1838	вы говорите	1	1
1839	самое построение	1	1
1840	всего этого	2	1
1841	которую он	3	1
1842	эти связи	1	1
1843	может выйти	1	1
1844	вне его	4	1
1845	е представляет	1	1
1846	его цель	1	1
1847	на две	1	1
1848	впервые в	1	1
1849	тоже может	2	1
1850	и относится	1	1
1851	мысли не	1	1
1852	же их	1	1
1853	его силы	1	1
1854	потому она	1	1
1855	до известной	1	1
1856	к явлениям	1	1
1857	рассмотрения в	1	1
1858	как недостаток	1	1
1859	как предмет	4	1
1860	появляется в	1	1
1861	мира не	2	1
1862	входящих в	1	1
1863	во времени	3	1
1864	нет кажется	1	1
1865	у этой	1	1
1866	заставляет его	3	1
1867	себе достаточно	1	1
1868	всю землю	1	1
1869	сделал в	1	1
1870	и подчинить	2	1
1871	она более	1	1
1872	мир в	4	1
1873	все усиливается	1	1
1874	может не	1	1
1875	чем эти	1	1
1876	не всякая	1	1
1877	для всякого	1	1
1878	человек поэтому	1	1
1879	на что	1	1
1880	только его	2	1
1881	и всегда	2	1
1882	первом месте	1	1
1883	для испытания	1	1
1884	в движение	1	1
1885	два примера	1	1
1886	даже смутные	1	1
1887	раз в	1	1
1888	все остальное	2	1
1889	нам важен	1	1
1890	качества героя	1	1
1891	своей книге	1	1
1892	пределах одной	1	1
1893	у ивана	1	1
1894	и вы	2	1
1895	всегда лежит	1	1
1896	вместить в	1	1
1897	ним она	1	1
1898	ведь он	2	1
1899	если и	1	1
1900	была для	3	1
1901	вскрывает в	1	1
1902	противном случае	1	1
1903	на фоне	5	1
1904	в сюжет	1	1
1905	духа т	1	1
1906	такую мысль	1	1
1907	в условиях	2	1
1908	там что	1	1
1909	эти куски	1	1
1910	почву на	1	1
1911	дело и	2	1
1912	мужа с	1	1
1913	на другого	1	1
1914	и другого	3	1
1915	бы это	1	1
1916	как формы	1	1
1917	принципиальное значение	1	1
1918	а те	1	1
1919	чудо и	1	1
1920	ведь это	4	1
1921	как ни	1	1
1922	и социального	1	1
1923	он-то и	1	1
1924	лежит не	1	1
1925	самая функция	1	1
1926	вполне можно	1	1
1927	работы о	1	1
1928	ибо ее	1	1
1929	после каждого	1	1
1930	видит и	1	1
1931	была сделана	1	1
1932	миру подобно	1	1
1933	приходит герой	1	1
1934	такой способ	1	1
1935	из окошка	1	1
1936	его смерти	1	1
1937	к некоторому	1	1
1938	служить и	1	1
1939	ним как	3	1
1940	существа в	1	1
1941	ним не	1	1
1942	он здесь	1	1
1943	ведет его	1	1
1944	всех разновидностей	1	1
1945	всем этим	2	1
1946	тем или	2	1
1947	идет о	5	1
1948	как выражение	2	1
1949	или еще	1	1
1950	но человек	1	1
1951	одна комната	1	1
1952	у самого	1	1
1953	они тоже	1	1
1954	в плане	6	1
1955	же порядка	1	1
1956	и самого	4	1
1957	для такого	1	1
1958	художественного произведения	2	1
1959	в чужом	4	1
1960	дух в	1	1
1961	здесь менее	1	1
1962	и сердца	1	1
1963	конечно совершенно	1	1
1964	или иной	1	1
1965	голосом в	1	1
1966	не отличается	1	1
1967	ним обращаться	1	1
1968	себе еще	4	1
1969	и обратно	1	1
1970	не надо	1	1
1971	за своим	1	1
1972	в той	5	1
1973	мы наблюдаем	1	1
1974	герой выходя	1	1
1975	всего это	1	1
1976	его путем	1	1
1977	особенность его	3	1
1978	мир как	1	1
1979	в постановке	1	1
1980	это первое	1	1
1981	с одними	1	1
1982	его функцией	1	1
1983	даже тон	1	1
1984	тех кто	1	1
1985	однако и	1	1
1986	слова на	5	1
1987	нее в	1	1
1988	детали в	1	1
1989	отношении друг	1	1
1990	высказанных здесь	1	1
1991	говорите что	1	1
1992	важность для	1	1
1993	и свой	2	1
1994	типов и	4	1
1995	случае он	1	1
1996	значение они	2	1
1997	приведенное нами	1	1
1998	но автор	1	1
1999	и увидит	1	1
2000	которым пользуется	1	1
2001	каков же	1	1
2002	однако с	1	1
2003	есть а	2	1
2004	люди и	1	1
2005	же тенденция	1	1
2006	и ведут	1	1
2007	к какому-нибудь	1	1
2008	двух людей	1	1
2009	в первом	2	1
2010	их основе	2	1
2011	наиболее полное	1	1
2012	на мир	6	1
2013	при том	1	1
2014	мир такой	1	1
2015	только момент	1	1
2016	друг к	1	1
2017	форме в	2	1
2018	показаться что	1	1
2019	идея эта	1	1
2020	этих явлений	1	1
2021	самому герою	1	1
2022	на определенной	1	1
2023	не разрешает	1	1
2024	в точном	1	1
2025	материалом для	1	1
2026	мы только	1	1
2027	одно очень	1	1
2028	он стремится	3	1
2029	может находиться	1	1
2030	на таком	1	1
2031	связывают и	1	1
2032	обращение к	1	1
2033	чем бы	1	1
2034	могут оказаться	2	1
2035	если уже	2	1
2036	тенденция к	1	1
2037	действительности в	1	1
2038	очень важной	1	1
2039	уже сам	1	1
2040	при наличии	1	1
2041	он важен	1	1
2042	мире не	1	1
2043	или что	1	1
2044	воедино как	1	1
2045	видеть и	5	1
2046	время идет	1	1
2047	как принцип	1	1
2048	убедиться что	1	1
2049	как жанр	1	1
2050	слово остается	1	1
2051	тело и	2	1
2052	внутрь так	1	1
2053	в случае	1	1
2054	и показывает	1	1
2055	с теорией	1	1
2056	во-вторых в	1	1
2057	совершенно различных	1	1
2058	целого они	1	1
2059	существу своему	1	1
2060	может поэтому	1	1
2061	шли в	1	1
2062	чем его	1	1
2063	что речь	1	1
2064	делало его	1	1
2065	прошлого только	1	1
2066	поэтике и	1	1
2067	даже с	1	1
2068	что основная	1	1
2069	производится с	1	1
2070	он что	1	1
2071	связь на	1	1
2072	нем он	1	1
2073	же они	1	1
2074	в самое	1	1
2075	нет к	1	1
2076	их сознания	2	1
2077	ответ этот	1	1
2078	это ничего	2	1
2079	это прежде	1	1
2080	при выходе	1	1
2081	и внутренняя	2	1
2082	на предмет	4	1
2083	по поводу	1	1
2084	которых может	2	1
2085	он этой	1	1
2086	здесь ничего	1	1
2087	его герой	3	1
2088	имеет с	1	1
2089	пределах данного	1	1
2090	как дело	1	1
2091	мы отмечаем	1	1
2092	смысле как	1	1
2093	что имеет	1	1
2094	вся эта	1	1
2095	от ее	3	1
2096	создается впечатление	1	1
2097	надо понимать	1	1
2098	ум и	1	1
2099	той форме	1	1
2100	к различным	2	1
2101	человеческим голосом	1	1
2102	такою же	1	1
2103	рассказ строится	1	1
2104	или гораздо	1	1
2105	менее в	1	1
2106	конечно есть	1	1
2107	первом случае	1	1
2108	вполне понятно	2	1
2109	своего индивидуального	1	1
2110	какой-то другой	1	1
2111	притом не	1	1
2112	или они	1	1
2113	другого это	1	1
2114	узком смысле	2	1
2115	его себе	1	1
2116	совершенно необходимо	1	1
2117	я ничего	2	1
2118	на этих	1	1
2119	о существовании	1	1
2120	значительной степени	1	1
2121	и сама	2	1
2122	друг за	2	1
2123	место для	1	1
2124	новые проблемы	2	1
2125	типа может	1	1
2126	не была	4	1
2127	самый предмет	2	1
2128	и притом	1	1
2129	его сам	1	1
2130	героя может	1	1
2131	их по	1	1
2132	одно или	1	1
2133	не друг	1	1
2134	из уст	1	1
2135	начал с	1	1
2136	он берет	1	1
2137	он ни	2	1
2138	но ведь	3	1
2139	зрения нашего	1	1
2140	для понимания	4	1
2141	художественная логика	1	1
2142	он теперь	1	1
2143	рассказу и	2	1
2144	в пределы	4	1
2145	сплошь из	1	1
2146	следовательно и	3	1
2147	их может	1	1
2148	же объясняет	1	1
2149	вот на	1	1
2150	же касается	1	1
2151	к мысли	1	1
2152	его значение	1	1
2153	она отвечает	1	1
2154	тезис что	1	1
2155	же достигается	1	1
2156	к обычным	1	1
2157	она становится	1	1
2158	вопроса о	1	1
2159	не был	2	1
2160	и разновидностей	3	1
2161	собственно в	1	1
2162	очень легко	1	1
2163	живет здесь	1	1
2164	что вот	2	1
2165	в уста	4	1
2166	находит свое	2	1
2167	и сердце	1	1
2168	уже знакомой	1	1
2169	того в	1	1
2170	которые или	1	1
2171	бы к	2	1
2172	для создания	2	1
2173	его служить	2	1
2174	предполагает что	1	1
2175	собой это	1	1
2176	по данному	1	1
2177	был так	1	1
2178	дать полную	1	1
2179	хочет чтобы	1	1
2180	отношение между	2	1
2181	и одновременно	3	1
2182	другим в	1	1
2183	не приходится	1	1
2184	так далеко	1	1
2185	но только	1	1
2186	каждой детали	1	1
2187	его ибо	1	1
2188	бы уже	2	1
2189	этом смысле	12	1
2190	чтобы их	1	1
2191	что бы	1	1
2192	свое объяснение	1	1
2193	а вы	1	1
2194	друг мой	1	1
2195	смысла и	1	1
2196	появляются в	2	1
2197	я в	2	1
2198	другое противоположное	1	1
2199	не сливаются	1	1
2200	знает все	1	1
2201	герой у	1	1
2202	с людьми	1	1
2203	слова из	1	1
2204	в идеальном	1	1
2205	и никогда	1	1
2206	он понимает	2	1
2207	и глубокое	1	1
2208	не входят	2	1
2209	и следует	1	1
2210	этой комнате	2	1
2211	с вами	1	1
2212	себе да	1	1
2213	что может	4	1
2214	в первой	3	1
2215	с идеями	1	1
2216	все явления	1	1
2217	он вскрывает	1	1
2218	действительно в	1	1
2219	и религиозных	1	1
2220	ни одно	1	1
2221	широте и	1	1
2222	есть одна	1	1
2223	или иного	1	1
2224	мир но	1	1
2225	сливаются в	1	1
2226	материале здесь	1	1
2227	предположение о	1	1
2228	нее не	1	1
2229	не приходит	1	1
2230	и ту	1	1
2231	материал на	1	1
2232	во втором	1	1
2233	она к	1	1
2234	вне себя	1	1
2235	во множестве	1	1
2236	этой проблемы	1	1
2237	то есть	3	1
2238	что сказать	1	1
2239	как объекта	1	1
2240	для себя	3	1
2241	себе вопрос	1	1
2242	так всегда	1	1
2243	до некоторой	1	1
2244	эти отношения	2	1
2245	этот не	1	1
2246	от этой	1	1
2247	для сознания	1	1
2248	утверждает что	1	1
2249	он почти	1	1
2250	может получить	1	1
2251	наконец к	2	1
2252	в единый	1	1
2253	поэтому она	1	1
2254	это есть	1	1
2255	к области	1	1
2256	но чтобы	1	1
2257	или трактуются	1	1
2258	и герои	1	1
2259	его формы	1	1
2260	этом как	1	1
2261	поэтому и	4	1
2262	во что	2	1
2263	связанная с	1	1
2264	орудием в	1	1
2265	что казалось	1	1
2266	быть отнесены	1	1
2267	взирает на	1	1
2268	целом его	1	1
2269	заключается в	1	1
2270	месте и	2	1
2271	в различные	1	1
2272	это сделали	1	1
2273	еще хуже	1	1
2274	и начала	1	1
2275	имеет как	1	1
2276	стремятся к	1	1
2277	тени в	1	1
2278	из тех	2	1
2279	или становится	1	1
2280	самая постановка	1	1
2281	может стать	5	1
2282	за свое	1	1
2283	же остается	1	1
2284	дело идет	6	1
2285	них он	1	1
2286	как живого	1	1
2287	и функций	1	1
2288	которые совершаются	1	1
2289	функции в	2	1
2290	и переносит	1	1
2291	в воздухе	1	1
2292	только делает	1	1
2293	бы эту	1	1
2294	этапами а	1	1
2295	его о	2	1
2296	который и	1	1
2297	вид и	1	1
2298	ли они	1	1
2299	то будет	2	1
2300	всей его	2	1
2301	наконец и	1	1
2302	он владеет	2	1
2303	совершенно иной	2	1
2304	как одно	1	1
2305	их одна	1	1
2306	из элементов	1	1
2307	мое слово	1	1
2308	который не	2	1
2309	его содержания	1	1
2310	внутренняя жизнь	1	1
2311	нами явление	1	1
2312	единства в	1	1
2313	дает никакой	1	1
2314	ее до	1	1
2315	характер не	1	1
2316	героя который	1	1
2317	почти сплошь	1	1
2318	должны перейти	1	1
2319	может лежать	1	1
2320	и птицы	1	1
2321	не изучены	1	1
2322	и два	1	1
2323	этим явлениям	1	1
2324	ну вот	1	1
2325	рассказчика то	1	1
2326	нет она	1	1
2327	ощущается как	1	1
2328	в известном	1	1
2329	о своем	3	1
2330	тому или	1	1
2331	времени и	2	1
2332	ну так	4	1
2333	его дух	1	1
2334	принимают в	1	1
2335	что говорят	1	1
2336	как стремление	1	1
2337	же время	13	1
2338	может играть	1	1
2339	потому и	1	1
2340	сохраняет свою	1	1
2341	известной степени	2	1
2342	а путем	1	1
2343	но дальше	1	1
2344	уже существующих	1	1
2345	нем не	1	1
2346	материала но	1	1
2347	то для	1	1
2348	нем в	3	1
2349	его отношения	1	1
2350	но именно	3	1
2351	с нею	2	1
2352	оно должно	2	1
2353	слово и	9	1
2354	того такое	1	1
2355	же земля	1	1
2356	in der	1	1
2357	менее и	1	1
2358	героя это	1	1
2359	для достижения	1	1
2360	зрения автора	1	1
2361	правильным и	2	1
2362	рассказ и	3	1
2363	различны но	1	1
2364	в классической	1	1
2365	заключенных в	2	1
2366	его можно	2	1
2367	образы и	1	1
2368	слова я	1	1
2369	что автор	1	1
2370	мире так	1	1
2371	я у	1	1
2372	два вполне	1	1
2373	с современными	1	1
2374	этот термин	1	1
2375	все элементы	1	1
2376	стороны мы	1	1
2377	не доказывает	1	1
2378	же становится	1	1
2379	построение этого	2	1
2380	нему и	2	1
2381	творчества они	1	1
2382	в первый	1	1
2383	земли то	1	1
2384	можно гадать	1	1
2385	вы меня	1	1
2386	одной очень	1	1
2387	мира но	2	1
2388	или два	1	1
2389	переход к	1	1
2390	этом отношении	3	1
2391	же приводят	1	1
2392	для своего	2	1
2393	и одна	1	1
2394	указание на	1	1
2395	хорошо и	1	1
2396	нами до	1	1
2397	из своих	1	1
2398	что каждый	1	1
2399	действительно становится	2	1
2400	чем он	1	1
2401	этого пути	1	1
2402	по ту	2	1
2403	не развивается	1	1
2404	героем или	1	1
2405	и непосредственно	1	1
2406	героев или	1	1
2407	человека это	1	1
2408	есть разновидность	1	1
2409	не больше	1	1
2410	места в	1	1
2411	глубоко в	1	1
2412	они могли	1	1
2413	его трудно	1	1
2414	он видел	1	1
2415	здесь даже	1	1
2416	между собою	5	1
2417	можно больше	2	1
2418	словом и	3	1
2419	в гоголевском	1	1
2420	слагаться в	1	1
2421	лежит на	1	1
2422	не она	2	1
2423	не пользуется	1	1
2424	а становится	1	1
2425	в новом	1	1
2426	героя кто	1	1
2427	были не	1	1
2428	исследования но	1	1
2429	мире по	1	1
2430	пр каждый	1	1
2431	форма в	1	1
2432	которое все	1	1
2433	целого и	1	1
2434	чтобы сделать	2	1
2435	с выражением	1	1
2436	но те	1	1
2437	же может	1	1
2438	он указывает	1	1
2439	этого нельзя	1	1
2440	целое в	1	1
2441	только к	1	1
2442	а к	1	1
2443	воздухе в	1	1
2444	для рассмотрения	1	1
2445	героя к	2	1
2446	сам его	1	1
2447	in die	1	1
2448	дома на	1	1
2449	д как	1	1
2450	этом мире	1	1
2451	вся жизнь	1	1
2452	только она	1	1
2453	это заставляет	1	1
2454	не всякий	1	1
2455	мы его	2	1
2456	ведь и	4	1
2457	в искусстве	1	1
2458	социальную и	1	1
2459	он соприкасается	1	1
2460	только такие	1	1
2461	лежат в	1	1
2462	а этот	1	1
2463	дал ему	1	1
2464	существом и	2	1
2465	и всех	1	1
2466	чем является	2	1
2467	чего она	1	1
2468	эпохи и	1	1
2469	и нашел	1	1
2470	которой можно	1	1
2471	существовании этого	1	1
2472	рассказа в	1	1
2473	возможна и	1	1
2474	данному вопросу	1	1
2475	действительности не	2	1
2476	них нет	1	1
2477	речь и	2	1
2478	в высшей	1	1
2479	как за	1	1
2480	непременно должна	1	1
2481	от времени	1	1
2482	так называемой	1	1
2483	отождествляется с	1	1
2484	в чисто	3	1
2485	в узком	2	1
2486	живым существом	2	1
2487	особым образом	1	1
2488	мы слышим	1	1
2489	и неожиданно	1	1
2490	то земля	1	1
2491	тех или	1	1
2492	ведь эти	2	1
2493	соответствующие им	1	1
2494	таковой и	1	1
2495	не удалось	1	1
2496	бытия в	3	1
2497	сделать их	1	1
2498	наконец третья	1	1
2499	в костюме	1	1
2500	и совершенно	1	1
2501	и спокойно	1	1
2502	нем мы	1	1
2503	автора и	7	1
2504	они отвечают	1	1
2505	здесь этот	1	1
