N	2gram	Tiupa_Vved	Istorich
1317	было и	2	1
1318	в жизнь	1	1
1319	повествования и	4	1
1320	она же	1	1
1321	же следует	1	1
1322	или вернее	1	1
1323	есть механическое	1	1
1324	человека не	1	1
1325	развитии этого	1	1
1326	вот теперь	1	1
1327	мира на	2	1
1328	и иных	1	1
1329	времени в	3	1
1330	этот текст	2	1
1331	он исчезает	1	1
1332	что вся	1	1
1333	женщине и	1	1
1334	слова при	2	1
1335	не исключает	1	1
1336	встречи с	4	1
1337	может служить	4	1
1338	должна обратиться	1	1
1339	функционально не	1	1
1340	этом по	1	1
1341	от своей	1	1
1342	за рамки	1	1
1343	человек при	1	1
1344	точке зрения	1	1
1345	указания на	1	1
1346	земли к	1	1
1347	ситуации с	1	1
1348	в значительной	2	1
1349	обращение с	1	1
1350	говорит с	1	1
1351	она требует	1	1
1352	на другом	1	1
1353	приходится по	1	1
1354	этом будет	1	1
1355	уходят на	1	1
1356	так не	1	1
1357	которые оказываются	1	1
1358	а исключительно	1	1
1359	головой и	1	1
1360	мир так	1	1
1361	иначе и	1	1
1362	в противном	2	1
1363	не два	2	1
1364	строго говоря	2	1
1365	таковой в	1	1
1366	что обычно	1	1
1367	собой его	1	1
1368	иначе говоря	8	1
1369	и представляет	4	1
1370	при сохранении	1	1
1371	не слишком	1	1
1372	символическая смерть	1	1
1373	по большей	4	1
1374	нам удалось	1	1
1375	о личной	1	1
1376	общения с	1	1
1377	если к	1	1
1378	и трое	1	1
1379	головы а	1	1
1380	или иному	2	1
1381	сюжетов или	1	1
1382	самых общих	1	1
1383	жить так	1	1
1384	есть с	1	1
1385	например так	1	1
1386	выразить свое	1	1
1387	лица и	1	1
1388	в следующем	1	1
1389	который выше	1	1
1390	можно признать	1	1
1391	ни от	2	1
1392	человеку а	1	1
1393	пути и	1	1
1394	каждое движение	1	1
1395	и чисто	1	1
1396	по аналогии	4	1
1397	скажем в	1	1
1398	рассмотренных выше	1	1
1399	чтобы определить	1	1
1400	и всю	1	1
1401	оно совершается	1	1
1402	простой и	2	1
1403	детей к	1	1
1404	большею частью	1	1
1405	степени это	1	1
1406	отношений в	1	1
1407	образом она	1	1
1408	которых в	2	1
1409	не улавливает	1	1
1410	того и	1	1
1411	смысл но	1	1
1412	своей первоначальной	1	1
1413	в двух	1	1
1414	по необходимости	1	1
1415	человеческое сознание	1	1
1416	на границе	1	1
1417	специфический для	1	1
1418	ним а	1	1
1419	меня но	1	1
1420	смысл и	1	1
1421	не сумел	2	1
1422	которой и	1	1
1423	которую претендует	1	1
1424	дела мы	1	1
1425	через смерть	1	1
1426	не интересуют	1	1
1427	и собственно	1	1
1428	слуги в	1	1
1429	человека как	1	1
1430	ставят на	2	1
1431	и прочно	1	1
1432	пространство для	1	1
1433	на самый	1	1
1434	речи и	1	1
1435	а ее	1	1
1436	в последовательности	1	1
1437	это дух	1	1
1438	где в	3	1
1439	без этих	1	1
1440	этих факторов	1	1
1441	перед лицом	4	1
1442	из нас	1	1
1443	котором было	1	1
1444	например по	1	1
1445	где каждый	1	1
1446	к первому	1	1
1447	некоторой системы	1	1
1448	далеко-далеко и	1	1
1449	и рассмотрим	1	1
1450	это вовсе	1	1
1451	о каких	1	1
1452	культуры что	1	1
1453	он спал	1	1
1454	и мотивы	1	1
1455	даже иногда	1	1
1456	однако по	1	1
1457	замуж не	1	1
1458	составляют его	1	1
1459	жизнь этого	1	1
1460	повседневной жизни	1	1
1461	она оказывается	1	1
1462	в четыре	1	1
1463	до начала	2	1
1464	не разрешают	1	1
1465	бы я	1	1
1466	как знак	1	1
1467	мире как	1	1
1468	высшей степени	2	1
1469	и сами	2	1
1470	другой более	1	1
1471	др а	1	1
1472	знаков и	1	1
1473	за ее	1	1
1474	этому времени	1	1
1475	ходит по	1	1
1476	и предлагает	1	1
1477	текст в	1	1
1478	жизни а	1	1
1479	которой не	2	1
1480	в разнообразной	1	1
1481	из угла	1	1
1482	из рассказов	1	1
1483	сложное и	1	1
1484	них но	1	1
1485	в корне	1	1
1486	из двенадцати	1	1
1487	мне и	1	1
1488	каково отношение	1	1
1489	в отношении	1	1
1490	не признает	1	1
1491	и создает	1	1
1492	совершенно иное	1	1
1493	его предложение	1	1
1494	только еще	1	1
1495	со всеми	1	1
1496	которому принадлежит	1	1
1497	или нет?	1	1
1498	теперь на	1	1
1499	этого процесса	1	1
1500	не хотелось	1	1
1501	пространство не	1	1
1502	целого но	1	1
1503	этом месте	1	1
1504	значения и	2	1
1505	котором дети	1	1
1506	смысле что	1	1
1507	и соответственно	4	1
1508	рода словесный	1	1
1509	для каждого	1	1
1510	ли не	2	1
1511	это некоторый	1	1
1512	говоря и	1	1
1513	до конца	5	1
1514	характерна для	1	1
1515	в те	1	1
1516	говорить и	2	1
1517	первой главе	1	1
1518	жизни является	1	1
1519	второго лица	1	1
1520	мотивы как	1	1
1521	мира здесь	1	1
1522	с детьми	3	1
1523	же я	1	1
1524	не свидетельствуют	1	1
1525	и состоит	1	1
1526	корабля в	1	1
1527	и извне	1	1
1528	своей собственной	1	1
1529	оба эти	1	1
1530	тотчас же	1	1
1531	с нами	1	1
1532	этом пути	1	1
1533	них как	2	1
1534	этом рассказе	1	1
1535	каждой из	1	1
1536	может входить	1	1
1537	этого как	1	1
1538	нет мама	1	1
1539	не связаны	1	1
1540	случае с	1	1
1541	оказывается недостаточно	1	1
1542	жизни что	1	1
1543	собственной души	2	1
1544	не встречается	1	1
1545	без его	2	1
1546	ее только	1	1
1547	называет себя	1	1
1548	не случаен	1	1
1549	общего характера	1	1
1550	тот самый	1	1
1551	служить не	1	1
1552	же их	1	1
1553	до известной	1	1
1554	появляется в	2	1
1555	сближение но	1	1
1556	в мировой	1	1
1557	всем свете	1	1
1558	по этой	2	1
1559	брата в	1	1
1560	посредника между	1	1
1561	мира не	2	1
1562	во времени	2	1
1563	предстает как	1	1
1564	исключительно в	3	1
1565	мировой истории	2	1
1566	судя по	3	1
1567	с первоначальным	1	1
1568	которой у	1	1
1569	об их	1	1
1570	ночью и	1	1
1571	обращена к	1	1
1572	многообразно и	1	1
1573	мышления в	1	1
1574	исторической реальности	3	1
1575	мир в	1	1
1576	основе своей	2	1
1577	нас нет	2	1
1578	мы вынуждены	1	1
1579	кто такой	3	1
1580	его становления	1	1
1581	забота о	2	1
1582	они умирают	1	1
1583	наших глазах	1	1
1584	его отца	1	1
1585	и борьбы	1	1
1586	образ и	1	1
1587	единства и	1	1
1588	от основного	1	1
1589	слишком велико	1	1
1590	смысл этой	1	1
1591	самое и	1	1
1592	очень существенно	1	1
1593	года до	1	1
1594	этом в	1	1
1595	в движение	1	1
1596	раз в	1	1
1597	происхождения здесь	1	1
1598	сказать не	1	1
1599	сделанной из	1	1
1600	на каком	1	1
1601	пока в	1	1
1602	в войне	2	1
1603	не спал	1	1
1604	в зародышевом	1	1
1605	сложные и	1	1
1606	в исторический	1	1
1607	в использовании	1	1
1608	противном случае	2	1
1609	на фоне	3	1
1610	сразу же	1	1
1611	изнутри но	1	1
1612	именно эта	2	1
1613	три аршина	1	1
1614	картину в	1	1
1615	и без	1	1
1616	как все	1	1
1617	у данного	1	1
1618	и другого	1	1
1619	мере в	2	1
1620	и сестры	1	1
1621	этой функции	1	1
1622	до встречи	1	1
1623	как формы	1	1
1624	мы невольно	1	1
1625	принципиальное значение	1	1
1626	от первого	1	1
1627	двигаться к	1	1
1628	и героев	1	1
1629	к некоторой	1	1
1630	один в	1	1
1631	однако ни	1	1
1632	которого создается	1	1
1633	в мертвых	1	1
1634	на меня	1	1
1635	свою жизнь	1	1
1636	на четыре	1	1
1637	существа в	1	1
1638	встреча с	2	1
1639	у кого	1	1
1640	например и	1	1
1641	пространство в	2	1
1642	отличать от	1	1
1643	она состоит	1	1
1644	тем или	1	1
1645	идет о	3	1
1646	соответственно с	1	1
1647	не хотел	1	1
1648	легко могло	1	1
1649	не приводя	1	1
1650	способ не	1	1
1651	где на	1	1
1652	и самого	1	1
1653	в чужом	1	1
1654	в браке	1	1
1655	носителя этой	1	1
1656	и кричит	1	1
1657	в голову	2	1
1658	или иной	5	1
1659	этот рассказ	1	1
1660	к работе	1	1
1661	интерес так	1	1
1662	роль этого	1	1
1663	здесь следует	1	1
1664	в той	5	1
1665	это на	1	1
1666	человеческой жизни	4	1
1667	что несколько	1	1
1668	также указывает	1	1
1669	только художественная	1	1
1670	нами а	1	1
1671	всю ночь	1	1
1672	то два	1	1
1673	друга на	1	1
1674	действительно а	1	1
1675	следует ли	1	1
1676	она носит	1	1
1677	герой садится	1	1
1678	него голова	1	1
1679	однако и	3	1
1680	который ему	1	1
1681	к числу	1	1
1682	которое может	2	1
1683	в году	2	1
1684	персонажа и	2	1
1685	случае он	1	1
1686	с исторической	1	1
1687	иначе чем	1	1
1688	рыбаке и	1	1
1689	быть названа	1	1
1690	это они	2	1
1691	в первом	3	1
1692	все-таки что	1	1
1693	и полагает	1	1
1694	всегда имеется	1	1
1695	принадлежат к	4	1
1696	в наиболее	3	1
1697	птица в	1	1
1698	это свидетельствует	1	1
1699	материалом для	1	1
1700	того ни	1	1
1701	конфликт между	1	1
1702	историей и	1	1
1703	основании которых	1	1
1704	о мальчике	1	1
1705	ней при	1	1
1706	бывает как	1	1
1707	группу персонажей	2	1
1708	быть несколько	1	1
1709	на базе	1	1
1710	обращение к	1	1
1711	определяется не	1	1
1712	отец как	1	1
1713	факт который	1	1
1714	поездки в	2	1
1715	поле в	1	1
1716	большей части	4	1
1717	они просто	1	1
1718	двух и	1	1
1719	чуда или	1	1
1720	однажды ночью	1	1
1721	мире не	1	1
1722	и солнце	1	1
1723	как принцип	1	1
1724	свои позиции	1	1
1725	вполне уместно	1	1
1726	совершенно неожиданным	1	1
1727	должны ее	1	1
1728	являются не	1	1
1729	его собственной	2	1
1730	имея в	1	1
1731	действительно так	1	1
1732	в случае	4	1
1733	и показывает	1	1
1734	отмечает что	1	1
1735	оно так	1	1
1736	героини и	1	1
1737	свете нет	1	1
1738	но забота	1	1
1739	здесь прежде	1	1
1740	именно такого	1	1
1741	быть окончательным	1	1
1742	угла в	1	1
1743	второй половины	1	1
1744	однако некоторые	1	1
1745	на наших	1	1
1746	самом начале	1	1
1747	из рассмотренных	2	1
1748	к несчастью	1	1
1749	например когда	1	1
1750	это отношение	1	1
1751	а со	1	1
1752	второй способ	1	1
1753	могут встречаться	1	1
1754	на предмет	1	1
1755	по поводу	5	1
1756	во франции	1	1
1757	шаг на	1	1
1758	его герой	1	1
1759	у которой	2	1
1760	души из	1	1
1761	свойства и	1	1
1762	что жизнь	1	1
1763	начало и	2	1
1764	разумеется мы	1	1
1765	вся эта	1	1
1766	от ее	1	1
1767	гораздо более	1	1
1768	только означает	1	1
1769	из вас	1	1
1770	к различным	3	1
1771	место на	1	1
1772	засыпает а	1	1
1773	на протяжении	2	1
1774	только а	1	1
1775	где имеется	1	1
1776	еще раньше	1	1
1777	к человеку	1	1
1778	как средство	1	1
1779	первом случае	1	1
1780	не принадлежит	2	1
1781	зависит не	1	1
1782	случай в	1	1
1783	мало и	1	1
1784	никакого другого	1	1
1785	первые три	1	1
1786	для которой	1	1
1787	или трех	1	1
1788	и требования	1	1
1789	характер этой	1	1
1790	только со	2	1
1791	значительной степени	2	1
1792	аналогии с	2	1
1793	матери а	1	1
1794	к празднику	1	1
1795	заглянуть во	1	1
1796	и сама	1	1
1797	согласно которой	2	1
1798	но сами	1	1
1799	с сего	1	1
1800	не была	1	1
1801	и притом	3	1
1802	рассказ об	1	1
1803	столько же	1	1
1804	нужно не	1	1
1805	их по	1	1
1806	служит в	1	1
1807	самое последнее	1	1
1808	для детей	4	1
1809	он теперь	1	1
1810	рода может	1	1
1811	о которой	4	1
1812	в пределы	1	1
1813	из четырех	3	1
1814	постановка вопроса	2	1
1815	ним является	1	1
1816	сопоставлений и	1	1
1817	же касается	2	1
1818	принципиально иначе	2	1
1819	и рыбке	1	1
1820	по характеру	1	1
1821	первоначально это	1	1
1822	пристани и	1	1
1823	нас есть	1	1
1824	всех видов	1	1
1825	очень легко	1	1
1826	на которую	1	1
1827	слов или	2	1
1828	более дробные	1	1
1829	это были	2	1
1830	в мифологии	1	1
1831	с несколькими	1	1
1832	он приобрел	1	1
1833	зародышевом состоянии	1	1
1834	со многими	1	1
1835	возводится к	1	1
1836	отношение между	1	1
1837	два события	1	1
1838	действующих лиц	2	1
1839	за ними	1	1
1840	легко можно	1	1
1841	не приходится	1	1
1842	между жизнью	1	1
1843	но только	1	1
1844	этом смысле	1	1
1845	мире никогда	1	1
1846	обитает в	1	1
1847	следует признать	6	1
1848	прийти в	1	1
1849	как известно	2	1
1850	нее входит	1	1
1851	с торжеством	1	1
1852	взор на	1	1
1853	ответственность за	1	1
1854	не сливаются	1	1
1855	с людьми	1	1
1856	слово со	1	1
1857	не входят	1	1
1858	и следует	1	1
1859	которое мы	1	1
1860	что может	1	1
1861	спрашивать о	1	1
1862	он обращается	1	1
1863	в первой	1	1
1864	ему предшествует	1	1
1865	принадлежность к	1	1
1866	герою не	1	1
1867	выше был	1	1
1868	или иного	1	1
1869	мир но	1	1
1870	сливаются в	2	1
1871	событием или	1	1
1872	одно без	1	1
1873	а более	1	1
1874	этот тип	1	1
1875	и стало	3	1
1876	во втором	4	1
1877	она к	1	1
1878	характера а	1	1
1879	то есть	13	1
1880	как объекта	1	1
1881	для себя	2	1
1882	нельзя понять	1	1
1883	с каким-то	1	1
1884	отправку в	1	1
1885	ему является	1	1
1886	в особых	2	1
1887	только мертвые	1	1
1888	гораздо раньше	1	1
1889	особую категорию	1	1
1890	скрываясь за	1	1
1891	их ставят	2	1
1892	иной это	1	1
1893	к области	1	1
1894	власти и	1	1
1895	отсылает к	2	1
1896	сходство двух	1	1
1897	от их	2	1
1898	поэтому и	1	1
1899	мальчика и	1	1
1900	связанная с	1	1
1901	переходом к	1	1
1902	станет она	1	1
1903	что сквозь	1	1
1904	наряду со	1	1
1905	первый шаг	1	1
1906	не получил	1	1
1907	заключается в	2	1
1908	есть некоторая	1	1
1909	претендует на	2	1
1910	и прочими	1	1
1911	за голову	1	1
1912	же о	1	1
1913	принадлежит и	3	1
1914	оно всегда	1	1
1915	раз та	1	1
1916	непосредственно а	1	1
1917	за свое	1	1
1918	которого является	1	1
1919	же остается	1	1
1920	и функций	1	1
1921	частности из	1	1
1922	детей это	1	1
1923	в следующей	2	1
1924	которая не	2	1
1925	свидетельствует об	1	1
1926	оно составляет	1	1
1927	имеющего в	1	1
1928	перекликается с	1	1
1929	своей службы	1	1
1930	свое внимание	1	1
1931	всей его	2	1
1932	им из	1	1
1933	не является	7	1
1934	моя жизнь	1	1
1935	который не	1	1
1936	язык а	1	1
1937	внутренняя жизнь	1	1
1938	что самое	1	1
1939	истории но	1	1
1940	за которого	1	1
1941	не до	3	1
1942	в непосредственном	1	1
1943	город где	1	1
1944	и откуда	1	1
1945	в темноту	1	1
1946	в известном	1	1
1947	есть одновременно	1	1
1948	о своем	1	1
1949	тому или	2	1
1950	времени и	7	1
1951	подняв взор	1	1
1952	же время	4	1
1953	их исторической	1	1
1954	рассмотренный нами	1	1
1955	известной степени	1	1
1956	же ему	2	1
1957	а слово	2	1
1958	нем не	1	1
1959	о рыбаке	1	1
1960	да к	1	1
1961	него можно	1	1
1962	нет больше	1	1
1963	из истории	1	1
1964	но именно	3	1
1965	с нею	1	1
1966	в маленькой	1	1
1967	характера и	1	1
1968	его существа	1	1
1969	литература в	1	1
1970	in der	1	1
1971	выражение их	1	1
1972	его место	1	1
1973	рассказ и	1	1
1974	определить его	1	1
1975	его тайну	1	1
1976	и знаков	1	1
1977	в классической	1	1
1978	не будучи	1	1
1979	исторических фактов	1	1
1980	толстой в	1	1
1981	их исторического	1	1
1982	его можно	1	1
1983	есть сюжет	1	1
1984	более глубокий	1	1
1985	к началу	1	1
1986	образом для	1	1
1987	что автор	1	1
1988	собой лишь	1	1
1989	одних и	1	1
1990	вдруг совершенно	1	1
1991	рода к	1	1
1992	степени в	1	1
1993	который всегда	1	1
1994	с большей	1	1
1995	состоящий в	1	1
1996	этом отношении	7	1
1997	и муж	1	1
1998	день и	2	1
1999	функцию в	1	1
2000	узнаем что	1	1
2001	указание на	1	1
2002	выше не	1	1
2003	этих рассказов	2	1
2004	чем он	1	1
2005	однако она	1	1
2006	быть вполне	1	1
2007	и герою	1	1
2008	и иными	1	1
2009	ее из	1	1
2010	указывает и	1	1
2011	неожиданным образом	2	1
2012	от мужских	1	1
2013	и которая	1	1
2014	необходимо отличать	2	1
2015	и четвертая	1	1
2016	что вполне	1	1
2017	не подлежит	2	1
2018	в третьем	2	1
2019	том значении	1	1
2020	в новом	1	1
2021	полагать что	1	1
2022	для которого	4	1
2023	миром и	1	1
2024	чего в	1	1
2025	его сестра	1	1
2026	города с	2	1
2027	см что	5	1
2028	войны и	5	1
2029	но разумеется	1	1
2030	чтобы сделать	1	1
2031	же на	1	1
2032	каждом шаге	1	1
2033	человека к	1	1
2034	сказать и	1	1
2035	человеку но	1	1
2036	это проблема	1	1
2037	этого нельзя	1	1
2038	только к	1	1
2039	а к	3	1
2040	но люди	1	1
2041	преимущественно в	1	1
2042	узнает о	1	1
2043	на какой	1	1
2044	героя к	1	1
2045	их развития	1	1
2046	а весь	1	1
2047	и приведенное	1	1
2048	самому себе	1	1
2049	однако если	1	1
2050	этом мире	1	1
2051	вся жизнь	2	1
2052	только она	1	1
2053	муж и	1	1
2054	его иногда	1	1
2055	в искусстве	1	1
2056	исследования в	1	1
2057	невозможно но	1	1
2058	которого служит	1	1
2059	вздумается в	1	1
2060	быть как	1	1
2061	в зеркало	1	1
2062	и поцеловал	1	1
2063	рода не	1	1
2064	имеет свои	1	1
2065	первые два	2	1
2066	собственно говоря	1	1
2067	рассказа о	2	1
2068	иначе в	1	1
2069	которая теперь	1	1
2070	обстановку в	1	1
2071	которой можно	1	1
2072	облекается в	1	1
2073	как для	3	1
2074	тексте мы	1	1
2075	рассказа в	3	1
2076	но представляет	1	1
2077	и много	1	1
2078	на десять	2	1
2079	в высшей	2	1
2080	собой очень	1	1
2081	от времени	1	1
2082	так называемой	2	1
2083	которое в	4	1
2084	и неожиданно	1	1
2085	ведь эти	2	1
2086	нуждается в	1	1
2087	и долго	2	1
2088	хватает только	1	1
2089	бытия в	3	1
2090	как ему	1	1
2091	дело обстоит	2	1
2092	и совершенно	1	1
2093	передачи но	1	1
2094	мотивировку в	1	1
2095	снизу вверх	1	1
2096	применительно к	2	1
2097	персонажи и	1	1
2098	автора и	1	1
2099	котором он	2	1
