N	2gram	Bakhtin_Pr	Myshleni
1317	и оно	1	3
1318	он прежде	1	3
1319	чужой речи	3	3
1320	а к	1	3
1321	он ни	2	3
1322	на всех	1	3
1323	всей истории	1	3
1324	что касается	1	3
1325	не появляется	1	3
1326	конечно в	2	3
1327	далеко не	7	3
1328	а этот	1	3
1329	из своей	1	3
1330	стало быть	1	3
1331	свое значение	1	3
1332	что из	2	3
1333	в большинстве	11	3
1334	это все	1	3
1335	на речь	1	3
1336	на это	1	3
1337	как из	1	3
1338	он и	8	3
1339	быть не	1	3
1340	в книге	2	3
1341	находиться в	3	3
1342	и благодаря	2	3
1343	видел что	1	3
1344	и дальше	1	3
1345	об этой	1	3
1346	тех или	1	3
1347	и совершенно	1	3
1348	на ту	1	3
1349	особенности и	1	2
1350	же и	5	2
1351	устную речь	7	2
1352	вывод из	2	2
1353	некоторой степени	1	2
1354	очень хорошо	1	2
1355	следует что	1	2
1356	основные особенности	1	2
1357	может найти	2	2
1358	какой бы	2	2
1359	сам автор	1	2
1360	время не	3	2
1361	него в	5	2
1362	не хочет	3	2
1363	совершенно невозможно	1	2
1364	отдельные звенья	1	2
1365	и самые	1	2
1366	нами уже	2	2
1367	ни одна	1	2
1368	относится и	2	2
1369	представляется ему	1	2
1370	на свою	1	2
1371	это те	1	2
1372	из самых	1	2
1373	слово может	4	2
1374	в построении	4	2
1375	эту особенность	3	2
1376	которого лежит	1	2
1377	эти черты	1	2
1378	автор в	1	2
1379	мысли о	1	2
1380	тем или	2	2
1381	функций в	2	2
1382	особенность которая	1	2
1383	не служит	2	2
1384	значение только	1	2
1385	смысле она	1	2
1386	он был	2	2
1387	другу как	1	2
1388	в нескольких	1	2
1389	у самого	1	2
1390	мы очень	1	2
1391	не признать	1	2
1392	не всегда	2	2
1393	как совокупность	1	2
1394	характер в	1	2
1395	и взаимного	1	2
1396	свете этого	1	2
1397	всего как	1	2
1398	точками зрения	2	2
1399	и идеи	2	2
1400	от структуры	1	2
1401	не делает	1	2
1402	на ней	2	2
1403	с самим	3	2
1404	они должны	1	2
1405	постановка проблемы	1	2
1406	этим что	1	2
1407	можно без	1	2
1408	в эти	1	2
1409	мы привели	1	2
1410	или иным	1	2
1411	внутреннюю структуру	1	2
1412	от чисто	1	2
1413	или наоборот	2	2
1414	время и	1	2
1415	к себе	6	2
1416	что сама	1	2
1417	увидим дальше	2	2
1418	сильнее чем	1	2
1419	в теоретическом	1	2
1420	помимо того	1	2
1421	более резкой	1	2
1422	для своего	2	2
1423	вопрос для	1	2
1424	не способны	2	2
1425	к определенному	2	2
1426	не больше	1	2
1427	основная ошибка	2	2
1428	самостоятельных и	2	2
1429	словом в	4	2
1430	наконец мы	1	2
1431	слова значение	1	2
1432	только она	1	2
1433	наконец не	1	2
1434	и чисто	1	2
1435	ряд и	1	2
1436	сознания если	1	2
1437	на себя	4	2
1438	предмете и	1	2
1439	этом последнем	1	2
1440	характер и	1	2
1441	лишь на	5	2
1442	большинстве случаев	10	2
1443	сознания как	2	2
1444	в человеческом	1	2
1445	такое положение	1	2
1446	этой концепции	1	2
1447	в сторону	2	2
1448	из одного	8	2
1449	не нужно	2	2
1450	речь полна	1	2
1451	к фактам	1	2
1452	они становятся	1	2
1453	что та	1	2
1454	же направлении	1	2
1455	точкой зрения	2	2
1456	об особенностях	1	2
1457	приводит его	2	2
1458	в высшем	1	2
1459	не будет	1	2
1460	нашего рассмотрения	1	2
1461	оно и	2	2
1462	реакции на	3	2
1463	не тем	1	2
1464	слова которая	1	2
1465	иметь в	2	2
1466	во времени	3	2
1467	проникнуть в	1	2
1468	вот в	1	2
1469	над ним	1	2
1470	не раз	2	2
1471	к каждому	2	2
1472	того кто	1	2
1473	сущности ничего	1	2
1474	на немногих	1	2
1475	его как	5	2
1476	строится на	1	2
1477	его личности	1	2
1478	и ставит	1	2
1479	этой действительности	2	2
1480	слова что	2	2
1481	теми же	1	2
1482	логику и	1	2
1483	бы ни	3	2
1484	что кроме	1	2
1485	который был	1	2
1486	это совершенно	1	2
1487	существует только	1	2
1488	для чего	1	2
1489	себе как	2	2
1490	нашем анализе	1	2
1491	дальше что	1	2
1492	лишь по	1	2
1493	для самого	2	2
1494	как теперь	1	2
1495	если б	2	2
1496	направленных на	1	2
1497	пути для	1	2
1498	он только	2	2
1499	свой характер	1	2
1500	переносится в	1	2
1501	которого оно	2	2
1502	целому в	1	2
1503	но этого	2	2
1504	одно это	1	2
1505	смысле т.е	1	2
1506	себе не	2	2
1507	совершенно иное	3	2
1508	в переходе	1	2
1509	к постановке	1	2
1510	как вы	3	2
1511	внутренне не	2	2
1512	слов не	1	2
1513	сказать по	1	2
1514	принципиальное значение	1	2
1515	можно назвать	1	2
1516	эти явления	1	2
1517	и они	2	2
1518	построение в	2	2
1519	и так	2	2
1520	ними не	1	2
1521	первому и	1	2
1522	и переживания	1	2
1523	и т	14	2
1524	явлений и	1	2
1525	то во	1	2
1526	вследствие этого	2	2
1527	они ни	2	2
1528	в конкретном	3	2
1529	показать как	1	2
1530	но у	4	2
1531	тотчас же	1	2
1532	двух основных	1	2
1533	предмет в	2	2
1534	состав и	1	2
1535	на два	3	2
1536	путем сопоставления	1	2
1537	результате такого	2	2
1538	другой вопрос	1	2
1539	и уже	3	2
1540	то все	1	2
1541	прежде и	1	2
1542	чтобы она	1	2
1543	это имеет	1	2
1544	типичное для	1	2
1545	мысли не	1	2
1546	я вам	2	2
1547	именно этот	1	2
1548	к полному	1	2
1549	в первых	2	2
1550	другого и	1	2
1551	заставляет его	3	2
1552	бывает в	1	2
1553	воздерживается от	2	2
1554	в психологической	1	2
1555	мысли а	1	2
1556	мир в	4	2
1557	и свой	2	2
1558	не во	5	2
1559	этих слов	1	2
1560	в художественной	2	2
1561	речь именно	1	2
1562	на что	1	2
1563	где он	1	2
1564	раскрыть в	1	2
1565	сам себе	1	2
1566	камнем для	1	2
1567	этой особенности	2	2
1568	их уже	1	2
1569	силу и	1	2
1570	слова а	2	2
1571	до своих	3	2
1572	зрения того	1	2
1573	речь но	1	2
1574	остается тем	1	2
1575	что ни	1	2
1576	в присутствии	1	2
1577	ибо все	2	2
1578	как впрочем	1	2
1579	это возможно	1	2
1580	слова слово	3	2
1581	вот это	2	2
1582	лежащей в	1	2
1583	мыслью не	1	2
1584	входящий в	2	2
1585	свою внутреннюю	1	2
1586	тут надо	1	2
1587	особенно в	2	2
1588	она только	2	2
1589	бы это	1	2
1590	ему не	2	2
1591	случае если	1	2
1592	две стороны	1	2
1593	каждого слова	1	2
1594	но она	1	2
1595	или другого	1	2
1596	всякое слово	1	2
1597	не следует	1	2
1598	мысль мы	1	2
1599	лишь как	9	2
1600	два смысла	1	2
1601	и всякая	1	2
1602	когда ее	1	2
1603	ведь мы	2	2
1604	как выражение	2	2
1605	может лежать	1	2
1606	показывает как	1	2
1607	и вне	1	2
1608	и свойств	1	2
1609	и самого	4	2
1610	положений не	1	2
1611	возникает та	1	2
1612	может показаться	1	2
1613	места в	1	2
1614	все еще	2	2
1615	предметом непосредственного	1	2
1616	идет не	2	2
1617	более сложном	1	2
1618	положения для	1	2
1619	мы сказали	3	2
1620	анализа мы	1	2
1621	себе а	3	2
1622	уже во	1	2
1623	рассматривать в	1	2
1624	и очень	1	2
1625	пробным камнем	1	2
1626	и взаимодействие	2	2
1627	нее в	1	2
1628	говорят что	1	2
1629	проблему и	1	2
1630	случае он	1	2
1631	не бывает	1	2
1632	не опирается	1	2
1633	в борьбе	1	2
1634	так подробно	1	2
1635	переворота который	1	2
1636	том или	2	2
1637	другом слове	1	2
1638	форме в	2	2
1639	не разрешает	1	2
1640	в точном	1	2
1641	своего выражения	1	2
1642	он по	1	2
1643	мы упоминали	1	2
1644	сложным и	1	2
1645	установку на	2	2
1646	обращение к	1	2
1647	могут оказаться	2	2
1648	перестает быть	4	2
1649	сложном отношении	1	2
1650	жизни а	3	2
1651	речь то	1	2
1652	видеть и	5	2
1653	как речь	1	2
1654	же успехом	1	2
1655	в руках	3	2
1656	во-вторых в	1	2
1657	совершенно различных	1	2
1658	не об	2	2
1659	особенно отчетливо	1	2
1660	представляет в	1	2
1661	в чистом	1	2
1662	так то	1	2
1663	функция этого	1	2
1664	одном слове	3	2
1665	в самое	1	2
1666	простое и	1	2
1667	отсюда возникает	1	2
1668	и внутренняя	2	2
1669	думают и	1	2
1670	смысле как	1	2
1671	бы развернуть	1	2
1672	общая черта	3	2
1673	мысль а	1	2
1674	как две	1	2
1675	эта особенность	4	2
1676	или они	1	2
1677	исключающих друг	1	2
1678	он указывает	1	2
1679	своими собственными	2	2
1680	на этих	1	2
1681	будем говорить	1	2
1682	внешнего мира	3	2
1683	о психологических	1	2
1684	всей полноты	1	2
1685	в прямой	1	2
1686	всех его	1	2
1687	знает только	3	2
1688	здесь же	1	2
1689	и она	1	2
1690	в мире	7	2
1691	какой они	1	2
1692	именно как	2	2
1693	значение внутренней	1	2
1694	слово во	1	2
1695	предполагает что	1	2
1696	этом совершенно	1	2
1697	по данному	1	2
1698	мы конечно	1	2
1699	эта тенденция	1	2
1700	личности и	1	2
1701	все то	5	2
1702	является его	1	2
1703	для слова	1	2
1704	можно сделать	1	2
1705	но зато	2	2
1706	из плоскости	1	2
1707	себя на	2	2
1708	всей отчетливостью	1	2
1709	даже не	1	2
1710	из прошлого	1	2
1711	их и	2	2
1712	занимает в	1	2
1713	основное и	1	2
1714	все он	2	2
1715	слова из	1	2
1716	речь эта	1	2
1717	и никогда	1	2
1718	и синтеза	1	2
1719	что обычно	1	2
1720	нам важно	2	2
1721	не самостоятельно	1	2
1722	они и	1	2
1723	он стремится	3	2
1724	что сказать	1	2
1725	переходит в	1	2
1726	убедиться что	1	2
1727	до некоторой	1	2
1728	особенности этого	1	2
1729	котором в	1	2
1730	не исчерпывается	2	2
1731	он действует	1	2
1732	этот принцип	3	2
1733	их как	1	2
1734	подходит к	2	2
1735	от другого	1	2
1736	однако он	1	2
1737	в единстве	9	2
1738	и вызывает	2	2
1739	его собственными	1	2
1740	только у	3	2
1741	и навсегда	1	2
1742	направление и	1	2
1743	объединенных в	1	2
1744	следовательно в	1	2
1745	мышления о	1	2
1746	части нашей	2	2
1747	и действительно	1	2
1748	языковых явлений	1	2
1749	в одних	1	2
1750	его сознании	1	2
1751	этому пути	1	2
1752	как не	9	2
1753	самая постановка	1	2
1754	определяющим фактором	1	2
1755	спонтанно и	1	2
1756	и функций	1	2
1757	слове и	1	2
1758	своей жизни	2	2
1759	два слова	2	2
1760	ли они	1	2
1761	в драме	6	2
1762	очевидно и	1	2
1763	суждений и	1	2
1764	слова со	1	2
1765	другое слово	1	2
1766	снова к	1	2
1767	и главное	1	2
1768	и социальной	1	2
1769	но здесь	4	2
1770	сознание и	6	2
1771	автора и	7	2
1772	слова совершенно	2	2
1773	ее до	1	2
1774	путь которым	1	2
1775	и самостоятельным	1	2
1776	не должны	1	2
1777	генетических и	1	2
1778	самого автора	8	2
1779	последнее слово	8	2
1780	о своем	3	2
1781	а во	1	2
1782	не строится	1	2
1783	делает его	1	2
1784	а путем	1	2
1785	но дальше	1	2
1786	между людьми	1	2
1787	важно было	1	2
1788	противоположных направлениях	1	2
1789	его отношения	1	2
1790	с нею	2	2
1791	столько в	1	2
1792	одного плана	1	2
1793	положений на	1	2
1794	является уже	1	2
1795	в другое	2	2
1796	заключенных в	2	2
1797	его можно	2	2
1798	говорит достоевский	1	2
1799	слово уже	2	2
1800	иной чем	1	2
1801	выходит за	1	2
1802	о человеке	1	2
1803	сколько в	2	2
1804	не давая	2	2
1805	определяет всю	1	2
1806	в противоположных	1	2
1807	полагаем что	1	2
1808	отсюда следует	1	2
1809	от времени	1	2
1810	их основе	2	2
1811	структурой и	1	2
1812	который определяется	1	2
1813	не развивается	1	2
1814	рядом друг	1	2
1815	здесь нет	4	2
1816	является таким	1	2
1817	входить в	1	2
1818	того типа	1	2
1819	а то	3	2
1820	чтобы быть	1	2
1821	в плоскость	4	2
1822	как целое	3	2
1823	им и	1	2
1824	перестать быть	1	2
1825	с рядом	1	2
1826	среди других	2	2
1827	речи значение	1	2
1828	исследования но	1	2
1829	войти в	2	2
1830	бы дать	1	2
1831	работы над	1	2
1832	другом случае	2	2
1833	же может	1	2
1834	целое в	1	2
1835	личности в	4	2
1836	каждая из	2	2
1837	действительности то	1	2
1838	этом он	1	2
1839	и слияния	1	2
1840	зрения как	3	2
1841	позволяет ему	1	2
1842	он принимает	1	2
1843	обстоит дело	1	2
1844	чего она	1	2
1845	и мыслей	1	2
1846	контекста в	1	2
1847	вступают в	1	2
1848	которой можно	1	2
1849	в категориях	2	2
1850	на не	1	2
1851	как этот	1	2
1852	живым существом	2	2
1853	отношении не	1	2
1854	отношений к	1	2
1855	правда мы	1	2
1856	здесь этот	1	2
1857	пределах одного	6	1
1858	одно общее	1	1
1859	и непосредственное	1	1
1860	вещей и	1	1
1861	котором они	1	1
1862	и мира	1	1
1863	сложных взаимоотношений	1	1
1864	точном смысле	1	1
1865	в каждую	1	1
1866	эти исследователи	1	1
1867	этом уже	1	1
1868	как носитель	1	1
1869	они эти	1	1
1870	которые здесь	1	1
1871	слову в	1	1
1872	и наших	1	1
1873	и люди	1	1
1874	до него	1	1
1875	как свою	1	1
1876	человека можно	1	1
1877	степени как	1	1
1878	где дело	1	1
1879	истории его	1	1
1880	зрения все	2	1
1881	сравнить его	1	1
1882	в нашу	1	1
1883	же относится	1	1
1884	оставляет за	1	1
1885	и лучше	1	1
1886	и говорить	2	1
1887	бы вбирает	1	1
1888	впрочем и	1	1
1889	построения целого	1	1
1890	не достигается	1	1
1891	виду прежде	1	1
1892	пути при	1	1
1893	не меняет	1	1
1894	нужна ему	1	1
1895	всей ее	1	1
1896	основная тенденция	1	1
1897	ложь и	1	1
1898	чтобы в	2	1
1899	имеет смысл	1	1
1900	в духе	4	1
1901	показывает нам	1	1
1902	своей новой	1	1
1903	именно и	3	1
1904	сходство и	1	1
1905	этой форме	2	1
1906	слово его	1	1
1907	в некотором	1	1
1908	и полное	1	1
1909	в ткань	2	1
1910	прямо сказать	1	1
1911	противоречивость как	1	1
1912	идеи в	10	1
1913	все герои	1	1
1914	без учета	1	1
1915	этого типа	1	1
1916	ум у	1	1
1917	и буквально	1	1
1918	свою истинную	1	1
1919	а ты	1	1
1920	здесь происходит	1	1
1921	где она	1	1
1922	большей или	2	1
1923	такие разнородные	1	1
1924	но самый	1	1
1925	мир и	5	1
1926	принцип его	2	1
1927	не его	1	1
1928	как обычно	1	1
1929	чужой мысли	3	1
1930	социальной ситуации	1	1
1931	глубоки они	1	1
1932	человека о	1	1
1933	этого очевидно	1	1
1934	нашего опыта	1	1
1935	ними все	1	1
1936	типа по	1	1
1937	социальный характер	1	1
1938	не связи	1	1
1939	является их	1	1
1940	при условии	2	1
1941	не непосредственно	1	1
1942	или другим	1	1
1943	не сделал	2	1
1944	функцию но	1	1
1945	действительности как	1	1
1946	эти проблемы	2	1
1947	и каждое	1	1
1948	остается чисто	1	1
1949	слово всегда	1	1
1950	от власти	1	1
1951	на непосредственное	1	1
1952	сталкивается в	1	1
1953	между непосредственно	1	1
1954	здесь нам	1	1
1955	от первых	1	1
1956	но вся	1	1
1957	отношения не	1	1
1958	из самого	2	1
1959	этапы развития	1	1
1960	слова при	1	1
1961	но может	1	1
1962	из своего	3	1
1963	подымается до	1	1
1964	а между	2	1
1965	имеют первостепенное	2	1
1966	не обязательно	1	1
1967	словесного выражения	1	1
1968	дать ответ	1	1
1969	одно не	1	1
1970	отметить что	1	1
1971	же его	1	1
1972	направленное на	3	1
1973	природы но	1	1
1974	другие не	1	1
1975	точке зрения	3	1
1976	учению о	1	1
1977	идеалистической философии	1	1
1978	речи лежит	1	1
1979	что основная	1	1
1980	его функции	1	1
1981	во всякой	1	1
1982	слово без	1	1
1983	проблема эта	1	1
1984	его слова	3	1
1985	часть нашей	1	1
1986	гораздо существеннее	1	1
1987	самого говорящего	1	1
1988	то чем	3	1
1989	он развивается	1	1
1990	уже сама	1	1
1991	первый тип	1	1
1992	перед вопросом	1	1
1993	усиливается и	1	1
1994	принадлежать к	1	1
1995	к следующему	1	1
1996	в чем-нибудь	1	1
1997	проблем связанных	1	1
1998	и стать	1	1
1999	является единственно	1	1
2000	себя речь	1	1
2001	в преобладании	1	1
2002	доведенное до	1	1
2003	других слов	1	1
2004	крайней мере	2	1
2005	жизни с	1	1
2006	есть теория	1	1
2007	в недоумении	1	1
2008	этом плане	1	1
2009	общения сознаний	1	1
2010	даже по	1	1
2011	лишь тогда	1	1
2012	каждый элемент	3	1
2013	соображения заставляют	1	1
2014	большим количеством	1	1
2015	она неизбежно	1	1
2016	человеку который	1	1
2017	как нам	3	1
2018	здесь могут	1	1
2019	но из	1	1
2020	определяет как	1	1
2021	включено в	2	1
2022	он выдвигает	1	1
2023	я себе	1	1
2024	у каждого	1	1
2025	строится не	1	1
2026	другими сознаниями	3	1
2027	формы но	1	1
2028	элементов и	1	1
2029	и чрезвычайно	1	1
2030	о себе	19	1
2031	слова когда	2	1
2032	своей совокупности	1	1
2033	на особой	1	1
2034	которая заставляет	1	1
2035	формой его	1	1
2036	что пожалуй	1	1
2037	отказывается от	1	1
2038	словом это	1	1
2039	иного рода	2	1
2040	этой в	1	1
2041	как таковым	1	1
2042	слово на	1	1
2043	в самые	1	1
2044	который делает	1	1
2045	и последнее	1	1
2046	и сообщает	1	1
2047	различных формах	1	1
2048	совершенно недоступны	1	1
2049	одного человека	2	1
2050	независима от	1	1
2051	выпадает из	1	1
2052	к миру	3	1
2053	слово оно	1	1
2054	разновидностей в	1	1
2055	этого по	1	1
2056	из разнородных	1	1
2057	под его	2	1
2058	я и	2	1
2059	мере того	1	1
2060	с одним	1	1
2061	человек и	2	1
2062	и предвосхищая	1	1
2063	их он	1	1
2064	но иногда	1	1
2065	пределах своего	1	1
2066	совпадающее с	1	1
2067	наших собственных	1	1
2068	пытались свести	1	1
2069	данного типа	1	1
2070	личность как	1	1
2071	в идеалистической	1	1
2072	это путь	1	1
2073	о если	1	1
2074	воздействия на	1	1
2075	смысловая и	1	1
2076	как ряд	1	1
2077	достаточно чтобы	2	1
2078	к некоторым	1	1
2079	есть своя	1	1
2080	такова например	1	1
2081	человека а	1	1
2082	есть чем	1	1
2083	будет сказать	1	1
2084	и мир	1	1
2085	с новой	1	1
2086	смысл и	1	1
2087	но можно	1	1
2088	человек как	1	1
2089	ибо только	1	1
2090	толстого не	1	1
2091	как факт	1	1
2092	ведь в	2	1
2093	и однако	1	1
2094	как субъект	1	1
2095	таковы три	1	1
2096	материал на	1	1
2097	внешний мир	1	1
2098	действительность его	1	1
2099	него есть	1	1
2100	не стыдно	1	1
2101	он ничего	2	1
2102	проблемы которые	1	1
2103	же речи	1	1
2104	другом и	1	1
2105	особенностей его	1	1
2106	в работе	1	1
2107	как материал	1	1
2108	внешние и	1	1
2109	осталась не	1	1
2110	противоречие и	1	1
2111	котором оно	1	1
2112	ошибка была	1	1
2113	и разновидности	1	1
2114	в объективном	2	1
2115	ибо они	1	1
2116	я сознаю	1	1
2117	существенное для	1	1
2118	такого что	3	1
2119	мысль чтобы	1	1
2120	где же	1	1
2121	которые сами	1	1
2122	в нас	1	1
2123	выводы из	1	1
2124	черта не	1	1
2125	как автор	1	1
2126	у вас	2	1
2127	словом все	1	1
2128	и знает	1	1
2129	человека по	2	1
2130	может уже	1	1
2131	отношения с	1	1
2132	над всеми	1	1
2133	внешнее выражение	1	1
2134	слово у	3	1
2135	как парадокс	1	1
2136	она была	1	1
2137	не сливается	2	1
2138	противоречащих друг	1	1
2139	а поэтому	1	1
2140	центр тяжести	1	1
2141	другом как	2	1
2142	так значит	1	1
2143	к идеям	1	1
2144	нами был	1	1
2145	самые формы	1	1
2146	те новые	1	1
2147	совершенно особый	1	1
2148	мы рассмотрим	1	1
2149	след в	1	1
2150	различает три	1	1
2151	оставляет в	1	1
2152	ответ как	1	1
2153	материала в	1	1
2154	и ты	1	1
2155	них не	1	1
2156	раз тех	1	1
2157	все остальное	2	1
2158	хотя все	1	1
2159	анализируя этот	1	1
2160	мире не	1	1
2161	отдельные моменты	1	1
2162	которая у	1	1
2163	единству как	1	1
2164	только такое	1	1
2165	то каждый	1	1
2166	свободным в	1	1
2167	сказать о	2	1
2168	сложнейшей и	2	1
2169	приходится признать	1	1
2170	не доказывает	1	1
2171	и чем	1	1
2172	он его	1	1
2173	предметом его	2	1
2174	я сам	1	1
2175	нам правильным	1	1
2176	определенному типу	2	1
2177	он действительно	1	1
2178	построения всего	1	1
2179	в статье	1	1
2180	в особенности	1	1
2181	пути по	1	1
2182	имеют все	1	1
2183	свете нашего	1	1
2184	так ли	2	1
2185	таков будет	1	1
2186	находятся у	1	1
2187	время вести	1	1
2188	социальной жизни	2	1
2189	он уже	1	1
2190	всем своим	1	1
2191	всеми ее	1	1
2192	плане чисто	1	1
2193	что этим	1	1
2194	тем свободнее	1	1
2195	эти определения	2	1
2196	и материал	1	1
2197	и свое	1	1
2198	я бы	1	1
2199	всякое ослабление	1	1
2200	непосредственно но	1	1
2201	которым она	1	1
2202	не находим	1	1
2203	не показал	1	1
2204	еще мало	1	1
2205	его перехода	1	1
2206	мне и	1	1
2207	его внутреннего	1	1
2208	действует в	1	1
2209	тут есть	1	1
2210	слова далее	1	1
2211	очень сложные	1	1
2212	и слов	1	1
2213	к сознанию	2	1
2214	остальными и	1	1
2215	представлено у	1	1
2216	этот другой	1	1
2217	правда в	2	1
2218	в логике	1	1
2219	и миром	1	1
2220	здесь раскрывается	1	1
2221	не вещь	1	1
2222	и сделать	1	1
2223	основной идеи	1	1
2224	так или	1	1
2225	группе в	1	1
2226	находим у	1	1
2227	сознание не	1	1
2228	от своего	2	1
2229	целого но	1	1
2230	смысла и	1	1
2231	всякой социальной	1	1
2232	автор говорит	1	1
2233	существенно и	3	1
2234	идея может	4	1
2235	речи достигает	1	1
2236	поэтому даже	1	1
2237	столкновения с	1	1
2238	его сознания	2	1
2239	быть даже	1	1
2240	напротив мы	2	1
2241	полной и	1	1
2242	тех конкретных	1	1
2243	и соответственно	1	1
2244	возможности и	1	1
2245	функции он	1	1
2246	мне как	1	1
2247	будет все	2	1
2248	только игра	1	1
2249	при всех	2	1
2250	этот образ	1	1
2251	эта внутренняя	1	1
2252	ни с	1	1
2253	выводы в	1	1
2254	нет в	1	1
2255	только слово	2	1
2256	но оно	1	1
2257	как один	2	1
2258	можно в	1	1
2259	перехода из	1	1
2260	впечатление что	1	1
2261	и смысловая	1	1
2262	в прозе	1	1
2263	перейти в	1	1
2264	где нет	1	1
2265	далее и	2	1
2266	сложнейших внутренних	1	1
2267	или этот	1	1
2268	ясно и	1	1
2269	для всякой	1	1
2270	тогда я	1	1
2271	идее есть	1	1
2272	это слияние	1	1
2273	совершенно специфические	1	1
2274	высказывания и	3	1
2275	место он	1	1
2276	или наконец	4	1
2277	истинное слово	1	1
2278	художественных произведений	1	1
2279	развития одного	1	1
2280	он часто	1	1
2281	и какое	1	1
2282	оттенок в	1	1
2283	у меня	6	1
2284	прямой и	3	1
2285	идея идея	1	1
2286	дальше так	1	1
2287	взаимно исключающих	1	1
2288	вы говорите	1	1
2289	объединения и	1	1
2290	зато с	1	1
2291	а те	1	1
2292	это стремление	1	1
2293	в мир	4	1
2294	может выйти	1	1
2295	же если	1	1
2296	несущественно и	1	1
2297	надо еще	1	1
2298	а лишь	3	1
2299	стороны эта	1	1
2300	меняется и	1	1
2301	в какие	1	1
2302	глубокое и	3	1
2303	и превращается	1	1
2304	так мало	1	1
2305	нам поэтому	1	1
2306	неизбежно должен	1	1
2307	в самую	1	1
2308	остановить свой	1	1
2309	за пределами	2	1
2310	в психологию	1	1
2311	какие мы	2	1
2312	но значение	1	1
2313	подражание не	1	1
2314	построены по	1	1
2315	как установку	1	1
2316	воспитания и	1	1
2317	к основной	1	1
2318	идей и	1	1
2319	входящих в	1	1
2320	сожалению не	1	1
2321	здесь действительно	2	1
2322	содержания его	1	1
2323	жизни не	2	1
2324	часто и	1	1
2325	внутрь в	1	1
2326	его ум	1	1
2327	объяснение этого	1	1
2328	речи которую	1	1
2329	то они	2	1
2330	на языке	2	1
2331	менее чем	1	1
2332	и всякий	1	1
2333	и подчинить	2	1
2334	не поддается	2	1
2335	тоже не	3	1
2336	из новых	1	1
2337	основную структурную	1	1
2338	на трех	1	1
2339	противоречивость и	1	1
2340	имеет первостепенное	1	1
2341	или ослабляться	1	1
2342	восприятия поэтому	1	1
2343	для всякого	1	1
2344	он становится	1	1
2345	недоумении перед	1	1
2346	найти своего	1	1
2347	они входят	1	1
2348	слово мы	1	1
2349	и сознание	1	1
2350	социального общения	1	1
2351	требует совершенно	1	1
2352	становятся все	1	1
2353	не достигает	1	1
2354	в литературе	4	1
2355	которого я	1	1
2356	сознания это	1	1
2357	а предмет	1	1
2358	самой этой	2	1
2359	образом но	2	1
2360	могут вступать	1	1
2361	своих мыслей	1	1
2362	в третьей	1	1
2363	его другими	1	1
2364	человеке или	1	1
2365	человеке а	1	1
2366	в процесс	1	1
2367	нет твердых	2	1
2368	себе но	2	1
2369	соответственно этому	1	1
2370	делая предметом	1	1
2371	до последней	1	1
2372	к некоторому	1	1
2373	и показать	2	1
2374	новая постановка	1	1
2375	этом не	2	1
2376	и друг	1	1
2377	и вы	2	1
2378	себя а	1	1
2379	этого нельзя	1	1
2380	дано на	1	1
2381	принять этот	1	1
2382	ближе подходит	2	1
2383	из конкретных	1	1
2384	мы ее	2	1
2385	как такая	1	1
2386	как такого	1	1
2387	может только	1	1
2388	приближаться к	1	1
2389	него но	1	1
2390	стремление к	1	1
2391	является лишь	4	1
2392	он никогда	1	1
2393	правильнее будет	1	1
2394	со своей	1	1
2395	различия между	1	1
2396	предмета но	1	1
2397	ибо в	2	1
2398	и верное	1	1
2399	почву на	1	1
2400	мысль его	1	1
2401	же плоскости	1	1
2402	представляют по	1	1
2403	пока наконец	2	1
2404	акта и	1	1
2405	внутреннего диалога	1	1
2406	не все	1	1
2407	как формы	1	1
2408	друга но	1	1
2409	в такие	3	1
2410	реагирует на	2	1
2411	мыслит и	1	1
2412	предмете но	1	1
2413	полной мере	1	1
2414	в данную	1	1
2415	в особые	1	1
2416	в полной	1	1
2417	приведенном нами	2	1
2418	и происходит	1	1
2419	отсюда и	3	1
2420	которая для	1	1
2421	привело бы	1	1
2422	самостоятельным и	1	1
2423	была сделана	1	1
2424	так резко	1	1
2425	здесь совершенно	1	1
2426	включил его	1	1
2427	говорить не	1	1
2428	и самостоятельность	2	1
2429	только их	1	1
2430	они образуют	1	1
2431	уже после	2	1
2432	этом социальном	1	1
2433	ним как	3	1
2434	которые оно	1	1
2435	простым примером	1	1
2436	действительности неизбежно	1	1
2437	ведет его	1	1
2438	внутреннюю логику	1	1
2439	является один	1	1
2440	формулы и	2	1
2441	достигается не	1	1
2442	единства сознания	1	1
2443	в каких	1	1
2444	каковы бы	1	1
2445	не другой	1	1
2446	но дело	1	1
2447	или еще	1	1
2448	он их	1	1
2449	образом даже	1	1
2450	им за	1	1
2451	эту функцию	2	1
2452	явление в	1	1
2453	служит выражением	1	1
2454	этот высший	1	1
2455	ощущаться как	2	1
2456	системе как	1	1
2457	как тенденция	1	1
2458	опирающееся на	1	1
2459	дня и	1	1
2460	как проблемы	1	1
2461	предположение о	1	1
2462	единства не	1	1
2463	нее не	1	1
2464	бытия и	1	1
2465	непосредственно как	1	1
2466	законов этого	1	1
2467	и переживаний	1	1
2468	и теоретические	1	1
2469	как слова	1	1
2470	которое все	1	1
2471	в соответствующем	2	1
2472	становится в	1	1
2473	социально и	1	1
2474	этого принципа	1	1
2475	дело здесь	2	1
2476	мы подходим	1	1
2477	речь героя	2	1
2478	своего рода	1	1
