N	2gram	Bakhtin_Pr	Narrotol
1304	соприкосновения разных	1	1
1305	высказывание в	1	1
1306	своем собственном	1	1
1307	слова о	3	1
1308	которую она	1	1
1309	что позволяет	2	1
1310	по крайней	2	1
1311	жизни является	1	1
1312	к той	1	1
1313	состояниях и	1	1
1314	который и	1	1
1315	но оно	1	1
1316	все они	2	1
1317	чуждо и	1	1
1318	дальнейшее развитие	1	1
1319	не давая	2	1
1320	именно тем	1	1
1321	совершенно не	5	1
1322	впечатление что	1	1
1323	возможно в	1	1
1324	не характер	1	1
1325	не умел	1	1
1326	повествования но	1	1
1327	в главе	1	1
1328	не видеть	1	1
1329	его слово	2	1
1330	время оно	2	1
1331	одного мира	1	1
1332	реплики и	1	1
1333	далее и	2	1
1334	и двусмысленный	1	1
1335	так остро	1	1
1336	и главное	1	1
1337	совпадает с	2	1
1338	не любил	1	1
1339	в значительной	1	1
1340	относится к	1	1
1341	не раз	2	1
1342	по сравнению	1	1
1343	это только	1	1
1344	в повестях	1	1
1345	основе этого	1	1
1346	характер не	1	1
1347	до достоевского	2	1
1348	проверке на	1	1
1349	не должны	1	1
1350	из его	3	1
1351	для толстого	1	1
1352	снята а	1	1
1353	ограничивается лишь	1	1
1354	вокруг одного	1	1
1355	с которой	2	1
1356	прямой речи	1	1
1357	что если	3	1
1358	именно на	3	1
1359	высказывания поэтому	1	1
1360	то все	1	1
1361	отношении к	5	1
1362	слов и	2	1
1363	впрочем и	1	1
1364	своей работе	1	1
1365	он как	1	1
1366	от других	1	1
1367	внутри авторского	1	1
1368	и до	6	1
1369	кругозора ибо	1	1
1370	эти миры	3	1
1371	миру а	1	1
1372	установку на	2	1
1373	он есть	6	1
1374	перед глазами	1	1
1375	тому и	1	1
1376	форма восприятия	1	1
1377	еще один	1	1
1378	входящая в	1	1
1379	правда мы	1	1
1380	им в	1	1
1381	делает его	1	1
1382	как свой	2	1
1383	одного в	1	1
1384	известной степени	2	1
1385	о способах	3	1
1386	чем с	1	1
1387	есть его	1	1
1388	между людьми	1	1
1389	заметить что	2	1
1390	нет и	1	1
1391	как человека	1	1
1392	впервые в	1	1
1393	событий в	1	1
1394	и многих	1	1
1395	тоже может	2	1
1396	рассказчика а	1	1
1397	функционирует в	1	1
1398	рассказа что	1	1
1399	не за	3	1
1400	произведения и	2	1
1401	в образе	2	1
1402	не знаем	1	1
1403	то она	1	1
1404	же их	1	1
1405	два слова	2	1
1406	характерное для	1	1
1407	к прошлому	1	1
1408	переход к	1	1
1409	этого слова	3	1
1410	они еще	1	1
1411	деле в	1	1
1412	до известной	1	1
1413	с чужой	1	1
1414	со словом	1	1
1415	смерти не	1	1
1416	бы именно	1	1
1417	этого оно	1	1
1418	развернуты в	1	1
1419	субъективную значимость	1	1
1420	не делают	1	1
1421	т д	4	1
1422	определения как	2	1
1423	не видит	1	1
1424	у них	1	1
1425	воспринимает ее	1	1
1426	рассказ и	3	1
1427	не из	3	1
1428	в особом	4	1
1429	в классической	1	1
1430	и готовность	1	1
1431	тот же	2	1
1432	слова от	1	1
1433	другого и	1	1
1434	события взаимодействия	1	1
1435	в другое	2	1
1436	его можно	2	1
1437	человека но	2	1
1438	людей не	1	1
1439	стыдно и	1	1
1440	что есть	1	1
1441	что автор	1	1
1442	рассматривать в	1	1
1443	установка человека	1	1
1444	но на	3	1
1445	на языке	2	1
1446	что оно	2	1
1447	что ему	1	1
1448	процессе перехода	1	1
1449	значение в	2	1
1450	своего голоса	1	1
1451	не поддается	2	1
1452	тоже не	3	1
1453	ничем не	1	1
1454	так как	9	1
1455	мир в	4	1
1456	речь рассказчика	1	1
1457	может не	1	1
1458	автору и	1	1
1459	достоевского однако	1	1
1460	не изображает	1	1
1461	что казалось	1	1
1462	о человеке	1	1
1463	того как	3	1
1464	перестает быть	4	1
1465	в первый	1	1
1466	можно в	1	1
1467	быть самим	1	1
1468	том числе	1	1
1469	уже в	5	1
1470	слово а	2	1
1471	в художественной	2	1
1472	связи между	3	1
1473	что истинно	1	1
1474	лишь то	1	1
1475	на что	1	1
1476	мира но	2	1
1477	такая постановка	2	1
1478	для всего	1	1
1479	чужому слову	11	1
1480	существовании этого	1	1
1481	как за	1	1
1482	себя самого	3	1
1483	влиянием и	1	1
1484	от времени	1	1
1485	рассказе и	1	1
1486	не слияние	1	1
1487	ее в	3	1
1488	собственном мире	1	1
1489	где он	1	1
1490	видеть в	2	1
1491	п все	2	1
1492	указание на	1	1
1493	и позицией	1	1
1494	разных сознаний	1	1
1495	а предмет	1	1
1496	и смысловая	1	1
1497	как позицию	1	1
1498	нет это	1	1
1499	чужих слов	6	1
1500	сходятся в	1	1
1501	что каждый	1	1
1502	с их	7	1
1503	в движение	1	1
1504	слова не	2	1
1505	диалог в	3	1
1506	различия между	1	1
1507	видим не	1	1
1508	далека от	1	1
1509	не принимает	2	1
1510	даже самая	1	1
1511	речь но	1	1
1512	сознаний которая	1	1
1513	что ни	1	1
1514	от друга	1	1
1515	взаимодействия и	1	1
1516	этом не	2	1
1517	сознание героя	1	1
1518	слова но	4	1
1519	он видел	1	1
1520	такое слово	4	1
1521	на тему	1	1
1522	между героями	2	1
1523	жизнь слова	3	1
1524	в стороне	1	1
1525	случае не	1	1
1526	мира а	1	1
1527	для героев	3	1
1528	является не	2	1
1529	дистанцию между	1	1
1530	направлено на	3	1
1531	противном случае	1	1
1532	автору в	1	1
1533	и искусно	1	1
1534	более глубоким	1	1
1535	в авторском	5	1
1536	и со	4	1
1537	в такой	1	1
1538	личности не	1	1
1539	вернемся к	1	1
1540	не создает	1	1
1541	в новом	1	1
1542	не исключает	1	1
1543	нисколько не	3	1
1544	и оно	1	1
1545	все слова	1	1
1546	на его	2	1
1547	для героя	1	1
1548	и смысловой	2	1
1549	вследствие этой	1	1
1550	с другом	3	1
1551	вследствие чего	1	1
1552	говорящим как	1	1
1553	к философскому	1	1
1554	ему как	1	1
1555	своей значимости	1	1
1556	а так	1	1
1557	бы это	1	1
1558	сюжета они	1	1
1559	остается вне	2	1
1560	выражение и	1	1
1561	произведениях но	1	1
1562	ему не	2	1
1563	другого это	1	1
1564	жизнь и	1	1
1565	как формы	1	1
1566	свобода и	1	1
1567	друга но	1	1
1568	по убеждениям	1	1
1569	которая как	3	1
1570	а те	1	1
1571	и тех	1	1
1572	он указывает	1	1
1573	может иметь	1	1
1574	в полной	1	1
1575	тут и	2	1
1576	с самого	1	1
1577	правда о	1	1
1578	его произведениях	2	1
1579	на свои	1	1
1580	его слов	1	1
1581	вопроса а	1	1
1582	случае если	1	1
1583	голосов как	1	1
1584	он нам	1	1
1585	другими словами	1	1
1586	не нарушает	2	1
1587	каждого слова	1	1
1588	так называемой	1	1
1589	ни один	3	1
1590	между сознаниями	2	1
1591	нескольких сознаний	1	1
1592	я к	1	1
1593	все для	1	1
1594	в противоположность	2	1
1595	ведь и	4	1
1596	собой как	1	1
1597	мы должны	3	1
1598	на другое	1	1
1599	качестве личности	1	1
1600	в позднейшем	1	1
1601	в искусстве	1	1
1602	мыслей в	1	1
1603	всей истории	1	1
1604	не находит	1	1
1605	не существовало	1	1
1606	но она	1	1
1607	два человека	1	1
1608	и их	3	1
1609	на устную	6	1
1610	к некоторому	1	1
1611	но даже	1	1
1612	всего его	1	1
1613	люди с	1	1
1614	плана в	1	1
1615	к области	1	1
1616	не видим	1	1
1617	существа в	1	1
1618	героя его	2	1
1619	смотрит на	1	1
1620	конечно в	2	1
1621	только у	3	1
1622	и переживается	1	1
1623	авторской и	1	1
1624	только то	3	1
1625	этих случаях	2	1
1626	или как	8	1
1627	достигается не	1	1
1628	чем является	2	1
1629	не объектом	1	1
1630	их по	1	1
1631	пределы одного	4	1
1632	его трудно	1	1
1633	знает и	1	1
1634	в книге	2	1
1635	него и	1	1
1636	данного произведения	2	1
1637	одного дня	1	1
1638	элементов в	2	1
1639	прямая речь	2	1
1640	где сюжет	1	1
1641	в плане	6	1
1642	крайней мере	2	1
1643	для такого	1	1
1644	и благодаря	2	1
1645	роман а	1	1
1646	в чужом	4	1
1647	благодаря этому	3	1
1648	произведения не	2	1
1649	завершающего слова	1	1
1650	смысловое единство	1	1
1651	обращаться к	1	1
1652	может показаться	1	1
1653	оно живет	1	1
1654	напротив чтобы	1	1
1655	личный опыт	1	1
1656	детей не	1	1
1657	все еще	2	1
1658	же может	1	1
1659	человек не	1	1
1660	не остаются	1	1
1661	уже иначе	1	1
1662	может и	1	1
1663	б м	4	1
1664	не удалось	1	1
1665	своей индивидуальности	1	1
1666	разрушила бы	2	1
1667	для этого	3	1
1668	сам а	1	1
1669	виду что	1	1
1670	ориентирована на	1	1
1671	а я	1	1
1672	и совершенно	1	1
1673	настоящего времени	2	1
1674	само по	4	1
1675	особенно у	1	1
1676	голоса в	3	1
1677	степени и	1	1
1678	словами в	2	1
1679	себе а	3	1
1680	более того	8	1
