N	2gram	Tiupa_Narr	Dialekti
1319	установки и	2	1
1320	что за	1	1
1321	мыслима только	1	1
1322	существует вне	1	1
1323	о смерти	2	1
1324	было я	1	1
1325	всем миром	1	1
1326	очевидный пример	1	1
1327	становится совершенно	1	1
1328	событие в	5	1
1329	этом последнем	2	1
1330	как говорит	1	1
1331	будет зависеть	1	1
1332	лишь на	1	1
1333	какая это	1	1
1334	с отцом	1	1
1335	первой он	1	1
1336	чем иным	2	1
1337	без которого	1	1
1338	и характер	1	1
1339	так сказать	4	1
1340	значений которые	1	1
1341	что стало	1	1
1342	последовательность и	1	1
1343	из одного	1	1
1344	делает его	1	1
1345	мира все	1	1
1346	отождествление с	1	1
1347	не иначе	1	1
1348	и отдельные	1	1
1349	и религиозной	1	1
1350	означает то	1	1
1351	под именем	1	1
1352	могли бы	1	1
1353	связь с	1	1
1354	и понимаем	1	1
1355	физически тем	1	1
1356	опираясь на	1	1
1357	лица и	2	1
1358	реальным и	1	1
1359	него есть	1	1
1360	еще одним	1	1
1361	отнестись к	1	1
1362	не сводится	8	1
1363	не он	1	1
1364	ли не	3	1
1365	к слову	1	1
1366	перехода от	2	1
1367	кто-то другой	1	1
1368	производит впечатление	1	1
1369	мир где	1	1
1370	нашего сознания	1	1
1371	другом и	1	1
1372	определенным образом	1	1
1373	имеет смысл	2	1
1374	на другой	6	1
1375	состояния и	1	1
1376	так быстро	1	1
1377	человека как	2	1
1378	остается на	1	1
1379	на самый	1	1
1380	в развитии	1	1
1381	смерть как	1	1
1382	истории наконец	1	1
1383	себя что	1	1
1384	в детстве	3	1
1385	однако эта	1	1
1386	бы но	1	1
1387	необходимо было	1	1
1388	из мира	1	1
1389	реакции на	1	1
1390	о событиях	1	1
1391	вспомним что	1	1
1392	в приведенном	1	1
1393	людьми в	1	1
1394	тем и	1	1
1395	была выявлена	1	1
1396	мира по	1	1
1397	от церкви	1	1
1398	и знает	1	1
1399	всякий другой	1	1
1400	выражается в	1	1
1401	того же	2	1
1402	в нее	2	1
1403	отношения с	1	1
1404	над ним	1	1
1405	в новое	1	1
1406	не слышим	1	1
1407	в самой	1	1
1408	это действительно	1	1
1409	или наконец	1	1
1410	восстановление утраченного	1	1
1411	значение и	1	1
1412	не само	1	1
1413	или меньшей	1	1
1414	личного бытия	2	1
1415	так значит	1	1
1416	вот я	2	1
1417	человека его	1	1
1418	качестве одного	1	1
1419	такого бытия	1	1
1420	них не	1	1
1421	имя и	1	1
1422	и смысловую	1	1
1423	же с	1	1
1424	теми же	1	1
1425	которая на	1	1
1426	как наивно	1	1
1427	себе например	1	1
1428	в сердце	2	1
1429	этих и	1	1
1430	если они	1	1
1431	бы эти	1	1
1432	догадаться что	1	1
1433	человека который	2	1
1434	его к	1	1
1435	зрительный образ	2	1
1436	многих его	1	1
1437	служит как	1	1
1438	не доказывает	1	1
1439	и многочисленных	1	1
1440	случае это	1	1
1441	чем и	2	1
1442	мыслит себя	1	1
1443	в культуре	3	1
1444	хочется чтобы	1	1
1445	ту самую	1	1
1446	смысл но	1	1
1447	и вопреки	1	1
1448	мы видели	1	1
1449	в единство	2	1
1450	по причине	2	1
1451	другой более	1	1
1452	поскольку не	2	1
1453	однако и	5	1
1454	за ее	1	1
1455	в состав	5	1
1456	рождение и	1	1
1457	в очерке	1	1
1458	не верят	1	1
1459	содержащий в	1	1
1460	к другим	1	1
1461	приближается к	1	1
1462	ходит по	1	1
1463	мере того	1	1
1464	история а	1	1
1465	опирается на	2	1
1466	в последнем	1	1
1467	субъекта существования	1	1
1468	сознании а	1	1
1469	не подвергается	1	1
1470	в случаях	1	1
1471	к одной	1	1
1472	в специальном	2	1
1473	с и	1	1
1474	время у	1	1
1475	но такая	1	1
1476	верили в	1	1
1477	не допускающем	1	1
1478	не говорится	1	1
1479	говорит и	1	1
1480	не тождественны	1	1
1481	непонятно почему	1	1
1482	каким он	3	1
1483	в наиболее	2	1
1484	одним этим	1	1
1485	всего его	1	1
1486	ибо без	1	1
1487	истории в	8	1
1488	характер и	3	1
1489	о которой	3	1
1490	как личностная	1	1
1491	это их	2	1
1492	xix в	2	1
1493	лишь из	1	1
1494	для них	2	1
1495	действий и	1	1
1496	это была	3	1
1497	и тот	1	1
1498	на минуту	1	1
1499	проявляется у	1	1
1500	порядок и	1	1
1501	самая обычная	1	1
1502	нам в	1	1
1503	с этого	1	1
1504	здесь мы	1	1
1505	своему существованию	1	1
1506	до этого	1	1
1507	все четыре	1	1
1508	обыкновенно не	1	1
1509	с таким	1	1
1510	пространство и	1	1
1511	миром и	1	1
1512	не природа	1	1
1513	сущности в	1	1
1514	в романе	3	1
1515	быть личностью	2	1
1516	значения и	2	1
1517	отдельного человека	1	1
1518	зрения или	1	1
1519	у читателя	1	1
1520	ее характера	1	1
1521	или попросту	1	1
1522	на эту	1	1
1523	однако чтобы	1	1
1524	приводит к	2	1
1525	говоря и	2	1
1526	связаны между	1	1
1527	подлинного бытия	1	1
1528	при всех	1	1
1529	далек от	1	1
1530	в известном	4	1
1531	фактов из	1	1
1532	во сне	4	1
1533	думает о	1	1
1534	собственно и	3	1
1535	здесь нет	1	1
1536	должен обратиться	1	1
1537	самый общий	1	1
1538	хотя чаще	1	1
1539	не входит	1	1
1540	как произведение	1	1
1541	началом и	2	1
1542	становления в	1	1
1543	понимает его	1	1
1544	природы истории	1	1
1545	бросается в	1	1
1546	разные времена	1	1
1547	первом случае	3	1
1548	мыслит чувствует	1	1
1549	чем-то живым	1	1
1550	вытекает из	1	1
1551	событию в	1	1
1552	восприятия а	1	1
1553	и воображения	1	1
1554	время оно	1	1
1555	во всемирно-историческом	1	1
1556	и грубых	1	1
1557	вернемся к	1	1
1558	совершенно иной	1	1
1559	в историю	1	1
1560	поскольку это	1	1
1561	оба эти	1	1
1562	себя за	1	1
1563	задний план	1	1
1564	несомненно есть	1	1
1565	с нами	2	1
1566	мы его	2	1
1567	вспомнил что	1	1
1568	на друга	2	1
1569	варьироваться на	1	1
1570	как-то особенно	1	1
1571	подлинного смысла	2	1
1572	не должны	1	1
1573	жениться на	1	1
1574	слово а	1	1
1575	в новой	1	1
1576	характер это	1	1
1577	субъекта в	1	1
1578	выше слова	1	1
1579	его нельзя	1	1
1580	и лишь	2	1
1581	народов и	1	1
1582	не могло	3	1
1583	вступает в	2	1
1584	сомнению но	1	1
1585	впрочем и	1	1
1586	о высших	1	1
1587	как если	2	1
1588	от других	1	1
1589	и наиболее	1	1
1590	внимания на	1	1
1591	прийти в	1	1
1592	всего мира	1	1
1593	только тем	1	1
1594	смог бы	1	1
1595	знания или	1	1
1596	но обычно	1	1
1597	местах и	2	1
1598	тогда как	23	1
1599	тому и	1	1
1600	знания не	1	1
1601	решительно все	1	1
1602	каждый из	3	1
1603	не самого	1	1
1604	как будет	1	1
1605	и видит	1	1
1606	нашей жизни	1	1
1607	на мой	1	1
1608	как свой	1	1
1609	на лоне	1	1
1610	и будущее	1	1
1611	бытия это	1	1
1612	повседневных фактов	1	1
1613	о способах	1	1
1614	им она	1	1
1615	в отличие	6	1
1616	переход от	2	1
1617	в споре	1	1
1618	к двум	2	1
1619	которых он	1	1
1620	легче чем	1	1
1621	и служит	2	1
1622	только смысл	1	1
1623	смыслов и	2	1
1624	функционирует в	1	1
1625	начиная с	3	1
1626	увидим впоследствии	1	1
1627	мира но	1	1
1628	какой она	1	1
1629	же мере	1	1
1630	до конца	2	1
1631	за пределами	3	1
1632	самой своей	1	1
1633	о последних	1	1
1634	характера и	3	1
1635	нам и	1	1
1636	не смог	1	1
1637	в каждый	1	1
1638	к миру	2	1
1639	эмпирических фактов	1	1
1640	они еще	1	1
1641	говоря об	1	1
1642	до известной	1	1
1643	мыслит его	1	1
1644	говорится в	1	1
1645	иной личности	1	1
1646	и восприятия	1	1
1647	отрешенный от	1	1
1648	не удается	1	1
1649	настоящего и	1	1
1650	событием и	1	1
1651	и после	3	1
1652	или о	1	1
1653	не из	1	1
1654	в едином	2	1
1655	не художественные	1	1
1656	мысли с	1	1
1657	исключительно в	3	1
1658	о фактах	1	1
1659	не верит	1	1
1660	в своего	2	1
1661	указанием на	1	1
1662	обратиться к	2	1
1663	и каждый	1	1
1664	когда знаешь	1	1
1665	сознание может	1	1
1666	в театре	3	1
1667	конца как	1	1
1668	люди как	1	1
1669	то они	3	1
1670	значение в	1	1
1671	ему в	2	1
1672	его мы	1	1
1673	пока что	2	1
1674	основе своей	1	1
1675	этом и	5	1
1676	которое мы	1	1
1677	бы себе	1	1
1678	который бы	1	1
1679	в художественной	1	1
1680	или когда	1	1
1681	видел как	1	1
1682	что может	2	1
1683	для всего	1	1
1684	переход к	1	1
1685	времен года	1	1
1686	историю своего	1	1
1687	деле не	1	1
1688	содержание не	2	1
1689	в литературе	8	1
1690	определенный момент	1	1
1691	молитвы не	1	1
1692	и откровения	2	1
1693	где он	1	1
1694	поведения в	1	1
1695	что каждый	1	1
1696	не умею	1	1
1697	теперь эта	1	1
1698	слова а	1	1
1699	к внешнему	1	1
1700	границу а	1	1
1701	хотя несомненно	1	1
1702	видим не	1	1
1703	даже самая	1	1
1704	быть вполне	1	1
1705	а на	2	1
1706	всех прочих	1	1
1707	мало отвечают	1	1
1708	характер не	1	1
1709	течение всей	1	1
1710	ее из	2	1
1711	столь же	6	1
1712	шла речь	1	1
1713	жизни это	2	1
1714	что к	1	1
1715	а также	11	1
1716	и третий	1	1
1717	этом не	1	1
1718	только сам	1	1
1719	он видел	1	1
1720	такое слово	1	1
1721	этом что	1	1
1722	и холодных	1	1
1723	о жизни	2	1
1724	когда все	2	1
1725	этом в	1	1
1726	в стороне	1	1
1727	лишь с	1	1
1728	бессмертии души	1	1
1729	этот раз	1	1
1730	но по	1	1
1731	или даже	3	1
1732	возможно и	1	1
1733	такая позиция	1	1
1734	несомненно это	1	1
1735	в греческой	1	1
1736	на душе	1	1
1737	которая при	1	1
1738	на фоне	2	1
1739	это происходит	1	1
1740	и утверждается	1	1
1741	не столь	2	1
1742	со своей	3	1
1743	по условиям	1	1
1744	один и	2	1
1745	о бессмертии	1	1
1746	так а	3	1
1747	можно свести	1	1
1748	процесса и	1	1
1749	в церковь	1	1
1750	ему как	1	1
1751	жизни я	1	1
1752	не все	2	1
1753	выражение и	1	1
1754	не нуждаются	1	1
1755	истории о	3	1
1756	в иные	1	1
1757	друга но	1	1
1758	к одному	1	1
1759	которая как	1	1
1760	поскольку она	1	1
1761	личности вполне	1	1
1762	и оставаться	1	1
1763	как показывает	2	1
1764	полной мере	1	1
1765	а к	3	1
1766	его слово	1	1
1767	евангельской истории	1	1
1768	встречу двух	1	1
1769	оно в	1	1
1770	а его	3	1
1771	второй и	1	1
1772	в поле	3	1
1773	субъекта с	1	1
1774	случае если	1	1
1775	и жизненная	1	1
1776	по большей	5	1
1777	личности самого	1	1
1778	всю свою	2	1
1779	слово это	2	1
1780	могут служить	2	1
1781	может идти	1	1
1782	значимость его	1	1
1783	уже вовсе	1	1
1784	одну из	1	1
1785	сознания которая	2	1
1786	подошла к	1	1
1787	вся жизнь	2	1
1788	глубину как	1	1
1789	вопрос как	1	1
1790	сознания так	1	1
1791	у гомера	1	1
1792	о воскресении	3	1
1793	от внутреннего	1	1
1794	я вас	1	1
1795	трактовать его	1	1
1796	а по	2	1
1797	и повседневного	1	1
1798	и солнце	1	1
1799	все не	1	1
1800	свою жизнь	2	1
1801	предполагает весьма	1	1
1802	из монастыря	1	1
1803	на границе	1	1
1804	смотрит на	1	1
1805	конечно в	1	1
1806	функции могут	1	1
1807	жизнь есть	1	1
1808	в пределах	2	1
1809	и возникает	1	1
1810	на людей	1	1
1811	оказывается и	2	1
1812	с кем	1	1
1813	но напротив	1	1
1814	их как	1	1
1815	признать что	1	1
1816	первые два	1	1
1817	в самостоятельный	1	1
1818	фактов не	1	1
1819	скорее наоборот	1	1
1820	указывает и	1	1
1821	за ними	3	1
1822	знает и	1	1
1823	в некоторую	1	1
1824	и борьба	1	1
1825	в четвертом	1	1
1826	о каких	1	1
1827	на других	1	1
1828	они суть	1	1
1829	или смеется	1	1
1830	свести к	2	1
1831	чего как	1	1
1832	чтобы создать	1	1
1833	может показаться	1	1
1834	для рассказа	1	1
1835	осмысление и	1	1
1836	не претендует	1	1
1837	никому не	1	1
1838	том случае	1	1
1839	себе самому	5	1
1840	известной степени	1	1
1841	на всем	1	1
1842	человек не	1	1
1843	ли в	2	1
1844	бы от	1	1
1845	истории могут	1	1
1846	тогда было	1	1
1847	может или	1	1
1848	ничего подобного	1	1
1849	и долго	1	1
1850	событий и	1	1
1851	его внутреннее	1	1
1852	сам а	1	1
1853	последних дней	2	1
1854	хотя они	1	1
1855	им не	1	1
1856	в лице	1	1
1857	жизнью и	1	1
1858	из уст	2	1
1859	как символ	1	1
1860	опыта и	1	1
1861	для другого	2	1
1862	однако на	2	1
1863	без помощи	1	1
1864	он существует	1	1
1865	когда перед	1	1
