N	2gram	Vygotskiy_	Komedia
1311	время его	1	1
1312	на деле	2	1
1313	собственном смысле	4	1
1314	не нашел	1	1
1315	закономерности в	1	1
1316	и против	2	1
1317	и этот	1	1
1318	само слово	1	1
1319	уяснить себе	3	1
1320	углу комнаты	1	1
1321	опирается на	2	1
1322	всеми ее	1	1
1323	одном случае	2	1
1324	является ее	1	1
1325	они и	2	1
1326	мы сравним	1	1
1327	по форме	1	1
1328	в углу	1	1
1329	друга в	1	1
1330	для каждой	3	1
1331	она с	1	1
1332	условий и	1	1
1333	жизни а	1	1
1334	пути развития	2	1
1335	в специальном	1	1
1336	других и	1	1
1337	сообщением о	1	1
1338	с развитием	6	1
1339	смысле слова	1	1
1340	не идет	1	1
1341	и одно	1	1
1342	начале нашего	2	1
1343	возможность развития	1	1
1344	речь как	4	1
1345	мысль не	4	1
1346	впрочем в	1	1
1347	и должен	1	1
1348	всех других	1	1
1349	два основных	1	1
1350	сам по	2	1
1351	здесь он	1	1
1352	заключение что	1	1
1353	находятся в	2	1
1354	представим себе	1	1
1355	утверждает что	1	1
1356	при различных	2	1
1357	место на	1	1
1358	поэтому она	4	1
1359	и создает	1	1
1360	на известный	1	1
1361	обнаруживается и	1	1
1362	этот же	1	1
1363	мере с	1	1
1364	известна нам	1	1
1365	имеет свои	1	1
1366	такого же	1	1
1367	кто не	1	1
1368	нам в	2	1
1369	но только	5	1
1370	вместо того	2	1
1371	все то	1	1
1372	двух сторон	2	1
1373	оказывается в	1	1
1374	возможность судить	1	1
1375	самим собой	2	1
1376	в обратном	2	1
1377	образом если	1	1
1378	ни о	1	1
1379	с таким	3	1
1380	когда дело	1	1
1381	в мыслях	3	1
1382	мы остановимся	4	1
1383	себя с	1	1
1384	но вот	1	1
1385	развития который	1	1
1386	и будет	1	1
1387	чисто внешней	1	1
1388	известные в	1	1
1389	ступени на	1	1
1390	к которым	1	1
1391	относятся к	1	1
1392	из тех	2	1
1393	самый характер	1	1
1394	в памяти	2	1
1395	и объектом	1	1
1396	ни до	1	1
1397	взаимоотношения с	1	1
1398	если принять	1	1
1399	внешних проявлений	2	1
1400	интересующий нас	3	1
1401	центре внимания	1	1
1402	которые могут	1	1
1403	нам возможность	1	1
1404	в слове	11	1
1405	более конкретным	1	1
1406	становится ясным	1	1
1407	может не	1	1
1408	мы имели	1	1
1409	у одного	2	1
1410	данном случае	5	1
1411	одно понятие	2	1
1412	в родном	6	1
1413	в нее	1	1
1414	они говорят	2	1
1415	но раз	1	1
1416	говорить и	1	1
1417	возникает вопрос	2	1
1418	всей своей	1	1
1419	ничего общего	1	1
1420	б для	1	1
1421	огромную роль	1	1
1422	года и	1	1
1423	в любой	2	1
1424	к той	1	1
1425	без которых	1	1
1426	сразу и	3	1
1427	одного к	1	1
1428	такое положение	1	1
1429	все они	1	1
1430	речи из	2	1
1431	не давая	1	1
1432	есть все	1	1
1433	ни к	1	1
1434	образом все	2	1
1435	их все	1	1
1436	с детьми	1	1
1437	того самого	1	1
1438	огромной силой	1	1
1439	уже из	1	1
1440	бы с	2	1
1441	а нечто	1	1
1442	из функций	1	1
1443	только разницей	1	1
1444	внешние проявления	1	1
1445	своей собственной	2	1
1446	и самой	1	1
1447	в очень	1	1
1448	он делает	1	1
1449	нечто большее	1	1
1450	в слово	1	1
1451	оба эти	10	1
1452	совпадает с	5	1
1453	переходя от	3	1
1454	в значительной	3	1
1455	на друга	2	1
1456	длительного развития	1	1
1457	на основе	5	1
1458	какие же	2	1
1459	рассматривать как	1	1
1460	на два	1	1
1461	в понятие	1	1
1462	было ожидать	1	1
1463	и тогда	3	1
1464	тот и	1	1
1465	не это	1	1
1466	нашей работы	3	1
1467	развития и	4	1
1468	в образах	1	1
1469	факты из	1	1
1470	свойств и	1	1
1471	всего на	1	1
1472	и лишь	1	1
1473	не могло	3	1
1474	значение для	2	1
1475	один за	1	1
1476	он хочет	1	1
1477	которого не	2	1
1478	чтобы она	1	1
1479	о своем	2	1
1480	от других	1	1
1481	речь на	1	1
1482	тем обстоятельством	2	1
1483	а те	1	1
1484	разве не	1	1
1485	ее с	1	1
1486	приближаться к	1	1
1487	не отдает	1	1
1488	содержание которое	1	1
1489	в совершенно	3	1
1490	и находит	1	1
1491	образом по	1	1
1492	хорошо известно	1	1
1493	при помощи	1	1
1494	в силе	2	1
1495	им в	1	1
1496	связанной с	1	1
1497	ко всей	1	1
1498	выше и	1	1
1499	это же	2	1
1500	из ситуации	2	1
1501	придав ей	1	1
1502	эти факты	1	1
1503	к двум	2	1
1504	этого нет	1	1
1505	ребенка это	2	1
1506	что совершается	1	1
1507	его речь	1	1
1508	грамматическими и	1	1
1509	начиная с	1	1
1510	других как	1	1
1511	при котором	2	1
1512	тенденции к	5	1
1513	этими словами	1	1
1514	тот самый	1	1
1515	остается еще	2	1
1516	не спрашивая	1	1
1517	них для	1	1
1518	нельзя было	2	1
1519	для уяснения	2	1
1520	в существовании	1	1
1521	он может	1	1
1522	установить в	3	1
1523	не имели	1	1
1524	он овладел	1	1
1525	этого слова	5	1
1526	непосредственно к	1	1
1527	что вместе	1	1
1528	свою силу	4	1
1529	этого же	1	1
1530	говорится в	4	1
1531	появляется в	1	1
1532	не видит	2	1
1533	и пришел	1	1
1534	нельзя сказать	2	1
1535	в деятельности	1	1
1536	не из	2	1
1537	присущими ему	1	1
1538	в настоящее	1	1
1539	если только	1	1
1540	нее и	1	1
1541	точку зрения	4	1
1542	последнего времени	1	1
1543	в м	2	1
1544	иногда в	1	1
1545	нас более	1	1
1546	другого и	1	1
1547	сомнения в	2	1
1548	к окружающему	1	1
1549	обратиться к	1	1
1550	вокруг которого	1	1
1551	дело как	1	1
1552	благоприятные условия	1	1
1553	от более	4	1
1554	короче говоря	2	1
1555	известные нам	1	1
1556	значение в	3	1
1557	когда речь	1	1
1558	на необходимость	1	1
1559	отцу и	1	1
1560	от внешнего	1	1
1561	знать и	1	1
1562	стороны мы	1	1
1563	борьба и	1	1
1564	без них	1	1
1565	и того	3	1
1566	о развитии	5	1
1567	чего не	1	1
1568	культуры в	1	1
1569	удалось установить	3	1
1570	же мере	5	1
1571	речи так	4	1
1572	участия в	1	1
1573	не располагаем	1	1
1574	относительно которых	1	1
1575	во внешнем	1	1
1576	дело если	1	1
1577	как у	1	1
1578	самое главное	1	1
1579	мы сталкиваемся	1	1
1580	на самом	3	1
1581	на которой	1	1
1582	если сравнить	1	1
1583	смысле этого	4	1
1584	системы к	1	1
1585	его предшественники	1	1
1586	в ином	3	1
1587	это отношение	3	1
1588	происхождении и	1	1
1589	все основания	1	1
1590	история развития	1	1
1591	чтобы убедить	1	1
1592	что уже	2	1
1593	то к	1	1
1594	это черты	1	1
1595	от высшей	2	1
1596	не вижу	1	1
1597	дело в	1	1
1598	отличающуюся от	1	1
1599	та же	2	1
1600	ты же	1	1
1601	же по	1	1
1602	себя а	1	1
1603	самым тесным	1	1
1604	чем отличается	1	1
1605	и другое	4	1
1606	и новых	1	1
1607	должны бы	1	1
1608	в сферу	3	1
1609	внимание в	1	1
1610	сама по	1	1
1611	в ряде	1	1
1612	словом и	10	1
1613	что этот	6	1
1614	в уме	4	1
1615	мог дать	1	1
1616	лишний раз	1	1
1617	так часто	1	1
1618	факт однако	1	1
1619	говорят о	1	1
1620	естественно что	3	1
1621	можно выразить	1	1
1622	на одном	1	1
1623	за другим	2	1
1624	в такой	6	1
1625	остановимся на	1	1
1626	представление об	1	1
1627	исследование в	1	1
1628	то естественно	1	1
1629	по самой	6	1
1630	в условиях	1	1
1631	повторяют друг	1	1
1632	связей между	3	1
1633	для нашей	2	1
1634	бы совершенно	1	1
1635	совершенно определенный	1	1
1636	зрения того	1	1
1637	чем раньше	1	1
1638	к самой	1	1
1639	вопрос чем	1	1
1640	выражение и	1	1
1641	содержащихся в	1	1
1642	сумел оценить	1	1
1643	мы попытаемся	1	1
1644	интересующей нас	1	1
1645	от первого	1	1
1646	и внешних	1	1
1647	хотел сказать	3	1
1648	третье и	1	1
1649	идет по	3	1
1650	и внутреннее	1	1
1651	равно что	1	1
1652	только к	4	1
1653	как ни	1	1
1654	действительности но	2	1
1655	оно в	1	1
1656	можем найти	1	1
1657	одного типа	1	1
1658	два противоположных	1	1
1659	потребность в	1	1
1660	мобилизации всех	1	1
1661	полагали что	1	1
1662	на мысль	1	1
1663	но известно	1	1
1664	и почти	1	1
1665	от всяких	1	1
1666	который мы	6	1
1667	также и	2	1
1668	и образов	1	1
1669	но всегда	2	1
1670	с совершенно	1	1
1671	мы должны	7	1
1672	друга как	1	1
1673	линий в	1	1
1674	и слова	6	1
1675	как там	1	1
1676	поймет что	1	1
1677	с подлинными	1	1
1678	в прошлом	1	1
1679	отдаляется от	1	1
1680	его речи	1	1
1681	несколько человек	1	1
1682	самое что	3	1
1683	вперед по	1	1
1684	от земли	1	1
1685	вопросов в	1	1
1686	этот факт	4	1
1687	в нашей	4	1
1688	слова совершенно	2	1
1689	начала что	1	1
1690	но вместе	2	1
1691	повод для	1	1
1692	слова или	1	1
1693	с понятием	1	1
1694	думать что	1	1
1695	как то	1	1
1696	этому поводу	3	1
1697	первые два	1	1
1698	и всех	1	1
1699	его отношение	2	1
1700	этом вопросе	2	1
1701	этой работы	3	1
1702	значение слова	16	1
1703	всего не	1	1
1704	и включить	1	1
1705	можем теперь	1	1
1706	другой в	1	1
1707	за этим	1	1
1708	но совершенно	2	1
1709	на путь	1	1
1710	само по	1	1
1711	самой своей	5	1
1712	как для	2	1
1713	прямо противоположным	2	1
1714	в понимании	2	1
1715	удивительным образом	1	1
1716	фоне которых	1	1
1717	в ходе	14	1
1718	можно сказать	9	1
1719	руку и	1	1
1720	даже как	1	1
1721	нет я	1	1
1722	этом и	2	1
1723	и способ	1	1
1724	той только	1	1
1725	речь и	5	1
1726	различие в	2	1
1727	как за	1	1
1728	наоборот в	2	1
1729	по аналогии	1	1
1730	прямое выражение	2	1
1731	эту мысль	3	1
1732	что хотел	1	1
1733	в чисто	2	1
1734	или иной	2	1
1735	детей не	1	1
1736	следует различать	1	1
1737	происходит в	2	1
1738	выводить из	1	1
1739	делает возможным	1	1
1740	каком направлении	1	1
1741	грамматики и	1	1
1742	мы слышим	1	1
1743	этого понятия	3	1
1744	на двух	2	1
1745	о предметах	1	1
1746	их на	1	1
1747	просто как	2	1
1748	напоминает об	1	1
1749	может и	3	1
1750	как узнали	1	1
1751	не сходят	1	1
1752	лучшем случае	3	1
1753	к совершенно	2	1
1754	в каком-то	1	1
1755	возрастом и	1	1
1756	и ничего	2	1
1757	возникает не	3	1
1758	подтверждение в	1	1
1759	не можем	4	1
1760	себе и	2	1
1761	и наконец	4	1
1762	ребенка не	5	1
1763	же рода	1	1
1764	иное как	1	1
1765	приобрел в	1	1
1766	момент его	1	1
