N	2gram	Potebnia_M	Freidism
1302	тем более	9	1
1303	ему удается	1	1
1304	что страх	1	1
1305	не все	5	1
1306	она только	1	1
1307	и другого	2	1
1308	но конечно	1	1
1309	чтобы понять	1	1
1310	разумеется что	1	1
1311	жизнь и	1	1
1312	явлениях в	1	1
1313	иметь в	2	1
1314	что хотя	8	1
1315	рождается не	1	1
1316	уже сказали	1	1
1317	в каждом	6	1
1318	не говоря	3	1
1319	еще до	3	1
1320	стороны душевной	1	1
1321	точкой зрения	1	1
1322	предположить что	4	1
1323	но можно	1	1
1324	нами как	1	1
1325	может иметь	1	1
1326	и душевная	1	1
1327	словом слово	1	1
1328	если признать	1	1
1329	и быть	3	1
1330	за то	1	1
1331	и других	3	1
1332	области и	1	1
1333	а к	4	1
1334	в прямой	1	1
1335	только путем	1	1
1336	этот взгляд	1	1
1337	он ни	1	1
1338	при чтении	2	1
1339	которую мы	1	1
1340	связи с	6	1
1341	показывает что	2	1
1342	в наше	1	1
1343	которое испытывает	1	1
1344	все остальные	3	1
1345	первая половина	1	1
1346	близко к	1	1
1347	но при	1	1
1348	так мы	1	1
1349	и чувства	1	1
1350	другом и	1	1
1351	им так	2	1
1352	и необходимость	1	1
1353	нескольких образов	1	1
1354	который мы	1	1
1355	т д	5	1
1356	можно назвать	2	1
1357	или не	3	1
1358	тому как	6	1
1359	не по	1	1
1360	он объясняет	1	1
1361	от содержания	1	1
1362	по этой	1	1
1363	оснований для	1	1
1364	души на	1	1
1365	образом только	1	1
1366	это для	1	1
1367	самосознания и	2	1
1368	кажется что	3	1
1369	основы и	1	1
1370	на чем	3	1
1371	не будет	4	1
1372	же понятие	1	1
1373	них или	1	1
1374	к такой	1	1
1375	к тем	4	1
1376	бы например	2	1
1377	из мира	1	1
1378	но она	1	1
1379	составные части	1	1
1380	их с	1	1
1381	не с	4	1
1382	мыслей чувств	1	1
1383	что эта	3	1
1384	одно и	7	1
1385	пор не	2	1
1386	как он	1	1
1387	этом чувстве	1	1
1388	для человека	8	1
1389	время когда	3	1
1390	от земли	2	1
1391	можно было	1	1
1392	не видим	1	1
1393	собою но	1	1
1394	в форме	2	1
1395	процесс в	1	1
1396	дух на	1	1
1397	есть лишь	1	1
1398	отдельных лиц	2	1
1399	в начале	3	1
1400	говоря о	5	1
1401	что нам	1	1
1402	сами эти	1	1
1403	содержание но	1	1
1404	книг и	1	1
1405	быть объяснены	1	1
1406	и хотя	3	1
1407	даже не	2	1
1408	стороны и	1	1
1409	чтобы их	1	1
1410	можно найти	1	1
1411	как же	1	1
1412	в нее	5	1
1413	при других	1	1
1414	но этот	2	1
1415	сама она	1	1
1416	эту идею	1	1
1417	его я	3	1
1418	субъекта оно	1	1
1419	большого числа	1	1
1420	его или	1	1
1421	они могут	2	1
1422	на свое	3	1
1423	особенно легко	1	1
1424	и т.д	1	1
1425	один член	2	1
1426	мысль о	12	1
1427	требует чтобы	2	1
1428	другой и	2	1
1429	выделить этот	1	1
1430	могла бы	2	1
1431	своего материала	1	1
1432	значение и	1	1
1433	за нею	1	1
1434	сближаться с	1	1
1435	например не	2	1
1436	я это	1	1
1437	ответа в	1	1
1438	говорящего а	2	1
1439	я в	1	1
1440	тем как	4	1
1441	что можно	1	1
1442	мы всегда	1	1
1443	что если	5	1
1444	чем она	1	1
1445	одного из	1	1
1446	впечатление которое	1	1
1447	общего с	1	1
1448	мысль так	1	1
1449	в понимании	1	1
1450	и никогда	1	1
1451	уже при	1	1
1452	для такого	1	1
1453	друг другу	2	1
1454	здесь к	1	1
1455	и каждый	1	1
1456	которые в	1	1
1457	какой именно	1	1
1458	все содержание	2	1
1459	и последовательные	1	1
1460	к человеческому	1	1
1461	когда они	1	1
1462	благодаря этому	1	1
1463	только по	5	1
1464	можем определить	1	1
1465	которая связана	1	1
1466	которое мы	2	1
1467	мысль в	3	1
1468	нашей точки	1	1
1469	это дает	1	1
1470	числа отдельных	1	1
1471	с воспоминанием	1	1
1472	развития на	1	1
1473	более позднее	1	1
1474	слова в	7	1
1475	в первой	1	1
1476	роль играет	1	1
1477	по этому	2	1
1478	нам все	1	1
1479	в человеческой	3	1
1480	между организмом	1	1
1481	же в	3	1
1482	бытия и	1	1
1483	сходства между	1	1
1484	случайных и	1	1
1485	и необходимо	1	1
1486	как будто	1	1
1487	на то	6	1
1488	человека или	1	1
1489	должны признать	1	1
1490	бы ни	6	1
1491	следует заметить	1	1
1492	на душу	1	1
1493	из глубины	2	1
1494	нее нет	1	1
1495	на мир	2	1
1496	же это	1	1
1497	здесь мы	1	1
1498	к объективному	1	1
1499	важным указанием	1	1
1500	мы различаем	2	1
1501	может и	1	1
1502	таким же	2	1
1503	человека но	1	1
1504	разве только	2	1
1505	и чем	3	1
1506	теперь еще	1	1
1507	от всего	4	1
1508	который однако	1	1
1509	в один	4	1
1510	нам кажется	7	1
1511	последнее и	1	1
1512	каждого из	2	1
1513	следует за	1	1
1514	чувства или	1	1
1515	происходит в	2	1
1516	с соответствующими	1	1
1517	что на	3	1
1518	есть не	9	1
1519	искусства в	1	1
1520	иное как	1	1
1521	степени и	1	1
1522	нашем сознании	1	1
1523	оно или	1	1
1524	на слово	2	1
1525	и объективен	1	1
1526	себе а	4	1
1527	и сами	2	1
1528	так называемом	1	1
1529	вне сознания	2	1
