N	2gram	Vinokur_Ku	StatiiOP
1316	каким образом	1	1
1317	не хотят	1	1
1318	результате этого	1	1
1319	естественно не	1	1
1320	бы против	1	1
1321	между той	1	1
1322	пытливому и	1	1
1323	к более	1	1
1324	уже на	3	1
1325	интересует сейчас	1	1
1326	стихийную силу	1	1
1327	ряд таких	1	1
1328	наука а	1	1
1329	рядом с	7	1
1330	определенному руслу	1	1
1331	в корне	1	1
1332	исключительно важным	1	1
1333	дело совсем	1	1
1334	правда в	1	1
1335	я от	1	1
1336	необходимо для	1	1
1337	в собственном	2	1
1338	со следующими	1	1
1339	помимо всего	1	1
1340	наши дни	1	1
1341	в какое	1	1
1342	внимание к	1	1
1343	и русский	2	1
1344	и социального	1	1
1345	еще делом	1	1
1346	они ни	1	1
1347	является для	1	1
1348	наполеона и	1	1
1349	уже то	1	1
1350	исключения в	1	1
1351	и писал	1	1
1352	с полевым	1	1
1353	в сочетание	1	1
1354	относящихся сюда	1	1
1355	и слово	1	1
1356	речи например	1	1
1357	политика и	2	1
1358	оттенок значения	1	1
1359	сомневается но	1	1
1360	возникает необходимость	1	1
1361	когда приходится	1	1
1362	трудно видеть	3	1
1363	без кавычек	1	1
1364	в дальнейшем	1	1
1365	образом при	1	1
1366	делают их	1	1
1367	всегда возможны	1	1
1368	одно время	2	1
1369	перестает быть	1	1
1370	и того	2	1
1371	знании языка	1	1
1372	б только	2	1
1373	языка что	3	1
1374	элементы в	1	1
1375	полемизировать с	1	1
1376	как справедливо	1	1
1377	века на	1	1
1378	себя да	1	1
1379	из других	1	1
1380	сплошь да	3	1
1381	решение частных	1	1
1382	к процессу	1	1
1383	пределах данной	1	1
1384	уже до	1	1
1385	в общий	1	1
1386	сделать свою	1	1
1387	нельзя было	2	1
1388	шансов на	1	1
1389	что мне	1	1
1390	отсюда и	1	1
1391	во первых	1	1
1392	в среду	1	1
1393	трудно было	2	1
1394	уйти от	1	1
1395	которых к	1	1
1396	всего этого	1	1
1397	без преувеличения	1	1
1398	но даже	3	1
1399	процесс в	1	1
1400	не имею	1	1
1401	но во	1	1
1402	в каких	2	1
1403	это разумеется	2	1
1404	и своим	1	1
1405	же порядка	1	1
1406	своя функция	1	1
1407	и свое	3	1
1408	действительно так	1	1
1409	века это	1	1
1410	что вся	2	1
1411	стадию в	1	1
1412	одной и	1	1
1413	у автора	1	1
1414	но может	1	1
1415	когда она	1	1
1416	об отношении	1	1
1417	из письма	2	1
1418	только на	1	1
1419	между отдельными	1	1
1420	которое принадлежит	1	1
1421	приходит к	1	1
1422	себе и	3	1
1423	и значение	2	1
1424	замечания что	1	1
1425	его основное	1	1
1426	много нового	1	1
1427	но мне	1	1
1428	уже и	3	1
1429	на своего	2	1
1430	что еще	1	1
1431	что ее	1	1
1432	дух русского	1	1
1433	культуры из	1	1
1434	оно несомненно	1	1
1435	к убеждению	1	1
1436	даже с	1	1
1437	и общества	1	1
1438	удержался от	1	1
1439	ровным счетом	1	1
1440	любви к	2	1
1441	так называемых	3	1
1442	я выше	1	1
1443	прекрасного языка	1	1
1444	перед ним	1	1
1445	характер как	1	1
1446	которое его	1	1
1447	который должен	1	1
1448	и лица	1	1
1449	смысл имеют	1	1
1450	к вам	1	1
1451	оно также	2	1
1452	теперь возможность	1	1
1453	так то	1	1
1454	к ним	2	1
1455	сказать относительно	1	1
1456	не становится	1	1
1457	установить по	1	1
1458	вообще и	2	1
1459	особенно характерен	1	1
1460	меры и	1	1
1461	отношении между	1	1
1462	он так	1	1
1463	наряду с	2	1
1464	революции в	1	1
1465	данных случаях	1	1
1466	мечтать о	1	1
1467	с большим	4	1
1468	ниже а	1	1
1469	наиболее яркие	1	1
1470	языка как	7	1
1471	в нашем	8	1
1472	находится в	2	1
1473	содержание статьи	1	1
1474	примыкают к	2	1
1475	в научном	1	1
1476	выражения которые	1	1
1477	как от	1	1
1478	самого термина	1	1
1479	противоречие в	1	1
1480	да с	1	1
1481	это что	1	1
1482	как результат	1	1
1483	исходит из	2	1
1484	которыми мы	1	1
1485	каждое из	1	1
1486	этому сводится	1	1
1487	не писать	1	1
1488	речь о	1	1
1489	к вопросам	1	1
1490	когда в	4	1
1491	политический смысл	1	1
1492	одной науки	1	1
1493	элементов не	1	1
1494	русский язык	9	1
1495	совсем недавно	1	1
1496	лишь при	1	1
1497	с темой	1	1
1498	его отдельных	1	1
1499	идут в	1	1
1500	здесь идет	1	1
1501	смысле но	1	1
1502	тут мы	1	1
1503	слова без	1	1
1504	уже упоминал	2	1
1505	этом же	1	1
1506	себе как	1	1
1507	к языку	6	1
1508	прав был	1	1
1509	себя в	1	1
1510	же сколько	1	1
1511	есть также	1	1
1512	сознательно стремился	1	1
1513	смысле как	1	1
1514	если возможно	1	1
1515	однако никак	1	1
1516	реагировать на	1	1
1517	вся эта	2	1
1518	своего развития	1	1
1519	не повод	1	1
1520	приведены в	1	1
1521	в подобных	1	1
1522	иначе говоря	2	1
1523	представить себе	1	1
1524	которую можно	2	1
1525	совершенно иными	1	1
1526	очень многое	1	1
1527	строится по	1	1
1528	д все	1	1
1529	свою работу	1	1
1530	чтобы выяснить	1	1
1531	влияние на	1	1
1532	ли нам	1	1
1533	еще одну	1	1
1534	он взялся	1	1
1535	заботиться о	1	1
1536	например слово	1	1
1537	смежные отрасли	1	1
1538	не выходит	1	1
1539	с английским	1	1
1540	что язык	7	1
1541	мы как	1	1
1542	приведу еще	1	1
1543	она и	1	1
1544	каком этот	1	1
1545	истории в	1	1
1546	последние десятилетия	1	1
1547	несет на	1	1
1548	внутри одного	1	1
1549	пр с	1	1
1550	один пример	3	1
1551	элементов речи	1	1
1552	похожи на	1	1
1553	отношении я	1	1
1554	указать на	5	1
1555	вообще а	2	1
1556	не видел	1	1
1557	так я	1	1
1558	но еще	4	1
1559	с отдельными	1	1
1560	к себе	4	1
1561	притом не	1	1
1562	школе и	1	1
1563	в состоянии	2	1
1564	за г	1	1
1565	воспитание которое	1	1
1566	позволю себе	2	1
1567	смысле в	1	1
1568	себе печать	1	1
1569	именно как	1	1
1570	объяснение в	2	1
1571	узком смысле	2	1
1572	в воспитании	1	1
1573	сравнить с	1	1
1574	интересны в	1	1
1575	то для	2	1
1576	называет свой	1	1
1577	помимо того	1	1
1578	одной своей	1	1
1579	с русским	1	1
1580	должен решаться	1	1
1581	не соответствует	1	1
1582	даже так	2	1
1583	поскольку речь	1	1
1584	что несмотря	1	1
1585	и пушкина	1	1
1586	i о	1	1
1587	условного языка	1	1
1588	теряет свою	2	1
1589	на точном	1	1
1590	два раза	1	1
1591	иными словами	10	1
1592	и один	1	1
1593	то только	3	1
1594	как есть	1	1
1595	относятся такие	1	1
1596	научного и	1	1
1597	так не	1	1
1598	слово на	1	1
1599	поэзии не	1	1
1600	свои основания	1	1
1601	ряду с	2	1
1602	беседу с	1	1
1603	стоило бы	1	1
1604	что очень	1	1
1605	и притом	1	1
1606	русской речи	5	1
1607	о возможности	2	1
1608	вяземский писал	1	1
1609	не грамматических	1	1
1610	же значение	1	1
1611	революции то	1	1
1612	случаи как	1	1
1613	прежде чем	1	1
1614	и говорит	2	1
1615	и позволяет	2	1
1616	всего свидетельствует	1	1
1617	свою силу	1	1
1618	этом можно	1	1
1619	по аналогии	1	1
1620	естественным для	1	1
1621	которое в	2	1
1622	из уст	1	1
1623	пример из	2	1
1624	качества и	1	1
1625	форм не	1	1
1626	и своих	1	1
1627	подлинном смысле	1	1
1628	мере того	3	1
1629	порою в	1	1
1630	вместо прежнего	1	1
1631	принципиальной разницы	1	1
1632	литературе и	2	1
1633	на глаза	1	1
1634	лишь на	1	1
1635	между ними	2	1
1636	как вполне	1	1
1637	желание пушкина	1	1
1638	следует понимать	1	1
1639	себе не	1	1
1640	человек в	1	1
1641	большинстве случаев	3	1
1642	существу это	1	1
1643	сказывается и	1	1
1644	место и	1	1
1645	культурой не	1	1
1646	виде так	1	1
1647	из четырех	1	1
1648	но нужно	1	1
1649	свой вывод	1	1
1650	о более	1	1
1651	в целях	2	1
1652	слишком много	1	1
1653	возникает целый	1	1
1654	каждом данном	1	1
1655	нужно еще	1	1
1656	в себя	2	1
1657	какой они	2	1
1658	из одного	3	1
1659	быть очень	1	1
1660	непременно и	1	1
1661	но точно	1	1
1662	полагает что	1	1
1663	о кончине	1	1
1664	себя прежде	1	1
1665	словами не	1	1
1666	этим темам	1	1
1667	области тех	1	1
1668	ее только	1	1
1669	свое место	2	1
1670	слово как	1	1
1671	за годы	1	1
1672	только во	1	1
1673	наблюдается стремление	1	1
1674	традиция в	1	1
1675	я был	1	1
1676	у целого	1	1
1677	истинный смысл	1	1
1678	здесь как	3	1
1679	и стоит	1	1
1680	но можно	2	1
1681	материалом для	2	1
1682	отношении его	1	1
1683	если оно	1	1
1684	мне была	1	1
1685	за ту	1	1
1686	в современном	3	1
1687	увидим ниже	1	1
1688	отнестись к	2	1
1689	как они	2	1
1690	при себе	1	1
1691	случаях как	1	1
1692	русские и	1	1
1693	котором говорилось	1	1
1694	нами по	1	1
1695	как факт	1	1
1696	бы может	1	1
1697	от элементов	1	1
1698	вмешиваться в	1	1
1699	не составляет	2	1
1700	юридическим термином	1	1
1701	наблюдал в	1	1
1702	подобные же	1	1
1703	является например	1	1
1704	случаев в	1	1
1705	глаголов не	1	1
1706	к словам	1	1
1707	значения что	1	1
1708	при отсутствии	2	1
1709	большинство таких	1	1
1710	так мы	2	1
1711	политики в	3	1
1712	но тогда	1	1
1713	всего лишь	3	1
1714	лишь что	1	1
1715	с легкой	1	1
1716	достаточно что	1	1
1717	тот особый	1	1
1718	ряда других	1	1
1719	на правах	2	1
1720	вывод который	1	1
1721	и правильное	2	1
1722	но были	1	1
1723	речи и	8	1
1724	процесса в	1	1
1725	в ответ	1	1
1726	замечаний у	1	1
1727	это по	2	1
1728	основной так	1	1
1729	не помешало	1	1
1730	что новые	1	1
1731	на дело	1	1
1732	от которых	1	1
1733	содержания и	2	1
1734	одно и	1	1
1735	ткань языка	2	1
1736	с карамзиным	1	1
1737	сущности говоря	1	1
1738	и является	4	1
1739	один раз	1	1
1740	они свидетельствуют	1	1
1741	бы уже	2	1
1742	преклонение перед	1	1
1743	человек который	1	1
1744	да рядом	3	1
1745	однако что	1	1
1746	преувеличения можно	1	1
1747	первый из	1	1
1748	в современной	3	1
1749	особого внимания	1	1
1750	но так	2	1
1751	образом если	2	1
1752	из нас	1	1
1753	и другая	1	1
1754	резких и	1	1
1755	значения в	2	1
1756	пр ср	1	1
1757	ведь на	1	1
1758	первого и	1	1
1759	в известных	3	1
1760	с нашими	1	1
1761	но тут	1	1
1762	должны были	1	1
1763	в русский	1	1
1764	родился в	1	1
1765	знак и	1	1
1766	и возникает	1	1
1767	могла бы	2	1
1768	в школе	1	1
1769	того кто	1	1
1770	мере дважды	1	1
1771	на некоторые	1	1
1772	так называемую	1	1
1773	я в	2	1
1774	почему же	1	1
1775	типе и	1	1
1776	где слово	1	1
1777	так называемого	1	1
1778	но без	1	1
1779	для той	1	1
1780	тот или	1	1
1781	язык не	2	1
1782	значат то	1	1
1783	как источник	1	1
1784	говорить как	1	1
1785	однако в	2	1
1786	году в	1	1
1787	мы называем	1	1
1788	в систему	1	1
1789	внимание и	2	1
1790	друг другу	1	1
1791	речь может	1	1
1792	о его	1	1
1793	и речь	1	1
1794	от истории	2	1
1795	это те	1	1
1796	был в	2	1
1797	форм в	2	1
1798	и есть	3	1
1799	мы будем	1	1
1800	в некотором	1	1
1801	и гораздо	1	1
1802	особенно наглядно	1	1
1803	сомневаться что	1	1
1804	в силу	16	1
1805	которого столь	1	1
1806	языком в	1	1
1807	вовсе еще	1	1
1808	в совершенно	2	1
1809	традиции и	1	1
1810	значение как	1	1
1811	в данный	2	1
1812	д по	1	1
1813	сказать о	1	1
1814	ни за	1	1
1815	но кроме	1	1
1816	для чего	1	1
1817	которого мы	1	1
1818	легко видеть	1	1
1819	ср старинную	1	1
1820	а главное	3	1
1821	возможно даже	1	1
1822	разве только	1	1
1823	с естественным	1	1
1824	чтобы не	1	1
1825	в примечаниях	1	1
1826	которое им	1	1
1827	чем обычно	1	1
1828	по определенному	1	1
1829	понять что	1	1
1830	действительно было	1	1
1831	продолжал считать	1	1
1832	в подлинном	1	1
1833	и вкусов	1	1
1834	как общее	1	1
1835	внимательное и	1	1
1836	доказывает что	2	1
1837	и сами	2	1
1838	с неба	1	1
1839	вопросом о	1	1
1840	любви и	1	1
1841	можно только	1	1
1842	потому чтобы	2	1
1843	эта фраза	2	1
1844	против этого	1	1
1845	большой степени	1	1
1846	д ср	2	1
1847	на деле	2	1
1848	собственном смысле	1	1
1849	была создана	2	1
1850	за ее	1	1
1851	языка который	3	1
1852	является исключительно	1	1
1853	и возможно	1	1
1854	равных условиях	1	1
1855	и против	2	1
1856	не допускают	1	1
1857	бы дело	1	1
1858	проистекают от	1	1
1859	они и	1	1
1860	его мнению	1	1
1861	только более	1	1
1862	как с	2	1
1863	для каждой	2	1
1864	мы приходим	2	1
1865	такова же	1	1
1866	себе представить	2	1
1867	его современники	1	1
1868	на западе	1	1
1869	на анализе	1	1
1870	довольно редко	1	1
1871	в случаях	1	1
1872	в основном	1	1
1873	этого понятия	1	1
1874	представлению о	1	1
1875	которых мы	2	1
1876	того специфического	1	1
1877	следует из	1	1
1878	был бы	4	1
1879	в литературной	1	1
1880	эти случаи	2	1
1881	и никто	1	1
1882	и должно	2	1
1883	или иные	2	1
1884	следующий случай	1	1
1885	большую роль	2	1
1886	на те	3	1
1887	речь как	1	1
1888	первый и	1	1
1889	освободиться от	1	1
1890	к вашему	2	1
1891	что цель	1	1
1892	для народа	1	1
1893	справиться с	1	1
1894	служить хотя	1	1
1895	что рядом	1	1
1896	с ним	5	1
1897	бы говорить	2	1
1898	ср на	1	1
1899	п я	1	1
1900	пушкин начал	1	1
1901	для борьбы	1	1
1902	понимать что	1	1
1903	они возникли	1	1
1904	на таких	1	1
1905	характер и	2	1
1906	это слова	2	1
1907	не исчерпывается	1	1
1908	в действии	1	1
1909	пор еще	1	1
1910	в науке	4	1
1911	действительно ли	2	1
1912	утверждает что	1	1
1913	даже как-то	1	1
1914	первой эпохи	1	1
1915	здесь были	1	1
1916	исчерпывается тем	1	1
1917	и делает	1	1
1918	такие строчки	2	1
1919	однако сомнению	1	1
1920	против чего	1	1
1921	том и	3	1
1922	на минуту	1	1
1923	видели уже	1	1
1924	связанная с	2	1
1925	творчества и	1	1
1926	будто и	1	1
1927	союз а	1	1
1928	вообще с	1	1
1929	равно не	1	1
1930	этого процесса	2	1
1931	е тот	1	1
1932	этой точки	4	1
1933	вместо того	1	1
1934	все то	1	1
1935	с некоторыми	1	1
1936	в соответствии	6	1
1937	отличаются от	1	1
1938	почти всегда	3	1
1939	замена в	1	1
1940	не поставлен	1	1
1941	имел бы	1	1
1942	внимание только	1	1
1943	стилистическом отношении	1	1
1944	смысла и	2	1
1945	в моем	1	1
1946	следовательно в	1	1
1947	так уж	1	1
1948	мы говорим	4	1
1949	язык по	2	1
1950	статья в	1	1
1951	языку у	1	1
1952	совершенно новый	1	1
1953	себе совершенно	1	1
1954	вот и	1	1
1955	сторону дела	1	1
1956	при прочих	1	1
1957	еще с	1	1
1958	на месте	2	1
1959	попадаются и	1	1
1960	легкой руки	1	1
1961	действительно были	1	1
1962	постановке вопроса	1	1
1963	значения и	1	1
1964	живой речи	1	1
1965	как история	2	1
1966	тему об	1	1
1967	есть нечто	2	1
1968	с такими	2	1
1969	существует между	1	1
1970	у читателя	1	1
1971	элементы языка	1	1
1972	недостаточно для	2	1
1973	которого является	1	1
1974	и просто	1	1
1975	таких случаях	3	1
1976	после революции	1	1
1977	приводит к	3	1
1978	форма слова	2	1
1979	значение при	1	1
1980	роли в	3	1
1981	если можно	1	1
1982	сравнению с	1	1
1983	язык это	4	1
1984	знает что	1	1
1985	на своем	1	1
1986	с громадным	1	1
1987	смысле это	2	1
1988	сейчас же	1	1
1989	стихах все	1	1
1990	бы слишком	1	1
1991	они по	1	1
1992	смысл этих	1	1
1993	я говорю	1	1
1994	упоминает о	1	1
1995	местах в	1	1
1996	автора но	1	1
1997	но оно	2	1
1998	при всем	1	1
1999	нас интересует	1	1
2000	нет ничего	1	1
2001	но их	1	1
2002	речь в	7	1
2003	но мало	1	1
2004	и творчество	1	1
2005	для сравнения	1	1
2006	его и	1	1
2007	наконец и	1	1
2008	что теперь	2	1
2009	не сомневается	1	1
2010	должно быть	6	1
2011	можно установить	1	1
2012	гораздо большей	1	1
2013	внимания пушкина	1	1
2014	понимании этого	1	1
2015	чтобы уравновесить	1	1
2016	какие же	2	1
2017	чем-то вроде	1	1
2018	своей собственной	3	1
2019	в историю	1	1
2020	читать и	1	1
2021	если таким	1	1
2022	этой традиции	1	1
2023	что наши	1	1
2024	из элементов	1	1
2025	и стилистической	2	1
2026	литературных памятников	1	1
2027	разумеется это	1	1
2028	зрения как	1	1
2029	в роли	1	1
2030	но здесь	2	1
2031	что самое	1	1
2032	которые всегда	1	1
2033	один только	1	1
2034	е даже	1	1
2035	и поставил	1	1
2036	слово которое	1	1
2037	но каково	1	1
2038	это только	5	1
2039	также те	1	1
2040	вопросе о	1	1
2041	этом пути	1	1
2042	в прежних	1	1
2043	а может	1	1
2044	речи не	3	1
2045	на устранение	1	1
2046	нельзя более	2	1
2047	отличаясь от	1	1
2048	под сомнение	1	1
2049	прочих равных	1	1
2050	и больше	1	1
2051	имен с	1	1
2052	то все	1	1
2053	но основной	1	1
2054	его личного	1	1
2055	со всей	1	1
2056	на осуществление	1	1
2057	смысл который	1	1
2058	которые должны	1	1
2059	явлениям связанным	1	1
2060	к одному	2	1
2061	кстати и	3	1
2062	о своем	1	1
2063	нас особенно	1	1
2064	смысл в	2	1
2065	имеет никакого	1	1
2066	подобного рода	4	1
2067	на примере	3	1
2068	случаев это	1	1
2069	вам вероятно	1	1
2070	большей частью	1	1
2071	из статьи	1	1
2072	искать ответа	1	1
2073	так легко	1	1
2074	бесконечного числа	1	1
2075	что такая	1	1
2076	друг от	1	1
2077	не заметил	1	1
2078	читателей этот	1	1
2079	невозможна в	1	1
2080	еще один	3	1
2081	каждый из	1	1
2082	общем смысле	1	1
2083	а лишь	1	1
2084	не представляет	1	1
2085	с отвращением	1	1
2086	реальные факты	1	1
2087	место тому	1	1
2088	к традиции	2	1
2089	н а	1	1
2090	и идей	1	1
2091	в данных	2	1
2092	на которые	1	1
2093	мне не	2	1
2094	касается истории	1	1
2095	видели выше	1	1
2096	на более	3	1
2097	собственно язык	5	1
2098	есть основное	1	1
2099	современном смысле	1	1
2100	это доказывает	1	1
2101	из наиболее	1	1
2102	и там	2	1
2103	стремление освободиться	1	1
2104	стороны ее	1	1
2105	переход от	4	1
2106	и естественно	1	1
2107	знать в	1	1
2108	никому до	1	1
2109	все уже	1	1
2110	если мы	5	1
2111	речи в	7	1
2112	когда и	2	1
2113	раз при	1	1
2114	при котором	1	1
2115	слов в	5	1
2116	всегда в	2	1
2117	возражали против	1	1
2118	только свое	1	1
2119	намеки на	1	1
2120	следует обратить	1	1
2121	создать новое	1	1
2122	его современниками	1	1
2123	в каждый	1	1
2124	историей языка	1	1
2125	этом ниже	1	1
2126	том самом	1	1
2127	отдельного народа	1	1
2128	в тенденции	1	1
2129	полным правом	1	1
2130	разговорного языка	1	1
2131	значение которое	1	1
2132	относиться к	1	1
2133	он вырос	1	1
2134	деле в	1	1
2135	совсем другое	1	1
2136	много таких	2	1
2137	от разных	1	1
2138	этих примерах	1	1
2139	дело именно	1	1
2140	какие бы	1	1
2141	поэзия пушкина	1	1
2142	русском языке	14	1
2143	именно этот	3	1
2144	и цензором	1	1
2145	в стилистическом	1	1
2146	и после	1	1
2147	еще непременно	1	1
2148	с него	2	1
2149	ясное дело	1	1
2150	дает в	1	1
2151	не из	1	1
2152	его разных	1	1
2153	в самой	6	1
2154	тесной связи	1	1
2155	сторону от	2	1
2156	употреблено в	1	1
2157	пришлось бы	2	1
2158	невозможна без	1	1
2159	собственно говоря	1	1
2160	традиции не	1	1
2161	формы как	1	1
2162	в разработке	1	1
2163	перед которой	1	1
2164	нам только	1	1
2165	человека но	1	1
2166	понять эту	1	1
2167	не выдерживает	1	1
2168	прямой связи	2	1
2169	которому он	1	1
2170	самое слово	1	1
2171	к началу	1	1
2172	выражения это	2	1
2173	не знают	2	1
2174	как нельзя	2	1
2175	вместе со	2	1
2176	но лицо	1	1
2177	верхом и	1	1
2178	то они	1	1
2179	этот термин	2	1
2180	в более	2	1
2181	знать что	1	1
2182	в старых	1	1
2183	ничем не	1	1
2184	отдельные книги	1	1
2185	всего внимание	1	1
2186	является то	1	1
2187	за последнее	2	1
2188	и было	3	1
2189	малой степени	1	1
2190	решительно не	1	1
2191	льва толстого	2	1
2192	часто повторяющиеся	1	1
2193	не нужен	1	1
2194	эта не	3	1
2195	в последней	1	1
2196	является их	1	1
2197	в монастырь	1	1
2198	иметь дело	1	1
2199	в х	1	1
2200	в стихе	1	1
2201	все таки	1	1
2202	на статью	1	1
2203	тому чтобы	2	1
2204	выражения вроде	1	1
2205	для всего	1	1
2206	и новой	1	1
2207	речи так	1	1
2208	не отражается	1	1
2209	то тем	1	1
2210	истории русской	1	1
2211	себя самого	2	1
2212	относительно которых	1	1
2213	на ряду	1	1
2214	i в	1	1
2215	на громадное	1	1
2216	о нем	2	1
2217	которого я	1	1
2218	мало того	2	1
2219	нам еще	1	1
2220	в английском	1	1
2221	е уже	1	1
2222	то мы	4	1
2223	как политика	1	1
2224	мы сталкиваемся	1	1
2225	чутье и	1	1
2226	здесь в	1	1
2227	чтобы получить	2	1
2228	политической и	1	1
2229	а все	2	1
2230	всего вопроса	1	1
2231	привыкли к	1	1
2232	этом в	2	1
2233	у редактора	1	1
2234	вполне возможно	1	1
2235	слова не	2	1
2236	черта в	1	1
2237	счетом ничего	1	1
2238	все равно	4	1
2239	где однако	1	1
2240	сказал бы	1	1
2241	интерпретации и	1	1
2242	однако не	9	1
2243	и литературной	1	1
2244	было создано	1	1
2245	после этих	1	1
2246	ней на	1	1
2247	касается первого	1	1
2248	нечто совершенно	1	1
2249	бы отрицать	1	1
2250	говорим о	3	1
2251	от друга	1	1
2252	и тщательно	1	1
2253	следующие строки	1	1
2254	что элементы	1	1
2255	этого не	5	1
2256	с ними	6	1
2257	что к	1	1
2258	наших дней	1	1
2259	на счет	1	1
2260	то к	1	1
2261	речи это	1	1
2262	и где	2	1
2263	содержании и	1	1
2264	работу по	1	1
2265	нас только	1	1
2266	этих попыток	1	1
2267	своем последнем	1	1
2268	они звучат	1	1
2269	взглянем на	1	1
2270	отрицать что	1	1
2271	которое было	2	1
2272	иностранных слов	1	1
2273	очень много	3	1
2274	до наших	1	1
2275	понимать как	2	1
2276	слова на	2	1
2277	положение в	1	1
2278	к жизни	2	1
2279	определенными рамками	1	1
2280	х годах	1	1
2281	нужно понимать	1	1
2282	приходим к	2	1
2283	и вовсе	7	1
2284	случаях когда	2	1
2285	случае ясно	1	1
2286	возможно и	1	1
2287	не заслуживает	1	1
2288	сталкиваемся с	1	1
2289	на фоне	3	1
2290	своего существования	1	1
2291	и надеюсь	1	1
2292	и понимания	1	1
2293	ввел в	1	1
2294	свое изложение	1	1
2295	к нашей	1	1
2296	и со	1	1
2297	сколь бы	2	1
2298	проблема культуры	1	1
2299	не относится	1	1
2300	только и	3	1
2301	в точности	2	1
2302	в условиях	1	1
2303	и смысл	1	1
2304	за год	2	1
2305	дело к	1	1
2306	лицам в	1	1
2307	чтобы усомниться	1	1
2308	которые с	1	1
2309	сейчас не	2	1
2310	русскому языку	2	1
2311	первостепенное значение	1	1
2312	отношении и	1	1
2313	мысли в	1	1
2314	можно утверждать	1	1
2315	романтизма и	1	1
2316	д почти	1	1
2317	каждого отдельного	1	1
2318	выражение и	1	1
2319	я позволю	2	1
2320	п ср	1	1
2321	термина а	1	1
2322	в различном	1	1
2323	тем чем	1	1
2324	обычно в	1	1
2325	том случае	3	1
2326	и живой	1	1
2327	целое в	1	1
2328	больше внимания	2	1
2329	же из	2	1
2330	здесь был	1	1
2331	к их	1	1
2332	связываются с	1	1
2333	наука о	3	1
2334	значение так	1	1
2335	эти строки	1	1
2336	xx века	1	1
2337	первая часть	1	1
2338	он понимал	1	1
2339	прав когда	2	1
2340	для рассмотрения	1	1
2341	предполагать что	1	1
2342	вместо обычного	1	1
2343	употреблялось в	1	1
2344	каждом из	2	1
2345	усомниться в	1	1
2346	всем хорошо	2	1
2347	действительно как	1	1
2348	деле может	1	1
2349	это как	2	1
2350	в руки	1	1
2351	октябрьской революции	2	1
2352	под ред	1	1
2353	он принадлежит	1	1
2354	на той	1	1
2355	усмотреть в	1	1
2356	а из	1	1
2357	русской культуры	1	1
2358	эти проблемы	1	1
2359	здесь можно	2	1
2360	собою как	1	1
2361	языку и	1	1
2362	эти утверждения	1	1
2363	той задаче	1	1
2364	не сказал	1	1
2365	с состоянием	1	1
2366	идет разумеется	1	1
2367	ты знаешь	1	1
2368	же пришлось	1	1
2369	к тем	1	1
2370	то ее	1	1
2371	не с	4	1
2372	свою жизнь	1	1
2373	на юге	1	1
2374	есть и	1	1
2375	а прежде	1	1
2376	его речи	1	1
2377	или другого	1	1
2378	оказывается что	1	1
2379	таков смысл	1	1
2380	эти стилистические	1	1
2381	но дело	2	1
2382	не следует	6	1
2383	например и	1	1
2384	ссылками на	2	1
2385	относится ряд	1	1
2386	делает попытку	1	1
2387	имеем здесь	1	1
2388	грамматике и	1	1
2389	только то	2	1
2390	особенность того	1	1
2391	европе и	2	1
2392	чего же	1	1
2393	у нее	1	1
2394	три в	1	1
2395	не нравится	1	1
2396	по сравнению	3	1
2397	в большинстве	3	1
2398	и всякая	1	1
2399	письмо от	1	1
2400	с первого	2	1
2401	и характере	1	1
2402	за которыми	1	1
2403	это один	1	1
2404	идет речь	3	1
2405	человек которые	1	1
2406	особенно интересный	1	1
2407	сказано выше	1	1
2408	рассматривать как	1	1
2409	этого основного	1	1
2410	свою задачу	1	1
2411	заключительные строки	1	1
2412	и принимает	1	1
2413	с так	1	1
2414	почему это	1	1
2415	что подобные	1	1
2416	когда говорит	1	1
2417	наконец что	1	1
2418	что стиль	1	1
2419	или так	1	1
2420	что среди	1	1
2421	к произведениям	1	1
2422	указаний на	1	1
2423	говорилось выше	1	1
2424	самый термин	1	1
2425	это много	1	1
2426	в театре	1	1
2427	системе как	1	1
2428	все содержание	1	1
2429	так но	1	1
2430	связи между	1	1
2431	ее из	1	1
2432	в им	1	1
2433	которые дают	1	1
2434	с таким	1	1
2435	в узком	3	1
2436	же в	5	1
2437	же будет	1	1
2438	как увидим	1	1
2439	внимание не	2	1
2440	другой и	1	1
2441	том виде	1	1
2442	говорить об	1	1
2443	об исправлении	1	1
2444	примером того	1	1
2445	грамматики и	1	1
2446	только после	1	1
2447	бы установить	1	1
2448	культурного быта	1	1
2449	культуры она	1	1
2450	несомненно было	1	1
2451	является ли	2	1
2452	в разговоре	1	1
2453	не грамматические	1	1
2454	лишь чтобы	1	1
2455	не слушают	1	1
2456	всегда так	1	1
2457	заявил что	1	1
2458	в лице	1	1
2459	само по	6	1
2460	языке а	1	1
2461	за счет	2	1
2462	сейчас мы	1	1
2463	есть не	2	1
2464	свое особое	1	1
2465	совершается в	1	1
2466	к литературным	1	1
2467	такие явления	1	1
2468	более того	2	1
