N	2gram	Tiupa_Anal	StatiiOP
1301	выше уже	1	1
1302	однако в	6	1
1303	и никогда	1	1
1304	не дай	1	1
1305	не вина	1	1
1306	подход к	2	1
1307	его личности	1	1
1308	о его	3	1
1309	материала в	1	1
1310	был в	1	1
1311	и есть	1	1
1312	мы будем	1	1
1313	по замечанию	1	1
1314	сомневаться что	1	1
1315	в силу	2	1
1316	остающимся в	1	1
1317	своего героя	2	1
1318	имя своего	1	1
1319	существенная особенность	1	1
1320	функции они	1	1
1321	же мы	1	1
1322	всей мировой	1	1
1323	я люблю	1	1
1324	ни за	1	1
1325	с с	1	1
1326	особых доказательств	1	1
1327	можно с	1	1
1328	чем и	1	1
1329	слова до	1	1
1330	в культуре	2	1
1331	нам кажется	3	1
1332	открытый пушкиным	1	1
1333	где мы	1	1
1334	можно отметить	2	1
1335	доказывает что	2	1
1336	можно сформулировать	1	1
1337	любви и	2	1
1338	можно только	1	1
1339	эта фраза	1	1
1340	на деле	1	1
1341	выше с	1	1
1342	но одновременно	1	1
1343	как мелодрама	2	1
1344	и против	1	1
1345	в перспективе	1	1
1346	г л	1	1
1347	не позволяет	2	1
1348	онегин и	1	1
1349	и конечно	2	1
1350	безударном положении	1	1
1351	они и	1	1
1352	с тремя	1	1
1353	вот о	1	1
1354	котором не	1	1
1355	них в	1	1
1356	революции года	1	1
1357	сойти с	1	1
1358	н и	2	1
1359	в основном	1	1
1360	которой не	1	1
1361	представлял собой	1	1
1362	в литературной	1	1
1363	героя в	1	1
1364	которая по	1	1
1365	характерным в	1	1
1366	своих героев	1	1
1367	пушкинскую эпоху	1	1
1368	и должно	1	1
1369	чувства юмора	1	1
1370	хх века	1	1
1371	три дня	1	1
1372	с ним	2	1
1373	романа в	1	1
1374	ты и	1	1
1375	воображения и	1	1
1376	нашего времени	5	1
1377	стих также	1	1
1378	на таких	1	1
1379	характер и	1	1
1380	как драматическое	1	1
1381	упоминаемые в	1	1
1382	в живых	1	1
1383	сама жизнь	1	1
1384	к выводу	1	1
1385	и делает	1	1
1386	они в	1	1
1387	который ставит	1	1
1388	то с	1	1
1389	измерения и	1	1
1390	и автор	1	1
1391	а л	2	1
1392	дай мне	1	1
1393	он лишь	1	1
1394	в пушкинскую	1	1
1395	такого же	1	1
1396	тон в	1	1
1397	ли с	1	1
1398	в соответствии	5	1
1399	самим собой	3	1
1400	имеет значение	1	1
1401	что описание	1	1
1402	так уж	1	1
1403	о самом	1	1
1404	одновременно с	1	1
1405	с целью	1	1
1406	кажется не	1	1
1407	в составе	2	1
1408	на месте	2	1
1409	значения и	1	1
1410	значении этого	1	1
1411	по собственному	1	1
1412	жизни пушкин	1	1
1413	что могло	1	1
1414	переходя к	1	1
1415	до пушкина	2	1
1416	которого является	1	1
1417	правда не	1	1
1418	таких случаях	1	1
1419	после революции	1	1
1420	приводит к	5	1
1421	русской но	1	1
1422	сцены и	1	1
1423	роли в	6	1
1424	говорили о	1	1
1425	ему и	2	1
1426	своего отца	1	1
1427	вследствие этого	1	1
1428	этом его	1	1
1429	к другому	1	1
1430	никакой надобности	1	1
1431	данного текста	3	1
1432	они по	1	1
1433	лишь те	1	1
1434	к какой	1	1
1435	бог сойти	1	1
1436	воля а	1	1
1437	в лирических	1	1
1438	но оно	1	1
1439	со сцены	1	1
1440	сюжетное движение	1	1
1441	на конец	1	1
1442	особенно для	1	1
1443	свое внимание	1	1
1444	ни к	3	1
1445	его и	1	1
1446	входя в	1	1
1447	должно быть	1	1
1448	сказано что	1	1
1449	истории не	2	1
1450	как сильно	1	1
1451	сливается с	1	1
1452	и частично	1	1
1453	же во	1	1
1454	своей собственной	1	1
1455	этой традиции	1	1
1456	из строф	1	1
1457	теме и	1	1
1458	со всех	1	1
1459	возвращаясь из	1	1
1460	состоит как	1	1
1461	зрения как	1	1
1462	в роли	1	1
1463	в иной	2	1
1464	осенью года	1	1
1465	к вяземскому	1	1
1466	на два	2	1
1467	сколько как	1	1
1468	это принято	1	1
1469	х где	1	1
1470	и больше	1	1
1471	но основной	1	1
1472	но о	1	1
1473	со всей	1	1
1474	и читателей	1	1
1475	к одному	2	1
1476	о своем	4	1
1477	нет никакой	1	1
1478	на примере	2	1
1479	а при	1	1
1480	друг от	1	1
1481	последних двух	1	1
1482	констатировать что	2	1
1483	чтобы именно	1	1
1484	почти одновременно	1	1
1485	при анализе	2	1
1486	не лишено	1	1
1487	каждый из	2	1
1488	а лишь	2	1
1489	только имеет	1	1
1490	с отвращением	1	1
1491	из перечисленных	1	1
1492	культурный читатель	1	1
1493	автора в	1	1
1494	далеки от	1	1
1495	из наиболее	3	1
1496	с текстом	1	1
1497	характеров или	1	1
1498	на две	3	1
1499	восходящие к	2	1
1500	который хочет	1	1
1501	если мы	1	1
1502	при котором	1	1
1503	данного произведения	2	1
1504	в текстах	1	1
1505	мужского рода	1	1
1506	что хотят	1	1
1507	всего к	1	1
1508	здесь и	3	1
1509	данном контексте	1	1
1510	новом роде	1	1
1511	не видит	1	1
1512	внимания заслуживает	1	1
1513	состоящая в	1	1
1514	неотделимо от	1	1
1515	текста как	2	1
1516	в самой	1	1
1517	впоследствии у	1	1
1518	жизни не	1	1
1519	отметить и	1	1
1520	собственно говоря	1	1
1521	формы и	1	1
1522	этого героя	1	1
1523	не выдерживает	1	1
1524	на востоке	1	1
1525	и каким	1	1
1526	как нельзя	3	1
1527	обе стороны	1	1
1528	в более	1	1
1529	на языке	3	1
1530	не злодей	1	1
1531	ему в	1	1
1532	устах самого	1	1
1533	ничем не	1	1
1534	была чужда	1	1
1535	не во	1	1
1536	в последней	1	1
1537	голоса в	1	1
1538	иметь дело	2	1
1539	в стихе	2	1
1540	не будем	2	1
1541	он становится	1	1
1542	северная пчела	1	1
1543	же мере	1	1
1544	для всего	1	1
1545	себя самого	1	1
1546	i в	1	1
1547	нам еще	1	1
1548	и тут	1	1
1549	со своим	2	1
1550	к счастью	2	1
1551	то мы	1	1
1552	смысл этой	2	1
1553	здесь в	2	1
1554	первом месте	1	1
1555	своих творческих	1	1
1556	а все	1	1
1557	по ту	1	1
1558	слова не	1	1
1559	в повести	1	1
1560	от своих	1	1
1561	однако не	2	1
1562	есть люди	2	1
1563	читателя в	3	1
1564	такова его	1	1
1565	от друга	1	1
1566	реальной действительности	1	1
1567	от всех	2	1
1568	а о	2	1
1569	с ними	2	1
1570	и берет	1	1
1571	к войне	1	1
1572	входить в	1	1
1573	и вы	1	1
1574	иного из	1	1
1575	у читателей	1	1
1576	принципиально важным	1	1
1577	гораздо ближе	1	1
1578	ф о	2	1
1579	совпадения с	1	1
1580	произведением в	1	1
1581	словами самого	2	1
1582	счастью для	1	1
1583	ссылка на	1	1
1584	стихи и	1	1
1585	несовместимое с	1	1
1586	к жизни	5	1
1587	и вовсе	1	1
1588	случаях когда	1	1
1589	эти две	1	1
1590	мнение что	1	1
1591	времени как	1	1
1592	заметил что	1	1
1593	на фоне	4	1
1594	сколь бы	2	1
1595	чем мы	1	1
1596	что роднит	1	1
1597	право на	1	1
1598	за год	1	1
1599	стихотворений пушкина	1	1
1600	и литературного	1	1
1601	дело и	1	1
1602	свидетельствует не	1	1
1603	своей значимости	1	1
1604	как все	1	1
1605	на присутствие	1	1
1606	связаны с	2	1
1607	смерти и	1	1
1608	именно вследствие	1	1
1609	как варианты	1	1
1610	от подлинного	1	1
1611	ко всему	2	1
1612	с фигурой	1	1
1613	текста есть	2	1
1614	каково же	1	1
1615	тяготеет к	1	1
1616	лексику и	1	1
1617	они обладают	1	1
1618	к их	1	1
1619	приговоренный к	1	1
1620	с сохранением	1	1
1621	ко второму	4	1
1622	строфа в	1	1
1623	жизненный путь	1	1
1624	у кого	1	1
1625	счастье и	1	1
1626	мифом и	1	1
1627	является к	1	1
1628	каждом из	2	1
1629	усомниться в	1	1
1630	вести о	1	1
1631	значимости в	1	1
1632	с новыми	3	1
1633	этих персонажей	2	1
1634	но при	1	1
1635	автора к	1	1
1636	позволяет ему	1	1
1637	первое упоминание	1	1
1638	церкви и	2	1
1639	очень близко	1	1
1640	как уже	4	1
1641	ту или	1	1
1642	д как	1	1
1643	одну из	3	1
1644	однако если	2	1
1645	тому как	3	1
1646	силе и	1	1
1647	собою как	1	1
1648	на всех	3	1
1649	разумеется вовсе	1	1
1650	одни и	1	1
1651	больше и	1	1
1652	просто не	1	1
1653	к тем	1	1
1654	не с	3	1
1655	свою жизнь	4	1
1656	на юге	1	1
1657	в безударном	1	1
1658	есть и	1	1
1659	его речи	2	1
1660	оказывается что	1	1
1661	но дело	2	1
1662	не следует	5	1
1663	стороны и	1	1
1664	до появления	1	1
1665	только то	1	1
1666	суда над	1	1
1667	если читатель	1	1
1668	на всю	1	1
1669	у нее	1	1
1670	или как	1	1
1671	с двумя	1	1
1672	в большинстве	2	1
1673	уходит в	1	1
1674	его прежней	1	1
1675	и т.д	3	1
1676	на речь	1	1
1677	и б	3	1
1678	не вправе	1	1
1679	по всей	1	1
1680	был написан	1	1
1681	года не	1	1
1682	особенности это	1	1
1683	своей цели	1	1
1684	литературное произведение	3	1
1685	и самого	7	1
1686	говорилось выше	2	1
1687	собой лишь	1	1
1688	этим же	1	1
1689	художественного произведения	1	1
1690	произведения не	2	1
1691	связи между	1	1
1692	означало бы	1	1
1693	каждая строфа	1	1
1694	с таким	5	1
1695	же в	5	1
1696	целом я	1	1
1697	остается один	1	1
1698	все еще	2	1
1699	идет не	1	1
1700	себя а	1	1
1701	включает в	2	1
1702	столько как	1	1
1703	известной степени	3	1
1704	только эти	1	1
1705	ни был	1	1
1706	которые конечно	1	1
1707	привязан к	1	1
1708	и стиха	1	1
1709	само по	1	1
1710	не можем	1	1
1711	есть не	2	1
1712	степени и	1	1
1713	момент его	2	1
1714	со мною	2	1
1715	по нашему	3	1
