N	2gram	Tiupa_Teor	Komedia
1305	говорилось выше	1	1
1306	этом и	1	1
1307	в имени	2	1
1308	его характеристика	1	1
1309	в общественном	2	1
1310	о и	2	1
1311	или иной	7	1
1312	частности с	1	1
1313	как игра	1	1
1314	происходит в	1	1
1315	и прежде	2	1
1316	том случае	1	1
1317	свою речь	1	1
1318	просто как	1	1
1319	может и	2	1
1320	ответственного за	1	1
1321	от греч	1	1
1322	лучшем случае	1	1
1323	природой и	1	1
1324	именно это	1	1
1325	себе и	1	1
1326	образов и	1	1
1327	автора и	2	1
1328	иное как	1	1
1329	перед другом	1	1
1330	момент его	1	1
1331	возможна только	1	1
1332	являются наиболее	1	1
