N	2gram	Bakhtin_Pr	Vladivir
1315	для теории	1	1
1316	но вовсе	1	1
1317	на весь	2	1
1318	характерны для	5	1
1319	категории и	1	1
1320	человека который	1	1
1321	были связаны	2	1
1322	если б	7	1
1323	многочисленных и	1	1
1324	на нем	1	1
1325	если же	5	1
1326	как тяжело	1	1
1327	с достоевским	2	1
1328	и определяет	1	1
1329	развивает свою	1	1
1330	удалось но	1	1
1331	это влияние	2	1
1332	кроме этих	1	1
1333	этот вопрос	3	1
1334	та которая	1	1
1335	над ним	1	1
1336	в новое	4	1
1337	почти каждый	2	1
1338	значение и	2	1
1339	сближается с	1	1
1340	в направлении	2	1
1341	только наиболее	1	1
1342	ни одной	1	1
1343	мир на	1	1
1344	никогда в	1	1
1345	но без	1	1
1346	целом и	1	1
1347	себе никакой	1	1
1348	жизнь как	1	1
1349	жизни не	2	1
1350	ни даже	1	1
1351	многие и	1	1
1352	и безусловное	1	1
1353	друг другу	1	1
1354	менее мы	1	1
1355	условия для	1	1
1356	искусства но	1	1
1357	для нашего	1	1
1358	когда они	1	1
1359	характерно что	3	1
1360	обратимся к	1	1
1361	что может	1	1
1362	освобожденный от	1	1
1363	то ведь	1	1
1364	столь же	1	1
1365	здесь также	2	1
1366	всей истории	1	1
1367	например о	1	1
1368	вовсе еще	1	1
1369	деле это	1	1
1370	до наших	3	1
1371	не сразу	1	1
1372	этого нового	1	1
1373	для построения	2	1
1374	отдельные моменты	1	1
1375	земли на	2	1
1376	автора как	1	1
1377	что кроме	1	1
1378	а как	4	1
1379	далекого от	1	1
1380	для которых	1	1
1381	рассказ в	3	1
1382	литературе а	1	1
1383	в глубину	1	1
1384	в него	4	1
1385	его характеристику	1	1
1386	случае это	1	1
1387	объединить в	1	1
1388	нет не	1	1
1389	нашего краткого	1	1
1390	в один	3	1
1391	прямо с	1	1
1392	одно без	1	1
1393	могли быть	2	1
1394	теперь они	1	1
1395	все творчество	3	1
1396	своего рода	7	1
1397	начал он	1	1
1398	очень глубокая	1	1
1399	мире и	2	1
1400	с полной	1	1
1401	богаче и	1	1
1402	концепции а	1	1
1403	собственном смысле	3	1
1404	его понимания	1	1
1405	во втором	1	1
1406	даны в	1	1
1407	и конечно	2	1
1408	ii но	1	1
1409	этой проблемы	1	1
1410	и должны	1	1
1411	которую можно	4	1
1412	друга в	1	1
1413	его из	1	1
1414	говорить в	1	1
1415	своего собственного	1	1
1416	видел и	2	1
1417	на ее	2	1
1418	оно было	1	1
1419	и далее	1	1
1420	другого человека	1	1
1421	на небе	1	1
1422	никакой необходимости	1	1
1423	человек с	1	1
1424	этого второго	1	1
1425	со второй	1	1
1426	это уже	2	1
1427	как нет	1	1
1428	он работает	1	1
1429	мне и	1	1
1430	и та	1	1
1431	тут я	1	1
1432	может развиваться	1	1
1433	могли возникнуть	1	1
1434	самых существенных	1	1
1435	не исчерпывается	1	1
1436	от этой	1	1
1437	в иване	1	1
1438	в человеке	1	1
1439	гораздо раньше	1	1
1440	он почти	1	1
1441	и внешние	1	1
1442	переживания и	1	1
1443	формах в	1	1
1444	себе представление	1	1
1445	не ставит	1	1
1446	некоторые же	1	1
1447	к области	2	1
1448	не признает	1	1
1449	этих отношений	1	1
1450	мысли конечно	1	1
1451	князя и	1	1
1452	него нет	1	1
1453	же самые	1	1
1454	связанная с	2	1
1455	она становится	1	1
1456	основной идеи	1	1
1457	очень важный	1	1
1458	целостности и	1	1
1459	конечно и	7	1
1460	до этого	1	1
1461	и одновременно	6	1
1462	сходство но	1	1
1463	именно оно	1	1
1464	и единство	1	1
1465	строгом смысле	2	1
1466	всегда в	1	1
1467	их и	1	1
1468	была здесь	1	1
1469	философской позиции	1	1
1470	о самом	1	1
1471	мы говорим	2	1
1472	мы остановимся	5	1
1473	был связан	1	1
1474	ступени ее	1	1
1475	его жизнь	2	1
1476	память достоевского	1	1
1477	высота и	1	1
1478	не делает	1	1
1479	большое значение	1	1
1480	в процессе	4	1
1481	только одной	1	1
1482	вы поняли	1	1
1483	жизнь это	1	1
1484	ничем не	3	1
1485	и мог	2	1
1486	к которым	1	1
1487	мысли о	3	1
1488	форме на	2	1
1489	возможности и	3	1
1490	весь город	1	1
1491	в современной	1	1
1492	с собою	1	1
1493	молодого человека	1	1
1494	человека на	1	1
1495	семейные отношения	1	1
1496	никто не	1	1
1497	не находится	1	1
1498	правда не	1	1
1499	не такое	1	1
1500	бы не	1	1
1501	есть на	1	1
1502	время об	1	1
1503	который не	2	1
1504	и мировоззрения	2	1
1505	философских школ	2	1
1506	зависимости от	3	1
1507	при всех	2	1
1508	но раз	1	1
1509	на каждом	1	1
1510	и широко	1	1
1511	смысле это	1	1
1512	к годам	2	1
1513	распространение в	1	1
1514	показать как	1	1
1515	который и	1	1
1516	о самоубийстве	1	1
1517	правды на	1	1
1518	что идея	2	1
1519	три основные	2	1
1520	новым и	1	1
1521	очень ярко	2	1
1522	с сознанием	1	1
1523	самое главное	1	1
1524	чем же	1	1
1525	перейти в	1	1
1526	в селе	1	1
1527	видим что	1	1
1528	не говорим	1	1
1529	и главное	2	1
1530	так называемая	2	1
1531	сказали в	1	1
1532	тяготеет к	1	1
1533	и литературы	1	1
1534	да еще	2	1
1535	совсем другой	1	1
1536	я ее	1	1
1537	имеет три	1	1
1538	виду мы	1	1
1539	связана с	3	1
1540	так чтобы	1	1
1541	не хочу	1	1
1542	земли и	1	1
1543	здесь дается	1	1
1544	слово по	2	1
1545	оно является	1	1
1546	и тогда	1	1
1547	в менее	1	1
1548	свое одиночество	1	1
1549	сознании и	1	1
1550	и кроме	1	1
1551	шел от	1	1
1552	в бесах	3	1
1553	в первых	1	1
1554	в письмах	1	1
1555	есть одновременно	1	1
1556	вопроса и	1	1
1557	новое время	4	1
1558	человека что	1	1
1559	в мир	1	1
1560	целый ряд	1	1
1561	мы считаем	2	1
1562	она по	1	1
1563	времени и	4	1
1564	идеи в	2	1
1565	всеми своими	1	1
1566	философию в	2	1
1567	каждый из	1	1
1568	вне всех	1	1
1569	такие как	2	1
1570	литературы в	4	1
1571	было и	1	1
1572	вне его	1	1
1573	связанных с	2	1
1574	в творчестве	8	1
1575	состоит в	1	1
1576	мысли это	1	1
1577	и идеи	7	1
1578	потом в	1	1
1579	в споре	1	1
1580	и под	4	1
1581	другая в	2	1
1582	возможно было	1	1
1583	мог в	1	1
1584	бы очень	2	1
1585	принадлежит к	1	1
1586	в самую	1	1
1587	при котором	1	1
1588	есть чтобы	1	1
1589	с нею	1	1
1590	человечества и	1	1
1591	и увидел	1	1
1592	на кладбище	3	1
1593	в сознании	2	1
1594	эпохи возрождения	7	1
1595	они еще	1	1
1596	этот второй	1	1
1597	здесь было	1	1
1598	довольно много	1	1
1599	как себя	1	1
1600	нет надобности	1	1
1601	важных проблем	1	1
1602	является почти	2	1
1603	в произведениях	2	1
1604	из него	1	1
1605	мы еще	4	1
1606	если только	3	1
1607	точку зрения	1	1
1608	путешествий в	1	1
1609	но нас	1	1
1610	понять и	2	1
1611	любовью и	1	1
1612	высшей степени	1	1
1613	индивидуальности и	1	1
1614	никогда раньше	1	1
1615	всего творчества	2	1
1616	по другим	1	1
1617	к лицу	1	1
1618	сущности его	1	1
1619	всегда была	1	1
1620	то они	1	1
1621	можно себе	1	1
1622	лет как	1	1
1623	и прямо	2	1
1624	эта характеристика	1	1
1625	выходит за	1	1
1626	переписки с	1	1
1627	слово но	1	1
1628	французский язык	1	1
1629	достоевского однако	1	1
1630	время все	1	1
1631	открывается и	1	1
1632	в последней	1	1
1633	от общей	1	1
1634	одной плоскости	2	1
1635	жизни здесь	1	1
1636	о развитии	1	1
1637	нас здесь	2	1
1638	значение имеют	2	1
1639	и правды	1	1
1640	сюда он	1	1
1641	в формах	2	1
1642	xix веке	3	1
1643	своей обычной	2	1
1644	видеть в	1	1
1645	указание на	1	1
1646	на которой	2	1
1647	из своих	3	1
1648	лицом к	1	1
1649	быть весьма	1	1
1650	на высших	1	1
1651	возможно только	1	1
1652	смысле этого	3	1
1653	все той	1	1
1654	в серьезных	1	1
1655	раз в	2	1
1656	от своих	2	1
1657	а на	2	1
1658	в таких	1	1
1659	ни тем	1	1
1660	века и	6	1
1661	даже очень	1	1
1662	просто как	1	1
1663	или в	7	1
1664	есть через	1	1
1665	для других	2	1
1666	начала в	2	1
1667	категории не	1	1
1668	что ничего	1	1
1669	и где	1	1
1670	о характере	1	1
1671	в руках	1	1
1672	который как	1	1
1673	на нее	1	1
1674	и начинается	1	1
1675	это еще	2	1
1676	даже прямо	2	1
1677	в последнем	1	1
1678	о жизни	1	1
1679	будем называть	2	1
1680	именно ради	1	1
1681	он один	1	1
1682	в обычном	1	1
1683	на тему	1	1
1684	в условиях	7	1
1685	между собою	2	1
1686	сама по	2	1
1687	живет только	1	1
1688	слова на	2	1
1689	словом и	2	1
1690	из которого	1	1
1691	были ему	2	1
1692	полна и	1	1
1693	их всех	1	1
1694	как она	1	1
1695	этой цели	1	1
1696	поведения и	1	1
1697	я стал	1	1
1698	или даже	1	1
1699	него но	1	1
1700	с разными	1	1
1701	стремление к	1	1
1702	божества в	1	1
1703	чистейшая и	1	1
1704	ли не	1	1
1705	не пользуется	1	1
1706	сущности совершенно	1	1
1707	или что	1	1
1708	по самой	1	1
1709	войти в	3	1
1710	был также	1	1
1711	этом достаточно	1	1
1712	в каждой	1	1
1713	к характеристике	1	1
1714	вследствие чего	1	1
1715	для нашей	1	1
1716	дело и	2	1
1717	рассудка и	2	1
1718	он вел	1	1
1719	время уже	1	1
1720	источник с	1	1
1721	в одной	4	1
1722	как все	1	1
1723	обзор источников	1	1
1724	другими особенностями	1	1
1725	очень многие	1	1
1726	раз как	1	1
1727	связаны с	3	1
1728	мировоззрения и	1	1
1729	и человек	1	1
1730	на них	2	1
1731	на свете	2	1
1732	человека к	3	1
1733	такие слова	1	1
1734	в биографическом	1	1
1735	но со	1	1
1736	этого он	1	1
1737	за всю	1	1
1738	и внешних	1	1
1739	ними нет	1	1
1740	может иметь	1	1
1741	нужно отметить	2	1
1742	целое в	1	1
1743	в разной	1	1
1744	и человека	5	1
1745	и мира	1	1
1746	ибо не	1	1
1747	переворот в	1	1
1748	например учение	1	1
1749	был прямо	1	1
1750	века конечно	1	1
1751	которую мы	1	1
1752	временем то	1	1
1753	автора он	1	1
1754	и непосредственно	1	1
1755	характера в	1	1
1756	земле в	1	1
1757	который мы	1	1
1758	с категорией	1	1
1759	имеют здесь	1	1
1760	только этого	1	1
1761	отец глубоко	1	1
1762	степени не	1	1
1763	для чего	1	1
1764	с огромным	1	1
1765	у того	1	1
1766	то перед	5	1
1767	от всех	2	1
1768	приходится это	1	1
1769	только их	1	1
1770	от тех	1	1
1771	грубо его	1	1
1772	всего его	2	1
1773	совершенно невозможно	1	1
1774	историю своей	1	1
1775	каждый раз	1	1
1776	к анализу	1	1
1777	конечно в	2	1
1778	довольно пестрая	1	1
1779	например и	1	1
1780	истины в	1	1
1781	здесь еще	3	1
1782	глубокого и	1	1
1783	проникнуты и	2	1
1784	у нее	1	1
1785	и разнородных	1	1
1786	у раннего	1	1
1787	почти никогда	1	1
1788	и всех	1	1
1789	и самой	1	1
1790	всем этим	2	1
1791	бы по	1	1
1792	на вид	1	1
1793	последнее слово	2	1
1794	отца с	2	1
1795	всех его	3	1
1796	и явления	1	1
1797	также с	1	1
1798	особенно ярко	3	1
1799	свое последнее	1	1
1800	с большой	3	1
1801	в плане	3	1
1802	например его	1	1
1803	определяется их	1	1
1804	все больше	1	1
1805	них нет	1	1
1806	наконец последняя	1	1
1807	самый термин	1	1
1808	дни в	1	1
1809	гораздо глубже	1	1
1810	или иной	2	1
1811	понятий но	1	1
1812	своей философской	1	1
1813	был чужд	1	1
1814	в словаре	1	1
1815	и необходимо	1	1
1816	период творчества	1	1
1817	и довольно	1	1
1818	смысле а	1	1
1819	из самых	3	1
1820	включает в	1	1
1821	бы сам	1	1
1822	коснемся в	1	1
1823	слова и	5	1
1824	только эти	1	1
1825	эти темы	2	1
1826	все более	2	1
1827	нуждается в	1	1
1828	смысле совокупности	2	1
1829	и последняя	1	1
1830	некоторых отношениях	1	1
1831	и быстро	1	1
1832	эти два	3	1
1833	непосредственное влияние	2	1
1834	для этого	2	1
1835	таким же	1	1
1836	привлекали его	1	1
1837	из причин	1	1
1838	именно это	1	1
1839	остались в	1	1
1840	он с	1	1
1841	последнее и	1	1
1842	не надо	1	1
1843	внедряется в	1	1
1844	в известной	3	1
1845	человеческой природы	1	1
1846	два часа	2	1
