N	2gram	Losev_Vesc	KulturaY
1316	элементы по	1	1
1317	есть орудие	26	1
1318	оставаясь на	1	1
1319	их осмысления	1	1
1320	то этот	1	1
1321	есть собственно	1	1
1322	тут надо	1	1
1323	эта связь	1	1
1324	нас и	1	1
1325	iii и	1	1
1326	и какова	1	1
1327	данного явления	1	1
1328	говорим что	3	1
1329	она могла	2	1
1330	что подобное	1	1
1331	в понимании	1	1
1332	ii и	1	1
1333	д в	1	1
1334	важное и	2	1
1335	и уж	2	1
1336	бы даже	2	1
1337	искусства и	1	1
1338	их даже	1	1
1339	и другой	2	1
1340	не сама	2	1
1341	но вся	1	1
1342	есть прежде	4	1
1343	и действия	1	1
1344	слишком уж	1	1
1345	из таких	1	1
1346	между двумя	1	1
1347	пониманию и	1	1
1348	мы все	1	1
1349	и формы	2	1
1350	только на	3	1
1351	каждое слово	1	1
1352	должен уметь	1	1
1353	эта система	1	1
1354	других вещей	3	1
1355	реальное бытие	2	1
1356	претендовать на	1	1
1357	себе различие	1	1
1358	было то	1	1
1359	образом что	1	1
1360	единственное спасение	1	1
1361	осознается и	1	1
1362	то как	2	1
1363	что ее	2	1
1364	от той	1	1
1365	еще самого	1	1
1366	уже есть	1	1
1367	конечно нисколько	1	1
1368	является как	1	1
1369	как таковую	1	1
1370	то его	1	1
1371	социальной действительности	4	1
1372	существенное от	1	1
1373	чем во	1	1
1374	но этот	1	1
1375	звуки и	2	1
1376	собою и	5	1
1377	и прошу	1	1
1378	всякому известно	1	1
1379	то чтобы	3	1
1380	практики что	1	1
1381	обладает никаким	1	1
1382	могут только	1	1
1383	этот как	1	1
1384	недостаточным в	1	1
1385	весьма и	1	1
1386	ее но	2	1
1387	чтобы они	2	1
1388	него не	1	1
1389	и притом	4	1
1390	когда человек	1	1
1391	бесчисленное количество	1	1
1392	зато есть	1	1
1393	внимании к	1	1
1394	и вместо	1	1
1395	но разве	1	1
1396	таких условиях	1	1
1397	еще ничего	1	1
1398	а сам	1	1
1399	в основу	1	1
1400	сущности и	14	1
1401	к фактам	1	1
1402	отношениях и	1	1
1403	как от	1	1
1404	отношении с	1	1
1405	на понимании	1	1
1406	и значении	1	1
1407	во всей	1	1
1408	противоречие в	1	1
1409	спорить против	1	1
1410	имеющая ничего	1	1
1411	они уже	1	1
1412	это что	5	1
1413	теории и	1	1
1414	и науки	1	1
1415	очевидно для	1	1
1416	из окружающего	1	1
1417	он сам	2	1
1418	коем случае	1	1
1419	действительности по	1	1
1420	самое трудное	1	1
1421	за последние	1	1
1422	нужно для	4	1
1423	к этим	2	1
1424	к ее	3	1
1425	е будет	1	1
1426	всегда хочет	1	1
1427	они могут	1	1
1428	д а	1	1
1429	себя в	11	1
1430	этот основной	1	1
1431	ни даже	1	1
1432	необходимо не	2	1
1433	эти однако	1	1
1434	образом на	1	1
1435	есть один	1	1
1436	нужен только	1	1
1437	о ней	5	1
1438	той степени	1	1
1439	а который	1	1
1440	может обойтись	1	1
1441	который нельзя	1	1
1442	на фактах	1	1
1443	д все	1	1
1444	не состоит	1	1
1445	представим себе	1	1
1446	абстрактно в	1	1
1447	во всех	5	1
1448	мы видим	5	1
1449	всех наших	1	1
1450	собой и	1	1
1451	что то	3	1
1452	и понятно	1	1
1453	перевести на	1	1
1454	мы как	1	1
1455	их конкретной	1	1
1456	чтобы правильно	1	1
1457	она и	2	1
1458	так можно	1	1
1459	а наоборот	1	1
1460	от его	2	1
1461	хочет быть	1	1
1462	сказать и	1	1
1463	получить ее	1	1
1464	в обеих	1	1
1465	и эту	2	1
1466	представляющих собою	1	1
1467	это будет	4	1
1468	и повседневной	1	1
1469	то наш	1	1
1470	мало и	1	1
1471	себе печать	1	1
1472	при переходе	3	1
1473	не буду	3	1
1474	ли сказать	3	1
1475	получает в	2	1
1476	весь смысл	1	1
1477	действительность запечатленная	1	1
1478	ли быть	1	1
1479	это я	4	1
1480	сравнить с	1	1
1481	ведь есть	1	1
1482	в моей	1	1
1483	есть просто	6	1
1484	тогда и	1	1
1485	психика и	1	1
1486	и термины	1	1
1487	на нас	3	1
1488	из моментов	1	1
1489	вообще однако	1	1
1490	с тех	1	1
1491	качества но	1	1
1492	смысле есть	1	1
1493	мы конечно	1	1
1494	и структура	1	1
1495	имени в	4	1
1496	в утверждении	1	1
1497	после этого	1	1
1498	что несмотря	1	1
1499	не кажется	1	1
1500	и существенное	1	1
1501	будем говорить	1	1
1502	но во-первых	1	1
1503	для своего	1	1
1504	они в	1	1
1505	или иную	3	1
1506	не обладает	1	1
1507	если есть	5	1
1508	есть очевидно	1	1
1509	как есть	1	1
1510	есть еще	3	1
1511	подходит к	2	1
1512	который делает	1	1
1513	что составляет	1	1
1514	хуже всего	1	1
1515	бы только	2	1
1516	что вы	4	1
1517	возможность отнесения	1	1
1518	е если	2	1
1519	ли и	1	1
1520	или не	7	1
1521	разве можно	1	1
1522	такое понимание	1	1
1523	от тех	1	1
1524	чем собственно	1	1
1525	и отношения	1	1
1526	к чему	2	1
1527	себе следы	2	1
1528	не нуждается	1	1
1529	вообще в	1	1
1530	этим и	1	1
1531	это мы	1	1
1532	является единственным	1	1
1533	и первая	1	1
1534	от нее	2	1
1535	как его	1	1
1536	книги или	1	1
1537	государства и	1	1
1538	вещей и	12	1
1539	другое не	1	1
1540	или иная	1	1
1541	и вторым	1	1
1542	не прочь	1	1
1543	применения в	1	1
1544	следовательно что	1	1
1545	эту внешнюю	1	1
1546	отношениях между	1	1
1547	очевидно на	1	1
1548	он дал	1	1
1549	для всякого	6	1
1550	же оно	3	1
1551	лишь на	1	1
1552	по одному	1	1
1553	и вскрыть	1	1
1554	сказать нельзя	1	1
1555	есть именно	7	1
1556	осталось бы	1	1
1557	пр это	1	1
1558	есть понимание	3	1
1559	утилитарные и	1	1
1560	смысловой и	1	1
1561	не отрицал	1	1
1562	они как	2	1
1563	понимание и	3	1
1564	того и	2	1
1565	зрения и	2	1
1566	и твердой	1	1
1567	вообще есть	2	1
1568	между собой	2	1
1569	должно было	1	1
1570	в свой	2	1
1571	себе по	1	1
1572	на какие	1	1
1573	и вес	1	1
1574	и представить	1	1
1575	каких угодно	1	1
1576	мы употребляем	1	1
1577	эта вовсе	1	1
1578	достаточно чтобы	1	1
1579	словами не	2	1
1580	и такие-то	1	1
1581	но к	2	1
1582	и первый	1	1
1583	не иначе	1	1
1584	действительности и	5	1
1585	ли что	2	1
1586	чтобы его	1	1
1587	замечаем что	3	1
1588	по имени	7	1
1589	и могло	1	1
1590	не при	1	1
1591	понятий и	2	1
1592	из сочетания	1	1
1593	структуры и	1	1
1594	и звук	1	1
1595	стоит ли	1	1
1596	всего предыдущего	1	1
1597	ни при	1	1
1598	не имеющие	1	1
1599	только от	2	1
1600	ничего следовательно	1	1
1601	речи еще	1	1
1602	в имена	2	1
1603	несколько более	1	1
1604	когда имеется	1	1
1605	что же?	1	1
1606	если оно	9	1
1607	чтобы сама	1	1
1608	есть признак	1	1
1609	в абстракции	1	1
1610	я понимаю	5	1
1611	восприятие но	1	1
1612	мы говорили	2	1
1613	понимает искусство	1	1
1614	этого достаточно	1	1
1615	оказалось бы	1	1
1616	реальных вещей	1	1
1617	когда я	5	1
1618	отличен от	2	1
1619	доказывать что	1	1
1620	как некая	3	1
1621	и речи	1	1
1622	совсем не	2	1
1623	то уже	1	1
1624	мы опять	1	1
1625	есть смысл	2	1
1626	еще яснее	1	1
1627	и весьма	1	1
1628	переживаний и	1	1
1629	а ее	2	1
1630	что-то не	1	1
1631	кажется что	1	1
1632	о пользе	1	1
1633	и смысла	3	1
1634	оно и	4	1
1635	решительно никаких	1	1
1636	глупо и	1	1
1637	от которых	1	1
1638	выражена и	1	1
1639	бы никаких	1	1
1640	последние годы	2	1
1641	одно и	6	1
1642	было для	1	1
1643	и та	2	1
1644	хотя в	1	1
1645	остановлюсь на	1	1
1646	для человека	1	1
1647	кто же	1	1
1648	различных типов	1	1
1649	между обоими	1	1
1650	философия языка	1	1
1651	слово для	1	1
1652	которая будучи	2	1
1653	не имеющая	2	1
1654	и другая	1	1
1655	в настоящий	1	1
1656	по своей	3	1
1657	что бы	1	1
1658	в какое-то	1	1
1659	бы было	1	1
1660	а вы	2	1
1661	нечто вроде	1	1
1662	как эта	1	1
1663	ни то	1	1
1664	истории и	2	1
1665	почему же	1	1
1666	ясно также	1	1
1667	но без	1	1
1668	заставляет нас	1	1
1669	подлинном смысле	2	1
1670	всего некое	1	1
1671	основные вопросы	1	1
1672	весьма многочисленных	1	1
1673	нас получится	1	1
1674	ибо всякое	1	1
1675	раз эта	1	1
1676	же конечно	1	1
1677	культуры и	1	1
1678	суть вещи	1	1
1679	время на	1	1
1680	оба они	1	1
1681	есть категория	1	1
1682	несколько иллюстраций	1	1
1683	и каждый	1	1
1684	части в	1	1
1685	и какой	1	1
1686	все вообще	1	1
1687	но нет	1	1
1688	качестве одного	1	1
1689	и почему	1	1
1690	отношении обе	1	1
1691	этого уже	1	1
1692	в первой	2	1
1693	это для	2	1
1694	смысловой структуре	1	1
1695	том основании	1	1
1696	себе сделать	1	1
1697	факты для	1	1
1698	не сразу	1	1
1699	языка у	1	1
1700	такие-то и	1	1
1701	значило бы	5	1
1702	если они	2	1
1703	действительно есть	2	1
1704	есть все	2	1
1705	и история	1	1
1706	бы ни	3	1
1707	очень редко	3	1
1708	свое собственное	1	1
1709	форму и	1	1
1710	от учения	1	1
1711	и пребывает	1	1
1712	речи о	1	1
1713	остановиться на	3	1
1714	не имеющих	1	1
1715	есть ли	10	1
1716	чем и	1	1
1717	может понять	1	1
1718	бы я	3	1
1719	в один	1	1
1720	понятия и	1	1
1721	смысле или	1	1
1722	и объективная	1	1
1723	имеет дело	1	1
1724	она понимает	1	1
1725	вообще нет	1	1
1726	общественная жизнь	1	1
1727	есть как	3	1
1728	можно отметить	1	1
1729	должны сказать	2	1
1730	в реальных	1	1
1731	имени как	5	1
1732	и попробуем	1	1
1733	не мешает	4	1
1734	с полной	6	1
1735	до каких	1	1
1736	и стало	1	1
1737	было но	2	1
1738	образом и	4	1
1739	но после	1	1
1740	и этот	2	1
1741	поскольку вообще	1	1
1742	мы встречаем	1	1
1743	при активном	1	1
1744	они и	1	1
1745	брать на	1	1
1746	от жизни	1	1
1747	мне достаточно	1	1
1748	них в	1	1
1749	то есть	2	1
1750	на анализе	1	1
1751	о той	1	1
1752	с и	1	1
1753	и который	2	1
1754	он только	1	1
1755	его с	1	1
1756	конечно ни	1	1
1757	так оно	2	1
1758	принципиально может	1	1
1759	для себя	6	1
1760	она имеет	6	1
1761	говорит нам	1	1
1762	теперь в	1	1
1763	вбирая в	1	1
1764	угодно я	1	1
1765	подхожу к	1	1
1766	чтобы стать	1	1
1767	связанное с	1	1
1768	должны иметь	1	1
1769	думает что	1	1
1770	из весьма	1	1
1771	необходимо если	1	1
1772	одном и	2	1
1773	что большинство	1	1
1774	от самых	1	1
1775	при наличности	1	1
1776	его применения	1	1
1777	равным образом	4	1
1778	мною здесь	1	1
1779	она приближает	1	1
1780	и слов	2	1
1781	языках и	1	1
1782	пусть они	1	1
1783	же судьба	1	1
1784	очень сильно	1	1
1785	всем известно	1	1
1786	уже это	1	1
1787	знания в	1	1
1788	и утверждает	1	1
1789	и несмотря	1	1
1790	вещи т	4	1
1791	дать в	1	1
1792	вообще с	1	1
1793	необходимо должна	1	1
1794	глухая и	1	1
1795	одной книги	1	1
1796	или другого	1	1
1797	все то	2	1
1798	функции и	2	1
1799	то на	1	1
1800	отлична от	1	1
1801	ни о	3	1
1802	и единство	1	1
1803	имеет значение	1	1
1804	могло не	1	1
1805	следовательно в	2	1
1806	так называемый	1	1
1807	всякой социальной	1	1
1808	г г	1	1
1809	оно есть	16	1
1810	узко и	1	1
1811	за волосы	1	1
1812	и суть	1	1
1813	так вот	1	1
1814	и будет	1	1
1815	это выражение	2	1
1816	только одной	2	1
1817	даже просто	2	1
1818	пропасть и	1	1
1819	к которым	1	1
1820	оно всегда	2	1
1821	и поскольку	1	1
1822	к таким	1	1
1823	это относится	1	1
1824	понятие а	1	1
1825	от чего	3	1
1826	может стать	1	1
1827	и звуки	1	1
1828	себе совершенно	2	1
1829	меньшей мере	1	1
1830	которого является	1	1
1831	до полной	1	1
1832	жизни в	3	1
1833	фактах как	2	1
1834	явлений и	3	1
1835	что смысл	4	1
1836	увидим как	1	1
1837	себя и	8	1
1838	чисто смысловом	1	1
1839	ничего в	1	1
1840	мы имели	1	1
1841	который я	2	1
1842	теперь только	1	1
1843	можно найти	1	1
1844	собою в	1	1
1845	не знали	1	1
1846	слово из	1	1
1847	в те	1	1
1848	из которого	1	1
1849	отчасти и	1	1
1850	что необходимо	1	1
1851	языка или	1	1
1852	на их	2	1
1853	подходить к	1	1
1854	количество новых	1	1
1855	поскольку я	1	1
1856	почему это	1	1
1857	к природе	2	1
1858	сразу и	2	1
1859	о фактах	6	1
1860	как некий	1	1
1861	же просто	1	1
1862	условие всякого	1	1
1863	такое положение	1	1
1864	бы о	1	1
1865	одной специальной	1	1
1866	нет ничего	2	1
1867	остановиться несколько	1	1
1868	к нашему	1	1
1869	есть ее	4	1
1870	то ясно	2	1
1871	имеют в	1	1
1872	в основе	4	1
1873	он требует	1	1
1874	же я	1	1
1875	который с	1	1
1876	побуждает меня	1	1
1877	как начало	1	1
1878	в очень	1	1
1879	и собственном	1	1
1880	в пример	1	1
1881	это явление	1	1
1882	и психологизма	1	1
1883	разумеется это	1	1
1884	сознание что	1	1
1885	такой случай	1	1
1886	ясности и	2	1
1887	теперь же	2	1
1888	совсем другое	2	1
1889	думал что	2	1
1890	наконец в	1	1
1891	мы уже	3	1
1892	только мы	2	1
1893	какие бы	1	1
1894	явления и	4	1
1895	которое не	1	1
1896	не понятие	1	1
1897	но лишь	2	1
1898	из его	2	1
1899	учению об	3	1
1900	сейчас мы	1	1
1901	не у	1	1
1902	в смысловой	3	1
1903	и ограниченная	1	1
1904	и больше	13	1
1905	я называю	4	1
1906	всего на	1	1
1907	на почву	1	1
1908	процесса но	1	1
1909	имен через	1	1
1910	со всей	2	1
1911	и вся	1	1
1912	ряд весьма	1	1
1913	впрочем и	1	1
1914	чтобы она	3	1
1915	смысла как	1	1
1916	материи и	1	1
1917	имеет никакого	2	1
1918	нет никакой	4	1
1919	к делу	2	1
1920	частности и	1	1
1921	ее с	5	1
1922	мы хотим	1	1
1923	что такая	1	1
1924	создано и	1	1
1925	чем не	2	1
1926	своих частей	1	1
1927	при помощи	4	1
1928	же вы	2	1
1929	это различие	2	1
1930	было и	2	1
1931	неразрывно связан	1	1
1932	им в	1	1
1933	она все	1	1
1934	входить в	1	1
1935	же теперь	2	1
1936	эти факты	1	1
1937	может ли	2	1
1938	из наиболее	2	1
1939	целое в	1	1
1940	среды и	1	1
1941	на две	2	1
1942	ее не	6	1
1943	явления требует	1	1
1944	из живой	1	1
1945	и механизм	1	1
1946	признаем что	2	1
1947	языка когда	1	1
1948	могут ведь	1	1
1949	отличны от	4	1
1950	и во	3	1
1951	бы очень	1	1
1952	только одна	1	1
1953	новые и	1	1
1954	разумеется нет	1	1
1955	которые с	1	1
1956	исключительно на	1	1
1957	совершенно особая	1	1
1958	но именно	3	1
1959	принципиально же	1	1
1960	за пределами	1	1
1961	именно то	1	1
1962	имени ее	2	1
1963	оказывается недостаточным	1	1
1964	указывать на	1	1
1965	следовательно можно	2	1
1966	в сознании	1	1
1967	однако остановиться	1	1
1968	если ее	1	1
1969	слово и	4	1
1970	или его	2	1
1971	предмет ее	1	1
1972	просто на	1	1
1973	здесь и	1	1
1974	будь то	3	1
1975	по меньшей	1	1
1976	для этих	1	1
1977	быть настолько	1	1
1978	сосредоточивается на	1	1
1979	стороны не	2	1
1980	не видит	1	1
1981	не вообще	1	1
1982	к той	1	1
1983	это одно	1	1
1984	с новыми	1	1
1985	остается одинаковой	1	1
1986	до сознания	1	1
1987	из него	1	1
1988	же он	1	1
1989	у вас	1	1
1990	если только	1	1
1991	не будучи	1	1
1992	моментов в	2	1
1993	сделать это	2	1
1994	мы возьмем	3	1
1995	невозможна без	1	1
1996	во внутреннем	2	1
1997	этому сводится	1	1
1998	в простой	1	1
1999	имени я	3	1
2000	указанием на	2	1
2001	с каким	1	1
2002	постановки вопроса	2	1
2003	обратиться к	1	1
2004	меня не	2	1
2005	и том	1	1
2006	изменения в	1	1
2007	чисто смысловых	2	1
2008	уже с	1	1
2009	или должно	1	1
2010	ли эти	1	1
2011	если еще	1	1
2012	вполне и	1	1
2013	отличным от	2	1
2014	находятся в	2	1
2015	то они	1	1
2016	знать что	2	1
2017	этот свой	1	1
2018	в смысл	2	1
2019	что ему	3	1
2020	ему в	1	1
2021	и иначе	1	1
2022	как смысл	2	1
2023	большие основания	1	1
2024	школе и	1	1
2025	на дорогу	1	1
2026	многих других	1	1
2027	одном случае	1	1
2028	есть такой	1	1
2029	может не	4	1
2030	в коем	1	1
2031	она так	1	1
2032	зависит и	1	1
2033	раз при	1	1
2034	о принципе	1	1
2035	сам он	1	1
2036	нас не	2	1
2037	и кончая	1	1
2038	в последней	1	1
2039	уверен что	1	1
2040	однако как	1	1
2041	что существуют	2	1
2042	бы понимать	1	1
2043	и раз	1	1
2044	она сама	5	1
2045	к чисто	2	1
2046	при таких	1	1
2047	они ничего	1	1
2048	е уже	1	1
2049	что собственно	1	1
2050	ничего кроме	1	1
2051	напряженностью и	1	1
2052	пор как	1	1
2053	что принцип	1	1
2054	и новой	2	1
2055	смысла на	1	1
2056	прямо в	1	1
2057	каких бы	1	1
2058	которого я	2	1
2059	не содержит	5	1
2060	смыслом и	3	1
2061	и логическим	1	1
2062	есть но	2	1
2063	кроме как	1	1
2064	подчинить себе	1	1
2065	на одной	1	1
2066	что каждый	1	1
2067	бытие и	6	1
2068	тонкое и	1	1
2069	восприятия и	1	1
2070	чем он	1	1
2071	только звук	1	1
2072	перейти уже	1	1
2073	только вторая	1	1
2074	и смысл	1	1
2075	не существует	4	1
2076	что мне	2	1
2077	знания и	5	1
2078	раз в	2	1
2079	содержат в	1	1
2080	с которым	1	1
2081	мы несомненно	1	1
2082	под тем	1	1
2083	д словом	1	1
2084	на каком	1	1
2085	оно только	3	1
2086	разуме и	1	1
2087	нечто совершенно	2	1
2088	это всегда	1	1
2089	не иное	1	1
2090	себе что	3	1
2091	у всех	3	1
2092	что к	1	1
2093	все ее	1	1
2094	первым и	1	1
2095	работы с	1	1
2096	из других	1	1
2097	не иметь	1	1
2098	полное право	1	1
2099	и последний	1	1
2100	объекта и	1	1
2101	же по	2	1
2102	смысла т	2	1
2103	да так	1	1
2104	всегда есть	5	1
2105	он понимается	1	1
2106	раз навсегда	3	1
2107	и тому	1	1
2108	и эта	4	1
2109	не те	1	1
2110	что-нибудь сказать	1	1
2111	ничего удивительного	1	1
2112	как самостоятельная	1	1
2113	такое же	1	1
2114	полный и	1	1
2115	имен в	3	1
2116	вещь как	8	1
2117	внимание в	1	1
2118	для науки	2	1
2119	перестают быть	1	1
2120	мы ее	5	1
2121	за которым	1	1
2122	как она	5	1
2123	не предполагает	4	1
2124	но я	2	1
2125	по смыслу	5	1
2126	себя функции	2	1
2127	но по	1	1
2128	не заслуживает	1	1
2129	что звук	1	1
2130	не та	1	1
2131	то из	1	1
2132	слова есть	1	1
2133	есть только	18	1
2134	однако это	3	1
2135	но нам	1	1
2136	своего существования	3	1
2137	и конкретной	2	1
2138	не относится	2	1
2139	или что	5	1
2140	что им	1	1
2141	видим что	2	1
2142	когда же	2	1
2143	и оно	4	1
2144	даже что	1	1
2145	форма в	1	1
2146	говорит об	1	1
2147	и таким	2	1
2148	отношении и	1	1
2149	на такое	1	1
2150	говорили выше	1	1
2151	с какими	1	1
2152	метод и	2	1
2153	но конечно	1	1
2154	и изменяются	1	1
2155	жизнь и	2	1
2156	не объяснять	1	1
2157	бы сразу	1	1
2158	реагирует на	1	1
2159	в самое	1	1
2160	обычно в	1	1
2161	часто бывает	2	1
2162	области и	1	1
2163	вне этой	1	1
2164	в полной	2	1
2165	то какое	1	1
2166	оба эти	3	1
2167	а еще	1	1
2168	с самого	1	1
2169	на усилия	1	1
2170	бы считать	1	1
2171	быть может	3	1
2172	значит что	32	1
2173	а его	1	1
2174	которую мы	2	1
2175	бы те	1	1
2176	поэтому когда	1	1
2177	как некое	3	1
2178	е для	1	1
2179	самостоятельным и	1	1
2180	где я	1	1
2181	и ни	3	1
2182	ту или	3	1
2183	может считаться	3	1
2184	выражение и	2	1
2185	собою как	1	1
2186	один в	1	1
2187	сам в	1	1
2188	нормального развития	1	1
2189	субъекта и	1	1
2190	металлом и	1	1
2191	в противоположность	1	1
2192	вопрос как	3	1
2193	оно тоже	1	1
2194	теперь остается	1	1
2195	и установок	1	1
2196	языка создает	1	1
2197	я делаю	1	1
2198	эта сторона	1	1
2199	с ее	10	1
2200	совершенно невозможно	2	1
2201	реального смысла	1	1
2202	кто не	3	1
2203	не известно	1	1
2204	бы вообще	1	1
2205	это если	1	1
2206	это однако	3	1
2207	говорили о	1	1
2208	две разные	1	1
2209	нет не	2	1
2210	конечно нет	2	1
2211	вы не	1	1
2212	но проще	1	1
2213	что из	3	1
2214	и всегда	1	1
2215	этих целей	1	1
2216	при всем	2	1
2217	выражения на	1	1
2218	звуками как	1	1
2219	как совершенно	2	1
2220	другой форме	1	1
2221	к мысли	1	1
2222	всего то	2	1
2223	не говорю	1	1
2224	нечто абсолютно	2	1
2225	поэтому если	1	1
2226	есть подлинная	2	1
2227	известно всякому	1	1
2228	единое и	1	1
2229	же самое	1	1
2230	зрения значения	1	1
2231	ведь это	1	1
2232	в книге	1	1
2233	явление в	1	1
2234	и вне	2	1
2235	находиться в	1	1
2236	с которой	3	1
2237	установки и	2	1
2238	если уж	1	1
2239	этих границ	1	1
2240	оно должно	1	1
2241	слов если	1	1
2242	и самого	1	1
2243	доходить до	1	1
2244	и перейду	1	1
2245	та или	2	1
2246	есть некая	3	1
2247	действительности не	2	1
2248	о которой	3	1
2249	и ее	19	1
2250	бы он	1	1
2251	так но	2	1
2252	этом и	2	1
2253	в имени	21	1
2254	звук а	1	1
2255	ее из	1	1
2256	самого последнего	1	1
2257	не проявляется	3	1
2258	теперь когда	1	1
2259	понята как	1	1
2260	в чисто	5	1
2261	явление он	1	1
2262	я подхожу	1	1
2263	о каком	2	1
2264	е абсолютная	1	1
2265	и необходимо	2	1
2266	такой вопрос	1	1
2267	все еще	3	1
2268	смысле а	1	1
2269	в подлинном	3	1
2270	основная и	1	1
2271	по законам	2	1
2272	все другие	1	1
2273	но слишком	1	1
2274	если на	1	1
2275	сущности к	1	1
2276	со своими	1	1
2277	философии языка	1	1
2278	оно начинает	1	1
2279	тут же	4	1
2280	и совершенно	2	1
2281	себя но	1	1
2282	себя то	1	1
2283	грамотнее и	1	1
2284	это отнюдь	1	1
2285	переходит и	1	1
2286	могло быть	1	1
2287	как общее	1	1
2288	со мною	2	1
