N	2gram	Tiupa_Teor	formyVre
1289	составляет необходимый	1	1
1290	данного произведения	1	1
1291	не подлежит	1	1
1292	не предполагает	5	1
1293	оно стало	1	1
1294	мира становится	1	1
1295	жизнью в	1	1
1296	то под	1	1
1297	и я	1	1
1298	индивидуальными жизнями	1	1
1299	и глубже	1	1
1300	по его	1	1
1301	его текст	3	1
1302	всем законам	1	1
1303	направления в	1	1
1304	жанр в	1	1
1305	статичен в	1	1
1306	путь к	1	1
1307	текст как	3	1
1308	или менее	6	1
1309	встречаются в	1	1
1310	и другого	1	1
1311	людей в	1	1
1312	в области	7	1
1313	приобретают в	1	1
1314	этих двух	2	1
1315	ряда и	1	1
1316	основе его	1	1
1317	впечатление от	1	1
1318	к одному	2	1
1319	сотворение мира	1	1
1320	напротив не	1	1
1321	и смягчает	1	1
1322	что от	1	1
1323	в полной	1	1
1324	принадлежит только	2	1
1325	как ни	1	1
1326	вырождается в	1	1
1327	должен слиться	1	1
1328	эти последние	1	1
1329	единое целое	2	1
1330	воспринимаются как	1	1
1331	в комедии	1	1
1332	я к	1	1
1333	однако если	3	1
1334	тому как	3	1
1335	силе и	1	1
1336	не по	1	1
1337	но всегда	1	1
1338	в акте	3	1
1339	с совершенно	1	1
1340	из древнейших	1	1
1341	дело не	2	1
1342	это случается	1	1
1343	единство и	1	1
1344	есть как	2	1
1345	во второй	7	1
1346	значении то	1	1
1347	с высокой	1	1
1348	даже самое	1	1
1349	что касается	1	1
1350	высшая форма	1	1
1351	образа в	1	1
1352	именно к	1	1
1353	свою жизнь	2	1
1354	мотивами в	1	1
1355	отношений между	1	1
1356	говоря о	3	1
1357	не следует	4	1
1358	только то	1	1
1359	и жизни	1	1
1360	ослабляет и	2	1
1361	этих случаях	1	1
1362	что из	1	1
1363	художественного мира	4	1
1364	живота и	1	1
1365	исторического человека	1	1
1366	внутренний хронотоп	2	1
1367	себе этот	1	1
1368	жизни однако	3	1
1369	конкретном целом	1	1
1370	в большой	1	1
1371	облекается в	2	1
1372	жизни отсутствует	1	1
1373	действительной жизни	1	1
1374	в литературном	1	1
1375	временных примет	1	1
1376	фоне этой	1	1
1377	литературное произведение	1	1
1378	ему явления	1	1
1379	та или	1	1
1380	и ясный	1	1
1381	этим и	1	1
1382	настоящему и	1	1
1383	художественного произведения	5	1
1384	их частного	1	1
1385	было последовательно	1	1
1386	произведения не	1	1
1387	в общественном	2	1
1388	здесь остается	1	1
1389	особое отношение	1	1
1390	может показаться	1	1
1391	чего еще	1	1
1392	себя а	1	1
1393	на то	1	1
1394	о своих	1	1
1395	когда герой	1	1
1396	нуждается в	1	1
1397	образ его	1	1
1398	условностью и	1	1
1399	может и	2	1
1400	произведения он	1	1
1401	лучшем случае	1	1
1402	таким же	1	1
1403	для некоторых	1	1
1404	собственному я	1	1
1405	том специфическом	1	1
1406	слова в	4	1
1407	жизнью и	1	1
1408	совершается в	1	1
1409	мира с	2	1
1410	котором он	1	1
