N	2gram	Vygotskiy_	RusskieA
1311	при помощи	5	1
1312	не раньше	1	1
1313	знаем что	5	1
1314	в каком	7	1
1315	еще один	2	1
1316	подошел к	1	1
1317	он дает	2	1
1318	жизни по	1	1
1319	вдоль улиц	1	1
1320	без всякого	3	1
1321	деле как	1	1
1322	этого нет	1	1
1323	указывают на	1	1
1324	ее не	2	1
1325	тем же	3	1
1326	мог бы	3	1
1327	был заимствован	1	1
1328	их с	1	1
1329	одной из	2	1
1330	нас важно	1	1
1331	только при	1	1
1332	ночью в	1	1
1333	этом так	1	1
1334	в сознании	2	1
1335	он может	3	1
1336	бы как	2	1
1337	что указывает	1	1
1338	такими какими	1	1
1339	здесь и	1	1
1340	свою силу	1	1
1341	то как	1	1
1342	людям на	1	1
1343	отсюда можно	1	1
1344	русском языке	1	1
1345	месте в	1	1
1346	только потому	1	1
1347	последовательность событий	1	1
1348	мы еще	2	1
1349	в самой	1	1
1350	только о	2	1
1351	дальнейшего развития	1	1
1352	точку зрения	1	1
1353	сделать это	3	1
1354	часто и	1	1
1355	сомнения в	1	1
1356	с каким	1	1
1357	обратиться к	9	1
1358	как раз	19	1
1359	выше о	1	1
1360	уже с	2	1
1361	форм и	1	1
1362	применение в	1	1
1363	нас совершенно	2	1
1364	ничем не	1	1
1365	основе своей	1	1
1366	души надо	1	1
1367	может не	1	1
1368	с разным	1	1
1369	и было	2	1
1370	сам он	1	1
1371	наблюдение что	1	1
1372	был еще	1	1
1373	уверен что	1	1
1374	ненависть к	1	1
1375	и форма	1	1
1376	с традиционным	1	1
1377	что значит	1	1
1378	обе эти	2	1
1379	одна и	2	1
1380	все можно	1	1
1381	бы на	2	1
1382	он называет	1	1
1383	что вызывает	1	1
1384	но где	1	1
1385	что так	1	1
1386	о нем	3	1
1387	мало того	1	1
1388	имеет совершенно	1	1
1389	форму в	1	1
1390	и одна	1	1
1391	другая теория	1	1
1392	заставить ее	1	1
1393	указание на	1	1
1394	это хорошо	1	1
1395	на одной	1	1
1396	но дает	1	1
1397	смысле этого	1	1
1398	что через	1	1
1399	деле эти	1	1
1400	и возбуждают	1	1
1401	рая и	1	1
1402	будто ничего	1	1
1403	течение всей	1	1
1404	относится например	1	1
1405	изображенное в	1	1
1406	как этот	1	1
1407	на несколько	1	1
1408	указывает и	1	1
1409	самые разнообразные	1	1
1410	шли в	1	1
1411	и где	2	1
1412	и которая	1	1
1413	и эта	2	1
1414	сестер в	1	1
1415	чтобы найти	1	1
1416	художественной форме	1	1
1417	все силы	1	1
1418	то это	6	1
1419	вообще не	1	1
1420	сама по	3	1
1421	подобное же	1	1
1422	совершенно точно	2	1
1423	как она	9	1
1424	полезными и	1	1
1425	из различных	1	1
1426	но по	1	1
1427	эту точку	1	1
1428	к дому	1	1
1429	можно выразить	2	1
1430	другом месте	1	1
1431	при таком	4	1
1432	стремление к	2	1
1433	однако это	1	1
1434	ли не	2	1
1435	и могут	1	1
1436	этого вопроса	1	1
1437	в такой	1	1
1438	остановимся на	4	1
1439	разницы между	1	1
1440	мы склонны	1	1
1441	факт этот	1	1
1442	и оно	1	1
1443	это было	4	1
1444	другую в	1	1
1445	в каждой	3	1
1446	возможно для	1	1
1447	из разных	1	1
1448	этих элементов	1	1
1449	человеком и	1	1
1450	и таким	3	1
1451	как все	4	1
1452	что часто	1	1
1453	нельзя было	2	1
1454	ему не	1	1
1455	эти же	1	1
1456	два случая	1	1
1457	какое значение	1	1
1458	они все	1	1
1459	раз наоборот	2	1
1460	когда по	1	1
1461	того или	1	1
1462	и хлеб	1	1
1463	евгений онегин	1	1
1464	его словам	1	1
1465	форм поведения	1	1
1466	все другие	3	1
1467	и эти	3	1
1468	указывали на	1	1
1469	в полной	2	1
1470	чем эта	1	1
1471	покажет нам	1	1
1472	каждая из	1	1
1473	он говорит	5	1
1474	оно в	2	1
1475	которые могли	1	1
1476	встречаемся с	1	1
1477	ему нужно	3	1
1478	ей в	1	1
1479	которая для	1	1
1480	на один	1	1
1481	которую мы	2	1
1482	по дороге	1	1
1483	с основной	1	1
1484	с первым	1	1
1485	это как	2	1
1486	чтобы было	1	1
1487	в самых	4	1
1488	которой идет	1	1
1489	ни один	2	1
1490	и ни	4	1
1491	также и	1	1
1492	не по	1	1
1493	бы дать	1	1
1494	них идет	1	1
1495	с совершенно	3	1
1496	поводу этого	1	1
1497	через которые	1	1
1498	своего апогея	2	1
1499	эта смерть	2	1
1500	есть как	2	1
1501	и может	3	1
1502	нужно было	1	1
1503	мы обнаружим	1	1
1504	наоборот в	1	1
1505	власть над	1	1
1506	но такое	1	1
1507	говоря о	1	1
1508	в нашей	5	1
1509	что нам	3	1
1510	учения о	3	1
1511	но дело	1	1
1512	например и	1	1
1513	как простой	1	1
1514	стороны и	5	1
1515	от того	6	1
1516	к которой	4	1
1517	повод для	3	1
1518	когда ее	1	1
1519	первые два	1	1
1520	именно здесь	1	1
1521	идет речь	3	1
1522	еще на	1	1
1523	рассматривать как	3	1
1524	этой теории	2	1
1525	как из	3	1
1526	те которые	1	1
1527	существу в	1	1
1528	же самое	13	1
1529	явление в	1	1
1530	со своими	1	1
1531	бы говорит	1	1
1532	основу для	1	1
1533	содержанием и	1	1
1534	того времени	1	1
1535	их вне	1	1
1536	и значения	1	1
1537	мы сейчас	4	1
1538	это означает	2	1
1539	ему с	1	1
1540	имеет то	1	1
1541	его до	1	1
1542	жизни и	8	1
1543	были совершенно	1	1
1544	только после	1	1
1545	глазами и	1	1
1546	нуждается в	3	1
1547	на всем	1	1
1548	нам как	2	1
1549	ли в	1	1
1550	оставить в	1	1
1551	на своих	1	1
1552	склонны видеть	1	1
1553	надо было	2	1
1554	которая имеет	1	1
1555	именно это	5	1
1556	и совершенно	8	1
1557	день после	1	1
1558	нас это	1	1
1559	есть не	7	1
