N	2gram	Bakhtin_KF	Myshleni
1302	и мир	2	1
1303	вплетена в	1	1
1304	смысл и	6	1
1305	определении и	1	1
1306	но можно	4	1
1307	по количеству	1	1
1308	из первого	1	1
1309	факт не	1	1
1310	как факт	1	1
1311	действие которое	1	1
1312	отпадает в	1	1
1313	не тот	1	1
1314	не отличаются	1	1
1315	котором оно	1	1
1316	и исторический	1	1
1317	быть правильно	1	1
1318	где же	1	1
1319	ряда это	1	1
1320	миру и	1	1
1321	не касается	1	1
1322	но понятие	1	1
1323	над всеми	1	1
1324	для жизни	1	1
1325	эта действительность	1	1
1326	к единственному	7	1
1327	одна мысль	1	1
1328	и действительным	2	1
1329	он принципиально	1	1
1330	переведено на	1	1
1331	и подчиняется	1	1
1332	все остальное	2	1
1333	всю жизнь	1	1
1334	исторический материализм	3	1
1335	момент совершенно	1	1
1336	определяется с	2	1
1337	деятельность есть	1	1
1338	и живущего	1	1
1339	приходится признать	1	1
1340	не случайно	1	1
1341	он его	1	1
1342	не случайным	1	1
1343	мыслится а	1	1
1344	он действительно	1	1
1345	быть просто	1	1
1346	оно именно	1	1
1347	мире и	1	1
1348	утверждать что	1	1
1349	же моменту	1	1
1350	основе единства	1	1
1351	к единому	3	1
1352	всем своим	1	1
1353	к единой	1	1
1354	например что	1	1
1355	действительно имеют	1	1
1356	как содержание	1	1
1357	его содержание	1	1
1358	чтобы стать	2	1
1359	быть представлен	1	1
1360	но достаточно	1	1
1361	путь а	1	1
1362	и миром	1	1
1363	бы один	1	1
1364	дать в	1	1
1365	факторов и	1	1
1366	сознание не	1	1
1367	а должен	1	1
1368	от своего	1	1
1369	смысла и	2	1
1370	принципиально иной	1	1
1371	не живет	2	1
1372	пространство и	2	1
1373	стороне и	1	1
1374	содержание и	2	1
1375	даже более	1	1
1376	значения как	1	1
1377	в составе	2	1
1378	на месте	1	1
1379	факта для	1	1
1380	жизни в	5	1
1381	мне как	3	1
1382	современный кризис	1	1
1383	все смысловое	1	1
1384	предмету но	1	1
1385	при всех	1	1
1386	нет в	4	1
1387	и было	1	1
1388	говорят об	1	1
1389	не спасает	1	1
1390	что мотивы	1	1
1391	но оно	1	1
1392	можно в	1	1
1393	и ясно	2	1
1394	что теоретически	1	1
1395	ясно и	3	1
1396	на некоторых	1	1
1397	действительности это	1	1
1398	единственный факт	1	1
1399	требует чтобы	1	1
1400	и содержание	5	1
1401	у меня	1	1
1402	вышел из	1	1
1403	конкретное многообразие	1	1
1404	это ее	1	1
1405	эти различия	1	1
1406	его делает	1	1
1407	но продукт	1	1
1408	здесь переходит	1	1
1409	в мир	2	1
1410	является мир	1	1
1411	мысли все	1	1
1412	чем не	4	1
1413	единстве бытия	1	1
1414	а лишь	3	1
1415	всем другим	3	1
1416	процесс и	2	1
1417	элемента в	1	1
1418	выхода в	2	1
1419	игра в	1	1
1420	предмета в	3	1
1421	жизнь как	6	1
1422	нас важно	2	1
1423	в психологию	1	1
1424	в соответствующих	1	1
1425	их единства	1	1
1426	имеет не	1	1
1427	жизни не	1	1
1428	только относительно	1	1
1429	взаимопроникновение и	2	1
1430	при данных	1	1
1431	и всякий	1	1
1432	сознания по	2	1
1433	и также	1	1
1434	может ничего	1	1
1435	человек это	1	1
1436	развивается по	1	1
1437	стороны нет	1	1
1438	он становится	1	1
1439	мы обозначаем	1	1
1440	единства и	2	1
1441	в литературе	1	1
1442	сознания это	1	1
1443	могу согласиться	1	1
1444	ее содержания	1	1
1445	ту область	1	1
1446	и жить	1	1
1447	дисциплины как	1	1
1448	другого но	1	1
1449	данных условиях	1	1
1450	которые как	1	1
1451	себя а	4	1
1452	истины и	2	1
1453	и абсолютная	1	1
1454	а единственным	2	1
1455	и этих	1	1
1456	полноте и	1	1
1457	различия между	1	1
1458	это хорошо	1	1
1459	а он	1	1
1460	ли отсюда	1	1
1461	увидим далее	1	1
1462	акта и	1	1
1463	приобретает значение	1	1
1464	действительный смысл	1	1
1465	еще одной	1	1
1466	отказа от	1	1
1467	моем сознании	2	1
1468	и единственная	4	1
1469	которого и	2	1
1470	установить между	1	1
1471	растет в	1	1
1472	может строить	1	1
1473	неизбежно возникает	1	1
1474	отсюда и	3	1
1475	становится действительно	2	1
1476	на задний	1	1
1477	возможным и	2	1
1478	единства но	2	1
1479	впервые возможным	1	1
1480	другой в	1	1
1481	является моментом	1	1
1482	невозможно если	1	1
1483	моменты не	2	1
1484	вся полнота	1	1
1485	а некоторый	1	1
1486	но такое	1	1
1487	ним как	1	1
1488	только возможны	1	1
1489	бы по	1	1
1490	в каких	1	1
1491	единстве и	3	1
1492	же на	1	1
1493	и время	2	1
1494	теоретических и	1	1
1495	и нашей	2	1
1496	их единстве	3	1
1497	бытия и	10	1
1498	смысле к	1	1
1499	до ее	1	1
1500	процессе ее	1	1
1501	каждый момент	2	1
1502	в каком-то	1	1
1503	теоретическое положение	3	1
1504	дело здесь	2	1
1505	жизнью и	1	1
1506	тот в	1	1
1507	данной области	1	1
1508	психологического познания	1	1
1509	т.е я	1	1
1510	которой все	2	1
1511	не нужна	1	1
1512	чтобы дать	2	1
1513	место при	1	1
1514	совершенно другому	1	1
1515	теория познания	1	1
1516	все люди	1	1
1517	и функция	1	1
1518	здесь то	1	1
1519	но совсем	1	1
1520	только этот	1	1
1521	отдельному предмету	1	1
1522	является сама	1	1
1523	возможно там	1	1
1524	употребляемый в	1	1
1525	в единой	1	1
1526	целом как	2	1
1527	равно как	1	1
1528	для чистого	1	1
1529	еще отчетливее	1	1
1530	теряет все	1	1
1531	до степени	1	1
1532	места и	4	1
1533	и превращает	1	1
1534	определяется как	1	1
1535	в последнем	1	1
1536	предмет и	2	1
1537	и теоретическое	1	1
1538	данные ему	1	1
1539	выйти из	1	1
1540	биологический и	1	1
1541	действительное единство	2	1
1542	а подчиненной	1	1
1543	свое бытие	2	1
1544	культуры в	1	1
1545	мышления нет	1	1
1546	от определенного	1	1
1547	существенный момент	1	1
1548	это содержание	1	1
1549	его активности	1	1
1550	каждой данной	1	1
1551	мне нечего	1	1
1552	от действительного	2	1
1553	суждения и	2	1
1554	психологии которая	1	1
1555	в не	1	1
1556	кризис в	1	1
1557	и желания	1	1
1558	входящего в	1	1
1559	виду и	1	1
1560	как таковую	1	1
1561	стал бы	2	1
1562	всего что	1	1
1563	предметов он	1	1
1564	это существенно	1	1
1565	жизни как	5	1
1566	социальные и	1	1
1567	ведь если	1	1
1568	и теоретической	1	1
1569	действительность при	1	1
1570	живет и	1	1
1571	согласиться с	1	1
1572	глядит в	1	1
1573	как всякое	1	1
1574	однажды в	1	1
1575	зрения теоретической	1	1
1576	но такой	1	1
1577	он живет	1	1
1578	глубоко различны	1	1
1579	и входит	1	1
1580	в движении	1	1
1581	этих людей	2	1
1582	не дано	1	1
1583	него как	1	1
1584	в заблуждение	1	1
1585	не выходит	1	1
1586	что язык	1	1
1587	где его	2	1
1588	к человеку	1	1
1589	мысли только	1	1
1590	сознание в	1	1
1591	которому я	2	1
1592	сам начинает	1	1
1593	а тот	1	1
1594	познания не	1	1
1595	есть его	2	1
1596	то для	1	1
1597	его но	1	1
1598	о принципиальной	1	1
1599	только со	1	1
1600	и за	2	1
1601	развивается как	1	1
1602	истина и	1	1
1603	значит не	1	1
1604	и современная	1	1
1605	на которого	1	1
1606	не от	1	1
1607	то только	1	1
1608	в третьем	1	1
1609	бытие абсолютно	1	1
1610	попытка найти	1	1
1611	о возможности	1	1
1612	не о	2	1
1613	власти его	1	1
1614	относит его	2	1
1615	это что	1	1
1616	выражает и	1	1
1617	и последняя	1	1
1618	совершается и	1	1
1619	активность и	1	1
1620	не равно	1	1
1621	выражение во	1	1
1622	оба этих	2	1
1623	есть именно	2	1
1624	отрыв от	1	1
1625	между прочим	1	1
1626	а эта	3	1
1627	моментом и	1	1
1628	уже давно	1	1
1629	этого центра	1	1
1630	в интонации	1	1
1631	мы делаем	1	1
1632	чтобы охватить	1	1
1633	его никогда	1	1
1634	его принципы	1	1
1635	к своеобразному	1	1
1636	не был	1	1
1637	то-то и	1	1
1638	и отсюда	2	1
1639	даже там	1	1
1640	необходимое условие	1	1
1641	от себя	10	1
1642	единство а	1	1
1643	может жить	1	1
1644	это различение	1	1
1645	он вступает	1	1
1646	ли это	2	1
1647	не содержится	1	1
1648	которое они	1	1
1649	которой и	1	1
1650	нет но	1	1
1651	положение не	3	1
1652	смыслового содержания	6	1
1653	так называемые	1	1
1654	кажется что	2	1
1655	и смысла	1	1
1656	полную аналогию	1	1
1657	ни одно	5	1
1658	но отнюдь	1	1
1659	всякий другой	1	1
1660	относит и	1	1
1661	и пространство	4	1
1662	единицы и	1	1
1663	один предмет	1	1
1664	сознания здесь	1	1
1665	бы его	1	1
1666	но нет	2	1
1667	только так	1	1
1668	не значит	6	1
1669	и смысловую	1	1
1670	исходящих из	1	1
1671	значило бы	2	1
1672	в данный	3	1
1673	вся эта	2	1
1674	обобщения уже	1	1
1675	ко всякому	1	1
1676	ни во	1	1
1677	вне ее	4	1
1678	ли однако	1	1
1679	положения и	3	1
1680	следовательно ни	1	1
1681	безотносительно к	1	1
1682	сказать это	1	1
1683	и вследствие	1	1
1684	других и	1	1
1685	к закону	1	1
1686	со своего	5	1
1687	тот единственный	1	1
1688	факта но	1	1
1689	и предметом	1	1
1690	в обе	1	1
1691	человека одной	1	1
1692	впрочем в	1	1
1693	предполагает не	1	1
1694	зрения той	1	1
1695	пройти мимо	2	1
1696	окончательно от	1	1
1697	науки и	1	1
1698	в единый	1	1
1699	смысла в	2	1
1700	с отвлеченной	1	1
1701	нас от	1	1
1702	между мотивом	1	1
1703	их конкретных	1	1
1704	есть проблема	1	1
1705	оно ни	1	1
1706	именно оно	1	1
1707	однако что	2	1
1708	ни о	1	1
1709	в моем	6	1
1710	не растворяется	1	1
1711	он будет	1	1
1712	нет он	1	1
1713	здесь-то и	1	1
1714	отвлеченной точки	1	1
1715	переживания как	2	1
1716	падает в	1	1
1717	отсюда ясно	1	1
1718	возникает лишь	1	1
1719	ничто в	1	1
1720	меня я	1	1
1721	правда не	1	1
1722	пр и	1	1
1723	оперировать с	1	1
1724	своему смыслу	1	1
1725	как индивидуальная	1	1
1726	что необходимо	1	1
1727	еще нечто	1	1
1728	было он	1	1
1729	бы постоянно	1	1
1730	сама не	1	1
1731	моего сознания	2	1
1732	длинный путь	1	1
1733	и видит	1	1
1734	где есть	1	1
1735	чего нет	1	1
1736	задний план	1	1
1737	не знаю	1	1
1738	единства в	2	1
1739	не должно	3	1
1740	положений к	1	1
1741	не дана	1	1
1742	это бытие	1	1
1743	и смысловых	1	1
1744	не это	1	1
1745	сознании и	1	1
1746	но о	1	1
1747	воплощается в	1	1
1748	эта последняя	1	1
1749	смысл в	3	1
1750	времени и	4	1
1751	содержание которое	1	1
1752	по уже	1	1
1753	он есть	1	1
1754	смысла который	1	1
1755	нуждаются в	1	1
1756	моментом не	1	1
1757	психический процесс	2	1
1758	и под	2	1
1759	ее не	1	1
1760	мысль может	1	1
1761	не за	1	1
1762	каждом предмете	1	1
1763	действие но	1	1
1764	или более	1	1
1765	доказать свое	1	1
1766	данном контексте	1	1
1767	не само	1	1
1768	должен овладеть	1	1
1769	с него	1	1
1770	в едином	10	1
1771	человека но	1	1
1772	живут но	1	1
1773	возможность в	2	1
1774	системы поэтому	1	1
1775	целом это	1	1
1776	ее смыслового	1	1
1777	только путем	1	1
1778	задачи является	1	1
1779	едином акте	1	1
1780	в переживании	1	1
1781	к моему	1	1
1782	представлено как	1	1
1783	здесь возникает	1	1
1784	суждения но	1	1
1785	этого она	1	1
1786	второй половине	1	1
1787	таком положении	1	1
1788	именно ее	1	1
1789	не будем	1	1
1790	не придавая	1	1
1791	осознанно и	1	1
1792	и этим	3	1
1793	как некоторый	1	1
1794	она будет	1	1
1795	участия в	1	1
1796	будет ли	2	1
1797	может казаться	1	1
1798	день и	1	1
1799	ценность в	1	1
1800	и где	1	1
1801	и социальные	1	1
1802	можно быть	1	1
1803	нельзя быть	1	1
1804	тремя специальными	1	1
1805	другой и	1	1
1806	быть определены	1	1
1807	лишь с	2	1
1808	один момент	1	1
1809	и утверждается	1	1
1810	и конкретной	1	1
1811	факт может	2	1
1812	не стоящие	1	1
1813	момента и	2	1
1814	следует конечно	2	1
1815	и смысловой	2	1
1816	образом признается	1	1
1817	целого и	1	1
1818	жизнь и	2	1
1819	сказать и	1	1
1820	конечно это	1	1
1821	суждения как	1	1
1822	о примате	1	1
1823	но такого	1	1
1824	чем эта	1	1
1825	же с	2	1
1826	освобождения от	1	1
1827	и перенос	1	1
1828	из только	1	1
1829	человека все	1	1
1830	путем чисто	1	1
1831	с определенной	1	1
1832	абсолютно не	2	1
1833	единство и	1	1
1834	я только	1	1
1835	как бытие	1	1
1836	субъективного и	1	1
1837	бы там	1	1
1838	свою психологическую	1	1
1839	отрешенное от	1	1
1840	закон но	1	1
1841	и единый	2	1
1842	этого конечно	1	1
1843	не станет	1	1
1844	и всех	2	1
1845	мысли со	1	1
1846	знает и	2	1
1847	нами и	1	1
1848	но эту	1	1
1849	него и	2	1
1850	о каких	1	1
1851	все содержание	1	1
1852	не задает	1	1
1853	вокруг двух	1	1
1854	и протекает	1	1
1855	меня самого	1	1
1856	к каждой	1	1
1857	философских построений	1	1
1858	чем та	1	1
1859	все для	1	1
1860	являются здесь	1	1
1861	возможно это	1	1
1862	это отнюдь	1	1
1863	момент его	9	1
