N	2gram	Trubetskoy	Vladivir
1306	и сильно	1	1
1307	будет ли	1	1
1308	что так	1	1
1309	мало того	4	1
1310	современное состояние	1	1
1311	прогресса но	1	1
1312	указание на	1	1
1313	на которой	1	1
1314	из своих	1	1
1315	признавать что	1	1
1316	а все	1	1
1317	деле если	1	1
1318	смысле этого	1	1
1319	и продолжает	1	1
1320	конечно невозможно	1	1
1321	или через	1	1
1322	о ее	1	1
1323	от своих	1	1
1324	психологии как	1	1
1325	а на	1	1
1326	без внимания	1	1
1327	свои мысли	1	1
1328	этот план	1	1
1329	борьбу с	1	1
1330	является безусловным	2	1
1331	ни тем	1	1
1332	отказаться от	1	1
1333	скорее в	1	1
1334	начала в	1	1
1335	человечества а	1	1
1336	и всякое	1	1
1337	человечество не	1	1
1338	и где	2	1
1339	в руках	1	1
1340	который как	1	1
1341	на нее	2	1
1342	том виде	2	1
1343	я более	1	1
1344	этом что	2	1
1345	и другое	1	1
1346	самые эти	1	1
1347	между собою	5	1
1348	чтобы быть	2	1
1349	представляет собою	2	1
1350	кто в	1	1
1351	случае не	1	1
1352	их всех	1	1
1353	этой цели	1	1
1354	которого уже	1	1
1355	эту точку	1	1
1356	с разными	1	1
1357	не переставал	1	1
1358	то из	3	1
1359	стремление к	1	1
1360	и впоследствии	1	1
1361	близким к	1	1
1362	отсутствия у	1	1
1363	не создает	1	1
1364	и оно	1	1
1365	даже что	1	1
1366	существование и	1	1
1367	этих элементов	1	1
1368	что тот	1	1
1369	и таким	1	1
1370	как все	1	1
1371	очень многие	1	1
1372	в создании	1	1
1373	связаны с	1	1
1374	еще одной	1	1
1375	на них	1	1
1376	оно может	1	1
1377	на место	1	1
1378	с остальными	1	1
1379	основанной на	1	1
1380	ними нет	1	1
1381	этом у	1	1
1382	на историю	1	1
1383	переворот в	1	1
1384	степени совершенства	1	1
1385	которую мы	1	1
1386	будет представлять	1	1
1387	ли в	1	1
1388	всю свою	1	1
1389	он принадлежит	1	1
1390	ни один	4	1
1391	земле в	1	1
1392	должны занять	1	1
1393	тут никакой	1	1
1394	доказать что	2	1
1395	ведь и	1	1
1396	тому времени	1	1
1397	сказали что	3	1
1398	в значительной	1	1
1399	преклонения перед	1	1
1400	ибо это	1	1
1401	у того	1	1
1402	от всех	1	1
1403	от тех	3	1
1404	всеми этими	2	1
1405	то направление	1	1
1406	свою историю	1	1
1407	гибель во	1	1
1408	каждый раз	1	1
1409	вере в	1	1
1410	конечно в	2	1
1411	факт что	4	1
1412	не следует	2	1
1413	даже при	1	1
1414	признавая их	1	1
1415	является причиной	1	1
1416	существование в	2	1
1417	признать что	4	1
1418	и всех	1	1
1419	всем этим	1	1
1420	все та	1	1
1421	сказано выше	3	1
1422	как из	1	1
1423	на вид	1	1
1424	гордости и	1	1
1425	допустить что	1	1
1426	те которые	1	1
1427	что вследствие	1	1
1428	с большой	1	1
1429	не осталось	1	1
1430	указаний на	1	1
1431	было принято	2	1
1432	являются не	1	1
1433	от времени	2	1
1434	тем чтобы	2	1
1435	или иной	1	1
1436	той ступени	1	1
1437	и дальше	2	1
1438	начинать с	1	1
1439	было невозможно	1	1
1440	из самых	1	1
1441	понятно поэтому	1	1
1442	что особенно	1	1
1443	только эти	1	1
1444	эти темы	1	1
1445	все более	1	1
1446	весьма существенные	1	1
1447	важную роль	1	1
1448	развитию все	1	1
1449	для этого	7	1
1450	таким же	3	1
1451	что такие	2	1
1452	языке а	1	1
1453	не надо	3	1
1454	в который	1	1
1455	вообще к	1	1
1456	быть самым	1	1
1457	мира в	1	1
