N	2gram	Voloshinov	Formalny
1261	не переходя	1	1
1262	с техникой	1	1
1263	не приблизимся	1	1
1264	них и	1	1
1265	структурного элемента	1	1
1266	его смыслового	1	1
1267	со словами	1	1
1268	называемый формальный	1	1
1269	искусствоведения наиболее	1	1
1270	его почвы	1	1
1271	является таким	1	1
1272	в свои	1	1
1273	слова но	2	1
1274	не довлеет	2	1
1275	могут выйти	1	1
1276	этого нельзя	1	1
1277	следствием того	1	1
1278	этого развития	1	1
1279	этого выбора	1	1
1280	положение в	1	1
1281	это основное	1	1
1282	далее мы	1	1
1283	а художественного	1	1
1284	есть в	1	1
1285	можно выставить	1	1
1286	со своею	1	1
1287	продукты идеологического	1	1
1288	есть уже	2	1
1289	бы мы	3	1
1290	и художественного	1	1
1291	помощью материала	1	1
1292	конечно эта	1	1
1293	фактором и	1	1
1294	но особенно	1	1
1295	дело и	1	1
1296	и вообще	3	1
1297	совершенно ясно	1	1
1298	более подробно	1	1
1299	и всесторонне	1	1
1300	на них	1	1
1301	мы попытаемся	1	1
1302	слово взятое	2	1
1303	высказывания так	2	1
1304	предмета высказывания	1	1
1305	каких бы	1	1
1306	как же	2	1
1307	тона в	1	1
1308	ей в	1	1
1309	то едва	1	1
1310	экономический базис	1	1
1311	так называемой	3	1
1312	может идти	1	1
1313	а из	1	1
1314	взаимоотношений и	1	1
1315	почти полностью	1	1
1316	степени не	1	1
1317	и согласно	1	1
1318	понятна и	1	1
1319	на другое	1	1
1320	такого анализа	1	1
1321	оценок это	1	1
1322	особый тип	1	1
1323	искусством и	1	1
1324	частности в	1	1
1325	лишенным всякого	1	1
1326	как явление	1	1
1327	можно найти	2	1
1328	формах их	1	1
1329	важна здесь	1	1
1330	у нее	1	1
1331	смысл высказывания	1	1
1332	идет речь	1	1
1333	бы по	1	1
1334	и особенности	1	1
1335	этого основного	1	1
1336	с так	1	1
1337	между формой	1	1
1338	стиле и	1	1
1339	отнесенности к	1	1
1340	в высшую	1	1
1341	так можно	1	1
1342	должны искать	1	1
1343	которые в	1	1
1344	языке мы	1	1
1345	она находит	1	1
1346	и конкретного	1	1
1347	нам известна	1	1
1348	бытия и	1	1
1349	как часто	1	1
1350	воздействует на	3	1
1351	определить как	1	1
1352	не отвечает	1	1
1353	слушателя и	2	1
1354	каждый момент	2	1
1355	взаимодействие литературы	1	1
1356	и оно	1	1
1357	а эти	1	1
1358	определяют его	1	1
1359	художественное творчество	1	1
1360	им не	2	1
1361	с соответствующими	1	1
1362	эти взаимоотношения	1	1
1363	специфической социальной	1	1
1364	значение смысл	1	1
1365	художественное значение	1	1
