N	2gram	Propp_Isto	Marksizm
1314	что им	3	1
1315	все равно	3	1
1316	были все	1	1
1317	не создает	1	1
1318	нисколько не	1	1
1319	именно эта	1	1
1320	или их	1	1
1321	не стал	1	1
1322	и другим	1	1
1323	его же	1	1
1324	что тот	1	1
1325	эту действительность	1	1
1326	особенно в	2	1
1327	разнообразных формах	1	1
1328	определенном направлении	1	1
1329	дать нам	1	1
1330	но конечно	2	1
1331	его еще	2	1
1332	другом случае	3	1
1333	ему не	1	1
1334	эти же	1	1
1335	этого он	1	1
1336	и необходима	1	1
1337	и эти	5	1
1338	уступает место	1	1
1339	только к	1	1
1340	честности и	1	1
1341	с сохранением	1	1
1342	он говорит	1	1
1343	на один	2	1
1344	может возникнуть	1	1
1345	и толстой	2	1
1346	ни один	2	1
1347	смену ему	1	1
1348	а из	1	1
1349	тому как	3	1
1350	здесь можно	10	1
1351	это для	1	1
1352	о социальной	1	1
1353	исследования в	1	1
1354	и во-вторых	1	1
1355	и может	1	1
1356	пр есть	1	1
1357	характерно для	2	1
1358	роль которую	3	1
1359	к тем	2	1
1360	но она	2	1
1361	выйти за	2	1
1362	в человеческом	2	1
1363	пор не	1	1
1364	самое что	1	1
1365	так чтобы	1	1
1366	случаях когда	2	1
1367	сильны в	1	1
1368	или его	2	1
1369	принадлежит и	1	1
1370	дать ему	1	1
1371	время они	2	1
1372	можно найти	8	1
1373	этих случаях	14	1
1374	к которой	1	1
1375	человека и	1	1
1376	на всю	1	1
1377	у нее	4	1
1378	в сказочной	1	1
1379	входить в	1	1
1380	уже очень	1	1
1381	еще на	2	1
1382	он их	1	1
1383	вступают в	4	1
1384	отношение к	4	1
1385	к ней	4	1
1386	этого нет	1	1
1387	которой можно	1	1
1388	орудий и	1	1
1389	наконец что	1	1
1390	переходом на	3	1
1391	в плане	1	1
1392	них нет	1	1
1393	дело здесь	1	1
1394	иных форм	2	1
1395	тихо и	1	1
1396	данное явление	1	1
1397	он обычно	1	1
1398	на следующее	1	1
1399	к новому	1	1
1400	как будто	2	1
1401	людей на	1	1
1402	и дом	1	1
1403	только после	2	1
1404	чем та	1	1
1405	коллектива в	1	1
1406	если на	1	1
1407	вперед а	1	1
1408	эти новые	2	1
1409	не сам	1	1
1410	для этого	1	1
1411	здесь они	2	1
1412	и обратно	1	1
1413	и совершенно	1	1
1414	еще тем	1	1
1415	в лице	2	1
1416	к богу	2	1
1417	не можем	2	1
1418	героя но	1	1
1419	вот эту	1	1
