N	2gram	Vinokur_Ku	formyVre
1303	может сочетаться	1	1
1304	через посредство	3	1
1305	этого понятия	1	1
1306	видел и	1	1
1307	то специфическое	1	1
1308	на те	3	1
1309	уже внутри	1	1
1310	от ошибок	1	1
1311	что это	11	1
1312	до некоторой	1	1
1313	одни из	1	1
1314	общее замечание	1	1
1315	он что	1	1
1316	иное значение	1	1
1317	никак не	5	1
1318	для борьбы	1	1
1319	одном и	1	1
1320	из которых	3	1
1321	его во	1	1
1322	интерес к	1	1
1323	здесь с	1	1
1324	с греческим	1	1
1325	и делает	1	1
1326	для человека	1	1
1327	это есть	2	1
1328	сводится к	3	1
1329	под этим	2	1
1330	связанная с	2	1
1331	и первый	1	1
1332	исключительно лишь	2	1
1333	самого и	1	1
1334	должен был	1	1
1335	и приобретает	1	1
1336	этого процесса	2	1
1337	о природе	1	1
1338	этой точки	4	1
1339	вместо того	1	1
1340	есть проблема	1	1
1341	не более	1	1
1342	отличаются от	1	1
1343	и одновременно	1	1
1344	еще о	1	1
1345	и единство	1	1
1346	свои термины	1	1
1347	могло не	1	1
1348	в моем	1	1
1349	следовательно в	1	1
1350	возможны различные	1	1
1351	степень этой	1	1
1352	классической эпохи	1	1
1353	обозначить как	1	1
1354	имеет дело	1	1
1355	превращаются в	1	1
1356	на месте	2	1
1357	из уст	1	1
1358	значение всего	1	1
1359	выходит за	2	1
1360	присутствует в	1	1
1361	она и	1	1
1362	с повторяющимися	1	1
1363	в отмеченных	1	1
1364	мы встречаемся	1	1
1365	как о	2	1
1366	как не	4	1
1367	есть нечто	2	1
1368	от чего	1	1
1369	с такими	2	1
1370	исключительной ясностью	1	1
1371	состояло в	1	1
1372	и просто	1	1
1373	in adjecto	1	1
1374	это само	1	1
1375	в словах	1	1
1376	приводит к	3	1
1377	форма слова	2	1
1378	не будь	1	1
1379	нас интересует	1	1
1380	роли в	3	1
1381	собою в	1	1
1382	не до	1	1
1383	значение именно	1	1
1384	оттенки в	1	1
1385	тем я	1	1
1386	на своем	1	1
1387	но с	2	1
1388	дальше и	1	1
1389	с громадным	1	1
1390	не оказалось	1	1
1391	в любой	1	1
1392	распалась на	1	1
1393	тесной связи	1	1
1394	упоминает о	1	1
1395	для сравнения	1	1
1396	делает их	1	1
1397	не нужен	1	1
1398	мира здесь	1	1
1399	особенность этого	1	1
1400	сказки и	1	1
1401	значение на	1	1
1402	погоне за	1	1
1403	обратная сторона	1	1
1404	этой традиции	1	1
1405	и основные	1	1
1406	тотчас же	1	1
1407	в общественных	1	1
1408	на той	1	1
1409	сопоставлении с	1	1
1410	связана с	1	1
1411	по земле	1	1
1412	не должно	2	1
1413	и заниматься	1	1
1414	это все	2	1
1415	здесь за	1	1
1416	быть не	2	1
1417	них как	1	1
1418	из его	1	1
1419	тех пор	2	1
1420	в современном	3	1
1421	развития и	1	1
1422	не у	1	1
1423	войной и	1	1
1424	что если	4	1
1425	каждой из	1	1
1426	народа и	1	1
1427	и больше	1	1
1428	всего на	1	1
1429	но основной	1	1
1430	и вся	1	1
1431	темой здесь	1	1
1432	смысл который	1	1
1433	найти не	1	1
1434	в особую	1	1
1435	здесь о	1	1
1436	слов и	2	1
1437	в письмах	1	1
1438	у других	1	1
1439	подобного рода	4	1
1440	рано или	2	1
1441	как невозможно	1	1
1442	процесс не	1	1
1443	что можно	4	1
1444	так называемого	1	1
1445	характерно здесь	1	1
1446	еще один	3	1
1447	разумеется и	2	1
1448	которому мы	1	1
1449	в данных	2	1
1450	их значение	1	1
1451	стороны ее	1	1
1452	она может	1	1
1453	новые и	1	1
1454	конца и	1	1
1455	в погоне	1	1
1456	ведь каждый	1	1
1457	прямое и	1	1
1458	забывать что	1	1
1459	предмет нашего	1	1
1460	том самом	1	1
1461	на этот	4	1
1462	редко и	1	1
1463	быта в	1	1
1464	их вообще	1	1
1465	как во	1	1
1466	говоря об	2	1
1467	воспитания у	1	1
1468	это просто	3	1
1469	какие бы	1	1
1470	только с	1	1
1471	или поздно	2	1
1472	дает в	1	1
1473	в настоящее	2	1
1474	а вместе	1	1
1475	формы как	1	1
1476	но есть	2	1
1477	от всякого	1	1
1478	этого термина	4	1
1479	как к	2	1
1480	не знают	2	1
1481	соображение что	1	1
1482	вместе со	2	1
1483	в свое	4	1
1484	лучше чем	1	1
1485	что оно	6	1
1486	что ему	1	1
1487	я так	1	1
1488	которым он	1	1
1489	конкретный характер	1	1
1490	же люди	1	1
1491	основного сюжета	1	1
1492	гоголю и	1	1
1493	но прежде	1	1
1494	свидетельствует о	3	1
1495	исторической жизни	2	1
1496	имеет еще	1	1
1497	о значении	2	1
1498	и норму	1	1
1499	что значит	2	1
1500	себе они	1	1
1501	для всякого	1	1
1502	от которого	1	1
1503	нас здесь	1	1
1504	а это	5	1
1505	он и	1	1
1506	беседу с	1	1
1507	сфера которой	1	1
1508	о нем	2	1
1509	нам еще	1	1
1510	же явления	1	1
1511	части романа	1	1
1512	обороты речи	1	1
1513	встретим и	1	1
1514	на самом	3	1
1515	богатство и	1	1
1516	сознания и	1	1
1517	а все	2	1
1518	смысле этого	5	1
1519	слово в	2	1
1520	бытие и	1	1
1521	более широким	1	1
1522	в виде	1	1
1523	под тем	1	1
1524	было создано	1	1
1525	после этих	1	1
1526	вне этой	1	1
1527	и гораздо	1	1
1528	борьбу с	1	1
1529	к изменению	1	1
1530	он конечно	1	1
1531	говорим о	3	1
1532	значит в	1	1
1533	когда оно	2	1
1534	наших дней	1	1
1535	за этим	2	1
1536	уже первые	1	1
1537	о характере	2	1
1538	всегда есть	1	1
1539	уже совершенно	1	1
1540	здесь даже	1	1
1541	и индивидуального	1	1
1542	в обычном	3	1
1543	указывает на	2	1
1544	чтобы быть	2	1
1545	особую систему	1	1
1546	в ряде	2	1
1547	и без	2	1
1548	традиции в	3	1
1549	лишь с	3	1
1550	следовало бы	2	1
1551	не подлежит	1	1
1552	не понятое	1	1
1553	понимании этого	1	1
1554	бы нам	1	1
1555	имеется в	1	1
1556	жизнью в	1	1
1557	которые являются	1	1
1558	то под	2	1
1559	вероятно не	1	1
1560	по его	1	1
1561	нисколько не	6	1
1562	применении к	1	1
1563	к вам	1	1
1564	или менее	3	1
1565	а так	1	1
1566	например такие	1	1
1567	совершенно ясно	2	1
1568	другом случае	1	1
1569	были связаны	1	1
1570	в области	15	1
1571	что эти	4	1
1572	к одному	2	1
1573	сказать и	1	1
1574	без всякой	1	1
1575	еще до	1	1
1576	достаточно для	1	1
1577	тем чем	1	1
1578	и живой	1	1
1579	в эти	1	1
1580	что от	1	1
1581	за то	1	1
1582	в прямой	2	1
1583	xx века	1	1
1584	ему нужно	3	1
1585	это мне	1	1
1586	же к	1	1
1587	которую мы	1	1
1588	но кроме	1	1
1589	в наши	2	1
1590	деле может	1	1
1591	это как	2	1
1592	жизни для	1	1
1593	так называемой	2	1
1594	категории в	1	1
1595	языке в	1	1
1596	назвать его	1	1
1597	здесь однако	1	1
1598	а из	1	1
1599	здесь можно	2	1
1600	с полным	2	1
1601	в акте	1	1
1602	бы назвать	1	1
1603	в теории	1	1
1604	обстоит дело	1	1
1605	на такие	2	1
1606	с совершенно	1	1
1607	это для	1	1
1608	конце концов	3	1
1609	дело не	4	1
1610	во второй	1	1
1611	когда он	4	1
1612	природу вещей	1	1
1613	что касается	4	1
1614	к тем	1	1
1615	бы например	2	1
1616	именно к	1	1
1617	свою жизнь	1	1
1618	в поэме	1	1
1619	увы они	1	1
1620	он за	1	1
1621	существу же	1	1
1622	только у	1	1
1623	быть как	1	1
1624	говоря о	1	1
1625	явлений в	2	1
1626	в нашей	4	1
1627	это также	1	1
1628	одном ряду	1	1
1629	не следует	6	1
1630	например и	1	1
1631	эта проблема	1	1
1632	только то	2	1
1633	пр и	2	1
1634	от того	5	1
1635	этих случаях	2	1
1636	и часто	1	1
1637	ли этот	1	1
1638	которые всегда	1	1
1639	пример с	1	1
1640	рассматривать как	1	1
1641	в большой	1	1
1642	относятся только	1	1
1643	политические и	1	1
1644	в литературном	1	1
1645	у самого	1	1
1646	форма как	1	1
1647	та или	1	1
1648	все больше	1	1
1649	с современными	2	1
1650	все содержание	1	1
1651	даже для	2	1
1652	может показаться	1	1
1653	относится в	1	1
1654	его зрелости	1	1
1655	такой же	1	1
1656	сводится все	1	1
1657	на то	6	1
1658	новые отношения	1	1
1659	нуждается в	5	1
1660	же это	2	1
1661	это в	1	1
1662	может и	2	1
1663	ведь и	2	1
1664	эти новые	1	1
1665	лучшем случае	1	1
1666	противоречии с	2	1
1667	таким же	1	1
1668	после смерти	1	1
1669	заявил что	1	1
1670	тесно связанная	1	1
1671	пассивным и	1	1
1672	слова в	7	1
1673	в предметном	1	1
1674	все подобного	1	1
1675	совершается в	1	1
1676	и никак	1	1
1677	меньше чем	2	1
