N	2gram	Bakhtin_Pr	Komedia
1317	мысль в	1	1
1318	как художественный	1	1
1319	подойти к	1	1
1320	себе дело	1	1
1321	он считал	2	1
1322	этих словах	1	1
1323	все остальное	2	1
1324	себе его	2	1
1325	и повсюду	1	1
1326	об этих	2	1
1327	подходе к	2	1
1328	кажется одно	1	1
1329	всю жизнь	1	1
1330	в противном	1	1
1331	она только	1	1
1332	бы быть	3	1
1333	свои силы	1	1
1334	поэтического творчества	2	1
1335	ибо в	2	1
1336	там где	12	1
1337	о тебе	1	1
1338	приходится признать	1	1
1339	за себя	2	1
1340	в трактовке	1	1
1341	или иного	1	1
1342	себе как	1	1
1343	не соглашается	1	1
1344	он должен	1	1
1345	одного и	2	1
1346	вообще нет	1	1
1347	становится объектом	1	1
1348	предположение о	1	1
1349	живет на	1	1
1350	не отличается	1	1
1351	и самый	1	1
1352	говорить с	1	1
1353	и сами	1	1
1354	любви и	1	1
1355	в статье	1	1
1356	можно только	1	1
1357	для самого	2	1
1358	в особенности	2	1
1359	себе самом	9	1
1360	нет а	1	1
1361	преступления и	2	1
1362	нет ли	2	1
1363	романа с	2	1
1364	в последующих	2	1
1365	в содержании	1	1
1366	и против	1	1
1367	он уже	2	1
1368	начинается и	1	1
1369	всеми ее	1	1
1370	они и	3	1
1371	от жизни	1	1
1372	по форме	1	1
1373	пускается в	1	1
1374	как с	1	1
1375	был очень	1	1
1376	из прототипов	1	1
1377	то есть	64	1
1378	на совершенно	1	1
1379	по замыслу	1	1
1380	на западе	2	1
1381	жизни а	2	1
1382	самой жизни	2	1
1383	одного или	1	1
1384	оно могло	1	1
1385	сообщением о	1	1
1386	смысле слова	1	1
1387	из таких	1	1
1388	не идет	1	1
1389	своих героев	5	1
1390	и далее	1	1
1391	мысль не	3	1
1392	правда у	1	1
1393	не находим	1	1
1394	и должен	1	1
1395	его видит	1	1
1396	всех других	1	1
1397	наибольший интерес	1	1
1398	альфы до	1	1
1399	о творчестве	1	1
1400	бы привести	1	1
1401	пока люди	1	1
1402	что сам	1	1
1403	он действует	1	1
1404	утверждает что	1	1
1405	зрения ее	1	1
1406	он почти	1	1
1407	сами они	1	1
1408	подходит к	5	1
1409	разобраться в	2	1
1410	поэтому она	1	1
1411	человека во	1	1
1412	целом ряде	3	1
1413	и вполне	2	1
1414	под этим	2	1
1415	иные как	1	1
1416	свою любовь	1	1
1417	слова мы	1	1
1418	и сделать	2	1
1419	поэтому и	3	1
1420	как вы	4	1
1421	тон в	1	1
1422	всех четырех	1	1
1423	но только	3	1
1424	все то	5	1
1425	семейная жизнь	1	1
1426	оказывается в	1	1
1427	находим у	1	1
1428	самим собой	1	1
1429	с таким	1	1
1430	мы остановимся	3	1
1431	в ходу	1	1
1432	ведь она	1	1
1433	веры в	1	1
1434	такими и	1	1
1435	человека как	1	1
1436	и действительно	1	1
1437	во множестве	1	1
1438	героев и	7	1
1439	из тех	3	1
1440	пор еще	1	1
1441	взаимоотношения с	2	1
1442	если принять	1	1
1443	на отношения	1	1
1444	живого человека	1	1
1445	дает как	1	1
1446	необходимости в	1	1
1447	построении его	1	1
1448	в слове	1	1
1449	не приводит	1	1
1450	них он	1	1
1451	правда не	1	1
1452	современности в	1	1
1453	быть назван	1	1
1454	понимаешь что	1	1
1455	в сравнительно	1	1
1456	нем только	1	1
1457	данном случае	3	1
1458	для героев	1	1
1459	эта борьба	1	1
1460	в нее	1	1
1461	при всех	1	1
1462	этот образ	1	1
1463	чтобы убедиться	1	1
1464	суждений о	1	1
1465	на своем	2	1
1466	ничего общего	1	1
1467	к уже	1	1
1468	автор не	5	1
1469	в художественном	5	1
1470	по крайней	3	1
1471	к той	2	1
1472	сразу и	1	1
1473	друг против	2	1
1474	все они	4	1
1475	к индивидуальному	1	1
1476	не давая	2	1
1477	есть все	1	1
1478	речей и	1	1
1479	как художественное	1	1
1480	образом все	2	1
1481	то он	3	1
1482	всем этом	1	1
1483	что получил	1	1
1484	различных по	1	1
1485	бы с	1	1
1486	самих в	1	1
1487	о последней	1	1
1488	между несколькими	1	1
1489	как целое	2	1
1490	в очень	1	1
1491	в братьях	3	1
1492	не имеют	1	1
1493	он делает	1	1
1494	со всех	2	1
1495	знал бы	1	1
1496	в е	2	1
1497	совпадает с	3	1
1498	не любил	1	1
1499	задний план	1	1
1500	в значительной	1	1
1501	грани и	1	1
1502	последнего периода	1	1
1503	он является	1	1
1504	рассматривать как	1	1
1505	и независимо	1	1
1506	пока я	1	1
1507	человека от	2	1
1508	и тогда	1	1
1509	нашей работы	1	1
1510	не у	4	1
1511	он старается	1	1
1512	с большой	1	1
1513	всего на	1	1
1514	не могло	1	1
1515	значение для	2	1
1516	идея не	1	1
1517	какую бы	2	1
1518	чтобы она	1	1
1519	о своем	2	1
1520	от других	2	1
1521	его судьба	1	1
1522	ее с	3	1
1523	он по	1	1
1524	в мир	4	1
1525	идеи в	12	1
1526	более далекого	1	1
1527	в совершенно	2	1
1528	теперь не	1	1
1529	при помощи	1	1
1530	стр этот	1	1
1531	им в	4	1
1532	в творчестве	6	1
1533	сюжетов и	1	1
1534	как свой	2	1
1535	автора в	4	1
1536	не употребляет	1	1
1537	как особая	1	1
1538	о способах	2	1
1539	статьи в	2	1
1540	его восприятие	1	1
1541	его художественного	6	1
1542	проявляется в	2	1
1543	что впервые	1	1
1544	что совершается	1	1
1545	объединяются в	1	1
1546	в самую	2	1
1547	произведения и	2	1
1548	себя самого	5	1
1549	к миру	1	1
1550	он может	4	1
1551	него самого	3	1
1552	этого слова	3	1
1553	уж говорить	1	1
1554	для этих	1	1
1555	менее и	1	1
1556	из участников	1	1
1557	видят в	1	1
1558	наконец он	1	1
1559	появляется в	1	1
1560	не видит	1	1
1561	нельзя сказать	1	1
1562	испытать свои	1	1
1563	из него	1	1
1564	не из	3	1
1565	что дал	1	1
1566	входящих в	2	1
1567	и обычно	1	1
1568	основных принципов	1	1
1569	особый характер	1	1
1570	точку зрения	9	1
1571	последнего времени	1	1
1572	иногда в	1	1
1573	другого и	1	1
1574	внешнее и	1	1
1575	его можно	1	1
1576	меня не	1	1
1577	и каждый	1	1
1578	всего творчества	1	1
1579	заставляет его	2	1
1580	самое слово	2	1
1581	ему жизни	1	1
1582	будто он	1	1
1583	не знают	2	1
1584	есть кто	1	1
1585	благоприятные условия	1	1
1586	следить за	1	1
1587	и видят	1	1
1588	то они	2	1
1589	своим героям	1	1
1590	различны в	1	1
1591	значение в	1	1
1592	после которого	1	1
1593	и проявления	1	1
1594	выходит за	2	1
1595	его героев	6	1
1596	ни с	1	1
1597	дальнейшее развитие	2	1
1598	и того	1	1
1599	в угоду	1	1
1600	обе эти	1	1
1601	для всякого	1	1
1602	пределах того	1	1
1603	всех возможных	1	1
1604	это отчасти	1	1
1605	нас здесь	1	1
1606	одного произведения	1	1
1607	ничего кроме	1	1
1608	многие стороны	1	1
1609	только его	1	1
1610	будет ли	1	1
1611	доступна только	1	1
1612	как у	4	1
1613	может показаться	1	1
1614	и всегда	1	1
1615	обосновывает свою	1	1
1616	в каком-нибудь	1	1
1617	из своих	1	1
1618	на самом	5	1
1619	лицом к	1	1
1620	он становится	1	1
1621	и второе	1	1
1622	на которой	2	1
1623	смысле этого	2	1
1624	быть лишь	1	1
1625	создать из	1	1
1626	не допускает	1	1
1627	его предшественники	1	1
1628	разумеется все	1	1
1629	далека от	1	1
1630	из любимейших	1	1
1631	только он	2	1
1632	и большого	1	1
1633	непосредственно в	2	1
1634	герою в	4	1
1635	и единственного	1	1
1636	в диалог	2	1
1637	этом не	1	1
1638	его любовь	1	1
1639	этот рассказ	1	1
1640	дело в	1	1
1641	та же	1	1
1642	же по	3	1
1643	да так	1	1
1644	их взаимоотношения	1	1
1645	и другое	1	1
1646	другой и	1	1
1647	этих условиях	2	1
1648	когда все	1	1
1649	кому я	1	1
1650	и идеологические	1	1
1651	опирался на	1	1
1652	в сферу	1	1
1653	сама по	3	1
1654	словом и	2	1
1655	ведь он	2	1
1656	из конкретных	1	1
1657	из положения	1	1
1658	мира а	1	1
1659	несколько часов	2	1
1660	является по	1	1
1661	было до	1	1
1662	говорить об	2	1
1663	могла быть	1	1
1664	если и	2	1
1665	или даже	2	1
1666	и социальная	1	1
1667	можно выразить	1	1
1668	общественных отношений	1	1
1669	введенные в	1	1
1670	почти во	1	1
1671	противном случае	1	1
1672	мира и	8	1
1673	не от	2	1
1674	на одном	1	1
1675	в соединении	1	1
1676	показать истинную	1	1
1677	его воли	1	1
1678	та или	1	1
1679	против друга	2	1
1680	и художественного	1	1
1681	по самой	1	1
1682	в условиях	4	1
1683	но уже	1	1
1684	более широкое	1	1
1685	ему как	1	1
1686	а так	1	1
1687	действующие лица	1	1
1688	в создании	1	1
1689	человеческого мышления	1	1
1690	дела до	1	1
1691	бы это	1	1
1692	но конечно	3	1
1693	выражение и	1	1
1694	другом случае	2	1
1695	эти же	2	1
1696	основе его	1	1
1697	не считал	1	1
1698	наиболее яркое	1	1
1699	которая как	1	1
1700	интересующей нас	1	1
1701	от первого	2	1
1702	того или	1	1
1703	отсюда же	2	1
1704	равно что	1	1
1705	и эти	1	1
1706	это конечно	1	1
1707	только к	1	1
1708	в полной	1	1
1709	тут и	2	1
1710	каждая из	1	1
1711	не укладывается	2	1
1712	который был	1	1
1713	в предисловии	1	1
1714	хотя конечно	1	1
1715	на задний	1	1
1716	его произведениях	3	1
1717	случае если	1	1
1718	о произведениях	1	1
1719	не могу	1	1
1720	диалектике и	1	1
1721	позволяет ему	2	1
1722	он принимает	1	1
1723	ни один	5	1
1724	определяет все	2	1
1725	и ни	1	1
1726	который мы	2	1
1727	о возможности	1	1
1728	характерен для	1	1
1729	все должно	3	1
1730	при ознакомлении	1	1
1731	части и	1	1
1732	мы должны	6	1
1733	облик и	1	1
1734	в искусстве	2	1
1735	быть и	1	1
1736	и слова	1	1
1737	которое только	1	1
1738	только их	1	1
1739	можно конечно	1	1
1740	в прошлом	1	1
1741	из контекста	1	1
1742	в науке	2	1
1743	отказ от	1	1
1744	от земли	1	1
1745	ним как	1	1
1746	очень интересный	1	1
1747	стороны его	3	1
1748	слова совершенно	1	1
1749	ним не	1	1
1750	этого образа	1	1
1751	и умер	1	1
1752	что опять	1	1
1753	думать что	1	1
1754	смысл его	2	1
1755	сомнений но	1	1
1756	и всех	2	1
1757	раз дело	1	1
1758	этой работы	2	1
1759	последнее слово	10	1
1760	как их	3	1
1761	с различными	1	1
1762	в книге	4	1
1763	и нашел	1	1
1764	по всей	1	1
1765	какой мы	1	1
1766	в большой	3	1
1767	том чего	1	1
1768	которой можно	2	1
1769	само по	4	1
1770	самой своей	1	1
1771	во многом	1	1
1772	следует только	1	1
1773	на твердом	2	1
1774	по месту	1	1
1775	как для	1	1
1776	можно сказать	3	1
1777	диалога с	1	1
1778	даже как	1	1
1779	мы бы	1	1
1780	речь и	1	1
1781	знает он	1	1
1782	обращаться к	1	1
1783	действительно не	1	1
1784	голоса не	1	1
1785	в чисто	2	1
1786	них-то и	1	1
1787	или иной	3	1
1788	времени у	1	1
1789	детей не	1	1
1790	происходит в	1	1
1791	достаточны для	2	1
1792	и прежде	2	1
1793	мы слышим	2	1
1794	свою речь	1	1
1795	их на	1	1
1796	хотя он	1	1
1797	же это	2	1
1798	человек не	1	1
1799	может и	1	1
1800	от ответственности	1	1
1801	таковой и	1	1
1802	лучшем случае	3	1
1803	он иногда	1	1
1804	и имел	1	1
1805	персонажей и	1	1
1806	сделать их	1	1
1807	для эпохи	1	1
1808	и ничего	1	1
1809	а пока	1	1
1810	эпохи и	1	1
1811	не можем	1	1
1812	себе и	3	1
1813	и наконец	5	1
1814	за своим	1	1
1815	автора и	7	1
1816	момент его	3	1
1817	возможна только	1	1
