N	2gram	Tiupa_Disk	Istorich
1312	людям которые	1	1
1313	сказки уже	1	1
1314	есть оказывается	1	1
1315	этого характера	1	1
1316	действительности а	1	1
1317	состоит не	1	1
1318	той последовательности	1	1
1319	было и	1	1
1320	в жизнь	1	1
1321	она же	1	1
1322	к художественной	2	1
1323	здесь возможны	1	1
1324	не согласиться	1	1
1325	от целого	1	1
1326	человека не	1	1
1327	текста это	1	1
1328	в цикле	2	1
1329	и иных	1	1
1330	времени в	3	1
1331	что вся	1	1
1332	должна была	1	1
1333	она еще	1	1
1334	это представляется	1	1
1335	мы все	2	1
1336	может служить	2	1
1337	для данного	3	1
1338	и сюжет	1	1
1339	для своей	1	1
1340	этом по	1	1
1341	от своей	1	1
1342	котором нет	1	1
1343	древнее но	1	1
1344	изнутри в	1	1
1345	за рамки	2	1
1346	отношении сказки	1	1
1347	точке зрения	2	1
1348	всей ситуации	1	1
1349	для превращения	1	1
1350	в значительной	3	1
1351	я с	2	1
1352	покоя и	1	1
1353	места для	1	1
1354	которая пока	1	1
1355	приобщения к	1	1
1356	по-видимому в	1	1
1357	историй о	1	1
1358	в противном	1	1
1359	понятие о	3	1
1360	этому я	1	1
1361	строго говоря	3	1
1362	или сказки	2	1
1363	таковой в	1	1
1364	старости и	1	1
1365	говорит как	1	1
1366	или иным	1	1
1367	свою голову	1	1
1368	их мысли	1	1
1369	иначе говоря	5	1
1370	совершенно иными	1	1
1371	и представляет	2	1
1372	этой книги	1	1
1373	самого героя	1	1
1374	как такового	1	1
1375	у самых	1	1
1376	даже к	1	1
1377	собой исторически	1	1
1378	магическое слово	1	1
1379	в явлениях	1	1
1380	по большей	1	1
1381	было происходить	1	1
1382	общения с	4	1
1383	в особое	1	1
1384	два значения	1	1
1385	в ситуации	4	1
1386	или иному	1	1
1387	или иную	1	1
1388	все но	1	1
1389	самых общих	1	1
1390	это слово	1	1
1391	определенной стадии	1	1
1392	иного рода	1	1
1393	лица и	1	1
1394	рассказы которые	1	1
1395	рода или	1	1
1396	можно признать	2	1
1397	этом так	1	1
1398	живет и	1	1
1399	впоследствии на	1	1
1400	человеку а	1	1
1401	из важнейших	2	1
1402	и приводит	1	1
1403	по аналогии	2	1
1404	вхождения в	1	1
1405	рассмотренных выше	2	1
1406	назвали бы	1	1
1407	пример из	1	1
1408	и всю	1	1
1409	сказки или	2	1
1410	или иная	1	1
1411	формы для	1	1
1412	но такая	1	1
1413	свои специфические	1	1
1414	рассказывание и	1	1
1415	места где	1	1
1416	всего он	1	1
1417	к прежнему	1	1
1418	того и	2	1
1419	не знала	1	1
1420	на границе	1	1
1421	не требует	3	1
1422	магическое действие	1	1
1423	город и	1	1
1424	из головы	1	1
1425	что хотя	1	1
1426	я на	1	1
1427	утверждая что	1	1
1428	мн др	3	1
1429	если оно	1	1
1430	более позднем	1	1
1431	этого утверждать	1	1
1432	другом и	1	1
1433	нами не	1	1
1434	неотделимо от	3	1
1435	широкого круга	1	1
1436	близко к	1	1
1437	и собственно	2	1
1438	слуги в	1	1
1439	человека как	1	1
1440	тексты которые	1	1
1441	всякое явление	1	1
1442	речи и	2	1
1443	и весьма	2	1
1444	как объект	1	1
1445	мире на	1	1
1446	на фольклор	1	1
1447	и является	1	1
1448	и большом	1	1
1449	перед лицом	2	1
1450	из нас	1	1
1451	в историческом	2	1
1452	также при	1	1
1453	эмпиризма и	1	1
1454	другой это	1	1
1455	этот период	1	1
1456	позднейшее явление	1	1
1457	его живой	1	1
1458	целом и	1	1
1459	тот или	2	1
1460	знанием или	1	1
1461	но прежде	1	1
1462	важное обстоятельство	1	1
1463	будут рассмотрены	1	1
1464	и мотивы	1	1
1465	однако по	1	1
1466	она носила	1	1
1467	за год	1	1
1468	деревни а	1	1
1469	человека для	1	1
1470	вытекающим из	1	1
1471	собой по	1	1
1472	также имеются	1	1
1473	следы и	1	1
1474	чрезвычайно сложный	1	1
1475	по нескольку	1	1
1476	себе как	1	1
1477	бы я	1	1
1478	определен и	1	1
1479	к результату	1	1
1480	мире как	1	1
1481	это по	1	1
1482	и сами	1	1
1483	и мн	3	1
1484	за ее	1	1
1485	типа эти	1	1
1486	этому времени	1	1
1487	текстов из	1	1
1488	а своего	1	1
1489	работа представляет	1	1
1490	здесь носит	1	1
1491	текст в	1	1
1492	i это	1	1
1493	жизни а	2	1
1494	исторического бытия	3	1
1495	из рассказов	1	1
1496	его происхождением	1	1
1497	упоминаемые в	1	1
1498	к выводу	1	1
1499	из нескольких	1	1
1500	не признает	1	1
1501	свою принадлежность	1	1
1502	и создает	1	1
1503	только еще	1	1
1504	этих текстов	1	1
1505	со всеми	1	1
1506	наиболее ранние	1	1
1507	с данным	1	1
1508	необходимо отметить	1	1
1509	целого но	1	1
1510	но об	1	1
1511	значения и	1	1
1512	мыслятся как	1	1
1513	много позднее	1	1
1514	в небо	1	1
1515	для подтверждения	1	1
1516	сказать все	1	1
1517	для каждого	1	1
1518	ли не	3	1
1519	верхний мир	2	1
1520	отнесены к	1	1
1521	не приводит	1	1
1522	ситуации при	1	1
1523	отчасти и	1	1
1524	до конца	2	1
1525	обычно оно	1	1
1526	при всех	1	1
1527	на русском	1	1
1528	второго лица	2	1
1529	жанров например	1	1
1530	произведениях как	1	1
1531	вообще по	1	1
1532	начинает меняться	1	1
1533	мира здесь	1	1
1534	нужно и	1	1
1535	не учитывать	1	1
1536	и состоит	2	1
1537	спине и	1	1
1538	можно рассматривать	1	1
1539	своей собственной	3	1
1540	которые однако	1	1
1541	с нами	1	1
1542	другим на	1	1
1543	этом пути	1	1
1544	данного цикла	1	1
1545	то все	1	1
1546	не замечали	1	1
1547	приводит в	1	1
1548	этого как	1	1
1549	которую он	1	1
1550	диаметрально противоположные	1	1
1551	которое затем	1	1
1552	в расчет	1	1
1553	не встречается	1	1
1554	должно происходить	1	1
1555	может ли	1	1
1556	мне к	1	1
1557	на две	1	1
1558	русском языке	1	1
1559	однако здесь	1	1
1560	сказка но	1	1
1561	птиц ни	1	1
1562	из первых	1	1
1563	и последующей	1	1
1564	мысли не	1	1
1565	же их	1	1
1566	позднее и	2	1
1567	до известной	2	1
1568	как предмет	1	1
1569	появляется в	1	1
1570	сближение но	1	1
1571	по этой	2	1
1572	последовательность событий	2	1
1573	предстает как	2	1
1574	исключительно в	1	1
1575	мировой истории	1	1
1576	не сообщает	1	1
1577	а своей	1	1
1578	к лицу	2	1
1579	которой у	1	1
1580	об их	1	1
1581	как нельзя	1	1
1582	мир в	1	1
1583	основе своей	4	1
1584	для художественного	2	1
1585	интересной и	1	1
1586	и кончая	1	1
1587	эти тексты	1	1
1588	не всякая	1	1
1589	эпизода в	1	1
1590	это вызывает	1	1
1591	вывод и	1	1
1592	на что	1	1
1593	что подобно	1	1
1594	ее а	1	1
1595	в определенном	1	1
1596	только его	1	1
1597	с достаточной	1	1
1598	этом в	2	1
1599	раз в	1	1
1600	полнотой и	1	1
1601	реальной действительности	1	1
1602	свой на	1	1
1603	пределах одной	1	1
1604	сама в	1	1
1605	открылась дверь	1	1
1606	и тому	1	1
1607	быть признано	1	1
1608	творец и	1	1
1609	за другими	1	1
1610	или где	1	1
1611	имелись в	1	1
1612	в исторический	1	1
1613	если и	1	1
1614	указывающие на	1	1
1615	противном случае	1	1
1616	на фоне	1	1
1617	рассказывает что	2	1
1618	свои формы	1	1
1619	мальчики и	1	1
1620	в условиях	1	1
1621	другие например	1	1
1622	началось с	1	1
1623	и без	2	1
1624	иной тип	1	1
1625	и другого	2	1
1626	бы это	2	1
1627	как формы	2	1
1628	возникают и	1	1
1629	лежит не	1	1
1630	к некоторой	2	1
1631	греко-римской античности	1	1
1632	некоторых его	1	1
1633	исторически в	1	1
1634	рассказ содержит	1	1
1635	и ни	1	1
1636	этого текста	1	1
1637	в поздних	1	1
1638	бы назвать	1	1
1639	одни и	1	1
1640	очевидно в	1	1
1641	и композиция	1	1
1642	к некоторому	1	1
1643	какой ситуации	1	1
1644	медведь или	1	1
1645	здесь представляет	1	1
1646	происходит от	2	1
1647	за которыми	2	1
1648	быту и	1	1
1649	тем или	1	1
1650	идет о	2	1
1651	это знание	1	1
1652	как выражение	1	1
1653	образа жизни	2	1
1654	сказках но	1	1
1655	где на	1	1
1656	художественного произведения	1	1
1657	а часто	1	1
1658	в голову	2	1
1659	или иной	8	1
1660	уже о	2	1
1661	которая и	2	1
1662	современном его	1	1
1663	или короче	1	1
1664	к работе	2	1
1665	она всецело	1	1
1666	из значений	1	1
1667	их отношении	1	1
1668	в той	2	1
1669	почву для	1	1
1670	необходимость такой	1	1
1671	всего это	1	1
1672	нем а	1	1
1673	человеческой жизни	2	1
1674	из сторон	1	1
1675	мир как	1	1
1676	предыдущей главе	1	1
1677	средних веков	1	1
1678	друга на	1	1
1679	следует ли	1	1
1680	сказки об	1	1
1681	как показывает	2	1
1682	в глазах	1	1
1683	однако и	2	1
1684	что делает	2	1
1685	к числу	2	1
1686	для возникновения	1	1
1687	как способ	2	1
1688	литературу но	1	1
1689	которое может	2	1
1690	в году	3	1
1691	речь только	1	1
1692	путем в	1	1
1693	не сможет	2	1
1694	параллель в	1	1
1695	быть названа	1	1
1696	могло и	1	1
1697	в первом	4	1
1698	на мир	1	1
1699	которого можно	1	1
1700	по их	1	1
1701	от всего	1	1
1702	же достаточно	1	1
1703	принадлежат к	3	1
1704	данный текст	1	1
1705	самому герою	1	1
1706	на определенной	1	1
1707	согласно которому	1	1
1708	выход из	1	1
1709	пролить свет	1	1
1710	к своим	3	1
1711	когда отец	1	1
1712	не абсолютна	1	1
1713	в эпических	1	1
1714	обращение к	2	1
1715	определяется не	2	1
1716	поездки в	1	1
1717	большей части	1	1
1718	действительности в	1	1
1719	при наличии	1	1
1720	его лицо	1	1
1721	дает себя	1	1
1722	как жанр	4	1
1723	его собственной	1	1
1724	имея в	3	1
1725	цель его	1	1
1726	в случае	2	1
1727	которых является	1	1
1728	в изучении	1	1
1729	они записаны	1	1
1730	но имеют	1	1
1731	которых она	1	1
1732	только своим	1	1
1733	тому на	1	1
1734	о потустороннем	1	1
1735	есть другая	1	1
1736	означает не	2	1
1737	в небытие	1	1
1738	греко-римская античность	1	1
1739	тексты это	1	1
1740	с магическими	1	1
1741	тем кто	2	1
1742	ничего нельзя	1	1
1743	сохраняется в	1	1
1744	живет еще	1	1
1745	параллельно с	1	1
1746	а со	1	1
1747	это прежде	3	1
1748	она сводится	1	1
1749	являются уже	1	1
1750	мыслится в	1	1
1751	это впрочем	1	1
1752	начало истории	1	1
1753	н э	1	1
1754	следующей главе	1	1
1755	есть последнее	1	1
1756	был вынужден	1	1
1757	к общему	1	1
1758	хотят и	1	1
1759	из вас	1	1
1760	к различным	2	1
1761	неизбежной для	1	1
1762	засыпает а	1	1
1763	и столь	1	1
1764	на протяжении	2	1
1765	по назначению	1	1
1766	рода сказаний	1	1
1767	к человеку	1	1
1768	это позднейшее	1	1
1769	не принадлежит	1	1
1770	общение с	1	1
1771	обратить внимание	2	1
1772	другого это	1	1
1773	его себе	1	1
1774	важный вопрос	1	1
1775	и требования	1	1
1776	значительной степени	3	1
1777	аналогии с	2	1
1778	в буквальном	1	1
1779	и сказки	6	1
1780	vi века	1	1
1781	о ком	1	1
1782	состояния в	1	1
1783	жанров может	1	1
1784	свет и	1	1
1785	ему приходит	1	1
1786	не выходя	1	1
1787	особенность этого	1	1
1788	и притом	1	1
1789	который фигурирует	1	1
1790	них имеются	1	1
1791	их по	1	1
1792	преимущественно на	1	1
1793	в глубокую	1	1
1794	из уст	2	1
1795	значение так	2	1
1796	имеют никакого	1	1
1797	он ни	2	1
1798	для понимания	2	1
1799	таким способом	1	1
1800	или необыкновенный	1	1
1801	этом явлении	1	1
1802	же касается	4	1
1803	и ситуации	1	1
1804	к мысли	2	1
1805	достигает своего	1	1
1806	это ведет	1	1
1807	теперь и	1	1
1808	вопроса о	1	1
1809	не был	1	1
1810	природы все	1	1
1811	всех видов	1	1
1812	выстроить не	1	1
1813	что вот	1	1
1814	в уста	1	1
1815	это были	1	1
1816	действия в	1	1
1817	собой такое	1	1
1818	самый процесс	1	1
1819	на обе	1	1
1820	под ней	1	1
1821	первый в	1	1
1822	два события	1	1
1823	представляя собой	1	1
1824	действующих лиц	1	1
1825	и одновременно	3	1
1826	еще у	1	1
1827	побудить его	1	1
1828	этом свете	1	1
1829	и картина	1	1
1830	не приходится	2	1
1831	которое как	1	1
1832	для человека	1	1
1833	между жизнью	1	1
1834	но только	1	1
1835	этом смысле	1	1
1836	недостаточно для	1	1
1837	они хотят	1	1
1838	в новое	1	1
1839	воплощением в	1	1
1840	исследования на	1	1
1841	следует признать	3	1
1842	легко показать	1	1
1843	как известно	1	1
1844	я в	2	1
1845	ответственность за	1	1
1846	своего труда	1	1
1847	слово со	1	1
1848	оба они	2	1
1849	он вот	1	1
1850	а позднее	4	1
1851	как от	1	1
1852	он вдруг	1	1
1853	не входят	1	1
1854	которое мы	1	1
1855	силу своей	2	1
1856	что может	1	1
1857	выступает не	1	1
1858	рассматриваемые здесь	1	1
1859	он обращается	1	1
1860	принадлежность к	1	1
1861	действительно в	1	1
1862	сведения о	1	1
1863	ни одно	2	1
1864	для которых	1	1
1865	или иного	2	1
1866	к подобным	1	1
1867	к такому	2	1
1868	во втором	5	1
1869	во множестве	1	1
1870	зятю а	1	1
1871	собой некоторую	1	1
1872	то есть	29	1
1873	о царе	1	1
1874	те моменты	1	1
1875	для себя	6	1
1876	себе вопрос	1	1
1877	этом надо	1	1
1878	иллюстрацию к	1	1
1879	нельзя понять	1	1
1880	и старый	1	1
1881	друга так	1	1
1882	из сострадания	1	1
1883	нашем языке	1	1
1884	не претендуя	1	1
1885	утверждает что	1	1
1886	гораздо раньше	1	1
1887	может получить	1	1
1888	которым человек	1	1
1889	до современности	2	1
1890	к области	2	1
1891	этом как	1	1
1892	от их	1	1
1893	поэтому и	1	1
1894	похожее на	1	1
1895	чудовищем которое	1	1
1896	таких произведениях	1	1
1897	между которыми	2	1
1898	быть отнесены	1	1
1899	целом его	1	1
1900	заключается в	3	1
1901	претендует на	5	1
1902	в различные	1	1
1903	же о	1	1
1904	может стать	1	1
1905	его действительно	1	1
1906	персонажей здесь	1	1
1907	частности из	1	1
1908	является вопрос	1	1
1909	в следующей	1	1
1910	которая не	1	1
1911	есть она	1	1
1912	свидетельствует об	1	1
1913	любопытный случай	1	1
1914	общения а	1	1
1915	и спасение	1	1
1916	они по	1	1
1917	фольклор здесь	1	1
1918	в своего	1	1
1919	свое время	3	1
1920	каждые сутки	1	1
1921	смертью в	1	1
1922	всей его	2	1
1923	мир этот	1	1
1924	не является	5	1
1925	моя жизнь	1	1
1926	это понятие	3	1
1927	совершенно иной	1	1
1928	который не	2	1
1929	чем то	1	1
1930	стадии развития	2	1
1931	рассказчик не	1	1
1932	иного типа	1	1
1933	одном лице	1	1
1934	в современном	3	1
1935	вполне ясным	1	1
1936	нет она	1	1
1937	в известном	1	1
1938	обнаруживается в	2	1
1939	о своем	1	1
1940	тому или	1	1
1941	мотивов но	1	1
1942	времени и	5	1
1943	перстень на	1	1
1944	же время	9	1
1945	цели и	1	1
1946	динамики не	1	1
1947	др см	1	1
1948	их исторической	1	1
1949	потому и	1	1
1950	известной степени	3	1
1951	из наиболее	2	1
1952	той ситуации	1	1
1953	имеют не	1	1
1954	начинается разложение	1	1
1955	к созданию	1	1
1956	и служит	1	1
1957	сакральный характер	1	1
1958	но именно	1	1
1959	целого целое	1	1
1960	и лицо	1	1
1961	уводит от	1	1
1962	который по	3	1
1963	с текстами	1	1
1964	героя это	1	1
1965	в понимании	1	1
1966	ситуации в	1	1
1967	зрения автора	1	1
1968	только исторически	1	1
1969	значении в	1	1
1970	литературе в	1	1
1971	к волшебной	1	1
1972	нечто вторичное	1	1
1973	более глубокий	1	1
1974	момент зарождения	1	1
1975	собой лишь	1	1
1976	поэтому что	1	1
1977	этот термин	1	1
1978	на дорогу	1	1
1979	этого она	1	1
1980	профанация священного	1	1
1981	в первый	1	1
1982	небо не	1	1
1983	который бы	1	1
1984	себе они	1	1
1985	с участием	1	1
1986	с большей	1	1
1987	и генезис	3	1
1988	сказкой здесь	1	1
1989	этом отношении	4	1
1990	мифа который	1	1
1991	для своего	3	1
1992	для истории	1	1
1993	и классификации	1	1
1994	знаем более	1	1
1995	из своих	1	1
1996	как общую	1	1
1997	ради чего	1	1
1998	что каждый	1	1
1999	понимания этого	1	1
2000	лицом к	2	1
2001	чем он	2	1
2002	которых герой	1	1
2003	однако она	1	1
2004	на грани	1	1
2005	она во	1	1
2006	историю однако	1	1
2007	героев или	1	1
2008	человека это	1	1
2009	согласно с	1	1
2010	как художественного	1	1
2011	он видел	2	1
2012	в литературу	3	1
2013	в поэтике	1	1
2014	не подлежит	2	1
2015	цель и	1	1
2016	лежит на	2	1
2017	в третьем	1	1
2018	легко узнается	1	1
2019	широкое распространение	1	1
2020	об особом	1	1
2021	в новом	2	1
2022	были не	1	1
2023	существовал в	1	1
2024	его стали	1	1
2025	истории о	1	1
2026	человека к	1	1
2027	сказать и	2	1
2028	не говоря	2	1
2029	том случае	1	1
2030	целое в	2	1
2031	а к	3	1
2032	и выступает	2	1
2033	переходе от	2	1
2034	которое уже	1	1
2035	случаях к	1	1
2036	наличию в	1	1
2037	самому себе	3	1
2038	этом мире	2	1
2039	у греков	1	1
2040	не всякий	1	1
2041	мы его	1	1
2042	в искусстве	1	1
2043	героический эпос	1	1
2044	что якобы	1	1
2045	интерес представляет	1	1
2046	в xvii	1	1
2047	как весьма	2	1
2048	лежат в	1	1
2049	что случилось	1	1
2050	первые два	1	1
2051	чего она	1	1
2052	не событиям	1	1
2053	композиция и	1	1
2054	эпохи и	2	1
2055	и принимает	1	1
2056	наиболее существенные	1	1
2057	чтобы вернуть	1	1
2058	рассказа в	2	1
2059	до нас	2	1
2060	брат и	1	1
2061	от времени	1	1
2062	отождествляется с	1	1
2063	как наиболее	1	1
2064	чем та	1	1
2065	тех или	1	1
2066	бытия в	1	1
2067	и постепенно	1	1
2068	это отнюдь	2	1
2069	часто приходится	1	1
2070	автора и	1	1
2071	в глубокой	1	1
2072	котором он	2	1
