N	2gram	Tiupa_Teor	Narrotol
1257	то ни	2	1
1258	совсем не	1	1
1259	фокусирующих восприятие	1	1
1260	тривиальная в	1	1
1261	не один	1	1
1262	либо его	1	1
1263	отношение между	1	1
1264	или же	1	1
1265	так называемые	1	1
1266	это по	1	1
1267	для художника	1	1
1268	в развитии	1	1
1269	например слова	1	1
1270	ничто не	1	1
1271	читателю ракурс	1	1
1272	оказывается в	3	1
1273	к такой	2	1
1274	делает героя	1	1
1275	однако эта	2	1
1276	жалостливая барышня	1	1
1277	единства фразы	1	1
1278	исчезает и	1	1
1279	ему представилось	1	1
1280	с кротким	1	1
1281	объективным как	1	1
1282	начинается с	1	1
1283	между жизнью	1	1
1284	за пределы	2	1
1285	идиллический хронотоп	1	1
1286	тем и	1	1
1287	жизни оказывается	2	1
1288	текста а	1	1
1289	этом смысле	3	1
1290	в смерти	1	1
1291	в речевом	1	1
1292	некоторый смысл	1	1
1293	ходе чтения	1	1
1294	одну из	2	1
1295	крупным планом	2	1
1296	не сами	2	1
1297	то или	1	1
1298	как один	1	1
1299	или иное	1	1
1300	в самой	2	1
1301	себя за	1	1
1302	и возникает	1	1
1303	в тарасе	2	1
1304	этот статус	1	1
1305	а тем	1	1
1306	один отдельный	1	1
1307	из нее	1	1
1308	где слово	1	1
1309	таково в	1	1
1310	дискурсии в	1	1
1311	героя оказывается	1	1
1312	примет в	1	1
1313	мира выступает	1	1
1314	оно обладает	1	1
1315	в парадоксальном	1	1
1316	классика xix	1	1
1317	что для	1	1
1318	это придает	1	1
1319	было введено	1	1
1320	его личности	1	1
1321	это делает	2	1
1322	состояние как	1	1
1323	приводят к	1	1
1324	обратимся к	1	1
1325	можно проиллюстрировать	1	1
1326	с чем	2	1
1327	вненаходимости бахтин	2	1
1328	неслиянность голосов	1	1
1329	я но	1	1
1330	по замечанию	1	1
1331	теми же	1	1
1332	части на	1	1
1333	звучит один	1	1
1334	и определяется	1	1
1335	искусством непрямого	1	1
1336	пришвин это	1	1
1337	здесь также	1	1
1338	всю жизнь	1	1
1339	к полноте	1	1
1340	иной раз	1	1
1341	временем действия	1	1
1342	из этого	1	1
1343	бы ни	1	1
1344	речи и	4	1
1345	в данный	2	1
1346	слова как	3	1
1347	вот он	1	1
1348	этом у	1	1
1349	бы принадлежать	1	1
1350	мира героев	1	1
1351	этой системе	2	1
1352	и отсутствие	1	1
1353	охарактеризовать как	1	1
1354	случае это	2	1
1355	монологизированного слова	1	1
1356	так или	5	1
1357	чтобы не	2	1
1358	означает что	1	1
1359	того личность	1	1
1360	оцененном мире	1	1
1361	и особенно	2	1
1362	действительной жизни	1	1
1363	как знак	1	1
1364	внеличную сторону	1	1
1365	перерывом во	1	1
1366	сознание адресата	1	1
1367	что словно	1	1
1368	произведения по	1	1
1369	может или	1	1
1370	к автору	1	1
1371	для личности	1	1
1372	личность чтобы	1	1
1373	этого термина	1	1
1374	рамках которого	3	1
1375	соотносимых с	1	1
1376	не обретает	1	1
1377	жизненного поведения	1	1
1378	в последующих	1	1
1379	то время	1	1
1380	креативные компетенции	1	1
1381	образом и	2	1
1382	детализации и	1	1
1383	на чем	1	1
1384	за ним	1	1
1385	полной мере	1	1
1386	всегда имеется	1	1
1387	ткань текста	2	1
1388	от ситуации	1	1
1389	полноту и	1	1
1390	в осмысленном	1	1
1391	ценностной позиции	2	1
1392	в хх	1	1
1393	как содержание	1	1
1394	в случаях	1	1
1395	эпизоде в	1	1
1396	деталями кадр	1	1
1397	воображенного мира	2	1
1398	хх веке	1	1
1399	в противоречие	1	1
1400	лично для	2	1
1401	была бы	3	1
1402	говорит и	3	1
1403	своем составе	3	1
1404	в свое	1	1
1405	содержит в	1	1
1406	с внутренним	1	1
1407	с тем	1	1
1408	чеховского студента	1	1
1409	героиню в	1	1
1410	мира представляет	2	1
1411	в другой	1	1
1412	ибо без	1	1
1413	предполагает не	1	1
1414	пределами этой	1	1
1415	самая тривиальная	1	1
1416	из того	1	1
1417	из существеннейших	1	1
1418	речи как	1	1
1419	ни субъективным	1	1
1420	кротким мягким	1	1
1421	поэтому вслед	1	1
1422	другими людьми	1	1
1423	в отношении	4	1
1424	знаков в	2	1
1425	литературного произведения	11	1
1426	должен не	1	1
1427	едины судьба	1	1
1428	развернуть в	1	1
1429	усматривая в	2	1
1430	и вполне	1	1
1431	за это	1	1
1432	не могут	2	1
1433	конструктивную основу	1	1
1434	в плоскости	1	1
1435	и строго	1	1
1436	не случайна	1	1
1437	в повествовательном	1	1
1438	как знаками	2	1
1439	этой точки	2	1
1440	фразы устанавливает	1	1
1441	способ существования	2	1
1442	не более	1	1
1443	до этого	1	1
1444	фигуры и	1	1
1445	однако что	1	1
1446	раскрывают содержание	1	1
1447	так называемый	1	1
1448	шире кругозора	1	1
1449	по преимуществу	5	1
1450	в большинстве	2	1
1451	если говорить	1	1
1452	внутренняя заданность	1	1
1453	в отечественной	1	1
1454	на территории	1	1
1455	сознания однако	1	1
1456	одно слово	2	1
1457	и оцененном	1	1
1458	имеет дело	2	1
1459	малый отрезок	1	1
1460	гоголя или	2	1
1461	читательского восприятия	2	1
1462	или движется	1	1
1463	задаваемый читателю	1	1
1464	отношения к	4	1
1465	не становясь	1	1
1466	и соответственно	2	1
1467	писал в.ф	1	1
1468	зрения или	1	1
1469	его сознании	1	1
1470	быть однозначно	1	1
1471	или попросту	1	1
1472	финале же	1	1
1473	добродушная жалостливая	1	1
1474	образует некий	1	1
1475	в творческом	1	1
1476	по душе	1	1
1477	коммуникативную стратегию	2	1
1478	полные розовые	1	1
1479	себя и	2	1
1480	жизненного выбора	1	1
1481	непременно должен	1	1
1482	только раскрывают	1	1
1483	состоит как	1	1
1484	здесь выступает	1	1
1485	ни объективным	1	1
1486	пределах кадрового	1	1
1487	судьба выражает	1	1
1488	наиболее очевидным	1	1
1489	друг от	1	1
1490	первой главе	1	1
1491	высказывание в	1	1
1492	этом тексте	1	1
1493	по крайней	1	1
1494	жизни является	1	1
1495	жизненную позицию	1	1
1496	то я	1	1
1497	или ином	1	1
1498	дифференцированном и	1	1
1499	все они	1	1
1500	только одно	1	1
1501	что искусство	1	1
1502	в новое	1	1
1503	личностного существования	1	1
1504	свое я	1	1
1505	знака при	1	1
1506	ни к	3	1
1507	к нашему	2	1
1508	совершенно не	1	1
1509	возможно в	1	1
1510	не умел	1	1
1511	была тихая	1	1
1512	развернута в	1	1
1513	ментальному слуху	1	1
1514	вытекает из	2	1
1515	и укрепление	1	1
1516	есть от	1	1
1517	близости людей	1	1
1518	составом участников	1	1
1519	жизненным опытом	1	1
1520	языка и	1	1
1521	время оно	1	1
1522	коммуникативных стратегий	3	1
1523	реплики и	1	1
1524	иной жизни	1	1
1525	это мир	1	1
1526	душевная характеристика	1	1
1527	несобственно-прямая речь	1	1
1528	даже сказать	1	1
1529	если он	1	1
1530	субъективно оно	1	1
1531	мягкую белую	1	1
1532	на какой	1	1
1533	каждый малый	1	1
1534	совпадает с	4	1
1535	задний план	1	1
1536	каким бы	1	1
1537	переносом в	1	1
1538	бахтин говорил	1	1
1539	участников коммуникативного	1	1
1540	в значительной	2	1
1541	его полноте	1	1
1542	не должно	1	1
1543	на основе	2	1
1544	в отдельности	1	1
1545	его личностности	1	1
1546	мысли м.м	1	1
1547	поле зрения	1	1
1548	из его	1	1
1549	кадры повествования	1	1
1550	не утрачивает	1	1
1551	причастной вненаходимости	2	1
1552	перемещается в	1	1
1553	лишь поименованное	1	1
1554	с которой	1	1
1555	прямой речи	1	1
1556	и теперь	1	1
1557	каждой из	1	1
1558	для меня	2	1
1559	области литературы	1	1
1560	порядок фокусирующих	1	1
1561	и вся	1	1
1562	и читателей	2	1
1563	отношении к	4	1
1564	и ему	1	1
1565	тексте а	1	1
1566	впрочем и	1	1
1567	не наделен	1	1
1568	художественной литературы	1	1
1569	собственного текста	2	1
1570	и соответствующих	1	1
1571	узком значении	2	1
1572	реализма однако	1	1
1573	тарасе бульбе	2	1
1574	и до	1	1
1575	других произведений	2	1
1576	местом временем	1	1
1577	завершенная и	1	1
1578	барышня с	1	1
1579	из модификаций	1	1
1580	сколь угодно	1	1
1581	опыт жизни	1	1
1582	еще один	1	1
1583	и наоборот	2	1
1584	вдруг заслоняется	1	1
1585	свободы как	1	1
1586	последовательно вводятся	1	1
1587	искусства слова	3	1
1588	другого в	1	1
1589	креативного и	2	1
1590	не достаточно	1	1
1591	делает его	2	1
1592	повествования а	2	1
1593	жизни по	1	1
1594	известной степени	3	1
1595	чем с	1	1
1596	времени его	1	1
1597	ощущаться завершенная	1	1
1598	мир персонажей	1	1
1599	между людьми	1	1
1600	самостоятельный эпизод	2	1
1601	от героя	1	1
1602	в начальном	1	1
1603	рамках одного	2	1
1604	впервые в	1	1
1605	и многих	1	1
1606	индивидуальный характер	1	1
1607	рода механизмом	1	1
1608	кто я?	1	1
1609	при котором	2	1
1610	у всякого	1	1
1611	в текстах	4	1
1612	воспринимающему сознанию	1	1
1613	личности к	2	1
1614	с подлинным	1	1
1615	художественном смысле	1	1
1616	и авторской	1	1
1617	шею с	1	1
1618	то она	1	1
1619	в существовании	1	1
1620	автором в	1	1
1621	выступает система	1	1
1622	характерное для	1	1
1623	в ударном	1	1
1624	переход к	1	1
1625	этого слова	4	1
1626	до известной	2	1
1627	со словом	1	1
1628	здесь и	1	1
1629	сближение но	3	1
1630	о художественном	1	1
1631	м.м бахтина	3	1
1632	включая в	1	1
1633	после его	1	1
1634	поведение в	2	1
1635	и персонажи	1	1
1636	понимаемой как	2	1
1637	очевидная граница	1	1
1638	самоактуализации личности	1	1
1639	только о	2	1
1640	обстоит иначе	1	1
1641	в.ф асмус	1	1
1642	с толпой	1	1
1643	тот же	1	1
1644	другого и	1	1
1645	данного коммуникативного	1	1
1646	адресата высказывания	1	1
1647	неизбежно принадлежит	1	1
1648	его можно	1	1
1649	классический реализм	1	1
1650	или пожелает	1	1
1651	с первоначальным	1	1
1652	может ощущаться	1	1
1653	что автор	1	1
1654	с темной	1	1
1655	от лат	12	1
1656	проникает в	1	1
1657	стабильно дифференцированном	1	1
1658	постепенно углубляемая	1	1
1659	но на	2	1
1660	на языке	3	1
1661	иронически дискредитирует	1	1
1662	видения в	1	1
1663	общения в	1	1
1664	значение в	1	1
1665	разность и	1	1
1666	не поддается	1	1
1667	со мной	1	1
1668	тоже не	1	1
1669	как говорится	1	1
1670	так как	1	1
1671	многих других	1	1
1672	основе своей	2	1
1673	может не	1	1
1674	своему происхождению	1	1
1675	различие между	1	1
1676	автору и	1	1
1677	которые подлежат	1	1
1678	ракурс видения	1	1
1679	он выступает	1	1
1680	мира которая	1	1
1681	можно в	1	1
1682	том числе	3	1
1683	как феномена	1	1
1684	одним и	1	1
1685	аналогичным образом	4	1
1686	который бы	1	1
1687	в художественной	3	1
1688	связи между	1	1
1689	они едины	1	1
1690	нам не	1	1
1691	входит лишь	1	1
1692	композиционных форм	5	1
1693	уклоняется от	1	1
1694	главе в	1	1
1695	между эпизодами	1	1
1696	героя ему	1	1
1697	не отделен	1	1
1698	чужому слову	1	1
1699	неизмеримо более	1	1
1700	себя самого	1	1
1701	своего текста	2	1
1702	не слияние	3	1
1703	и маргариты	2	1
1704	ее в	2	1
1705	поведения в	1	1
1706	характеристика душечки	1	1
1707	своей судьбы	1	1
1708	реализм xix	1	1
1709	смысла жизни	1	1
1710	на мягкую	1	1
1711	зрения читателя	1	1
1712	знания убеждения	1	1
1713	что каждый	2	1
1714	с их	2	1
1715	и составом	1	1
1716	личной ответственности	1	1
1717	слова не	2	1
1718	даже самая	2	1
1719	мастера и	2	1
1720	художественного смысла	1	1
1721	сказать не	1	1
1722	убеждения мнения	1	1
1723	перед читателем	1	1
1724	от друга	1	1
1725	контроль над	1	1
1726	очередь членится	1	1
1727	кладет начало	1	1
1728	этих сторон	1	1
1729	был но	1	1
1730	позицию которую	1	1
1731	этом не	1	1
1732	не субъективно	1	1
1733	и где	1	1
1734	определял как	1	1
1735	читателя это	1	1
1736	пожелает представить	1	1
1737	не ограничивается	2	1
1738	позицию по	1	1
1739	которые одновременно	1	1
1740	литературной практике	2	1
1741	такое слово	1	1
1742	этом что	2	1
1743	как другая	1	1
1744	организации кадров	1	1
1745	является непосредственным	1	1
1746	общения посредством	1	1
1747	в общеязыковом	1	1
1748	субъективен он	1	1
1749	случае не	2	1
1750	мировой жизни	1	1
1751	параллелизма если	1	1
1752	мира а	1	1
1753	его поступки	1	1
1754	и без	1	1
1755	и последующих	1	1
1756	персонажем в	1	1
1757	и петрова	1	1
1758	а читателем	1	1
1759	выражает внеличную	1	1
1760	говорят о	1	1
1761	является не	1	1
1762	которая предполагает	1	1
1763	происходит вследствие	1	1
1764	при таком	1	1
1765	однако это	1	1
1766	противном случае	2	1
1767	это происходит	1	1
1768	в авторском	1	1
1769	и со	1	1
1770	и я	1	1
1771	в такой	1	1
1772	остановимся на	1	1
1773	кадр внутреннего	1	1
1774	и глубже	1	1
1775	готовом стабильно	1	1
1776	жизни между	1	1
1777	на его	1	1
1778	для героя	1	1
1779	вследствие этой	2	1
1780	человеческое я	2	1
1781	ничего нельзя	1	1
1782	своей значимости	1	1
1783	кругозора героя	1	1
1784	действующие лица	1	1
1785	обращена к	1	1
1786	ментальному зрению	1	1
1787	связаны с	1	1
1788	непрямого говорения	1	1
1789	для воспринимающего	1	1
1790	обязательно человек	1	1
1791	ему не	1	1
1792	следующей главе	1	1
1793	жизнь и	1	1
1794	свобода и	1	1
1795	проходит бесследно	1	1
1796	обычно в	1	1
1797	может иметь	1	1
1798	том случае	1	1
1799	в полной	1	1
1800	содержание судьбы	1	1
1801	освобождения от	1	1
1802	оно в	1	1
1803	второй и	2	1
1804	как полагал	1	1
1805	насыщенный деталями	1	1
1806	тексте не	1	1
1807	случае если	1	1
1808	ильфа и	1	1
1809	тексты способны	1	1
1810	земного бытия	1	1
1811	заслоняется крупным	1	1
1812	между сознаниями	1	1
1813	следует смешивать	3	1
1814	я к	1	1
1815	в акте	3	1
1816	прямо как	1	1
1817	с совершенно	1	1
1818	в противоположность	3	1
1819	в лесу	1	1
1820	собой как	1	1
1821	просто не	1	1
1822	отделен от	1	1
1823	душечки постепенно	1	1
1824	всегда преодолеваемая	1	1
1825	поступки только	2	1
1826	в искусстве	9	1
1827	это нередко	1	1
1828	системы голосов	1	1
1829	эстетической завершенности	1	1
1830	эпизода как	1	1
1831	эта сторона	1	1
1832	но она	2	1
1833	и их	1	1
1834	планом заключительного	1	1
1835	к области	3	1
1836	отношений между	1	1
1837	этого значения	1	1
1838	существа в	2	1
1839	но иного	1	1
1840	не приносит	1	1
1841	русского языка	1	1
1842	и героиню	1	1
1843	только то	1	1
1844	в xix	1	1
1845	косвенной речи	1	1
1846	время они	1	1
1847	этих случаях	1	1
1848	данного текста	3	1
1849	но напротив	2	1
1850	притчи анекдота	1	1
1851	вследствие его	1	1
1852	достигается не	1	1
1853	повествователя о	1	1
1854	чем является	1	1
1855	в самостоятельный	1	1
1856	не сводятся	2	1
1857	дело обстоит	1	1
1858	знаков а	1	1
1859	еще на	1	1
1860	полагал что	2	1
1861	подхваченная и	1	1
1862	сложности и	2	1
1863	и б	1	1
1864	художественный текст	4	1
1865	жизни однако	3	1
1866	иначе в	1	1
1867	что можно	3	1
1868	пространственных и	1	1
1869	конкретном целом	1	1
1870	гегелевское определение	1	1
1871	определена как	1	1
1872	присутствия во	1	1
1873	на уровне	2	1
1874	единственный в	1	1
1875	данного произведения	1	1
1876	обнаруживаются два	1	1
1877	облекается в	2	1
1878	литература является	1	1
1879	ее полные	1	1
1880	учителя жизни	1	1
1881	его составе	1	1
1882	временных примет	1	1
1883	крайней мере	1	1
1884	для такого	2	1
1885	организации текста	1	1
1886	собой лишь	1	1
1887	не проходит	1	1
1888	в чужом	1	1
1889	произведения не	1	1
1890	вводятся автором	1	1
1891	формах художественного	1	1
1892	фраза текста	1	1
1893	может показаться	1	1
1894	оно живет	1	1
1895	стыда за	1	1
1896	внутреннюю сторону	1	1
1897	его наличия	1	1
1898	в словаре	2	1
1899	в исходном	2	1
1900	происходит в	1	1
1901	чиновника или	1	1
1902	ролевая граница	2	1
1903	как внутренняя	1	1
1904	читателя который	1	1
1905	нем звучит	1	1
1906	сказания притчи	1	1
1907	нуждается в	1	1
1908	этой цепочки	1	1
1909	художественная литература	1	1
1910	приходится в	1	1
1911	восприятие определений	1	1
1912	коммуникативного субъекта	1	1
1913	белую шею	1	1
1914	может и	2	1
1915	однако все	2	1
1916	своей индивидуальности	1	1
1917	очень здоровая	1	1
1918	для этого	1	1
1919	виду что	1	1
1920	ориентирована на	1	1
1921	именно это	1	1
1922	и совершенно	1	1
1923	настоящего времени	1	1
1924	принципиальное отличие	2	1
1925	и весело	1	1
1926	в жизненном	1	1
1927	даже самых	1	1
1928	есть не	1	1
1929	говорит не	1	1
1930	кадрового единства	1	1
1931	в готовом	1	1
1932	совершается в	1	1
1933	степени и	1	1
1934	возможна только	1	1
1935	чеховым в	1	1
1936	себе а	1	1
1937	наличии у	1	1
1938	более того	1	1
1939	котором он	1	1
