N	2gram	Vygotskiy_	formyVre
1303	и определяет	1	1
1304	тем и	2	1
1305	видимо и	1	1
1306	это действие	1	1
1307	этом смысле	3	1
1308	процессе оно	1	1
1309	и существенно	1	1
1310	времен и	1	1
1311	в нее	2	1
1312	ведь на	1	1
1313	анализе все	1	1
1314	из общего	1	1
1315	совершенно независимо	1	1
1316	самому существу	4	1
1317	она была	1	1
1318	могла бы	1	1
1319	указать и	1	1
1320	об изменении	2	1
1321	они находятся	1	1
1322	ни одной	1	1
1323	он в	2	1
1324	на бумаге	1	1
1325	самая форма	1	1
1326	и ряд	1	1
1327	к новым	1	1
1328	явлениями и	1	1
1329	однако в	2	1
1330	достаточно указать	1	1
1331	и никогда	1	1
1332	игры с	1	1
1333	оба они	1	1
1334	для сюжетного	1	1
1335	он сказал	1	1
1336	всю человеческую	1	1
1337	умирают то	1	1
1338	материала в	2	1
1339	эпохи в	3	1
1340	что может	1	1
1341	ее а	1	1
1342	в пародийном	1	1
1343	не значит	2	1
1344	это ощущение	1	1
1345	но ничего	1	1
1346	в первой	1	1
1347	а действие	1	1
1348	все остальное	2	1
1349	построена на	1	1
1350	в общем	2	1
1351	ей не	1	1
1352	всю жизнь	2	1
1353	свое я	1	1
1354	элементов их	1	1
1355	лечь в	1	1
1356	есть все	1	1
1357	о роли	1	1
1358	которые были	1	1
1359	в данный	1	1
1360	гомером а	1	1
1361	который был	1	1
1362	как путем	1	1
1363	в различные	1	1
1364	громадное количество	1	1
1365	поэтому нет	1	1
1366	независимо от	3	1
1367	вопросу и	1	1
1368	и охотно	2	1
1369	и чем	1	1
1370	должны будем	2	1
1371	это лучше	1	1
1372	на камне	1	1
1373	из этой	1	1
1374	очень важным	2	1
1375	каждого из	3	1
1376	понятия и	1	1
1377	по чисто	1	1
1378	всякое произведение	2	1
1379	конечно у	1	1
1380	проявляются в	1	1
1381	что до	1	1
1382	существовать как	1	1
1383	всего совершенно	1	1
1384	в гамлете	1	1
1385	его читателей	3	1
1386	для самого	2	1
1387	но потому	1	1
1388	и ту	2	1
1389	формы к	1	1
1390	своего рода	1	1
1391	разные эпохи	2	1
1392	были бы	2	1
1393	действительности поэтому	1	1
1394	не ту	1	1
1395	роль играют	1	1
1396	на деле	11	1
1397	трудом и	1	1
1398	существует вовсе	1	1
1399	вступить в	1	1
1400	его создания	1	1
1401	к другим	2	1
1402	самым существенным	1	1
1403	целью и	1	1
1404	и музыка	1	1
1405	безотносительно к	1	1
1406	в самый	1	1
1407	речи но	1	1
1408	на совершенно	1	1
1409	и свою	1	1
1410	цели то	1	1
1411	этого понятия	1	1
1412	которые он	1	1
1413	роман с	1	1
1414	то специфическое	1	1
1415	которым она	2	1
1416	как свое	1	1
1417	есть для	2	1
1418	все формы	1	1
1419	значительны и	1	1
1420	что это	12	1
1421	самому к	1	1
1422	и из	7	1
1423	он что	1	1
1424	никак не	7	1
1425	здесь он	1	1
1426	он на	1	1
1427	одном и	1	1
1428	в другой	3	1
1429	стороны в	1	1
1430	из которых	5	1
1431	его во	1	1
1432	через эту	1	1
1433	равным образом	3	1
1434	интерес к	2	1
1435	ведь основным	1	1
1436	здесь с	1	1
1437	к выводу	2	1
1438	и слов	2	1
1439	науки и	1	1
1440	отдельного человека	10	1
1441	формах в	1	1
1442	и делает	2	1
1443	разрешаются в	1	1
1444	для человека	1	1
1445	творческого труда	1	1
1446	это есть	6	1
1447	сводится к	3	1
1448	же самой	3	1
1449	деле и	1	1
1450	подобно тому	7	1
1451	мере и	1	1
1452	такого же	1	1
1453	должен был	1	1
1454	этого процесса	1	1
1455	психологии и	5	1
1456	необходимая для	1	1
1457	этой точки	7	1
1458	вместо того	1	1
1459	всегда когда	1	1
1460	из большого	1	1
1461	то на	2	1
1462	оно совершенно	2	1
1463	при построении	1	1
1464	произведения ни	1	1
1465	произведений искусства	1	1
1466	имеет дело	2	1
1467	сложный и	1	1
1468	на месте	1	1
1469	взгляда на	1	1
1470	и действительно	1	1
1471	основное значение	1	1
1472	реакции в	1	1
1473	авторства и	1	1
1474	выходит за	2	1
1475	виде как	1	1
1476	характер этого	2	1
1477	из формы	1	1
1478	постоянном взаимодействии	1	1
1479	она и	1	1
1480	указания что	1	1
1481	мы встречаемся	1	1
1482	состоит из	2	1
1483	как о	1	1
1484	как не	2	1
1485	есть нечто	4	1
1486	с такими	1	1
1487	ними не	1	1
1488	и просто	1	1
1489	им удалось	1	1
1490	была и	1	1
1491	тем которые	1	1
1492	приводит к	3	1
1493	же мало	1	1
1494	может не	1	1
1495	стороны мы	1	1
1496	роли в	1	1
1497	форм проявления	1	1
1498	не до	1	1
1499	при всех	1	1
1500	в те	1	1
1501	из своей	1	1
1502	на каждом	1	1
1503	предметы в	1	1
1504	стало быть	3	1
1505	но с	1	1
1506	идеи к	1	1
1507	для читателя	1	1
1508	сколько-нибудь существенных	1	1
1509	к созданию	1	1
1510	всех старых	1	1
1511	огромную роль	1	1
1512	не оказалось	1	1
1513	как произведение	1	1
1514	нет все	2	1
1515	и неизвестное	1	1
1516	только одно	1	1
1517	который он	3	1
1518	не сходятся	1	1
1519	делает их	1	1
1520	образом все	2	1
1521	всем этом	1	1
1522	далее и	1	1
1523	будет эта	1	1
1524	как пример	1	1
1525	такую же	1	1
1526	относящихся к	1	1
1527	на самой	1	1
1528	как совершенно	5	1
1529	в общественных	1	1
1530	хоть сколько-нибудь	1	1
1531	с нами	1	1
1532	связана с	1	1
1533	земли и	1	1
1534	это все	3	1
1535	самая тема	1	1
1536	быть не	1	1
1537	на два	2	1
1538	в стихотворении	1	1
1539	из его	4	1
1540	человека от	1	1
1541	тот и	2	1
1542	тех пор	2	1
1543	материала что	1	1
1544	образа все	1	1
1545	наукой и	1	1
1546	для нее	1	1
1547	что если	7	1
1548	каждой из	3	1
1549	и больше	2	1
1550	эти произведения	1	1
1551	всякого поэтического	4	1
1552	из которого	6	1
1553	находящихся в	1	1
1554	совпадают с	3	1
1555	сведена к	2	1
1556	не меньше	1	1
1557	слов и	1	1
1558	в небольшом	1	1
1559	его характер	1	1
1560	с первой	1	1
1561	и наиболее	1	1
1562	личной жизни	1	1
1563	основной принцип	1	1
1564	сверху и	2	1
1565	и целый	1	1
1566	в поэтическом	2	1
1567	романов с	1	1
1568	он их	1	1
1569	его обработки	1	1
1570	при помощи	27	1
1571	это имеет	3	1
1572	цели и	1	1
1573	при анализе	3	1
1574	форм мы	1	1
1575	обществе и	1	1
1576	им в	4	1
1577	являются только	1	1
1578	он дает	3	1
1579	от коллективной	1	1
1580	процесс и	1	1
1581	образами и	1	1
1582	важен тот	1	1
1583	их значение	1	1
1584	же дает	1	1
1585	ним в	1	1
1586	не касаясь	1	1
1587	видим в	1	1
1588	вне того	1	1
1589	и многих	1	1
1590	новые и	1	1
1591	свой взгляд	1	1
1592	романе то	1	1
1593	самой природе	1	1
1594	конца и	1	1
1595	близок к	1	1
1596	которой можно	1	1
1597	в пейзаж	1	1
1598	оно сохраняет	1	1
1599	и определяющих	1	1
1600	общества в	1	1
1601	людей с	2	1
1602	на этот	2	1
1603	сила его	1	1
1604	бы как	1	1
1605	редко и	1	1
1606	мысли но	2	1
1607	как во	2	1
1608	самом месте	1	1
1609	проявления и	1	1
1610	имеет и	1	1
1611	для этих	1	1
1612	утверждая что	1	1
1613	в понимании	1	1
1614	последнее что	1	1
1615	есть к	2	1
1616	только с	2	1
1617	общественного развития	3	1
1618	взгляде на	1	1
1619	там это	1	1
1620	и сны	1	1
1621	входящих в	2	1
1622	в особом	1	1
1623	всех искусств	1	1
1624	в настоящее	2	1
1625	только наиболее	1	1
1626	произведения или	1	1
1627	и искусства	1	1
1628	а вместе	1	1
1629	к содержанию	1	1
1630	от всякого	1	1
1631	в художественных	1	1
1632	он смотрит	1	1
1633	истории литературы	1	1
1634	в тесном	1	1
1635	и каким	1	1
1636	как к	2	1
1637	в свое	1	1
1638	в любви	1	1
1639	форм и	3	1
1640	что оно	4	1
1641	что ему	1	1
1642	произведения является	1	1
1643	со времен	1	1
1644	людей от	1	1
1645	которым он	1	1
1646	то увидим	1	1
1647	исполнения и	1	1
1648	благодаря этому	1	1
1649	себя только	1	1
1650	но прежде	1	1
1651	ряд других	1	1
1652	на тех	3	1
1653	тело изображается	1	1
1654	нас не	2	1
1655	тридевять земель	1	1
1656	идеологические формы	1	1
1657	для всякого	1	1
1658	тяжелому и	1	1
1659	из основных	1	1
1660	всецело определяется	1	1
1661	а чтобы	1	1
1662	образ и	2	1
1663	указанных форм	1	1
1664	и свойства	1	1
1665	мире в	1	1
1666	а это	1	1
1667	и разные	1	1
1668	с эпосом	1	1
1669	он и	1	1
1670	этом он	2	1
1671	сторона в	1	1
1672	трагедии и	1	1
1673	такое же	3	1
1674	столько сколько	1	1
1675	о нем	2	1
1676	в людях	1	1
1677	же явления	2	1
1678	и приходит	1	1
1679	и новое	1	1
1680	породившие их	1	1
1681	на самом	6	1
1682	на которой	1	1
1683	участвующего в	1	1
1684	из форм	1	1
1685	эпох и	1	1
1686	смысле этого	2	1
1687	слово в	1	1
1688	сюжетные и	1	1
1689	переносятся на	1	1
1690	роль играет	1	1
1691	комплекс и	1	1
1692	сколько для	1	1
1693	более широким	1	1
1694	этой формы	2	1
1695	указывали что	1	1
1696	в неотрывной	1	1
1697	когда оно	2	1
1698	три основных	1	1
1699	наших дней	1	1
1700	есть с	1	1
1701	за этим	1	1
1702	анализа этих	1	1
1703	только все	1	1
1704	на нее	1	1
1705	переплетаются в	1	1
1706	в ту	1	1
1707	внешних и	1	1
1708	указывает на	6	1
1709	сама по	2	1
1710	настоящей работы	2	1
1711	подводится под	2	1
1712	и без	3	1
1713	это очень	1	1
1714	традиции в	1	1
1715	все вопросы	1	1
1716	является такой	2	1
1717	и творил	1	1
1718	ее со	1	1
1719	могла быть	1	1
1720	виде в	1	1
1721	обречены на	1	1
1722	становится все	1	1
1723	он никогда	1	1
1724	или что	4	1
1725	вероятно не	1	1
1726	не подлежат	1	1
1727	и оно	1	1
1728	идеи и	2	1
1729	и ход	1	1
1730	применении к	2	1
1731	жил и	1	1
1732	для нашей	2	1
1733	рассмотренные нами	1	1
1734	что тот	3	1
1735	или менее	3	1
1736	более тонкой	1	1
1737	быть для	1	1
1738	врач и	1	1
1739	и другого	4	1
1740	совершенно ясно	22	1
1741	другом случае	1	1
1742	людей в	1	1
1743	этих вещей	1	1
1744	общественной жизни	1	1
1745	в области	12	1
1746	этих двух	4	1
1747	основе его	1	1
1748	впечатление от	1	1
1749	что эти	3	1
1750	к одному	5	1
1751	без всякой	1	1
1752	еще до	1	1
1753	когда по	1	1
1754	строй и	1	1
1755	совершенно понятно	2	1
1756	что от	1	1
1757	а к	1	1
1758	указывали на	1	1
1759	в полной	1	1
1760	как ни	1	1
1761	с ближайшей	1	1
1762	встречаемся с	1	1
1763	которую мы	1	1
1764	эти последние	1	1
1765	мы воспринимаем	1	1
1766	в наши	1	1
1767	полнее и	1	1
1768	выхода за	1	1
1769	основной задачей	1	1
1770	связи и	1	1
1771	связь и	1	1
1772	однако если	1	1
1773	тому как	10	1
1774	которое здесь	1	1
1775	и чистое	1	1
1776	с совершенно	3	1
1777	конце концов	6	1
1778	дело не	1	1
1779	назад к	2	1
1780	более общего	1	1
1781	единство и	1	1
1782	есть как	3	1
1783	быть сведены	1	1
1784	когда он	11	1
1785	обнаружена в	1	1
1786	его внешнюю	1	1
1787	нечего и	1	1
1788	к тем	1	1
1789	различных формах	1	1
1790	образа в	2	1
1791	реальном а	1	1
1792	именно к	2	1
1793	вот для	2	1
1794	только у	1	1
1795	говоря о	2	1
1796	явлений в	1	1
1797	в нашей	4	1
1798	резко отличается	1	1
1799	не следует	1	1
1800	до середины	1	1
1801	приобретает известное	1	1
1802	только то	3	1
1803	и приближают	1	1
1804	от того	6	1
1805	но вместе	1	1
1806	что из	1	1
1807	новое что	1	1
1808	и часто	2	1
1809	мысли об	1	1
1810	по той	1	1
1811	этого метода	2	1
1812	действительной жизни	3	1
1813	в литературном	1	1
1814	оно должно	1	1
1815	содержанием и	1	1
1816	форма как	2	1
1817	литературное произведение	1	1
1818	та или	1	1
1819	все больше	2	1
1820	должно реализовать	1	1
1821	и понятия	2	1
1822	не похожи	1	1
1823	этим и	1	1
1824	изучения и	1	1
1825	этой сложной	1	1
1826	художественного произведения	22	1
1827	все содержание	1	1
1828	произведения не	1	1
1829	даже для	2	1
1830	болезни и	1	1
1831	в высшей	1	1
1832	может показаться	2	1
1833	выражением его	1	1
1834	не характеризуют	1	1
1835	различаем в	1	1
1836	такой же	9	1
1837	здесь самим	1	1
1838	и дальше	3	1
1839	на то	17	1
1840	и отношений	4	1
1841	нуждается в	3	1
1842	образ его	1	1
1843	же это	1	1
1844	это в	4	1
1845	и аффектов	1	1
1846	ведь и	1	1
1847	к совершенно	1	1
1848	таким же	1	1
1849	и обратно	1	1
1850	когда пушкин	1	1
1851	он с	1	1
1852	слова в	5	1
1853	некоторые черты	1	1
1854	совершается в	2	1
1855	действовали в	1	1
1856	же стихии	1	1
1857	меньше чем	1	1
