N	2gram	Bakhtin_Pr	Dialekti
1326	которым она	1	2
1327	со своими	2	2
1328	во многом	1	2
1329	оно должно	2	2
1330	они тоже	1	2
1331	возможна и	1	2
1332	и самого	4	2
1333	для такого	1	2
1334	которые в	1	2
1335	выражения в	2	2
1336	в пространстве	3	2
1337	в узком	2	2
1338	отношении не	1	2
1339	все еще	2	2
1340	и дальше	1	2
1341	то стало	1	2
1342	его есть	1	2
1343	таковой и	1	2
1344	сказать так	1	2
1345	эпохи и	1	2
1346	в целом	8	2
1347	самосознания в	5	2
1348	в чисто	3	2
1349	мира в	5	2
1350	явление но	1	2
1351	было так	1	1
1352	и другие	1	1
1353	одно общее	1	1
1354	особенности и	1	1
1355	на относительной	1	1
1356	быть по	1	1
1357	между двумя	1	1
1358	бы несколько	1	1
1359	зрения на	8	1
1360	уж не	1	1
1361	событий как	1	1
1362	тему о	1	1
1363	дает не	1	1
1364	его изображения	1	1
1365	на эти	1	1
1366	почва для	1	1
1367	этом уже	1	1
1368	остаются в	1	1
1369	знает не	1	1
1370	своего самосознания	1	1
1371	на познании	1	1
1372	роль и	1	1
1373	теперь что	1	1
1374	некоторой степени	1	1
1375	человека можно	1	1
1376	ведь эти	2	1
1377	вот она	1	1
1378	до самого	1	1
1379	формы в	1	1
1380	взаимоотношения с	2	1
1381	они уже	3	1
1382	поставить и	1	1
1383	она уже	1	1
1384	которой они	1	1
1385	говорить но	1	1
1386	и смысловыми	1	1
1387	и лучше	1	1
1388	мира только	1	1
1389	глубоко и	1	1
1390	и духовное	1	1
1391	собственно не	1	1
1392	миру в	1	1
1393	одному из	1	1
1394	ты не	1	1
1395	он совершенно	1	1
1396	но эти	4	1
1397	случае он	1	1
1398	бы мир	1	1
1399	не меняет	1	1
1400	в живом	1	1
1401	направлении своего	1	1
1402	свою полную	1	1
1403	и самое	4	1
1404	всей ее	1	1
1405	пор все	1	1
1406	идеей не	1	1
1407	чтобы в	2	1
1408	люди и	1	1
1409	его именно	2	1
1410	минуту не	1	1
1411	вступить в	1	1
1412	ведь я	1	1
1413	он остается	1	1
1414	на свой	6	1
1415	и понимать	2	1
1416	и безукоризненно	2	1
1417	с соответствующим	1	1
1418	вовсе еще	1	1
1419	на чужой	1	1
1420	отчетливо и	2	1
1421	за ним	4	1
1422	и полное	1	1
1423	что весь	1	1
1424	этого в	1	1
1425	сущности не	1	1
1426	прямо сказать	1	1
1427	ведет к	1	1
1428	только момент	1	1
1429	психики и	1	1
1430	его собственное	1	1
1431	но самое	1	1
1432	другого я	1	1
1433	литературе как	1	1
1434	и должен	1	1
1435	не изображаются	3	1
1436	показаться что	1	1
1437	идея эта	1	1
1438	правда в	2	1
1439	находит себе	1	1
1440	предмет и	1	1
1441	духа в	1	1
1442	и буквально	1	1
1443	не становятся	2	1
1444	привела к	1	1
1445	так вы	2	1
1446	мысли о	1	1
1447	большей или	2	1
1448	одно очень	1	1
1449	в степени	1	1
1450	за ней	1	1
1451	но самый	1	1
1452	сознание у	1	1
1453	зрения с	1	1
1454	этих случаях	2	1
1455	может находиться	1	1
1456	не его	1	1
1457	с явлением	1	1
1458	потому она	1	1
1459	не вмещается	1	1
1460	чем бы	1	1
1461	всякого рода	1	1
1462	изображение как	1	1
1463	при полном	1	1
1464	для выражения	1	1
1465	в идеализме	1	1
1466	для автора	4	1
1467	личности не	1	1
1468	к другой	1	1
1469	постижений и	1	1
1470	не непосредственно	1	1
1471	аналогию с	1	1
1472	смысле она	1	1
1473	направлено на	3	1
1474	не сделал	2	1
1475	очень важное	1	1
1476	вне его	4	1
1477	самом не	1	1
1478	в пределе	1	1
1479	каково бы	1	1
1480	силы и	1	1
1481	связанных с	1	1
1482	действительности как	1	1
1483	личность не	1	1
1484	входит в	9	1
1485	сорок лет	1	1
1486	нем в	3	1
1487	выходит из	1	1
1488	оно это	1	1
1489	слово всегда	1	1
1490	да за	1	1
1491	всем этим	2	1
1492	и неизбежно	1	1
1493	не признать	1	1
1494	сохранить свое	1	1
1495	совершенно очевидно	1	1
1496	отделяется от	1	1
1497	что вся	2	1
1498	отношения не	1	1
1499	поэтому мы	1	1
1500	из таких	1	1
1501	но может	1	1
1502	его действия	1	1
1503	очевидно мы	1	1
1504	из своего	3	1
1505	не приходит	1	1
1506	концов не	1	1
1507	точками зрения	2	1
1508	конечно чисто	1	1
1509	возникает ряд	1	1
1510	перед ним	1	1
1511	точке зрения	3	1
1512	его цель	1	1
1513	но как-то	1	1
1514	но этот	1	1
1515	друг на	2	1
1516	как самосознание	1	1
1517	не философия	1	1
1518	на те	1	1
1519	вообще и	1	1
1520	именно его	1	1
1521	у себя	1	1
1522	с самим	3	1
1523	идея в	1	1
1524	него не	4	1
1525	для всей	1	1
1526	его слова	3	1
1527	личность же	1	1
1528	образом как	3	1
1529	взаимоотношение двух	1	1
1530	ряд и	1	1
1531	увидим в	1	1
1532	содержание его	1	1
1533	свете этого	1	1
1534	простое и	1	1
1535	входят в	2	1
1536	знает только	3	1
1537	речь о	1	1
1538	в строго	1	1
1539	также является	2	1
1540	земле это	1	1
1541	в чем-нибудь	1	1
1542	как такое	1	1
1543	а следовательно	2	1
1544	в европе	1	1
1545	и явления	2	1
1546	и душа	2	1
1547	слова без	2	1
1548	кто является	1	1
1549	определение и	2	1
1550	но сама	1	1
1551	смысле как	1	1
1552	нельзя вполне	1	1
1553	вся эта	1	1
1554	в недоумении	1	1
1555	от ее	3	1
1556	того о	1	1
1557	печорин у	1	1
1558	самой форме	1	1
1559	была именно	1	1
1560	что основное	1	1
1561	в контексте	2	1
1562	пусть и	1	1
1563	и весь	1	1
1564	все голоса	1	1
1565	даны не	1	1
1566	него как	3	1
1567	такая она	1	1
1568	в научной	1	1
1569	последней основе	1	1
1570	он уж	1	1
1571	к их	1	1
1572	как две	1	1
1573	остается в	2	1
1574	после того	1	1
1575	она как	1	1
1576	о слове	2	1
1577	эта особенность	4	1
1578	то будет	2	1
1579	и диалектика	1	1
1580	к себе	6	1
1581	нашей работы	2	1
1582	наличной действительности	1	1
1583	через это	1	1
1584	не строится	1	1
1585	быть раскрыто	2	1
1586	своими собственными	2	1
1587	все новые	1	1
1588	него самого	2	1
1589	на этих	1	1
1590	образ в	2	1
1591	он все	3	1
1592	о существовании	1	1
1593	идеи идея	1	1
1594	этот мир	3	1
1595	чем у	2	1
1596	однако нам	1	1
1597	нелепо и	1	1
1598	и за	1	1
1599	место для	1	1
1600	я знаю	1	1
1601	это слово	6	1
1602	от нашего	1	1
1603	нигде не	1	1
1604	да они	1	1
1605	мыслится и	2	1
1606	это очень	2	1
1607	внешнего мира	3	1
1608	чего он	1	1
1609	видит в	1	1
1610	не была	4	1
1611	вы только	1	1
1612	не делая	1	1
1613	говорит в	1	1
1614	а за	3	1
1615	вы конечно	1	1
1616	одного человека	2	1
1617	же тему	2	1
1618	не вывод	1	1
1619	всех его	1	1
1620	мысли не	1	1
1621	установки и	2	1
1622	идеи только	1	1
1623	что за	1	1
1624	даны как	1	1
1625	вносить в	1	1
1626	жизни очень	1	1
1627	третья идея	1	1
1628	xviii века	1	1
1629	выражения но	1	1
1630	предмете и	1	1
1631	дано в	3	1
1632	и всю	1	1
1633	его пусть	1	1
1634	формы для	1	1
1635	следовательно что	2	1
1636	наивен и	1	1
1637	становления но	1	1
1638	этом последнем	1	1
1639	случайным и	1	1
1640	настоящим и	1	1
1641	лишь на	5	1
1642	ее при	1	1
1643	особенно резко	1	1
1644	и дух	1	1
1645	пожалуй если	1	1
1646	твердое и	1	1
1647	не вытекает	1	1
1648	времени что	1	1
1649	одном из	2	1
1650	всеми его	1	1
1651	и перед	2	1
1652	души в	2	1
1653	и тонко	2	1
1654	нет нужды	1	1
1655	так сказать	9	1
1656	как непосредственно	1	1
1657	вещью он	1	1
1658	но сущность	1	1
1659	это путь	1	1
1660	его формы	1	1
1661	последовательность и	1	1
1662	того он	1	1
1663	пространства как	1	1
1664	и вызывает	2	1
1665	же касается	1	1
1666	разделения на	1	1
1667	единство на	1	1
1668	его значение	1	1
1669	природа и	1	1
1670	смысловая и	1	1
1671	из одного	8	1
1672	делает его	1	1
1673	собою и	1	1
1674	вы в	1	1
1675	своем изображении	1	1
1676	чтобы его	1	1
1677	личности если	1	1
1678	от чисто	1	1
1679	с очень	1	1
1680	две мысли	2	1
1681	меня но	1	1
1682	и самая	2	1
1683	могли бы	2	1
1684	я его	1	1
1685	они действительно	2	1
1686	но можно	1	1
1687	видения и	11	1
1688	выражение в	6	1
1689	него есть	1	1
1690	того в	1	1
1691	какие существуют	1	1
1692	две категории	1	1
1693	и глубине	1	1
1694	в абстракции	1	1
1695	не он	1	1
1696	не поверю	1	1
1697	в устах	2	1
1698	мире он	2	1
1699	ли не	1	1
1700	к слову	2	1
1701	смысловая точка	1	1
1702	предполагает что	1	1
1703	иногда же	2	1
1704	в философии	1	1
1705	положения в	1	1
1706	мир где	2	1
1707	очень часто	1	1
1708	и остался	1	1
1709	признать его	1	1
1710	другом и	1	1
1711	особенностей его	1	1
1712	исторически а	1	1
1713	определенным образом	1	1
1714	имеет смысл	1	1
1715	ту же	2	1
1716	развернуть его	1	1
1717	хочет чтобы	1	1
1718	как человек	3	1
1719	бытием и	1	1
1720	котором я	1	1
1721	человека как	1	1
1722	от человека	1	1
1723	явления в	2	1
1724	было только	1	1
1725	кажется что	4	1
1726	видит и	1	1
1727	плана и	1	1
1728	находим у	1	1
1729	и входит	2	1
1730	можно сделать	1	1
1731	реакции на	3	1
1732	существенное для	1	1
1733	такие факты	1	1
1734	в приведенном	2	1
1735	и воспринимается	1	1
1736	словом все	1	1
1737	и знает	1	1
1738	направление и	1	1
1739	человека по	2	1
1740	глубине и	1	1
1741	того же	3	1
1742	проникнуть в	1	1
1743	чтобы их	1	1
1744	человек так	1	1
1745	и порядок	1	1
1746	отношения с	1	1
1747	над ним	1	1
1748	быть образ	1	1
1749	литературы и	1	1
1750	в самой	9	1
1751	слово нельзя	1	1
1752	и специфичность	1	1
1753	от вас	1	1
1754	меняется и	1	1
1755	или наконец	4	1
1756	а вы	1	1
1757	зрения своей	1	1
1758	сказать по	1	1
1759	основное и	1	1
1760	не утверждение	1	1
1761	или меньшей	2	1
1762	ведь вы	1	1
1763	сходно с	1	1
1764	только может	1	1
1765	так значит	1	1
1766	что последнее	1	1
1767	ну и	1	1
1768	слова из	1	1
1769	я вам	2	1
1770	и никогда	1	1
1771	вера в	1	1
1772	или лучше	1	1
1773	образы и	1	1
1774	и глубокое	1	1
1775	не входят	2	1
1776	их к	1	1
1777	но прежде	1	1
1778	сам в	1	1
1779	с вами	1	1
1780	них не	1	1
1781	этих трех	3	1
1782	все одинаково	1	1
1783	теми же	1	1
1784	это третье	1	1
1785	миром в	1	1
1786	первой степени	1	1
1787	деле это	1	1
1788	бы оно	2	1
1789	собственного сознания	3	1
1790	если они	1	1
1791	бы эти	1	1
1792	его к	4	1
1793	как точка	2	1
1794	это совершенно	1	1
1795	есть одна	1	1
1796	следы и	1	1
1797	вообще во	1	1
1798	не доказывает	1	1
1799	зрения воли	1	1
1800	случае это	1	1
1801	что другое	1	1
1802	меня не	1	1
1803	нее не	1	1
1804	мы видели	1	1
1805	лишь по	1	1
1806	в единство	9	1
1807	отделима от	1	1
1808	быть даже	1	1
1809	для самого	2	1
1810	тут уже	1	1
1811	и сколько	1	1
1812	этот третий	1	1
1813	так всегда	1	1
1814	нет а	1	1
1815	слова это	1	1
1816	однако и	1	1
1817	одном месте	1	1
1818	от несущественного	1	1
1819	резко отличается	2	1
1820	как одна	1	1
1821	является здесь	1	1
1822	к другим	1	1
1823	ходит по	1	1
1824	мере того	1	1
1825	облик и	1	1
1826	опирается на	2	1
1827	в последнем	1	1
1828	и должны	1	1
1829	его уже	1	1
1830	к одной	1	1
1831	переходит в	1	1
1832	одного или	1	1
1833	которые он	1	1
1834	в языке	1	1
1835	ним и	3	1
1836	на первом	1	1
1837	себе вопрос	1	1
1838	оно было	1	1
1839	любил и	1	1
1840	не умеют	3	1
1841	есть я	2	1
1842	и менее	1	1
1843	мысль не	4	1
1844	значение только	1	1
1845	до некоторой	1	1
1846	нем как	1	1
1847	этого второго	1	1
1848	она дана	1	1
1849	и единый	1	1
1850	и наглядно	1	1
1851	имеет с	1	1
1852	не тем	1	1
1853	всего его	1	1
1854	его внутреннего	1	1
1855	действует в	1	1
1856	самой жизни	1	1
1857	характер и	1	1
1858	он мыслится	1	1
1859	все может	1	1
1860	является он	1	1
1861	он почти	1	1
1862	да ведь	2	1
1863	лишь из	1	1
1864	для них	1	1
1865	в единый	1	1
1866	но этого	2	1
1867	поэтому она	1	1
1868	все существенные	1	1
1869	но чтобы	1	1
1870	окружающих нас	1	1
1871	и вполне	2	1
1872	том и	2	1
1873	на минуту	1	1
1874	в плоскости	6	1
1875	их подлинный	1	1
1876	менее чем	1	1
1877	не вещь	1	1
1878	самом предмете	3	1
1879	функциями но	1	1
1880	приобретают совершенно	1	1
1881	как вы	3	1
1882	могут стать	1	1
1883	существа в	1	1
1884	же словах	1	1
1885	нового не	1	1
1886	необходимо заметить	1	1
1887	здесь мы	4	1
1888	и одновременно	3	1
1889	которые оно	1	1
1890	они даны	2	1
1891	оно ни	2	1
1892	есть лишь	1	1
1893	и пожалуй	1	1
1894	изображения в	3	1
1895	с таким	1	1
1896	подходим к	1	1
1897	подлинная жизнь	1	1
1898	во внешнее	1	1
1899	которые сами	1	1
1900	месте и	2	1
1901	весь свой	1	1
1902	дано и	1	1
1903	есть или	1	1
1904	в романе	12	1
1905	итак ни	1	1
1906	и действительно	1	1
1907	своей последней	1	1
1908	ничего я	1	1
1909	совершенно особых	1	1
1910	положения которые	2	1
1911	спор двух	1	1
1912	в одних	1	1
1913	эти явления	1	1
1914	не знал	2	1
1915	это та	1	1
1916	уже совсем	1	1
1917	возможности и	1	1
1918	может стать	5	1
1919	уже говорить	1	1
1920	исключительно как	1	1
1921	объективны и	1	1
1922	всего чисто	2	1
1923	влияния на	1	1
1924	самостоятельность и	1	1
1925	один миг	1	1
1926	приводит к	8	1
1927	ему и	1	1
1928	и диалектическую	1	1
1929	них он	1	1
1930	при всех	2	1
1931	из которого	1	1
1932	в известном	1	1
1933	думает о	1	1
1934	здесь нет	4	1
1935	подумали что	1	1
1936	смысле это	1	1
1937	пушкина но	1	1
1938	степени с	1	1
1939	не входит	5	1
1940	только слово	2	1
1941	лишь те	2	1
1942	входящее в	1	1
1943	речь в	2	1
1944	художественный образ	2	1
1945	из прошлого	1	1
1946	этом пункте	1	1
1947	первом случае	1	1
1948	самую точку	1	1
1949	зрения могут	1	1
1950	своим убеждениям	3	1
1951	очевидно и	1	1
1952	не видеть	1	1
1953	можно сводить	1	1
1954	весь человек	1	1
1955	время оно	2	1
1956	далее и	2	1
1957	вернемся к	1	1
1958	из системы	1	1
1959	совершенно иной	2	1
1960	последнего слова	1	1
1961	иное проявление	1	1
1962	его содержания	1	1
1963	двух основных	1	1
1964	взаимоотношение этих	1	1
1965	себя за	1	1
1966	я ее	1	1
1967	он еще	1	1
1968	изображения и	6	1
1969	мы его	2	1
1970	значение этого	1	1
1971	можно лишь	1	1
1972	на друга	2	1
1973	не дал	1	1
1974	ее до	1	1
1975	в чистой	1	1
1976	а может	1	1
1977	не должны	1	1
1978	и независимо	1	1
1979	слово а	2	1
1980	его изображение	1	1
1981	нем мы	1	1
1982	сознании и	4	1
1983	всего на	2	1
1984	и лишь	2	1
1985	которую так	1	1
1986	не могло	2	1
1987	очень хорошо	1	1
1988	вступает в	1	1
1989	впрочем и	1	1
1990	как если	3	1
1991	духа как	1	1
1992	объединения и	1	1
1993	переходит к	2	1
1994	от других	1	1
1995	и наиболее	1	1
1996	что дано	1	1
1997	может выйти	1	1
1998	рано или	1	1
1999	держится не	1	1
2000	уже говорили	3	1
2001	в совершенно	1	1
2002	и церковь	1	1
2003	тогда как	1	1
2004	при анализе	1	1
2005	так он	1	1
2006	тому и	1	1
2007	каждый из	1	1
2008	ну да	1	1
2009	стороны эта	1	1
2010	конструкции и	1	1
2011	как свой	2	1
2012	о способах	3	1
2013	остается как	1	1
2014	даны здесь	2	1
2015	и там	1	1
2016	в отличие	4	1
2017	своими корнями	1	1
2018	он в	3	1
2019	земля в	1	1
2020	с собою	4	1
2021	которых он	1	1
2022	победы и	1	1
2023	функционирует в	1	1
2024	мира но	2	1
2025	он получил	1	1
2026	совершенно особая	1	1
2027	до конца	10	1
2028	за пределами	2	1
2029	нет вы	1	1
2030	слова он	2	1
2031	глубже чем	1	1
2032	идея как	3	1
2033	но должна	1	1
2034	том же	4	1
2035	дана такая	1	1
2036	в чужую	1	1
2037	к миру	3	1
2038	к прошлому	1	1
2039	они еще	1	1
2040	до известной	1	1
2041	притом так	1	1
2042	не видит	1	1
2043	нет то	1	1
2044	самим по	1	1
2045	или поздно	1	1
2046	материал и	4	1
2047	совершенно особый	1	1
2048	не из	3	1
2049	или другом	2	1
2050	их слияния	1	1
2051	есть т	1	1
2052	и диалектической	1	1
2053	в едином	4	1
2054	и видеть	1	1
2055	другого и	1	1
2056	подойти к	1	1
2057	заставляя его	1	1
2058	ибо нет	1	1
2059	из этой	1	1
2060	и каждый	1	1
2061	высшей степени	1	1
2062	его мысль	1	1
2063	всего того	1	1
2064	своим предметом	1	1
2065	помыслить что	1	1
2066	построения а	1	1
2067	друг против	2	1
2068	благоприятные условия	1	1
2069	себе достаточно	1	1
2070	этом случае	1	1
2071	всей их	1	1
2072	из отдельных	1	1
2073	то они	2	1
2074	и получилось	1	1
2075	значение в	2	1
2076	гораздо сложнее	1	1
2077	говоря нет	1	1
2078	стороны мы	1	1
2079	на вопрос	2	1
2080	нему и	2	1
2081	уже само	1	1
2082	с самосознанием	1	1
2083	это положение	1	1
2084	действительности в	1	1
2085	за собою	3	1
2086	не всякая	1	1
2087	и одна	1	1
2088	до последних	1	1
2089	в художественной	2	1
2090	в окружающем	1	1
2091	лиц и	1	1
2092	может до	1	1
2093	что может	4	1
2094	е все	1	1
2095	быть отнесены	1	1
2096	еще большую	1	1
2097	быть никому	2	1
2098	ничего кроме	1	1
2099	церковь как	1	1
2100	человек является	1	1
2101	на одно	1	1
2102	для всего	1	1
2103	переход к	1	1
2104	стороны по	1	1
2105	что так	2	1
2106	в литературе	4	1
2107	отсюда следует	1	1
2108	которого я	1	1
2109	от времени	1	1
2110	романе достоевского	9	1
2111	где он	1	1
2112	видеть в	2	1
2113	а предмет	1	1
2114	из своих	1	1
2115	что каждый	1	1
2116	сам себе	1	1
2117	одному и	1	1
2118	конечно есть	1	1
2119	слова а	2	1
2120	в вашем	1	1
2121	не развивается	1	1
2122	следовательно только	1	1
2123	видим не	1	1
2124	даже самая	1	1
2125	всякую мысль	1	1
2126	атмосферы не	1	1
2127	а на	1	1
2128	характер не	1	1
2129	и непосредственно	1	1
2130	пределах одной	1	1
2131	свою философскую	1	1
2132	в свои	1	1
2133	три основных	1	1
2134	и берет	1	1
2135	слились в	1	1
2136	же человек	1	1
2137	то к	1	1
2138	этом не	2	1
2139	слова но	4	1
2140	же по	1	1
2141	места в	1	1
2142	не такую	1	1
2143	себя а	1	1
2144	является предметом	2	1
2145	всегда лежит	1	1
2146	менее всего	7	1
2147	гораздо ближе	1	1
2148	единой и	1	1
2149	их взаимоотношения	2	1
2150	этих произведений	1	1
2151	он видел	1	1
2152	такое слово	4	1
2153	сказать вот	1	1
2154	слова слово	3	1
2155	знающего и	1	1
2156	нет надобности	1	1
2157	на тему	1	1
2158	в стороне	1	1
2159	ведь только	2	1
2160	лежащей в	1	1
2161	как такая	1	1
2162	среди всех	1	1
2163	лишь с	1	1
2164	его душевный	1	1
2165	переходим к	4	1
2166	как речь	1	1
2167	слышать и	1	1
2168	им и	1	1
2169	или даже	2	1
2170	не она	2	1
2171	или этот	1	1
2172	распадается в	1	1
2173	на фоне	5	1
2174	а у	1	1
2175	и могут	3	1
2176	со своей	1	1
2177	один и	1	1
2178	против друга	2	1
2179	и художественного	2	1
2180	бы дать	1	1
2181	конечно эта	1	1
2182	форма в	1	1
2183	основного принципа	1	1
2184	является поэтому	1	1
2185	логику и	1	1
2186	таковы что	1	1
2187	ему как	1	1
2188	жизнь уже	1	1
2189	целого и	1	1
2190	наиболее типичный	1	1
2191	до последней	1	1
2192	своем существе	1	1
2193	не все	1	1
2194	выражение и	1	1
2195	другом случае	2	1
2196	и принципиальная	1	1
2197	оно может	2	1
2198	другого это	1	1
2199	человеческим голосом	1	1
2200	друга но	1	1
2201	к одному	7	1
2202	которая как	3	1
2203	в такие	3	1
2204	каком плане	1	1
2205	я вот	1	1
2206	итак мир	1	1
2207	и хочет	1	1
2208	полной мере	1	1
2209	у лермонтова	1	1
2210	со всех	1	1
2211	к установке	1	1
2212	это последнее	2	1
2213	оценка личности	1	1
2214	а к	1	1
2215	стремиться к	1	1
2216	он это	1	1
2217	его слово	2	1
2218	художественной форме	1	1
2219	приговоренный к	1	1
2220	каждая из	2	1
2221	почве философского	1	1
2222	свойственна и	1	1
2223	он ни	2	1
2224	такие же	1	1
2225	функции этого	1	1
2226	а его	2	1
2227	которая для	1	1
2228	например у	3	1
2229	сам его	1	1
2230	случае если	1	1
2231	вполне можно	1	1
2232	его внутреннюю	2	1
2233	слово это	1	1
2234	пределы и	1	1
2235	я там	1	1
2236	существенного и	1	1
2237	д как	1	1
2238	одну из	1	1
2239	этом мире	1	1
2240	не созерцает	1	1
2241	вся жизнь	1	1
2242	характерен для	1	1
2243	время во	1	1
2244	не изучены	1	1
2245	истину в	1	1
2246	напротив от	1	1
2247	первое и	1	1
2248	которое только	1	1
2249	только их	1	1
2250	уже после	2	1
2251	столкновение с	2	1
2252	идея то	1	1
2253	если такое	1	1
2254	мыслить для	1	1
2255	особый тип	2	1
2256	слова не	2	1
2257	собою но	2	1
2258	смотрит на	1	1
2259	конечно в	2	1
2260	субъекта а	1	1
2261	окружающие нас	1	1
2262	мы воспринимали	1	1
2263	в пределах	24	1
2264	ним не	1	1
2265	и возникает	1	1
2266	во вне	1	1
2267	и глубину	1	1
2268	этого образа	1	1
2269	человека с	1	1
2270	к которой	1	1
2271	ведь если	1	1
2272	он фигурирует	1	1
2273	самосознания о	1	1
2274	что из	2	1
2275	их как	1	1
2276	признать что	1	1
2277	существом и	2	1
2278	чего она	1	1
2279	на вид	2	1
2280	знает и	1	1
2281	или еще	1	1
2282	показывает как	1	1
2283	но человек	1	1
2284	быть также	1	1
2285	явление в	1	1
2286	находиться в	3	1
2287	и назначение	1	1
2288	которой можно	1	1
2289	к событию	1	1
2290	и сделать	1	1
2291	наконец на	1	1
2292	целей и	1	1
2293	и нами	1	1
2294	дня и	1	1
2295	для рассмотрения	1	1
2296	себе слово	1	1
2297	в характере	1	1
2298	может показаться	1	1
2299	в строгих	1	1
2300	сознания если	1	1
2301	конечно совершенно	1	1
2302	вдруг как	1	1
2303	сознания его	1	1
2304	никому не	2	1
2305	что о	1	1
2306	лишь чисто	1	1
2307	тех которые	1	1
2308	социологическое значение	1	1
2309	типичный и	1	1
2310	себе самому	6	1
2311	эти планы	1	1
2312	себе он	2	1
2313	в создании	1	1
2314	известной степени	2	1
2315	все более	1	1
2316	рефлексии но	1	1
2317	в эти	1	1
2318	и новые	1	1
2319	человек не	1	1
2320	это в	2	1
2321	то все	1	1
2322	и жизнью	1	1
2323	в мышлении	1	1
2324	как совокупность	1	1
2325	он действительно	1	1
2326	сам а	1	1
2327	наконец третья	1	1
2328	все возможные	3	1
2329	и обратно	1	1
2330	в костюме	1	1
2331	а пока	1	1
2332	себе такая	1	1
2333	всегда говорит	1	1
2334	и себе	1	1
2335	в руках	3	1
2336	к идее	2	1
2337	за их	2	1
2338	из уст	1	1
2339	для другого	2	1
2340	пошел да	1	1
