N	2gram	Vinokur_Vv	StatiiOP
1305	сделать его	1	1
1306	е г	1	1
1307	на другую	1	1
1308	заключается вовсе	1	1
1309	себе так	1	1
1310	или иную	1	1
1311	с другими	1	1
1312	иными словами	1	1
1313	то только	1	1
1314	преимущественно в	2	1
1315	нельзя считать	1	1
1316	не выходя	1	1
1317	в особых	1	1
1318	его время	1	1
1319	заявляет что	2	1
1320	нас дошел	1	1
1321	внутреннее единство	1	1
1322	первом из	2	1
1323	о возможности	1	1
1324	выясняется из	1	1
1325	а иных	1	1
1326	из важнейших	1	1
1327	на позиции	1	1
1328	всех его	1	1
1329	от разнообразных	1	1
1330	разнообразных сторон	1	1
1331	такие которые	1	1
1332	стороны содержания	1	1
1333	проблем и	1	1
1334	человек которого	1	1
1335	помощи которого	1	1
1336	которое в	2	1
1337	всем что	1	1
1338	этих наук	2	1
1339	и всего	2	1
1340	судить о	1	1
1341	подлинном смысле	1	1
1342	так много	1	1
1343	литературе и	1	1
1344	лишь на	1	1
1345	между ними	3	1
1346	содержанием и	1	1
1347	не вытекает	1	1
1348	следует понимать	2	1
1349	встречается в	1	1
1350	себе не	1	1
1351	человек в	1	1
1352	самое и	1	1
1353	широкого и	1	1
1354	этой крылатой	1	1
1355	сказывается и	1	1
1356	воплощен в	1	1
1357	особенно сильно	1	1
1358	из четырех	1	1
1359	наука истории	1	1
1360	во главе	1	1
1361	но нужно	1	1
1362	нечто цельное	3	1
1363	каждом данном	2	1
1364	стороне дела	1	1
1365	в себя	1	1
1366	предметом размышления	1	1
1367	какой они	1	1
1368	знать его	1	1
1369	собственно истории	1	1
1370	в а	1	1
1371	это тоже	1	1
1372	что следовательно	2	1
1373	вопрос что	2	1
1374	идет от	1	1
1375	что искать	1	1
1376	этой системе	1	1
1377	тут нет	1	1
1378	большой интерес	1	1
1379	вырастать в	1	1
1380	здесь как	1	1
1381	времени вполне	1	1
1382	науки но	3	1
1383	материалом для	1	1
1384	отношении его	1	1
1385	уже сказано	1	1
1386	что отношения	1	1
1387	к конкретной	1	1
1388	обеих этих	1	1
1389	как они	1	1
1390	в исторической	1	1
1391	был уже	1	1
1392	ведь в	1	1
1393	говорил о	1	1
1394	от характера	4	1
1395	вся история	1	1
1396	но которая	2	1
1397	в нечто	2	1
1398	материалом и	2	1
1399	текста и	3	1
1400	могло оказаться	1	1
1401	чтобы он	2	1
1402	д иными	1	1
1403	с традициями	1	1
1404	особого рода	4	1
1405	именно потому	1	1
1406	но тогда	1	1
1407	в работе	3	1
1408	такие области	1	1
1409	высоком уровне	1	1
1410	и собственно	2	1
1411	понимать в	3	1
1412	другом значении	1	1
1413	ряда других	1	1
1414	но были	1	1
1415	языком и	1	1
1416	будет в	2	1
1417	и общественного	1	1
1418	о филологическом	1	1
1419	этого становится	1	1
1420	области научной	1	1
1421	и методологии	2	1
1422	на дело	3	1
1423	от которых	2	1
1424	и картина	1	1
1425	содержания и	1	1
1426	одно и	2	1
1427	и та	1	1
1428	и является	1	1
1429	уже потому	1	1
1430	бы уже	1	1
1431	да рядом	1	1
1432	однако что	1	1
1433	нашел в	1	1
1434	первый из	2	1
1435	это может	2	1
1436	в известных	2	1
1437	должны были	1	1
1438	эту формулу	1	1
1439	в русский	1	1
1440	что сведения	1	1
1441	мы здесь	1	1
1442	не совпадает	2	1
1443	стороной а	1	1
1444	не иначе	2	1
1445	того кто	1	1
1446	так называемую	2	1
1447	и объясняется	1	1
1448	так называемого	1	1
1449	его роста	1	1
1450	обычным представлением	1	1
1451	он в	1	1
1452	может отличаться	1	1
1453	тех данных	1	1
1454	всякого исторического	1	1
1455	однако в	3	1
1456	мы называем	2	1
1457	и никогда	1	1
1458	этой форме	1	1
1459	подход к	1	1
1460	иногда это	1	1
1461	ее а	1	1
1462	на отдельные	1	1
1463	от истории	4	1
1464	был в	2	1
1465	и есть	3	1
1466	о чем-нибудь	1	1
1467	в некотором	1	1
1468	понимает как	1	1
1469	в силу	3	1
1470	хотя все	1	1
1471	бы оно	1	1
1472	мы теперь	2	1
1473	преимущественно же	1	1
1474	же мы	1	1
1475	традиции и	4	1
1476	из анализа	1	1
1477	которого мы	2	1
1478	а главное	1	1
1479	можно с	1	1
1480	хорошее знание	1	1
1481	чтобы не	1	1
1482	в культуре	1	1
1483	в примечаниях	1	1
1484	товарищей по	1	1
1485	понять что	3	1
1486	и материальную	1	1
1487	в подлинном	2	1
1488	была перенесена	1	1
1489	отказе от	1	1
1490	действительно все	1	1
1491	любви и	1	1
1492	можно только	2	1
1493	хотя сам	1	1
1494	материальной организации	1	1
1495	на деле	1	1
1496	собственном смысле	3	1
1497	была создана	1	1
1498	за ее	1	1
1499	примечаниях к	1	1
1500	этому времени	2	1
1501	разной мере	1	1
1502	известную долю	1	1
1503	то без	1	1
1504	означает будто	1	1
1505	как с	1	1
1506	поворотным пунктом	1	1
1507	для каждой	1	1
1508	них в	1	1
1509	раз ко	1	1
1510	этого понятия	5	1
1511	которые он	1	1
1512	которых мы	1	1
1513	вполне справедливо	1	1
1514	которая по	1	1
1515	и должно	2	1
1516	xix столетия	1	1
1517	на те	1	1
1518	источников в	1	1
1519	именно только	1	1
1520	опираться на	1	1
1521	слово между	1	1
1522	каким он	1	1
1523	с ним	1	1
1524	точка подъема	1	1
1525	в наиболее	2	1
1526	нашего времени	2	1
1527	понимать что	1	1
1528	не исчерпывается	2	1
1529	в науке	1	1
1530	на определенной	1	1
1531	действительно ли	1	1
1532	на опыт	1	1
1533	к выводу	7	1
1534	с каждым	1	1
1535	половины xviii	1	1
1536	ставящая себе	1	1
1537	нас от	1	1
1538	историческая обстановка	1	1
1539	такого же	2	1
1540	вообще с	1	1
1541	равно не	1	1
1542	этого процесса	1	1
1543	этой точки	2	1
1544	все то	1	1
1545	в соответствии	2	1
1546	внимание только	1	1
1547	имеет значение	1	1
1548	мы говорим	3	1
1549	против этой	1	1
1550	ясного и	1	1
1551	закономерный процесс	1	1
1552	которые у	1	1
1553	исключительных случаях	1	1
1554	прямым предметом	1	1
1555	в составе	1	1
1556	случае дело	2	1
1557	делом в	1	1
1558	значения и	1	1
1559	говорить в	1	1
1560	как история	3	1
1561	значении этого	2	1
1562	тему об	1	1
1563	текст по	1	1
1564	виде как	1	1
1565	всеми теми	1	1
1566	свой собственный	1	1
1567	что могло	4	1
1568	и такая	1	1
1569	есть нечто	1	1
1570	знаний и	4	1
1571	существует между	2	1
1572	произведение в	1	1
1573	наук этот	1	1
1574	и отдельных	1	1
1575	не знать	1	1
1576	что таким	1	1
1577	основании таких	1	1
1578	правда не	1	1
1579	у историков	1	1
1580	таких случаях	1	1
1581	была и	1	1
1582	о единстве	1	1
1583	приводил к	1	1
1584	к какому	2	1
1585	научные дисциплины	1	1
1586	уже наперед	1	1
1587	под заглавием	1	1
1588	если можно	1	1
1589	сравнению с	4	1
1590	язык это	1	1
1591	он выражается	2	1
1592	вследствие этого	1	1
1593	знает что	1	1
1594	чтобы убедиться	1	1
1595	возникает вопрос	2	1
1596	цельную картину	1	1
1597	и обратно	4	1
1598	данного текста	1	1
1599	он мог	3	1
1600	приняты во	1	1
1601	смотреть как	1	1
1602	такое написание	1	1
1603	которой был	1	1
1604	пунктом в	1	1
1605	тому пути	1	1
1606	тому кто	1	1
1607	речь в	4	1
1608	в но	2	1
1609	ни к	2	1
1610	его и	1	1
1611	и объединяет	1	1
1612	впечатление что	1	1
1613	должно быть	2	1
1614	истории не	2	1
1615	гораздо большей	1	1
1616	разумеется здесь	1	1
1617	бы с	2	1
1618	сливается с	3	1
1619	очень старые	1	1
1620	истории человечества	1	1
1621	дошедшие до	1	1
1622	читать и	3	1
1623	если таким	2	1
1624	этой традиции	2	1
1625	важнее всего	1	1
1626	существенная разница	1	1
1627	литературных памятников	1	1
1628	работы но	1	1
1629	к отдельным	2	1
1630	материала а	1	1
1631	чем то	1	1
1632	но здесь	1	1
1633	его исторического	1	1
1634	отношении именно	1	1
1635	истории но	1	1
1636	слово которое	1	1
1637	художественных произведений	2	1
1638	это только	4	1
1639	можно различить	1	1
1640	и историка	1	1
1641	этом пути	1	1
1642	знать и	2	1
1643	бы ему	1	1
1644	роста и	1	1
1645	в отказе	1	1
1646	народа как	2	1
1647	наукой и	2	1
1648	только один	1	1
1649	то все	1	1
1650	со всей	3	1
1651	такое вообще	1	1
1652	что также	1	1
1653	исчерпывающим образом	1	1
1654	своей работе	1	1
1655	его характер	1	1
1656	о своем	1	1
1657	ее с	1	1
1658	большей частью	1	1
1659	через их	1	1
1660	что чтение	1	1
1661	искать ответа	1	1
1662	что такая	1	1
1663	теперь не	1	1
1664	ее отношении	2	1
1665	чего-то целого	1	1
1666	каждый из	2	1
1667	общем смысле	1	1
1668	нуждаются в	1	1
1669	а лишь	1	1
1670	общей филологической	2	1
1671	с критикой	1	1
1672	острова в	1	1
1673	поводу того	1	1
1674	автора в	1	1
1675	на которые	1	1
1676	из наиболее	4	1
1677	стороны ее	1	1
1678	стиля а	1	1
1679	на две	1	1
1680	истории быта	2	1
1681	если мы	1	1
1682	речи в	1	1
1683	с рукописным	1	1
1684	в текстах	3	1
1685	в определенном	1	1
1686	человечества и	1	1
1687	историей языка	1	1
1688	котором мы	1	1
1689	отдельного народа	3	1
1690	более глубокого	1	1
1691	относиться к	1	1
1692	языка а	2	1
1693	всего к	2	1
1694	совсем другое	1	1
1695	конкретно представить	1	1
1696	наук и	4	1
1697	не видит	1	1
1698	какие бы	1	1
1699	русском языке	1	1
1700	месте в	1	1
1701	вникнуть в	1	1
1702	и после	1	1
1703	в самой	1	1
1704	но которые	1	1
1705	говорилось уже	1	1
1706	могут дать	1	1
1707	деятельности как	1	1
1708	обратиться к	1	1
1709	он написан	2	1
1710	чтений в	1	1
1711	не выдерживает	1	1
1712	на время	1	1
1713	это сказалось	3	1
1714	впечатление на	2	1
1715	новый и	1	1
1716	которая лежит	1	1
1717	их достоинства	1	1
1718	этот термин	1	1
1719	в более	4	1
1720	существует больше	1	1
1721	на языке	2	1
1722	и прямо	1	1
1723	знать что	1	1
1724	ли все	1	1
1725	высшей школе	1	1
1726	второй половине	2	1
1727	иметь дело	2	1
1728	а следует	1	1
1729	биография психология	1	1
1730	конца xviii	2	1
1731	в языковую	1	1
1732	и принципиально	1	1
1733	находится у	1	1
1734	на одно	1	1
1735	истории русской	1	1
1736	относительно которых	1	1
1737	в формах	2	1
1738	что одним	1	1
1739	и наоборот	3	1
1740	многое в	1	1
1741	то мы	1	1
1742	ранее не	1	1
1743	здесь в	1	1
1744	имел в	1	1
1745	народа то	1	1
1746	на одной	1	1
1747	в осуществлении	1	1
1748	части своего	1	1
1749	но одно	1	1
1750	слова а	1	1
1751	участие в	1	1
1752	вполне возможно	1	1
1753	слова не	1	1
1754	все равно	2	1
1755	источник для	1	1
1756	к самой	2	1
1757	однако не	4	1
1758	задач и	1	1
1759	конфликта в	1	1
1760	как эти	1	1
1761	отношение со	1	1
1762	когда говорил	2	1
1763	говорим о	1	1
1764	реальной действительности	1	1
1765	тесно связано	1	1
1766	последовательной и	1	1
1767	этого не	2	1
1768	с ними	1	1
1769	что к	2	1
1770	наших дней	2	1
1771	входить в	1	1
1772	идут от	1	1
1773	уже очень	1	1
1774	на разные	1	1
1775	что будет	1	1
1776	в памятниках	3	1
1777	явным образом	1	1
1778	изложения и	2	1
1779	и которая	1	1
1780	содержании и	2	1
1781	исторической действительности	2	1
1782	даже прямо	1	1
1783	здесь все	3	1
1784	гораздо ближе	2	1
1785	работой и	1	1
1786	истории этой	1	1
1787	история и	3	1
1788	нет надобности	3	1
1789	очень много	1	1
1790	до наших	2	1
1791	понимать как	1	1
1792	впрочем не	1	1
1793	склонность к	1	1
1794	и последующих	1	1
1795	об отдельных	3	1
1796	приходим к	5	1
1797	из различных	1	1
1798	сырых материалов	1	1
1799	в принципиальном	7	1
1800	времени как	1	1
1801	самостоятельного и	1	1
1802	основания до	1	1
1803	становится все	1	1
1804	с рядом	1	1
1805	и понимания	1	1
1806	и со	2	1
1807	и могут	1	1
1808	российской академии	1	1
1809	не создает	1	1
1810	половины xix	3	1
1811	в точности	1	1
1812	и художественного	1	1
1813	материала на	1	1
1814	чтобы эта	1	1
1815	с отношениями	1	1
1816	первостепенное значение	1	1
1817	разумеется с	2	1
1818	присутствием в	1	1
1819	мысли в	1	1
1820	и полностью	1	1
1821	исторических сведений	1	1
1822	выражение и	1	1
1823	напр в	1	1
1824	той своеобразной	1	1
1825	которая как	2	1
1826	ко всему	1	1
1827	иным признакам	1	1
1828	последнее из	1	1
1829	целое в	1	1
1830	но сами	1	1
1831	наука о	5	1
1832	числе случаев	1	1
1833	образом мы	1	1
1834	среди различных	1	1
1835	этот взгляд	1	1
1836	ко второму	1	1
1837	переворот в	1	1
1838	каждом из	1	1
1839	например у	1	1
1840	чего нельзя	1	1
1841	действительно как	1	1
1842	это как	1	1
1843	в руки	6	1
1844	на той	1	1
1845	как уже	5	1
1846	ту или	1	1
1847	одну из	1	1
1848	русской культуры	1	1
1849	тому как	2	1
1850	в разной	2	1
1851	внутренних противоречий	1	1
1852	языку и	1	1
1853	только так	2	1
1854	просто не	1	1
1855	е и	1	1
1856	истории а	1	1
1857	в так	1	1
1858	нечего и	1	1
1859	и сложном	1	1
1860	путем сличения	1	1
1861	народного духа	1	1
1862	не с	3	1
1863	отношениями между	1	1
1864	работы как	2	1
1865	есть и	5	1
1866	чем история	1	1
1867	е по	1	1
1868	но дело	3	1
1869	не следует	3	1
1870	например и	1	1
1871	стороны и	3	1
1872	особый вид	1	1
1873	только то	1	1
1874	европе и	1	1
1875	не наука	1	1
1876	или как	3	1
1877	с двумя	1	1
1878	по сравнению	4	1
1879	к народности	1	1
1880	с первого	1	1
1881	знать все	3	1
1882	и характере	1	1
1883	идет речь	3	1
1884	и т.д	5	1
1885	ее задач	1	1
1886	самостоятельных исторических	1	1
1887	как их	1	1
1888	не быть	1	1
1889	пор и	1	1
1890	литературное произведение	3	1
1891	правом можно	1	1
1892	для такого	1	1
1893	собой лишь	1	1
1894	для дела	1	1
1895	построение из	1	1
1896	своих товарищей	1	1
1897	наук в	8	1
1898	связи между	4	1
1899	анализа и	1	1
1900	в высшей	1	1
1901	же в	1	1
1902	которого как	1	1
1903	как увидим	2	1
1904	том виде	3	1
1905	только после	2	1
1906	включает в	1	1
1907	фактической стороны	1	1
1908	будет недостаточно	1	1
1909	в создании	2	1
1910	очень трудно	1	1
1911	чем та	1	1
1912	которые одновременно	1	1
1913	само собой	2	1
1914	вполне понятным	1	1
1915	само по	4	1
1916	с соответствующими	2	1
1917	сейчас мы	1	1
1918	есть не	5	1
1919	можно указать	1	1
1920	стороны дела	1	1
1921	такие явления	1	1
1922	более того	1	1
