N	2gram	Ircho_Kome	formyVre
1310	о последней	1	1
1311	их самих	1	1
1312	от горя	1	1
1313	ли он	1	1
1314	такую же	3	1
1315	относящихся к	1	1
1316	мне больше	1	1
1317	нет даже	1	1
1318	в город	2	1
1319	быть не	1	1
1320	и любовь	2	1
1321	на два	1	1
1322	до старости	1	1
1323	из его	3	1
1324	человека от	1	1
1325	тот и	1	1
1326	тех пор	5	1
1327	в современном	1	1
1328	хотя это	2	1
1329	остается только	2	1
1330	не у	1	1
1331	войной и	1	1
1332	для нее	1	1
1333	каждой из	4	1
1334	эти произведения	1	1
1335	всего на	1	1
1336	приведем несколько	1	1
1337	и вся	1	1
1338	совпадают с	4	1
1339	не меньше	2	1
1340	ночи и	1	1
1341	и наиболее	1	1
1342	речь на	1	1
1343	у других	1	1
1344	ее с	1	1
1345	принимают в	1	1
1346	и характеру	1	1
1347	при помощи	1	1
1348	их между	1	1
1349	так называемого	1	1
1350	лишь бы	2	1
1351	еще один	2	1
1352	разумеется и	1	1
1353	им в	1	1
1354	всех трех	2	1
1355	не употребляет	1	1
1356	не знающий	1	1
1357	в описании	1	1
1358	ним в	2	1
1359	его художественного	1	1
1360	у женщин	3	1
1361	ход событий	1	1
1362	что ты	3	1
1363	в пяти	1	1
1364	основа всего	1	1
1365	как комедию	1	1
1366	только здесь	1	1
1367	забывать что	1	1
1368	композиционного характера	1	1
1369	на этот	6	1
1370	быта в	1	1
1371	этом свидетельствует	1	1
1372	и приходят	1	1
1373	для этих	1	1
1374	в понимании	1	1
1375	ряд моментов	1	1
1376	только с	1	1
1377	на папирусе	1	1
1378	взгляде на	1	1
1379	как все	1	1
1380	что дал	1	1
1381	входящих в	1	1
1382	в настоящее	1	1
1383	есть тот	1	1
1384	стороны он	1	1
1385	характерные для	2	1
1386	или другой	1	1
1387	его можно	1	1
1388	пана и	1	1
1389	из реальных	1	1
1390	как к	3	1
1391	не знают	1	1
1392	в социальном	2	1
1393	соображение что	1	1
1394	достоинства и	1	1
1395	этот отрывок	1	1
1396	точнее к	1	1
1397	в свое	2	1
1398	после стольких	1	1
1399	различны в	1	1
1400	что ему	4	1
1401	которым он	2	1
1402	мог быть	1	1
1403	хоть и	3	1
1404	своей любви	2	1
1405	но прежде	1	1
1406	же становится	1	1
1407	которые никогда	1	1
1408	это был	1	1
1409	свидетельствует о	1	1
1410	человеческой природой	1	1
1411	на три	1	1
1412	вкладывает в	1	1
1413	второй половине	1	1
1414	делает возможным	1	1
1415	у тебя	6	1
1416	для всякого	1	1
1417	без основания	1	1
1418	видеть в	2	1
1419	от которого	1	1
1420	и аналогий	1	1
1421	нас здесь	1	1
1422	и основным	1	1
1423	к первой	1	1
1424	он и	5	1
1425	беседу с	1	1
1426	трагедии и	2	1
1427	такое же	2	1
1428	о нем	1	1
1429	в людях	1	1
1430	и прямое	1	1
1431	на которой	1	1
1432	свойств человека	1	1
1433	на помощь	4	1
1434	в жанрах	1	1
1435	слово в	1	1
1436	роль играет	2	1
1437	в ином	1	1
1438	к самой	1	1
1439	под тем	1	1
1440	сказать не	1	1
1441	ко второму	1	1
1442	за любовь	1	1
1443	затем и	1	1
1444	со свадьбой	1	1
1445	говорил он	1	1
1446	дом к	1	1
1447	как этот	2	1
1448	на несколько	1	1
1449	о причине	1	1
1450	кто бы	1	1
1451	же темы	1	1
1452	даже на	1	1
1453	своем роде	1	1
1454	дошедший до	1	1
1455	в ту	2	1
1456	будем называть	1	1
1457	указывает на	1	1
1458	времени уже	1	1
1459	внимание в	1	1
1460	сама по	1	1
1461	в античной	3	1
1462	навлекает на	1	1
1463	и без	2	1
1464	не имеющего	2	1
1465	участие в	1	1
1466	все вопросы	1	1
1467	игры случая	1	1
1468	следовало бы	1	1
1469	могла быть	1	1
1470	почти до	1	1
1471	своего молодого	1	1
1472	с семьей	1	1
1473	и я	3	1
1474	из дому	10	1
1475	по его	2	1
1476	остановимся здесь	1	1
1477	нисколько не	3	1
1478	полагать что	2	1
1479	пока не	2	1
1480	вследствие чего	1	1
1481	высшей точки	1	1
1482	для нашей	1	1
1483	путь к	1	1
1484	что тот	2	1
1485	или менее	2	1
1486	более тонкой	1	1
1487	чем раньше	1	1
1488	а так	1	1
1489	гл x	1	1
1490	руки и	1	1
1491	и гибнет	1	1
1492	в области	3	1
1493	этих двух	2	1
1494	впечатление от	1	1
1495	что эти	1	1
1496	к одному	1	1
1497	сказать и	1	1
1498	но его	2	1
1499	еще до	1	1
1500	его дочери	6	1
1501	ко всему	1	1
1502	достаточно для	1	1
1503	тем чем	1	1
1504	в эти	1	1
1505	за то	2	1
1506	а к	1	1
1507	в полной	1	1
1508	как ни	1	1
1509	же от	1	1
1510	это как	1	1
1511	свои чувства	2	1
1512	в комедии	22	1
1513	а из	1	1
1514	тому как	1	1
1515	не по	7	1
1516	в поздних	1	1
1517	разной степени	1	1
1518	с полным	4	1
1519	обстоит дело	3	1
1520	против нее	1	1
1521	с совершенно	1	1
1522	конце концов	3	1
1523	в отношениях	2	1
1524	дело не	2	1
1525	это случается	1	1
1526	во второй	2	1
1527	когда он	5	1
1528	что касается	5	1
1529	дошедших до	3	1
1530	от отца	4	1
1531	именно к	1	1
1532	свою жизнь	1	1
1533	более двадцати	1	1
1534	риме в	2	1
1535	пор не	3	1
1536	сами они	1	1
1537	в нашей	1	1
1538	не следует	2	1
1539	ним не	1	1
1540	этого образа	1	1
1541	от того	2	1
1542	но вместе	1	1
1543	к реальной	1	1
1544	что из	2	1
1545	его отношение	1	1
1546	ли этот	1	1
1547	быту и	2	1
1548	его а	2	1
1549	его происхождение	1	1
1550	и недостатки	1	1
1551	черты и	1	1
1552	что будет	1	1
1553	какой мы	1	1
1554	человека из	1	1
1555	все больше	1	1
1556	диалога с	1	1
1557	сына на	1	1
1558	т и	2	1
1559	их то	1	1
1560	своей связи	1	1
1561	в высшей	2	1
1562	сами эти	1	1
1563	с приметами	1	1
1564	такой же	2	1
1565	попавшего в	1	1
1566	в остальном	4	1
1567	и дальше	2	1
1568	себя а	1	1
1569	на то	3	1
1570	достаточно вспомнить	2	1
1571	их на	1	1
1572	нуждается в	2	1
1573	для характеристики	1	1
1574	это в	2	1
1575	ведь и	1	1
1576	лучшем случае	1	1
1577	сам а	2	1
1578	таким же	2	1
1579	после смерти	1	1
1580	он с	2	1
1581	русском переводе	1	1
1582	было найти	1	1
1583	для обогащения	1	1
1584	и дурной	1	1
1585	котором он	2	1
1586	меньше чем	2	1
