N	2gram	Potebnia_M	Istorich
1330	мало того	1	2
1331	слова а	1	2
1332	участие в	1	2
1333	себя это	1	2
1334	таком случае	2	2
1335	не связано	1	2
1336	от своих	4	2
1337	с небом	1	2
1338	ее нельзя	1	2
1339	бы для	2	2
1340	ей не	1	2
1341	где еще	1	2
1342	за тем	3	2
1343	в ряде	1	2
1344	и совсем	1	2
1345	представление которое	1	2
1346	но нельзя	1	2
1347	стремление к	1	2
1348	и со	1	2
1349	предположим что	2	2
1350	видим не	1	2
1351	редких случаях	1	2
1352	и таким	1	2
1353	было ни	1	2
1354	стоит и	1	2
1355	к одному	7	2
1356	быть объяснены	1	2
1357	такие же	2	2
1358	в поле	1	2
1359	случае если	2	2
1360	на мысль	7	2
1361	уже после	1	2
1362	форма есть	2	2
1363	не следует	6	2
1364	самое время	1	2
1365	дело вовсе	1	2
1366	мы бы	1	2
1367	имеет еще	1	2
1368	это дает	1	2
1369	место в	4	2
1370	даже из	1	2
1371	новые отношения	1	2
1372	этой силы	1	2
1373	же это	1	2
1374	человек не	4	2
1375	может и	1	2
1376	образов и	2	2
1377	себе а	4	2
1378	мир не	1	2
1379	человек может	2	2
1380	форму но	2	2
1381	самого себя	3	2
1382	всего человека	2	2
1383	сама по	3	2
1384	под ним	2	2
1385	выводы можно	1	2
1386	переносит в	1	2
1387	что человек	4	2
1388	то ли	1	2
1389	что самые	1	2
1390	которые первоначально	1	2
1391	есть очень	1	2
1392	а во-вторых	1	2
1393	помнить что	1	2
1394	е не	1	2
1395	входящий в	2	2
1396	могла быть	2	2
1397	к более	1	2
1398	что охотник	1	2
1399	она нигде	1	2
1400	не дается	5	2
1401	предмет и	2	2
1402	духа в	2	2
1403	легче всего	1	2
1404	себя не	1	2
1405	представление конечно	1	2
1406	них в	2	2
1407	верно то	1	2
1408	только теперь	1	2
1409	не стало	2	2
1410	мы с	1	2
1411	весь круг	3	2
1412	одно время	3	2
1413	случае они	1	2
1414	дают нам	1	2
1415	которые мы	3	2
1416	и наиболее	1	2
1417	одно целое	3	2
1418	другая особенность	1	2
1419	материал но	1	2
1420	и другой	1	2
1421	не исчерпывают	2	2
1422	говорить о	6	2
1423	не вдаваясь	1	2
1424	видеть что	2	2
1425	сидит в	1	2
1426	или точнее	1	2
1427	образа и	6	2
1428	предмета который	2	2
1429	то к	4	2
1430	или если	2	2
1431	действительность но	1	2
1432	быть в	1	2
1433	в нашем	1	2
1434	как я	1	2
1435	из самой	1	2
1436	нам остается	1	2
1437	власть не	1	2
1438	в картине	1	2
1439	ли эта	1	2
1440	в подобных	1	2
1441	как причина	1	2
1442	несколько слов	2	2
1443	отношений которые	1	2
1444	есть выражение	3	2
1445	него как	1	2
1446	то оно	4	2
1447	один пример	1	2
1448	это будет	1	2
1449	именно из	2	2
1450	как нет	1	2
1451	него самого	3	2
1452	от друга	2	2
1453	образ в	2	2
1454	даже на	1	2
1455	наше внимание	1	2
1456	видно как	1	2
1457	же с	7	2
1458	к следующему	1	2
1459	при каждом	2	2
1460	сложное явление	1	2
1461	между этими	1	2
1462	и по-видимому	1	2
1463	меньшей степени	1	2
1464	в мире	3	2
1465	при ближайшем	1	2
1466	которой она	1	2
1467	когда с	3	2
1468	за словом	2	2
1469	вне связи	2	2
1470	словами мы	1	2
1471	птица или	1	2
1472	на себе	3	2
1473	приведем пример	1	2
1474	я был	1	2
1475	такого же	1	2
1476	или за	1	2
1477	для его	1	2
1478	что такого	1	2
1479	именно потому	1	2
1480	к образу	1	2
1481	не более	1	2
1482	мысль что	4	2
1483	в приведенном	3	2
1484	а одно	1	2
1485	об опасности	1	2
1486	например не	2	2
1487	или меньшей	1	2
1488	на который	2	2
1489	общего с	1	2
1490	развития на	1	2
1491	но нет	2	2
1492	он сказал	1	2
1493	есть вместе	3	2
1494	по направлению	1	2
1495	человека или	1	2
1496	воспоминание о	4	2
1497	вода есть	1	2
1498	почему он	2	2
1499	представляет себе	1	2
1500	одном месте	1	2
1501	взгляд на	1	2
1502	указывающих на	1	2
1503	мы назвали	2	2
1504	других и	1	2
1505	оно могло	1	2
1506	на ее	2	2
1507	божество или	1	2
1508	в сущности	3	2
1509	на лице	1	2
1510	из сознания	3	2
1511	от другого	3	2
1512	ряд животных	1	2
1513	как с	1	2
1514	и приобретает	1	2
1515	в самой	1	2
1516	есть нечто	6	2
1517	мы понимаем	1	2
1518	отличаются от	1	2
1519	яснее когда	1	2
1520	каких именно	1	2
1521	более древние	1	2
1522	как при	3	2
1523	встречаются и	1	2
1524	в процессе	2	2
1525	или другими	1	2
1526	и силы	2	2
1527	к нам	2	2
1528	никем не	2	2
1529	труднее чем	1	2
1530	которые связаны	1	2
1531	влияния на	2	2
1532	друг от	2	2
1533	всей своей	1	2
1534	ничего общего	2	2
1535	знакомый нам	1	2
1536	только одно	1	2
1537	что эту	1	2
1538	истории не	1	2
1539	знает как	1	2
1540	их друг	1	2
1541	как животное	1	2
1542	не должно	1	2
1543	каждый в	1	2
1544	а может	2	2
1545	находящихся в	2	2
1546	а о	1	2
1547	мы хотим	1	2
1548	говоря что	2	2
1549	он есть	1	2
1550	себя от	2	2
1551	только это	1	2
1552	и легко	1	2
1553	а и	5	2
1554	не за	1	2
1555	действия не	1	2
1556	если ему	2	2
1557	то она	1	2
1558	к миру	1	2
1559	в сознании	36	2
1560	представляются только	1	2
1561	это значение	1	2
1562	силу того	2	2
1563	здесь так	1	2
1564	не своего	1	2
1565	от степени	1	2
1566	на время	1	2
1567	в прямом	1	2
1568	положение что	2	2
1569	и иначе	1	2
1570	берет на	1	2
1571	над всем	1	2
1572	этот процесс	1	2
1573	свидетельствует о	1	2
1574	о человеке	5	2
1575	от мира	1	2
1576	тому чтобы	1	2
1577	на одно	1	2
1578	легко заметить	1	2
1579	его связь	1	2
1580	с нашей	1	2
1581	солнце солнце	1	2
1582	как представление	1	2
1583	со словами	1	2
1584	чем же	1	2
1585	есть уже	13	2
1586	же именно	1	2
1587	оно только	1	2
1588	отказаться от	2	2
1589	что к	2	2
1590	и начинается	1	2
1591	чем состоит	1	2
1592	виду что	2	2
1593	исходят из	1	2
1594	до ее	1	2
1595	третье звено	1	2
1596	из мифов	1	2
1597	отражением в	1	2
1598	во многом	3	2
1599	жизнь и	1	2
1600	посредником между	2	2
1601	более чем	2	2
1602	в прямой	1	2
1603	ее он	1	2
1604	одного лица	1	2
1605	к чему-то	1	2
1606	нельзя не	1	2
1607	не находит	1	2
1608	нужно было	2	2
1609	же значение	1	2
1610	от земли	2	2
1611	не видим	1	2
1612	явлений в	1	2
1613	этого образа	1	2
1614	с человеком	1	2
1615	развивается в	1	2
1616	во всю	1	2
1617	лишь в	2	2
1618	по той	1	2
1619	должен знать	1	2
1620	нельзя точно	1	2
1621	так тесно	1	2
1622	выражен в	1	2
1623	в понятие	1	2
1624	читаем в	1	2
1625	к новому	1	2
1626	должны признать	1	2
1627	все более	2	2
1628	явление которое	1	2
1629	если на	1	2
1630	только одну	2	2
1631	нас это	1	2
1632	говорит не	1	2
1633	не к	4	2
1634	такие явления	1	2
1635	сознании и	4	1
1636	о таком	1	1
1637	с уверенностью	1	1
1638	соответствующими им	1	1
1639	тем меньше	1	1
1640	труд и	1	1
1641	в настоящем	1	1
1642	еще раз	2	1
1643	говоря уже	1	1
1644	от необходимости	1	1
1645	и будут	1	1
1646	языке и	4	1
1647	другу но	1	1
1648	соображения и	1	1
1649	и имеет	1	1
1650	потом уже	1	1
1651	и вслед	1	1
1652	ясно отношение	1	1
1653	природу в	1	1
1654	людей но	1	1
1655	в собаку	1	1
1656	не зависит	1	1
1657	какой бы	1	1
1658	она проявляется	1	1
1659	и получает	2	1
1660	так можно	1	1
1661	теряет своей	1	1
1662	к рассвету	1	1
1663	и говорить	2	1
1664	ты мы	1	1
1665	время не	1	1
1666	потому не	1	1
1667	в общей	1	1
1668	будет ли	3	1
1669	из разных	1	1
1670	видеть не	1	1
1671	сходен с	1	1
1672	без него	3	1
1673	быть объяснено	1	1
1674	есть результат	1	1
1675	отдельно от	1	1
1676	с действительностью	1	1
1677	может но	2	1
1678	с морем	1	1
1679	сделать некоторые	1	1
1680	каким образом	2	1
1681	вывести из	1	1
1682	такую силу	1	1
1683	многих подобных	1	1
1684	еще никто	1	1
1685	которое по	1	1
1686	этот элемент	1	1
1687	форму и	1	1
1688	главы книги	1	1
1689	связь действительно	1	1
1690	этой жизни	1	1
1691	иначе как	2	1
1692	явления что	1	1
1693	данных но	1	1
1694	это невозможно	1	1
1695	развития но	1	1
1696	природы то	1	1
1697	он относится	1	1
1698	в порядке	1	1
1699	мысли о	6	1
1700	и старается	1	1
1701	других признаков	1	1
1702	в природе	3	1
1703	заключаем что	1	1
1704	по этим	1	1
1705	же после	1	1
1706	есть то	3	1
1707	внутренняя организация	1	1
1708	которой строится	1	1
1709	а а	2	1
1710	действительности а	1	1
1711	sich in	1	1
1712	можем видеть	1	1
1713	другой когда	1	1
1714	разных языках	1	1
1715	говорится о	1	1
1716	тот не	1	1
1717	его своими	1	1
1718	нам не	2	1
1719	состоит не	4	1
1720	этот результат	1	1
1721	с пером	1	1
1722	общее достояние	2	1
1723	этой веры	1	1
1724	же следует	2	1
1725	себе все	2	1
1726	не согласиться	1	1
1727	языка в	6	1
1728	нас и	1	1
1729	не чувствует	1	1
1730	воды с	2	1
1731	и каждое	2	1
1732	же внешнее	1	1
1733	другу и	1	1
1734	времени в	1	1
1735	может вызвать	1	1
1736	можем назвать	1	1
1737	слов но	1	1
1738	вообще как	2	1
1739	его души	1	1
1740	должна была	1	1
1741	слова при	3	1
1742	идти по	1	1
1743	одним только	2	1
1744	же или	2	1
1745	женщины с	1	1
1746	котором нет	1	1
1747	этих групп	1	1
1748	человек при	1	1
1749	содержания в	3	1
1750	указания на	2	1
1751	нечто отличное	1	1
1752	достояние всех	1	1
1753	видели при	1	1
1754	известным образом	4	1
1755	я с	1	1
1756	другого не	1	1
1757	словами для	2	1
1758	таких условиях	1	1
1759	явление не	1	1
1760	можно его	1	1
1761	можно понимать	1	1
1762	будем говорить	1	1
1763	ли она	4	1
1764	иначе и	3	1
1765	можем сказать	1	1
1766	сказано выше	1	1
1767	по одной	1	1
1768	старость в	1	1
1769	в противном	1	1
1770	с вопросом	1	1
1771	этого одного	1	1
1772	нельзя смотреть	2	1
1773	понятие о	3	1
1774	имели бы	1	1
1775	уже по	3	1
1776	себя что	1	1
1777	и болезнь	1	1
1778	стоящих на	1	1
1779	случае когда	1	1
1780	других явлений	1	1
1781	не найдем	1	1
1782	том почему	1	1
1783	проявления ее	1	1
1784	заключаются в	1	1
1785	представления которые	1	1
1786	их мысли	1	1
1787	представлению и	1	1
1788	и представляет	1	1
1789	лишь тогда	5	1
1790	происходит по	1	1
1791	форма имеет	1	1
1792	людей где	1	1
1793	обо всем	1	1
1794	приведены в	1	1
1795	ведет с	1	1
1796	этих стихий	1	1
1797	вообще а	1	1
1798	только до	2	1
1799	остаются в	2	1
1800	первый раз	1	1
1801	происходит это	1	1
1802	если у	1	1
1803	орудия и	1	1
1804	образом если	1	1
1805	формы но	1	1
1806	и прекрасным	1	1
1807	як у	1	1
1808	лучше чем	1	1
1809	ли возможно	1	1
1810	это слово	6	1
1811	сила что	1	1
1812	те действия	1	1
1813	лица и	3	1
1814	в следующем	1	1
1815	в отдельные	1	1
1816	видел на	1	1
1817	в самые	1	1
1818	находятся и	1	1
1819	мы на	1	1
1820	не представляется	1	1
1821	бы только	1	1
1822	явление вполне	1	1
1823	и лишена	1	1
1824	ее развития	1	1
1825	его руках	1	1
1826	найдем что	1	1
1827	ко всем	5	1
1828	и чисто	1	1
1829	не исчерпываются	1	1
1830	ничего и	1	1
1831	смотря по	2	1
1832	и связи	2	1
1833	большею частью	2	1
1834	чего оно	1	1
1835	и первоначально	1	1
1836	самым и	1	1
1837	степени это	1	1
1838	одно только	3	1
1839	всего он	1	1
1840	рядом с	2	1
1841	будет если	1	1
1842	перехода от	3	1
1843	того и	2	1
1844	то явление	1	1
1845	в двух	1	1
1846	но говорит	2	1
1847	друга что	1	1
1848	быть очень	1	1
1849	свою силу	1	1
1850	не производит	1	1
1851	действительности и	3	1
1852	через этот	1	1
1853	сказать когда	1	1
1854	что хотя	8	1
1855	имеет такое	1	1
1856	уже другое	1	1
1857	не встречает	1	1
1858	из предыдущего	2	1
1859	слово есть	12	1
1860	если оно	1	1
1861	есть здесь	1	1
1862	которой и	1	1
1863	факт не	1	1
1864	не исключительно	1	1
1865	образом это	1	1
1866	они становятся	1	1
1867	не составляет	2	1
1868	но менее	1	1
1869	дух на	1	1
1870	нашего сознания	1	1
1871	другом и	1	1
1872	и необходимость	1	1
1873	какой другой	1	1
1874	обращаем внимание	1	1
1875	близко к	1	1
1876	не отличаются	1	1
1877	то уже	2	1
1878	и прочно	1	1
1879	или может	1	1
1880	превращенный в	1	1
1881	было только	1	1
1882	как объект	1	1
1883	к такой	1	1
1884	такими же	1	1
1885	ничего нового	1	1
1886	время когда	3	1
1887	уста и	1	1
1888	а вернее	1	1
1889	имеет много	1	1
1890	миру и	1	1
1891	такая задача	1	1
1892	над всеми	3	1
1893	с нашими	1	1
1894	сторону от	1	1
1895	чтобы совершить	1	1
1896	представлений которые	2	1
1897	целом и	1	1
1898	к первому	2	1
1899	из остальных	1	1
1900	заставляет нас	3	1
1901	и предложение	1	1
1902	след в	1	1
1903	существовало в	1	1
1904	в систему	2	1
1905	на горизонт	1	1
1906	его вместе	1	1
1907	что только	7	1
1908	что характер	1	1
1909	о потере	1	1
1910	роль играет	1	1
1911	не вижу	1	1
1912	однако по	2	1
1913	важной и	1	1
1914	на душу	1	1
1915	период когда	1	1
1916	по нескольку	1	1
1917	разве только	2	1
1918	как знак	2	1
1919	было что	1	1
1920	о предметах	1	1
1921	и сами	2	1
1922	чем выше	1	1
1923	или пера	1	1
1924	пути по	1	1
1925	так нельзя	2	1
1926	было на	1	1
1927	есть однако	1	1
1928	можно получить	1	1
1929	не скажет	1	1
1930	себе такие	1	1
1931	есть новое	1	1
1932	своего собственного	1	1
1933	от такой	2	1
1934	новый образ	1	1
1935	отличное от	4	1
1936	сложное и	2	1
1937	в корне	1	1
1938	и предмет	1	1
1939	мне и	1	1
1940	так тяжело	1	1
1941	его во	1	1
1942	стоящие вне	1	1
1943	из нескольких	1	1
1944	но этого	1	1
1945	будет иметь	1	1
1946	сознания человека	1	1
1947	не признает	1	1
1948	чтоб не	1	1
1949	мы вспоминаем	1	1
1950	тот способ	1	1
1951	что нет	1	1
1952	и кости	1	1
1953	то на	1	1
1954	предмет мы	1	1
1955	понятия но	1	1
1956	мало для	1	1
1957	прямо а	1	1
1958	вложена в	1	1
1959	значения и	1	1
1960	такое явление	1	1
1961	смысле что	2	1
1962	относящиеся к	1	1
1963	это относится	1	1
1964	а серая	1	1
1965	понятие а	2	1
1966	и такая	1	1
1967	не приводит	1	1
1968	впрочем эта	1	1
1969	явлений и	3	1
1970	но нигде	1	1
1971	форме а	1	1
1972	огня в	2	1
1973	а под	1	1
1974	говорит только	3	1
1975	гораздо труднее	1	1
1976	объяснение только	1	1
1977	т с	31	1
1978	если например	2	1
1979	совершенно как	1	1
1980	что конечно	3	1
1981	к представлению	2	1
1982	и сюда	1	1
1983	наука в	1	1
1984	всем этом	1	1
1985	себя предметы	1	1
1986	он достигает	1	1
1987	уже из	1	1
1988	и состоит	2	1
1989	может создать	1	1
1990	прямой зависимости	1	1
1991	более сложные	2	1
1992	которые однако	1	1
1993	от ветра	1	1
1994	оба эти	2	1
1995	предмет в	1	1
1996	них самих	2	1
1997	другим на	1	1
1998	он основывает	1	1
1999	служит средством	1	1
2000	здесь можем	1	1
2001	на два	1	1
2002	этом рассказе	1	1
2003	предмета а	3	1
2004	тогда все	1	1
2005	мы обращаем	1	1
2006	хочешь так	1	1
2007	каждой из	3	1
2008	то все	1	1
2009	очень хорошо	1	1
2010	приводит в	1	1
2011	материал не	1	1
2012	что посредством	2	1
2013	если человек	1	1
2014	души не	2	1
2015	что рука	1	1
2016	вне его	1	1
2017	причина почему	2	1
2018	принята в	1	1
2019	на которые	1	1
2020	должно происходить	1	1
2021	может ли	1	1
2022	если животное	2	1
2023	без его	1	1
2024	должны стать	1	1
2025	этой категории	1	1
2026	если один	1	1
2027	в развитом	1	1
2028	из первых	1	1
2029	и природу	1	1
2030	ли можно	1	1
2031	и относится	1	1
2032	незначительную часть	1	1
2033	мысли не	5	1
2034	был этот	2	1
2035	языка но	1	1
2036	после такого	1	1
2037	имеет и	1	1
2038	прибавляет к	2	1
2039	как предмет	2	1
2040	появляется в	1	1
2041	по этой	1	1
2042	его пониманию	1	1
2043	входящих в	2	1
2044	во времени	2	1
2045	обстановки в	1	1
2046	так по-видимому	1	1
2047	скажем только	1	1
2048	судя по	3	1
2049	бессознательном состоянии	1	1
2050	в тесном	2	1
2051	как нельзя	1	1
2052	нам известно	1	1
2053	поэтому уже	1	1
2054	состоящее в	1	1
2055	и развивается	1	1
2056	мышления в	1	1
2057	не соответствующую	1	1
2058	никакого объяснения	1	1
2059	есть такой	1	1
2060	может не	1	1
2061	она остается	1	1
2062	моисей в	1	1
2063	это был	1	1
2064	в ущерб	1	1
2065	и огнем	1	1
2066	слова именно	1	1
2067	о значении	2	1
2068	наших глазах	2	1
2069	что значит	1	1
2070	языку и	2	1
2071	не без	1	1
2072	образ и	6	1
2073	уже стала	1	1
2074	единства и	1	1
2075	нашей точки	1	1
2076	развивается из	1	1
2077	сторона в	1	1
2078	соединения с	1	1
2079	с определенным	1	1
2080	слилось с	1	1
2081	перенести в	1	1
2082	ее невозможно	1	1
2083	голову по	2	1
2084	все остальное	1	1
2085	такой перемены	1	1
2086	связано то	1	1
2087	жаловаться что	1	1
2088	сделал его	1	1
2089	развиваются представления	1	1
2090	одно окно	1	1
2091	право предположить	1	1
2092	и тому	1	1
2093	в силах	1	1
2094	отражается в	2	1
2095	и предоставляет	1	1
2096	быть признано	1	1
2097	конца то	1	1
2098	более что	1	1
2099	огня с	1	1
2100	ее со	1	1
2101	если и	2	1
2102	в переводе	1	1
2103	знал что	1	1
2104	же почему	1	1
2105	противном случае	1	1
2106	есть мифы	1	1
2107	за другим	4	1
2108	других племен	1	1
2109	условиях и	1	1
2110	и беглого	1	1
2111	через них	1	1
2112	приблизительно так	1	1
2113	чаще других	1	1
2114	того ее	1	1
2115	предметы для	1	1
2116	и без	9	1
2117	огня и	2	1
2118	может следовательно	1	1
2119	однако есть	1	1
2120	как все	1	1
2121	другой но	1	1
2122	не выражать	2	1
2123	хотя я	1	1
2124	и появление	1	1
2125	деле мы	1	1
2126	и другого	2	1
2127	с ног	1	1
2128	а переходит	1	1
2129	нее все	1	1
2130	сам не	1	1
2131	действительности но	1	1
2132	тем мы	1	1
2133	многих из	1	1
2134	образа мы	1	1
2135	то нужно	1	1
2136	бы назвать	1	1
2137	один в	1	1
2138	иду и	1	1
2139	можно выразиться	1	1
2140	солнца с	1	1
2141	е и	1	1
2142	кусок дерева	1	1
2143	в мертвых	1	1
2144	но очевидно	2	1
2145	на меня	1	1
2146	ясности в	1	1
2147	чего мы	1	1
2148	каждый раз	3	1
2149	например и	2	1
2150	меняются и	1	1
2151	хотел было	1	1
2152	знаем мы	1	1
2153	его места	1	1
2154	это знание	1	1
2155	лесом и	1	1
2156	как выражение	1	1
2157	всего то	1	1
2158	причины почему	2	1
2159	образом они	1	1
2160	есть такое	1	1
2161	состояние которое	1	1
2162	для такого	1	1
2163	здесь к	1	1
2164	художественного произведения	6	1
2165	что цель	2	1
2166	эту мысль	1	1
2167	в голову	3	1
2168	и язык	2	1
2169	уже о	1	1
2170	очень трудно	1	1
2171	та и	2	1
2172	себе еще	1	1
2173	объеме и	1	1
2174	бы от	1	1
2175	или короче	1	1
2176	первоначального значения	1	1
2177	к работе	1	1
2178	пить и	1	1
2179	место из	1	1
2180	такое стремление	1	1
2181	и обратно	1	1
2182	части которая	1	1
2183	сомнения не	1	1
2184	и трудно	1	1
2185	их отношении	1	1
2186	племени а	1	1
2187	в той	2	1
2188	мы наблюдаем	1	1
2189	люди которые	2	1
2190	а образ	2	1
2191	только чтобы	1	1
2192	из многих	3	1
2193	особенность его	1	1
2194	человеческой жизни	3	1
2195	друг в	1	1
2196	как форма	2	1
2197	вещи в	1	1
2198	нужно ли	1	1
2199	следует ли	1	1
2200	часть его	2	1
2201	как показывает	1	1
2202	в глазах	3	1
2203	который ему	2	1
2204	силы на	1	1
2205	говорили нам	1	1
2206	его принадлежности	1	1
2207	есть средство	3	1
2208	чего недостает	2	1
2209	нечто такое	2	1
2210	это объяснение	1	1
2211	что то	1	1
2212	было первым	1	1
2213	которое может	1	1
2214	и таких	1	1
2215	речь только	1	1
2216	круг явлений	1	1
2217	случае он	1	1
2218	одно мгновение	1	1
2219	это история	1	1
2220	именно эти	2	1
2221	однако с	1	1
2222	использовать его	1	1
2223	есть а	1	1
2224	мы поймем	1	1
2225	другого предмета	1	1
2226	было до	1	1
2227	в первом	5	1
2228	на мир	2	1
2229	от всего	4	1
2230	второй половине	1	1
2231	такое разложение	2	1
2232	можно объяснить	1	1
2233	друг к	1	1
2234	но становится	1	1
2235	принадлежат к	1	1
2236	давно уже	4	1
2237	все особенности	1	1
2238	птица в	1	1
2239	понимания слова	2	1
2240	хорошо известно	1	1
2241	форма более	1	1
2242	должно бы	2	1
2243	мы только	2	1
2244	мы заключаем	1	1
2245	эта необходимость	1	1
2246	этот закон	1	1
2247	лица производящего	1	1
2248	себе человека	1	1
2249	к своим	1	1
2250	может находиться	2	1
2251	это сопоставление	1	1
2252	содержания но	1	1
2253	открывает нам	1	1
2254	чем бы	1	1
2255	достаточно самого	1	1
2256	если уже	1	1
2257	об отношении	5	1
2258	своей форме	1	1
2259	что причина	1	1
2260	и обычный	1	1
2261	большей части	2	1
2262	действительности в	1	1
2263	нужно знать	1	1
2264	это с	1	1
2265	на человека	2	1
2266	или что	4	1
2267	не прямо	2	1
2268	к понятию	1	1
2269	видеть и	1	1
2270	понято и	1	1
2271	так для	1	1
2272	слов на	1	1
2273	и красоты	1	1
2274	сложных представлений	1	1
2275	его собственной	1	1
2276	буйные ветры	1	1
2277	которыми он	1	1
2278	той ступени	1	1
2279	имея в	1	1
2280	действительно так	1	1
2281	не сама	1	1
2282	цель его	2	1
2283	в изучении	1	1
2284	оно так	1	1
2285	стороны формы	2	1
2286	образом из	1	1
2287	людей из	1	1
2288	собой что	1	1
2289	именно такого	1	1
2290	гораздо яснее	1	1
2291	нужно прибавить	2	1
2292	я думаю	2	1
2293	развилось из	1	1
2294	требует по	1	1
2295	так мы	1	1
2296	что те	2	1
2297	второй половины	1	1
2298	этого племени	1	1
2299	сочетания с	2	1
2300	им нужно	1	1
2301	связанной со	1	1
2302	на наших	1	1
2303	уже более	2	1
2304	ступени ее	1	1
2305	ср также	1	1
2306	своего народа	2	1
2307	быть искусственно	1	1
2308	связь ее	1	1
2309	например когда	2	1
2310	тождества с	1	1
2311	в самое	2	1
2312	на наш	2	1
2313	своих признаков	1	1
2314	представление в	3	1
2315	каждое из	2	1
2316	и внутренняя	1	1
2317	на предмет	2	1
2318	по поводу	8	1
2319	одно за	2	1
2320	но отсюда	1	1
2321	шаг на	1	1
2322	образом развитие	1	1
2323	какой именно	1	1
2324	свойства и	1	1
2325	смысле как	1	1
2326	начало и	1	1
2327	разумеется мы	1	1
2328	который к	1	1
2329	от ее	2	1
2330	распространена и	1	1
2331	света то	1	1
2332	гораздо более	1	1
2333	только частное	1	1
2334	хотя слова	1	1
2335	друга не	1	1
2336	помощи этого	1	1
2337	и судьбе	1	1
2338	ясно видно	1	1
2339	и напоминает	1	1
2340	и столь	1	1
2341	такою же	1	1
2342	особую силу	1	1
2343	мы как	1	1
2344	только а	1	1
2345	или гораздо	1	1
2346	менее в	1	1
2347	как едят	1	1
2348	к сравнению	1	1
2349	оно само	1	1
2350	как средство	2	1
2351	рядом а	1	1
2352	первом случае	2	1
2353	не принадлежит	2	1
2354	зависит не	1	1
2355	притом не	2	1
2356	такие понятия	1	1
2357	есть форма	1	1
2358	смысле в	3	1
2359	ней то	1	1
2360	не спрашивает	1	1
2361	не теряет	1	1
2362	для которой	1	1
2363	смысле то	2	1
2364	морем а	1	1
2365	буквальном смысле	2	1
2366	из моментов	1	1
2367	объяснить почему	1	1
2368	выше о	2	1
2369	значительной степени	2	1
2370	не думает	1	1
2371	в буквальном	2	1
2372	и сама	2	1
2373	не дадут	1	1
2374	хотя это	1	1
2375	свойственна не	1	1
2376	о ком	1	1
2377	не была	1	1
2378	себе путь	1	1
2379	самый предмет	2	1
2380	и притом	3	1
2381	столько же	2	1
2382	нужно не	1	1
2383	ли мы	3	1
2384	их по	1	1
2385	но совершенно	1	1
2386	же начинает	1	1
2387	пришла к	1	1
2388	дошедшего до	1	1
2389	из уст	1	1
2390	менее она	1	1
2391	думая о	2	1
2392	он ни	1	1
2393	зрения нашего	1	1
2394	для понимания	5	1
2395	думать о	1	1
2396	не ясна	1	1
2397	о которой	1	1
2398	действительно дает	1	1
2399	основная форма	1	1
2400	что никто	1	1
2401	следовательно и	2	1
2402	я есть	1	1
2403	при понимании	4	1
2404	предметы а	2	1
2405	образ есть	2	1
2406	же касается	1	1
2407	к мысли	4	1
2408	достигает своего	1	1
2409	например как	1	1
2410	теперь и	2	1
2411	то эти	1	1
2412	что страх	1	1
2413	нас есть	1	1
2414	на которую	2	1
2415	совершенно другой	1	1
2416	этого сна	1	1
2417	природы а	1	1
2418	становится чем-то	1	1
2419	для создания	2	1
2420	как происходит	1	1
2421	или слушатель	1	1
2422	был уже	1	1
2423	предполагает что	4	1
2424	выше может	1	1
2425	мысль и	2	1
2426	не наблюдал	1	1
2427	со многими	2	1
2428	знает но	1	1
2429	что первоначально	2	1
2430	быть выяснена	1	1
2431	отношение между	1	1
2432	в мое	1	1
2433	время своей	1	1
2434	в детстве	1	1
2435	листьев и	2	1
2436	из мира	1	1
2437	имеем их	1	1
2438	для человека	8	1
2439	но только	3	1
2440	такое что	1	1
2441	бы уже	1	1
2442	этом смысле	2	1
2443	чтобы их	1	1
2444	были соединены	1	1
2445	что бы	1	1
2446	них только	1	1
2447	свое объяснение	1	1
2448	отче наш	1	1
2449	нем быть	1	1
2450	об изменении	1	1
2451	д а	1	1
2452	мысль также	1	1
2453	я в	1	1
2454	в пещере	1	1
2455	только первый	2	1
2456	рубить дрова	1	1
2457	одно с	2	1
2458	с людьми	1	1
2459	это потому	2	1
2460	оно еще	1	1
2461	и никогда	1	1
2462	и следует	2	1
2463	человека то	2	1
2464	непосредственной близости	1	1
2465	которое мы	2	1
2466	такой форме	1	1
2467	что может	1	1
2468	ни последовательностью	1	1
2469	в первой	1	1
2470	человека этой	1	1
2471	это вода	1	1
2472	значило бы	1	1
2473	с течением	3	1
2474	значение как	1	1
2475	которых нельзя	1	1
2476	ни одно	2	1
2477	этого отражения	1	1
2478	еще менее	1	1
2479	иначе не	1	1
2480	тому подобных	1	1
2481	другое его	2	1
2482	и нельзя	1	1
2483	ней все	1	1
2484	лошадь и	1	1
2485	говорить с	1	1
2486	можно сравнивать	1	1
2487	эта цель	1	1
2488	и стало	2	1
2489	его образе	1	1
2490	есть свойство	1	1
2491	не нашел	2	1
2492	в тени	2	1
2493	предметам не	1	1
2494	вне себя	3	1
2495	народов что	1	1
2496	так дети	1	1
2497	то есть	53	1
2498	но за	1	1
2499	тесная связь	1	1
2500	что сказать	1	1
2501	человека таким	1	1
2502	же по-видимому	1	1
2503	как объекта	1	1
2504	одна женщина	1	1
2505	из нашего	1	1
2506	для себя	3	1
2507	порах кажется	1	1
2508	б не	2	1
2509	другим мы	1	1
2510	этой работе	1	1
2511	переходит от	2	1
2512	этот не	1	1
2513	все свое	1	1
