N	2gram	Medvedev_V	KulturaY
1298	в итоге	1	1
1299	от всей	1	1
1300	русских писателей	2	1
1301	первого из	1	1
1302	сейчас же	1	1
1303	на отсутствие	2	1
1304	распространение в	1	1
1305	говорят об	1	1
1306	года и	2	1
1307	что рассказывает	3	1
1308	или терминологическая	1	1
1309	в любой	1	1
1310	широко и	1	1
1311	также была	1	1
1312	сразу и	1	1
1313	братьях карамазовых	2	1
1314	нет ничего	1	1
1315	которых можно	1	1
1316	свести все	1	1
1317	функцию в	1	1
1318	занимает по	1	1
1319	признается в	1	1
1320	ему принадлежит	1	1
1321	по эстетике	1	1
1322	в основе	1	1
1323	был только	1	1
1324	аргументов в	1	1
1325	думается что	6	1
1326	о каком-либо	1	1
1327	о воспитании	1	1
1328	мало чем	1	1
1329	в историю	1	1
1330	находит свое	1	1
1331	критики но	1	1
1332	это явление	1	1
1333	подчеркнуть только	1	1
1334	искусства для	1	1
1335	первая из	2	1
1336	и общие	1	1
1337	роли и	1	1
1338	в роли	1	1
1339	в значительной	3	1
1340	наконец в	1	1
1341	в умении	1	1
1342	живым и	1	1
1343	которое не	1	1
1344	в понятие	1	1
1345	из его	4	1
1346	наиболее полно	1	1
1347	войной и	1	1
1348	социальной функции	1	1
1349	то все	1	1
1350	очень наглядно	1	1
1351	целым рядом	1	1
1352	которые должны	1	1
1353	возможно более	1	1
1354	отмечает и	2	1
1355	как если	1	1
1356	о своем	2	1
1357	нас особенно	1	1
1358	художественной литературы	1	1
1359	мы хотим	1	1
1360	с более	2	1
1361	типы и	1	1
1362	при помощи	3	1
1363	это имеет	1	1
1364	процесс не	3	1
1365	жизни это	1	1
1366	и наоборот	1	1
1367	вот этот	1	1
1368	богатой и	1	1
1369	должно свестись	1	1
1370	к творчеству	1	1
1371	из рассказа	2	1
1372	должно дать	1	1
1373	из наиболее	1	1
1374	к двум	1	1
1375	этой категории	1	1
1376	и механизм	1	1
1377	и во	1	1
1378	наглядно показывает	1	1
1379	его значения	1	1
1380	название для	1	1
1381	как общая	1	1
1382	без всякой	1	1
1383	всей справедливости	1	1
1384	символов но	1	1
1385	забывать что	1	1
1386	и обобщения	2	1
1387	в сознании	4	1
1388	л толстой	12	1
1389	в понятиях	1	1
1390	впечатлений в	1	1
1391	по меньшей	1	1
1392	пределах своей	4	1
1393	этих терминов	1	1
1394	с новыми	1	1
1395	еще в	1	1
1396	идей и	3	1
1397	из него	1	1
1398	во времени	1	1
1399	которых слово	1	1
1400	его стихи	1	1
1401	новым или	1	1
1402	если только	1	1
1403	моментов в	3	1
1404	этому сводится	2	1
1405	и том	2	1
1406	пушкина хотя	1	1
1407	на время	2	1
1408	к лицу	1	1
1409	что автор	1	1
1410	общеизвестно например	1	1
1411	мы из	1	1
1412	через свое	1	1
1413	понятие или	1	1
1414	творчества не	1	1
1415	лет как	1	1
1416	природа их	1	1
1417	эти годы	1	1
1418	содержания а	1	1
1419	такова задача	1	1
1420	на письмо	1	1
1421	многих других	1	1
1422	приводят к	1	1
1423	хоть и	1	1
1424	любой из	1	1
1425	произведения как	6	1
1426	может не	2	1
1427	работы для	1	1
1428	нам предстоит	1	1
1429	и кончая	1	1
1430	года пишет	1	1
1431	существо вопроса	1	1
1432	картину что	1	1
1433	чтобы строить	1	1
1434	нам приходится	1	1
1435	материала и	1	1
1436	к сокращению	1	1
1437	которых он	1	1
1438	или с	1	1
1439	всего вышесказанного	1	1
1440	и разные	1	1
1441	две основные	1	1
1442	можно на	1	1
1443	как особый	2	1
1444	с достаточной	1	1
1445	даже целые	1	1
1446	в формы	1	1
1447	и точно	1	1
1448	каким же	1	1
1449	восприятия и	2	1
1450	чем он	1	1
1451	из дальнейшего	1	1
1452	богатство и	1	1
1453	последнее обстоятельство	1	1
1454	он воочию	1	1
1455	указание может	1	1
1456	социальной среды	1	1
1457	и смысл	1	1
1458	его развитие	1	1
1459	говорят в	1	1
1460	а о	2	1
1461	в свои	1	1
1462	на бумагу	1	1
1463	августа года	1	1
1464	самые разнообразные	1	1
1465	и художественной	1	1
1466	же по	1	1
1467	раз навсегда	1	1
1468	с теми	1	1
1469	виду что	1	1
1470	полный и	1	1
1471	вполне возможен	1	1
1472	борьбы и	1	1
1473	в движение	1	1
1474	которого могло	1	1
1475	способности и	1	1
1476	превратилась в	1	1
1477	чтобы ответить	1	1
1478	как целое	1	1
1479	не подлежит	2	1
1480	но по	1	1
1481	и следовало	1	1
1482	ясно из	1	1
1483	рассказывает что	2	1
1484	остановимся на	2	1
1485	ли пушкин	1	1
1486	видим что	1	1
1487	в действительной	1	1
1488	что например	3	1
1489	первой части	1	1
1490	принимается за	1	1
1491	в каждой	1	1
1492	процесса его	1	1
1493	дело и	1	1
1494	говорит об	2	1
1495	что тот	1	1
1496	мысли в	1	1
1497	как социальный	1	1
1498	что часто	1	1
1499	войны и	2	1
1500	от августа	1	1
1501	жизнь и	1	1
1502	плоть и	1	1
1503	как правильно	1	1
1504	даже наиболее	1	1
1505	имеет своей	1	1
1506	он был	1	1
1507	и других	1	1
1508	в конкретной	2	1
1509	встречаемся с	1	1
1510	одного лица	1	1
1511	значит что	2	1
1512	для тургенева	1	1
1513	например у	2	1
1514	души по	1	1
1515	у художника	2	1
1516	его не	3	1
1517	и ни	1	1
1518	ту или	1	1
1519	его мнению	1	1
1520	общеизвестно что	1	1
1521	цитата из	1	1
1522	в ход	1	1
1523	в противоположность	3	1
1524	эти утверждения	1	1
1525	входит в	1	1
1526	и некоторые	2	1
1527	с ее	1	1
1528	в нескольких	1	1
1529	было еще	1	1
1530	его будет	1	1
1531	в течении	2	1
1532	из приведенных	3	1
1533	после всего	2	1
1534	конечно нет	1	1
1535	что из	1	1
1536	и всегда	1	1
1537	при всем	3	1
1538	этому поводу	7	1
1539	и характере	1	1
1540	сходное явление	1	1
1541	и характерное	1	1
1542	как совершенно	1	1
1543	две категории	1	1
1544	навыки в	1	1
1545	роль играют	1	1
1546	же самое	2	1
1547	ведь это	1	1
1548	в книге	2	1
1549	с которой	1	1
1550	сообщает о	2	1
1551	наконец что	1	1
1552	нем можно	1	1
1553	остается подвести	1	1
1554	та или	3	1
1555	февраля года	1	1
1556	действительности не	1	1
1557	в театре	1	1
1558	и ее	4	1
1559	бы он	1	1
1560	выражения в	1	1
1561	это видно	2	1
1562	дальше и	1	1
1563	этом и	2	1
1564	связи между	1	1
1565	индивидуальных свойств	1	1
1566	основания для	1	1
1567	пишет что	1	1
1568	явствует из	1	1
1569	по второму	1	1
1570	во-первых не	1	1
1571	по законам	1	1
1572	можно утверждать	4	1
1573	не рождается	2	1
1574	можно так	1	1
1575	могут не	2	1
1576	указано выше	1	1
1577	он пытался	1	1
1578	пишет в	4	1
1579	все для	1	1
1580	к работе	3	1
1581	со своими	1	1
1582	конечно нельзя	1	1
1583	этому вопросу	2	1
1584	дело обстоит	1	1
1585	становится в	1	1
1586	сохранившихся в	1	1
1587	к идее	1	1
