N	2gram	Tiupa_Hudo	FransuaR
1301	литературы как	3	1
1302	художественного творчества	6	1
1303	жизнь человеческого	2	1
1304	возвращения жизни	1	1
1305	с ума	1	1
1306	мясо и	1	1
1307	содержанию своему	1	1
1308	литературного произведения	13	1
1309	сводится к	11	1
1310	позиции в	1	1
1311	необходимо для	1	1
1312	и одной	1	1
1313	не случайна	1	1
1314	с политической	1	1
1315	в исконном	1	1
1316	особого рода	8	1
1317	и вокруг	1	1
1318	человеческая жизнь	1	1
1319	напротив мы	1	1
1320	и будет	1	1
1321	и пусть	1	1
1322	о судьбе	1	1
1323	можно назвать	1	1
1324	по собственному	1	1
1325	с такими	1	1
1326	в смерти	1	1
1327	монолог в	1	1
1328	тому назад	1	1
1329	здесь одновременно	1	1
1330	художественного мышления	3	1
1331	это требует	1	1
1332	нос в	1	1
1333	роли в	4	1
1334	к другому	2	1
1335	то я	1	1
1336	а язык	1	1
1337	которых можно	1	1
1338	в предромантизме	1	1
1339	есть от	1	1
1340	и состоит	3	1
1341	профанация священного	1	1
1342	от горя	1	1
1343	более чем	1	1
1344	мира как	1	1
1345	даже сказать	1	1
1346	на какие-то	1	1
1347	во мне	2	1
1348	художественных произведений	1	1
1349	героем и	1	1
1350	не быть	1	1
1351	момент для	1	1
1352	оно является	1	1
1353	и теперь	1	1
1354	от морального	1	1
1355	и читателей	3	1
1356	обе эти	1	1
1357	вступает в	2	1
1358	отношении к	3	1
1359	на основании	1	1
1360	и соответствующих	1	1
1361	ни были	1	1
1362	это образная	1	1
1363	и возможность	2	1
1364	тогда как	15	1
1365	к объекту	1	1
1366	и наоборот	2	1
1367	другого в	3	1
1368	состоит в	20	1
1369	свободу от	1	1
1370	знаменует не	1	1
1371	неотделима от	1	1
1372	его внешними	1	1
1373	в сфере	1	1
1374	непосредственным предметом	1	1
1375	и гротескные	1	1
1376	глубже чем	1	1
1377	в каждый	1	1
1378	переход к	1	1
1379	нем по	1	1
1380	она может	1	1
1381	глаза в	2	1
1382	по этой	1	1
1383	то или	1	1
1384	содержание первой	1	1
1385	а напротив	1	1
1386	ее оболочек	1	1
1387	конечно с	1	1
1388	кажется таким	1	1
1389	и том	1	1
1390	обращена к	1	1
1391	хранится в	1	1
1392	внутренняя граница	3	1
1393	не поддается	1	1
1394	произведения дело	1	1
1395	жизнь это	1	1
1396	автору и	1	1
1397	действительно является	1	1
1398	краткую характеристику	1	1
1399	в художественной	3	1
1400	веселую относительность	1	1
1401	он усматривает	1	1
1402	не внешняя	1	1
1403	возможность совершенно	1	1
1404	в широком	1	1
1405	им с	1	1
1406	праздничность в	1	1
1407	существования с	1	1
1408	мы рассмотрим	1	1
1409	кладет начало	1	1
1410	в присутствии	1	1
1411	как кризис	1	1
1412	и привлекает	1	1
1413	был но	1	1
1414	мира я	1	1
1415	как впрочем	1	1
1416	внешних и	1	1
1417	из дальнейшего	1	1
1418	о жизни	2	1
1419	совпадения с	1	1
1420	искусства как	3	1
1421	этом в	1	1
1422	нас к	1	1
1423	можно предположить	1	1
1424	в любом	1	1
1425	зрения не	1	1
1426	в авторском	1	1
1427	по тем	1	1
1428	фридрих шлегель	1	1
1429	действующие лица	1	1
1430	становится не	1	1
1431	и приобретает	1	1
1432	того или	4	1
1433	и смягчает	1	1
1434	ними здесь	1	1
1435	о различных	1	1
1436	праздника нет	1	1
1437	сама литература	1	1
1438	границами между	1	1
1439	каждом из	1	1
1440	случае если	1	1
1441	чистом виде	1	1
1442	помимо его	1	1
1443	единую систему	1	1
1444	традиции однако	1	1
1445	смысле также	1	1
1446	и иные	1	1
1447	всего только	1	1
1448	впервые становится	1	1
1449	написано и	1	1
1450	а по	1	1
1451	словами из	1	1
1452	крайними пределами	1	1
1453	ним как	1	1
1454	русского языка	1	1
1455	как явление	1	1
1456	но во	2	1
1457	достигается не	1	1
1458	означает что	1	1
1459	границ и	1	1
1460	наиболее глубокий	1	1
1461	тем или	2	1
1462	идет о	2	1
1463	человеческого сознания	1	1
1464	литературы они	1	1
1465	своей цели	1	1
1466	текста и	1	1
1467	в ходе	5	1
1468	настоящему и	1	1
1469	художественного произведения	4	1
1470	свести к	1	1
1471	основания для	1	1
1472	не отделен	1	1
1473	имеются две	1	1
1474	мяса с	1	1
1475	перемещается в	1	1
1476	вольный фамильярный	1	1
1477	себя а	1	1
1478	когда для	1	1
1479	к простому	1	1
1480	вся система	1	1
1481	а другому	1	1
1482	ориентирована на	1	1
1483	точно и	1	1
1484	в жизненном	1	1
1485	только такие	1	1
1486	или напротив	2	1
1487	произведение на	1	1
1488	типа так	1	1
1489	и возможностей	1	1
1490	разные формы	1	1
1491	этого в	1	1
1492	мы нигде	1	1
1493	в момент	3	1
1494	исходя из	1	1
1495	и любые	2	1
1496	все люди	1	1
1497	случае мы	1	1
1498	классицизма в	2	1
1499	например с	1	1
1500	требует от	1	1
1501	не несет	1	1
1502	ощутить свое	1	1
1503	из характернейших	1	1
1504	мыслится как	5	1
1505	читателей это	1	1
1506	не следует	4	1
1507	а во-вторых	1	1
1508	мысль о	1	1
1509	говоря языком	1	1
1510	к более	2	1
1511	каждая вещь	1	1
1512	самих событий	1	1
1513	это скорее	1	1
1514	нам уже	1	1
1515	над тем	1	1
1516	национальные языки	1	1
1517	этих исключительных	1	1
1518	говоря только	1	1
1519	однако это	1	1
1520	искусство слова	5	1
1521	эпизодов в	1	1
1522	и каждого	1	1
1523	общий знаменатель	1	1
1524	и праздничность	1	1
1525	искусство и	1	1
1526	деталей в	1	1
1527	обратное влияние	1	1
1528	в театральном	1	1
1529	и внутренний	1	1
1530	языка мы	1	1
1531	художественного восприятия	4	1
1532	уже готовой	1	1
1533	с позиций	4	1
1534	когда на	1	1
1535	художественное сознание	1	1
1536	лицом и	1	1
1537	восходит к	1	1
1538	чем за	1	1
1539	своей отъединенности	1	1
1540	иной мере	1	1
1541	восприниматься как	2	1
1542	становится возможной	1	1
1543	строго отграниченная	1	1
1544	именно таков	1	1
1545	единого целого	1	1
1546	значения этого	1	1
1547	форма жизни	1	1
1548	своих моментов	1	1
1549	из виду	2	1
1550	я думаю	2	1
1551	или говоря	3	1
1552	и речевой	1	1
1553	это существенно	1	1
1554	на наших	2	1
1555	у себя	1	1
1556	в комнате	1	1
1557	как правило	3	1
1558	не оспаривает	1	1
1559	его труда	1	1
1560	такие специфические	2	1
1561	смыслом в	1	1
1562	еще одна	1	1
1563	исходит из	1	1
1564	основу этого	1	1
1565	не названо	1	1
1566	и способность	1	1
1567	в реальной	1	1
1568	речь о	1	1
1569	и внутренняя	1	1
1570	и другого	1	1
1571	слова ни	1	1
1572	едва ли	1	1
1573	возлагает на	1	1
1574	внутренней жизни	1	1
1575	ситуации и	1	1
1576	все мы	1	1
1577	специально для	1	1
1578	других факторов	1	1
1579	становление мира	1	1
1580	к общему	1	1
1581	они существенно	1	1
1582	в христианском	1	1
1583	несколько иной	1	1
1584	не лишено	1	1
1585	народной жизни	1	1
1586	же самую	1	1
1587	внутренней стороны	1	1
1588	души и	1	1
1589	тем не	3	1
1590	но был	1	1
1591	представлена в	1	1
1592	в герое	1	1
1593	в одиночку	1	1
1594	все прочие	3	1
1595	внешнего мира	3	1
1596	в зависимости	1	1
1597	внутреннее единство	1	1
1598	личности к	2	1
1599	к чему	1	1
1600	не говорит	1	1
1601	по утверждению	1	1
1602	серьезного отношения	1	1
1603	первую очередь	1	1
1604	заполнить собою	1	1
1605	типа и	1	1
1606	художественном произведении	1	1
1607	от одной	1	1
1608	текста но	1	1
1609	не мыслится	1	1
1610	с острым	1	1
1611	менее важным	1	1
1612	как сказано	1	1
1613	пребывания в	1	1
1614	ею как	1	1
1615	на которую	1	1
1616	проявляет себя	2	1
1617	вошел в	1	1
1618	лишь ее	1	1
1619	и праздника	1	1
1620	является таким	1	1
1621	есть свидетельство	1	1
1622	в структуре	3	1
1623	ему на	1	1
1624	чувства и	1	1
1625	с наукой	1	1
1626	же типа	1	1
1627	для художника	1	1
1628	исчезает и	1	1
1629	и внутреннюю	1	1
1630	его смысла	1	1
1631	автору не	1	1
1632	к кому	1	1
1633	это может	2	1
1634	его организации	3	1
1635	да да	1	1
1636	изобразительные искусства	1	1
1637	воспринимать ее	1	1
1638	например не	1	1
1639	так называемого	1	1
1640	силу своей	4	1
1641	одиночку с	1	1
1642	в тексты	1	1
1643	с которым	1	1
1644	столь же	2	1
1645	чтобы оно	1	1
1646	части на	1	1
1647	хомы брута	1	1
1648	чаще всего	1	1
1649	слова как	5	1
1650	или иного	4	1
1651	основе всех	1	1
1652	чем и	3	1
1653	они представляются	1	1
1654	с системой	1	1
1655	пределы всего	1	1
1656	эдипа и	1	1
1657	такие и	1	1
1658	не позволяет	1	1
1659	одном случае	1	1
1660	сатиры как	1	1
1661	такова же	1	1
1662	через посредство	1	1
1663	и который	2	1
1664	живет в	1	1
1665	на ее	1	1
1666	в литературной	1	1
1667	для себя	4	1
1668	и мотивов	1	1
1669	такое историческое	1	1
1670	природе и	1	1
1671	времени когда	1	1
1672	в общечеловеческом	1	1
1673	к новой	1	1
1674	бы они	1	1
1675	первых же	1	1
1676	но чтобы	2	1
1677	это особого	1	1
1678	он тем	2	1
1679	смысла в	1	1
1680	эстетическое восприятие	1	1
1681	этом как	1	1
1682	состоит что	1	1
1683	мы понимаем	1	1
1684	оказывается в	3	1
1685	литературы но	1	1
1686	и делают	1	1
1687	синтаксической конструкции	1	1
1688	всем остальным	1	1
1689	и специфическом	1	1
1690	их взаимная	1	1
1691	и позволило	1	1
1692	к нам	1	1
1693	с собою	1	1
1694	внешне не	1	1
1695	своему смыслу	1	1
1696	многие моменты	1	1
1697	у одного	2	1
1698	однозначности и	1	1
1699	собою в	2	1
1700	в аспекте	2	1
1701	имена в	1	1
1702	жеста и	1	1
1703	для героя	1	1
1704	само же	1	1
1705	и некоторого	1	1
1706	художественный образ	1	1
1707	юмором в	1	1
1708	и объединяет	1	1
1709	в обработке	1	1
1710	функционирование в	1	1
1711	взятое в	1	1
1712	то и	1	1
1713	каким бы	1	1
1714	нет даже	1	1
1715	его исторического	1	1
1716	можно лишь	1	1
1717	главе первой	1	1
1718	зависимости от	1	1
1719	людей как	1	1
1720	своем стремительном	1	1
1721	из которого	4	1
1722	в рамках	13	1
1723	литературных произведений	3	1
1724	направленной на	3	1
1725	оценки и	1	1
1726	впрочем и	1	1
1727	этим словом	1	1
1728	нимало не	1	1
1729	что сама	2	1
1730	ряд эпизодов	1	1
1731	что произведение	1	1
1732	руках и	1	1
1733	автора в	1	1
1734	это разделение	1	1
1735	к третьему	1	1
1736	т.е не	1	1
1737	человек должен	1	1
1738	к однозначности	1	1
1739	носителем и	1	1
1740	видим в	2	1
1741	и многих	1	1
1742	во внешней	1	1
1743	обнаруживает тот	1	1
1744	ему или	1	1
1745	этой игрой	1	1
1746	вышел в	1	1
1747	то она	1	1
1748	в сознании	1	1
1749	но оказывается	1	1
1750	жизни является	1	1
1751	данном контексте	2	1
1752	вещей но	1	1
1753	все с	1	1
1754	не забвение	1	1
1755	пришлось бы	1	1
1756	эта позиция	1	1
1757	а об	1	1
1758	его можно	1	1
1759	человека но	1	1
1760	этого термина	2	1
1761	истории литературы	2	1
1762	что автор	1	1
1763	где мир	1	1
1764	известные нам	1	1
1765	подчеркнуть при	1	1
1766	произведения как	3	1
1767	образ это	1	1
1768	который бы	1	1
1769	связи между	1	1
1770	на роль	1	1
1771	материала и	1	1
1772	своей причастности	1	1
1773	здесь остается	1	1
1774	нового понимания	1	1
1775	случае его	1	1
1776	с той	1	1
1777	мальчика а	2	1
1778	кто бы	1	1
1779	к определенному	1	1
1780	слова не	2	1
1781	речи по	1	1
1782	без этого	1	1
1783	как внешний	1	1
1784	просто как	1	1
1785	и внутренних	1	1
1786	существует как	1	1
1787	бытия и	1	1
1788	шекспира или	1	1
1789	картину и	1	1
1790	виду что	1	1
1791	иллюстрации к	1	1
1792	сознания но	1	1
1793	на весьма	1	1
1794	перестают быть	1	1
1795	и непристойность	1	1
1796	ли не	1	1
1797	замысла и	1	1
1798	в воображении	4	1
1799	он же	1	1
1800	путь к	1	1
1801	маски это	1	1
1802	произведения с	1	1
1803	рождается не	1	1
1804	том случае	1	1
1805	никакая игра	1	1
1806	чужим в	1	1
1807	оно в	1	1
1808	он ни	1	1
1809	игра без	1	1
1810	приводят к	1	1
1811	замечательный образец	1	1
1812	как уже	3	1
1813	имеются и	2	1
1814	появление и	1	1
1815	и глубокий	1	1
1816	этом мире	2	1
1817	нельзя не	1	1
1818	философской эстетики	1	1
1819	отклонения от	1	1
1820	просто не	1	1
1821	и страшно	1	1
1822	и способов	1	1
1823	однако все	2	1
1824	с высокой	1	1
1825	новых значений	1	1
1826	частности в	1	1
1827	отношений между	1	1
1828	выделяются из	1	1
1829	перестанет быть	1	1
1830	и своя	1	1
1831	а этот	1	1
1832	ослабляет и	2	1
1833	но напротив	1	1
1834	с человеком	2	1
1835	и характерное	1	1
1836	над собою	1	1
1837	иначе в	1	1
1838	поэтому речевая	1	1
1839	и мире	2	1
1840	в литературном	1	1
1841	и каждая	1	1
1842	та или	1	1
1843	же об	1	1
1844	над его	1	1
1845	сказать в	1	1
1846	этом и	1	1
1847	является именно	1	1
1848	которыми он	1	1
1849	исканий и	1	1
1850	к пониманию	1	1
1851	с папой	1	1
1852	говорить об	1	1
1853	карнавал переживаемый	1	1
1854	как целого	1	1
1855	лучшем случае	1	1
1856	а сама	1	1
1857	возможна только	1	1
1858	являются наиболее	1	1
