N	2gram	Tiupa_Vved	Problema
1310	в вопросе	1	1
1311	красиво и	1	1
1312	было сказано	1	1
1313	мир человеческих	1	1
1314	акт смыслового	1	1
1315	разумеется я	1	1
1316	переход от	1	1
1317	но возможно	2	1
1318	в футляре	2	1
1319	это что	1	1
1320	мундирах и	1	1
1321	какие только	2	1
1322	возникает и	2	1
1323	к этим	1	1
1324	понимания как	1	1
1325	такой картины	1	1
1326	к ее	3	1
1327	нас совсем	1	1
1328	которая обладает	1	1
1329	всего в	1	1
1330	в науках	1	1
1331	и представляет	4	1
1332	глядя на	1	1
1333	на глазах	1	1
1334	и милосердия	1	1
1335	исчезнет и	1	1
1336	похожи на	1	1
1337	действий над	1	1
1338	одновременно а	1	1
1339	к себе	2	1
1340	нам удалось	1	1
1341	и понимаем	1	1
1342	не имея	1	1
1343	самих этих	1	1
1344	близким к	1	1
1345	например так	1	1
1346	у этого	1	1
1347	не стабильно	1	1
1348	природой и	1	1
1349	сознания на	1	1
1350	пути и	1	1
1351	читателя так	1	1
1352	отделаться от	2	1
1353	по аналогии	4	1
1354	стараясь не	1	1
1355	внутренняя сторона	1	1
1356	типы знаков	1	1
1357	в евгении	1	1
1358	этом последнем	1	1
1359	характер и	1	1
1360	праведности и	1	1
1361	без него	1	1
1362	определенное и	1	1
1363	а понятие	1	1
1364	для человеческого	1	1
1365	одном из	1	1
1366	к фигуре	2	1
1367	так сказать	2	1
1368	данного типа	1	1
1369	какого-либо сообщения	1	1
1370	делает ее	1	1
1371	это путь	1	1
1372	вся природа	1	1
1373	своей первоначальной	1	1
1374	в двух	1	1
1375	человеческое сознание	1	1
1376	в сторону	1	1
1377	из одного	1	1
1378	его элементов	1	1
1379	на другом	1	1
1380	встрече с	3	1
1381	рассуждение но	1	1
1382	по имени	1	1
1383	поскольку всякая	1	1
1384	когда под	1	1
1385	складывается из	1	1
1386	читателя уже	1	1
1387	такая структура	1	1
1388	братьев карамазовых	1	1
1389	опираясь на	1	1
1390	и пространства	1	1
1391	идет по	1	1
1392	героя и	5	1
1393	об анне	1	1
1394	в наше	1	1
1395	а всякая	1	1
1396	искусства такая	1	1
1397	сюда же	1	1
1398	в работе	1	1
1399	с какой	1	1
1400	не один	2	1
1401	и собственно	1	1
1402	человека как	1	1
1403	речи и	1	1
1404	в ответ	2	1
1405	отдельные детали	1	1
1406	смысл этот	2	1
1407	о пользе	1	1
1408	мертвые знаки	1	1
1409	не могла	1	1
1410	главного героя	1	1
1411	свободными и	1	1
1412	также не	1	1
1413	человека по	1	1
1414	однако сам	1	1
1415	произведение не	1	1
1416	могла бы	3	1
1417	того кто	1	1
1418	где каждый	1	1
1419	не само	1	1
1420	другим потому	2	1
1421	есть тождество	1	1
1422	его коммуникативной	1	1
1423	особенностей и	1	1
1424	непрерывном движении	1	1
1425	поры до	1	1
1426	слова что	1	1
1427	три женщины	1	1
1428	однако у	2	1
1429	однако по	1	1
1430	не сразу	1	1
1431	к окружающей	1	1
1432	повседневной жизни	1	1
1433	значимость и	1	1
1434	художественной литературе	1	1
1435	наиболее яркими	1	1
1436	события в	1	1
1437	значение будучи	1	1
1438	этой системе	1	1
1439	до начала	2	1
1440	случае это	4	1
1441	это он	1	1
1442	в особенности	3	1
1443	смысловых и	1	1
1444	это одна	1	1
1445	рождение и	1	1
1446	вопросы о	1	1
1447	опирается на	1	1
1448	и зла	1	1
1449	результате которого	1	1
1450	его уже	1	1
1451	них в	1	1
1452	вполне применимы	1	1
1453	оно взывает	1	1
1454	людей наконец	1	1
1455	как субъективно	1	1
1456	говорит нам	1	1
1457	непосредственно но	1	1
1458	литературы как	1	1
1459	другого человека	2	1
1460	нашего восприятия	1	1
1461	чтобы стать	3	1
1462	данное отвлеченное	1	1
1463	в другой	1	1
1464	его внутреннего	1	1
1465	смерть и	1	1
1466	ответ на	2	1
1467	оттого что	2	1
1468	автор в	1	1
1469	о встрече	1	1
1470	а кто	1	1
1471	часто не	1	1
1472	в отместку	1	1
1473	теперь на	1	1
1474	он обладает	1	1
1475	факторов и	1	1
1476	он достаточно	1	1
1477	с таким	1	1
1478	которая действительно	1	1
1479	слово со	1	1
1480	в составе	3	1
1481	этот тип	1	1
1482	но никогда	1	1
1483	соотнесения с	1	1
1484	же еще	1	1
1485	и передачу	1	1
1486	значении этого	1	1
1487	это символическое	1	1
1488	и соответственно	4	1
1489	разумом и	1	1
1490	те же	2	1
1491	и герой	1	1
1492	на целый	1	1
1493	раз его	1	1
1494	говоря и	1	1
1495	понятия значения	1	1
1496	нет а	1	1
1497	говорить и	2	1
1498	на их	1	1
1499	первой главе	1	1
1500	для читателя	1	1
1501	что вообще	1	1
1502	в илиаде	1	1
1503	и судьба	1	1
1504	жизни является	1	1
1505	такая точка	1	1
1506	как некий	1	1
1507	его и	1	1
1508	смыслом и	1	1
1509	чего вся	1	1
1510	и холодного	1	1
1511	который всегда	1	1
1512	нечто мы	1	1
1513	в течение	2	1
1514	поэтому понятие	1	1
1515	с нами	1	1
1516	положение дел	1	1
1517	мы встречали	1	1
1518	во мне	1	1
1519	чем они	1	1
1520	быть не	4	1
1521	них как	2	1
1522	этом рассказе	1	1
1523	в школе	1	1
1524	самая сущность	1	1
1525	и теперь	1	1
1526	народов и	1	1
1527	в которую	1	1
1528	смысл который	2	1
1529	отношении к	1	1
1530	художественной литературы	1	1
1531	сердце не	1	1
1532	и соответствующих	1	1
1533	узком значении	1	1
1534	событие является	1	1
1535	слова с	1	1
1536	истории и	1	1
1537	еще один	3	1
1538	он весь	1	1
1539	свое существование	1	1
1540	состоит в	23	1
1541	не случаен	1	1
1542	на мгновение	2	1
1543	общего характера	1	1
1544	какой она	2	1
1545	и политических	1	1
1546	и обобщающий	1	1
1547	они присутствуют	1	1
1548	до известной	1	1
1549	как вечный	1	1
1550	мать и	1	1
1551	и сцена	1	1
1552	эта пустая	1	1
1553	это сделать	1	1
1554	такое содержание	1	1
1555	по этой	2	1
1556	во времени	2	1
1557	не художественные	1	1
1558	в близком	1	1
1559	мировой истории	2	1
1560	для древних	1	1
1561	об их	1	1
1562	как к	1	1
1563	от простого	1	1
1564	в любви	1	1
1565	говорил в	1	1
1566	со времен	2	1
1567	общения в	1	1
1568	его мы	1	1
1569	мир в	1	1
1570	бумаги и	1	1
1571	забота о	2	1
1572	шли по	1	1
1573	которых он	1	1
1574	в белой	1	1
1575	для данной	1	1
1576	в сфере	7	1
1577	значимость данного	1	1
1578	их уже	1	1
1579	в движение	1	1
1580	и внутренним	1	1
1581	в третьей	1	1
1582	сказать не	1	1
1583	и побуждает	1	1
1584	пишет не	1	1
1585	этом не	2	1
1586	от речи	1	1
1587	имеет место	6	1
1588	само мышление	1	1
1589	знаком если	2	1
1590	такое слово	1	1
1591	и число	1	1
1592	метонимия и	1	1
1593	при разъяснении	1	1
1594	соотносится с	1	1
1595	бы эти	1	1
1596	стене в	1	1
1597	что находится	1	1
1598	можно читать	1	1
1599	определяется с	2	1
1600	как все	1	1
1601	она только	1	1
1602	связаны с	1	1
1603	не хочется	1	1
1604	не встречается	1	1
1605	миф но	1	1
1606	быть вполне	1	1
1607	ему не	1	1
1608	этой функции	1	1
1609	свобода и	1	1
1610	для мышления	1	1
1611	но сами	1	1
1612	утро в	1	1
1613	таким например	1	1
1614	своей природе	2	1
1615	но существенно	1	1
1616	субъекта с	1	1
1617	с первым	1	1
1618	для кого-то	1	1
1619	могут служить	3	1
1620	данное понятие	1	1
1621	на просторе	1	1
1622	не субъективна	1	1
1623	дал чтобы	1	1
1624	когда у	1	1
1625	связанные между	1	1
1626	сознания которая	1	1
1627	не по	4	1
1628	другой в	2	1
1629	события что	1	1
1630	на другое	1	1
1631	во вселенной	1	1
1632	свою жизнь	1	1
1633	других авторов	1	1
1634	при любом	1	1
1635	не следует	3	1
1636	имеются только	1	1
1637	добраться до	1	1
1638	для указания	1	1
1639	к которой	2	1
1640	в рамках	5	1
1641	что можно	1	1
1642	литература является	1	1
1643	в браке	1	1
1644	целая система	1	1
1645	это означает	1	1
1646	понять что	1	1
1647	убеждения и	2	1
1648	являет собой	5	1
1649	из другой	1	1
1650	о своих	1	1
1651	этот текст	2	1
1652	художественная литература	1	1
1653	с тяжелым	1	1
1654	по смежности	1	1
1655	и конец	2	1
1656	степени и	1	1
1657	здесь скорее	1	1
1658	к такого	1	1
1659	мир не	1	1
1660	видели в	1	1
1661	культурного развития	1	1
1662	чувственное созерцание	1	1
1663	случае в	1	1
1664	уж не	1	1
1665	различия в	1	1
1666	всю ночь	1	1
1667	язык а	1	1
1668	исходя из	4	1
1669	картины в	1	1
1670	все люди	1	1
1671	и конца	1	1
1672	но которую	1	1
1673	внутреннее состояние	1	1
1674	к числу	1	1
1675	а вот	1	1
1676	глаза и	1	1
1677	после которых	1	1
1678	по выражению	3	1
1679	в равнодушии	1	1
1680	в принципе	3	1
1681	окружающей его	1	1
1682	своей истории	2	1
1683	которое может	2	1
1684	общения с	1	1
1685	нужно рассуждать	1	1
1686	который имел	1	1
1687	далее в	1	1
1688	чем говорить	1	1
1689	как своего	1	1
1690	не несет	4	1
1691	по мере	2	1
1692	собою текст	1	1
1693	отношений в	1	1
1694	ряда предполагает	1	1
1695	он имеет	1	1
1696	знаки и	1	1
1697	определений и	1	1
1698	ведет к	2	1
1699	вся его	2	1
1700	требует глубокого	1	1
1701	о теории	1	1
1702	стороны в	1	1
1703	которая предполагает	1	1
1704	начинается с	2	1
1705	герои не	2	1
1706	и внутренне	2	1
1707	а самому	1	1
1708	лермонтова герой	1	1
1709	может оказаться	1	1
1710	сердце у	2	1
1711	характерную для	1	1
1712	жизни на	2	1
1713	быть несколько	1	1
1714	отца и	1	1
1715	который от	1	1
1716	большей части	4	1
1717	при всей	3	1
1718	и предполагает	2	1
1719	фразы но	2	1
1720	и принципиального	1	1
1721	образа равнодушной	1	1
1722	восходит к	2	1
1723	не разделяет	1	1
1724	жизненный опыт	2	1
1725	представления о	1	1
1726	хранения и	1	1
1727	которая далеко	1	1
1728	образ жизни	1	1
1729	уже было	1	1
1730	нашем случае	3	1
1731	отмечает что	1	1
1732	оно так	1	1
1733	произведения являются	1	1
1734	не имеем	1	1
1735	дробить на	1	1
1736	в различных	1	1
1737	обращаясь к	1	1
1738	в iv	1	1
1739	ее по	1	1
1740	себе весь	1	1
1741	второй половины	1	1
1742	самом начале	1	1
1743	у себя	1	1
1744	к несчастью	1	1
1745	на художественную	1	1
1746	герой нашего	1	1
1747	следующим образом	1	1
1748	для полноты	1	1
1749	по контрасту	1	1
1750	они сами	1	1
1751	до поры	1	1
1752	не получает	1	1
1753	и внешней	1	1
1754	во франции	1	1
1755	у которой	2	1
1756	я никак	1	1
1757	души из	1	1
1758	и становится	1	1
1759	действия или	1	1
1760	свои собственные	1	1
1761	что жизнь	1	1
1762	начало и	2	1
1763	же было	1	1
1764	реально и	1	1
1765	наполнения и	1	1
1766	на протяжении	2	1
1767	к одному	2	1
1768	к человеку	1	1
1769	не рассматривается	1	1
1770	первом случае	1	1
1771	х гг	3	1
1772	не принадлежит	2	1
1773	не видел	1	1
1774	или нескольких	3	1
1775	есть у	1	1
1776	получает в	1	1
1777	можно представить	1	1
1778	в воспитании	2	1
1779	данном контексте	1	1
1780	второй план	1	1
1781	к истинному	1	1
1782	это их	1	1
1783	в работах	1	1
1784	внутренней и	1	1
1785	чем у	1	1
1786	человеческого опыта	7	1
1787	в тот	1	1
1788	не субъективно	2	1
1789	не от	1	1
1790	в европейской	2	1
1791	так не	1	1
1792	еще одна	1	1
1793	признаков а	1	1
1794	же их	1	1
1795	не была	1	1
1796	о возможности	1	1
1797	всех его	2	1
1798	произведение как	1	1
1799	исчезает из	1	1
1800	углубиться в	2	1
1801	и создает	1	1
1802	которые могли	1	1
1803	и думал	1	1
1804	такова что	3	1
1805	явление природы	1	1
1806	он вместе	1	1
1807	самое и	1	1
1808	в мире	9	1
1809	в пределы	1	1
1810	из четырех	3	1
1811	постановка вопроса	2	1
1812	что содержание	1	1
1813	зрения и	1	1
1814	благодаря тому	1	1
1815	свои художественные	1	1
1816	более в	1	1
1817	и понимание	1	1
1818	достоевского но	1	1
1819	как сказано	1	1
1820	пребывания в	1	1
1821	коммуникации и	1	1
1822	означает то	1	1
1823	подчеркивает ее	1	1
1824	вошел в	1	1
1825	реальным и	1	1
1826	который выше	1	1
1827	сознания а	1	1
1828	это были	2	1
1829	его развития	1	1
1830	не сводится	7	1
1831	в живой	1	1
1832	земле и	1	1
1833	на человеческую	1	1
1834	рассказано в	2	1
1835	времени но	1	1
1836	личности и	1	1
1837	все то	1	1
1838	только внешняя	1	1
1839	если б	1	1
1840	голова его	1	1
1841	легко можно	1	1
1842	стремясь дать	1	1
1843	в форме	1	1
1844	позицию в	1	1
1845	в современной	7	1
1846	несколько иначе	1	1
1847	как известно	2	1
1848	соотнесенность с	1	1
1849	не связаны	1	1
1850	одна только	1	1
1851	году в	2	1
1852	всегда имеет	1	1
1853	та самая	1	1
1854	это делает	1	1
1855	любви в	1	1
1856	в доме	1	1
1857	как художественный	1	1
1858	уверенности в	1	1
1859	весь язык	1	1
1860	разумеется мы	1	1
1861	говорится но	1	1
1862	и языка	1	1
1863	в терминах	1	1
1864	который для	1	1
1865	означает что	1	1
1866	каждого из	2	1
1867	колеблется в	1	1
1868	до его	1	1
1869	в пространстве	1	1
1870	наше время	1	1
1871	и рождается	1	1
1872	а более	1	1
1873	возник бы	1	1
1874	такого мышления	1	1
1875	о художественном	1	1
1876	нельзя назвать	1	1
1877	в предельном	1	1
1878	положения и	1	1
1879	смысла а	1	1
1880	в перспективе	2	1
1881	речевой деятельности	2	1
1882	мира две	1	1
1883	средствами но	1	1
1884	обладает для	1	1
1885	место среди	1	1
1886	время у	2	1
1887	красоте и	1	1
1888	рассказа и	1	1
1889	этом в	1	1
1890	человеческого общения	1	1
1891	к христианским	1	1
1892	представляют собой	3	1
1893	одном и	1	1
1894	нашего времени	2	1
1895	хотя о	1	1
1896	предполагает не	1	1
1897	первых двух	3	1
1898	равным образом	1	1
1899	верного пути	1	1
1900	и автор	1	1
1901	на читателя	1	1
1902	и вновь	3	1
1903	него нет	1	1
1904	очевидным что	1	1
1905	очень легко	1	1
1906	к феномену	1	1
1907	себя с	1	1
1908	а само	1	1
1909	образец для	1	1
1910	иван иваныч	4	1
1911	это выражение	1	1
1912	раз та	1	1
1913	и шире	1	1
1914	где имеется	1	1
1915	которые могут	2	1
1916	сути дела	4	1
1917	же остается	1	1
1918	такое определение	1	1
1919	существует не	1	1
1920	знака при	1	1
1921	самым в	1	1
1922	года к	1	1
1923	для обоих	2	1
1924	в следующей	2	1
1925	своей жизни	3	1
1926	в аспекте	3	1
1927	который при	2	1
1928	и некоторого	1	1
1929	методе и	1	1
1930	развернута в	2	1
1931	является также	1	1
1932	новейшей литературе	1	1
1933	тех же	2	1
1934	в историю	2	1
1935	и главное	1	1
1936	смерти и	1	1
1937	это событие	1	1
1938	идет о	3	1
1939	задний план	1	1
1940	но здесь	1	1
1941	связана с	1	1
1942	автора и	1	1
1943	он к	1	1
1944	не утрачивает	1	1
1945	первом и	1	1
1946	действительностью и	1	1
1947	данный термин	1	1
1948	впрочем и	1	1
1949	своей работе	1	1
1950	смысл в	1	1
1951	же время	4	1
1952	местах и	2	1
1953	однако само	1	1
1954	входящая в	1	1
1955	в речевой	2	1
1956	чем с	1	1
1957	обычно имеет	1	1
1958	психический процесс	1	1
1959	в проблему	1	1
1960	всякий раз	2	1
1961	представляет их	1	1
1962	он мог	1	1
1963	мышления с	1	1
1964	к информации	1	1
1965	к новой	1	1
1966	стороны не	1	1
1967	определить его	1	1
1968	внутреннего состояния	1	1
1969	нее и	1	1
1970	точку зрения	2	1
1971	стали говорить	1	1
1972	толстой в	1	1
1973	чем однако	1	1
1974	произведении может	1	1
1975	их исторического	1	1
1976	его можно	1	1
1977	истории литературы	1	1
1978	или просто	1	1
1979	наших представлений	1	1
1980	после которого	1	1
1981	это такая	1	1
1982	аналогии с	2	1
1983	при изложении	1	1
1984	хоть и	1	1
1985	различие между	1	1
1986	и было	1	1
1987	по сходству	1	1
1988	о человеке	1	1
1989	смысловую нагрузку	1	1
1990	сознании не	2	1
1991	ее из	1	1
1992	основе всякого	1	1
1993	же мере	1	1
1994	принимает участие	1	1
1995	день и	2	1
1996	этом также	1	1
1997	в средней	1	1
1998	служат лишь	1	1
1999	функцию в	1	1
2000	выше не	1	1
2001	несет в	4	1
2002	со словами	1	1
2003	о герое	1	1
2004	в повести	1	1
2005	словечко если	1	1
2006	хотя как	1	1
2007	а о	1	1
2008	другой смысл	1	1
2009	прежде в	1	1
2010	просто и	1	1
2011	когда все	1	1
2012	в непрерывно	1	1
2013	только художественная	1	1
2014	мира а	2	1
2015	к жизни	2	1
2016	притом весьма	1	1
2017	не подлежит	2	1
2018	и понимания	3	1
2019	стороны на	1	1
2020	в еще	1	1
2021	в новом	1	1
2022	и оно	2	1
2023	города с	2	1
2024	присутствует в	1	1
2025	какую-нибудь вещь	1	1
2026	войны и	5	1
2027	чтобы хоть	1	1
2028	этого он	1	1
2029	суть символы	1	1
2030	преимущественно в	1	1
2031	для характеристики	1	1
2032	оно в	1	1
2033	объективна и	1	1
2034	в чем-то	1	1
2035	их развития	1	1
2036	жизни для	2	1
2037	слово это	2	1
2038	не могу	2	1
2039	ли и	1	1
2040	как уже	1	1
2041	субъекта и	1	1
2042	обстоит дело	1	1
2043	вопрос как	1	1
2044	на разных	2	1
2045	отдельного слова	1	1
2046	знаков и	1	1
2047	бытия в	3	1
2048	и символически	1	1
2049	своей индивидуальности	1	1
2050	не существовало	1	1
2051	бы одно	1	1
2052	к области	1	1
2053	по сути	5	1
2054	на людей	1	1
2055	рассказывая о	1	1
2056	стало быть	10	1
2057	к значимости	1	1
2058	которой можно	1	1
2059	самой своей	1	1
2060	и благодаря	1	1
2061	них такого	1	1
2062	в категориях	2	1
2063	и нами	1	1
2064	благодаря этому	1	1
2065	него были	1	1
2066	мир это	2	1
2067	собой очень	1	1
2068	означало бы	2	1
2069	поскольку все	1	1
2070	можно свести	1	1
2071	все свойства	1	1
2072	для современного	1	1
2073	именно это	1	1
2074	дело обстоит	2	1
2075	же самым	1	1
2076	словами в	1	1
