N	2gram	Tiupa_Anal	Problemy
1305	каким является	1	1
1306	изображенного в	1	1
1307	определенным образом	2	1
1308	чужой для	1	1
1309	дистанции между	1	1
1310	личности и	3	1
1311	чтобы он	1	1
1312	по одной	1	1
1313	своей внутренней	1	1
1314	в случае	7	1
1315	языком и	1	1
1316	действующих лиц	1	1
1317	и тем	4	1
1318	как это	5	1
1319	не будет	3	1
1320	как художественной	1	1
1321	на нем	1	1
1322	его смысла	1	1
1323	существенное для	1	1
1324	не приходится	2	1
1325	его художественной	2	1
1326	никто не	3	1
1327	хотя в	1	1
1328	в тех	1	1
1329	и тот	2	1
1330	других людей	2	1
1331	даже не	2	1
1332	глубине и	1	1
1333	проникнуть в	1	1
1334	сознания героя	1	1
1335	миру и	1	1
1336	литературы и	1	1
1337	а со	1	1
1338	равной степени	2	1
1339	не совпадает	1	1
1340	требует чтобы	1	1
1341	могла бы	3	1
1342	и какое	1	1
1343	и несколько	1	1
1344	например не	1	1
1345	другим чужим	1	1
1346	выходят за	2	1
1347	с людьми	3	1
1348	известном смысле	2	1
1349	своей полноте	1	1
1350	или о	1	1
1351	под определенным	1	1
1352	первом случае	2	1
1353	но прежде	1	1
1354	всех сторон	1	1
1355	видения жизни	1	1
1356	случайна и	1	1
1357	даже если	1	1
1358	значение этих	1	1
1359	или может	1	1
1360	об этих	2	1
1361	документ но	1	1
1362	особое внимание	1	1
1363	если они	2	1
1364	одной стороны	6	1
1365	позицией автора	1	1
1366	время он	1	1
1367	о тебе	1	1
1368	мне показалось	1	1
1369	или иного	3	1
1370	случае это	2	1
1371	собственного задания	1	1
1372	что существенно	1	1
1373	в сюжете	2	1
1374	слова до	1	1
1375	бы я	1	1
1376	каждого из	1	1
1377	действительной жизни	1	1
1378	тона на	1	1
1379	до его	2	1
1380	сливаются в	1	1
1381	предположение о	1	1
1382	таков например	1	1
1383	всем протяжении	1	1
1384	ведет к	3	1
1385	речи то	1	1
1386	на жизнь	1	1
1387	как теперь	1	1
1388	всего произведения	1	1
1389	собственном смысле	1	1
1390	в частности	32	1
1391	в последующих	1	1
1392	взгляд на	2	1
1393	однако с	1	1
1394	справедливо отмечает	1	1
1395	в столь	2	1
1396	и устойчивые	1	1
1397	приближается к	1	1
1398	него свою	1	1
1399	для передачи	1	1
1400	и должны	1	1
1401	пускается в	1	1
1402	если в	3	1
1403	прямо говорит	1	1
1404	вещей но	1	1
1405	его из	1	1
1406	системное единство	1	1
1407	будто он	1	1
1408	не поглощает	1	1
1409	к художественному	1	1
1410	мире так	1	1
1411	на ее	1	1
1412	событийна и	1	1
1413	и оставляет	1	1
1414	не всякий	1	1
1415	говорит и	2	1
1416	самое поразительное	1	1
1417	уже искать	1	1
1418	от нас	1	1
1419	до некоторой	1	1
1420	со второй	1	1
1421	глубине души	1	1
1422	первых двух	1	1
1423	этот не	1	1
1424	к чужим	1	1
1425	как смысловая	1	1
1426	высказывания на	1	1
1427	к читателю	1	1
1428	нож и	1	1
1429	его собственный	1	1
1430	речи от	1	1
1431	и вновь	1	1
1432	синтаксических и	1	1
1433	этом как	1	1
1434	так или	1	1
1435	этого процесса	1	1
1436	высказывания в	4	1
1437	раз во	1	1
1438	оказывается в	2	1
1439	также может	3	1
1440	как личность	2	1
1441	ни о	3	1
1442	целого но	2	1
1443	наблюдений над	1	1
1444	смысла и	3	1
1445	героев но	1	1
1446	его самости	1	1
1447	заключается в	2	1
1448	миром и	1	1
1449	оно есть	1	1
1450	зрения может	1	1
1451	с целью	2	1
1452	развития в	1	1
1453	за голову	1	1
1454	одно слово	1	1
1455	речевого потока	2	1
1456	и рождается	1	1
1457	во множестве	1	1
1458	третий голос	1	1
1459	к которым	1	1
1460	и соответственно	5	1
1461	в душевной	1	1
1462	быть понято	1	1
1463	возникает лишь	1	1
1464	в творческом	3	1
1465	которые могут	1	1
1466	произведение в	2	1
1467	эту сторону	1	1
1468	ли он	3	1
1469	своего предмета	3	1
1470	о котором	1	1
1471	глубинным пластам	1	1
1472	не до	1	1
1473	этого сюжетного	1	1
1474	к диалогическому	1	1
1475	со стороны	5	1
1476	в известном	2	1
1477	анализа является	1	1
1478	в каком	1	1
1479	соприкосновения разных	1	1
1480	высказывание в	1	1
1481	на тех	1	1
1482	строится в	1	1
1483	показать как	1	1
1484	который и	1	1
1485	реплике в	1	1
1486	его я	1	1
1487	только одно	2	1
1488	с интонацией	2	1
1489	к индивидуальному	1	1
1490	нет ничего	2	1
1491	мысли или	1	1
1492	романа то	1	1
1493	этом сознании	1	1
1494	и мне	2	1
1495	возможно в	1	1
1496	сознанию что	1	1
1497	сознанию как	2	1
1498	не допускает	1	1
1499	не умел	1	1
1500	ему принадлежит	1	1
1501	которые обычно	1	1
1502	что мы	3	1
1503	как предмета	1	1
1504	двух основных	1	1
1505	принципиально не	3	1
1506	вещь а	1	1
1507	к чужой	1	1
1508	только такие	1	1
1509	не дал	1	1
1510	на основе	3	1
1511	это только	2	1
1512	том как	1	1
1513	индивидуальности то	1	1
1514	которое не	1	1
1515	целого как	2	1
1516	и второй	1	1
1517	наш анализ	1	1
1518	и тогда	3	1
1519	снята а	1	1
1520	художественное задание	1	1
1521	прямой речи	1	1
1522	для нее	2	1
1523	только один	1	1
1524	в итоге	1	1
1525	но о	3	1
1526	не утратили	1	1
1527	может лишь	1	1
1528	литературном произведении	2	1
1529	ощущается как	1	1
1530	с первой	2	1
1531	от других	1	1
1532	и наиболее	1	1
1533	внимания на	2	1
1534	с автором	1	1
1535	как событие	1	1
1536	тому или	2	1
1537	первой фразы	1	1
1538	и объектное	1	1
1539	и иных	1	1
1540	в совершенно	1	1
1541	тогда ей	1	1
1542	тогда как	30	1
1543	случае осуществляется	1	1
1544	лишь одна	2	1
1545	имеем в	1	1
1546	сохраняет свою	1	1
1547	между людьми	1	1
1548	может ли	2	1
1549	ноты выше	1	1
1550	на две	1	1
1551	в данной	1	1
1552	событий в	1	1
1553	функционирует в	1	1
1554	принадлежит к	1	1
1555	не чисто	1	1
1556	по соображениям	1	1
1557	социальной ситуации	1	1
1558	сложнее и	1	1
1559	то она	1	1
1560	я которое	1	1
1561	разве я	1	1
1562	разговорного языка	1	1
1563	выход за	1	1
1564	событие а	1	1
1565	одного художественного	1	1
1566	деле в	2	1
1567	с чужой	1	1
1568	но если	1	1
1569	смерти не	2	1
1570	для достижения	1	1
1571	к предмету	4	1
1572	зрения художественного	1	1
1573	кроме этого	1	1
1574	хотел застрелиться	1	1
1575	взаимодействие с	1	1
1576	это произведение	1	1
1577	и после	1	1
1578	словам того	1	1
1579	вера в	2	1
1580	в классической	1	1
1581	возвращает его	1	1
1582	высшего порядка	1	1
1583	они были	1	1
1584	обратиться к	4	1
1585	из этой	1	1
1586	людей не	1	1
1587	входящее в	1	1
1588	ошибка и	1	1
1589	без которого	1	1
1590	лишь материал	1	1
1591	есть согласие	1	1
1592	ему в	3	1
1593	о его	5	1
1594	уже два	1	1
1595	не понимал	1	1
1596	может не	2	1
1597	ни с	5	1
1598	как у	1	1
1599	зависит от	1	1
1600	этих слов	1	1
1601	не всякая	1	1
1602	том числе	3	1
1603	авторской позиции	1	1
1604	требует множественности	1	1
1605	неожиданным и	1	1
1606	мы имеем	9	1
1607	могу обойтись	1	1
1608	на что	1	1
1609	или с	1	1
1610	произведения однако	2	1
1611	разных сознаний	1	1
1612	и иную	1	1
1613	к истории	1	1
1614	одного только	1	1
1615	участия в	1	1
1616	произведения или	1	1
1617	них дает	1	1
1618	деле не	1	1
1619	рассказе и	1	1
1620	и точно	1	1
1621	в полном	2	1
1622	пределы как	1	1
1623	из своих	2	1
1624	им для	1	1
1625	это именно	2	1
1626	не превращает	1	1
1627	таком случае	5	1
1628	есть уже	1	1
1629	мы находим	1	1
1630	в ином	2	1
1631	даже самая	1	1
1632	собой он	1	1
1633	хотя как	1	1
1634	в таких	1	1
1635	что действительно	1	1
1636	и некоторых	1	1
1637	сюжета он	1	1
1638	что ни	2	1
1639	силу и	1	1
1640	судьбу как	1	1
1641	отличие прозаического	1	1
1642	является таким	1	1
1643	отношения являются	1	1
1644	в присутствии	3	1
1645	к некоторому	1	1
1646	а о	1	1
1647	и более	5	1
1648	или иначе	2	1
1649	к наиболее	1	1
1650	смысла его	1	1
1651	несет в	1	1
1652	было для	1	1
1653	это еще	2	1
1654	и диалога	1	1
1655	в ту	1	1
1656	иных языковых	1	1
1657	он видел	1	1
1658	это возможно	1	1
1659	и другое	1	1
1660	полный и	1	1
1661	чтобы быть	1	1
1662	не осознается	1	1
1663	принимает его	1	1
1664	участие в	1	1
1665	является по	2	1
1666	нас к	2	1
1667	случаях когда	1	1
1668	может только	1	1
1669	противном случае	1	1
1670	перед собой	2	1
1671	ли не	1	1
1672	самого произведения	2	1
1673	на все	2	1
1674	с явным	1	1
1675	другим он	1	1
1676	со своей	2	1
1677	сразу же	1	1
1678	в сюжет	1	1
1679	в событие	1	1
1680	по его	2	1
1681	в новом	2	1
1682	первой части	2	1
1683	именно эта	1	1
1684	какой он	1	1
1685	что находится	1	1
1686	предмета но	1	1
1687	форма в	1	1
1688	вследствие этой	1	1
1689	вследствие чего	1	1
1690	частей романа	1	1
1691	путь к	1	1
1692	рассудка и	1	1
1693	говорит об	1	1
1694	ему как	1	1
1695	на трех	1	1
1696	целого и	1	1
1697	тем более	2	1
1698	людей в	1	1
1699	или ином	4	1
1700	от голоса	1	1
1701	человека к	4	1
1702	сказать и	1	1
1703	свой мир	1	1
1704	же деле	1	1
1705	ко всему	1	1
1706	он указывает	1	1
1707	чужими устами	1	1
1708	может иметь	2	1
1709	полной мере	3	1
1710	на всем	1	1
1711	мертвых душ	1	1
1712	автора не	1	1
1713	в полной	3	1
1714	к их	1	1
1715	оно в	2	1
1716	и заключается	2	1
1717	в разных	1	1
1718	утверждение о	1	1
1719	реплики в	2	1
1720	каждом из	2	1
1721	с первым	1	1
1722	и цельного	1	1
1723	случае если	1	1
1724	мне было	1	1
1725	таков наш	1	1
1726	часть первая	2	1
1727	его не	1	1
1728	чужому мнению	1	1
1729	как уже	5	1
1730	а от	1	1
1731	как может	1	1
1732	нельзя не	1	1
1733	на всех	1	1
1734	здесь совершенно	2	1
1735	его речь	1	1
1736	в искусстве	2	1
1737	в несколько	1	1
1738	и может	1	1
1739	результат тот	1	1
1740	не оставляет	2	1
1741	тех же	1	1
1742	задает тон	1	1
1743	голос но	1	1
1744	прибегать к	1	1
1745	утратили своего	1	1
1746	всего художественного	1	1
1747	другого я	2	1
1748	сосредоточиться на	1	1
1749	и фактически	1	1
1750	столкновения двух	1	1
1751	романа мы	1	1
1752	с установкой	1	1
1753	а этот	1	1
1754	и противопоставить	1	1
1755	личность как	1	1
1756	ведь если	1	1
1757	с кем	1	1
1758	героя нашего	2	1
1759	при всем	1	1
1760	когда ее	1	1
1761	и позволяют	1	1
1762	чего она	1	1
1763	слова если	1	1
1764	рассказа о	1	1
1765	на это	2	1
1766	осложняется в	1	1
1767	неизбежно оказывается	1	1
1768	числе и	1	1
1769	за этим	1	1
1770	что меня	2	1
1771	в литературном	2	1
1772	самом его	1	1
1773	героя это	2	1
1774	литературное произведение	12	1
1775	реальность в	1	1
1776	решается в	1	1
1777	нас самих	2	1
1778	завершающего слова	1	1
1779	даже для	1	1
1780	он оказывается	1	1
1781	таков же	1	1
1782	может показаться	1	1
1783	сохраняя свою	1	1
1784	есть его	1	1
1785	он вообще	1	1
1786	по этому	1	1
1787	место в	3	1
1788	далека от	2	1
1789	слово за	1	1
1790	его до	1	1
1791	что о	1	1
1792	происходит в	1	1
1793	процессе его	1	1
1794	лишь по	1	1
1795	в области	4	1
1796	напротив я	1	1
1797	тех или	3	1
1798	быть только	1	1
1799	в бытии	1	1
1800	душевной жизни	3	1
1801	бы от	1	1
1802	на своих	1	1
1803	в глубине	2	1
1804	таковой и	1	1
1805	как совокупность	2	1
1806	событий и	2	1
1807	виду что	1	1
1808	другого сознания	3	1
1809	как диалога	1	1
1810	художественное творчество	2	1
1811	проблема взаимоотношений	1	1
1812	ни принимало	1	1
1813	есть не	9	1
1814	говорит не	1	1
1815	анализа мы	2	1
1816	мира с	1	1
1817	два часа	1	1
1818	всегда говорит	2	1
