N	2gram	Vinokur_St	KulturaY
1310	свою задачу	1	2
1311	когда говорит	1	2
1312	во многом	3	2
1313	который как	2	2
1314	все содержание	1	2
1315	это можно	3	2
1316	позволю себе	1	2
1317	а может	1	2
1318	них как	1	2
1319	как увидим	1	2
1320	всей нашей	1	2
1321	жизни и	6	2
1322	без сомнения	1	2
1323	свидетельствуют о	2	2
1324	в период	2	2
1325	грамматики и	1	2
1326	эти темы	1	2
1327	эти два	1	2
1328	ведь и	3	2
1329	заявил что	1	2
1330	здесь следует	1	2
1331	точно и	2	2
1332	не понял	1	2
1333	можно только	1	2
1334	наукой и	1	1
1335	также такие	1	1
1336	приведу один	1	1
1337	получает свое	1	1
1338	отрывках из	1	1
1339	это утверждение	1	1
1340	особенно же	1	1
1341	несомненно что	1	1
1342	пушкин в	4	1
1343	это тот	1	1
1344	определенную цель	1	1
1345	на эти	7	1
1346	вопросы связанные	2	1
1347	выводу что	1	1
1348	никаких сомнений	3	1
1349	на форму	1	1
1350	регистрации и	1	1
1351	его личного	1	1
1352	самого себя	1	1
1353	которых эта	1	1
1354	слову в	1	1
1355	будто на	2	1
1356	за исключением	1	1
1357	зрения их	2	1
1358	стоят в	1	1
1359	работа пушкина	1	1
1360	каждого отдельного	1	1
1361	например он	1	1
1362	д но	4	1
1363	свое дело	1	1
1364	особый смысл	1	1
1365	академии наук	3	1
1366	в равной	2	1
1367	оказывается не	1	1
1368	укажу еще	1	1
1369	стр ср	2	1
1370	литературы а	1	1
1371	громким голосом	1	1
1372	ни стало	1	1
1373	является в	1	1
1374	подлежит однако	1	1
1375	какой бы	1	1
1376	говорит о	5	1
1377	на другую	1	1
1378	дружбы или	1	1
1379	иначе но	1	1
1380	литературной и	2	1
1381	собой разумеется	1	1
1382	работы здесь	1	1
1383	от этих	1	1
1384	стр но	2	1
1385	знаний о	1	1
1386	были более	1	1
1387	с собой	1	1
1388	дают в	1	1
1389	предисловии к	2	1
1390	с орфографией	2	1
1391	связь с	1	1
1392	от нынешнего	1	1
1393	что высокие	1	1
1394	поэтической школы	1	1
1395	в борьбе	1	1
1396	или во	1	1
1397	обязывает нас	1	1
1398	делает в	2	1
1399	их обычно	1	1
1400	и сам	4	1
1401	некоторые другие	1	1
1402	вставленные в	1	1
1403	русской поэзии	2	1
1404	им по	1	1
1405	каким образом	1	1
1406	все благополучно	1	1
1407	на свою	1	1
1408	не хотят	1	1
1409	должны будут	1	1
1410	естественно не	1	1
1411	жизни своей	1	1
1412	между той	1	1
1413	нужно внушить	1	1
1414	уверен в	1	1
1415	говорят о	1	1
1416	но важно	1	1
1417	интересует сейчас	1	1
1418	стихийную силу	1	1
1419	если он	1	1
1420	бы все	3	1
1421	наука а	1	1
1422	значительной степени	3	1
1423	форме в	1	1
1424	из этой	2	1
1425	дело совсем	1	1
1426	стороны в	2	1
1427	я могу	1	1
1428	кстати сказать	2	1
1429	я от	1	1
1430	самого и	2	1
1431	равно не	1	1
1432	уже указано	1	1
1433	и внутренне	1	1
1434	что по	1	1
1435	их в	2	1
1436	странном памятнике	1	1
1437	помимо всего	1	1
1438	одновременно и	1	1
1439	так легко	1	1
1440	есть самое	1	1
1441	перестает уже	1	1
1442	еще делом	1	1
1443	этом можно	1	1
1444	они ни	1	1
1445	в изобилии	1	1
1446	прошлого века	1	1
1447	является для	1	1
1448	как более	2	1
1449	недавно б	2	1
1450	наполеона и	1	1
1451	теперь не	1	1
1452	но у	1	1
1453	прочим и	1	1
1454	в прочих	2	1
1455	исключения в	1	1
1456	и писал	1	1
1457	его личной	1	1
1458	с полевым	1	1
1459	позволяет себе	2	1
1460	мне приходится	1	1
1461	является то	1	1
1462	когда приходится	1	1
1463	оно несомненно	1	1
1464	в письме	5	1
1465	у обоих	1	1
1466	гораздо больше	2	1
1467	относиться к	1	1
1468	fontaine des	1	1
1469	какой он	1	1
1470	иметь никакого	1	1
1471	данной статьи	1	1
1472	я укажу	1	1
1473	и общества	1	1
1474	его эпохи	6	1
1475	г в	10	1
1476	самого начала	3	1
1477	всегда возможны	1	1
1478	сделать в	1	1
1479	является их	1	1
1480	знании языка	1	1
1481	ровным счетом	1	1
1482	если судить	1	1
1483	надо думать	1	1
1484	самым простым	1	1
1485	для современности	2	1
1486	как справедливо	1	1
1487	себя да	1	1
1488	в силе	1	1
1489	которые мы	1	1
1490	решение частных	1	1
1491	к процессу	1	1
1492	не непременно	2	1
1493	знакомство с	1	1
1494	пушкинской переписки	1	1
1495	пушкина нет	2	1
1496	знал что	1	1
1497	где-то в	1	1
1498	бы отрицать	1	1
1499	д вот	1	1
1500	я продолжаю	1	1
1501	которой он	1	1
1502	некотором внимании	1	1
1503	имеет право	2	1
1504	во первых	1	1
1505	в юбилейном	3	1
1506	и пушкин	3	1
1507	которых к	1	1
1508	эти проблемы	1	1
1509	значение то	1	1
1510	в понимании	1	1
1511	все свои	1	1
1512	ii и	2	1
1513	не имею	1	1
1514	д в	1	1
1515	бы даже	1	1
1516	которых я	1	1
1517	искусства и	1	1
1518	и своим	1	1
1519	же порядка	1	1
1520	своя функция	1	1
1521	что первая	1	1
1522	этого тезиса	1	1
1523	и другой	1	1
1524	с другим	1	1
1525	времени в	1	1
1526	которыми он	3	1
1527	я старался	1	1
1528	вопроса об	1	1
1529	пушкин не	11	1
1530	к своей	1	1
1531	спорах о	1	1
1532	думать будто	3	1
1533	что грамматическая	1	1
1534	не встречается	1	1
1535	из таких	2	1
1536	у автора	1	1
1537	а когда	1	1
1538	которым в	1	1
1539	только на	1	1
1540	к дельвигу	2	1
1541	написанного пушкиным	1	1
1542	баратынского и	1	1
1543	несколько примеров	5	1
1544	пределы того	1	1
1545	его основное	1	1
1546	о самой	1	1
1547	начале xix	1	1
1548	много нового	1	1
1549	в пушкинском	2	1
1550	не понимаем	1	1
1551	то как	1	1
1552	от той	1	1
1553	удержался от	1	1
1554	где пушкин	2	1
1555	и обязана	1	1
1556	в политическом	2	1
1557	взято из	2	1
1558	или оправданный	1	1
1559	не читал	1	1
1560	нас еще	1	1
1561	но этот	1	1
1562	деле было	1	1
1563	непременно и	1	1
1564	попадаются и	1	1
1565	я думаю	11	1
1566	не становится	1	1
1567	у себя	1	1
1568	копию с	1	1
1569	него не	1	1
1570	и притом	1	1
1571	правильной постановке	1	1
1572	работы над	5	1
1573	революции в	1	1
1574	внимании к	1	1
1575	данных случаях	1	1
1576	но разве	3	1
1577	мечтать о	1	1
1578	об изучении	1	1
1579	таких условиях	1	1
1580	наиболее яркие	1	1
1581	в основу	5	1
1582	за него	2	1
1583	нее в	1	1
1584	статьи это	1	1
1585	об этом-то	1	1
1586	только во	1	1
1587	из пушкинских	3	1
1588	о причинах	1	1
1589	во всей	1	1
1590	спорить против	1	1
1591	это что	1	1
1592	как результат	1	1
1593	такую картину	1	1
1594	которыми мы	1	1
1595	не удивительно	1	1
1596	бы знать	2	1
1597	не писать	1	1
1598	это почти	1	1
1599	к вопросам	1	1
1600	это прежде	2	1
1601	сюда относится	1	1
1602	он сам	1	1
1603	одной науки	1	1
1604	какой степени	1	1
1605	совсем недавно	1	1
1606	лишь при	1	1
1607	его отдельных	1	1
1608	в идеале	1	1
1609	пути с	1	1
1610	можно сомневаться	1	1
1611	к этим	1	1
1612	слова без	1	1
1613	для одной	1	1
1614	но там	1	1
1615	прав был	1	1
1616	себя в	1	1
1617	за годы	1	1
1618	же сколько	1	1
1619	значение которых	1	1
1620	и неизвестно	1	1
1621	реагировать на	1	1
1622	о ней	1	1
1623	эпохи с	1	1
1624	не повод	1	1
1625	в подобных	1	1
1626	напечатанной в	1	1
1627	для борьбы	1	1
1628	очень многое	1	1
1629	пушкина его	3	1
1630	не грамматических	1	1
1631	оправданный александр	1	1
1632	стилистический прием	1	1
1633	во всех	8	1
1634	равной мере	2	1
1635	еще одну	1	1
1636	он взялся	1	1
1637	все его	1	1
1638	заботиться о	1	1
1639	что то	2	1
1640	приведены в	1	1
1641	главной своей	1	1
1642	фактом что	1	1
1643	приведу еще	1	1
1644	от его	2	1
1645	уже без	2	1
1646	внутри одного	1	1
1647	в обеих	5	1
1648	возражали против	1	1
1649	на основную	1	1
1650	в действии	1	1
1651	так я	1	1
1652	такого рода	2	1
1653	он к	1	1
1654	притом не	1	1
1655	всеобщим достоянием	1	1
1656	самый язык	1	1
1657	вот эти	1	1
1658	если к	1	1
1659	говорю уже	2	1
1660	тогда и	1	1
1661	традиция в	1	1
1662	пушкина на	7	1
1663	называет свой	1	1
1664	той схеме	1	1
1665	с тех	1	1
1666	прочим следующее	1	1
1667	эта поэтическая	1	1
1668	пушкину и	2	1
1669	внимание то	1	1
1670	гл iii	1	1
1671	запятая и	2	1
1672	по мнению	4	1
1673	в печать	1	1
1674	писем к	2	1
1675	чем у	2	1
1676	и пушкина	1	1
1677	согласно которой	2	1
1678	для своего	2	1
1679	с нашей	2	1
1680	или иную	1	1
1681	голову не	1	1
1682	трудно понять	3	1
1683	в ограниченном	1	1
1684	не станет	1	1
1685	историей языка	1	1
1686	научного и	1	1
1687	г а	1	1
1688	есть еще	1	1
1689	содержания именно	1	1
1690	не лишена	1	1
1691	работы и	1	1
1692	мы на	1	1
1693	бы только	2	1
1694	какой-либо смысл	1	1
1695	что вы	1	1
1696	ли и	3	1
1697	столько же	3	1
1698	пушкина где	2	1
1699	вяземский писал	1	1
1700	не очень	2	1
1701	в деревню	1	1
1702	в изложении	1	1
1703	читателей и	1	1
1704	в представлении	2	1
1705	вообще в	1	1
1706	естественным для	1	1
1707	заметке о	1	1
1708	xviii века	1	1
1709	легкой руки	1	1
1710	xx века	1	1
1711	с одним	1	1
1712	принципиальной разницы	1	1
1713	строки но	1	1
1714	как говорит	3	1
1715	на глаза	1	1
1716	принято в	1	1
1717	лишь на	1	1
1718	его потомкам	1	1
1719	своим друзьям	1	1
1720	как вполне	1	1
1721	желание пушкина	1	1
1722	е после	1	1
1723	следует понимать	1	1
1724	и новым	1	1
1725	диалог между	2	1
1726	долго и	2	1
1727	поводу в	1	1
1728	ссылались на	1	1
1729	всякую возможность	1	1
1730	сразу поняли	1	1
1731	и перед	2	1
1732	виде так	1	1
1733	русская речь	1	1
1734	вообще следует	1	1
1735	и характер	1	1
1736	до недавнего	2	1
1737	говорят не	1	1
1738	о более	1	1
1739	эмпирического материала	3	1
1740	возникает целый	1	1
1741	между собой	1	1
1742	должно было	5	1
1743	в свой	2	1
1744	на какие	1	1
1745	в первые	1	1
1746	и изучать	1	1
1747	до очевидности	1	1
1748	на границе	1	1
1749	из москвы	1	1
1750	сомневаться в	3	1
1751	теперь возможность	1	1
1752	с пушкина	2	1
1753	полагает что	1	1
1754	в эту	3	1
1755	известным и	1	1
1756	об исправлении	1	1
1757	себя прежде	1	1
1758	словами не	1	1
1759	но к	2	1
1760	не иначе	1	1
1761	действительности и	1	1
1762	характере и	1	1
1763	имеет ничего	2	1
1764	не имел	1	1
1765	не при	5	1
1766	оно свидетельствует	1	1
1767	чем меньше	1	1
1768	следует однако	1	1
1769	истинный смысл	1	1
1770	орфографической реформы	1	1
1771	с русской	1	1
1772	будто и	1	1
1773	и стоит	1	1
1774	отчет в	1	1
1775	которая является	1	1
1776	время т	1	1
1777	о системе	2	1
1778	в уста	3	1
1779	если оно	1	1
1780	за ту	1	1
1781	пушкину за	1	1
1782	случаях как	1	1
1783	только путем	1	1
1784	считать лишь	1	1
1785	нами по	1	1
1786	области изучения	2	1
1787	не совсем	1	1
1788	что пока	1	1
1789	вещи разные	1	1
1790	ведь в	1	1
1791	вмешиваться в	1	1
1792	до нас	1	1
1793	вся история	1	1
1794	отношении я	1	1
1795	фактов на	1	1
1796	виде эта	1	1
1797	является например	1	1
1798	прямую связь	1	1
1799	глаголов не	1	1
1800	большинство таких	1	1
1801	а разве	1	1
1802	приводит и	1	1
1803	на другой	1	1
1804	доказывать что	2	1
1805	очевидно не	2	1
1806	бы она	1	1
1807	пушкина было	1	1
1808	с легкой	1	1
1809	и речи	3	1
1810	достаточно что	1	1
1811	совсем не	3	1
1812	многих случаях	2	1
1813	вот несколько	2	1
1814	сомневаюсь что	1	1
1815	объясняется и	1	1
1816	вывод который	1	1
1817	в ответ	1	1
1818	действующих лиц	1	1
1819	замечаний у	1	1
1820	кажется что	5	1
1821	не помешало	1	1
1822	решительно никаких	1	1
1823	пушкин для	1	1
1824	от которых	1	1
1825	возвращаясь к	1	1
1826	напомню что	2	1
1827	одно и	1	1
1828	было для	2	1
1829	и та	1	1
1830	возможно по	1	1
1831	с карамзиным	1	1
1832	хотя в	2	1
1833	той области	1	1
1834	замена в	1	1
1835	вообще можно	2	1
1836	один раз	1	1
1837	время когда	1	1
1838	кажется и	1	1
1839	они свидетельствуют	1	1
1840	имел бы	1	1
1841	сомнению что	2	1
1842	преклонение перед	1	1
1843	не место	1	1
1844	из нас	1	1
1845	и другая	1	1
1846	по своей	2	1
1847	что бы	1	1
1848	сейчас еще	1	1
1849	с нашими	1	1
1850	совершенно независимо	1	1
1851	должны были	1	1
1852	пушкина к	8	1
1853	тот общий	1	1
1854	у которого	1	1
1855	он еще	1	1
1856	из писем	3	1
1857	в школе	1	1
1858	истории и	2	1
1859	почему же	1	1
1860	где слово	1	1
1861	знает где	1	1
1862	но без	1	1
1863	для той	1	1
1864	грамматике и	1	1
1865	являются лишь	1	1
1866	для существа	1	1
1867	по какому	1	1
1868	отношении что	2	1
1869	что во	3	1
1870	и никогда	1	1
1871	их серьезности	1	1
1872	при первой	1	1
1873	значения которое	1	1
1874	и какой	1	1
1875	но нет	2	1
1876	где та	1	1
1877	мысль в	1	1
1878	них вообще	1	1
1879	и почему	4	1
1880	нашей точки	1	1
1881	в первой	12	1
1882	вполне возможно	1	1
1883	жанровые особенности	1	1
1884	пушкин действительно	3	1
1885	этих словах	2	1
1886	особенно наглядно	1	1
1887	зато в	2	1
1888	бы быть	1	1
1889	свои силы	2	1
1890	которое на	1	1
1891	действительно есть	1	1
1892	значение как	1	1
1893	догадаться что	1	1
1894	к сюжету	1	1
1895	бы ни	3	1
1896	которые были	1	1
1897	свое собственное	1	1
1898	форму и	1	1
1899	пушкин а	1	1
1900	потому ли	2	1
1901	дела не	1	1
1902	таких примеров	1	1
1903	то место	2	1
1904	речи о	1	1
1905	значения как	2	1
1906	остановиться на	1	1
1907	возможно даже	1	1
1908	не сказал	1	1
1909	с естественным	1	1
1910	которое им	1	1
1911	в один	1	1
1912	деле вовсе	2	1
1913	каждого из	3	1
1914	чем обычно	1	1
1915	до его	2	1
1916	вообще нет	2	1
1917	в академическом	23	1
1918	действительно было	1	1
1919	раньше чем	4	1
1920	границе между	1	1
1921	была перенесена	1	1
1922	что до	3	1
1923	он говорил	1	1
1924	почти ничего	1	1
1925	не выдерживает	1	1
1926	д разумеется	1	1
1927	системе как	1	1
1928	при жизни	2	1
1929	времени для	1	1
1930	же поэта	2	1
1931	против этого	1	1
1932	с полной	2	1
1933	писал пушкину	1	1
1934	не нашел	2	1
1935	равных условиях	1	1
1936	однако с	1	1
1937	не допускают	1	1
1938	вот действительно	1	1
1939	ни малейшего	1	1
1940	и этот	1	1
1941	совершенно правильно	1	1
1942	и конечно	1	1
1943	мы встречаем	1	1
1944	бы дело	1	1
1945	еще так	1	1
1946	постановке вопроса	1	1
1947	они и	1	1
1948	смотреть на	2	1
1949	а своего	1	1
1950	них в	1	1
1951	то есть	2	1
1952	такова же	1	1
1953	его современники	1	1
1954	la fontaine	1	1
1955	представляется возможным	1	1
1956	на анализе	1	1
1957	в случаях	1	1
1958	к одной	1	1
1959	авторитетных источников	1	1
1960	с и	1	1
1961	и который	3	1
1962	пушкина этот	1	1
1963	будто в	3	1
1964	пушкин писал	7	1
1965	образа в	1	1
1966	высокие поэтические	1	1
1967	для себя	3	1
1968	на первом	1	1
1969	и никто	1	1
1970	ср с	2	1
1971	не умеют	1	1
1972	эти особенности	1	1
1973	следующий случай	1	1
1974	же сорта	1	1
1975	видно из	1	1
1976	он несомненно	1	1
1977	к брату	1	1
1978	системы а	1	1
1979	освободиться от	1	1
1980	что цель	1	1
1981	для народа	1	1
1982	справиться с	1	1
1983	опираться на	1	1
1984	упомянутой выше	1	1
1985	ср на	1	1
1986	вот как	1	1
1987	чтобы можно	2	1
1988	продолжал считать	1	1
1989	в поэме	3	1
1990	разного рода	2	1
1991	утверждает что	1	1
1992	к выводу	1	1
1993	даже как-то	1	1
1994	первой эпохи	1	1
1995	я прежде	1	1
1996	области не	1	1
1997	о в	1	1
1998	однако сомнению	1	1
1999	целом ряде	1	1
2000	второй части	2	1
2001	области так	1	1
2002	остаются фактами	1	1
2003	е тот	1	1
2004	не удержался	2	1
2005	оказывается в	2	1
2006	он так	1	1
2007	выше я	2	1
2008	то на	1	1
2009	не поставлен	1	1
2010	внимание только	1	1
2011	самом тексте	2	1
2012	ни о	1	1
2013	имеет значение	1	1
2014	б в	3	1
2015	следовательно в	1	1
2016	вместо этого	1	1
2017	смежные отрасли	1	1
2018	который следует	1	1
2019	со следующими	1	1
2020	при прочих	1	1
2021	еще с	1	1
2022	обращается к	1	1
2023	в составе	1	1
2024	судить по	3	1
2025	действительно были	1	1
2026	значения и	1	1
2027	грамматикой то	1	1
2028	это выражение	1	1
2029	довольно редко	1	1
2030	живой речи	1	1
2031	виде как	1	1
2032	к которым	1	1
2033	отдельные книги	1	1
2034	хочется верить	1	1
2035	присутствует в	3	1
2036	к работам	1	1
2037	в пушкинскую	1	1
2038	к нам	1	1
2039	в праве	1	1
2040	себе совершенно	1	1
2041	меньшей мере	3	1
2042	которые могут	1	1
2043	которого является	1	1
2044	не сомневаюсь	1	1
2045	только более	1	1
2046	после революции	1	1
2047	себя и	1	1
2048	значение при	1	1
2049	можно найти	3	1
2050	ему и	1	1
2051	не знали	2	1
2052	тему в	2	1
2053	русского и	1	1
2054	из которого	2	1
2055	хотел бы	2	1
2056	от всей	1	1
2057	этом его	1	1
2058	достаточно привести	1	1
2059	пушкина по	3	1
2060	п которые	1	1
2061	с громадным	1	1
2062	ведь на	1	1
2063	почему это	1	1
2064	анфимович орлов	1	1
2065	то я	1	1
2066	нас интересует	1	1
2067	но их	1	1
2068	которых можно	1	1
2069	не давая	1	1
2070	в стихе	1	1
2071	знаки препинания	3	1
2072	ограничусь еще	1	1
2073	в основе	4	1
2074	который с	1	1
2075	время оно	1	1
2076	чтобы уравновесить	1	1
2077	чем-то вроде	1	1
2078	в очень	4	1
2079	традиции но	1	1
2080	писать и	1	1
2081	в пример	1	1
2082	критики но	1	1
2083	если таким	1	1
2084	этой традиции	1	1
2085	это явление	2	1
2086	литературных памятников	1	1
2087	влюбленного хана	1	1
2088	работы но	1	1
2089	основных положений	1	1
2090	в роли	1	1
2091	совпадает с	3	1
2092	это за	1	1
2093	совсем другое	1	1
2094	отступления от	1	1
2095	пушкина кажется	1	1
2096	в значительной	2	1
2097	е даже	1	1
2098	заключалась в	1	1
2099	это какой-то	1	1
2100	наконец в	2	1
2101	бы по	1	1
2102	и поставил	1	1
2103	самого метода	1	1
2104	этой работы	2	1
2105	также те	1	1
2106	в прежних	1	1
2107	из его	3	1
2108	на устранение	1	1
2109	александр анфимович	1	1
2110	сейчас мы	1	1
2111	в середине	2	1
2112	прочих равных	1	1
2113	не у	2	1
2114	факты из	2	1
2115	то все	1	1
2116	и лишь	2	1
2117	со всей	1	1
2118	о странном	1	1
2119	занимает в	3	1
2120	и вся	2	1
2121	в истинности	2	1
2122	ни для	2	1
2123	в которую	2	1
2124	которые должны	1	1
2125	в приложении	1	1
2126	чтобы она	1	1
2127	что принесла	1	1
2128	мнение о	2	1
2129	внимания на	1	1
2130	нас особенно	1	1
2131	ту постановку	1	1
2132	имеет никакого	1	1
2133	эта книга	2	1
2134	взялся за	1	1
2135	поэтому вполне	1	1
2136	не считать	1	1
2137	искать ответа	1	1
2138	бесконечного числа	1	1
2139	что такая	1	1
2140	чем не	2	1
2141	не заметил	1	1
2142	я хотел	1	1
2143	при помощи	4	1
2144	в форму	1	1
2145	это имеет	1	1
2146	читателей этот	1	1
2147	не бьют	1	1
2148	среди которых	1	1
2149	и наоборот	1	1
2150	литературы в	1	1
2151	а во	3	1
2152	с отвращением	1	1
2153	им в	2	1
2154	входить в	1	1
2155	свой вывод	1	1
2156	реальные факты	1	1
2157	место тому	1	1
2158	биографический материал	1	1
2159	статьи в	8	1
2160	это доказывает	1	1
2161	эти факты	1	1
2162	стремление освободиться	1	1
2163	целое в	1	1
2164	знать в	1	1
2165	на две	1	1
2166	тех исторических	1	1
2167	все уже	1	1
2168	в деревне	1	1
2169	этой категории	2	1
2170	и во	3	1
2171	удачно с	1	1
2172	это тем	1	1
2173	изучение пушкина	1	1
2174	которые с	1	1
2175	пушкин с	3	1
2176	которым мы	1	1
2177	их с	1	1
2178	без всякой	3	1
2179	но именно	3	1
2180	следует обратить	1	1
2181	приложении к	1	1
2182	постановку вопроса	1	1
2183	без кавычек	1	1
2184	именно то	1	1
2185	что самый	1	1
2186	и стиля	2	1
2187	на чем	2	1
2188	том самом	1	1
2189	в сознании	2	1
2190	факты в	1	1
2191	литература в	1	1
2192	содержанием и	1	1
2193	где изображается	1	1
2194	путь этот	1	1
2195	в №	3	1
2196	от разных	1	1
2197	для работ	1	1
2198	с журналистами	1	1
2199	здесь и	1	1
2200	по меньшей	3	1
2201	столько в	1	1
2202	под сомнение	1	1
2203	случаев это	1	1
2204	торжество дружбы	1	1
2205	не видит	1	1
2206	состоящая в	1	1
2207	знак и	1	1
2208	еще в	3	1
2209	идей и	1	1
2210	в остальных	3	1
2211	к произведениям	1	1
2212	des larmes	1	1
2213	его разных	1	1
2214	их собственной	1	1
2215	словарей к	2	1
2216	языком которым	1	1
2217	невозможна без	1	1
2218	традиции не	1	1
2219	было быть	1	1
2220	местах в	1	1
2221	с каким	1	1
2222	сомнений в	3	1
2223	обратиться к	1	1
2224	меня не	2	1
2225	вокруг которого	1	1
2226	пушкина хотя	1	1
2227	текста в	5	1
2228	или должно	1	1
2229	своего друга	1	1
2230	истории литературы	2	1
2231	к началу	1	1
2232	в заметке	1	1
2233	вполне и	1	1
2234	но лицо	1	1
2235	пользу того	1	1
2236	конца как	1	1
2237	на громадное	1	1
2238	сейчас и	1	1
2239	решительно ни	1	1
2240	вы увидите	1	1
2241	что ему	2	1
2242	паузы и	1	1
2243	которым он	1	1
2244	против этой	1	1
2245	школе и	1	1
2246	всего внимание	1	1
2247	увидите что	1	1
2248	есть такой	1	1
2249	может не	2	1
2250	раз при	1	1
2251	которому не	1	1
2252	малой степени	1	1
2253	решительно не	1	1
2254	что среди	1	1
2255	часто повторяющиеся	1	1
2256	не нужен	1	1
2257	нас не	3	1
2258	без разбора	1	1
2259	они сумеют	1	1
2260	сколько в	2	1
2261	именно такой	1	1
2262	отрывке из	1	1
2263	при таких	1	1
2264	е уже	1	1
2265	он о	1	1
2266	все таки	1	1
2267	который был	2	1
2268	школы которая	1	1
2269	на статью	1	1
2270	случаев в	1	1
2271	материала и	2	1
2272	пушкин стал	1	1
2273	что собственно	1	1
2274	которых он	2	1
2275	или с	2	1
2276	и новой	1	1
2277	переход к	1	1
2278	заключается вовсе	1	1
2279	не отражается	1	1
2280	насчет того	1	1
2281	е за	1	1
2282	каких бы	2	1
2283	которого я	1	1
2284	находим и	2	1
2285	не считается	1	1
2286	впечатление что	1	1
2287	есть но	1	1
2288	писал что	1	1
2289	стр в	4	1
2290	на одной	1	1
2291	не умею	1	1
2292	касается первого	1	1
2293	чем он	3	1
2294	пушкинских стихов	1	1
2295	всего вопроса	1	1
2296	а другое	2	1
2297	через другие	1	1
2298	печатного издания	2	1
2299	при некотором	1	1
2300	счетом ничего	1	1
2301	и смысл	1	1
2302	не существует	4	1
2303	бахчисарайского фонтана	16	1
2304	что мне	1	1
2305	интерпретации и	1	1
2306	раз в	4	1
2307	на точном	1	1
2308	здесь нет	1	1
2309	читателя в	1	1
2310	было создано	1	1
2311	после этих	1	1
2312	на каком	1	1
2313	и гораздо	1	1
2314	того я	3	1
2315	следующие строки	1	1
2316	у всех	1	1
2317	что элементы	1	1
2318	в свои	1	1
2319	что к	1	1
2320	из рук	1	1
2321	двадцатых годов	2	1
2322	самые разнообразные	1	1
2323	из других	1	1
2324	и вы	1	1
2325	полное право	3	1
2326	как своего	2	1
2327	и последний	1	1
2328	все вместе	1	1
2329	пушкин прежде	1	1
2330	путешествие в	1	1
2331	с теми	1	1
2332	в эпоху	3	1
2333	виду что	1	1
2334	не те	1	1
2335	такое же	2	1
2336	на тему	2	1
2337	стихи и	1	1
2338	где их	1	1
2339	впрочем не	1	1
2340	положение в	1	1
2341	у редактора	1	1
2342	в остальном	1	1
2343	отношение пушкина	1	1
2344	как она	1	1
2345	не подлежит	2	1
2346	в исторический	1	1
2347	так часто	1	1
2348	но я	5	1
2349	этот раз	2	1
2350	случае ясно	1	1
2351	лежит на	1	1
2352	за кого	1	1
2353	пытливому и	1	1
2354	и следовало	1	1
2355	не заслуживает	1	1
2356	не дают	1	1
2357	есть только	2	1
2358	которые являются	2	1
2359	даже после	1	1
2360	с рядом	1	1
2361	перед собой	2	1
2362	и надеюсь	1	1
2363	нельзя однако	1	1
2364	некоторые существенные	1	1
2365	годах прошлого	1	1
2366	не относится	1	1
2367	ли пушкин	1	1
2368	поняли и	1	1
2369	сделать свою	1	1
2370	в новом	4	1
2371	вот характерная	1	1
2372	поэта к	1	1
2373	первой части	2	1
2374	лицам в	1	1
2375	фразой в	1	1
2376	чтобы усомниться	1	1
2377	указано в	1	1
2378	в каждой	1	1
2379	котором все	1	1
2380	политическом отношении	2	1
2381	дело и	1	1
2382	тот именно	1	1
2383	его же	2	1
2384	беда не	1	1
2385	говорит об	4	1
2386	что тот	2	1
2387	при его	3	1
2388	и таким	1	1
2389	первостепенное значение	1	1
2390	выражения которые	1	1
2391	литературных задач	2	1
2392	мысли в	1	1
2393	же пришлось	1	1
2394	пушкина я	1	1
2395	романтизма и	1	1
2396	также все	1	1
2397	д почти	1	1
2398	другом случае	1	1
2399	чтобы сделать	2	1
2400	бы установить	1	1
2401	той своеобразной	1	1
2402	такие слова	1	1
2403	чем но	2	1
2404	в стиле	1	1
2405	были не	2	1
2406	в самое	1	1
2407	нужно отметить	2	1
2408	он был	5	1
2409	в разной	1	1
2410	и других	1	1
2411	в полной	1	1
2412	какой-то намек	1	1
2413	и передовой	1	1
2414	оба эти	4	1
2415	отмечу лишь	1	1
2416	с самого	4	1
2417	из следующего	1	1
2418	значение так	1	1
2419	не укладывается	1	1
2420	у критиков	1	1
2421	и социального	1	1
2422	для рассмотрения	1	1
2423	в предисловии	3	1
2424	предполагать что	1	1
2425	борьбу с	2	1
2426	значит что	3	1
2427	разве это	1	1
2428	г №	1	1
2429	усомниться в	1	1
2430	вести о	1	1
2431	этой трагедии	1	1
2432	будет видно	1	1
2433	изданию бахчисарайского	1	1
2434	в оправу	1	1
2435	верхом и	1	1
2436	проистекают от	1	1
2437	е для	1	1
2438	под ред	1	1
2439	но при	1	1
2440	его не	3	1
2441	на дело	1	1
2442	на первое	1	1
2443	где я	1	1
2444	случае можно	1	1
2445	ту или	1	1
2446	нашел в	1	1
2447	знакомства с	2	1
2448	его мнению	1	1
2449	сам был	1	1
2450	сам в	3	1
2451	для кого	2	1
2452	области собственно	1	1
2453	эти утверждения	1	1
2454	тому времени	2	1
2455	входит в	1	1
2456	во второй	10	1
2457	что там	2	1
2458	ты знаешь	1	1
2459	отвращение к	2	1
2460	не находит	1	1
2461	не оставляет	2	1
2462	то ее	1	1
2463	разумеется совершенно	4	1
2464	и некоторые	1	1
2465	перевод с	2	1
2466	его речи	1	1
2467	на пушкина	2	1
2468	мне этот	1	1
2469	было еще	1	1
2470	совершенно новый	1	1
2471	разве только	1	1
2472	можно принимать	1	1
