N	2gram	Bakhtin_Fr	Myslijsy
1321	дано в	1	1
1322	отдельно в	1	1
1323	без влияния	1	1
1324	имели и	2	1
1325	он берет	1	1
1326	в последних	2	1
1327	все виды	1	1
1328	не отделены	1	1
1329	исторического развития	1	1
1330	но ведь	3	1
1331	эти три	2	1
1332	человек в	1	1
1333	и именно	1	1
1334	тона и	2	1
1335	себя как	1	1
1336	они как	1	1
1337	что многое	1	1
1338	какая разница	1	1
1339	и частей	2	1
1340	уже давно	2	1
1341	то явление	1	1
1342	утверждать это	1	1
1343	между собой	1	1
1344	связанным с	1	1
1345	как ряд	1	1
1346	уже суждение	1	1
1347	этом оно	1	1
1348	что их	1	1
1349	обращается в	1	1
1350	нельзя не	1	1
1351	понимания самого	1	1
1352	не нуждаясь	1	1
1353	всех народов	1	1
1354	с вопросом	1	1
1355	а для	1	1
1356	не был	4	1
1357	той или	2	1
1358	этих образов	1	1
1359	остается в	2	1
1360	с он	1	1
1361	именно как	1	1
1362	самое название	1	1
1363	нами как	1	1
1364	это вполне	1	1
1365	него а	1	1
1366	для его	1	1
1367	своих не	1	1
1368	из собеседников	1	1
1369	бы к	1	1
1370	приводит его	2	1
1371	так одна	1	1
1372	они становятся	1	1
1373	говорит если	1	1
1374	так мы	1	1
1375	чтобы он	1	1
1376	с новыми	1	1
1377	не видят	3	1
1378	то сам	1	1
1379	от содержания	1	1
1380	к образу	2	1
1381	на самый	1	1
1382	наконец самый	1	1
1383	и этой	1	1
1384	как сам	1	1
1385	неотделимые от	1	1
1386	время своей	1	1
1387	всех других	1	1
1388	в тех	1	1
1389	др в	1	1
1390	им только	1	1
1391	имела в	1	1
1392	сомнению что	3	1
1393	его жизнь	1	1
1394	относится уже	2	1
1395	чтобы их	1	1
1396	находит для	1	1
1397	и определенные	2	1
1398	это может	1	1
1399	в боге	1	1
1400	в тоне	2	1
1401	над ним	1	1
1402	мы здесь	2	1
1403	и веселый	2	1
1404	для жизни	1	1
1405	всех предшествующих	1	1
1406	его так	2	1
1407	не раз	2	1
1408	к каждому	1	1
1409	более тесной	1	1
1410	занимает в	1	1
1411	ко времени	1	1
1412	или меньшей	3	1
1413	ту сторону	1	1
1414	с людьми	1	1
1415	далеким от	1	1
1416	чем она	2	1
1417	в толпе	1	1
1418	и веселья	1	1
1419	характер ее	1	1
1420	быть отнесено	1	1
1421	тех действий	1	1
1422	узнает в	1	1
1423	поры до	1	1
1424	даже самого	1	1
1425	в зеркале	1	1
1426	далее это	1	1
1427	объясняется и	1	1
1428	есть все	1	1
1429	значение как	1	1
1430	имеет существенное	1	1
1431	первое из	1	1
1432	форму и	2	1
1433	его восприятия	1	1
1434	по нескольку	1	1
1435	есть система	1	1
1436	но они	4	1
1437	меньшей степени	2	1
1438	благодаря ей	1	1
1439	которая и	1	1
1440	в оценке	1	1
1441	к сожалению	1	1
1442	своего рода	5	1
1443	на жизнь	1	1
1444	связи и	2	1
1445	мы прежде	1	1
1446	в последующих	3	1
1447	существования и	2	1
1448	и этот	2	1
1449	даны в	2	1
1450	которое с	1	1
1451	чистоту и	1	1
1452	ли можно	1	1
1453	человеке это	1	1
1454	они и	4	1
1455	речи но	1	1
1456	но за	1	1
1457	они помогают	1	1
1458	человеческого тела	2	1
1459	к художественному	1	1
1460	возвыситься над	1	1
1461	до времени	1	1
1462	и который	1	1
1463	из нашего	1	1
1464	которые он	2	1
1465	оно было	1	1
1466	и далее	3	1
1467	и непосредственность	1	1
1468	и дает	2	1
1469	делая его	1	1
1470	так тесно	1	1
1471	свою сторону	1	1
1472	здесь для	1	1
1473	самой жизни	2	1
1474	и народной	2	1
1475	речи как	1	1
1476	данные в	1	1
1477	науки и	1	1
1478	выражение лица	1	1
1479	когда его	1	1
1480	чем для	1	1
1481	всем известно	1	1
1482	и делает	1	1
1483	него теперь	1	1
1484	его таким	1	1
1485	но чтобы	1	1
1486	виду у	1	1
1487	он слышит	1	1
1488	же самые	2	1
1489	нас от	1	1
1490	со всеми	5	1
1491	и самая	1	1
1492	поэтому и	4	1
1493	похож на	1	1
1494	значение которое	2	1
1495	характер но	1	1
1496	дух и	1	1
1497	с xiii	1	1
1498	во что	1	1
1499	он так	2	1
1500	разложения и	1	1
1501	и навсегда	1	1
1502	следовательно в	1	1
1503	и столь	1	1
1504	встречаются и	2	1
1505	книг и	2	1
1506	не делает	1	1
1507	времени не	1	1
1508	они связаны	1	1
1509	к разным	1	1
1510	только там	1	1
1511	значение таких	1	1
1512	плане но	1	1
1513	по внешнему	1	1
1514	пор еще	2	1
1515	его лице	1	1
1516	начинается серьезное	1	1
1517	для каждого	1	1
1518	и также	1	1
1519	это время	1	1
1520	на эту	2	1
1521	жизни в	1	1
1522	правда не	4	1
1523	и были	1	1
1524	это понимание	1	1
1525	его произведения	2	1
1526	можно найти	1	1
1527	думают что	1	1
1528	сравнению с	2	1
1529	не касается	4	1
1530	а под	1	1
1531	здесь следовательно	1	1
1532	вследствие этого	2	1
1533	самый образ	2	1
1534	здесь нет	2	1
1535	в которые	1	1
1536	самом языке	1	1
1537	он мог	2	1
1538	не входит	2	1
1539	таких слов	1	1
1540	переносит на	1	1
1541	мира поэтому	2	1
1542	тому кто	1	1
1543	особенно для	2	1
1544	и сюда	1	1
1545	именно тем	1	1
1546	есть ее	1	1
1547	совершенно не	1	1
1548	этого явления	2	1
1549	чем же	1	1
1550	изучение его	1	1
1551	на новые	1	1
1552	его отношение	2	1
1553	и кончается	1	1
1554	отвлеченной всеобщности	1	1
1555	это нечто	1	1
1556	смерти и	1	1
1557	который не	1	1
1558	сравниваются с	1	1
1559	это слияние	1	1
1560	но здесь	3	1
1561	и пожирания	1	1
1562	большую роль	3	1
1563	значений и	1	1
1564	на основе	3	1
1565	по сравнению	2	1
1566	сравнение с	2	1
1567	и известная	1	1
1568	нашем же	1	1
1569	одно понятие	1	1
1570	большой важности	1	1
1571	значением и	1	1
1572	есть место	1	1
1573	нужно уметь	1	1
1574	всего на	1	1
1575	и вся	1	1
1576	в первых	1	1
1577	взятые отдельно	1	1
1578	и новые	1	1
1579	смысл в	2	1
1580	с превращением	1	1
1581	в следующей	1	1
1582	примеров в	1	1
1583	числе и	3	1
1584	образ этот	1	1
1585	внешнему виду	1	1
1586	в совершенно	1	1
1587	всех отношениях	1	1
1588	почти одновременно	1	1
1589	от животного	1	1
1590	лишь бы	1	1
1591	которое будет	1	1
1592	начала и	8	1
1593	свои произведения	1	1
1594	и крик	1	1
1595	этим образом	1	1
1596	страдания и	2	1
1597	знает что	1	1
1598	связанных с	1	1
1599	период когда	1	1
1600	ими явления	1	1
1601	однако нужно	1	1
1602	глубокое и	1	1
1603	в отличие	3	1
1604	непосредственно из	1	1
1605	связана с	4	1
1606	своей жизни	3	1
1607	к созданию	1	1
1608	примеров можно	1	1
1609	веселья а	1	1
1610	образности и	1	1
1611	от которой	1	1
1612	виды и	1	1
1613	в самую	1	1
1614	народного творчества	1	1
1615	на год	5	1
1616	отрывок из	1	1
1617	но именно	3	1
1618	из первых	1	1
1619	были уже	1	1
1620	и историческое	2	1
1621	забывать что	1	1
1622	рядом других	1	1
1623	удовольствием и	1	1
1624	меня все	1	1
1625	мать и	1	1
1626	а они	1	1
1627	веселье и	1	1
1628	у них	1	1
1629	в корне	3	1
1630	сравнения так	1	1
1631	виду как	1	1
1632	же он	2	1
1633	в настоящее	2	1
1634	который и	1	1
1635	пришлось бы	1	1
1636	стороны он	1	1
1637	темных людей	1	1
1638	старости человека	1	1
1639	и применяется	1	1
1640	мы слышим	8	1
1641	из этой	3	1
1642	высшей степени	1	1
1643	это новое	1	1
1644	которому он	1	1
1645	уже для	1	1
1646	как к	1	1
1647	и произведение	1	1
1648	отдельные лица	1	1
1649	при звуке	1	1
1650	всегда можно	1	1
1651	значение в	4	1
1652	отрицание должно	1	1
1653	превращены в	1	1
1654	не изображает	1	1
1655	принадлежит и	1	1
1656	свидетельствует о	2	1
1657	сам он	3	1
1658	второй половине	1	1
1659	и вот	4	1
1660	том числе	4	1
1661	в xviii	12	1
1662	обе эти	1	1
1663	этой части	1	1
1664	общем не	1	1
1665	не одни	1	1
1666	дает еще	1	1
1667	условиях и	1	1
1668	для всего	1	1
1669	только его	1	1
1670	при встрече	1	1
1671	на отдельные	1	1
1672	его можно	1	1
1673	куда ни	1	1
1674	случае его	1	1
1675	одном месте	2	1
1676	видит что	1	1
1677	образом все	2	1
1678	многое в	1	1
1679	здесь в	6	1
1680	голову и	1	1
1681	нет мы	1	1
1682	нет это	1	1
1683	из форм	1	1
1684	чем он	2	1
1685	мы разумеем	1	1
1686	них и	2	1
1687	средств и	1	1
1688	xix века	5	1
1689	нечто совершенно	1	1
1690	века и	5	1
1691	образе мы	1	1
1692	наконец в	3	1
1693	жизни это	1	1
1694	тогда еще	1	1
1695	и другую	1	1
1696	а также	6	1
1697	за этим	4	1
1698	из членов	1	1
1699	места в	2	1
1700	здесь все	1	1
1701	этого нельзя	3	1
1702	на понимание	1	1
1703	к четвертой	7	1
1704	этих условиях	1	1
1705	вопросом что	1	1
1706	возвращаемся к	1	1
1707	изображает и	1	1
1708	же книге	3	1
1709	далее мы	1	1
1710	ее со	1	1
1711	можно предположить	1	1
1712	слышать и	1	1
1713	страха и	4	1
1714	говорят о	3	1
1715	а их	1	1
1716	бы нам	1	1
1717	мира и	4	1
1718	а иногда	1	1
1719	в девяти	2	1
1720	те особенности	1	1
1721	и со	2	1
1722	чем мы	1	1
1723	вероятно не	1	1
1724	видим что	2	1
1725	говорить без	1	1
1726	эти стороны	2	1
1727	в условиях	3	1
1728	с формами	1	1
1729	разного происхождения	1	1
1730	целого и	1	1
1731	было ни	3	1
1732	явлений как	1	1
1733	время он	1	1
1734	образ всегда	1	1
1735	связаны с	6	1
1736	этой системы	3	1
1737	людей в	1	1
1738	нас даже	2	1
1739	таким в	1	1
1740	жизнь и	2	1
1741	как формы	1	1
1742	это средство	1	1
1743	и основные	1	1
1744	произведения с	1	1
1745	уже сказали	2	1
1746	но его	2	1
1747	ко всему	2	1
1748	понимания художественного	1	1
1749	ними нет	1	1
1750	правда что	1	1
1751	друг за	1	1
1752	и живой	1	1
1753	был связан	1	1
1754	за то	2	1
1755	бывает трудно	1	1
1756	второе из	1	1
1757	понятно почему	2	1
1758	действительности но	1	1
1759	и реального	2	1
1760	это сочетание	1	1
1761	сама литература	1	1
1762	возвращается к	1	1
1763	видим все	1	1
1764	заставляют нас	1	1
1765	например у	1	1
1766	понимания мира	1	1
1767	избавиться от	1	1
1768	это как	2	1
1769	явление это	1	1
1770	две стороны	1	1
1771	огонь и	2	1
1772	устранено все	1	1
1773	от всяких	1	1
1774	свободы но	1	1
1775	это был	1	1
1776	и образов	4	1
1777	восприятие и	1	1
1778	ее жизни	1	1
1779	это для	1	1
1780	довольно часто	1	1
1781	важно то	1	1
1782	особое значение	2	1
1783	сказали что	1	1
1784	при произнесении	1	1
1785	отнесено к	1	1
1786	в частности	4	1
1787	независимая от	1	1
1788	предвещает мне	1	1
1789	это была	1	1
1790	взглядов на	1	1
1791	что образ	1	1
1792	оказывается что	1	1
1793	в трех	1	1
1794	еще в	4	1
1795	имеет свое	1	1
1796	и своя	1	1
1797	в пределах	1	1
1798	как явление	1	1
1799	в xix	3	1
1800	лишь как	1	1
1801	из своей	1	1
1802	же свойствами	1	1
1803	во мне	1	1
1804	при всем	1	1
1805	одни из	1	1
1806	обычных в	1	1
1807	дело вовсе	2	1
1808	со своими	2	1
1809	к огню	1	1
1810	к совершению	1	1
1811	очень часто	2	1
1812	своей цели	1	1
1813	в друга	2	1
1814	состав и	1	1
1815	лежит вне	1	1
1816	трав и	3	1
1817	тела с	1	1
1818	этим образам	1	1
1819	с самым	1	1
1820	это место	4	1
1821	благодаря этому	1	1
1822	этом и	1	1
1823	выражен в	1	1
1824	совершенно иначе	1	1
1825	есть способность	1	1
1826	теперь когда	1	1
1827	общества и	2	1
1828	право на	2	1
1829	об этой	1	1
1830	свою речь	3	1
1831	при изучении	1	1
1832	их на	1	1
1833	переходят друг	2	1
1834	эти два	1	1
1835	и обратно	1	1
1836	слышать в	1	1
1837	что такие	1	1
1838	он с	2	1
1839	слова должны	1	1
1840	нам для	2	1
1841	своих произведений	1	1
1842	в чисто	1	1
1843	жизнью и	4	1
1844	возможна только	1	1
1845	более того	1	1
1846	меньше чем	3	1
