N	2gram	Vygotskiy_	slovoVRo
1299	как существенное	1	1
1300	идет о	2	1
1301	виду по	1	1
1302	смысла с	1	1
1303	прийти к	1	1
1304	ним в	1	1
1305	которых он	2	1
1306	его лежит	1	1
1307	признать что	1	1
1308	или с	1	1
1309	внимание исследователей	1	1
1310	и общей	1	1
1311	речи так	1	1
1312	переход к	1	1
1313	к истории	3	1
1314	на развитие	1	1
1315	связей и	3	1
1316	развитии и	2	1
1317	этот пример	1	1
1318	что при	3	1
1319	две основные	2	1
1320	похоже на	1	1
1321	не соответствует	1	1
1322	что так	1	1
1323	приводят к	1	1
1324	аналогии с	2	1
1325	чем у	1	1
1326	способность к	1	1
1327	этих слов	1	1
1328	и через	1	1
1329	опирающихся на	1	1
1330	велико что	1	1
1331	а предмет	1	1
1332	то мы	2	1
1333	к еще	1	1
1334	или иную	1	1
1335	не способны	1	1
1336	лежат совершенно	1	1
1337	расчленения и	1	1
1338	на одной	2	1
1339	же не	3	1
1340	невозможно без	4	1
1341	с пониманием	1	1
1342	и переработки	1	1
1343	эти наблюдения	1	1
1344	разнородные явления	1	1
1345	различного характера	1	1
1346	наше внимание	1	1
1347	находит свое	2	1
1348	и свободно	1	1
1349	в русском	1	1
1350	для его	2	1
1351	что между	1	1
1352	все равно	4	1
1353	есть уже	1	1
1354	мы находим	3	1
1355	есть еще	2	1
1356	процессе своего	1	1
1357	всеми другими	2	1
1358	это внешнее	1	1
1359	в конечном	2	1
1360	говорят и	1	1
1361	речи к	2	1
1362	и притом	1	1
1363	говорим о	1	1
1364	одно а	1	1
1365	отчетливостью и	1	1
1366	силу и	1	1
1367	внутренняя речь	5	1
1368	первоначально оно	1	1
1369	не о	1	1
1370	что к	1	1
1371	начала в	1	1
1372	не выражает	1	1
1373	что под	1	1
1374	виду не	1	1
1375	его действий	1	1
1376	которое в	1	1
1377	с теми	2	1
1378	фактором развития	1	1
1379	легко становится	1	1
1380	слова слово	1	1
1381	и новых	1	1
1382	развития как	2	1
1383	последнем счете	1	1
1384	мышлением и	8	1
1385	он говорит	1	1
1386	в обычном	1	1
1387	внутреннюю речь	1	1
1388	хотя все	1	1
1389	образов с	1	1
1390	ссылка на	1	1
1391	не бывает	2	1
1392	в ряде	4	1
1393	отнесена к	1	1
1394	к абстрактному	2	1
1395	развитием этого	1	1
1396	от внешней	3	1
1397	бы оно	1	1
1398	с той	3	1
1399	мы теперь	1	1
1400	долгое время	2	1
1401	к самому	1	1
1402	подобно тому	1	1
1403	нас к	2	1
1404	лишь с	1	1
1405	совпадая с	1	1
1406	от слова	2	1
1407	и того	5	1
1408	этой цели	1	1
1409	им и	1	1
1410	другое слово	1	1
1411	мышления которые	3	1
1412	из главных	1	1
1413	исходили из	1	1
1414	в мире	2	1
1415	но независимо	1	1
1416	совершенно иное	1	1
1417	и характер	2	1
1418	постановка вопроса	1	1
1419	решить что	1	1
1420	образом речь	1	1
1421	как ее	1	1
1422	мышлении и	2	1
1423	один и	6	1
1424	иначе чем	2	1
1425	в действительной	1	1
1426	утверждения что	2	1
1427	бы мы	2	1
1428	действии и	2	1
1429	в первые	1	1
1430	границ между	1	1
1431	связанный с	1	1
1432	этом как	1	1
1433	развития они	1	1
1434	себе и	2	1
1435	его значение	1	1
1436	отчетливо выступает	1	1
1437	свет на	1	1
1438	которые с	1	1
1439	и развития	3	1
1440	и таким	1	1
1441	речи нельзя	1	1
1442	это так	2	1
1443	слова оказываются	1	1
1444	этом с	1	1
1445	слова тем	1	1
1446	связаны с	4	1
1447	к конкретным	1	1
1448	бы в	5	1
1449	за этой	2	1
1450	ряд конкретных	2	1
1451	это остается	1	1
1452	словом или	2	1
1453	но этим	1	1
1454	различное значение	1	1
1455	в конкретные	1	1
1456	ни при	3	1
1457	предметами и	1	1
1458	это значение	2	1
1459	отказа от	1	1
1460	в самое	1	1
1461	их своеобразии	1	1
1462	том случае	2	1
1463	что такое	1	1
1464	их не	1	1
1465	и снова	4	1
1466	на всем	1	1
1467	слова которое	1	1
1468	оба эти	5	1
1469	одну и	1	1
1470	тем более	2	1
1471	по которому	3	1
1472	бы так	1	1
1473	оно в	1	1
1474	он ни	1	1
1475	обеих линий	2	1
1476	такие же	1	1
1477	на задний	1	1
1478	различны с	1	1
1479	материал на	1	1
1480	основным и	1	1
1481	ибо они	1	1
1482	дана в	1	1
1483	всякого предмета	1	1
1484	они становятся	1	1
1485	случае если	2	1
1486	философской и	1	1
1487	эта роль	1	1
1488	генетическом родстве	1	1
1489	ко всем	2	1
1490	на чисто	1	1
1491	слов на	1	1
1492	него есть	1	1
1493	как особая	1	1
1494	самый процесс	2	1
1495	происходит борьба	1	1
1496	все остальные	2	1
1497	другими словами	3	1
1498	время от	1	1
1499	элемент в	1	1
1500	и новый	1	1
1501	и остаются	1	1
1502	он оставляет	1	1
1503	взятая в	1	1
1504	не дает	2	1
1505	очень близко	1	1
1506	помощью которых	8	1
1507	совсем не	1	1
1508	тому как	2	1
1509	но всегда	2	1
1510	что всякий	1	1
1511	его во	1	1
1512	иным способом	4	1
1513	основе лежит	1	1
1514	общее методологическое	1	1
1515	для правильной	1	1
1516	степени не	1	1
1517	и благодаря	2	1
1518	оно становится	2	1
1519	объединяет в	1	1
1520	иное чем	2	1
1521	нам важно	1	1
1522	мы должны	15	1
1523	основных форм	2	1
1524	значение данного	1	1
1525	ее у	1	1
1526	не входит	1	1
1527	лежащую в	1	1
1528	когда он	5	1
1529	и формами	1	1
1530	здесь на	1	1
1531	не находит	1	1
1532	характерно для	1	1
1533	в известных	1	1
1534	другим и	1	1
1535	различными конкретными	1	1
1536	придаточным предложением	1	1
1537	комплекс который	2	1
1538	но даже	1	1
1539	в изучении	2	1
1540	есть и	2	1
1541	тех же	2	1
1542	и является	2	1
1543	особые связи	1	1
1544	в применении	1	1
1545	к данному	2	1
1546	и тот	6	1
1547	определенным образом	1	1
1548	отношений между	1	1
1549	этого факта	1	1
1550	когда оно	2	1
1551	проходит в	1	1
1552	совершенно новый	1	1
1553	который мы	2	1
1554	еще в	2	1
1555	это то	1	1
1556	развития все	1	1
1557	даже не	1	1
1558	с действительным	1	1
1559	в действительном	2	1
1560	тем самым	6	1
1561	проникнуть в	1	1
1562	этого образа	1	1
1563	именно благодаря	2	1
1564	как чисто	1	1
1565	человека с	1	1
1566	существенное отличие	1	1
1567	чтобы прийти	1	1
1568	предмете и	1	1
1569	древнейших форм	1	1
1570	говорили что	3	1
1571	из общего	1	1
1572	и всякая	1	1
1573	то ни	1	1
1574	вперед в	1	1
1575	лицо и	1	1
1576	при известных	1	1
1577	могла бы	1	1
1578	признакам в	1	1
1579	которых оно	1	1
1580	на это	1	1
1581	не сливается	1	1
1582	этого основного	1	1
1583	речью так	1	1
1584	или еще	1	1
1585	конкретного к	2	1
1586	речи от	2	1
1587	иным путем	1	1
1588	этого мышления	1	1
1589	но главное	1	1
1590	на различных	1	1
1591	как их	2	1
1592	вступают в	2	1
1593	нельзя не	2	1
1594	развиваются в	1	1
1595	заставляет нас	2	1
1596	эти понятия	1	1
1597	внешними и	1	1
1598	формы конкретного	1	1
1599	след в	1	1
1600	развивается дальше	1	1
1601	сущности как	1	1
1602	к человеческому	1	1
1603	дальше и	1	1
1604	этом и	2	1
1605	опирающееся на	1	1
1606	отрывается от	1	1
1607	а часто	1	1
1608	дня и	1	1
1609	что может	1	1
1610	целом здесь	1	1
1611	по аналогии	1	1
1612	с чем	1	1
1613	от действительного	1	1
1614	одни и	3	1
1615	в первой	1	1
1616	фактором который	1	1
1617	в общем	1	1
1618	во внутреннюю	1	1
1619	рассуждения и	1	1
1620	к высшему	2	1
1621	становления человека	1	1
1622	происходит в	1	1
1623	отношении не	1	1
1624	характерны для	1	1
1625	же слова	3	1
1626	на двух	1	1
1627	и прочного	1	1
1628	на место	2	1
1629	его к	6	1
1630	их на	1	1
1631	на который	2	1
1632	все более	2	1
1633	все другие	2	1
1634	и новые	1	1
1635	отнюдь не	6	1
1636	развитие и	1	1
1637	эти два	1	1
1638	исключением но	2	1
1639	слова связанные	1	1
1640	которым он	2	1
1641	отношении он	1	1
1642	здесь же	1	1
1643	к совершенно	2	1
1644	а главное	1	1
1645	таким же	4	1
1646	самую сущность	1	1
1647	именно это	3	1
1648	и взаимного	2	1
1649	которой мы	1	1
1650	себе а	1	1
1651	и совершенно	2	1
1652	само по	3	1
1653	снизу вверх	2	1
1654	пути к	3	1
1655	соотносятся друг	1	1
1656	является конечно	1	1
1657	жизнью и	1	1
1658	образов и	2	1
1659	на эту	1	1
1660	говорит не	3	1
1661	почему нельзя	1	1
1662	в каком	3	1
1663	есть слова	1	1
1664	следовательно не	2	1
1665	должны сказать	2	1
1666	других конкретных	1	1
1667	данного слова	1	1
