N	2gram	Tiupa_Anal	Formalny
1296	еще одно	1	1
1297	своего бытия	1	1
1298	лишь его	1	1
1299	иного произведения	1	1
1300	сущности не	1	1
1301	самим собою	3	1
1302	роману как	1	1
1303	в иную	2	1
1304	он явился	1	1
1305	для многих	1	1
1306	не выдерживает	1	1
1307	своего рода	17	1
1308	с полной	1	1
1309	все основные	1	1
1310	утверждать что	1	1
1311	на деле	1	1
1312	а потому	1	1
1313	в состав	2	1
1314	к лицу	1	1
1315	характерная для	1	1
1316	что касается	5	1
1317	как объект	1	1
1318	произведения во	1	1
1319	и должны	1	1
1320	не подвергается	1	1
1321	за скобки	1	1
1322	которой не	1	1
1323	самим автором	2	1
1324	и романа	1	1
1325	ни единого	1	1
1326	нашего времени	5	1
1327	из которых	2	1
1328	истории в	2	1
1329	переходит от	1	1
1330	в область	1	1
1331	разного рода	1	1
1332	из существеннейших	2	1
1333	тематические и	1	1
1334	схемы и	1	1
1335	и делает	1	1
1336	существенных моментах	1	1
1337	связывается с	3	1
1338	то с	1	1
1339	самого по	1	1
1340	положения является	1	1
1341	же самой	1	1
1342	он лишь	1	1
1343	под этим	1	1
1344	а отношение	1	1
1345	в гораздо	1	1
1346	высказывания или	1	1
1347	с этого	2	1
1348	которое как	2	1
1349	самим собой	3	1
1350	что у	3	1
1351	о самом	1	1
1352	оно есть	1	1
1353	грамматическая форма	1	1
1354	нем определенные	1	1
1355	в составе	2	1
1356	то время	1	1
1357	на наш	5	1
1358	действительность с	1	1
1359	переходя к	1	1
1360	как момент	1	1
1361	ли не	5	1
1362	состоит из	1	1
1363	что звуки	1	1
1364	причастность к	1	1
1365	часть третья	1	1
1366	о вмешательстве	1	1
1367	который не	2	1
1368	тем случаи	1	1
1369	о котором	2	1
1370	собою в	1	1
1371	в итоге	4	1
1372	этом его	1	1
1373	на каждом	1	1
1374	и глубоких	1	1
1375	рассуждения о	1	1
1376	новыми и	1	1
1377	по крайней	5	1
1378	жизненной практике	1	1
1379	этому же	1	1
1380	к комическому	1	1
1381	свое внимание	1	1
1382	в стихе	2	1
1383	моральной ценности	1	1
1384	функцию в	1	1
1385	литературе же	1	1
1386	в прозе	1	1
1387	его собственном	1	1
1388	являются ли	1	1
1389	и состоит	1	1
1390	видим что	1	1
1391	не имеют	1	1
1392	тяготеет к	1	1
1393	в становлении	2	1
1394	да еще	1	1
1395	своем внутреннем	1	1
1396	не вне	1	1
1397	это все	1	1
1398	совершается как	1	1
1399	если для	1	1
1400	с а	1	1
1401	к истолкованию	1	1
1402	но лишь	2	1
1403	слово а	1	1
1404	тех пор	2	1
1405	конструктивная роль	1	1
1406	пушкинского к	1	1
1407	ритма и	2	1
1408	и больше	1	1
1409	для меня	1	1
1410	уже говорили	1	1
1411	поэтики которая	1	1
1412	в университете	1	1
1413	с литературой	1	1
1414	этим словом	1	1
1415	иные моменты	1	1
1416	нет никакой	1	1
1417	конструктивную функцию	2	1
1418	вслед за	1	1
1419	что произведение	1	1
1420	что пушкин	3	1
1421	тот факт	1	1
1422	констатировать что	2	1
1423	этот конструктивный	1	1
1424	он есть	1	1
1425	тогда как	37	1
1426	художественной организации	1	1
1427	движении и	1	1
1428	автора в	1	1
1429	и а	4	1
1430	чем с	1	1
1431	в дальнейшей	1	1
1432	к третьему	2	1
1433	совпадают и	1	1
1434	неотделима от	1	1
1435	художественно как	1	1
1436	и обосновывается	1	1
1437	мышления но	1	1
1438	впервые в	3	1
1439	служат лишь	1	1
1440	ситуации высказывания	1	1
1441	мог бы	3	1
1442	из первых	1	1
1443	и никаких	1	1
1444	за пределами	2	1
1445	для уяснения	1	1
1446	бы сказать	1	1
1447	столько в	1	1
1448	подчеркнуть что	1	1
1449	данном контексте	1	1
1450	стороны не	1	1
1451	фоне этой	1	1
1452	ее содержание	1	1
1453	теперь уже	1	1
1454	своего становления	1	1
1455	который и	1	1
1456	моментов в	1	1
1457	имела бы	1	1
1458	в лоне	1	1
1459	и следует	2	1
1460	к содержанию	3	1
1461	воззрения на	1	1
1462	которого он	2	1
1463	может ощущаться	1	1
1464	рассматривать в	1	1
1465	как нельзя	3	1
1466	проникает в	1	1
1467	творчества не	1	1
1468	возвращает нас	2	1
1469	как об	1	1
1470	нее как	1	1
1471	только одно	1	1
1472	содержания а	1	1
1473	точнее как	1	1
1474	не во	1	1
1475	последующих его	1	1
1476	в границах	1	1
1477	в конструктивном	1	1
1478	художественного высказывания	3	1
1479	того как	1	1
1480	сколько в	1	1
1481	аналогичным образом	1	1
1482	не будем	2	1
1483	совершенно иначе	1	1
1484	на чуждую	1	1
1485	как смерть	3	1
1486	существенно связаны	1	1
1487	еще и	4	1
1488	же мере	1	1
1489	лишь тем	1	1
1490	только его	1	1
1491	роли какую	1	1
1492	видеть только	1	1
1493	романов и	1	1
1494	значимости этой	1	1
1495	что с	1	1
1496	случае его	1	1
1497	и тут	1	1
1498	обнаружения в	1	1
1499	менее существенным	1	1
1500	видеть в	2	1
1501	в полном	2	1
1502	и новое	1	1
1503	примеров такого	1	1
1504	на которой	2	1
1505	лицом к	1	1
1506	и ценностей	1	1
1507	любопытно что	1	1
1508	них и	1	1
1509	не принимает	1	1
1510	несколько иная	1	1
1511	читателя в	3	1
1512	у всех	2	1
1513	жизни это	2	1
1514	без остатка	2	1
1515	а также	5	1
1516	необходимо отличать	1	1
1517	иного рода	1	1
1518	и иронии	1	1
1519	однако они	1	1
1520	не забывает	1	1
1521	предполагает как	1	1
1522	в стороне	1	1
1523	случае не	1	1
1524	с той	3	1
1525	нас к	2	1
1526	есть в	2	1
1527	эти две	1	1
1528	с тенденцией	1	1
1529	художественной реальности	17	1
1530	по своему	3	1
1531	остается лишь	1	1
1532	полноте и	2	1
1533	бы мы	1	1
1534	как между	1	1
1535	вследствие этой	1	1
1536	для которого	1	1
1537	но особенно	1	1
1538	об этом	3	1
1539	дело и	1	1
1540	путь к	4	1
1541	целого и	1	1
1542	и вообще	1	1
1543	не все	1	1
1544	остается вне	1	1
1545	ему не	1	1
1546	на них	1	1
1547	в иные	1	1
1548	будучи по	1	1
1549	в г	1	1
1550	реагирует на	1	1
1551	между нами	2	1
1552	с сохранением	1	1
1553	до тех	1	1
1554	завершение в	1	1
1555	ей в	1	1
1556	однако той	1	1
1557	не уничтожается	1	1
1558	его внутреннюю	1	1
1559	в течение	1	1
1560	любое произведение	1	1
1561	на всех	3	1
1562	данного жанра	1	1
1563	мы узнаем	1	1
1564	просто не	1	1
1565	и помимо	1	1
1566	с языком	1	1
1567	связана с	1	1
1568	идет уже	1	1
1569	к тем	1	1
1570	и композиция	3	1
1571	могли не	1	1
1572	звуков в	1	1
1573	есть и	1	1
1574	и остался	1	1
1575	есть одна	1	1
1576	какова например	2	1
1577	целого в	3	1
1578	в трех	1	1
1579	или из	2	1
1580	в начале	10	1
1581	говоря о	1	1
1582	факт что	1	1
1583	резко отличается	1	1
1584	проблема была	1	1
1585	же имеет	1	1
1586	отличать от	1	1
1587	человека с	2	1
1588	эти авторы	1	1
1589	этих случаях	1	1
1590	у нее	1	1
1591	собственно говоря	1	1
1592	и всех	1	1
1593	элементы и	1	1
1594	герой не	3	1
1595	полагал что	1	1
1596	на речь	1	1
1597	же существенная	1	1
1598	и неизбежно	2	1
1599	произведения есть	1	1
1600	промежуток времени	1	1
1601	вступают в	1	1
1602	в книге	1	1
1603	работы мы	1	1
1604	не получается	1	1
1605	этим же	1	1
1606	с литературными	1	1
1607	ли еще	1	1
1608	связи между	1	1
1609	дня и	1	1
1610	конструктивным моментом	1	1
1611	может показаться	1	1
1612	доверие к	1	1
1613	с бытием	1	1
1614	приводимые в	1	1
1615	о путешествии	1	1
1616	все еще	2	1
1617	право на	1	1
1618	о своих	3	1
1619	не гарантирует	1	1
1620	все другие	1	1
1621	являются ни	1	1
1622	что иное	1	1
1623	ни был	1	1
1624	не это	1	1
1625	здесь они	1	1
1626	хотя здесь	1	1
1627	художественное значение	1	1
1628	иное как	1	1
1629	или напротив	1	1
1630	степени и	1	1
1631	к каким	1	1
