N	2gram	Propp_Isto	Literetu
1323	об этой	2	1
1324	и эта	1	1
1325	в теле	1	1
1326	на своих	1	1
1327	эти два	3	1
1328	вперед а	1	1
1329	больше меня	1	1
1330	с человеческим	1	1
1331	к богу	2	1
1332	иное как	6	1
1333	и матерью	1	1
1334	меня и	3	1
1335	есть своего	1	1
